plotnum,plot,Side,Time_Stamp,SoilMoisture
4,4,1,11/15/11 13:56,0.26
4,4,2,11/15/11 13:56,0.31
5,5,1,11/15/11 13:12,0.16
5,5,2,11/15/11 13:12,0.06
6,6,1,11/15/11 13:16,0.07
6,6,2,11/15/11 13:16,0.05
7,7,1,11/15/11 13:14,0.11
7,7,2,11/15/11 13:14,0.04
8,8,1,11/15/11 13:24,0.04
8,8,2,11/15/11 13:24,0.04
9,9,1,11/15/11 13:37,0.07
9,9,2,11/15/11 13:37,0.06
1,1,1,11/30/11 8:59,0.33
1,1,1,11/30/11 12:46,0.43
1,1,2,11/30/11 8:59,0.29
1,1,2,11/30/11 12:46,0.5
2,2,1,11/30/11 9:00,0.36
2,2,1,11/30/11 12:38,0.47
2,2,2,11/30/11 9:00,0.36
2,2,2,11/30/11 12:38,0.5
3,3,1,11/30/11 8:58,0.3
3,3,1,11/30/11 12:40,0.53
3,3,2,11/30/11 8:58,0.41
3,3,2,11/30/11 12:40,0.54
4,4,1,11/30/11 9:02,0.43
4,4,1,11/30/11 12:32,0.48
4,4,2,11/30/11 9:02,0.35
4,4,2,11/30/11 12:32,0.49
5,5,1,11/30/11 8:56,0.15
5,5,1,11/30/11 12:29,0.3
5,5,2,11/30/11 8:56,0.19
5,5,2,11/30/11 12:29,0.3
6,6,1,11/30/11 8:42,0.15
6,6,1,11/30/11 12:03,0.21
6,6,2,11/30/11 8:42,0.15
6,6,2,11/30/11 12:03,0.14
7,7,1,11/30/11 8:40,0.07
7,7,1,11/30/11 12:08,0.11
7,7,2,11/30/11 8:40,0.07
7,7,2,11/30/11 12:08,0.11
8,8,1,11/30/11 8:42,0.1
8,8,1,11/30/11 12:02,0.17
8,8,2,11/30/11 8:42,0.13
8,8,2,11/30/11 12:02,0.21
9,9,1,11/30/11 8:36,0.08
9,9,1,11/30/11 11:58,0.1
9,9,2,11/30/11 8:36,0.07
9,9,2,11/30/11 11:58,0.2
1,1,1,5/17/12 10:05,0.38
1,1,2,5/17/12 10:05,0.36
2,2,1,5/17/12 10:00,0.5
2,2,2,5/17/12 10:00,0.5
3,3,1,5/17/12 10:05,0.49
3,3,2,5/17/12 10:05,0.54
4,4,1,5/17/12 10:00,0.43
4,4,2,5/17/12 10:00,0.48
5,5,1,5/17/12 8:45,0.27
5,5,2,5/17/12 8:45,0.27
6,6,1,5/17/12 8:55,0.15
6,6,2,5/17/12 8:56,0.22
7,7,1,5/17/12 8:50,0.22
7,7,2,5/17/12 8:50,0.16
8,8,1,5/17/12 8:50,0.19
8,8,2,5/17/12 8:50,0.18
9,9,1,5/17/12 8:45,0.13
9,9,2,5/17/12 8:45,0.13
1,1,1,6/13/12 9:54,0.39
1,1,2,6/13/12 9:54,0.37
2,2,1,6/13/12 9:42,0.34
2,2,2,6/13/12 9:42,0.37
3,3,1,6/13/12 9:46,0.36
3,3,2,6/13/12 9:46,0.37
4,4,1,6/13/12 9:37,0.39
4,4,2,6/13/12 9:37,0.41
5,5,1,6/13/12 9:13,0.23
5,5,2,6/13/12 9:13,0.2
6,6,1,6/13/12 9:23,0.16
6,6,2,6/13/12 9:23,0.22
7,7,1,6/13/12 9:29,0.09
7,7,2,6/13/12 9:29,0.1
8,8,1,6/13/12 9:19,0.14
8,8,2,6/13/12 9:19,0.14
9,9,1,6/13/12 9:16,0.15
9,9,2,6/13/12 9:16,0.19
1,1,1,6/28/12 10:43,0.32
1,1,2,6/28/12 10:43,0.3
2,2,1,6/28/12 10:41,0.33
2,2,2,6/28/12 10:41,0.36
3,3,1,6/28/12 10:00,0.36
3,3,2,6/28/12 10:00,0.29
4,4,1,6/28/12 10:40,0.33
4,4,2,6/28/12 10:40,0.4
5,5,1,6/28/12 9:54,0.2
5,5,2,6/28/12 9:54,0.14
6,6,1,6/28/12 9:33,0.16
6,6,2,6/28/12 9:33,0.16
7,7,1,6/28/12 9:32,0.11
7,7,2,6/28/12 9:32,0.16
8,8,1,6/28/12 9:35,0.14
8,8,2,6/28/12 9:35,0.14
9,9,1,6/28/12 9:29,0.19
9,9,2,6/28/12 9:29,0.12
1,1,1,7/9/12 7:52,0.09
1,1,1,7/9/12 9:50,0.33
1,1,1,7/9/12 11:06,0.25
1,1,2,7/9/12 7:52,0.09
1,1,2,7/9/12 9:50,0.3
2,2,1,7/9/12 7:44,0.14
2,2,1,7/9/12 9:52,0.34
2,2,2,7/9/12 7:44,0.15
2,2,2,7/9/12 9:52,0.35
3,3,1,7/9/12 7:42,0.12
3,3,1,7/9/12 9:48,0.29
3,3,2,7/9/12 7:42,0.1
3,3,2,7/9/12 9:48,0.36
4,4,1,7/9/12 7:47,0.08
4,4,1,7/9/12 9:35,0.32
4,4,2,7/9/12 7:47,0.06
4,4,2,7/9/12 9:35,0.41
5,5,1,7/9/12 7:36,0.03
5,5,1,7/9/12 9:37,0.23
5,5,2,7/9/12 7:36,0.04
5,5,2,7/9/12 9:37,0.16
6,6,1,7/9/12 7:30,0.04
6,6,1,7/9/12 9:39,0.16
6,6,2,7/9/12 7:30,0.05
6,6,2,7/9/12 9:39,0.2
7,7,1,7/9/12 7:38,0.01
7,7,1,7/9/12 9:46,0.17
7,7,2,7/9/12 7:38,0.05
7,7,2,7/9/12 9:46,0.13
8,8,1,7/9/12 7:34,0.04
8,8,1,7/9/12 9:41,0.15
8,8,2,7/9/12 7:34,0.04
8,8,2,7/9/12 9:41,0.14
9,9,1,7/9/12 7:29,0.04
9,9,1,7/9/12 9:43,0.27
9,9,2,7/9/12 7:29,0.02
9,9,2,7/9/12 9:43,0.13
1,1,2,8/6/12 11:06,0.16
2,2,1,8/6/12 11:04,0.25
2,2,2,8/6/12 11:04,0.25
3,3,1,8/6/12 11:05,0.22
3,3,2,8/6/12 11:05,0.26
4,4,1,8/6/12 11:03,0.27
4,4,2,8/6/12 11:03,0.18
5,5,1,8/6/12 11:01,0.11
5,5,2,8/6/12 11:01,0.13
6,6,1,8/6/12 11:00,0.11
6,6,2,8/6/12 11:00,0.09
7,7,1,8/6/12 11:00,0.09
7,7,2,8/6/12 11:00,0.09
8,8,1,8/6/12 10:58,0.09
8,8,2,8/6/12 10:58,0.08
9,9,1,8/6/12 10:57,0.1
9,9,2,8/6/12 10:57,0.08
1,1,1,8/22/12 13:59,0.44
1,1,2,8/22/12 13:59,0.38
2,2,1,8/22/12 14:01,0.48
2,2,2,8/22/12 14:01,0.57
3,3,1,8/22/12 13:55,0.4
3,3,2,8/22/12 13:55,0.45
4,4,1,8/22/12 14:05,0.44
4,4,2,8/22/12 14:05,0.48
5,5,1,8/22/12 14:08,0.27
5,5,2,8/22/12 14:08,0.29
6,6,1,8/22/12 14:13,0.33
6,6,2,8/22/12 14:13,0.25
7,7,1,8/22/12 14:25,0.24
7,7,2,8/22/12 14:25,0.18
8,8,1,8/22/12 14:27,0.22
8,8,2,8/22/12 14:27,0.11
9,9,1,8/22/12 14:15,0.23
9,9,2,8/22/12 14:15,0.17
1,1,1,9/4/12 14:16,0.29
1,1,2,9/4/12 14:16,0.25
2,2,1,9/4/12 14:14,0.3
2,2,2,9/4/12 14:14,0.35
3,3,1,9/4/12 14:15,0.27
3,3,2,9/4/12 14:15,0.26
4,4,1,9/4/12 14:12,0.34
4,4,2,9/4/12 14:12,0.36
5,5,1,9/4/12 13:00,0.2
5,5,2,9/4/12 13:00,0.17
6,6,1,9/4/12 13:02,0.11
6,6,2,9/4/12 13:02,0.15
7,7,1,9/4/12 13:16,0.16
7,7,2,9/4/12 13:16,0.13
8,8,1,9/4/12 13:08,0.16
8,8,2,9/4/12 13:08,0.15
9,9,1,9/4/12 13:20,0.2
9,9,2,9/4/12 13:20,0.12
1,1,1,9/19/12 15:17,0.41
1,1,2,9/19/12 15:17,0.44
2,2,1,9/19/12 15:12,0.55
2,2,2,9/19/12 15:12,0.49
3,3,1,9/19/12 15:14,0.58
3,3,2,9/19/12 15:14,0.62
4,4,1,9/19/12 15:11,0.52
4,4,2,9/19/12 15:11,0.5
5,5,1,9/19/12 13:59,0.27
5,5,2,9/19/12 13:59,0.19
6,6,1,9/19/12 14:00,0.12
6,6,2,9/19/12 14:00,0.21
7,7,1,9/19/12 14:03,0.16
7,7,2,9/19/12 14:03,0.18
8,8,1,9/19/12 14:05,0.16
8,8,2,9/19/12 14:05,0.2
9,9,1,9/19/12 14:07,0.13
9,9,2,9/19/12 14:07,0.12
1,1,1,10/4/12 15:10,0.44
1,1,2,10/4/12 15:10,0.4
2,2,1,10/4/12 13:06,0.51
2,2,2,10/4/12 13:06,0.49
3,3,1,10/4/12 13:14,0.62
3,3,2,10/4/12 13:14,0.62
4,4,1,10/4/12 15:07,0.49
4,4,2,10/4/12 15:07,0.45
5,5,1,10/4/12 14:46,0.26
5,5,2,10/4/12 14:46,0.3
6,6,1,10/4/12 14:49,0.21
6,6,2,10/4/12 14:49,0.22
7,7,1,10/4/12 14:52,0.2
7,7,2,10/4/12 14:52,0.19
8,8,1,10/4/12 13:01,0.15
8,8,2,10/4/12 13:01,0.2
9,9,1,10/4/12 13:04,0.18
9,9,2,10/4/12 13:04,0.16
1,1,1,10/9/12 12:35,0.52
1,1,2,10/9/12 12:35,0.56
2,2,1,10/9/12 12:33,0.62
2,2,2,10/9/12 12:33,0.55
3,3,1,10/9/12 12:32,0.61
3,3,2,10/9/12 12:32,0.63
4,4,1,10/9/12 12:34,0.56
4,4,2,10/9/12 12:34,0.53
5,5,1,10/9/12 12:36,0.39
5,5,2,10/9/12 12:36,0.4
6,6,1,10/9/12 12:37,0.33
6,6,2,10/9/12 12:37,0.34
7,7,1,10/9/12 12:39,0.3
7,7,2,10/9/12 12:39,0.33
8,8,1,10/9/12 12:38,0.27
8,8,2,10/9/12 12:38,0.26
9,9,1,10/9/12 12:40,0.24
9,9,2,10/9/12 12:40,0.21
1,1,1,10/23/12 13:59,0.4
1,1,2,10/23/12 13:59,0.37
2,2,1,10/23/12 14:04,0.45
2,2,2,10/23/12 14:04,0.45
3,3,1,10/23/12 14:03,0.4
3,3,2,10/23/12 14:03,0.41
4,4,1,10/23/12 14:05,0.45
4,4,2,10/23/12 14:05,0.51
5,5,1,10/23/12 14:06,0.28
5,5,2,10/23/12 14:06,0.22
6,6,1,10/23/12 14:08,0.19
6,6,2,10/23/12 14:08,0.2
7,7,1,10/23/12 14:10,0.23
7,7,2,10/23/12 14:10,0.15
8,8,1,10/23/12 14:11,0.2
8,8,2,10/23/12 14:11,0.18
9,9,1,10/23/12 14:13,0.19
9,9,2,10/23/12 14:13,0.12
1,1,1,11/7/12 8:56,0.38
1,1,2,11/7/12 8:56,0.45
2,2,1,11/7/12 8:57,0.47
2,2,2,11/7/12 8:57,0.47
3,3,1,11/7/12 8:54,0.47
3,3,2,11/7/12 8:54,0.47
4,4,1,11/7/12 8:58,0.47
4,4,2,11/7/12 8:58,0.45
5,5,1,11/7/12 9:00,0.29
5,5,2,11/7/12 9:00,0.34
6,6,1,11/7/12 9:03,0.24
6,6,2,11/7/12 9:03,0.21
7,7,1,11/7/12 9:05,0.22
7,7,2,11/7/12 9:05,0.31
8,8,1,11/7/12 9:01,0.22
8,8,2,11/7/12 9:01,0.23
9,9,1,11/7/12 9:07,0.24
9,9,2,11/7/12 9:07,0.18
1,1,1,11/20/12 16:04,0.45
1,1,2,11/20/12 16:04,0.43
2,2,1,11/20/12 16:03,0.45
2,2,2,11/20/12 16:03,0.48
3,3,1,11/20/12 16:08,0.42
3,3,2,11/20/12 16:08,0.45
4,4,1,11/20/12 16:02,0.45
4,4,2,11/20/12 16:02,0.49
5,5,1,11/20/12 16:15,0.26
5,5,2,11/20/12 16:15,0.31
6,6,1,11/20/12 16:11,0.16
6,6,2,11/20/12 16:11,0.18
7,7,1,11/20/12 16:10,0.19
7,7,2,11/20/12 16:10,0.27
8,8,1,11/20/12 16:12,0.21
8,8,2,11/20/12 16:12,0.19
9,9,1,11/20/12 16:14,0.22
9,9,2,11/20/12 16:14,0.14
1,1,1,4/9/13 13:29,0.4547
1,1,2,4/9/13 13:30,0.4615
2,2,1,4/9/13 13:08,0.4918
2,2,2,4/9/13 13:08,0.4981
3,3,1,4/9/13 13:11,0.5092
3,3,2,4/9/13 13:11,0.5045
4,4,1,4/9/13 13:46,0.4489
4,4,2,4/9/13 13:46,0.4559
5,5,1,4/9/13 12:59,0.3335
5,5,2,4/9/13 13:01,0.3911
6,6,1,4/9/13 14:42,0.3345
6,6,2,4/9/13 14:43,0.3486
7,7,1,4/9/13 14:37,0.3523
7,7,2,4/9/13 14:38,0.208
8,8,1,4/9/13 14:57,0.2009
8,8,2,4/9/13 14:58,0.16
9,9,1,4/9/13 15:06,0.1566
9,9,2,4/9/13 15:07,0.2996
10,10,1,4/9/13 15:16,0.2732
10,10,2,4/9/13 15:17,0.2404
11,11,1,4/9/13 15:19,0.2282
11,11,2,4/9/13 15:19,0.269
12,12,1,4/9/13 15:20,0.2095
12,12,2,4/9/13 15:21,0.2138
1,1,1,4/23/13 16:02,0.4533
1,1,2,4/23/13 16:04,0.45
2,2,1,4/23/13 16:01,0.4926
2,2,2,4/23/13 16:02,0.4601
3,3,1,NA,NA
3,3,2,4/23/13 15:56,0.4979
4,4,1,4/23/13 16:07,0.4472
4,4,2,4/23/13 16:10,0.3642
5,5,1,4/23/13 16:11,0.3507
5,5,2,4/23/13 16:14,0.3015
6,6,1,4/23/13 16:16,0.2009
6,6,2,4/23/13 16:17,0.1551
7,7,1,4/23/13 16:14,0.291
7,7,2,4/23/13 16:15,0.2766
8,8,1,4/23/13 16:17,0.2554
8,8,2,4/23/13 16:19,0.1778
9,9,1,4/23/13 16:27,0.1623
9,9,2,4/23/13 16:28,0.2346
10,10,1,4/23/13 16:31,0.2058
10,10,2,4/23/13 16:32,0.2339
11,11,1,4/23/13 16:32,0.2166
11,11,2,4/23/13 16:33,0.2231
12,12,1,4/23/13 16:34,0.2037
12,12,2,4/23/13 16:34,0.1857
3,3,1,5/8/13 13:01,0.5165
3,3,2,5/8/13 13:02,0.478
2,2,1,5/8/13 13:03,0.4733
2,2,2,5/8/13 13:04,0.4793
1,1,1,5/8/13 13:08,0.4792
1,1,2,5/8/13 13:09,0.4424
4,4,1,5/8/13 13:13,0.4484
4,4,2,5/8/13 13:13,0.4636
5,5,1,5/8/13 13:15,0.3341
5,5,2,5/8/13 13:16,0.3568
6,6,1,5/8/13 13:18,0.3106
6,6,2,5/8/13 13:19,0.279
7,7,1,5/8/13 13:21,0.2777
7,7,2,5/8/13 13:22,0.26
8,8,1,5/8/13 13:25,0.325
8,8,2,5/8/13 13:27,0.3073
9,9,1,5/8/13 13:40,0.143
9,9,2,5/8/13 13:41,0.2496
10,10,1,5/8/13 14:14,0.2325
10,10,2,5/8/13 14:15,0.1795
11,11,1,5/8/13 14:16,0.2175
11,11,2,5/8/13 14:17,0.3224
12,12,1,5/8/13 14:18,0.2332
12,12,2,5/8/13 14:18,0.2003
3,3,1,5/22/13 16:18,0.481
3,3,2,5/22/13 16:19,0.468
2,2,1,5/22/13 16:22,0.465
2,2,2,5/22/13 16:22,0.473
4,4,1,5/22/13 16:23,0.435
4,4,2,5/22/13 16:23,0.455
1,1,1,5/22/13 16:27,0.436
1,1,2,5/22/13 16:27,0.425
5,5,1,5/22/13 16:29,0.338
5,5,2,5/22/13 16:30,0.28
6,6,1,5/22/13 16:32,0.256
6,6,2,5/22/13 16:33,0.286
8,8,1,5/22/13 16:34,0.236
8,8,2,5/22/13 16:34,0.261
9,9,1,5/22/13 16:36,0.144
9,9,2,5/22/13 16:36,0.299
7,7,1,5/22/13 16:39,0.245
7,7,2,5/22/13 16:39,0.258
1,1,1,6/4/13 10:49,0.3663
1,1,2,6/4/13 10:50,0.4184
2,2,1,6/4/13 10:53,0.437
2,2,2,6/4/13 10:53,0.4367
3,3,1,6/4/13 10:54,0.4298
3,3,2,6/4/13 10:55,0.4036
4,4,1,6/4/13 10:59,0.4682
4,4,2,6/4/13 10:59,0.431
5,5,1,6/4/13 11:01,0.3866
5,5,2,6/4/13 11:02,0.3444
6,6,1,6/4/13 11:11,0.2001
6,6,2,6/4/13 11:12,0.1543
7,7,1,6/4/13 11:13,0.2203
7,7,2,6/4/13 11:13,0.2461
8,8,1,6/4/13 11:18,0.2318
8,8,2,6/4/13 11:18,0.2346
9,9,1,6/4/13 11:19,0.1502
9,9,2,6/4/13 11:19,0.2555
12,12,1,6/4/13 11:25,0.1648
12,12,2,6/4/13 11:26,0.1463
10,10,1,6/4/13 11:37,0.1791
10,10,2,6/4/13 11:38,0.1655
11,11,1,6/4/13 11:43,0.2282
11,11,2,6/4/13 11:43,0.1541
3,3,1,6/19/13 10:15,0.5217
3,3,2,6/19/13 10:16,0.4802
2,2,1,6/19/13 10:23,0.4605
2,2,2,6/19/13 10:23,0.4703
4,4,1,6/19/13 12:03,0.4374
4,4,2,6/19/13 12:03,0.4343
5,5,1,6/19/13 12:11,0.3465
5,5,2,6/19/13 12:12,0.3895
7,7,1,6/19/13 12:13,0.3187
7,7,2,6/19/13 12:14,0.3047
6,6,1,6/19/13 12:16,0.3256
6,6,2,6/19/13 12:17,0.1683
8,8,1,6/19/13 12:23,0.2784
8,8,2,6/19/13 12:24,0.2813
9,9,1,6/19/13 12:34,0.15
9,9,2,6/19/13 12:35,0.312
12,12,1,6/19/13 12:45,0.1406
12,12,2,6/19/13 12:46,0.28
10,10,1,6/19/13 12:47,0.2532
10,10,2,6/19/13 12:48,0.2168
11,11,1,6/19/13 12:49,0.1845
11,11,2,6/19/13 12:49,0.1277
1,1,1,6/19/13 12:57,0.4311
1,1,2,6/19/13 12:57,0.424
4,4,1,7/2/13 13:12,0.4565
4,4,2,7/2/13 13:12,0.4508
2,2,1,7/2/13 13:13,0.4817
2,2,2,7/2/13 13:13,0.4831
3,3,1,7/2/13 13:14,0.4926
3,3,2,7/2/13 13:14,0.4756
5,5,1,7/2/13 13:15,0.4398
5,5,2,7/2/13 13:15,0.3677
7,7,1,7/2/13 13:16,0.2674
7,7,2,7/2/13 13:17,0.3028
6,6,1,7/2/13 13:17,0.3178
6,6,2,7/2/13 13:17,0.283
8,8,1,7/2/13 13:18,0.3109
8,8,2,7/2/13 13:18,0.2795
9,9,1,7/2/13 13:19,0.2325
9,9,2,7/2/13 13:19,0.273
12,12,1,7/2/13 13:21,0.2864
12,12,2,7/2/13 13:21,0.2549
10,10,1,7/2/13 13:22,0.2332
10,10,2,7/2/13 13:22,0.2246
11,11,1,7/2/13 13:22,0.2037
11,11,2,7/2/13 13:23,0.2836
1,1,1,7/2/13 13:27,0.4601
1,1,2,7/2/13 13:28,0.4364
1,1,1,7/18/13 8:58,0.4045
1,1,2,7/18/13 8:59,0.416
2,2,1,7/18/13 9:01,0.4416
2,2,2,7/18/13 9:01,0.4328
3,3,1,7/18/13 9:02,0.5094
3,3,2,7/18/13 9:03,0.4702
4,4,1,7/18/13 8:57,0.427
4,4,2,7/18/13 8:57,0.4072
5,5,1,7/18/13 12:07,0.315
5,5,2,7/18/13 12:07,0.261
6,6,1,7/18/13 11:55,0.1893
6,6,2,7/18/13 11:56,0.221
7,7,1,7/18/13 12:02,0.2625
7,7,2,7/18/13 12:02,0.1705
8,8,1,7/18/13 12:00,0.2203
8,8,2,7/18/13 12:01,0.2044
9,9,1,7/18/13 11:40,0.1501
9,9,2,7/18/13 11:43,0.1249
10,10,1,7/18/13 11:30,0.1726
10,10,2,7/18/13 11:30,0.244
11,11,1,7/18/13 11:32,0.1627
11,11,2,7/18/13 11:33,0.1712
12,12,1,7/18/13 11:25,0.2662
12,12,2,7/18/13 11:28,0.1118
1,1,1,8/1/13 11:00,0.4097
1,1,2,8/1/13 11:00,NA
2,2,1,8/1/13 10:58,0.3995
2,2,2,8/1/13 10:58,0.4249
3,3,1,8/1/13 10:57,0.4507
3,3,2,8/1/13 10:57,0.4351
4,4,1,8/1/13 11:32,0.4157
4,4,2,8/1/13 11:32,0.4199
5,5,1,8/1/13 11:05,0.3159
5,5,2,8/1/13 11:06,0.3521
6,6,1,8/1/13 11:07,0.2794
6,6,2,8/1/13 11:08,0.2741
7,7,1,8/1/13 11:14,NA
7,7,2,8/1/13 11:14,0.1548
8,8,1,8/1/13 11:12,0.1741
8,8,2,8/1/13 11:12,0.2021
9,9,1,8/1/13 11:17,0.153
9,9,2,8/1/13 11:17,0.1585
10,10,1,8/1/13 11:23,0.1554
10,10,2,8/1/13 11:23,0.1372
11,11,1,8/1/13 11:24,0.1024
11,11,2,8/1/13 11:25,0.1392
12,12,1,8/1/13 11:21,0.2144
12,12,2,8/1/13 11:22,0.176
1,1,1,8/13/13 17:39,0.4331
1,1,2,8/13/13 17:39,0.4561
2,2,1,8/13/13 17:53,0.4053
2,2,2,8/13/13 17:54,0.4043
3,3,1,8/13/13 17:40,0.481
3,3,2,8/13/13 17:40,0.4627
4,4,1,8/13/13 17:38,0.44
4,4,2,8/13/13 17:38,0.4397
5,5,1,8/13/13 17:42,0.2354
5,5,2,8/13/13 17:42,0.2504
6,6,1,8/13/13 17:43,0.1993
6,6,2,8/13/13 17:43,0.2231
7,7,1,8/13/13 17:44,0.195
7,7,2,8/13/13 17:44,0.2533
8,8,1,8/13/13 17:45,0.2354
8,8,2,8/13/13 17:45,0.2647
9,9,1,8/13/13 17:46,0.1777
9,9,2,8/13/13 17:46,0.2647
10,10,1,8/13/13 17:49,0.2462
10,10,2,8/13/13 17:50,0.2824
11,11,1,8/13/13 17:50,0.1598
11,11,2,8/13/13 17:51,0.1768
12,12,1,8/13/13 17:48,0.1311
12,12,2,8/13/13 17:48,0.1955
1,1,1,8/29/13 9:08,0.3471
1,1,2,8/29/13 9:08,0.3328
2,2,1,8/29/13 9:07,0.3677
2,2,2,8/29/13 9:07,0.4025
3,3,1,8/29/13 9:06,0.3821
3,3,2,8/29/13 9:06,0.3149
4,4,1,8/29/13 9:08,0.3859
4,4,2,8/29/13 9:08,0.363
5,5,1,8/29/13 10:03,0.2339
5,5,2,8/29/13 10:03,0.2574
6,6,1,8/29/13 10:07,0.2145
6,6,2,8/29/13 10:08,0.0989
7,7,1,8/29/13 10:04,0.1502
7,7,2,8/29/13 10:06,0.1379
8,8,1,8/29/13 10:14,0.1206
8,8,2,8/29/13 10:15,0.0846
9,9,1,8/29/13 10:19,0.0659
9,9,2,8/29/13 10:20,0.1186
10,10,1,8/29/13 10:32,0.0611
10,10,2,8/29/13 10:33,0.0516
11,11,1,8/29/13 10:34,0.0651
11,11,2,8/29/13 10:35,0.1026
12,12,1,8/29/13 10:28,0.0784
12,12,2,8/29/13 10:31,0.0728
1,1,1,9/13/13 11:12,0.2261
1,1,2,9/13/13 11:12,0.323
2,2,1,9/13/13 11:13,0.3212
2,2,2,9/13/13 11:13,0.3295
3,3,1,9/13/13 11:21,0.3103
3,3,2,9/13/13 11:21,0.2447
4,4,1,9/13/13 11:08,0.412
4,4,2,9/13/13 11:08,0.3676
5,5,1,9/13/13 11:04,0.0467
5,5,2,9/13/13 11:05,0.1478
6,6,1,9/13/13 10:53,0.0394
6,6,2,9/13/13 10:53,0.0743
7,7,1,9/13/13 10:51,0.0434
7,7,2,9/13/13 10:52,0.0378
8,8,1,9/13/13 11:00,0.0783
8,8,2,9/13/13 11:00,0.09860001
9,9,1,9/13/13 10:42,0.0225
9,9,2,9/13/13 10:43,0.0774
10,10,1,9/13/13 10:29,0.0463
10,10,2,9/13/13 10:29,0.04
11,11,1,9/13/13 10:27,0.0426
11,11,2,9/13/13 10:28,0.0415
12,12,1,9/13/13 10:31,0.0597
12,12,2,9/13/13 10:34,0.0554
1,1,1,9/26/13 9:24,0.3196
1,1,2,9/26/13 9:24,0.3496
2,2,1,9/26/13 9:20,0.2841
2,2,2,9/26/13 9:21,0.2646
3,3,1,9/26/13 9:10,0.2311
3,3,2,9/26/13 9:11,0.2239
4,4,1,9/26/13 9:13,0.3978
4,4,2,9/26/13 9:14,0.384
5,5,1,9/26/13 10:05,0.118
5,5,2,9/26/13 10:05,0.1155
6,6,1,9/26/13 10:01,0.07860001
6,6,2,9/26/13 10:01,0.0562
7,7,1,9/26/13 10:00,0.0331
7,7,2,9/26/13 10:00,0.0597
8,8,1,9/26/13 10:03,0.0826
8,8,2,9/26/13 10:04,0.0555
9,9,1,9/26/13 9:57,0.0611
9,9,2,9/26/13 9:57,0.087
10,10,1,9/26/13 9:52,0.0566
10,10,2,9/26/13 9:53,0.1141
11,11,1,9/26/13 9:53,0.0506
11,11,2,9/26/13 9:54,0.0522
12,12,1,9/26/13 9:50,0.0855
12,12,2,9/26/13 9:51,0.045
1,1,1,10/11/13 11:50,0.3622
1,1,2,10/11/13 11:50,0.3533
2,2,1,10/11/13 11:48,0.357
2,2,2,10/11/13 11:48,0.36
3,3,1,10/11/13 11:46,0.288
3,3,2,10/11/13 11:47,0.3434
4,4,1,10/11/13 11:51,0.424
4,4,2,10/11/13 11:52,0.4111
5,5,1,10/11/13 11:55,0.1304
5,5,2,10/11/13 11:56,0.2568
6,6,1,10/11/13 11:57,0.2036
6,6,2,10/11/13 11:57,0.1992
7,7,1,10/11/13 12:00,0.1532
7,7,2,10/11/13 12:00,0.2007
8,8,1,10/11/13 11:58,0.1761
8,8,2,10/11/13 11:58,0.239
9,9,1,10/11/13 12:01,0.1453
9,9,2,10/11/13 12:01,0.1572
10,10,1,10/11/13 12:05,0.1674
10,10,2,10/11/13 12:05,0.2042
11,11,1,10/11/13 12:06,0.1725
11,11,2,10/11/13 12:06,0.1511
12,12,1,10/11/13 12:03,0.1983
12,12,2,10/11/13 12:03,0.1463
1,1,1,10/21/13 9:54,0.3723
1,1,2,10/21/13 9:54,0.3818
2,2,1,10/21/13 9:52,0.3069
2,2,2,10/21/13 9:53,0.3416
3,3,1,10/21/13 9:51,0.2196
3,3,2,10/21/13 9:52,0.2875
4,4,1,10/21/13 9:56,0.433
4,4,2,10/21/13 9:56,0.4056
5,5,1,10/21/13 9:50,0.1493
5,5,2,10/21/13 9:50,0.1733
6,6,1,10/21/13 9:46,0.1505
6,6,2,10/21/13 9:47,0.1574
7,7,1,10/21/13 9:45,0.0853
7,7,2,10/21/13 9:45,0.0727
8,8,1,10/21/13 9:48,0.1049
8,8,2,10/21/13 9:49,0.1298
9,9,1,10/21/13 9:43,0.0759
9,9,2,10/21/13 9:44,0.0703
10,10,1,10/21/13 9:39,0.1084
10,10,2,10/21/13 9:39,0.0846
11,11,1,10/21/13 9:37,0.1035
11,11,2,10/21/13 9:38,0.09560001
12,12,1,10/21/13 9:40,0.1006
12,12,2,10/21/13 9:42,0.087
1,1,1,11/5/13 8:44,0.3912
1,1,2,11/5/13 8:45,0.3705
2,2,1,11/5/13 8:43,0.2498
2,2,2,11/5/13 8:43,0.3692
3,3,1,11/5/13 8:42,0.2254
3,3,2,11/5/13 8:43,0.2332
4,4,1,11/5/13 8:45,0.4144
4,4,2,11/5/13 8:45,0.387
5,5,1,11/5/13 8:47,0.147
5,5,2,11/5/13 8:47,0.1825
6,6,1,11/5/13 8:48,0.1569
6,6,2,11/5/13 8:49,0.1256
7,7,1,11/5/13 8:50,0.0963
7,7,2,11/5/13 8:51,0.08349999
8,8,1,11/5/13 8:52,0.09120001
8,8,2,11/5/13 8:52,0.0821
9,9,1,11/5/13 8:53,0.0874
9,9,2,11/5/13 8:53,0.1062
10,10,1,11/5/13 8:55,0.0803
10,10,2,11/5/13 8:55,0.0709
11,11,1,11/5/13 8:57,0.0568
11,11,2,11/5/13 8:58,0.0573
12,12,1,11/5/13 8:56,0.09920001
12,12,2,11/5/13 8:56,0.1022
1,1,1,11/18/13 16:02,0.3625
1,1,2,11/18/13 16:02,0.3944
2,2,1,11/18/13 16:02,0.2986
2,2,2,11/18/13 16:02,0.3514
3,3,1,11/18/13 16:03,0.2202
