plotnum,plot,Side,Time_Stamp,SoilMoisture
3,3,2,11/18/13 16:03,0.2597
4,4,1,11/18/13 16:04,0.3795
4,4,2,11/18/13 16:04,0.412
5,5,1,11/18/13 16:00,0.09160001
5,5,2,11/18/13 16:01,0.141
6,6,1,11/18/13 15:55,0.0479
6,6,2,11/18/13 15:56,0.0713
7,7,1,11/18/13 15:57,0.079
7,7,2,11/18/13 15:58,0.0533
8,8,1,11/18/13 15:59,0.0586
8,8,2,11/18/13 15:59,0.0741
9,9,1,11/18/13 15:54,0.0577
9,9,2,11/18/13 15:55,0.0823
10,10,1,11/18/13 15:51,0.0548
10,10,2,11/18/13 15:51,0.0503
11,11,1,11/18/13 15:52,0.08150001
11,11,2,11/18/13 15:52,0.0628
12,12,1,11/18/13 15:53,0.0751
12,12,2,11/18/13 15:53,0.092
1,1,1,12/3/13 10:32,0.3495
1,1,2,12/3/13 10:32,0.3945
2,2,1,12/3/13 10:27,0.3147
2,2,2,12/3/13 10:28,0.3863
3,3,1,12/3/13 10:28,0.3976
3,3,2,12/3/13 10:29,0.3067
4,4,1,12/3/13 10:27,0.403
4,4,2,12/3/13 10:27,0.4216
5,5,1,12/3/13 10:25,0.2182
5,5,2,12/3/13 10:26,0.1889
6,6,1,12/3/13 10:23,0.1527
6,6,2,12/3/13 10:24,0.1048
7,7,1,12/3/13 10:23,0.1317
7,7,2,12/3/13 10:23,0.2297
8,8,1,12/3/13 10:24,0.1069
8,8,2,12/3/13 10:25,0.1839
9,9,1,12/3/13 10:21,0.1124
9,9,2,12/3/13 10:22,0.1882
10,10,1,12/3/13 10:19,0.1533
10,10,2,12/3/13 10:19,0.1666
11,11,1,12/3/13 10:20,0.1122
11,11,2,12/3/13 10:20,0.1449
12,12,1,12/3/13 10:18,0.1366
12,12,2,12/3/13 10:18,0.1816
1,1,1,4/18/14 9:18,0.4391
1,1,2,4/18/14 9:18,0.4197
2,2,1,4/18/14 9:13,0.4911
2,2,2,4/18/14 9:13,0.4684
3,3,1,4/18/14 9:15,0.5112
3,3,2,4/18/14 9:15,0.4764
4,4,1,4/18/14 9:11,0.467
4,4,2,4/18/14 9:11,0.4695
5,5,1,4/18/14 9:09,0.3062
5,5,2,4/18/14 9:09,0.3606
6,6,1,4/18/14 9:01,0.2239
6,6,2,4/18/14 9:01,0.2553
7,7,1,4/18/14 9:03,0.2446
7,7,2,4/18/14 9:03,0.2468
8,8,1,4/18/14 9:05,0.28
8,8,2,4/18/14 9:05,0.2353
9,9,1,4/18/14 8:58,0.2016
9,9,2,4/18/14 8:59,0.2603
10,10,1,4/18/14 8:54,0.2332
10,10,2,4/18/14 8:55,0.1815
11,11,1,4/18/14 8:56,0.2425
11,11,2,4/18/14 8:56,0.1571
12,12,1,4/18/14 8:49,0.1236
12,12,2,4/18/14 8:53,0.116
1,1,1,5/1/14 9:54,0.4359
1,1,2,5/1/14 9:54,0.4261
2,2,1,5/1/14 9:57,0.4584
2,2,2,5/1/14 9:57,0.4614
3,3,1,5/1/14 9:58,0.5114
3,3,2,5/1/14 9:58,0.4907
4,4,1,5/1/14 9:56,0.4538
4,4,2,5/1/14 9:56,0.4757
5,5,1,5/1/14 9:59,0.3442
5,5,2,5/1/14 9:59,0.3414
6,6,1,5/1/14 10:00,0.309
6,6,2,5/1/14 10:01,0.244
7,7,1,5/1/14 10:01,0.2737
7,7,2,5/1/14 10:02,0.2454
8,8,1,5/1/14 10:03,0.3007
8,8,2,5/1/14 10:04,0.2857
9,9,1,5/1/14 10:05,0.1772
9,9,2,5/1/14 10:05,0.2282
10,10,1,5/1/14 10:08,0.3404
10,10,2,5/1/14 10:08,0.3092
11,11,1,5/1/14 10:09,0.1327
11,11,2,5/1/14 10:09,0.1777
12,12,1,5/1/14 10:07,0.2411
12,12,2,5/1/14 10:07,0.2504
1,1,1,5/14/14 13:32,0.377
1,1,2,5/14/14 13:32,0.3688
2,2,1,5/14/14 13:27,0.3733
2,2,2,5/14/14 13:28,0.3847
3,3,1,5/14/14 13:29,0.4033
3,3,2,5/14/14 13:30,0.3728
4,4,1,5/14/14 13:25,0.4236
4,4,2,5/14/14 13:26,0.4286
5,5,1,5/14/14 13:23,0.1271
5,5,2,5/14/14 13:24,0.2802
6,6,1,5/14/14 13:20,0.1136
6,6,2,5/14/14 13:20,0.123
7,7,1,5/14/14 13:21,0.1008
7,7,2,5/14/14 13:22,0.0917
8,8,1,5/14/14 13:18,0.117
8,8,2,5/14/14 13:18,0.1081
9,9,1,5/14/14 13:15,0.0923
9,9,2,5/14/14 13:16,0.1292
10,10,1,5/14/14 13:06,0.0927
10,10,2,5/14/14 13:07,0.1219
11,11,1,5/14/14 13:04,0.07150001
11,11,2,5/14/14 13:05,0.1153
12,12,1,5/14/14 13:11,0.09860001
12,12,2,5/14/14 13:12,0.0754
1,1,1,5/30/14 11:34,0.2989
1,1,2,5/30/14 11:34,0.3185
2,2,1,5/30/14 11:33,0.3629
2,2,2,5/30/14 11:33,0.3152
3,3,1,5/30/14 11:36,0.303
3,3,2,5/30/14 11:36,0.3529
4,4,1,5/30/14 11:32,0.4162
4,4,2,5/30/14 11:32,0.3968
5,5,1,5/30/14 11:30,0.1786
5,5,2,5/30/14 11:31,0.2674
6,6,1,5/30/14 11:28,0.1543
6,6,2,5/30/14 11:28,0.1028
7,7,1,5/30/14 11:26,0.08629999
7,7,2,5/30/14 11:27,0.0938
8,8,1,5/30/14 11:29,0.0974
8,8,2,5/30/14 11:29,0.09920001
9,9,1,5/30/14 11:25,0.1142
9,9,2,5/30/14 11:25,0.1785
10,10,1,5/30/14 11:23,0.1206
10,10,2,5/30/14 11:23,0.1406
11,11,1,5/30/14 11:24,0.0759
11,11,2,5/30/14 11:24,0.1046
12,12,1,5/30/14 11:22,0.0985
12,12,2,5/30/14 11:22,0.1032
1,1,1,6/11/14 8:03,0.29
1,1,2,6/11/14 8:03,0.3079
2,2,1,6/11/14 8:04,0.3165
2,2,2,6/11/14 8:05,0.2871
3,3,1,6/11/14 8:00,0.269
3,3,2,6/11/14 8:01,0.303
4,4,1,6/11/14 8:28,0.3838
4,4,2,6/11/14 8:28,0.3987
5,5,1,6/11/14 8:07,0.1024
5,5,2,6/11/14 8:07,0.162
6,6,1,6/11/14 8:12,0.1093
6,6,2,6/11/14 8:13,0.0471
7,7,1,6/11/14 8:11,0.0382
7,7,2,6/11/14 8:11,0.0469
8,8,1,6/11/14 8:13,0.061
8,8,2,6/11/14 8:14,0.0552
9,9,1,6/11/14 8:15,0.0491
9,9,2,6/11/14 8:15,0.0406
10,10,1,6/11/14 8:19,0.08820001
10,10,2,6/11/14 8:20,0.06179999
11,11,1,6/11/14 8:21,0.0199
11,11,2,6/11/14 8:21,0.056
12,12,1,6/11/14 8:18,0.0567
12,12,2,6/11/14 8:18,0.041
1,1,1,6/26/14 16:17,0.185
1,1,2,6/26/14 16:17,0.179
2,2,1,6/26/14 16:18,0.172
2,2,2,6/26/14 16:18,0.226
3,3,1,6/26/14 16:36,0.196
3,3,2,6/26/14 16:36,0.16
4,4,1,6/26/14 16:19,0.326
4,4,2,6/26/14 16:19,0.289
5,5,1,6/26/14 16:20,0.073
5,5,2,6/26/14 16:20,0.119
6,6,1,6/26/14 16:24,0.055
6,6,2,6/26/14 16:24,0.061
7,7,1,6/26/14 16:27,0.032
7,7,2,6/26/14 16:27,0.034
8,8,1,6/26/14 16:22,0.076
8,8,2,6/26/14 16:22,0.061
9,9,1,6/26/14 16:29,0.062
9,9,2,6/26/14 16:29,0.032
10,10,1,6/26/14 16:32,0.048
10,10,2,6/26/14 16:32,0.059
11,11,1,6/26/14 16:33,0.035
11,11,2,6/26/14 16:33,0.044
12,12,1,6/26/14 16:30,0.034
12,12,2,6/26/14 16:30,0.048
1,1,1,7/10/14 16:01,0.1059
1,1,2,7/10/14 16:01,0.08669999
2,2,1,7/10/14 15:57,0.1234
2,2,2,7/10/14 15:57,0.1432
3,3,1,7/10/14 15:55,0.09820001
3,3,2,7/10/14 15:56,0.0928
4,4,1,7/10/14 15:58,0.1073
4,4,2,7/10/14 15:58,0.1213
5,5,1,7/10/14 15:54,0.0841
5,5,2,7/10/14 15:54,0.0533
6,6,1,7/10/14 15:51,0.0861
6,6,2,7/10/14 15:51,0.0509
7,7,1,7/10/14 15:49,0.0245
7,7,2,7/10/14 15:50,0.0546
8,8,1,7/10/14 15:52,0.0175
8,8,2,7/10/14 15:53,0.0373
9,9,1,7/10/14 15:47,0.0569
9,9,2,7/10/14 15:48,0.0288
10,10,1,7/10/14 15:44,0.0519
10,10,2,7/10/14 15:45,0.07860001
11,11,1,7/10/14 15:45,0.0315
11,11,2,7/10/14 15:46,0.0431
12,12,1,7/10/14 15:43,0.088
12,12,2,7/10/14 15:43,0.0402
1,1,1,7/24/14 8:40,0.2646
1,1,2,7/24/14 8:40,0.2511
2,2,1,7/24/14 8:35,0.2375
2,2,2,7/24/14 8:35,0.1941
3,3,1,7/24/14 8:34,0.201
3,3,2,7/24/14 8:34,0.1671
4,4,1,7/24/14 8:36,0.3305
4,4,2,7/24/14 8:36,0.3285
5,5,1,7/24/14 8:32,0.1569
5,5,2,7/24/14 8:32,0.1088
6,6,1,7/24/14 8:17,0.1361
6,6,2,7/24/14 8:18,0.2032
7,7,1,7/24/14 8:16,0.1001
7,7,2,7/24/14 8:16,0.069
8,8,1,7/24/14 8:19,0.08469999
8,8,2,7/24/14 8:20,0.0963
9,9,1,7/24/14 8:14,0.1333
9,9,2,7/24/14 8:14,0.0977
10,10,1,7/24/14 8:11,0.106
10,10,2,7/24/14 8:11,0.1622
11,11,1,7/24/14 8:12,0.0757
11,11,2,7/24/14 8:12,0.1401
12,12,1,7/24/14 8:08,0.1345
12,12,2,7/24/14 8:09,0.1323
1,1,1,8/8/14 0:00,0.291
1,1,2,8/8/14 0:00,0.259
2,2,1,8/8/14 0:00,0.221
2,2,2,8/8/14 0:00,0.219
3,3,1,8/8/14 0:00,0.214
3,3,2,8/8/14 0:00,0.158
4,4,1,8/8/14 0:00,0.338
4,4,2,8/8/14 0:00,0.344
5,5,1,8/8/14 0:00,0.177
5,5,2,8/8/14 0:00,0.127
6,6,1,8/8/14 0:00,0.151
6,6,2,8/8/14 0:00,0.086
7,7,1,8/8/14 0:00,0.09
7,7,2,8/8/14 0:00,0.062
8,8,1,8/8/14 0:00,0.091
8,8,2,8/8/14 0:00,0.101
9,9,1,8/8/14 0:00,0.041
9,9,2,8/8/14 0:00,0.087
10,10,1,8/8/14 0:00,0.147
10,10,2,8/8/14 0:00,0.114
11,11,1,8/8/14 0:00,0.079
11,11,2,8/8/14 0:00,0.097
12,12,1,8/8/14 0:00,0.085
12,12,2,8/8/14 0:00,0.084
1,1,1,8/21/14 12:00,0.2767
1,1,2,8/21/14 12:00,0.2282
2,2,1,8/21/14 11:57,0.2991
2,2,2,8/21/14 11:57,0.308
3,3,1,8/21/14 12:01,0.3494
3,3,2,8/21/14 12:01,0.292
4,4,1,8/21/14 11:58,0.3486
4,4,2,8/21/14 11:58,0.2975
5,5,1,8/21/14 11:55,0.1312
5,5,2,8/21/14 11:55,0.1657
6,6,1,8/21/14 11:52,0.0897
6,6,2,8/21/14 11:53,0.1108
7,7,1,8/21/14 11:54,0.0673
7,7,2,8/21/14 11:54,0.0492
8,8,1,8/21/14 11:51,0.1237
8,8,2,8/21/14 11:51,0.084
9,9,1,8/21/14 11:49,0.0935
9,9,2,8/21/14 11:50,0.0893
10,10,1,8/21/14 11:45,0.0561
10,10,2,8/21/14 11:45,0.113
11,11,1,8/21/14 11:46,0.1366
11,11,2,8/21/14 11:46,0.1234
12,12,1,8/21/14 11:44,0.046
12,12,2,8/21/14 11:44,0.0696
1,1,1,9/4/14 9:25,0.153
1,1,2,9/4/14 9:25,0.105
2,2,1,9/4/14 9:23,0.1388
2,2,2,9/4/14 9:24,0.1196
3,3,1,9/4/14 9:26,0.1234
3,3,2,9/4/14 9:26,0.1633
4,4,1,9/4/14 9:22,0.1502
4,4,2,9/4/14 9:22,0.0508
5,5,1,9/4/14 9:21,0.478
5,5,2,9/4/14 9:21,0.0666
6,6,1,9/4/14 9:18,0.041
6,6,2,9/4/14 9:18,0.0569
7,7,1,9/4/14 9:17,0.0217
7,7,2,9/4/14 9:17,0.0112
8,8,1,9/4/14 9:20,0.024
8,8,2,9/4/14 9:20,0.0309
9,9,1,9/4/14 9:15,0.0434
9,9,2,9/4/14 9:16,0.0212
10,10,1,9/4/14 9:10,0.0347
10,10,2,9/4/14 9:10,0.05
11,11,1,9/4/14 9:12,0.0225
11,11,2,9/4/14 9:12,0.0231
12,12,1,9/4/14 9:09,0.0288
12,12,2,9/4/14 9:09,0.018
1,1,1,9/24/14 13:56,0.2498
1,1,2,9/24/14 13:56,0.2216
2,2,1,9/24/14 13:56,0.2043
2,2,2,9/24/14 13:57,0.2188
3,3,1,9/24/14 13:55,0.1477
3,3,2,9/24/14 13:55,0.1484
4,4,1,9/24/14 13:54,0.2065
4,4,2,9/24/14 13:55,0.2028
5,5,1,9/24/14 13:53,0.0684
5,5,2,9/24/14 13:53,0.1394
6,6,1,9/24/14 13:51,0.1097
6,6,2,9/24/14 13:52,0.2631
7,7,1,9/24/14 13:51,0.0454
7,7,2,9/24/14 13:51,0.0716
8,8,1,9/24/14 13:52,0.0974
8,8,2,9/24/14 13:53,0.1544
9,9,1,9/24/14 13:49,0.1025
9,9,2,9/24/14 13:50,0.04559999
10,10,1,9/24/14 13:47,0.047
10,10,2,9/24/14 13:47,0.2662
11,11,1,9/24/14 13:48,0.0964
11,11,2,9/24/14 13:48,0.0608
12,12,1,9/24/14 13:46,0.1051
12,12,2,9/24/14 13:47,0.121
1,1,1,10/6/14 12:50,0.1735
1,1,2,10/6/14 12:50,0.1827
2,2,1,10/6/14 12:51,0.1541
2,2,2,10/6/14 12:51,0.182
3,3,1,10/6/14 12:48,0.1229
3,3,2,10/6/14 12:48,0.1234
4,4,1,10/6/14 12:46,0.1747
4,4,2,10/6/14 12:46,0.2066
5,5,1,10/6/14 12:44,0.0353
5,5,2,10/6/14 12:44,0.064
6,6,1,10/6/14 12:41,0.0528
6,6,2,10/6/14 12:41,0.0519
7,7,1,10/6/14 12:40,0.036
7,7,2,10/6/14 12:40,0.0245
8,8,1,10/6/14 12:42,0.0495
8,8,2,10/6/14 12:42,0.053
9,9,1,10/6/14 12:38,0.0544
9,9,2,10/6/14 12:39,0.0526
10,10,1,10/6/14 12:34,0.0615
10,10,2,10/6/14 12:34,0.0622
11,11,1,10/6/14 12:36,0.052
11,11,2,10/6/14 12:36,0.0548
12,12,1,10/6/14 12:32,0.08599999
12,12,2,10/6/14 12:32,0.0363
1,1,1,10/23/14 12:52,0.1862
1,1,2,10/23/14 12:52,0.1985
2,2,1,10/23/14 12:54,0.1343
2,2,2,10/23/14 12:54,0.1562
3,3,1,10/23/14 12:51,0.1542
3,3,2,10/23/14 12:51,0.1416
4,4,1,10/23/14 12:49,0.2689
4,4,2,10/23/14 12:50,0.2547
5,5,1,10/23/14 12:48,0.0497
5,5,2,10/23/14 12:48,0.051
6,6,1,10/23/14 12:44,0.0517
6,6,2,10/23/14 12:44,0.0479
7,7,1,10/23/14 12:43,0.0282
7,7,2,10/23/14 12:43,0.0228
8,8,1,10/23/14 12:45,0.0512
8,8,2,10/23/14 12:45,0.0486
9,9,1,10/23/14 12:41,0.0748
9,9,2,10/23/14 12:41,0.041
10,10,1,10/23/14 12:37,0.0751
10,10,2,10/23/14 12:37,0.0947
11,11,1,10/23/14 12:39,0.0431
11,11,2,10/23/14 12:39,0.0335
12,12,1,10/23/14 12:35,0.0542
12,12,2,10/23/14 12:35,0.052
1,1,1,11/5/14 9:41,0.3146
1,1,2,11/5/14 9:41,0.2711
2,2,1,11/5/14 9:43,0.1662
2,2,2,11/5/14 9:43,0.1685
3,3,1,11/5/14 9:39,0.1692
3,3,2,11/5/14 9:39,0.1303
4,4,1,11/5/14 9:37,0.2866
4,4,2,11/5/14 9:38,0.3097
5,5,1,11/5/14 9:34,0.0556
5,5,2,11/5/14 9:34,0.0704
6,6,1,11/5/14 9:30,0.0885
6,6,2,11/5/14 9:30,0.051
7,7,1,11/5/14 9:28,0.0506
7,7,2,11/5/14 9:28,0.0393
8,8,1,11/5/14 9:32,0.0568
8,8,2,11/5/14 9:32,0.0563
9,9,1,11/5/14 9:26,0.0545
9,9,2,11/5/14 9:26,0.0648
10,10,1,11/5/14 9:21,0.069
10,10,2,11/5/14 9:21,0.0701
11,11,1,11/5/14 9:23,0.0713
11,11,2,11/5/14 9:23,0.0286
12,12,1,11/5/14 9:19,0.0461
12,12,2,11/5/14 9:19,0.0777
1,1,1,11/19/14 15:47,0.32
1,1,2,11/19/14 15:47,0.304
2,2,1,11/19/14 15:44,0.209
2,2,2,11/19/14 15:44,0.22
3,3,1,11/19/2014  3:249:23 PM,0.198
3,3,2,11/19/14 15:49,0.257
4,4,1,11/19/14 15:42,0.312
4,4,2,11/19/14 15:42,0.288
5,5,1,11/19/14 15:39,0.099
5,5,2,11/19/14 15:39,0.126
6,6,1,11/19/14 15:37,0.08
6,6,2,11/19/14 15:37,0.093
7,7,1,11/19/14 15:35,0.047
7,7,2,11/19/14 15:35,0.11
8,8,1,11/19/14 15:38,0.101
8,8,2,11/19/14 15:38,0.125
9,9,1,11/19/14 15:33,0.079
9,9,2,11/19/14 15:33,0.071
10,10,1,11/19/14 15:29,0.118
10,10,2,11/19/14 15:29,0.113
11,11,1,11/19/14 15:31,0.111
11,11,2,11/19/14 15:31,0.089
12,12,1,11/19/14 15:27,0.159
12,12,2,11/19/14 15:27,0.11
1,1,1,12/1/14 10:35,0.346
1,1,2,12/1/14 10:35,0.352
2,2,1,12/1/14 10:03,0.397
2,2,2,12/1/14 10:03,0.4
3,3,1,12/1/14 10:02,0.464
3,3,2,12/1/14 10:02,0.419
4,4,1,12/1/14 10:04,0.406
4,4,2,12/1/14 10:04,0.406
5,5,1,12/1/14 10:06,0.194
5,5,2,12/1/14 10:06,0.233
6,6,1,12/1/14 10:13,0.155
6,6,2,12/1/14 10:13,0.149
7,7,1,12/1/14 10:15,0.175
7,7,2,12/1/14 10:15,0.124
8,8,1,12/1/14 10:08,0.166
8,8,2,12/1/14 10:08,0.156
9,9,1,12/1/14 10:16,0.176
9,9,2,12/1/14 10:16,0.124
10,10,1,12/1/14 10:19,0.125
10,10,2,12/1/14 10:19,0.154
11,11,1,12/1/14 10:20,0.152
11,11,2,12/1/14 10:20,0.152
12,12,1,12/1/14 10:17,0.156
12,12,2,12/1/14 10:17,0.166
1,1,1,12/18/14 14:40,0.3303
1,1,2,12/18/14 14:41,0.3049
2,2,1,12/18/14 14:39,0.3415
2,2,2,12/18/14 14:40,0.3874
3,3,1,12/18/14 14:41,0.4649
3,3,2,12/18/14 14:42,0.4353
4,4,1,12/18/14 14:38,0.391
4,4,2,12/18/14 14:39,0.3806
5,5,1,12/18/14 14:43,0.198
5,5,2,12/18/14 14:43,0.259
6,6,1,12/18/14 14:44,0.1972
6,6,2,12/18/14 14:44,0.1741
7,7,1,12/18/14 14:48,0.18
7,7,2,12/18/14 14:48,0.1637
8,8,1,12/18/14 14:45,0.165
8,8,2,12/18/14 14:45,0.1878
9,9,1,12/18/14 14:49,0.1496
9,9,2,12/18/14 14:50,0.2037
10,10,1,12/18/14 14:52,0.1298
10,10,2,12/18/14 14:52,0.1599
11,11,1,12/18/14 14:53,0.1721
11,11,2,12/18/14 14:53,0.2109
12,12,1,12/18/14 14:51,0.1147
12,12,2,12/18/14 14:51,0.1201
1,1,1,1/2/15 14:49,0.3415
1,1,2,1/2/15 14:49,0.3775
2,2,1,1/2/15 14:38,0.4458
2,2,2,1/2/15 14:39,0.4702
3,3,1,1/2/15 14:34,0.4808
3,3,2,1/2/15 14:34,0.5197
4,4,1,1/2/15 14:44,0.403
4,4,2,1/2/15 14:44,0.4137
5,5,1,1/2/15 14:53,0.1901
5,5,2,1/2/15 14:54,0.2912
6,6,1,1/2/15 15:02,0.141
6,6,2,1/2/15 15:03,0.1722
7,7,1,1/2/15 15:07,0.1829
7,7,2,1/2/15 15:07,0.1686
8,8,1,1/2/15 14:58,0.2116
8,8,2,1/2/15 14:58,0.2282
9,9,1,1/2/15 15:13,0.1411
9,9,2,1/2/15 15:13,0.1972
10,10,1,1/2/15 15:20,0.1278
10,10,2,1/2/15 15:21,0.1713
11,11,1,1/2/15 15:24,0.1778
11,11,2,1/2/15 15:24,0.2015
12,12,1,1/2/15 15:17,0.1465
12,12,2,1/2/15 15:17,0.125
1,1,1,1/15/15 12:24,0.3915
1,1,2,1/15/15 12:25,0.3743
2,2,1,1/15/15 12:25,0.4618
2,2,2,1/15/15 12:26,0.5009
3,3,1,1/15/15 12:23,0.5148
3,3,2,1/15/15 12:23,0.501
4,4,1,1/15/15 12:26,0.3971
4,4,2,1/15/15 12:26,0.4361
5,5,1,1/15/15 12:27,0.2884
5,5,2,1/15/15 12:28,0.226
6,6,1,1/15/15 12:29,0.2482
6,6,2,1/15/15 12:29,0.2217
7,7,1,1/15/15 12:31,0.1858
7,7,2,1/15/15 12:32,0.2059
8,8,1,1/15/15 12:30,0.1886
8,8,2,1/15/15 12:30,0.1621
9,9,1,1/15/15 12:33,0.1693
9,9,2,1/15/15 12:35,0.1416
10,10,1,1/15/15 12:36,0.1643
10,10,2,1/15/15 12:37,0.1778
11,11,1,1/15/15 12:37,0.1908
11,11,2,1/15/15 12:37,0.1908
12,12,1,1/15/15 12:35,0.1585
12,12,2,1/15/15 12:36,0.1473
1,1,1,1/30/2015  15:22:16 PM,0.374
1,1,2,1/30/2015  15:22:16 PM,0.343
2,2,1,1/30/2015  15:21:16 PM,0.456
2,2,2,1/30/2015  15:21:16 PM,0.496
3,3,1,1/30/2015  15:20:16 PM,0.501
3,3,2,1/30/2015  15:20:16 PM,0.471
4,4,1,NA,NA
4,4,2,NA,NA
5,5,1,1/30/2015  15:27:16 PM,0.246
5,5,2,1/30/2015  15:27:16 PM,0.241
6,6,1,1/30/2015  15:28:16 PM,0.224
6,6,2,1/30/2015  15:28:16 PM,0.148
7,7,1,1/30/2015  15:31:16 PM,0.164
7,7,2,1/30/2015  15:31:16 PM,0.161
8,8,1,1/30/2015  15:29:16 PM,0.156
8,8,2,1/30/2015  15:29:16 PM,0.237
9,9,1,1/30/2015  15:33:16 PM,0.105
9,9,2,1/30/2015  15:33:16 PM,0.161
10,10,1,1/30/2015  15:35:16 PM,0.127
10,10,2,1/30/2015  15:35:16 PM,0.122
11,11,1,1/30/2015  15:36:16 PM,0.118
11,11,2,1/30/2015  15:36:16 PM,0.166
12,12,1,1/30/2015  15:34:16 PM,0.164
12,12,2,1/30/2015  15:34:16 PM,0.135
1,1,1,2/12/15 12:05,0.396
1,1,2,2/12/15 12:05,0.397
2,2,1,2/12/15 12:04,0.477
2,2,2,2/12/15 12:04,0.471
3,3,1,2/12/15 12:03,0.417
3,3,2,2/12/15 12:03,0.458
4,4,1,2/12/15 12:06,0.419
4,4,2,2/12/15 12:06,0.432
5,5,1,2/12/15 12:07,0.2
5,5,2,2/12/15 12:07,0.234
6,6,1,2/12/15 12:08,0.22
6,6,2,2/12/15 12:08,0.139
7,7,1,2/12/15 12:10,0.103
7,7,2,2/12/15 12:10,0.128
8,8,1,2/12/15 12:09,0.201
8,8,2,2/12/15 12:09,0.152
9,9,1,2/12/15 12:11,0.127
9,9,2,2/12/15 12:11,0.144
10,10,1,2/12/15 12:14,0.196
10,10,2,2/12/15 12:14,0.244
11,11,1,2/12/15 12:14,0.139
11,11,2,2/12/15 12:14,0.17
12,12,1,2/12/15 12:13,0.189
12,12,2,2/12/15 12:13,0.232
1,1,1,3/6/15 11:53,0.4172
1,1,2,3/6/15 11:53,0.4316
2,2,1,3/6/15 11:54,0.5011
2,2,2,3/6/15 11:54,0.4914
3,3,1,3/6/15 11:52,0.4828
3,3,2,3/6/15 11:52,0.4435
4,4,1,3/6/15 11:55,0.4612
4,4,2,3/6/15 11:55,0.4456
5,5,1,3/6/15 11:56,0.2956
5,5,2,3/6/15 11:56,0.3096
6,6,1,3/6/15 11:57,0.2467
6,6,2,3/6/15 11:57,0.2602
7,7,1,3/6/15 12:00,0.1514
7,7,2,3/6/15 12:00,0.1534
8,8,1,3/6/15 11:58,0.1754
8,8,2,3/6/15 11:58,0.1591
9,9,1,3/6/15 12:01,0.1833
9,9,2,3/6/15 12:01,0.2368
10,10,1,3/6/15 12:03,0.1804
10,10,2,3/6/15 12:03,0.2239
11,11,1,3/6/15 12:03,0.1882
11,11,2,3/6/15 12:04,0.1832
12,12,1,3/6/15 12:02,0.1746
12,12,2,3/6/15 12:02,0.2075
1,1,1,3/22/15 16:04,0.3899
1,1,2,3/22/15 16:05,0.3916
2,2,1,3/22/15 16:05,0.5027
2,2,2,3/22/15 16:06,0.4443
3,3,1,3/22/15 16:03,0.4645
3,3,2,3/22/15 16:03,0.4633
4,4,1,3/22/15 16:06,0.4451
4,4,2,3/22/15 16:06,0.4399
5,5,1,3/22/15 16:07,0.2268
5,5,2,3/22/15 16:08,0.2928
6,6,1,3/22/15 16:08,0.2496
6,6,2,3/22/15 16:09,0.1938
7,7,1,3/22/15 16:10,0.1472
7,7,2,3/22/15 16:11,0.1754
8,8,1,3/22/15 16:09,0.1626
8,8,2,3/22/15 16:09,0.1981
9,9,1,3/22/15 16:11,0.1676
9,9,2,3/22/15 16:11,0.1995
10,10,1,3/22/15 16:13,0.1853
10,10,2,3/22/15 16:13,0.2475
11,11,1,3/22/15 16:14,0.1209
11,11,2,3/22/15 16:14,0.2254
12,12,1,3/22/15 16:12,0.196
12,12,2,3/22/15 16:13,0.2332
1,1,1,4/2/15 12:28,0.3751
1,1,2,4/2/15 12:28,0.4006
2,2,1,4/2/15 12:29,0.4785
2,2,2,4/2/15 12:30,0.4623
3,3,1,4/2/15 12:27,0.4765
3,3,2,4/2/15 12:27,0.5028999
4,4,1,4/2/15 12:30,0.4077
4,4,2,4/2/15 12:31,0.4203
5,5,1,4/2/15 12:32,0.2778
5,5,2,4/2/15 12:32,0.2623
6,6,1,4/2/15 12:33,0.284
6,6,2,4/2/15 12:33,0.2854
7,7,1,4/2/15 12:36,0.1244
7,7,2,4/2/15 12:36,0.1451
8,8,1,4/2/15 12:34,0.2211
8,8,2,4/2/15 12:34,0.2154
9,9,1,4/2/15 12:37,0.103
9,9,2,4/2/15 12:37,0.1588
10,10,1,4/2/15 12:40,0.1576
10,10,2,4/2/15 12:40,0.1717
11,11,1,4/2/15 12:40,0.1444
11,11,2,4/2/15 12:41,0.2749
12,12,1,4/2/15 12:38,0.1661
12,12,2,4/2/15 12:39,0.1631
1,1,1,4/15/15 11:10,0.39
1,1,2,4/15/15 11:10,0.3933
2,2,1,4/15/15 11:11,0.4776
2,2,2,4/15/15 11:12,0.5206
3,3,1,4/15/15 11:09,0.5113
3,3,2,4/15/15 11:09,0.4935
4,4,1,4/15/15 11:12,0.4404
4,4,2,4/15/15 11:13,0.3976
5,5,1,4/15/15 11:14,0.2297
5,5,2,4/15/15 11:14,0.3218
6,6,1,4/15/15 11:15,0.2854
6,6,2,4/15/15 11:15,0.2261
7,7,1,4/15/15 11:18,0.1796
7,7,2,4/15/15 11:18,0.2053
8,8,1,4/15/15 11:16,0.1738
8,8,2,4/15/15 11:16,0.1975
9,9,1,4/15/15 11:19,0.1224
9,9,2,4/15/15 11:19,0.2067
10,10,1,4/15/15 11:21,0.1938
10,10,2,4/15/15 11:22,0.161
11,11,1,4/15/15 11:22,0.1596
11,11,2,4/15/15 11:22,0.1967
12,12,1,4/15/15 11:20,0.2031
12,12,2,4/15/15 11:20,0.2189
1,1,1,5/1/15 12:46,0.38
