"netID","wisID","probeID","daysSince1Jan2000","Temperature","time_stamp"
416,156,"1",2922.021319,NA,2008-01-01 00:30:41
416,156,"2",2922.021319,NA,2008-01-01 00:30:41
8112,152,"1",2926.229167,5.9599,2008-01-05 05:30:00
8112,152,"2",2926.229167,-4.2114,2008-01-05 05:30:00
416,151,"1",2926.229167,5.7725,2008-01-05 05:30:00
416,151,"2",2926.229167,-3.8281,2008-01-05 05:30:00
8112,151,"1",2926.229167,5.7725,2008-01-05 05:30:00
8112,151,"2",2926.229167,-3.8281,2008-01-05 05:30:00
8112,152,"3",2926.229213,-3.19,2008-01-05 05:30:04
8112,152,"1",2926.25,5.7688,2008-01-05 06:00:00
8112,152,"2",2926.25,-3.7042,2008-01-05 06:00:00
416,151,"1",2926.25,5.7082,2008-01-05 06:00:00
416,151,"2",2926.25,-3.7662,2008-01-05 06:00:00
8112,151,"1",2926.25,5.7082,2008-01-05 06:00:00
8112,151,"2",2926.25,-3.7662,2008-01-05 06:00:00
8112,152,"3",2926.250046,-3.1938,2008-01-05 06:00:03
8112,152,"1",2926.270833,5.7091,2008-01-05 06:29:59
8112,152,"2",2926.270833,-4.0207,2008-01-05 06:29:59
8112,151,"1",2926.270833,5.7119,2008-01-05 06:29:59
8112,151,"2",2926.270833,-3.7623,2008-01-05 06:29:59
416,151,"1",2926.270833,5.7119,2008-01-05 06:29:59
416,151,"2",2926.270833,-3.7623,2008-01-05 06:29:59
8112,152,"3",2926.27088,-3.4461,2008-01-05 06:30:04
8112,152,"1",2926.291667,5.585,2008-01-05 07:00:00
8112,152,"2",2926.291667,-4.0197,2008-01-05 07:00:00
416,151,"1",2926.291667,5.5869,2008-01-05 07:00:00
416,151,"2",2926.291667,-3.6985,2008-01-05 07:00:00
8112,151,"1",2926.291667,5.5869,2008-01-05 07:00:00
8112,151,"2",2926.291667,-3.6985,2008-01-05 07:00:00
8112,152,"3",2926.291713,-3.6366,2008-01-05 07:00:04
8112,152,"1",2926.3125,5.7158,2008-01-05 07:30:00
8112,152,"2",2926.3125,-4.5892,2008-01-05 07:30:00
416,151,"1",2926.3125,5.5947,2008-01-05 07:30:00
416,151,"2",2926.3125,-4.5851,2008-01-05 07:30:00
8112,151,"1",2926.3125,5.5947,2008-01-05 07:30:00
8112,151,"2",2926.3125,-4.5851,2008-01-05 07:30:00
8112,152,"3",2926.312546,-4.1416,2008-01-05 07:30:03
8112,152,"1",2926.333333,5.5898,2008-01-05 07:59:59
8112,152,"2",2926.333333,-4.3983,2008-01-05 07:59:59
8112,151,"1",2926.333333,5.5917,2008-01-05 07:59:59
8112,151,"2",2926.333333,-4.0129,2008-01-05 07:59:59
416,151,"1",2926.333333,5.5917,2008-01-05 07:59:59
416,151,"2",2926.333333,-4.0129,2008-01-05 07:59:59
8112,152,"3",2926.33338,-3.3137,2008-01-05 08:00:04
8112,152,"1",2926.354167,5.6542,2008-01-05 08:30:00
8112,152,"2",2926.354167,-4.5242,2008-01-05 08:30:00
416,151,"1",2926.354167,5.6572,2008-01-05 08:30:00
416,151,"2",2926.354167,-4.5212,2008-01-05 08:30:00
8112,151,"1",2926.354167,5.6572,2008-01-05 08:30:00
8112,151,"2",2926.354167,-4.5212,2008-01-05 08:30:00
8112,152,"3",2926.354213,-3.949,2008-01-05 08:30:04
8112,152,"1",2926.375,5.6513,2008-01-05 09:00:00
