"netID","wisID","probeID","daysSince1Jan2000","Temperature","time_stamp"
7784,157,1,2216.566,11.4075,2006-01-25 13:35:02
7784,157,2,2216.566,7.6896,2006-01-25 13:35:02
7784,141,1,2216.628,13.0837,2006-01-25 15:04:19
7784,141,2,2216.628,12.0372,2006-01-25 15:04:19
7784,141,3,2216.628,12.7761,2006-01-25 15:04:19
7784,156,1,2216.628,13.2066,2006-01-25 15:04:19
7784,156,2,2216.628,NA,2006-01-25 15:04:19
7784,141,1,2216.649,12.3452,2006-01-25 15:34:33
7784,141,2,2216.649,13.391,2006-01-25 15:34:33
7784,141,3,2216.649,12.7146,2006-01-25 15:34:33
7784,152,1,2216.649,13.0303,2006-01-25 15:34:33
7784,152,2,2216.649,NA,2006-01-25 15:34:33
7784,152,3,2216.649,12.5381,2006-01-25 15:34:33
7784,156,1,2216.649,NA,2006-01-25 15:34:33
7784,156,2,2216.649,NA,2006-01-25 15:34:33
7784,141,1,2216.67,12.653,2006-01-25 16:04:48
7784,141,2,2216.67,14.1891,2006-01-25 16:04:48
7784,141,3,2216.67,13.391,2006-01-25 16:04:48
7784,152,1,2216.67,13.2147,2006-01-25 16:04:48
7784,152,2,2216.67,NA,2006-01-25 16:04:48
7784,152,3,2216.67,NA,2006-01-25 16:04:48
7784,141,1,2216.691,12.5915,2006-01-25 16:35:02
7784,141,2,2216.691,15.047,2006-01-25 16:35:02
7784,141,3,2216.691,12.3452,2006-01-25 16:35:02
7784,141,1,2216.733,12.5915,2006-01-25 17:35:31
7784,141,2,2216.733,16.8801,2006-01-25 17:35:31
7784,141,3,2216.733,12.5915,2006-01-25 17:35:31
7784,152,1,2216.733,13.2147,2006-01-25 17:35:31
7784,152,2,2216.733,NA,2006-01-25 17:35:31
7784,152,3,2216.733,NA,2006-01-25 17:35:31
7784,141,1,2216.753,12.0988,2006-01-25 18:04:19
7784,141,2,2216.753,17.6722,2006-01-25 18:04:19
7784,141,3,2216.754,12.5915,2006-01-25 18:05:45
7784,141,3,2216.774,13.0222,2006-01-25 18:34:33
7784,141,1,2216.795,12.4068,2006-01-25 19:04:48
7784,141,2,2216.795,18.6452,2006-01-25 19:04:48
7784,141,3,2216.795,12.8992,2006-01-25 19:04:48
7784,141,1,2216.816,12.5915,2006-01-25 19:35:02
7784,141,2,2216.816,18.7667,2006-01-25 19:35:02
7784,141,3,2216.816,12.8376,2006-01-25 19:35:02
7784,141,1,2216.837,12.653,2006-01-25 20:05:16
7784,141,2,2216.837,18.7667,2006-01-25 20:05:16
7784,141,3,2216.837,12.9607,2006-01-25 20:05:16
7784,141,1,2216.858,12.8992,2006-01-25 20:35:31
7784,141,2,2216.858,18.8881,2006-01-25 20:35:31
7784,141,3,2216.858,13.2681,2006-01-25 20:35:31
7784,141,1,2216.878,12.7146,2006-01-25 21:04:19
7784,141,2,2216.878,19.2523,2006-01-25 21:04:19
7784,152,1,2216.878,13.3991,2006-01-25 21:04:19
7784,152,2,2216.878,NA,2006-01-25 21:04:19
7784,141,3,2216.879,13.1451,2006-01-25 21:05:45
7784,152,3,2216.879,NA,2006-01-25 21:05:45
7784,141,1,2216.899,13.0222,2006-01-25 21:34:33
7784,141,2,2216.899,19.9798,2006-01-25 21:34:33
7784,141,3,2216.899,13.6981,2006-01-25 21:34:33
7784,152,1,2216.941,13.4605,2006-01-25 22:35:02
7784,152,2,2216.941,NA,2006-01-25 22:35:02
7784,152,3,2216.941,NA,2006-01-25 22:35:02
7784,141,1,2216.962,12.9607,2006-01-25 23:05:16
7784,141,2,2216.962,19.7374,2006-01-25 23:05:16
7784,141,3,2216.962,13.0837,2006-01-25 23:05:16
7784,152,1,2216.962,13.5834,2006-01-25 23:05:16
7784,152,2,2216.962,NA,2006-01-25 23:05:16
7784,152,3,2216.962,NA,2006-01-25 23:05:16
7784,152,1,2216.983,13.3376,2006-01-25 23:35:31
7784,152,2,2216.983,NA,2006-01-25 23:35:31
