netID,wisID,probeID,daysSince1Jan2000,Temperature,time_stamp
3485,142,1,4744.687546,7.06,12/27/2012 16:30
3485,142,1,4744.708333,6.31,12/27/2012 16:59
3485,142,1,4744.729167,5.75,12/27/2012 17:30
3485,142,1,4744.750046,5.13,12/27/2012 18:00
3485,142,1,4744.770833,4.81,12/27/2012 18:29
3485,142,1,4744.791667,4.69,12/27/2012 19:00
3485,142,1,4744.812546,4.5,12/27/2012 19:30
3485,142,1,4744.833333,4.06,12/27/2012 19:59
3485,142,1,4744.854167,3.69,12/27/2012 20:30
3485,142,1,4744.875046,3.31,12/27/2012 21:00
3485,142,1,4744.895833,3.06,12/27/2012 21:29
3485,142,1,4744.916667,2.88,12/27/2012 22:00
3485,142,1,4744.937546,2.63,12/27/2012 22:30
3485,142,1,4744.958333,2.63,12/27/2012 22:59
3485,142,1,4744.979167,2.5,12/27/2012 23:30
3485,142,1,4745.000046,2.31,12/28/2012 0:00
3485,142,1,4745.020833,2.19,12/28/2012 0:29
3485,142,1,4745.041667,2.13,12/28/2012 1:00
3485,142,1,4745.062546,2,12/28/2012 1:30
3485,142,1,4745.083333,1.75,12/28/2012 1:59
3485,142,1,4745.104167,1.63,12/28/2012 2:30
3485,142,1,4745.125046,1.56,12/28/2012 3:00
3485,142,1,4745.145833,1.38,12/28/2012 3:29
3485,142,1,4745.166667,1.31,12/28/2012 4:00
3485,142,1,4745.187546,1.19,12/28/2012 4:30
3485,142,1,4745.208333,1.13,12/28/2012 4:59
3485,142,1,4745.229167,1,12/28/2012 5:30
3485,142,1,4745.250046,0.75,12/28/2012 6:00
3485,142,1,4745.270833,0.81,12/28/2012 6:29
3485,142,1,4745.291667,0.75,12/28/2012 7:00
3485,142,1,4745.312546,0.44,12/28/2012 7:30
3485,142,1,4745.333287,0.38,12/28/2012 7:59
3485,142,1,4745.354167,0.75,12/28/2012 8:30
3485,142,1,4745.375046,1.31,12/28/2012 9:00
3485,142,1,4745.395833,3.38,12/28/2012 9:29
3485,142,1,4745.416667,4.06,12/28/2012 10:00
3485,142,1,4745.437546,4.69,12/28/2012 10:30
3485,142,1,4745.458333,5.69,12/28/2012 10:59
3485,142,1,4745.479167,6,12/28/2012 11:30
3485,142,1,4745.500046,6.13,12/28/2012 12:00
3485,142,1,4745.520833,6,12/28/2012 12:29
3485,142,1,4745.541667,6,12/28/2012 13:00
3485,142,1,4745.562546,6.25,12/28/2012 13:30
3485,142,1,4745.583333,6.5,12/28/2012 13:59
3485,142,1,4745.604167,6.5,12/28/2012 14:30
3485,142,1,4745.625046,6.31,12/28/2012 15:00
3485,142,1,4745.645833,6.19,12/28/2012 15:29
3485,142,1,4745.666667,6.13,12/28/2012 16:00
3485,142,1,4745.687546,5.81,12/28/2012 16:30
3485,142,1,4745.708333,4.94,12/28/2012 16:59
3485,142,1,4745.729167,4.31,12/28/2012 17:30
3485,142,1,4745.750046,3.81,12/28/2012 18:00
3485,142,1,4745.770833,3.38,12/28/2012 18:29
3485,142,1,4745.791667,3.31,12/28/2012 19:00
3485,142,1,4745.812546,2.94,12/28/2012 19:30
3485,142,1,4745.833333,3,12/28/2012 19:59
3485,142,1,4745.854167,2.94,12/28/2012 20:30
3485,142,1,4745.875046,3,12/28/2012 21:00
3485,142,1,4745.895833,2.75,12/28/2012 21:29
3485,142,1,4745.916667,2.69,12/28/2012 22:00
3485,142,1,4745.937546,2.75,12/28/2012 22:30
3485,142,1,4745.958333,2.81,12/28/2012 22:59
3485,142,1,4745.979167,3,12/28/2012 23:30
3485,142,1,4745.999907,3.19,12/28/2012 23:59
3485,142,1,4746.020833,3.38,12/29/2012 0:29
3485,142,1,4746.041713,3.5,12/29/2012 1:00
3485,142,1,4746.062546,3.63,12/29/2012 1:30
3485,142,1,4746.104213,3.81,12/29/2012 2:30
3485,142,1,4746.124954,3.94,12/29/2012 2:59
3485,142,1,4746.145833,4,12/29/2012 3:29
3485,142,1,4746.166667,3.88,12/29/2012 4:00
3485,142,1,4746.187593,3.81,12/29/2012 4:30
3485,142,1,4746.208333,3.63,12/29/2012 4:59
3485,142,1,4746.229167,3.69,12/29/2012 5:30
3485,142,1,4746.250046,4.5,12/29/2012 6:00
3485,142,1,4746.270833,4.06,12/29/2012 6:29
3485,142,1,4746.291667,4.06,12/29/2012 7:00
3485,142,1,4746.312454,4.31,12/29/2012 7:29
3485,142,1,4746.333333,4.06,12/29/2012 7:59
3485,142,1,4746.354167,4.25,12/29/2012 8:30
3485,142,1,4746.375046,4.38,12/29/2012 9:00
