SITE,Wisard,Number,Time_Stamp,SoilMoisture
EE,305,4,2/20/09 14:21,0.74
EE,305,5,2/20/09 14:22,0.47
EE,192,1,3/4/09 15:29,0.57
EE,192,2,3/4/09 15:30,0.6
EE,192,3,3/4/09 15:30,0.64
EE,192,4,3/4/09 15:31,0.56
EE,192,5,3/4/09 15:31,0.54
EE,193,1,3/4/09 14:56,0.53
EE,193,2,3/4/09 14:57,0.49
EE,193,3,3/4/09 14:57,0.5
EE,193,4,3/4/09 14:58,0.54
EE,193,5,3/4/09 14:58,0.58
EE,195,1,3/4/09 14:50,0.2
EE,195,2,3/4/09 14:50,0.33
EE,195,3,3/4/09 14:51,0.31
EE,195,4,3/4/09 14:52,0.31
EE,195,5,3/4/09 14:52,0.32
EE,198,1,3/4/09 14:45,0.39273
EE,198,2,3/4/09 14:46,0.2
EE,198,3,3/4/09 14:46,0.32
EE,198,4,3/4/09 14:47,0.28174
EE,198,5,3/4/09 14:48,0.22957
EE,304,1,3/4/09 15:06,0.2
EE,304,2,3/4/09 15:07,0.25
EE,304,3,3/4/09 15:08,0.27
EE,304,4,3/4/09 15:08,0.25
EE,304,5,3/4/09 15:09,0.23
EE,305,1,3/4/09 14:53,0.49
EE,305,2,3/4/09 14:54,0.48
EE,305,3,3/4/09 14:55,0.55
EE,305,4,3/4/09 14:55,0.69
EE,305,5,3/4/09 14:56,0.53
EE,192,1,4/16/09 13:12,0.58
EE,192,2,4/16/09 13:11,0.6
EE,192,3,4/16/09 13:12,0.62
EE,192,4,4/16/09 13:13,0.63
EE,192,5,4/16/09 13:13,0.57
EE,193,1,4/16/09 13:05,0.48
EE,193,2,4/16/09 13:06,0.684
EE,193,3,4/16/09 13:06,0.53
EE,193,4,4/16/09 13:07,0.6
EE,193,5,4/16/09 13:07,0.6
EE,195,1,4/16/09 13:29,0.31
EE,195,2,4/16/09 13:30,0.34667
EE,195,3,4/16/09 13:31,0.25
EE,195,4,4/16/09 13:31,0.3
EE,195,5,4/16/09 13:32,0.38182
EE,198,1,4/16/09 13:17,0.3
EE,198,2,4/16/09 13:18,0.17
EE,198,3,4/16/09 13:18,0.405
EE,198,4,4/16/09 13:19,0.32727
EE,198,5,4/16/09 13:19,0.22909
EE,304,1,4/16/09 13:36,0.22909
EE,304,2,4/16/09 13:36,0.31
EE,304,3,4/16/09 13:37,0.24
EE,304,4,4/16/09 13:37,0.3
EE,304,5,4/16/09 13:38,0.31
EE,305,1,4/16/09 12:59,0.53
EE,305,2,4/16/09 12:59,0.53
EE,305,3,4/16/09 13:00,0.57
EE,305,4,4/16/09 13:00,0.69
EE,305,5,4/16/09 13:01,0.56
EE,192,1,4/30/09 12:48,0.52
EE,192,2,4/30/09 12:47,0.51
EE,192,3,4/30/09 12:48,0.5
EE,192,4,4/30/09 12:49,0.52
EE,192,5,4/30/09 12:49,0.51
EE,193,1,4/30/09 12:11,0.42
EE,193,2,4/30/09 12:11,0.48
EE,193,3,4/30/09 12:11,0.38
EE,193,4,4/30/09 12:12,0.46
EE,193,5,4/30/09 12:12,0.48
EE,195,1,4/30/09 12:21,0.24
EE,195,2,4/30/09 12:22,0.405
EE,195,3,4/30/09 12:22,0.22667
EE,195,4,4/30/09 12:23,0.23
EE,195,5,4/30/09 12:23,0.25091
EE,198,1,4/30/09 12:04,0.16
EE,198,2,4/30/09 12:04,0.15
EE,198,3,4/30/09 12:05,0.23
EE,198,4,4/30/09 12:05,0.29
EE,198,5,4/30/09 12:06,0.16364
EE,304,1,4/30/09 13:31,0.17333
EE,304,2,4/30/09 13:31,0.18
EE,304,3,4/30/09 13:32,0.21
EE,304,4,4/30/09 13:32,0.168
EE,304,5,4/30/09 13:32,0.21
EE,305,1,4/30/09 12:07,0.52
EE,305,2,4/30/09 12:08,0.28
EE,305,3,4/30/09 12:08,0.46
EE,305,4,4/30/09 12:09,0.55
EE,305,5,4/30/09 12:09,0.42
EE,192,1,5/15/09 14:49,0.56
EE,192,2,5/15/09 14:49,0.5
EE,192,3,5/15/09 14:05,0.51
EE,192,4,5/15/09 14:05,0.52
EE,192,5,5/15/09 14:51,0.52
EE,193,1,5/15/09 14:45,0.44
EE,193,2,5/15/09 14:46,0.47
EE,193,3,5/15/09 14:46,0.37
EE,193,4,5/15/09 14:47,0.47
EE,193,5,5/15/09 14:47,0.43
EE,195,1,5/15/09 15:01,0.192
EE,195,2,5/15/09 15:01,0.22667
EE,195,3,5/15/09 15:02,0.21
EE,195,4,5/15/09 15:02,0.21333
EE,195,5,5/15/09 15:03,0.228
EE,304,1,5/15/09 15:09,0.255
EE,304,2,5/15/09 15:10,0.16364
EE,304,3,5/15/09 15:10,0.2
EE,304,4,5/15/09 15:11,0.17333
EE,304,5,5/15/09 15:11,0.23
EE,305,1,5/15/09 15:09,0.43
EE,305,2,5/15/09 15:10,0.37
EE,305,3,5/15/09 15:10,0.46
EE,305,4,5/15/09 15:11,0.47
EE,305,5,5/15/09 15:11,0.44
EE,500,1,5/15/09 15:06,0.2
EE,500,2,5/15/09 15:06,0.168
EE,500,3,5/15/09 15:06,0.156
EE,500,4,5/15/09 15:07,0.144
EE,500,5,5/15/09 15:07,0.16
EE,192,1,6/1/09 15:30,0.54
EE,192,2,6/1/09 15:30,0.5
EE,192,3,6/1/09 15:31,0.54
EE,192,4,6/1/09 15:31,0.49
EE,192,5,6/1/09 15:32,0.54
EE,193,1,6/1/09 15:27,0.4
EE,193,2,6/1/09 15:27,0.44
EE,193,3,6/1/09 15:27,0.36
EE,193,4,6/1/09 15:27,0.39
EE,193,5,6/1/09 15:27,0.41
EE,195,1,6/1/09 15:36,0.144
EE,195,2,6/1/09 15:36,0.17333
EE,195,3,6/1/09 15:36,0.18667
EE,195,4,6/1/09 15:36,0.18667
EE,195,5,6/1/09 15:36,0.15273
EE,304,1,6/1/09 16:06,0.14182
EE,304,2,6/1/09 16:06,0.14182
EE,304,3,6/1/09 16:06,0.168
EE,304,4,6/1/09 16:06,0.16364
EE,304,5,6/1/09 16:06,0.15
EE,305,1,6/1/09 15:22,0.41
EE,305,2,6/1/09 15:22,0.21
EE,305,3,6/1/09 15:22,0.37091
EE,305,4,6/1/09 15:22,0.33
EE,305,5,6/1/09 15:22,0.33
EE,500,1,6/1/09 15:57,0.16
EE,500,2,6/1/09 15:57,0.168
EE,500,3,6/1/09 15:57,0.14
EE,500,4,6/1/09 15:57,0.16
EE,500,5,6/1/09 15:57,0.15273
EE,192,1,6/30/09 12:15,0.43
EE,192,2,6/30/09 12:15,0.34
EE,192,3,6/30/09 12:15,0.42
EE,192,4,6/30/09 12:15,0.42
EE,192,5,6/30/09 12:15,0.44
EE,193,1,6/30/09 12:10,0.2
EE,193,2,6/30/09 12:10,0.26
EE,193,3,6/30/09 12:10,0.18
EE,193,4,6/30/09 12:10,0.31
EE,193,5,6/30/09 12:10,0.29455
EE,195,1,6/30/09 12:21,0.15
EE,195,2,6/30/09 12:21,0.135
EE,195,3,6/30/09 12:21,0.12
EE,195,4,6/30/09 12:21,0.105
EE,195,5,6/30/09 12:21,0.156
EE,304,1,6/30/09 12:29,0.12
EE,304,2,6/30/09 12:29,0.10909
EE,304,3,6/30/09 12:29,0.13
EE,304,4,6/30/09 12:29,0.10667
EE,304,5,6/30/09 12:29,0.15
EE,305,1,6/30/09 12:08,0.32
EE,305,2,6/30/09 12:08,0.13
EE,305,3,6/30/09 12:08,0.27
EE,305,4,6/30/09 12:08,0.15
EE,305,5,6/30/09 12:08,0.19
EE,500,1,6/30/09 12:26,0.132
EE,500,2,6/30/09 12:26,0.17333
EE,500,3,6/30/09 12:26,0.12
EE,500,4,6/30/09 12:26,0.135
EE,500,5,6/30/09 12:26,0.12
EE,304,1,7/9/09 12:00,0.06
EE,304,2,7/9/09 12:00,0.04364
EE,304,3,7/9/09 12:00,0.06
EE,192,1,7/30/09 9:19,0.41
EE,192,2,7/30/09 9:19,0.33
EE,192,3,7/30/09 9:19,0.3
EE,192,4,7/30/09 9:19,0.41
EE,192,5,7/30/09 9:19,0.47
EE,193,1,7/30/09 9:17,0.132
EE,193,2,7/30/09 9:17,0.18
EE,193,3,7/30/09 9:17,0.12
EE,193,4,7/30/09 9:17,0.216
EE,193,5,7/30/09 9:17,0.21
EE,195,1,7/30/09 9:22,0.15
EE,195,2,7/30/09 9:22,0.168
EE,195,3,7/30/09 9:22,0.12
EE,195,4,7/30/09 9:22,0.1
EE,195,5,7/30/09 9:22,0.14182
EE,304,1,7/30/09 9:27,0.12
EE,304,2,7/30/09 9:27,0.1
EE,304,3,7/30/09 9:27,0.144
EE,304,4,7/30/09 9:27,0.11
EE,304,5,7/30/09 9:27,0.12
EE,305,1,7/30/09 9:15,0.16
EE,305,2,7/30/09 9:15,0.17
EE,305,3,7/30/09 9:15,0.108
EE,305,4,7/30/09 9:15,0.2
EE,305,5,7/30/09 9:15,0.16
EE,500,1,7/30/09 9:24,0.12
EE,500,2,7/30/09 9:24,0.12
EE,500,3,7/30/09 9:24,0.13333
EE,500,4,7/30/09 9:24,0.13333
EE,500,5,7/30/09 9:24,0.14
EE,192,1,8/13/09 9:41,0.41
EE,192,2,8/13/09 9:48,0.31
EE,192,3,8/13/09 9:42,0.37
EE,192,4,8/13/09 9:44,0.43
EE,192,5,8/13/09 9:42,0.47
EE,193,1,8/13/09 9:57,0.18
EE,193,2,8/13/09 9:58,0.15
EE,193,3,8/13/09 10:00,0.14
EE,193,4,8/13/09 9:59,0.16
EE,193,5,8/13/09 9:58,0.2
EE,195,1,8/13/09 10:08,0.12
EE,195,2,8/13/09 10:14,0.15
EE,195,3,8/13/09 10:12,0.17
EE,195,4,8/13/09 10:11,0.15273
EE,195,5,8/13/09 10:09,0.168
EE,304,1,8/13/09 10:25,0.13091
EE,304,2,8/13/09 10:27,0.15
EE,304,3,8/13/09 10:29,0.14182
EE,304,4,8/13/09 10:30,0.18
EE,304,5,8/13/09 10:26,0.13
EE,305,1,8/13/09 9:50,0.17
EE,305,2,8/13/09 9:51,0.16
EE,305,3,8/13/09 9:52,0.18
EE,305,4,8/13/09 9:54,0.17
EE,305,5,8/13/09 9:55,0.17
EE,500,1,8/13/09 10:17,0.11
EE,500,2,8/13/09 10:19,0.12
EE,500,3,8/13/09 10:20,0.21818
EE,500,4,8/13/09 10:21,0.12
EE,500,5,8/13/09 10:22,0.08727
EE,195,1,8/24/09 16:40,0.156
EE,304,1,8/24/09 16:34,0.2
EE,304,2,8/24/09 16:34,0.144
EE,304,3,8/24/09 16:34,0.16
EE,304,4,8/24/09 16:34,0.11
EE,304,5,8/24/09 16:34,0.156
EE,500,1,8/24/09 16:36,0.16
EE,500,2,8/24/09 16:36,0.156
EE,500,3,8/24/09 16:36,0.18667
EE,500,4,8/24/09 16:36,0.18667
EE,500,5,8/24/09 16:36,0.14
EE,192,1,9/15/09 15:11,0.3
EE,192,2,9/15/09 15:11,0.14
EE,192,3,9/15/09 15:11,0.18
EE,192,4,9/15/09 15:11,0.32
EE,192,5,9/15/09 15:11,0.4
EE,193,1,9/15/09 15:07,0.08
EE,193,2,9/15/09 15:07,0.08
EE,193,3,9/15/09 15:07,0.04
EE,193,4,9/15/09 15:07,0.08
EE,193,5,9/15/09 15:07,0.08
EE,195,1,9/15/09 15:18,0.096
EE,195,2,9/15/09 15:18,0.09
EE,195,3,9/15/09 15:18,0.08
EE,195,4,9/15/09 15:18,0.08
EE,195,5,9/15/09 15:18,0.07
EE,304,1,9/15/09 15:05,0.07
EE,304,2,9/15/09 15:05,0.07
EE,304,3,9/15/09 15:05,0.08
EE,304,4,9/15/09 15:05,0.07
EE,304,5,9/15/09 15:05,0.06
EE,305,1,9/15/09 15:08,0.09333
EE,305,2,9/15/09 15:08,0.07
EE,305,3,9/15/09 15:08,0.08
EE,305,4,9/15/09 15:08,0.06
EE,305,5,9/15/09 15:08,0.07
EE,500,1,9/15/09 15:21,0.06
EE,500,2,9/15/09 15:21,0.09
EE,500,3,9/15/09 15:21,0.07
EE,500,4,9/15/09 15:21,0.09
EE,500,5,9/15/09 15:21,0.06
EE,305,1,2/15/10 14:55,0.53
EE,305,2,2/15/10 14:55,0.4
EE,305,3,2/15/10 14:55,0.51
EE,305,4,2/15/10 14:55,0.65
EE,305,5,2/15/10 14:55,0.55
EE,193,1,2/15/10 15:20,0.41
EE,193,2,2/15/10 15:20,0.5
EE,193,3,2/15/10 15:20,0.51
EE,193,4,2/15/10 15:20,0.51
EE,193,5,2/15/10 15:20,0.54
EE,304,1,2/15/10 13:47,0.31
EE,304,2,2/15/10 13:47,0.31
EE,304,3,2/15/10 13:47,0.36
EE,304,4,2/15/10 13:47,0.29
EE,304,5,2/15/10 13:47,0.25
EE,192,1,2/15/10 14:47,0.61
EE,192,2,2/15/10 14:47,0.61
EE,192,3,2/15/10 14:47,0.58
EE,192,4,2/15/10 14:47,0.56
EE,192,5,2/15/10 14:47,0.55
EE,195,1,2/17/10 15:10,0.21818
EE,195,2,2/17/10 15:10,0.30545
EE,195,3,2/17/10 15:10,0.2
EE,195,4,2/17/10 15:10,0.2
EE,195,5,2/17/10 15:10,0.33
EE,304,1,2/17/10 15:33,0.22
EE,304,2,2/17/10 15:33,0.34
EE,304,3,2/17/10 15:33,0.34
EE,304,4,2/17/10 15:33,0.25
EE,304,5,2/17/10 15:33,0.47
EE,500,1,2/17/10 15:40,0.3
EE,500,2,2/17/10 15:40,0.24
EE,500,3,2/17/10 15:40,0.34
EE,500,4,2/17/10 15:40,0.19
EE,500,5,2/17/10 15:40,0.21
EE,195,1,2/17/10 15:46,0.35
EE,195,2,2/17/10 15:46,0.34
EE,195,3,2/17/10 15:46,0.26
EE,195,4,2/17/10 15:46,0.31
EE,195,5,2/17/10 15:46,0.29
EE,305,1,2/17/10 15:52,0.54
EE,305,2,2/17/10 15:52,0.5
EE,305,3,2/17/10 15:52,0.65
EE,305,4,2/17/10 15:52,0.66
EE,305,5,2/17/10 15:52,0.49
EE,193,1,2/23/10 15:55,0.54
EE,193,2,2/23/10 15:55,0.54
EE,193,3,2/23/10 15:55,0.53
EE,193,4,2/23/10 15:55,0.6
EE,193,5,2/23/10 15:55,0.62
EE,192,1,2/23/10 14:00,0.56
EE,192,2,2/23/10 14:00,0.62
EE,192,3,2/23/10 14:00,0.52
EE,192,4,2/23/10 14:00,0.52
EE,192,5,2/23/10 14:00,0.61
EE,304,1,2/23/10 11:39,0.25
EE,304,2,2/23/10 11:39,0.59
EE,304,3,2/23/10 11:39,0.39
EE,304,4,2/23/10 11:39,0.41
EE,304,5,2/23/10 11:39,0.49
EE,500,1,2/23/10 11:57,0.22
EE,500,2,2/23/10 11:57,0.28
EE,500,3,2/23/10 11:57,0.33
EE,500,4,2/23/10 11:57,0.15
EE,500,5,2/23/10 11:57,0.27
EE,195,1,2/25/10 11:57,0.3
EE,195,2,2/25/10 11:57,0.35
EE,195,3,2/25/10 11:57,0.35
EE,195,4,2/25/10 11:39,0.18
EE,195,5,2/25/10 11:39,0.22
EE,192,1,2/25/10 12:21,0.59
EE,192,2,2/25/10 12:21,0.69
EE,192,3,2/25/10 12:21,0.61
EE,192,4,2/25/10 12:21,0.56
EE,192,5,2/25/10 12:21,0.69
EE,193,1,2/25/10 12:32,0.51
EE,193,2,2/25/10 12:32,0.42
EE,193,3,2/25/10 12:32,0.47
EE,193,4,2/25/10 12:32,0.49
EE,193,5,2/25/10 12:32,0.48
EE,305,1,2/25/10 12:46,0.53
EE,305,2,2/25/10 12:46,0.45
EE,305,3,2/25/10 12:46,0.5
EE,305,4,2/25/10 12:46,0.82
EE,305,5,2/25/10 12:46,0.6
EE,198,1,3/3/10 16:27,0.26
EE,198,2,3/3/10 16:27,0.26
EE,198,3,3/3/10 16:27,0.19
EE,198,4,3/3/10 16:27,0.2
EE,198,5,3/3/10 16:27,0.25
EE,304,1,3/3/10 16:39,0.15
EE,304,2,3/3/10 16:39,0.31
EE,304,3,3/3/10 16:39,0.22
EE,304,4,3/3/10 16:39,0.2
EE,304,5,3/3/10 16:39,0.18
EE,500,1,3/3/10 16:50,0.18
EE,500,2,3/3/10 16:50,0.15
EE,500,3,3/3/10 16:50,0.22
EE,500,4,3/3/10 16:50,0.18
EE,500,5,3/3/10 16:50,0.15
EE,305,1,3/3/10 17:05,0.47
EE,305,2,3/3/10 17:05,0.37
EE,305,3,3/3/10 17:05,0.5
EE,305,4,3/3/10 17:05,0.64
EE,305,5,3/3/10 17:05,0.45
EE,193,1,3/3/10 17:15,0.42
EE,193,2,3/3/10 17:15,0.41
EE,193,3,3/3/10 17:15,0.33
EE,193,4,3/3/10 17:15,0.47
EE,193,5,3/3/10 17:15,0.52
EE,192,1,3/3/10 17:33,0.56
EE,192,2,3/3/10 17:33,0.49
EE,192,3,3/3/10 17:33,0.39
EE,192,4,3/3/10 17:33,0.53
EE,192,5,3/3/10 17:33,0.55
EE,195,1,3/3/10 14:13,0.2
EE,195,2,3/3/10 14:13,0.24
EE,195,3,3/3/10 14:13,0.22
EE,195,4,3/3/10 14:13,0.22
EE,195,5,3/3/10 14:13,0.18545
EE,500,1,3/3/10 14:34,0.15
EE,500,2,3/3/10 14:34,0.17
EE,500,3,3/3/10 14:34,0.14
EE,500,4,3/3/10 14:34,0.13
EE,500,5,3/3/10 14:34,0.15
EE,304,1,3/3/10 14:31,0.204
EE,304,2,3/3/10 14:31,0.23
EE,304,3,3/3/10 14:31,0.22909
EE,304,4,3/3/10 14:31,0.16
EE,304,5,3/3/10 14:31,0.28
EE,305,1,3/3/10 15:30,0.43
EE,305,2,3/3/10 15:30,0.41
EE,305,3,3/3/10 15:30,0.46
EE,305,4,3/3/10 15:30,0.52
EE,305,5,3/3/10 15:30,0.4
EE,192,1,3/8/10 15:41,0.53
EE,192,2,3/8/10 15:41,0.47
EE,192,3,3/8/10 15:41,0.47
EE,192,4,3/8/10 15:41,0.52
EE,192,5,3/8/10 15:41,0.57
EE,193,1,3/8/10 15:55,0.44
EE,193,2,3/8/10 15:55,0.38
EE,193,3,3/8/10 15:55,0.32
EE,193,4,3/8/10 15:55,0.43
EE,193,5,3/8/10 15:55,0.44
EE,304,1,3/8/10 12:46,0.09818
EE,304,2,3/8/10 12:46,0.12
EE,304,3,3/8/10 12:46,0.14182
EE,304,4,3/8/10 12:46,0.09818
EE,304,5,3/8/10 12:46,0.11
EE,500,1,3/8/10 12:58,0.084
EE,500,2,3/8/10 12:58,0.1
EE,500,3,3/8/10 12:58,0.12
EE,500,4,3/8/10 12:58,0.08
EE,500,5,3/8/10 12:58,0.09
EE,195,1,3/8/10 13:11,0.11
EE,195,2,3/8/10 13:11,0.12
EE,195,3,3/8/10 13:11,0.084
EE,195,4,3/8/10 13:11,0.12
EE,195,5,3/8/10 13:11,0.07636
EE,192,1,3/8/10 13:20,0.51
EE,192,2,3/8/10 13:20,0.44
EE,192,3,3/8/10 13:20,0.43
EE,192,4,3/8/10 13:20,0.44
EE,192,5,3/8/10 13:20,0.46
EE,193,1,3/8/10 13:29,0.17
EE,193,2,3/8/10 13:29,0.26
EE,193,3,3/8/10 13:29,0.19
EE,193,4,3/8/10 13:29,0.26
EE,193,5,3/8/10 13:29,0.26
EE,305,1,3/9/10 13:35,0.19
EE,305,2,3/9/10 13:35,0.15
EE,305,3,3/9/10 13:35,0.22
EE,305,4,3/9/10 13:35,0.29
EE,305,5,3/9/10 13:35,0.2
EE,193,1,3/9/10 9:02,0.23
EE,193,2,3/9/10 9:02,0.38
EE,193,3,3/9/10 9:02,0.28
EE,193,4,3/9/10 9:02,0.42
EE,193,5,3/9/10 9:02,0.42
EE,192,1,3/9/10 9:49,0.49
EE,192,2,3/9/10 9:49,0.46
EE,192,3,3/9/10 9:49,0.45
EE,192,4,3/9/10 9:49,0.49
EE,192,5,3/9/10 9:49,0.47
EE,198,1,3/9/10 9:58,0.17
EE,198,2,3/9/10 9:58,0.18
EE,198,3,3/9/10 9:58,0.17
EE,198,4,3/9/10 9:58,0.19
EE,198,5,3/9/10 9:58,0.16
EE,195,1,3/9/10 10:19,0.23
EE,195,2,3/9/10 10:19,0.29
EE,195,3,3/9/10 10:19,0.18
EE,195,4,3/9/10 10:19,0.2
EE,195,5,3/9/10 10:19,0.26
EE,500,1,3/9/10 10:22,0.14
EE,500,2,3/9/10 10:22,0.18
EE,500,3,3/9/10 10:22,0.27
EE,500,4,3/9/10 10:22,0.14
EE,500,5,3/9/10 10:22,0.17
EE,304,1,3/9/10 10:25,0.2
EE,304,2,3/9/10 10:25,0.18
EE,304,3,3/9/10 10:25,0.21
EE,304,4,3/9/10 10:25,0.19
EE,304,5,3/9/10 10:25,0.2
EE,305,1,3/16/10 10:30,0.42
EE,305,2,3/16/10 10:30,0.26
EE,305,3,3/16/10 10:30,0.4
EE,305,4,3/16/10 10:30,0.42
EE,305,5,3/16/10 10:30,0.37
EE,198,1,3/16/10 9:22,0.07
EE,198,2,3/16/10 9:22,0.11
EE,198,3,3/16/10 9:22,0.1
EE,198,4,3/16/10 9:22,0.2
EE,198,5,3/16/10 9:22,0.11
EE,304,1,3/16/10 10:52,0.17
EE,304,2,3/16/10 10:52,0.14
EE,304,3,3/16/10 10:52,0.11
EE,304,4,3/16/10 10:52,0.17
EE,304,5,3/16/10 10:52,0.12
EE,500,1,3/16/10 11:01,0.1
EE,500,2,3/16/10 11:01,0.09
