netID,wisID,probeID,daysSince1Jan2000,Temperature,time_stamp
2320,300,1,4719.958333,12.06,12/2/2012 22:59
2320,300,1,4719.979167,12,12/2/2012 23:30
2320,300,1,4719.999907,12.44,12/2/2012 23:59
2320,300,1,4720.020833,12.63,12/3/2012 0:29
2320,300,1,4720.041667,12.75,12/3/2012 1:00
2320,300,1,4720.062546,12.56,12/3/2012 1:30
2320,300,1,4720.083333,12.88,12/3/2012 1:59
2320,300,1,4720.104167,13,12/3/2012 2:30
2320,300,1,4720.125046,13.25,12/3/2012 3:00
2320,300,1,4720.145833,13.31,12/3/2012 3:29
2320,300,1,4720.166667,13.38,12/3/2012 4:00
2320,300,1,4720.187546,13.19,12/3/2012 4:30
2320,300,1,4720.208333,13.06,12/3/2012 4:59
2320,300,1,4720.229167,13,12/3/2012 5:30
2320,300,1,4720.250046,13.13,12/3/2012 6:00
2320,300,1,4720.270833,13,12/3/2012 6:29
2320,300,1,4720.291667,12.75,12/3/2012 7:00
2320,300,1,4720.312546,12.69,12/3/2012 7:30
2320,300,1,4720.333333,12.63,12/3/2012 7:59
2320,300,1,4720.354167,13.06,12/3/2012 8:30
2320,300,1,4720.375046,13.81,12/3/2012 9:00
2320,300,1,4720.395833,14.81,12/3/2012 9:29
2320,300,1,4720.416667,15.94,12/3/2012 10:00
2320,300,1,4720.437546,17.63,12/3/2012 10:30
2320,300,1,4720.458333,18.88,12/3/2012 10:59
2320,300,1,4720.479167,20.13,12/3/2012 11:30
2320,300,1,4720.500046,21.19,12/3/2012 12:00
2320,300,1,4720.520833,20.88,12/3/2012 12:29
2320,300,1,4720.541667,22.13,12/3/2012 13:00
2320,300,1,4720.562546,22.63,12/3/2012 13:30
2320,300,1,4720.583333,23.13,12/3/2012 13:59
2320,300,1,4720.604167,22.5,12/3/2012 14:30
2320,300,1,4720.625046,22.06,12/3/2012 15:00
2320,300,1,4720.645833,20.88,12/3/2012 15:29
2320,300,1,4720.66662,20,12/3/2012 15:59
2320,300,1,4720.687546,19,12/3/2012 16:30
2320,300,1,4720.708333,17.56,12/3/2012 16:59
2320,300,1,4720.729167,16.44,12/3/2012 17:30
2320,300,1,4720.750046,15.56,12/3/2012 18:00
2320,300,1,4720.770833,14.75,12/3/2012 18:29
2320,300,1,4720.791667,14.13,12/3/2012 19:00
2320,300,1,4720.812546,14.06,12/3/2012 19:30
2320,300,1,4720.833333,13.44,12/3/2012 19:59
2320,300,1,4720.854167,13.38,12/3/2012 20:30
2320,300,1,4720.875046,13.69,12/3/2012 21:00
2320,300,1,4720.895833,14.06,12/3/2012 21:29
2320,300,1,4720.916667,14,12/3/2012 22:00
2320,300,1,4720.937546,13.56,12/3/2012 22:30
2320,300,1,4720.95838,13.63,12/3/2012 23:00
2320,300,1,4720.979167,13.63,12/3/2012 23:30
2320,300,1,4721.000046,13.19,12/4/2012 0:00
2320,300,1,4721.020833,12.75,12/4/2012 0:29
2320,300,1,4721.041667,12.06,12/4/2012 1:00
2320,300,1,4721.062546,11.94,12/4/2012 1:30
2320,300,1,4721.083333,11.5,12/4/2012 1:59
2320,300,1,4721.104167,11.25,12/4/2012 2:30
2320,300,1,4721.125046,10.94,12/4/2012 3:00
2320,300,1,4721.145833,10.81,12/4/2012 3:29
2320,300,1,4721.166667,10.56,12/4/2012 4:00
2320,300,1,4721.187546,10.31,12/4/2012 4:30
2320,300,1,4721.208333,10.19,12/4/2012 4:59
2320,300,1,4721.229167,10.06,12/4/2012 5:30
2320,300,1,4721.250046,9.88,12/4/2012 6:00
2320,300,1,4721.270833,9.88,12/4/2012 6:29
2320,300,1,4721.291667,9.81,12/4/2012 7:00
2320,300,1,4721.312546,9.75,12/4/2012 7:30
2320,300,1,4721.333287,9.81,12/4/2012 7:59
2320,300,1,4721.354167,10.5,12/4/2012 8:30
2320,300,1,4721.375046,12.06,12/4/2012 9:00
2320,300,1,4721.395833,13.88,12/4/2012 9:29
2320,300,1,4721.416667,14.88,12/4/2012 10:00
2320,300,1,4721.437546,15.63,12/4/2012 10:30
2320,300,1,4721.458333,16.31,12/4/2012 10:59
2320,300,1,4721.479167,16.69,12/4/2012 11:30
2320,300,1,4721.500046,17.31,12/4/2012 12:00
2320,300,1,4721.520833,18,12/4/2012 12:29
2320,300,1,4721.541667,18.63,12/4/2012 13:00
2320,300,1,4721.562546,19.56,12/4/2012 13:30
2320,302,1,4721.583322,22.88,12/4/2012 13:59
2320,300,1,4721.583333,20.13,12/4/2012 13:59
2320,302,1,4721.604155,22.19,12/4/2012 14:29
2320,300,1,4721.604167,20.19,12/4/2012 14:30
2320,302,1,4721.622708,20.94,12/4/2012 14:56
2320,300,1,4721.625046,19.81,12/4/2012 15:00
2320,302,1,4721.645822,20,12/4/2012 15:29
2320,300,1,4721.64588,18.94,12/4/2012 15:30
2320,300,1,4721.666667,18.25,12/4/2012 16:00
2320,302,1,4721.684977,18.13,12/4/2012 16:26
2320,300,1,4721.687546,17.88,12/4/2012 16:30
2320,302,1,4721.708322,16.81,12/4/2012 16:59
2320,300,1,4721.708333,16.44,12/4/2012 16:59
2320,302,1,4721.729155,16.06,12/4/2012 17:29
2320,300,1,4721.729167,15.81,12/4/2012 17:30
2320,302,1,4721.749907,15.56,12/4/2012 17:59
2320,300,1,4721.750046,15.31,12/4/2012 18:00
2320,302,1,4721.770822,15.06,12/4/2012 18:29
2320,300,1,4721.770833,14.94,12/4/2012 18:29
2320,302,1,4721.791655,14.5,12/4/2012 18:59
2320,300,1,4721.791667,14.56,12/4/2012 19:00
2320,302,1,4721.802072,14.19,12/4/2012 19:14
2320,300,1,4721.812546,14.5,12/4/2012 19:30
2320,302,1,4721.833322,14.06,12/4/2012 19:59
2320,300,1,4721.833333,14.31,12/4/2012 19:59
2320,302,1,4721.854155,13.88,12/4/2012 20:29
2320,300,1,4721.854167,14.25,12/4/2012 20:30
2320,302,1,4721.864572,13.44,12/4/2012 20:44
2320,300,1,4721.875046,14.31,12/4/2012 21:00
2320,302,1,4721.895822,13.31,12/4/2012 21:29
2320,300,1,4721.895833,13.88,12/4/2012 21:29
2320,302,1,4721.916655,13.19,12/4/2012 21:59
2320,300,1,4721.916667,14,12/4/2012 22:00
2320,302,1,4721.927072,12.75,12/4/2012 22:14
2320,300,1,4721.937546,13.81,12/4/2012 22:30
2320,302,1,4721.958322,13,12/4/2012 22:59
2320,300,1,4721.958333,13.88,12/4/2012 22:59
2320,302,1,4721.979155,12.75,12/4/2012 23:29
2320,300,1,4721.979167,13.75,12/4/2012 23:30
2320,300,1,4721.999907,13.63,12/4/2012 23:59
2320,302,1,4722.020822,13,12/5/2012 0:29
2320,300,1,4722.020833,13.81,12/5/2012 0:29
2320,302,1,4722.041655,13,12/5/2012 0:59
2320,300,1,4722.041667,13.81,12/5/2012 1:00
2320,302,1,4722.057801,12.69,12/5/2012 1:23
2320,300,1,4722.062546,13.69,12/5/2012 1:30
2320,302,1,4722.083322,12.63,12/5/2012 1:59
2320,300,1,4722.083333,13.31,12/5/2012 1:59
2320,302,1,4722.104155,12.63,12/5/2012 2:29
2320,300,1,4722.104167,13.25,12/5/2012 2:30
2320,302,1,4722.114572,13.06,12/5/2012 2:44
2320,300,1,4722.125046,13.75,12/5/2012 3:00
2320,302,1,4722.145822,13.44,12/5/2012 3:29
2320,300,1,4722.145833,14,12/5/2012 3:29
2320,302,1,4722.166655,13.69,12/5/2012 3:59
2320,300,1,4722.166667,14.06,12/5/2012 4:00
2320,302,1,4722.177072,13.69,12/5/2012 4:14
2320,300,1,4722.187546,14.06,12/5/2012 4:30
2320,302,1,4722.208322,13.44,12/5/2012 4:59
2320,300,1,4722.208333,13.94,12/5/2012 4:59
2320,302,1,4722.229155,13.13,12/5/2012 5:29
2320,300,1,4722.229167,13.63,12/5/2012 5:30
2320,302,1,4722.249907,12.75,12/5/2012 5:59
2320,300,1,4722.250046,13.38,12/5/2012 6:00
2320,302,1,4722.270822,12.63,12/5/2012 6:29
2320,300,1,4722.270833,13.31,12/5/2012 6:29
2320,302,1,4722.291655,12.69,12/5/2012 6:59
2320,300,1,4722.291667,13.31,12/5/2012 7:00
2320,302,1,4722.302072,12.88,12/5/2012 7:14
2320,300,1,4722.312546,13.44,12/5/2012 7:30
