"netID","wisID","probeID","daysSince1Jan2000","Temperature","time_stamp"
7054,636,1,4370.375046,4.63,2011-12-19 09:00:03
7054,636,2,4370.375046,1.38,2011-12-19 09:00:03
7054,636,1,4370.395775,5.13,2011-12-19 09:29:54
7054,636,2,4370.395775,3.06,2011-12-19 09:29:54
7054,636,1,4370.395833,5.13,2011-12-19 09:29:59
7054,636,2,4370.395833,3.06,2011-12-19 09:29:59
7054,165,1,4370.416609,5.63,2011-12-19 09:59:55
7054,165,2,4370.416609,6.25,2011-12-19 09:59:55
7054,173,1,4370.416609,4.88,2011-12-19 09:59:55
7054,173,2,4370.416609,4.88,2011-12-19 09:59:55
7054,636,1,4370.416609,7.06,2011-12-19 09:59:55
7054,636,2,4370.416609,6.25,2011-12-19 09:59:55
7054,173,1,4370.416667,4.88,2011-12-19 10:00:00
7054,173,2,4370.416667,4.88,2011-12-19 10:00:00
7054,173,3,4370.416667,5.63,2011-12-19 10:00:00
7054,636,1,4370.416667,7.06,2011-12-19 10:00:00
7054,636,2,4370.416667,6.25,2011-12-19 10:00:00
7054,173,3,4370.416713,5.63,2011-12-19 10:00:04
7054,173,3,4370.427072,7.69,2011-12-19 10:14:59
7054,173,3,4370.437454,7.69,2011-12-19 10:29:56
7054,165,1,4370.437488,8.19,2011-12-19 10:29:58
7054,165,2,4370.437488,8.31,2011-12-19 10:29:58
7054,173,1,4370.437488,6.31,2011-12-19 10:29:58
7054,173,2,4370.437488,7.06,2011-12-19 10:29:58
7054,636,1,4370.437488,7.38,2011-12-19 10:29:58
7054,636,2,4370.437488,7.31,2011-12-19 10:29:58
7054,173,1,4370.437546,6.31,2011-12-19 10:30:03
7054,173,2,4370.437546,7.06,2011-12-19 10:30:03
7054,636,1,4370.437546,7.38,2011-12-19 10:30:03
7054,636,2,4370.437546,7.31,2011-12-19 10:30:03
7054,147,1,4370.458275,8.69,2011-12-19 10:59:54
7054,147,2,4370.458275,9.88,2011-12-19 10:59:54
7054,165,1,4370.458275,9.5,2011-12-19 10:59:54
7054,165,2,4370.458275,10,2011-12-19 10:59:54
7054,173,1,4370.458275,8.38,2011-12-19 10:59:54
7054,173,2,4370.458275,9.25,2011-12-19 10:59:54
7054,636,1,4370.458275,9.81,2011-12-19 10:59:54
7054,636,2,4370.458275,11,2011-12-19 10:59:54
7054,505,1,4370.45831,NA,2011-12-19 10:59:57
7054,505,2,4370.45831,NA,2011-12-19 10:59:57
7054,142,1,4370.458333,6.38,2011-12-19 10:59:59
7054,142,2,4370.458333,7.06,2011-12-19 10:59:59
7054,147,1,4370.458333,8.69,2011-12-19 10:59:59
7054,147,2,4370.458333,9.88,2011-12-19 10:59:59
7054,147,3,4370.458333,10.31,2011-12-19 10:59:59
7054,173,1,4370.458333,8.38,2011-12-19 10:59:59
7054,173,2,4370.458333,9.25,2011-12-19 10:59:59
7054,173,3,4370.458333,9.38,2011-12-19 10:59:59
7054,636,1,4370.458333,9.81,2011-12-19 10:59:59
7054,636,2,4370.458333,11,2011-12-19 10:59:59
7054,142,3,4370.45838,7.63,2011-12-19 11:00:04
7054,147,3,4370.45838,10.31,2011-12-19 11:00:04
7054,173,3,4370.45838,9.38,2011-12-19 11:00:04
7054,165,1,4370.479109,10.88,2011-12-19 11:29:55
7054,165,2,4370.479109,11.81,2011-12-19 11:29:55
7054,173,1,4370.479109,8.69,2011-12-19 11:29:55
7054,173,2,4370.479109,10.25,2011-12-19 11:29:55
7054,636,1,4370.479109,11.25,2011-12-19 11:29:55
7054,636,2,4370.479109,12.94,2011-12-19 11:29:55
7054,505,1,4370.479144,NA,2011-12-19 11:29:58
7054,505,2,4370.479144,NA,2011-12-19 11:29:58
7054,142,1,4370.479167,6.81,2011-12-19 11:30:00
7054,142,2,4370.479167,7.88,2011-12-19 11:30:00
7054,173,1,4370.479167,8.69,2011-12-19 11:30:00
7054,173,2,4370.479167,10.25,2011-12-19 11:30:00
7054,173,3,4370.479167,10.25,2011-12-19 11:30:00
7054,636,1,4370.479167,11.25,2011-12-19 11:30:00
7054,636,2,4370.479167,12.94,2011-12-19 11:30:00
7054,142,3,4370.479213,8.44,2011-12-19 11:30:04
7054,173,3,4370.479213,10.25,2011-12-19 11:30:04
