SITE,Wisard,Number,Time_Stamp,SoilMoisture
BW,752,1,8/24/11 13:24,0
BW,752,2,8/24/11 13:24,0.01
BW,752,3,8/24/11 13:24,0.01
BW,752,4,8/24/11 13:24,0.010909
BW,752,5,8/24/11 13:24,0
BW,754,1,8/24/11 13:26,0
BW,754,2,8/24/11 13:26,-0.01
BW,754,3,8/24/11 13:26,0
BW,754,4,8/24/11 13:26,0
BW,754,5,8/24/11 13:26,0
BW,756,1,8/24/11 13:28,0
BW,756,2,8/24/11 13:28,0
BW,756,3,8/24/11 13:28,-0.01
BW,756,4,8/24/11 13:28,-0.01
BW,756,5,8/24/11 13:28,-0.01
BW,758,1,8/24/11 13:30,-0.021818
BW,758,2,8/24/11 13:30,-0.021818
BW,758,3,8/24/11 13:30,-0.026667
BW,758,4,8/24/11 13:30,-0.012
BW,758,5,8/24/11 13:30,-0.010909
BW,756,1,12/29/11 12:18,0.09
BW,756,2,12/29/11 12:18,0.09
BW,756,3,12/29/11 12:18,0.12
BW,756,4,12/29/11 12:18,0.09
BW,756,5,12/29/11 12:18,0.13
BW,758,1,12/29/11 12:41,0.07
BW,758,2,12/29/11 12:41,0.12
BW,758,3,12/29/11 12:41,0.16
BW,758,4,12/29/11 12:41,0.19
BW,758,5,12/29/11 12:41,0.17
BW,754,1,12/29/11 12:54,0.16
BW,754,2,12/29/11 12:54,0.19
BW,754,3,12/29/11 12:54,0.2
BW,754,4,12/29/11 12:54,0.21
BW,754,5,12/29/11 12:54,0.24
BW,752,1,12/29/11 13:13,0.22
BW,752,2,12/29/11 13:13,0.24
BW,752,3,12/29/11 13:13,0.31
BW,752,4,12/29/11 13:13,0.24
BW,752,5,12/29/11 13:13,0.25
BW,710,1,1/10/12 10:43,0.22
BW,710,2,1/10/12 10:43,0.24
BW,710,3,1/10/12 10:43,0.16
BW,710,4,1/10/12 10:43,0.31
BW,710,5,1/10/12 10:43,0.18
BW,708,1,1/10/12 10:43,0.16
BW,708,2,1/10/12 10:43,0.18
BW,708,3,1/10/12 10:43,0.21
BW,708,4,1/10/12 10:43,0.25
BW,708,5,1/10/12 10:43,0.26
BW,706,1,1/10/12 10:43,0.24
BW,706,2,1/10/12 10:43,0.24
BW,706,3,1/10/12 10:43,0.25
BW,706,4,1/10/12 10:43,0.2
BW,706,5,1/10/12 10:43,0.24
BW,704,1,1/10/12 10:43,0.24
BW,704,2,1/10/12 10:43,0.21
BW,704,3,1/10/12 10:43,0.17
BW,704,4,1/10/12 10:43,0.21
BW,704,5,1/10/12 10:43,0.19
BW,754,1,1/10/12 10:43,0.21
BW,754,2,1/10/12 10:43,0.2
BW,754,3,1/10/12 10:43,0.19
BW,754,4,1/10/12 10:43,0.2
BW,754,5,1/10/12 10:43,0.22
BW,752,1,1/10/12 10:43,0.24
BW,752,2,1/10/12 10:43,0.24
BW,752,3,1/10/12 10:43,0.29
BW,752,4,1/10/12 10:43,0.21
BW,752,5,1/10/12 10:43,0.24
BW,756,1,1/10/12 10:43,0.11
BW,756,2,1/10/12 10:43,0.12
BW,756,3,1/10/12 10:43,0.14
BW,756,4,1/10/12 10:43,0.07
BW,756,5,1/10/12 10:43,0.08
BW,758,1,1/10/12 10:43,0.09
BW,758,2,1/10/12 10:43,0.14
BW,758,3,1/10/12 10:43,0.16
BW,758,4,1/10/12 10:43,0.17
BW,758,5,1/10/12 10:43,0.13
BW,704,1,1/25/12 9:29,0.18
BW,704,2,1/25/12 9:29,0.16
BW,704,3,1/25/12 9:29,0.26
BW,704,4,1/25/12 9:29,0.229091
BW,704,5,1/25/12 9:29,0.2
BW,702,1,1/25/12 9:48,0.21
BW,702,2,1/25/12 9:48,0.23
BW,702,3,1/25/12 9:48,0.3
BW,702,4,1/25/12 9:48,0.24
BW,702,5,1/25/12 9:48,0.24
BW,706,1,1/25/12 10:03,0.15
BW,706,2,1/25/12 10:03,0.27
BW,706,3,1/25/12 10:03,0.17
BW,706,4,1/25/12 10:03,0.26
BW,706,5,1/25/12 10:03,0.19
BW,708,1,1/25/12 10:16,0.23
BW,708,2,1/25/12 10:16,0.28
BW,708,3,1/25/12 10:16,0.22
BW,708,4,1/25/12 10:16,0.21
BW,708,5,1/25/12 10:16,0.25
BW,710,1,1/25/12 10:20,0.28
BW,710,2,1/25/12 10:20,0.29
BW,710,3,1/25/12 10:20,0.2
BW,710,4,1/25/12 10:20,0.33
BW,710,5,1/25/12 10:20,0.26
BW,754,1,1/25/12 10:30,0.14
BW,754,2,1/25/12 10:30,0.2
BW,754,3,1/25/12 10:30,0.21
BW,754,4,1/25/12 10:30,0.22
BW,754,5,1/25/12 10:30,0.2
BW,752,1,1/25/12 10:44,0.22
BW,752,2,1/25/12 10:44,0.23
BW,752,3,1/25/12 10:44,0.29
BW,752,4,1/25/12 10:44,0.22
BW,752,5,1/25/12 10:44,0.2
BW,756,1,1/25/12 10:56,0.13
BW,756,2,1/25/12 10:56,0.11
BW,756,3,1/25/12 10:56,0.13
BW,756,4,1/25/12 10:56,0.1
BW,756,5,1/25/12 10:56,0.1
BW,758,1,1/25/12 11:02,0.12
BW,758,2,1/25/12 11:02,0.1
BW,758,3,1/25/12 11:02,0.16
BW,758,4,1/25/12 11:02,0.16
BW,758,5,1/25/12 11:02,0.2
BW,704,1,2/8/12 10:32,0.15
BW,704,2,2/8/12 10:32,0.2
BW,704,3,2/8/12 10:32,0.29
BW,704,4,2/8/12 10:32,0.2
BW,704,5,2/8/12 10:32,0.22
BW,702,1,2/8/12 10:40,0.22
BW,702,2,2/8/12 10:40,0.24
BW,702,3,2/8/12 10:40,0.28
BW,702,4,2/8/12 10:40,0.25
BW,702,5,2/8/12 10:40,0.23
BW,706,1,2/8/12 11:01,0.16
BW,706,2,2/8/12 11:01,0.26
BW,706,3,2/8/12 11:01,0.28
BW,706,4,2/8/12 11:01,0.24
BW,706,5,2/8/12 11:01,0.16
BW,708,1,2/8/12 11:08,0.22
BW,708,2,2/8/12 11:08,0.28
BW,708,3,2/8/12 11:08,0.22
BW,708,4,2/8/12 11:08,0.16
BW,708,5,2/8/12 11:08,0.16
BW,710,1,2/8/12 11:13,0.19
BW,710,2,2/8/12 11:13,0.27
BW,710,3,2/8/12 11:13,0.25
BW,710,4,2/8/12 11:13,0.24
BW,710,5,2/8/12 11:13,0.28
BW,754,1,2/8/12 11:49,0.18
BW,754,2,2/8/12 11:49,0.19
BW,754,3,2/8/12 11:49,0.18
BW,754,4,2/8/12 11:49,0.24
BW,754,5,2/8/12 11:49,0.2
BW,752,1,2/8/12 11:57,0.2
BW,752,2,2/8/12 11:57,0.22
BW,752,3,2/8/12 11:57,0.29
BW,752,4,2/8/12 11:57,0.22
BW,752,5,2/8/12 11:57,0.22
BW,756,1,2/8/12 11:59,0.1
BW,756,2,2/8/12 11:59,0.14
BW,756,3,2/8/12 11:59,0.13
BW,756,4,2/8/12 11:59,0.08
BW,756,5,2/8/12 11:59,0.11
BW,758,1,2/8/12 12:00,0.1
BW,758,2,2/8/12 12:00,0.12
BW,758,3,2/8/12 12:00,0.14
BW,758,4,2/8/12 12:00,0.11
BW,758,5,2/8/12 12:00,0.25
BW,706,1,2/21/12 11:00,0.23
BW,706,2,2/21/12 11:00,0.3
BW,706,3,2/21/12 11:00,0.31
BW,706,4,2/21/12 11:00,0.2
BW,706,5,2/21/12 11:00,0.24
BW,708,1,2/21/12 11:05,0.31
BW,708,2,2/21/12 11:05,0.32
BW,708,3,2/21/12 11:05,0.25
BW,708,4,2/21/12 11:05,0.26
BW,708,5,2/21/12 11:05,0.25
BW,710,1,2/21/12 11:14,0.19
BW,710,2,2/21/12 11:14,0.43
BW,710,3,2/21/12 11:14,0.18
