netID,wisID,probeID,daysSince1Jan2000,Temperature,time_stamp
6804,500,3,4730.437454,34.25,12/13/2012 10:29
6804,500,4,4730.437454,32.25,12/13/2012 10:29
6804,500,2,4730.437546,6.63,12/13/2012 10:30
6804,500,2,4730.458333,7.44,12/13/2012 10:59
6804,500,2,4730.479167,7.06,12/13/2012 11:30
6804,500,2,4730.500046,7.75,12/13/2012 12:00
6804,500,2,4730.520833,8.06,12/13/2012 12:29
6804,500,2,4730.541667,10.31,12/13/2012 13:00
6804,500,2,4730.562546,11.25,12/13/2012 13:30
6804,500,2,4730.583333,11.25,12/13/2012 13:59
6804,500,2,4730.604167,10.69,12/13/2012 14:30
6804,500,2,4730.625046,10.25,12/13/2012 15:00
6804,500,2,4730.645833,9.63,12/13/2012 15:29
6804,500,2,4730.66662,9.25,12/13/2012 15:59
6804,500,2,4730.687546,8.56,12/13/2012 16:30
6804,500,2,4730.708333,6.94,12/13/2012 16:59
6804,500,2,4730.729167,5.56,12/13/2012 17:30
6804,500,2,4730.750046,4.19,12/13/2012 18:00
6804,500,2,4730.770787,-0.13,12/13/2012 18:29
6804,500,2,4730.770833,3.25,12/13/2012 18:29
6804,500,2,4730.791667,2.44,12/13/2012 19:00
6804,500,2,4730.812546,1.88,12/13/2012 19:30
6804,500,2,4730.833333,1.38,12/13/2012 19:59
6804,500,2,4730.854167,0.94,12/13/2012 20:30
6804,500,2,4730.857477,-1.44,12/13/2012 20:34
6804,500,2,4730.875046,0.63,12/13/2012 21:00
6804,500,2,4730.875347,-1.69,12/13/2012 21:00
6804,500,2,4730.895833,0.19,12/13/2012 21:29
6804,500,2,4730.89588,-1.81,12/13/2012 21:30
6804,500,2,4730.916667,-0.13,12/13/2012 22:00
6804,500,2,4730.916713,-1.94,12/13/2012 22:00
6804,500,2,4730.937546,-2.06,12/13/2012 22:30
6804,500,2,4730.937546,-0.75,12/13/2012 22:30
6804,500,2,4730.958333,-2.13,12/13/2012 22:59
6804,500,2,4730.958333,-1.06,12/13/2012 22:59
6804,500,2,4730.979167,-1.19,12/13/2012 23:30
6804,500,2,4730.983079,-2.06,12/13/2012 23:35
6804,500,2,4730.999988,-2.25,12/13/2012 23:59
6804,500,2,4731.000046,-1.44,12/14/2012 0:00
6804,500,2,4731.020833,-2.44,12/14/2012 0:29
6804,500,2,4731.020833,-1.69,12/14/2012 0:29
6804,500,2,4731.041667,-1.81,12/14/2012 1:00
6804,500,2,4731.04294,-2.63,12/14/2012 1:01
6804,500,2,4731.062546,-1.94,12/14/2012 1:30
6804,500,2,4731.063079,-2.69,12/14/2012 1:30
6804,500,2,4731.083333,-2.06,12/14/2012 1:59
6804,500,2,4731.08338,-2.63,12/14/2012 2:00
6804,500,2,4731.104167,-2.13,12/14/2012 2:30
6804,500,2,4731.105648,-2.94,12/14/2012 2:32
6804,500,2,4731.125046,-2.06,12/14/2012 3:00
6804,500,2,4731.125081,-3.06,12/14/2012 3:00
6804,500,2,4731.145833,-2.25,12/14/2012 3:29
6804,500,2,4731.146597,-3.31,12/14/2012 3:31
6804,500,2,4731.166667,-2.44,12/14/2012 4:00
6804,500,2,4731.16831,-3.25,12/14/2012 4:02
6804,500,2,4731.187546,-2.63,12/14/2012 4:30
6804,500,2,4731.188611,-2.94,12/14/2012 4:31
6804,500,2,4731.208333,-2.69,12/14/2012 4:59
6804,500,2,4731.20838,-0.88,12/14/2012 5:00
6804,500,2,4731.229167,NA,12/14/2012 5:30
6804,500,2,4731.230394,0.44,12/14/2012 5:31
6804,500,2,4731.249988,2.44,12/14/2012 5:59
6804,500,2,4731.250046,NA,12/14/2012 6:00
6804,500,2,4731.270833,NA,12/14/2012 6:29
6804,500,2,4731.275625,5.56,12/14/2012 6:36
6804,500,2,4731.291667,NA,12/14/2012 7:00
6804,500,2,4731.302072,7.06,12/14/2012 7:14
6804,500,2,4731.312488,10.13,12/14/2012 7:29
6804,500,2,4731.312546,NA,12/14/2012 7:30
6804,500,2,4731.318981,10.81,12/14/2012 7:39
6804,500,2,4731.333137,11.5,12/14/2012 7:59
6804,500,2,4731.333287,NA,12/14/2012 7:59
6804,500,2,4731.333819,12.94,12/14/2012 8:00
6804,500,2,4731.343738,14.94,12/14/2012 8:14
6804,500,2,4731.354167,NA,12/14/2012 8:30
6804,500,2,4731.354167,15.31,12/14/2012 8:30
6804,500,2,4731.360301,15.38,12/14/2012 8:38
6804,500,2,4731.373681,14.06,12/14/2012 8:58
6804,500,2,4731.375856,13.38,12/14/2012 9:01
6804,500,2,4731.387801,12.63,12/14/2012 9:18
6804,500,2,4731.395833,NA,12/14/2012 9:29
6804,500,2,4731.395833,11.06,12/14/2012 9:29
6804,500,2,4731.406238,9.44,12/14/2012 9:44
6804,500,2,4731.416516,7.81,12/14/2012 9:59
6804,500,2,4731.416713,5.56,12/14/2012 10:00
6804,500,2,4731.416759,6.13,12/14/2012 10:00
6804,500,2,4731.428819,NA,12/14/2012 10:17
6804,500,2,4731.437315,7.06,12/14/2012 10:29
6804,500,2,4731.458333,10.13,12/14/2012 10:59
6804,500,2,4731.45838,NA,12/14/2012 11:00
6804,500,2,4731.479167,10.81,12/14/2012 11:30
6804,500,2,4731.500046,11.5,12/14/2012 12:00
6804,500,2,4731.520833,12.94,12/14/2012 12:29
6804,500,2,4731.541667,14.94,12/14/2012 13:00
6804,500,2,4731.562546,15.31,12/14/2012 13:30
6804,500,2,4731.583333,15.38,12/14/2012 13:59
6804,500,2,4731.604167,14.06,12/14/2012 14:30
6804,500,2,4731.625046,13.38,12/14/2012 15:00
6804,500,2,4731.645833,12.63,12/14/2012 15:29
6804,500,2,4731.666667,11.06,12/14/2012 16:00
6804,500,2,4731.687546,9.44,12/14/2012 16:30
6804,500,2,4731.708333,7.81,12/14/2012 16:59
