,site,genus,species,event,year,doy,GDD0,GDD5,ChillDaysOND,block,plt
1129,bace,Betula,lenta,bbd,2010.0,95.0,128.66624145507785,25.96289672851617,29.0,1.0,1
1130,bace,Acer,rubrum,bbd,2010.0,111.0,253.31427612304606,71.28174438476532,29.0,1.0,1
1131,bace,Betula,lenta,bbd,2010.0,120.0,330.4137390136712,103.38120727539047,29.0,1.0,1
1132,bace,Acer,rubrum,bbd,2010.0,120.0,330.4137390136712,103.38120727539047,29.0,1.0,1
1133,bace,Quercus,rubra,bbd,2010.0,113.0,273.3004394531241,81.26790771484337,29.0,1.0,1
1134,bace,Quercus,rubra,bbd,2010.0,104.0,198.608447265625,51.57591552734425,29.0,1.0,1
1135,bace,Betula,lenta,bbd,2010.0,99.0,163.2097045898439,40.50635986328223,29.0,1.0,1
1136,bace,Acer,rubrum,bbd,2010.0,116.0,298.3187316894532,91.28619995117248,29.0,1.0,1
1137,bace,Quercus,rubra,bbd,2010.0,132.0,472.1414184570325,185.10888671875176,29.0,1.0,1
1138,bace,Betula,lenta,bbd,2010.0,99.0,163.2097045898439,40.50635986328223,29.0,1.0,1
1139,bace,Acer,rubrum,bbd,2010.0,116.0,298.3187316894532,91.28619995117248,29.0,1.0,2
1140,bace,Betula,lenta,bbd,2010.0,95.0,128.66624145507785,25.96289672851617,29.0,1.0,2
1141,bace,Quercus,rubra,bbd,2010.0,102.0,183.24301147461,46.21047973632926,29.0,1.0,2
1142,bace,Acer,rubrum,bbd,2010.0,118.0,311.0188537597652,93.98632202148445,29.0,1.0,2
1143,bace,Betula,lenta,bbd,2010.0,99.0,163.2097045898439,40.50635986328223,29.0,1.0,2
1144,bace,Acer,rubrum,bbd,2010.0,106.0,214.157598876953,57.12506713867225,29.0,1.0,2
1145,bace,Quercus,rubra,bbd,2010.0,106.0,214.157598876953,57.12506713867225,29.0,1.0,2
1146,bace,Quercus,rubra,bbd,2010.0,111.0,253.31427612304606,71.28174438476532,29.0,1.0,2
1147,bace,Acer,rubrum,bbd,2010.0,120.0,330.4137390136712,103.38120727539047,29.0,1.0,2
1148,bace,Betula,lenta,bbd,2010.0,125.0,394.05741577148433,142.0248840332036,29.0,1.0,2
1149,bace,Betula,lenta,bbd,2010.0,99.0,163.2097045898439,40.50635986328223,29.0,1.0,3
1150,bace,Acer,rubrum,bbd,2010.0,99.0,163.2097045898439,40.50635986328223,29.0,1.0,3
1151,bace,Quercus,rubra,bbd,2010.0,102.0,183.24301147461,46.21047973632926,29.0,1.0,3
1152,bace,Acer,rubrum,bbd,2010.0,95.0,128.66624145507785,25.96289672851617,29.0,1.0,4
1153,bace,Acer,rubrum,bbd,2010.0,99.0,163.2097045898439,40.50635986328223,29.0,1.0,4
1154,bace,Acer,rubrum,bbd,2010.0,106.0,214.157598876953,57.12506713867225,29.0,1.0,4
1155,bace,Quercus,rubra,bbd,2010.0,106.0,214.157598876953,57.12506713867225,29.0,1.0,4
1156,bace,Quercus,rubra,bbd,2010.0,165.0,1014.4051025390644,562.3725708007835,29.0,1.0,4
1157,bace,Acer,rubrum,bbd,2010.0,113.0,273.3004394531241,81.26790771484337,29.0,1.0,4
1158,bace,Betula,lenta,bbd,2010.0,99.0,163.2097045898439,40.50635986328223,29.0,1.0,5
1159,bace,Quercus,rubra,bbd,2010.0,99.0,163.2097045898439,40.50635986328223,29.0,1.0,5
1160,bace,Acer,rubrum,bbd,2010.0,113.0,273.3004394531241,81.26790771484337,29.0,1.0,6
1161,bace,Betula,lenta,bbd,2010.0,116.0,298.3187316894532,91.28619995117248,29.0,1.0,6
1162,bace,Acer,rubrum,bbd,2010.0,120.0,330.4137390136712,103.38120727539047,29.0,1.0,6
1163,bace,Quercus,rubra,bbd,2010.0,102.0,183.24301147461,46.21047973632926,29.0,1.0,6
1164,bace,Acer,rubrum,bbd,2010.0,116.0,298.3187316894532,91.28619995117248,29.0,1.0,7
1165,bace,Betula,lenta,bbd,2010.0,146.0,677.0051330566428,319.9726013183621,29.0,1.0,7
1166,bace,Betula,lenta,bbd,2010.0,123.0,370.12471923828133,128.0921875000006,29.0,1.0,7
1167,bace,Quercus,rubra,bbd,2010.0,123.0,370.12471923828133,128.0921875000006,29.0,1.0,8
1168,bace,Acer,rubrum,bbd,2010.0,102.0,183.24301147461,46.21047973632926,29.0,1.0,8
1169,bace,Quercus,rubra,bbd,2010.0,123.0,370.12471923828133,128.0921875000006,29.0,1.0,8
1170,bace,Acer,rubrum,bbd,2010.0,116.0,298.3187316894532,91.28619995117248,29.0,1.0,8
1171,bace,Quercus,rubra,bbd,2010.0,123.0,370.12471923828133,128.0921875000006,29.0,1.0,8
1172,bace,Quercus,rubra,bbd,2010.0,99.0,163.2097045898439,40.50635986328223,29.0,1.0,9
1173,bace,Betula,lenta,bbd,2010.0,95.0,128.66624145507785,25.96289672851617,29.0,1.0,9
1174,bace,Acer,rubrum,bbd,2010.0,116.0,298.3187316894532,91.28619995117248,29.0,1.0,9
1175,bace,Quercus,rubra,bbd,2010.0,99.0,163.2097045898439,40.50635986328223,29.0,1.0,9
1176,bace,Acer,rubrum,bbd,2010.0,99.0,163.2097045898439,40.50635986328223,29.0,1.0,9
1177,bace,Betula,lenta,bbd,2010.0,97.0,144.29132080078085,31.58797607421917,29.0,1.0,9
