,site,genus,species,event,year,doy,GDD0,GDD5,ChillDaysOND,block,plt
61316,force,Actea,racemosa,lod,2009.0,126.0,561.8058715820348,260.5704956054733,49.0,1.0,1A
61317,force,Actea,racemosa,lod,2010.0,124.0,486.0219909667965,202.94424438476608,38.0,1.0,1A
61318,force,Actea,racemosa,lod,2009.0,132.0,642.3109924316459,311.07561645508446,49.0,1.0,1B
61319,force,Actea,racemosa,lod,2009.0,147.0,893.3686096191473,487.1332336425858,49.0,1.0,1E
61320,force,Actea,racemosa,lod,2009.0,113.0,375.7900817871124,139.554705810551,49.0,1.0,1H
61321,force,Actea,racemosa,lod,2010.0,110.0,333.36253051757717,120.28478393554673,38.0,1.0,1H
61322,force,Actea,racemosa,lod,2009.0,195.0,1816.1756286621205,1169.9402526855592,49.0,1.0,1W
61323,force,Actea,racemosa,lod,2010.0,124.0,486.0219909667965,202.94424438476608,38.0,1.0,1W
61324,force,Actea,racemosa,lod,2009.0,118.0,463.4437072753935,202.2083312988321,49.0,2.0,2A
61325,force,Actea,racemosa,lod,2010.0,96.0,214.85333862304793,71.14854125976751,38.0,2.0,2A
61326,force,Actea,racemosa,lod,2009.0,104.0,286.63684692383123,95.40147094726984,49.0,2.0,2B
61327,force,Actea,racemosa,lod,2010.0,96.0,214.85333862304793,71.14854125976751,38.0,2.0,2B
61328,force,Actea,racemosa,lod,2009.0,118.0,463.4437072753935,202.2083312988321,49.0,2.0,2E
61329,force,Actea,racemosa,lod,2009.0,113.0,375.7900817871124,139.554705810551,49.0,2.0,2H
61330,force,Actea,racemosa,lod,2010.0,117.0,399.3389892578113,151.26124267578086,38.0,2.0,2H
61331,force,Actea,racemosa,lod,2009.0,126.0,561.8058715820348,260.5704956054733,49.0,3.0,3H
61332,force,Actea,racemosa,lod,2010.0,96.0,214.85333862304793,71.14854125976751,38.0,3.0,3H
61333,force,Actea,racemosa,lod,2009.0,113.0,375.7900817871124,139.554705810551,49.0,3.0,3W
61334,force,Actea,racemosa,lod,2010.0,103.0,275.7761779785161,97.69843139648566,38.0,3.0,3W
61335,force,Actea,racemosa,lod,2010.0,110.0,333.36253051757717,120.28478393554673,38.0,4.0,4H
61336,force,Acer,rubrum,lod,2009.0,113.0,375.7900817871124,139.554705810551,49.0,1.0,1B
61337,force,Acer,rubrum,lod,2010.0,110.0,333.36253051757717,120.28478393554673,38.0,1.0,1B
61338,force,Acer,rubrum,lod,2009.0,132.0,642.3109924316459,311.07561645508446,49.0,2.0,2E
61339,force,Acer,rubrum,lod,2009.0,132.0,642.3109924316459,311.07561645508446,49.0,2.0,2H
61340,force,Acer,rubrum,lod,2010.0,117.0,399.3389892578113,151.26124267578086,38.0,2.0,2H
61341,force,Acer,rubrum,lod,2009.0,132.0,642.3109924316459,311.07561645508446,49.0,3.0,3A
61342,force,Acer,rubrum,lod,2010.0,138.0,672.7508789062487,319.6731323242182,38.0,3.0,3A
61343,force,Acer,rubrum,lod,2009.0,138.0,738.4371459960998,377.2017700195386,49.0,4.0,4H
61344,force,Acer,rubrum,lod,2010.0,131.0,572.8767761230466,254.79902954101618,38.0,4.0,4H
61345,force,Acer,saccharum,lod,2009.0,126.0,561.8058715820348,260.5704956054733,49.0,1.0,1A
61346,force,Acer,saccharum,lod,2010.0,124.0,486.0219909667965,202.94424438476608,38.0,1.0,1A
61347,force,Acer,saccharum,lod,2009.0,126.0,561.8058715820348,260.5704956054733,49.0,1.0,1B
61348,force,Acer,saccharum,lod,2010.0,124.0,486.0219909667965,202.94424438476608,38.0,1.0,1B
61349,force,Acer,saccharum,lod,2009.0,132.0,642.3109924316459,311.07561645508446,49.0,1.0,1E
61350,force,Acer,saccharum,lod,2009.0,126.0,561.8058715820348,260.5704956054733,49.0,1.0,1H
61351,force,Acer,saccharum,lod,2010.0,124.0,486.0219909667965,202.94424438476608,38.0,1.0,1H
61352,force,Acer,saccharum,lod,2009.0,252.0,3006.0934631347795,2074.8580871582185,49.0,2.0,2A
61353,force,Acer,saccharum,lod,2010.0,138.0,672.7508789062487,319.6731323242182,38.0,2.0,2A
61354,force,Acer,saccharum,lod,2009.0,126.0,561.8058715820348,260.5704956054733,49.0,2.0,2B
61355,force,Acer,saccharum,lod,2010.0,117.0,399.3389892578113,151.26124267578086,38.0,2.0,2B
