site,plot,event,year,doy,date,genus
clarkharvard,G03,lod,2012,Acer,rubrum,198
clarkharvard,G03,lod,2012,Acer,rubrum,207
clarkharvard,G03,lod,2012,Acer,rubrum,207
clarkharvard,G03,lod,2012,Acer,rubrum,207
clarkharvard,G03,lod,2012,Acer,rubrum,207
clarkharvard,G03,lod,2012,Acer,rubrum,207
clarkharvard,G03,lod,2012,Acer,rubrum,207
clarkharvard,G03,lod,2012,Acer,rubrum,207
clarkharvard,G03,lod,2012,Acer,rubrum,207
clarkharvard,G03,lod,2012,Acer,rubrum,207
clarkharvard,G03,lod,2012,Acer,rubrum,207
clarkharvard,G03,lod,2012,Acer,rubrum,207
clarkharvard,G03,lod,2012,Acer,rubrum,207
clarkharvard,G03,lod,2012,Acer,rubrum,207
clarkharvard,G03,lod,2012,Acer,rubrum,207
clarkharvard,G03,lod,2012,Acer,rubrum,207
clarkharvard,G03,lod,2012,Acer,rubrum,207
clarkharvard,G04,bbd,2010,Acer,rubrum,105
clarkharvard,G04,bbd,2010,Acer,rubrum,214
clarkharvard,G04,bbd,2010,Acer,rubrum,167
clarkharvard,G04,bbd,2010,Acer,rubrum,105
clarkharvard,G04,bbd,2010,Acer,rubrum,111
clarkharvard,G04,bbd,2010,Acer,rubrum,144
clarkharvard,G04,bbd,2010,Acer,rubrum,105
clarkharvard,G04,bbd,2010,Acer,rubrum,111
clarkharvard,G04,bbd,2011,Acer,rubrum,110
clarkharvard,G04,bbd,2011,Acer,rubrum,110
clarkharvard,G04,bbd,2011,Acer,rubrum,125
clarkharvard,G04,bbd,2011,Acer,rubrum,110
clarkharvard,G04,bbd,2011,Acer,rubrum,110
clarkharvard,G04,bbd,2011,Acer,rubrum,110
clarkharvard,G04,bbd,2012,Acer,rubrum,94
clarkharvard,G04,bbd,2012,Acer,rubrum,108
clarkharvard,G04,bbd,2012,Acer,rubrum,103
clarkharvard,G04,bbd,2012,Acer,rubrum,86
clarkharvard,G04,bbd,2012,Acer,rubrum,94
clarkharvard,G04,bbd,2012,Acer,rubrum,94
clarkharvard,G04,bbd,2012,Acer,rubrum,94
clarkharvard,G04,bbd,2012,Acer,rubrum,130
clarkharvard,G04,bbd,2012,Acer,rubrum,86
clarkharvard,G04,bbd,2012,Acer,rubrum,94
clarkharvard,G04,bbd,2012,Acer,rubrum,103
clarkharvard,G04,bbd,2012,Acer,rubrum,94
clarkharvard,G04,bbd,2012,Acer,rubrum,94
clarkharvard,G04,bbd,2012,Acer,rubrum,94
clarkharvard,G04,bbd,2012,Acer,rubrum,94
clarkharvard,G04,bbd,2012,Acer,rubrum,94
clarkharvard,G04,bbd,2012,Acer,rubrum,94
clarkharvard,G04,bbd,2012,Acer,rubrum,108
clarkharvard,G04,bbd,2012,Acer,rubrum,103
clarkharvard,G04,bbd,2012,Acer,rubrum,108
clarkharvard,G04,bbd,2012,Acer,rubrum,108
clarkharvard,G04,lud,2010,Acer,rubrum,137
clarkharvard,G04,lud,2010,Acer,rubrum,120
clarkharvard,G04,lud,2010,Acer,rubrum,137
clarkharvard,G04,lud,2010,Acer,rubrum,120
clarkharvard,G04,lud,2010,Acer,rubrum,137
clarkharvard,G04,lud,2010,Acer,rubrum,120
clarkharvard,G04,lud,2010,Acer,rubrum,137
clarkharvard,G04,lud,2010,Acer,rubrum,105
clarkharvard,G04,lud,2010,Acer,rubrum,137
clarkharvard,G04,lud,2010,Acer,rubrum,111
clarkharvard,G04,lud,2010,Acer,rubrum,167
clarkharvard,G04,lud,2010,Acer,rubrum,105
clarkharvard,G04,lud,2010,Acer,rubrum,105
clarkharvard,G04,lud,2010,Acer,rubrum,111
clarkharvard,G04,lud,2010,Acer,rubrum,105
clarkharvard,G04,lud,2010,Acer,rubrum,105
clarkharvard,G04,lud,2010,Acer,rubrum,137
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,125
clarkharvard,G04,lud,2011,Acer,rubrum,146
clarkharvard,G04,lud,2012,Acer,rubrum,103
clarkharvard,G04,lud,2012,Acer,rubrum,125
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,103
clarkharvard,G04,lud,2012,Acer,rubrum,130
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,103
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,103
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,125
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,103
clarkharvard,G04,lud,2012,Acer,rubrum,130
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,125
clarkharvard,G04,lud,2012,Acer,rubrum,108
clarkharvard,G04,lud,2012,Acer,rubrum,125
clarkharvard,G04,lod,2010,Acer,rubrum,144
clarkharvard,G04,lod,2010,Acer,rubrum,144
clarkharvard,G04,lod,2010,Acer,rubrum,144
clarkharvard,G04,lod,2010,Acer,rubrum,188
clarkharvard,G04,lod,2010,Acer,rubrum,188
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,164
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,207
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,207
clarkharvard,G04,lod,2011,Acer,rubrum,207
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,207
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,164
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,164
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2011,Acer,rubrum,164
clarkharvard,G04,lod,2011,Acer,rubrum,146
clarkharvard,G04,lod,2012,Acer,rubrum,198
clarkharvard,G04,lod,2012,Acer,rubrum,198
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,198
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,198
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,198
clarkharvard,G04,lod,2012,Acer,rubrum,198
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,198
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,198
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,198
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,198
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,198
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G04,lod,2012,Acer,rubrum,152
clarkharvard,G05,bbd,2010,Acer,rubrum,167
clarkharvard,G05,bbd,2011,Acer,rubrum,110
clarkharvard,G05,bbd,2012,Acer,rubrum,108
clarkharvard,G05,bbd,2012,Acer,rubrum,94
clarkharvard,G05,bbd,2012,Acer,rubrum,103
clarkharvard,G05,bbd,2012,Acer,rubrum,103
clarkharvard,G05,bbd,2012,Acer,rubrum,108
clarkharvard,G05,bbd,2012,Acer,rubrum,108
clarkharvard,G05,lud,2010,Acer,rubrum,105
clarkharvard,G05,lud,2010,Acer,rubrum,120
clarkharvard,G05,lud,2010,Acer,rubrum,111
clarkharvard,G05,lud,2010,Acer,rubrum,111
clarkharvard,G05,lud,2010,Acer,rubrum,105
clarkharvard,G05,lud,2010,Acer,rubrum,120
clarkharvard,G05,lud,2010,Acer,rubrum,111
clarkharvard,G05,lud,2010,Acer,rubrum,105
clarkharvard,G05,lud,2010,Acer,rubrum,144
clarkharvard,G05,lud,2010,Acer,rubrum,144
clarkharvard,G05,lud,2010,Acer,rubrum,137
clarkharvard,G05,lud,2011,Acer,rubrum,125
clarkharvard,G05,lud,2011,Acer,rubrum,125
clarkharvard,G05,lud,2011,Acer,rubrum,125
clarkharvard,G05,lud,2011,Acer,rubrum,125
clarkharvard,G05,lud,2011,Acer,rubrum,125
clarkharvard,G05,lud,2011,Acer,rubrum,125
clarkharvard,G05,lud,2012,Acer,rubrum,108
clarkharvard,G05,lud,2012,Acer,rubrum,108
clarkharvard,G05,lud,2012,Acer,rubrum,108
clarkharvard,G05,lud,2012,Acer,rubrum,108
clarkharvard,G05,lud,2012,Acer,rubrum,86
clarkharvard,G05,lud,2012,Acer,rubrum,86
clarkharvard,G05,lud,2012,Acer,rubrum,103
clarkharvard,G05,lud,2012,Acer,rubrum,108
clarkharvard,G05,lud,2012,Acer,rubrum,103
clarkharvard,G05,lud,2012,Acer,rubrum,108
clarkharvard,G05,lud,2012,Acer,rubrum,108
clarkharvard,G05,lud,2012,Acer,rubrum,125
clarkharvard,G05,lod,2011,Acer,rubrum,146
clarkharvard,G05,lod,2011,Acer,rubrum,146
clarkharvard,G05,lod,2011,Acer,rubrum,146
clarkharvard,G05,lod,2011,Acer,rubrum,164
clarkharvard,G05,lod,2011,Acer,rubrum,146
clarkharvard,G05,lod,2011,Acer,rubrum,164
clarkharvard,G05,lod,2011,Acer,rubrum,146
clarkharvard,G05,lod,2011,Acer,rubrum,146
clarkharvard,G05,lod,2011,Acer,rubrum,146
clarkharvard,G05,lod,2011,Acer,rubrum,164
clarkharvard,G05,lod,2011,Acer,rubrum,207
clarkharvard,G05,lod,2011,Acer,rubrum,146
clarkharvard,G05,lod,2012,Acer,rubrum,152
clarkharvard,G05,lod,2012,Acer,rubrum,152
clarkharvard,G05,lod,2012,Acer,rubrum,152
clarkharvard,G05,lod,2012,Acer,rubrum,198
clarkharvard,G05,lod,2012,Acer,rubrum,198
clarkharvard,G05,lod,2012,Acer,rubrum,152
clarkharvard,G05,lod,2012,Acer,rubrum,152
clarkharvard,G05,lod,2012,Acer,rubrum,152
clarkharvard,G05,lod,2012,Acer,rubrum,152
clarkharvard,G05,lod,2012,Acer,rubrum,152
clarkharvard,G05,lod,2012,Acer,rubrum,152
clarkharvard,G05,lod,2012,Acer,rubrum,152
clarkharvard,G06,bbd,2010,Acer,rubrum,214
clarkharvard,G06,bbd,2011,Acer,rubrum,110
clarkharvard,G06,bbd,2011,Acer,rubrum,110
clarkharvard,G06,bbd,2012,Acer,rubrum,108
clarkharvard,G06,bbd,2012,Acer,rubrum,94
clarkharvard,G06,bbd,2012,Acer,rubrum,86
clarkharvard,G06,bbd,2012,Acer,rubrum,108
clarkharvard,G06,bbd,2012,Acer,rubrum,103
clarkharvard,G06,bbd,2012,Acer,rubrum,103
clarkharvard,G06,bbd,2012,Acer,rubrum,103
clarkharvard,G06,bbd,2012,Acer,rubrum,125
clarkharvard,G06,bbd,2012,Acer,rubrum,108
clarkharvard,G06,lud,2010,Acer,rubrum,167
clarkharvard,G06,lud,2010,Acer,rubrum,167
clarkharvard,G06,lud,2010,Acer,rubrum,167
clarkharvard,G06,lud,2010,Acer,rubrum,105
clarkharvard,G06,lud,2010,Acer,rubrum,214
clarkharvard,G06,lud,2010,Acer,rubrum,214
clarkharvard,G06,lud,2010,Acer,rubrum,214
clarkharvard,G06,lud,2011,Acer,rubrum,125
clarkharvard,G06,lud,2011,Acer,rubrum,164
clarkharvard,G06,lud,2011,Acer,rubrum,125
clarkharvard,G06,lud,2011,Acer,rubrum,125
clarkharvard,G06,lud,2011,Acer,rubrum,125
clarkharvard,G06,lud,2011,Acer,rubrum,125
clarkharvard,G06,lud,2011,Acer,rubrum,125
clarkharvard,G06,lud,2011,Acer,rubrum,125
clarkharvard,G06,lud,2011,Acer,rubrum,125
clarkharvard,G06,lud,2011,Acer,rubrum,125
clarkharvard,G06,lud,2011,Acer,rubrum,125
clarkharvard,G06,lud,2011,Acer,rubrum,125
clarkharvard,G06,lud,2011,Acer,rubrum,125
clarkharvard,G06,lud,2011,Acer,rubrum,125
clarkharvard,G06,lud,2012,Acer,rubrum,108
clarkharvard,G06,lud,2012,Acer,rubrum,125
clarkharvard,G06,lud,2012,Acer,rubrum,103
clarkharvard,G06,lud,2012,Acer,rubrum,108
clarkharvard,G06,lud,2012,Acer,rubrum,108
clarkharvard,G06,lud,2012,Acer,rubrum,108
clarkharvard,G06,lud,2012,Acer,rubrum,108
clarkharvard,G06,lud,2012,Acer,rubrum,125
clarkharvard,G06,lud,2012,Acer,rubrum,108
clarkharvard,G06,lud,2012,Acer,rubrum,103
clarkharvard,G06,lud,2012,Acer,rubrum,108
clarkharvard,G06,lud,2012,Acer,rubrum,125
clarkharvard,G06,lud,2012,Acer,rubrum,108
clarkharvard,G06,lud,2012,Acer,rubrum,108
clarkharvard,G06,lud,2012,Acer,rubrum,125
clarkharvard,G06,lud,2012,Acer,rubrum,125
clarkharvard,G06,lud,2012,Acer,rubrum,108
clarkharvard,G06,lud,2012,Acer,rubrum,125
clarkharvard,G06,lud,2012,Acer,rubrum,125
clarkharvard,G06,lod,2010,Acer,rubrum,167
clarkharvard,G06,lod,2010,Acer,rubrum,214
clarkharvard,G06,lod,2010,Acer,rubrum,144
clarkharvard,G06,lod,2010,Acer,rubrum,214
clarkharvard,G06,lod,2011,Acer,rubrum,146
clarkharvard,G06,lod,2011,Acer,rubrum,164
clarkharvard,G06,lod,2011,Acer,rubrum,207
clarkharvard,G06,lod,2011,Acer,rubrum,207
clarkharvard,G06,lod,2011,Acer,rubrum,207
clarkharvard,G06,lod,2011,Acer,rubrum,207
clarkharvard,G06,lod,2011,Acer,rubrum,207
clarkharvard,G06,lod,2011,Acer,rubrum,207
clarkharvard,G06,lod,2011,Acer,rubrum,164
clarkharvard,G06,lod,2011,Acer,rubrum,164
clarkharvard,G06,lod,2011,Acer,rubrum,164
clarkharvard,G06,lod,2011,Acer,rubrum,146
clarkharvard,G06,lod,2011,Acer,rubrum,164
clarkharvard,G06,lod,2011,Acer,rubrum,164
clarkharvard,G06,lod,2011,Acer,rubrum,146
clarkharvard,G06,lod,2011,Acer,rubrum,146
clarkharvard,G06,lod,2011,Acer,rubrum,146
clarkharvard,G06,lod,2012,Acer,rubrum,130
clarkharvard,G06,lod,2012,Acer,rubrum,198
clarkharvard,G06,lod,2012,Acer,rubrum,198
clarkharvard,G06,lod,2012,Acer,rubrum,198
clarkharvard,G06,lod,2012,Acer,rubrum,152
clarkharvard,G06,lod,2012,Acer,rubrum,198
clarkharvard,G06,lod,2012,Acer,rubrum,130
clarkharvard,G06,lod,2012,Acer,rubrum,198
clarkharvard,G06,lod,2012,Acer,rubrum,130
clarkharvard,G06,lod,2012,Acer,rubrum,130
clarkharvard,G06,lod,2012,Acer,rubrum,198
clarkharvard,G06,lod,2012,Acer,rubrum,152
clarkharvard,G06,lod,2012,Acer,rubrum,130
clarkharvard,G06,lod,2012,Acer,rubrum,152
clarkharvard,G06,lod,2012,Acer,rubrum,130
clarkharvard,G06,lod,2012,Acer,rubrum,130
clarkharvard,G06,lod,2012,Acer,rubrum,130
clarkharvard,G06,lod,2012,Acer,rubrum,198
clarkharvard,G06,lod,2012,Acer,rubrum,198
clarkharvard,G06,lod,2012,Acer,rubrum,198
clarkharvard,G06,lod,2012,Acer,rubrum,226
clarkharvard,G06,lod,2012,Acer,rubrum,198
clarkharvard,G06,lod,2012,Acer,rubrum,198
clarkharvard,G06,lod,2012,Acer,rubrum,130
clarkharvard,G07,bbd,2010,Acer,rubrum,105
clarkharvard,G07,bbd,2010,Acer,rubrum,105
clarkharvard,G07,bbd,2011,Acer,rubrum,207
clarkharvard,G07,bbd,2011,Acer,rubrum,125
clarkharvard,G07,bbd,2011,Acer,rubrum,110
clarkharvard,G07,bbd,2012,Acer,rubrum,108
clarkharvard,G07,bbd,2012,Acer,rubrum,94
clarkharvard,G07,bbd,2012,Acer,rubrum,103
clarkharvard,G07,bbd,2012,Acer,rubrum,103
clarkharvard,G07,bbd,2012,Acer,rubrum,103
clarkharvard,G07,bbd,2012,Acer,rubrum,130
clarkharvard,G07,bbd,2012,Acer,rubrum,103
clarkharvard,G07,bbd,2012,Acer,rubrum,103
clarkharvard,G07,bbd,2012,Acer,rubrum,108
clarkharvard,G07,lud,2010,Acer,rubrum,144
clarkharvard,G07,lud,2010,Acer,rubrum,105
clarkharvard,G07,lud,2010,Acer,rubrum,120
clarkharvard,G07,lud,2010,Acer,rubrum,111
clarkharvard,G07,lud,2010,Acer,rubrum,144
clarkharvard,G07,lud,2011,Acer,rubrum,125
clarkharvard,G07,lud,2011,Acer,rubrum,125
clarkharvard,G07,lud,2011,Acer,rubrum,125
clarkharvard,G07,lud,2011,Acer,rubrum,125
clarkharvard,G07,lud,2011,Acer,rubrum,125
clarkharvard,G07,lud,2011,Acer,rubrum,125
clarkharvard,G07,lud,2011,Acer,rubrum,125
clarkharvard,G07,lud,2011,Acer,rubrum,125
clarkharvard,G07,lud,2011,Acer,rubrum,125
clarkharvard,G07,lud,2012,Acer,rubrum,130
clarkharvard,G07,lud,2012,Acer,rubrum,125
clarkharvard,G07,lud,2012,Acer,rubrum,125
clarkharvard,G07,lud,2012,Acer,rubrum,108
clarkharvard,G07,lud,2012,Acer,rubrum,108
clarkharvard,G07,lud,2012,Acer,rubrum,108
clarkharvard,G07,lud,2012,Acer,rubrum,125
clarkharvard,G07,lud,2012,Acer,rubrum,108
clarkharvard,G07,lud,2012,Acer,rubrum,108
clarkharvard,G07,lud,2012,Acer,rubrum,108
clarkharvard,G07,lud,2012,Acer,rubrum,125
clarkharvard,G07,lud,2012,Acer,rubrum,108
clarkharvard,G07,lud,2012,Acer,rubrum,108
clarkharvard,G07,lod,2010,Acer,rubrum,214
clarkharvard,G07,lod,2010,Acer,rubrum,144
clarkharvard,G07,lod,2011,Acer,rubrum,207
clarkharvard,G07,lod,2011,Acer,rubrum,164
clarkharvard,G07,lod,2011,Acer,rubrum,146
clarkharvard,G07,lod,2011,Acer,rubrum,146
clarkharvard,G07,lod,2011,Acer,rubrum,164
clarkharvard,G07,lod,2011,Acer,rubrum,164
clarkharvard,G07,lod,2011,Acer,rubrum,207
clarkharvard,G07,lod,2011,Acer,rubrum,164
clarkharvard,G07,lod,2011,Acer,rubrum,164
clarkharvard,G07,lod,2011,Acer,rubrum,164
clarkharvard,G07,lod,2011,Acer,rubrum,164
clarkharvard,G07,lod,2011,Acer,rubrum,164
clarkharvard,G07,lod,2011,Acer,rubrum,164
clarkharvard,G07,lod,2011,Acer,rubrum,164
clarkharvard,G07,lod,2012,Acer,rubrum,198
clarkharvard,G07,lod,2012,Acer,rubrum,152
clarkharvard,G07,lod,2012,Acer,rubrum,198
clarkharvard,G07,lod,2012,Acer,rubrum,198
clarkharvard,G07,lod,2012,Acer,rubrum,198
clarkharvard,G07,lod,2012,Acer,rubrum,152
clarkharvard,G07,lod,2012,Acer,rubrum,198
clarkharvard,G07,lod,2012,Acer,rubrum,152
clarkharvard,G07,lod,2012,Acer,rubrum,198
clarkharvard,G07,lod,2012,Acer,rubrum,198
clarkharvard,G07,lod,2012,Acer,rubrum,198
clarkharvard,G07,lod,2012,Acer,rubrum,198
clarkharvard,G07,lod,2012,Acer,rubrum,198
clarkharvard,G07,lod,2012,Acer,rubrum,198
clarkharvard,G07,lod,2012,Acer,rubrum,198
clarkharvard,G07,lod,2012,Acer,rubrum,198
clarkharvard,G07,lod,2012,Acer,rubrum,152
clarkharvard,G07,lod,2012,Acer,rubrum,152
clarkharvard,G07,lod,2012,Acer,rubrum,198
clarkharvard,G07,lod,2012,Acer,rubrum,152
clarkharvard,G07,lod,2012,Acer,rubrum,152
clarkharvard,G08,bbd,2011,Acer,rubrum,110
clarkharvard,G08,bbd,2011,Acer,rubrum,110
clarkharvard,G08,bbd,2011,Acer,rubrum,110
clarkharvard,G08,bbd,2012,Acer,rubrum,103
clarkharvard,G08,bbd,2012,Acer,rubrum,86
clarkharvard,G08,bbd,2012,Acer,rubrum,103
clarkharvard,G08,bbd,2012,Acer,rubrum,86
clarkharvard,G08,bbd,2012,Acer,rubrum,86
clarkharvard,G08,bbd,2012,Acer,rubrum,86
clarkharvard,G08,bbd,2012,Acer,rubrum,108
clarkharvard,G08,lud,2010,Acer,rubrum,137
clarkharvard,G08,lud,2010,Acer,rubrum,214
clarkharvard,G08,lud,2010,Acer,rubrum,105
clarkharvard,G08,lud,2010,Acer,rubrum,105
clarkharvard,G08,lud,2011,Acer,rubrum,125
clarkharvard,G08,lud,2011,Acer,rubrum,125
clarkharvard,G08,lud,2011,Acer,rubrum,125
clarkharvard,G08,lud,2011,Acer,rubrum,125
clarkharvard,G08,lud,2011,Acer,rubrum,125
clarkharvard,G08,lud,2011,Acer,rubrum,125
clarkharvard,G08,lud,2011,Acer,rubrum,125
clarkharvard,G08,lud,2011,Acer,rubrum,125
clarkharvard,G08,lud,2011,Acer,rubrum,125
clarkharvard,G08,lud,2012,Acer,rubrum,108
clarkharvard,G08,lud,2012,Acer,rubrum,108
clarkharvard,G08,lud,2012,Acer,rubrum,108
clarkharvard,G08,lud,2012,Acer,rubrum,108
clarkharvard,G08,lud,2012,Acer,rubrum,86
clarkharvard,G08,lud,2012,Acer,rubrum,103
clarkharvard,G08,lud,2012,Acer,rubrum,108
clarkharvard,G08,lud,2012,Acer,rubrum,103
clarkharvard,G08,lud,2012,Acer,rubrum,125
clarkharvard,G08,lud,2012,Acer,rubrum,125
clarkharvard,G08,lud,2012,Acer,rubrum,103
clarkharvard,G08,lud,2012,Acer,rubrum,108
clarkharvard,G08,lud,2012,Acer,rubrum,108
clarkharvard,G08,lud,2012,Acer,rubrum,103
clarkharvard,G08,lod,2010,Acer,rubrum,144
clarkharvard,G08,lod,2010,Acer,rubrum,214
clarkharvard,G08,lod,2010,Acer,rubrum,214
clarkharvard,G08,lod,2010,Acer,rubrum,214
clarkharvard,G08,lod,2010,Acer,rubrum,214
clarkharvard,G08,lod,2010,Acer,rubrum,214
clarkharvard,G08,lod,2010,Acer,rubrum,214
clarkharvard,G08,lod,2011,Acer,rubrum,207
clarkharvard,G08,lod,2011,Acer,rubrum,164
clarkharvard,G08,lod,2011,Acer,rubrum,146
clarkharvard,G08,lod,2011,Acer,rubrum,207
clarkharvard,G08,lod,2011,Acer,rubrum,207
clarkharvard,G08,lod,2011,Acer,rubrum,146
clarkharvard,G08,lod,2011,Acer,rubrum,146
clarkharvard,G08,lod,2011,Acer,rubrum,146
clarkharvard,G08,lod,2011,Acer,rubrum,146
clarkharvard,G08,lod,2011,Acer,rubrum,207
clarkharvard,G08,lod,2011,Acer,rubrum,146
clarkharvard,G08,lod,2011,Acer,rubrum,207
clarkharvard,G08,lod,2011,Acer,rubrum,146
clarkharvard,G08,lod,2012,Acer,rubrum,130
clarkharvard,G08,lod,2012,Acer,rubrum,130
clarkharvard,G08,lod,2012,Acer,rubrum,198
clarkharvard,G08,lod,2012,Acer,rubrum,130
clarkharvard,G08,lod,2012,Acer,rubrum,198
clarkharvard,G08,lod,2012,Acer,rubrum,130
clarkharvard,G08,lod,2012,Acer,rubrum,152
clarkharvard,G08,lod,2012,Acer,rubrum,130
clarkharvard,G08,lod,2012,Acer,rubrum,130
clarkharvard,G08,lod,2012,Acer,rubrum,130
clarkharvard,G08,lod,2012,Acer,rubrum,198
clarkharvard,G08,lod,2012,Acer,rubrum,130
clarkharvard,G08,lod,2012,Acer,rubrum,198
clarkharvard,G08,lod,2012,Acer,rubrum,130
clarkharvard,G08,lod,2012,Acer,rubrum,198
clarkharvard,G08,lod,2012,Acer,rubrum,198
clarkharvard,G08,lod,2012,Acer,rubrum,130
clarkharvard,G08,lod,2012,Acer,rubrum,198
clarkharvard,G08,lod,2012,Acer,rubrum,198
clarkharvard,G08,lod,2012,Acer,rubrum,198
clarkharvard,G08,lod,2012,Acer,rubrum,130
clarkharvard,G08,lod,2012,Acer,rubrum,130
clarkharvard,G09,bbd,2012,Acer,rubrum,103
clarkharvard,G09,bbd,2012,Acer,rubrum,108
clarkharvard,G09,bbd,2012,Acer,rubrum,108
clarkharvard,G09,bbd,2012,Acer,rubrum,103
clarkharvard,G09,bbd,2012,Acer,rubrum,86
clarkharvard,G09,bbd,2012,Acer,rubrum,86
clarkharvard,G09,bbd,2012,Acer,rubrum,86
clarkharvard,G09,bbd,2012,Acer,rubrum,103
clarkharvard,G09,bbd,2012,Acer,rubrum,86
