site,plot,event,year,doy,date,genus
clarkharvard,G09,bbd,2012,Acer,rubrum,94
clarkharvard,G09,bbd,2012,Acer,rubrum,108
clarkharvard,G09,bbd,2012,Acer,rubrum,86
clarkharvard,G09,bbd,2012,Acer,rubrum,86
clarkharvard,G09,lud,2010,Acer,rubrum,111
clarkharvard,G09,lud,2010,Acer,rubrum,105
clarkharvard,G09,lud,2010,Acer,rubrum,167
clarkharvard,G09,lud,2010,Acer,rubrum,105
clarkharvard,G09,lud,2010,Acer,rubrum,214
clarkharvard,G09,lud,2010,Acer,rubrum,105
clarkharvard,G09,lud,2010,Acer,rubrum,214
clarkharvard,G09,lud,2010,Acer,rubrum,105
clarkharvard,G09,lud,2010,Acer,rubrum,105
clarkharvard,G09,lud,2011,Acer,rubrum,125
clarkharvard,G09,lud,2011,Acer,rubrum,146
clarkharvard,G09,lud,2011,Acer,rubrum,146
clarkharvard,G09,lud,2011,Acer,rubrum,125
clarkharvard,G09,lud,2011,Acer,rubrum,125
clarkharvard,G09,lud,2011,Acer,rubrum,125
clarkharvard,G09,lud,2011,Acer,rubrum,125
clarkharvard,G09,lud,2011,Acer,rubrum,125
clarkharvard,G09,lud,2011,Acer,rubrum,125
clarkharvard,G09,lud,2011,Acer,rubrum,125
clarkharvard,G09,lud,2011,Acer,rubrum,146
clarkharvard,G09,lud,2011,Acer,rubrum,125
clarkharvard,G09,lud,2011,Acer,rubrum,125
clarkharvard,G09,lud,2011,Acer,rubrum,125
clarkharvard,G09,lud,2011,Acer,rubrum,125
clarkharvard,G09,lud,2011,Acer,rubrum,125
clarkharvard,G09,lud,2011,Acer,rubrum,125
clarkharvard,G09,lud,2012,Acer,rubrum,108
clarkharvard,G09,lud,2012,Acer,rubrum,108
clarkharvard,G09,lud,2012,Acer,rubrum,108
clarkharvard,G09,lud,2012,Acer,rubrum,108
clarkharvard,G09,lud,2012,Acer,rubrum,103
clarkharvard,G09,lud,2012,Acer,rubrum,103
clarkharvard,G09,lud,2012,Acer,rubrum,94
clarkharvard,G09,lud,2012,Acer,rubrum,103
clarkharvard,G09,lud,2012,Acer,rubrum,103
clarkharvard,G09,lud,2012,Acer,rubrum,108
clarkharvard,G09,lud,2012,Acer,rubrum,108
clarkharvard,G09,lud,2012,Acer,rubrum,94
clarkharvard,G09,lud,2012,Acer,rubrum,108
clarkharvard,G09,lud,2012,Acer,rubrum,108
clarkharvard,G09,lud,2012,Acer,rubrum,125
clarkharvard,G09,lud,2012,Acer,rubrum,108
clarkharvard,G09,lud,2012,Acer,rubrum,125
clarkharvard,G09,lud,2012,Acer,rubrum,103
clarkharvard,G09,lud,2012,Acer,rubrum,94
clarkharvard,G09,lud,2012,Acer,rubrum,108
clarkharvard,G09,lod,2010,Acer,rubrum,137
clarkharvard,G09,lod,2010,Acer,rubrum,214
clarkharvard,G09,lod,2010,Acer,rubrum,214
clarkharvard,G09,lod,2010,Acer,rubrum,137
clarkharvard,G09,lod,2010,Acer,rubrum,214
clarkharvard,G09,lod,2011,Acer,rubrum,207
clarkharvard,G09,lod,2011,Acer,rubrum,207
clarkharvard,G09,lod,2011,Acer,rubrum,207
clarkharvard,G09,lod,2011,Acer,rubrum,164
clarkharvard,G09,lod,2011,Acer,rubrum,146
clarkharvard,G09,lod,2011,Acer,rubrum,207
clarkharvard,G09,lod,2011,Acer,rubrum,146
clarkharvard,G09,lod,2011,Acer,rubrum,164
clarkharvard,G09,lod,2011,Acer,rubrum,164
clarkharvard,G09,lod,2011,Acer,rubrum,207
clarkharvard,G09,lod,2011,Acer,rubrum,207
clarkharvard,G09,lod,2011,Acer,rubrum,207
clarkharvard,G09,lod,2011,Acer,rubrum,207
clarkharvard,G09,lod,2011,Acer,rubrum,164
clarkharvard,G09,lod,2011,Acer,rubrum,146
clarkharvard,G09,lod,2011,Acer,rubrum,207
clarkharvard,G09,lod,2011,Acer,rubrum,146
clarkharvard,G09,lod,2011,Acer,rubrum,146
clarkharvard,G09,lod,2011,Acer,rubrum,164
clarkharvard,G09,lod,2012,Acer,rubrum,198
clarkharvard,G09,lod,2012,Acer,rubrum,198
clarkharvard,G09,lod,2012,Acer,rubrum,226
clarkharvard,G09,lod,2012,Acer,rubrum,152
clarkharvard,G09,lod,2012,Acer,rubrum,152
clarkharvard,G09,lod,2012,Acer,rubrum,152
clarkharvard,G09,lod,2012,Acer,rubrum,152
clarkharvard,G09,lod,2012,Acer,rubrum,198
clarkharvard,G09,lod,2012,Acer,rubrum,152
clarkharvard,G09,lod,2012,Acer,rubrum,130
clarkharvard,G09,lod,2012,Acer,rubrum,130
clarkharvard,G09,lod,2012,Acer,rubrum,130
clarkharvard,G09,lod,2012,Acer,rubrum,198
clarkharvard,G09,lod,2012,Acer,rubrum,152
clarkharvard,G09,lod,2012,Acer,rubrum,152
clarkharvard,G09,lod,2012,Acer,rubrum,130
clarkharvard,G09,lod,2012,Acer,rubrum,198
clarkharvard,G09,lod,2012,Acer,rubrum,130
clarkharvard,G09,lod,2012,Acer,rubrum,130
clarkharvard,G09,lod,2012,Acer,rubrum,152
clarkharvard,G09,lod,2012,Acer,rubrum,130
clarkharvard,G09,lod,2012,Acer,rubrum,130
clarkharvard,G09,lod,2012,Acer,rubrum,130
clarkharvard,G09,lod,2012,Acer,rubrum,152
clarkharvard,G09,lod,2012,Acer,rubrum,130
clarkharvard,G09,lod,2012,Acer,rubrum,198
clarkharvard,G09,lod,2012,Acer,rubrum,152
clarkharvard,G10,bbd,2012,Acer,rubrum,108
clarkharvard,G10,bbd,2012,Acer,rubrum,103
clarkharvard,G10,lud,2011,Acer,rubrum,146
clarkharvard,G10,lud,2011,Acer,rubrum,146
clarkharvard,G10,lud,2011,Acer,rubrum,146
clarkharvard,G10,lud,2011,Acer,rubrum,146
clarkharvard,G10,lud,2011,Acer,rubrum,146
clarkharvard,G10,lud,2011,Acer,rubrum,125
clarkharvard,G10,lud,2012,Acer,rubrum,108
clarkharvard,G10,lud,2012,Acer,rubrum,108
clarkharvard,G10,lud,2012,Acer,rubrum,108
clarkharvard,G10,lud,2012,Acer,rubrum,108
clarkharvard,G10,lod,2011,Acer,rubrum,207
clarkharvard,G10,lod,2011,Acer,rubrum,207
clarkharvard,G10,lod,2011,Acer,rubrum,207
clarkharvard,G10,lod,2011,Acer,rubrum,207
clarkharvard,G10,lod,2011,Acer,rubrum,164
clarkharvard,G10,lod,2012,Acer,rubrum,198
clarkharvard,G10,lod,2012,Acer,rubrum,152
clarkharvard,G10,lod,2012,Acer,rubrum,152
clarkharvard,G10,lod,2012,Acer,rubrum,152
clarkharvard,G11,bbd,2011,Acer,rubrum,125
clarkharvard,G11,bbd,2011,Acer,rubrum,125
clarkharvard,G11,bbd,2011,Acer,rubrum,146
clarkharvard,G11,bbd,2012,Acer,rubrum,130
clarkharvard,G11,bbd,2012,Acer,rubrum,103
clarkharvard,G11,bbd,2012,Acer,rubrum,86
clarkharvard,G11,bbd,2012,Acer,rubrum,108
clarkharvard,G11,bbd,2012,Acer,rubrum,108
clarkharvard,G11,bbd,2012,Acer,rubrum,108
clarkharvard,G11,bbd,2012,Acer,rubrum,125
clarkharvard,G11,bbd,2012,Acer,rubrum,125
clarkharvard,G11,lud,2011,Acer,rubrum,146
clarkharvard,G11,lud,2011,Acer,rubrum,125
clarkharvard,G11,lud,2011,Acer,rubrum,125
clarkharvard,G11,lud,2011,Acer,rubrum,125
clarkharvard,G11,lud,2011,Acer,rubrum,125
clarkharvard,G11,lud,2011,Acer,rubrum,125
clarkharvard,G11,lud,2011,Acer,rubrum,125
clarkharvard,G11,lud,2011,Acer,rubrum,125
clarkharvard,G11,lud,2011,Acer,rubrum,125
clarkharvard,G11,lud,2011,Acer,rubrum,125
clarkharvard,G11,lud,2011,Acer,rubrum,125
clarkharvard,G11,lud,2011,Acer,rubrum,125
clarkharvard,G11,lud,2011,Acer,rubrum,146
clarkharvard,G11,lud,2011,Acer,rubrum,125
clarkharvard,G11,lud,2011,Acer,rubrum,125
clarkharvard,G11,lud,2011,Acer,rubrum,125
clarkharvard,G11,lud,2011,Acer,rubrum,125
clarkharvard,G11,lud,2011,Acer,rubrum,125
clarkharvard,G11,lud,2011,Acer,rubrum,125
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,130
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,130
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,130
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,125
clarkharvard,G11,lud,2012,Acer,rubrum,152
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,130
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lud,2012,Acer,rubrum,108
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,164
clarkharvard,G11,lod,2011,Acer,rubrum,164
clarkharvard,G11,lod,2011,Acer,rubrum,164
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,164
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,164
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,164
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,164
clarkharvard,G11,lod,2011,Acer,rubrum,164
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,164
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2011,Acer,rubrum,164
clarkharvard,G11,lod,2011,Acer,rubrum,207
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,198
clarkharvard,G11,lod,2012,Acer,rubrum,198
clarkharvard,G11,lod,2012,Acer,rubrum,198
clarkharvard,G11,lod,2012,Acer,rubrum,198
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,198
clarkharvard,G11,lod,2012,Acer,rubrum,198
clarkharvard,G11,lod,2012,Acer,rubrum,198
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,198
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,198
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,198
clarkharvard,G11,lod,2012,Acer,rubrum,198
clarkharvard,G11,lod,2012,Acer,rubrum,198
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,198
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,198
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,152
clarkharvard,G11,lod,2012,Acer,rubrum,198
clarkharvard,G12,bbd,2012,Acer,rubrum,152
clarkharvard,G12,lud,2012,Acer,rubrum,130
clarkharvard,G12,lud,2012,Acer,rubrum,108
clarkharvard,G12,lod,2012,Acer,rubrum,198
clarkharvard,G12,lod,2012,Acer,rubrum,198
clarkharvard,G12,lod,2012,Acer,rubrum,198
clarkharvard,G12,lod,2012,Acer,rubrum,198
clarkharvard,G12,lod,2012,Acer,rubrum,198
clarkharvard,G12,lod,2012,Acer,rubrum,198
clarkharvard,G12,lod,2012,Acer,rubrum,198
clarkharvard,G12,lod,2012,Acer,rubrum,152
clarkharvard,G12,lod,2012,Acer,rubrum,198
clarkharvard,G12,lod,2012,Acer,rubrum,198
clarkharvard,G12,lod,2012,Acer,rubrum,198
clarkharvard,S01,bbd,2010,Acer,rubrum,105
clarkharvard,S01,bbd,2010,Acer,rubrum,214
clarkharvard,S01,bbd,2010,Acer,rubrum,111
clarkharvard,S01,bbd,2010,Acer,rubrum,214
clarkharvard,S01,bbd,2010,Acer,rubrum,188
clarkharvard,S01,bbd,2010,Acer,rubrum,137
clarkharvard,S01,bbd,2010,Acer,rubrum,105
clarkharvard,S01,bbd,2010,Acer,rubrum,144
clarkharvard,S01,bbd,2010,Acer,rubrum,144
clarkharvard,S01,bbd,2011,Acer,rubrum,125
clarkharvard,S01,bbd,2011,Acer,rubrum,125
clarkharvard,S01,bbd,2011,Acer,rubrum,110
clarkharvard,S01,bbd,2011,Acer,rubrum,125
clarkharvard,S01,bbd,2011,Acer,rubrum,164
clarkharvard,S01,bbd,2011,Acer,rubrum,110
clarkharvard,S01,bbd,2011,Acer,rubrum,110
clarkharvard,S01,bbd,2011,Acer,rubrum,125
clarkharvard,S01,bbd,2011,Acer,rubrum,146
clarkharvard,S01,bbd,2011,Acer,rubrum,146
clarkharvard,S01,bbd,2012,Acer,rubrum,103
clarkharvard,S01,bbd,2012,Acer,rubrum,130
clarkharvard,S01,bbd,2012,Acer,rubrum,86
clarkharvard,S01,bbd,2012,Acer,rubrum,81
clarkharvard,S01,bbd,2012,Acer,rubrum,103
clarkharvard,S01,bbd,2012,Acer,rubrum,103
clarkharvard,S01,bbd,2012,Acer,rubrum,103
clarkharvard,S01,bbd,2012,Acer,rubrum,103
clarkharvard,S01,bbd,2012,Acer,rubrum,103
clarkharvard,S01,bbd,2012,Acer,rubrum,94
clarkharvard,S01,bbd,2012,Acer,rubrum,94
clarkharvard,S01,bbd,2012,Acer,rubrum,86
clarkharvard,S01,bbd,2012,Acer,rubrum,94
clarkharvard,S01,bbd,2012,Acer,rubrum,103
clarkharvard,S01,bbd,2012,Acer,rubrum,103
clarkharvard,S01,bbd,2012,Acer,rubrum,103
clarkharvard,S01,bbd,2012,Acer,rubrum,86
clarkharvard,S01,bbd,2012,Acer,rubrum,103
clarkharvard,S01,bbd,2012,Acer,rubrum,94
clarkharvard,S01,bbd,2012,Acer,rubrum,108
clarkharvard,S01,bbd,2012,Acer,rubrum,94
clarkharvard,S01,bbd,2012,Acer,rubrum,125
clarkharvard,S01,lud,2010,Acer,rubrum,111
clarkharvard,S01,lud,2010,Acer,rubrum,111
clarkharvard,S01,lud,2010,Acer,rubrum,105
clarkharvard,S01,lud,2010,Acer,rubrum,137
clarkharvard,S01,lud,2010,Acer,rubrum,137
clarkharvard,S01,lud,2010,Acer,rubrum,144
clarkharvard,S01,lud,2010,Acer,rubrum,105
clarkharvard,S01,lud,2010,Acer,rubrum,105
clarkharvard,S01,lud,2010,Acer,rubrum,111
clarkharvard,S01,lud,2010,Acer,rubrum,111
clarkharvard,S01,lud,2010,Acer,rubrum,120
clarkharvard,S01,lud,2010,Acer,rubrum,111
clarkharvard,S01,lud,2010,Acer,rubrum,105
clarkharvard,S01,lud,2010,Acer,rubrum,111
clarkharvard,S01,lud,2010,Acer,rubrum,120
clarkharvard,S01,lud,2010,Acer,rubrum,105
clarkharvard,S01,lud,2010,Acer,rubrum,105
clarkharvard,S01,lud,2010,Acer,rubrum,105
clarkharvard,S01,lud,2010,Acer,rubrum,105
clarkharvard,S01,lud,2010,Acer,rubrum,214
clarkharvard,S01,lud,2010,Acer,rubrum,105
clarkharvard,S01,lud,2010,Acer,rubrum,188
clarkharvard,S01,lud,2010,Acer,rubrum,111
clarkharvard,S01,lud,2010,Acer,rubrum,137
clarkharvard,S01,lud,2010,Acer,rubrum,120
clarkharvard,S01,lud,2010,Acer,rubrum,137
clarkharvard,S01,lud,2011,Acer,rubrum,125
clarkharvard,S01,lud,2011,Acer,rubrum,125
clarkharvard,S01,lud,2011,Acer,rubrum,125
clarkharvard,S01,lud,2011,Acer,rubrum,125
clarkharvard,S01,lud,2011,Acer,rubrum,125
clarkharvard,S01,lud,2011,Acer,rubrum,125
clarkharvard,S01,lud,2011,Acer,rubrum,125
clarkharvard,S01,lud,2011,Acer,rubrum,125
clarkharvard,S01,lud,2011,Acer,rubrum,125
clarkharvard,S01,lud,2011,Acer,rubrum,164
clarkharvard,S01,lud,2011,Acer,rubrum,125
clarkharvard,S01,lud,2011,Acer,rubrum,125
clarkharvard,S01,lud,2011,Acer,rubrum,125
clarkharvard,S01,lud,2011,Acer,rubrum,164
clarkharvard,S01,lud,2012,Acer,rubrum,86
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,103
clarkharvard,S01,lud,2012,Acer,rubrum,103
clarkharvard,S01,lud,2012,Acer,rubrum,86
clarkharvard,S01,lud,2012,Acer,rubrum,86
clarkharvard,S01,lud,2012,Acer,rubrum,125
clarkharvard,S01,lud,2012,Acer,rubrum,125
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,86
clarkharvard,S01,lud,2012,Acer,rubrum,86
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,86
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,103
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,86
clarkharvard,S01,lud,2012,Acer,rubrum,86
clarkharvard,S01,lud,2012,Acer,rubrum,125
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,103
clarkharvard,S01,lud,2012,Acer,rubrum,94
clarkharvard,S01,lud,2012,Acer,rubrum,86
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,103
clarkharvard,S01,lud,2012,Acer,rubrum,103
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,103
clarkharvard,S01,lud,2012,Acer,rubrum,125
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,152
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lud,2012,Acer,rubrum,108
clarkharvard,S01,lod,2010,Acer,rubrum,105
clarkharvard,S01,lod,2010,Acer,rubrum,188
clarkharvard,S01,lod,2010,Acer,rubrum,137
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,164
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,146
clarkharvard,S01,lod,2011,Acer,rubrum,207
clarkharvard,S01,lod,2012,Acer,rubrum,130
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,130
clarkharvard,S01,lod,2012,Acer,rubrum,130
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,130
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,130
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,130
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,130
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,130
clarkharvard,S01,lod,2012,Acer,rubrum,130
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,130
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,226
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,130
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,130
clarkharvard,S01,lod,2012,Acer,rubrum,198
clarkharvard,S01,lod,2012,Acer,rubrum,130
clarkharvard,S01,lod,2012,Acer,rubrum,130
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S01,lod,2012,Acer,rubrum,152
clarkharvard,S02,bbd,2010,Acer,rubrum,111
clarkharvard,S02,bbd,2010,Acer,rubrum,111
clarkharvard,S02,bbd,2010,Acer,rubrum,105
clarkharvard,S02,bbd,2010,Acer,rubrum,105
clarkharvard,S02,bbd,2010,Acer,rubrum,111
clarkharvard,S02,bbd,2010,Acer,rubrum,214
