plot,block,hum,temp,date,30 cm,15 cm,,plot,block,hum,temp,30 cm,15 cm,,,,temp,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,050721,17.2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,050721,17.8,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,050721,14.7,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,050721,17.4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,050721,16,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,050721,17.8,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,050721,14.6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,050721,19.6,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,050721,18.3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,050721,17.2,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,050721,21.4,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,050721,18.7,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,050721,15.2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,050721,18.8,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,050721,18.8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,050721,15.3,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,050721,12.8,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,050729,15.7,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,050729,18.4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,050729,17.7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,050729,12.7,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,050729,19.4,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,050729,13.3,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,050729,15.7,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,050729,13.4,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,050729,13.5,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,050729,17.3,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,050729,20.5,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,050729,18.3,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,050729,20.8,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,050729,11.5,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,050729,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,050729,13.4,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,050729,14.8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,050729,15.4,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,050729,17.3,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,050729,13.9,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,050729,19.9,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,050729,14.2,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,050729,16.5,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,050729,20.7,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,050729,18.5,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,050729,14.7,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,050729,15.9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,050729,18.1,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,050729,16.2,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,050729,12.4,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,050805,13.8,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,050805,17.2,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,050805,15.4,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,050805,10.4,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,050805,16.2,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,050805,13.5,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,050805,14.8,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,050805,11,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,050805,10.9,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,050805,15.6,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,050805,15.1,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,050805,19,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,050805,15.2,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,050805,10,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,050805,17.1,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,050805,12,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,050805,12.5,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,050805,11.2,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,050805,14.2,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,050805,11.4,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,050805,17.7,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,050805,11.9,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,050805,14.3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,050805,14.9,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,050805,14.1,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,050805,12.7,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,050805,13.1,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,050805,14,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,050805,13.8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,050805,10.2,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,050817,15.7,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,050817,16.3,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,050817,17.9,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,050817,14.3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,050817,19.8,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,050817,14,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,050817,15.6,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,050817,13.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,050817,13.7,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,050817,19.7,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,050817,20.9,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,050817,18.4,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,050817,19.8,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,050817,11.3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,050817,17.7,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,050817,13.4,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,050817,13,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,050817,15.3,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,050817,17.6,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,050817,13.5,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,050817,20,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,050817,14.3,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,050817,17.3,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,050817,20.7,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,050817,18.7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,050817,12.7,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,050817,17.6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,050817,17.4,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,050817,17.2,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,050817,13.1,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,050831,13.8,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,050831,15.8,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,050831,18.5,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,050831,13.2,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,050831,15.5,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,050831,15.2,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,050831,14.7,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,050831,13.6,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,050831,14.9,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,050831,16.2,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,050831,16.5,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,050831,16.2,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,050831,18.5,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,050831,14.2,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,050831,13,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,050831,12,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,050831,14,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,050831,15.1,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,050831,16.2,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,050831,13.8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,050831,15.3,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,050831,15.6,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,050831,16.4,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,050831,16.8,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,050831,15.9,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,050831,12.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,050831,16.1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,050831,14.4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,050831,14.9,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,050831,15.1,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,050912,33.7,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,050912,36,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,050912,33.8,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,050912,32.7,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,050912,35.3,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,050912,34.2,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,050912,31.2,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,050912,33.2,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,050912,34.1,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,050912,35.1,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,050912,32.8,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,050912,34.9,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,050912,34.2,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,050912,31.5,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,050912,36.1,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,050912,32.9,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,050912,33.9,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,050912,36,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,050912,34.1,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,050912,34,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,050912,33.6,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,050912,34.8,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,050912,33.3,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,050912,30.9,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,050912,35.2,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,050912,34.2,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,050912,33.5,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,050912,35.1,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,050912,34,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,050912,33,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,050922,26.9,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,050922,28,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,050922,27.4,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,050922,27.9,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,050922,27.8,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,050922,33.2,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,050922,26.9,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,050922,26.8,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,050922,27.3,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,050922,29.1,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,050922,25.5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,050922,28.4,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,050922,26.3,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,050922,26,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,050922,29.7,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,050922,26.8,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,050922,26.8,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,050922,28.9,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,050922,27.3,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,050922,27.4,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,050922,27,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,050922,27.1,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,050922,27,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,050922,27.7,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,050922,27.1,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,050922,25.1,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,050922,22.7,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,050922,29.4,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,050922,26.9,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,050922,26.6,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,051003,22.9,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,051003,24.7,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,051003,25.1,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,051003,24.5,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,051003,25.1,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,051003,24.6,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,051003,22.1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,051003,22.9,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,051003,22,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,051003,27.8,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,051003,22.4,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,051003,25.4,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,051003,26,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,051003,22.1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,051003,26.9,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,051003,24.6,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,051003,22.2,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,051003,25.6,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,051003,25.4,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,051003,24.1,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,051003,24.2,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,051003,25.5,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,051003,24.1,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,051003,25.3,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,051003,23.8,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,051003,24,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,051003,25,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,051003,25.8,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,051003,23.6,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,051003,23.5,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,051017,32.4,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,051017,32.6,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,051017,32.1,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,051017,30.2,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,051017,33.9,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,051017,31.8,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,051017,30.1,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,051017,30,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,051017,30.9,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,051017,33.3,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,051017,29.9,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,051017,32.4,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,051017,33.8,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,051017,27.6,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,051017,32.8,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,051017,30.6,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,051017,30.8,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,051017,32.1,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,051017,32.3,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,051017,30.6,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,051017,32.4,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,051017,31.6,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,051017,31.5,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,051017,32.6,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,051017,31.2,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,051017,31,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,051017,34.1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,051017,32.7,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,051017,32,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,051017,31.2,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,051128,27.7,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,051128,28.4,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,051128,30.3,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,051128,26.1,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,051128,27.9,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,051128,27.1,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,051128,25.9,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,051128,26.3,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,051128,28.2,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
