Block,Plot,humidity treatment,temperature treatment,line,column,Species,Population,sowing,,55,65,85,91,95,death 
,,,T+,,,av,,20/03/03,8-Mar,20-Jun,25-Jun,1-Aug,,,
,,,T+,,,av,,20/03/03,4-Mar,4-Jun,16-Jun,16-Jul,,,
,,,T+,12,,av,,20/03/03,12-Mar,2-Jun,14-Jun,3-Jul,,,
,,,T+,12,,av,,20/03/03,1-Feb,,,,,,
,,,,,,av,,21/03/03,1-Mar,23-Jun,2-Jul,22-Jul,,,
,,,,,,av,,21/03/03,27-Feb,21-Jun,29-Jun,22-Jul,,,
,,,,12,,av,,21/03/03,5-Mar,,,,,,
,,,,12,,av,,21/03/03,5-Mar,23-Jun,29-Jun,22-Jul,,,
,,,T+,,,av,,21/03/03,4-Mar,26-May,9-Jun,6-Jul,,,
,,,T+,,,av,,21/03/03,4-Feb,5-Jun,15-Jun,18-Jul,,,
,,,T+,12,,av,,21/03/03,4-Mar,28-May,10-Jun,11-Jul,,,
,,,T+,12,,av,,21/03/03,4-Mar,27-May,9-Jun,7-Jul,,,
,,,T++,,,av,,21/03/03,12-Mar,29-May,9-Jun,14-Jul,,,
,,,T++,,,av,,21/03/03,2-Mar,,13-Jun,17-Jul,,,
,,,T++,12,,av,,21/03/03,22-Feb,15-Jun,20-Jun,25-Jul,,,
,,,T++,12,,av,,21/03/03,13-Mar,,,,10-Aug,,
,,,T+,,,av,,21/03/03,28-Mar,5-Jun,15-Jun,30-Jun,,,
,,,T+,,,av,,21/03/03,11-Mar,12-Jun,20-Jun,22-Jul,,,
,,,T+,12,,av,,21/03/03,27-Feb,29-May,9-Jun,7-Jul,,,
,,,T+,12,,av,,21/03/03,1-Mar,,,,,,
,,,,,,av,,21/03/03,2-Mar,11-Jul,18-Jul,,,,
,,,,,,av,,21/03/03,1-Mar,,19-Jun,25-Jul,,,
,,,,12,,av,,21/03/03,1/03?,21-Jun,2-Jul,25-Jul,,,
,,,,12,,av,,21/03/03,4/03?,15-Jun,29-Jun,23-Jul,,,
,,,T++,,,av,,21/03/03,8-Mar,27-May,5-Jun,4-Jul,,,
,,,T++,,,av,,21/03/03,17-Mar,,,,,,
,,,T++,12,,av,,21/03/03,3-Mar,,10-Jun,5-Jul,,,
,,,T++,12,,av,,21/03/03,4-Mar,,28-Jun,22-Jul,,,
,,,,,,av,,25-Mar-03,3-Mar,19-Jun,26-Jun,29-Jul,,,
,,,,,,av,,25-Mar-03,1-Mar,11-Jun,18-Jun,15-Jul,,,
,,,,12,,av,,25-Mar-03,4-Mar,23-Jun,1-Jul,28-Jul,,,
,,,,12,,av,,25-Mar-03,1-Mar,,,,,,
,,,T++,,,av,,25-Mar-03,4-Mar,31-May,10-Jun,7-Jul,,,
,,,T++,,,av,,25-Mar-03,4-Mar,9-Jun,16-Jun,2-Jul,,,
,,,T++,12,,av,,25-Mar-03,2-Mar,,6-Jun,11-Jul,,,
,,,T++,12,,av,,25-Mar-03,2-Mar,,12-Jun,8-Jul,,,
,,,,,,av,,25-Mar-03,,,,,,,
,,,,,,av,,25-Mar-03,1-Mar,16-Jun,23-Jun,25-Jul,,,
,,,,12,,av,,25-Mar-03,12-Mar,13-Jun,20-Jun,21-Jul,,,
,,,,12,,av,,25-Mar-03,5-Mar,22-Jun,27-Jun,30-Jul,,,
,,,T++,,,av,,25-Mar-03,,,,,,,
,,,T++,,,av,,25-Mar-03,5-Mar,28-May,2-Jun,28-Jun,20-Jul,,
,,,T++,12,,av,,25-Mar-03,5-Mar,1-Jun,9-Jun,6-Jul,,,
,,,T++,12,,av,,25-Mar-03,5-Mar,29-May,6-Jun,5-Jul,,,
,,,T+,,,av,,25-Mar-03,2-Mar,16-Jun,22-Jun,25-Jul,,,
,,,T+,,,av,,25-Mar-03,25-Feb,4-Jun,13-Jun,16-Jul,,,
,,,T+,12,,av,,25-Mar-03,,,,,,,
,,,T+,12,,av,,25-Mar-03,3-Mar,2-Jun,12-Jun,11-Jul,,,
,,,T+,,,av,,25-Mar-03,6-Mar,6-Jun,14-Jun,25-Jul,,,
,,,T+,,,av,,25-Mar-03,2-Mar,27-May,6-Jun,4-Jul,,,
,,,T+,12,,av,,25-Mar-03,1-Mar,8-Jun,18-Jun,15-Jul,,,
,,,T+,12,,av,,25-Mar-03,4-Mar,13-May,4-Jun,8-Jul,,,
,,,T++,,,av,,26-Mar,3-Mar,,,,15-Aug,,
,,,T++,,,av,,26-Mar,4-Mar,10-Jun,20-Jun,20-Jul,,,
,,,T++,12,,av,,26-Mar,5-Mar,29-May,13-Jun,18-Jul,,,
,,,T++,12,,av,,26-Mar,4-Mar,28-May,5-Jun,15-Jul,,,
,,,T+,,,av,,26-Mar,2-Mar,31-May,13-Jun,20-Jul,,,
,,,T+,,,av,,26-Mar,2-Mar,2-Jun,10/6/03,8-Jul,,,
,,,T+,12,,av,,26-Mar,3-Mar,,17-Jun,17-Jul,,,
,,,T+,12,,av,,26-Mar,14-Mar,,,,inf 20/08/2003,,
,,,T++,,,av,,26-Mar,27-Feb,26-May,5-Jun,1-Jul,,,
,,,T++,,,av,,26-Mar,3-Mar,5-Jun,13-Jun,9-Jul,,,
,,,T++,12,,av,,26-Mar,2-Mar,29-May,10-Jun,1-Jul,,,
,,,T++,12,,av,,26-Mar,2-Mar,29-May,13-Jun,6-Jul,,,
,,,,,,av,,26-Mar,1-Mar,20-Jun,28-Jun,27/07/2003,,,
,,,,,,av,,26-Mar,4-Mar,21-Jun,1-Jul,30/07/2003?,,,
,,,,12,,av,,26-Mar,4-Mar,20-Jun,27-Jun,sup 15/7,,,
,,,,12,,av,,26-Mar,3-Mar,5-Jun,10-Jun,sup 15/7,,,
,,,T+,,,av,,26-Mar,2-Mar,5-Jun,13-Jun,18-Jul,,,
,,,T+,,,av,,26-Mar,4-Feb,15-Jun,19-Jun,11-Jul,,,
,,,T+,12,,av,,26-Mar,2-Mar,5-Jun,16-Jun,18-Jul,,,
,,,T+,12,,av,,26-Mar,3-Mar,,,,,,
,,,,,,av,,26-Mar,3-Mar,24-Jun,3-Jul,28-Jul,,,
,,,,,,av,,26-Mar,3-Mar,10-Jun,21-Jun,3-Jul,,,
,,,,12,,av,,26-Mar,,,,,,,
,,,,12,,av,,26-Mar,5-Mar,20-Jun,26-Jun,29-Jul,,,
,,,T+,,,av,,27/03/03,27-Feb,14-Jun,20-Jun,21-Jul,,,
,,,T+,,,av,,27/03/03,27-Feb,13-Jun,19-Jun,20-Jul,,,
,,,T+,12,,av,,27/03/03,2-Mar,22-May,9-Jun,18-Jul,,,
,,,T+,12,,av,,27/03/03,1-Mar,6-Jun,13-Jun,12-Jul,,,
,,,,,,av,,27/03/03,2-Mar,14-May,20-Jun,24-Jul,,,
,,,,,,av,,27/03/03,,,,,,,
,,,,12,,av,,27/03/03,16-Mar,21-Jun,30-Jun,29-Jul,,,
,,,,12,,av,,27/03/03,3-Mar,1-Jul,8-Jul,11-Aug,,,
,,,T++,,,av,,27/03/03,,15-Jun,,,,,
,,,T++,,,av,,27/03/03,4-Mar,6-Jun,12-Jun,16-Jul,,,
,,,T++,12,,av,,27/03/03,,,,,,,
,,,T++,,,av,,27/03/03,3-Mar,23-May,2-Jun,3-Jul,,,
,,,T++,,,av,,27/03/03,,,,,,,
,,,T++,12,,av,,27/03/03,3-Mar,29-May,9-Jun,5-Jul,,,
,,,T++,12,,av,,27/03/03,2-Mar,2-Jun,6-Jun,20-Jul,,,
,,,T+,,,av,,27/03/03,10-Mar,13-Jun,19-Jun,12-Jul,,,
,,,T+,,,av,,27/03/03,4-Mar,21-Jun,1-Jul,,,,
,,,T+,12,,av,,27/03/03,6-Mar,12-Jun,13-Jun,14-Jul,,,
,,,T+,12,,av,,27/03/03,7-Mar,,19-Jun,20-Jul,,,
,,,,,,av,,27/03/03,4-Mar,17-Jun,24-Jun,25-Jul,,,
,,,,,,av,,27/03/03,5-Mar,,27-Jun,30-Jul,,,
,,,,12,,av,,27/03/03,6-Mar,12-Jul,18-Jul,5-Aug,,,
,,,,12,,av,,27/03/03,6-Mar,18-Jul,22-Jul,12-Aug,,,
,,,T+,,,av,,20/03/03,7-Mar,inf 18/8,,,,,
,,,T+,,,av,,20/03/03,15-Feb,2-Sep,10-Sep,,,,
,,,T+,15,,av,,20/03/03,3-Mar,19-Aug,3-Sep,,,,
,,,T++,,,av,,20/03/03,15-Feb,,,,,,
,,,T++,,,av,,20/03/03,10-Feb,,,,19-Aug,,
,,,T++,,,av,,20/03/03,10-Feb,19-Aug,4-Sep,,,,
,,,T++,15,,av,,20/03/03,10-Feb,,,,10-Aug,,
,,,,,,av,,20/03/03,1-Feb,14-Aug,28-Aug,18-Sep,,,
,,,,,,av,,20/03/03,1-Feb,12-Aug,29-Aug,,,,
,,,,,,av,,20/03/03,,,,,,,
,,,,15,,av,,20/03/03,1-Feb,12-Aug,29-Aug,15-Sep,,,
,,,T++,,,av,,20/03/03,1-Feb,19-Aug,2-Sep,inf 19/9,,,
,,,T++,,,av,,20/03/03,1-Feb,,,,,,
,,,T++,,,av,,20/03/03,,,,,,,
,,,T++,15,,av,,20/03/03,15-Mar,,,,5-Aug,,
,,,,,,av,,20/03/03,1-Feb,7-Sep,14-Sep,sup15/9,,,
,,,,,,av,,20/03/03,1-Feb,6-Aug,27-Aug,15-Sep,,,
,,,,,,av,,20/03/03,1-Feb,20-Aug,3-Sep,,,,
,,,,15,,av,,20/03/03,1-Feb,19-Aug,1-Sep,,,,
,,,T+,,,av,,20/03/03,1-Feb,,,,,,
,,,T+,,,av,,20/03/03,,,,,,,
,,,T+,,,av,,20/03/03,,,,,,,
,,,T+,15,,av,,20/03/03,1-Feb,19-Aug,31-Aug,,,,
,,,,,,av,,21/03/03,1-Feb,31-Jul,21-Aug,12/9?,,,
,,,,,,av,,21/03/03,1-Feb,12-Aug,3-Sep,,,,
,,,,,,av,,21/03/03,1-Feb,18-Aug,29-Aug,,,,
,,,,15,,av,,21/03/03,1-Feb,21-Aug,1-Sep,,,,
,,,T+,,,av,,21/03/03,1-Feb,13-Aug,31-Aug,<25/9,,,
,,,T+,,,av,,21/03/03,20-Feb,13-Aug,2-Sep,,,,
,,,T+,,,av,,21/03/03,,,,,,,
,,,T+,15,,av,,21/03/03,,,,,,,
,,,T++,,,av,,21/03/03,10-Feb,23-Aug,8-Sep,25-Sep,,,
,,,T++,,,av,,21/03/03,1-Feb,22-Aug,2-Sep,17/9?,,,
,,,T++,,,av,,21/03/03,,14-Aug,1-Sep,,,,
,,,T++,15,,av,,21/03/03,12-Mar,,,,,,
,,,T+,,,av,,21/03/03,1-Feb,20-Aug,3-Sep,<25/9,,,
,,,T+,,,av,,21/03/03,1/03?,30-Aug,9-Sep,,,,
,,,T+,,,av,,21/03/03,1-Feb,12-Aug,28-Aug,,,,
,,,T+,15,,av,,21/03/03,1-Feb,12-Aug,29-Aug,,,,
,,,,,,av,,21/03/03,1-Feb,12-Aug,29-Aug,<25/9,,,
,,,,,,av,,21/03/03,1-Feb,13-Aug,31-Aug,,,,
,,,,,,av,,21/03/03,15-Feb,6-Aug,23-Aug,,,,
,,,,15,,av,,21/03/03,4-Mar,,,,,,
,,,T++,,,av,,21/03/03,1-Feb,30-Jul,12-Aug,13-Sep,,,
,,,T++,,,av,,21/03/03,1-Feb,21-Aug,2-Sep,,,,
,,,T++,,,av,,21/03/03,25-Feb,25-Aug,8-Sep,,,,
,,,T++,15,,av,,21/03/03,,,,,,,
,,,,,,av,,25-Mar-03,15-Feb,19-Aug,31-Aug,,,,
,,,,,,av,,25-Mar-03,10-Feb,8-Aug,28-Aug,,,,
,,,,,,av,,25-Mar-03,25-Feb,,,,,,
,,,,15,,av,,25-Mar-03,15-Feb,7-Aug,29-Aug,,,,
,,,T++,,,av,,25-Mar-03,10-Feb,20-Aug,30-Aug,,,,
,,,T++,,,av,,25-Mar-03,10-Feb,21-Aug,1-Sep,,,,
,,,T++,,,av,,25-Mar-03,15-Feb,21-Aug,7-Sep,,,,
,,,T++,15,,av,,25-Mar-03,15-Feb,23-Aug,9-Sep,,,,
,,,,,,av,,25-Mar-03,20-Feb,18-Aug,3-Sep,,,,
,,,,,,av,,25-Mar-03,20-Feb,,,,,,
,,,,,,av,,25-Mar-03,15-Feb,12-Aug,30-Aug,,,,
,,,,15,,av,,25-Mar-03,1-Feb,12-Aug,29-Aug,,,,
,,,T++,,,av,,25-Mar-03,1-Feb,28-Aug,,,,,
,,,T++,,,av,,25-Mar-03,,,,,,,
,,,T++,,,av,,25-Mar-03,15-Feb,23-Aug,3-Sep,,,,
,,,T++,15,,av,,25-Mar-03,1-Feb,12-Aug,28-Aug,,,,
,,,T+,,,av,,25-Mar-03,10-Feb,7-Aug,27-Aug,15-Sep,,,
,,,T+,,,av,,25-Mar-03,1-Mar,,,,,,
,,,T+,,,av,,25-Mar-03,15-Feb,12-Aug,30-Aug,15-Sep,,,
,,,T+,15,,av,,25-Mar-03,15-Feb,28-Aug,3-Sep,,,,
,,,T+,,,av,,25-Mar-03,5-Mar,,,,,,
,,,T+,,,av,,25-Mar-03,15-Feb,,,,,,
,,,T+,,,av,,25-Mar-03,1-Feb,14-Aug,28-Aug,,,,
,,,T+,15,,av,,25-Mar-03,10-Feb,13-Aug,29-Aug,,,,
,,,T++,,,av,,26-Mar,18-Feb,20-Aug,4-Sep,sup12/9?,,,
,,,T++,,,av,,26-Mar,,,,,,,
,,,T++,,,av,,26-Mar,1-Mar,,,,,,
,,,T++,15,,av,,26-Mar,15-Feb,7-Aug,26-Aug,sup12/9,,,
,,,T+,,,av,,26-Mar,2-Mar,,,,,,
,,,T+,,,av,,26-Mar,18-Feb,25-Aug,10-Sep,,,,
,,,T+,,,av,,26-Mar,,,,,,,
,,,T+,15,,av,,26-Mar,10-Feb,,,,,,
,,,T++,,,av,,26-Mar,18-Feb,8-Aug,1-Sep,,,,
,,,T++,,,av,,26-Mar,10-Feb,14-Aug,1-Sep,,,,
,,,T++,,,av,,26-Mar,10-Feb,9-Aug,1-Sep, sup 12/09/2003,,,
,,,T++,15,,av,,26-Mar,15-Feb,23-Aug,11-Sep,,,,
,,,,,,av,,26-Mar,,,,,,,
,,,,,,av,,26-Mar,10-Feb,22-Aug,10-Sep,,,,
,,,,,,av,,26-Mar,20-Feb,28-Aug,10-Sep,,,,
,,,,15,,av,,26-Mar,,,,,,,
,,,T+,,,av,,26-Mar,18-Feb,,18-Aug,30-Aug,,,
,,,T+,,,av,,26-Mar,15-Feb,9-Aug,27-Aug,,,,
,,,T+,,,av,,26-Mar,18-Feb,28-Aug,8-Sep,,,,
,,,T+,15,,av,,26-Mar,10-Feb,12-Aug,2/9?,sup 12/9,,,
,,,,,,av,,26-Mar,,,,,,,
,,,,,,av,,26-Mar,15-Feb,14-Aug,29-Aug,sup 12/9,,,
,,,,,,av,,26-Mar,18-Feb,,,,,,
,,,,15,,av,,26-Mar,,,,,,,
,,,T+,,,av,,27/03/03,10-Feb,14-Aug,30-Aug,sup 12/9,,,
,,,T+,,,av,,27/03/03,,,,,,,
,,,T+,,,av,,27/03/03,20-Feb,18-Aug,29-Aug,sup 12/9,,,
,,,,,,av,,27/03/03,4-Mar,,,,,,
,,,,,,av,,27/03/03,,,,,,,
,,,,,,av,,27/03/03,20-Feb,22-Aug,3-Sep,sup 12/9,,,
,,,,15,,av,,27/03/03,,,,,,,
,,,T++,,,av,,27/03/03,,,,,,,
,,,T++,,,av,,27/03/03,4-Mar,,,,,,
,,,T++,,,av,,27/03/03,,,,,,,
,,,T++,15,,av,,27/03/03,,,,,,,
,,,T++,,,av,,27/03/03,,,,,,,
,,,T++,,,av,,27/03/03,8-Mar,,9-Jun,4-Jul,inf 5/8,,
,,,T++,,,av,,27/03/03,20-Feb,12-Aug,4-Sep,sup 12/9,,,
,,,T++,15,,av,,27/03/03,10-Feb,13-Aug,29-Aug,sup 12/9,,,
,,,T+,,,av,,27/03/03,20-Feb,8-Aug,26-Aug,,,,
,,,T+,,,av,,27/03/03,,,,,,,
,,,T+,,,av,,27/03/03,20-Feb,12-Aug,29-Aug,,,,
,,,T+,15,,av,,27/03/03,,,,,,,
,,,,,,av,,27/03/03,20-Feb,10-Aug,27-Aug,sup 12/9,,,
,,,,,,av,,27/03/03,,,,,,,
,,,,,,av,,27/03/03,20-Feb,18-Aug,4-Sep,sup 12/9,,,
,,,,15,,av,,27/03/03,2-Mar,,,,,,
,,,T+,,,av,,20/03/03,14-Mar,,,,,,
,,,T+,,,av,,20/03/03,4-Mar,,,,,,
,,,T+,,,av,,20/03/03,,,,,,,
,,,T+,,,av,,20/03/03,2-Mar,,,,,,
,,,T+,11,,av,,20/03/03,4-Mar,29-May,2-Jun,2-Jul,,,
,,,T++,,,av,,20/03/03,24-Mar,,,,,,
,,,T++,,,av,,20/03/03,17-Mar,,,,,,
,,,T++,,,av,,20/03/03,15-Mar,,,,,,
,,,T++,11,,av,,20/03/03,14-Mar,12-Jun,23-Jun,25/07?,,,
,,,,,,av,,20/03/03,16-Mar,,,,,,
,,,,,,av,,20/03/03,4-Mar,,,,,,
,,,,,,av,,20/03/03,18-Mar,,,,,,
,,,,11,,av,,20/03/03,,,,,,,
,,,T++,,,av,,20/03/03,14-Mar,,,,,,
,,,T++,,,av,,20/03/03,14-Mar,,,,,,
,,,T++,,,av,,20/03/03,,,,,,,
,,,T++,11,,av,,20/03/03,15-Mar,,,,,,
,,,,,,av,,20/03/03,15-Mar,,,,,,
,,,,,,av,,20/03/03,,,,,,,
,,,,,,av,,20/03/03,,,,,,,
,,,,11,,av,,20/03/03,16-Mar,,,,,,
,,,T+,,,av,,20/03/03,14-Mar,,,,,,
,,,T+,,,av,,20/03/03,14-Mar,,,,,,
,,,T+,,,av,,20/03/03,,,,,,,
,,,T+,11,,av,,20/03/03,16-Mar,,,,,,
,,,,,,av,,21/03/03,15-Mar,,,,,,
,,,,,,av,,21/03/03,5-Mar,,,,,,
,,,,,,av,,21/03/03,13-Mar,,,,,,
,,,,11,,av,,21/03/03,6-Mar,,,,,,
,,,T+,,,av,,21/03/03,,,,,,,
,,,T+,,,av,,21/03/03,1-Apr,,,,,,
,,,T+,,,av,,21/03/03,,,,,,,
,,,T+,11,,av,,21/03/03,14-Mar,,,,,,
,,,T++,,,av,,21/03/03,,,,,,,
,,,T++,,,av,,21/03/03,,,,,,,
,,,T++,,,av,,21/03/03,,,,,,,
,,,T++,11,,av,,21/03/03,,,,,,,
,,,T+,,,av,,21/03/03,,,,,,,
,,,T+,,,av,,21/03/03,,,,,,,
,,,T+,,,av,,21/03/03,18-Mar,,,,,,
,,,T+,11,,av,,21/03/03,,,,,,,
,,,,,,av,,21/03/03,15-Mar,,,,,,
,,,,,,av,,21/03/03,15-Mar,,,,,,
,,,,,,av,,21/03/03,6-Mar,,,,,,
,,,,11,,av,,21/03/03,13-Mar,,23-Jun,18-Jul,,,
,,,T++,,,av,,21/03/03,5-Mar,,,,,,
,,,T++,,,av,,21/03/03,1-Mar,,,,,,
,,,T++,,,av,,21/03/03,14-Mar,,,,,,
,,,T++,11,,av,,21/03/03,3-Mar,,10-Jul,22-Jul,,,
,,,,,,av,,25-Mar-03,,,,,,,
,,,,,,av,,25-Mar-03,15-Mar,,,,,,
,,,,,,av,,25-Mar-03,5-Mar,,,,,,
,,,,11,,av,,25-Mar-03,14-Mar,,,,,,
,,,T++,,,av,,25-Mar-03,5-Mar,,,,,,
,,,T++,,,av,,25-Mar-03,18-Mar,,,,,,
,,,T++,,,av,,25-Mar-03,16-Mar,,,,,,
,,,T++,11,,av,,25-Mar-03,4-Mar,,,,,,
,,,,,,av,,25-Mar-03,5-Mar,,,,,,
,,,,,,av,,25-Mar-03,4-Mar,,,,,,
,,,,,,av,,25-Mar-03,4-Mar,,,,,,
,,,,11,,av,,25-Mar-03,15-Mar,,,,,,
,,,T++,,,av,,25-Mar-03,,,,,,,
,,,T++,,,av,,25-Mar-03,15-Mar,,,,,,
,,,T++,,,av,,25-Mar-03,,,,,,,
,,,T++,11,,av,,25-Mar-03,28-Mar,,,,,,
,,,T+,,,av,,25-Mar-03,5-Mar,19-May,31-May,28-Jun,,,
,,,T+,,,av,,25-Mar-03,4-Mar,,,,,,
,,,T+,,,av,,25-Mar-03,7-Mar,,,,,,
,,,T+,11,,av,,25-Mar-03,5-Mar,2-Jun,10-Jun,5-Jul,,,
,,,T+,,,av,,25-Mar-03,13-Mar,,,,,,
,,,T+,,,av,,25-Mar-03,15-Mar,,,,,,
,,,T+,,,av,,25-Mar-03,17-Mar,,,,,,
,,,T+,11,,av,,25-Mar-03,4-Mar,,,,inf 15/8,,
,,,T++,,,av,,26-Mar,,,,,,,
,,,T++,,,av,,26-Mar,,,,,,,
,,,T++,,,av,,26-Mar,17-Mar,,,,,,
,,,T++,11,,av,,26-Mar,16-Mar,,,,,,
,,,T+,,,av,,26-Mar,5-Mar,2-Jun,13-Jun,10-Jul,,,
,,,T+,,,av,,26-Mar,4-Mar,,,,,,
,,,T+,,,av,,26-Mar,7-Mar,,inf 26/06/2003,5-Jul,,,
,,,T+,11,,av,,26-Mar,12-Mar,23-May,1-Jun,3-Jul,,,
,,,T++,,,av,,26-Mar,6-Mar,5-Jun,13-Jun,12-Jul,,,
,,,T++,,,av,,26-Mar,15-Mar,,,,,,
,,,T++,,,av,,26-Mar,17-Mar,,,,,,
,,,T++,11,,av,,26-Mar,,,,,,,
,,,,,,av,,26-Mar,3-Mar,12-Jun,17-Jun,18-Jul,,,
,,,,,,av,,26-Mar,18-Mar,,,,,,
,,,,,,av,,26-Mar,5-Mar,,24-Jun,1-Aug,,,
,,,,11,,av,,26-Mar,14-Mar,24-Jul,1-Aug,,,,
,,,T+,,,av,,26-Mar,8-Mar,,,,,,
,,,T+,,,av,,26-Mar,5-Mar,,,,7-Aug,,
,,,T+,,,av,,26-Mar,5-Mar,29-May,3-Jun,2-Jul,,,
,,,T+,11,,av,,26-Mar,3-Mar,,,,,,
,,,,,,av,,26-Mar,7-Mar,,1-Jul,24-Jul,,,
,,,,,,av,,26-Mar,5-Mar,,,,,,
,,,,,,av,,26-Mar,,21-Jul,27-Jul,28-Aug,,,
,,,,11,,av,,26-Mar,5-Mar,,,,,,
,,,T+,,,av,,27/03/03,15-Mar,,,,,,
,,,T+,,,av,,27/03/03,15-Mar,,,,,,
,,,T+,,,av,,27/03/03,19-Mar,,,20-Jul,,,
,,,T+,11,,av,,27/03/03,4-Mar,8-Jun,15-Jun,21-Jul,,,
,,,,,,av,,27/03/03,4-Mar,7-Jul,13-Jul,5-Aug,,,
,,,,,,av,,27/03/03,16-Mar,,,,,,
,,,,,,av,,27/03/03,,,,,,,
,,,,11,,av,,27/03/03,13-Mar,,,,,,
,,,T++,,,av,,27/03/03,15-Mar,,,,,,
,,,T++,,,av,,27/03/03,,,,,,,
,,,T++,,,av,,27/03/03,,6-Jun,,,,,
,,,T++,11,,av,,27/03/03,15-Mar,,,,,,
,,,T++,12,,av,,27/03/03,,,,,,,
,,,T++,,,av,,27/03/03,,,,,,,
,,,T++,,,av,,27/03/03,15-Mar,,,,,,
,,,T++,,,av,,27/03/03,,,,,,,
,,,T++,11,,av,,27/03/03,16-Mar,,10-Jun,18-Jul,,,
,,,T+,,,av,,27/03/03,,,,,,,
,,,T+,,,av,,27/03/03,,,,,,,
,,,T+,,,av,,27/03/03,,,,,,,
,,,T+,11,,av,,27/03/03,15-Mar,,,,5-Aug,,
,,,,,,av,,27/03/03,6-Mar,,,,,,
,,,,,,av,,27/03/03,16-Mar,,,,,,
,,,,,,av,,27/03/03,20-Mar,,,,,,
,,,,11,,av,,27/03/03,23-Mar,,,,1-Aug,,
,,,T+,,,av,,20/03/03,4-Mar,,,,,,
,,,T+,,,av,,20/03/03,4-Mar,14-May,27-May,2-Jul,,,
,,,T+,11,,av,,20/03/03,17-Mar,,,,,,
,,,T+,15,,av,,20/03/03,12-Mar,,,,,,
,,,T++,,,av,,20/03/03,12-Mar,13-May,29-May,2-Jul,inf 23/08/2003,,
,,,T++,,,av,,20/03/03,4-Mar,,,,,,
,,,T++,11,,av,,20/03/03,2-Mar,,,,,,
,,,T++,15,,av,,20/03/03,16-Mar,10-Jun,20-Jun,19-Jul,,,
,,,,,,av,,20/03/03,4-Mar,2-Jun,16-Jun,18-Jul,,,
,,,,,,av,,20/03/03,25-Feb,14-Jun,20-Jun,1-Aug,,,
,,,,11,,av,,20/03/03,4-Mar,21-Jun,26-Jun,26/7?,,,
,,,,15,,av,,20/03/03,4-Mar,23-Jun,30-Jun,29-Jul,,,
,,,T++,,,av,,20/03/03,11-Mar,,15-Jul,1-Aug,,,
,,,T++,,,av,,20/03/03,4-Mar,,9-Jul,21-Jul,,,
,,,T++,11,,av,,20/03/03,12-Mar,,10-Jun,7-Jul,inf 5/8,,
,,,T++,15,,av,,20/03/03,17-Mar,16-Jun,24-Jun,21-Jul,,,
,,,,,,av,,20/03/03,15-Mar,,10-Jul,8-Aug,,,
,,,,,,av,,20/03/03,1-Mar,8-Jun,19-Jun,11-Jul,,,
,,,,11,,av,,20/03/03,15-Mar,17-Jun,23-Jun,20-Jul,,,
,,,,15,,av,,20/03/03,15-Mar,,25-Jun,16-Jul,,,
,,,T+,,,av,,20/03/03,12-Mar,,,17-Jul,,,
,,,T+,,,av,,20/03/03,4-Mar,30-May,10-Jun,11-Jul,11-Sep,,
,,,T+,11,,av,,20/03/03,1-Feb,4-Jun,10-Jun,8-Jul,,,
,,,T+,15,,av,,20/03/03,13-Mar,26-May,9-Jun,7-Jul,,,
,,,,,,av,,21/03/03,4-Mar,23-Jun,30-Jun,16-Jul,,,
,,,,,,av,,21/03/03,1-Mar,,27-Jun,25-Jul,,,
,,,,11,,av,,21/03/03,5-Mar,9-Jun,17-Jun,11-Jul,,,
,,,,15,,av,,21/03/03,15-Mar,28-Jun,4-Jul,1-Aug,,,
,,,T+,,,av,,21/03/03,15-Mar,,,,,,
,,,T+,,,av,,21/03/03,12-Mar,2-Jun,10-Jun,5-Jul,,,
,,,T+,11,,av,,21/03/03,5-Mar,,,,,,
,,,T+,15,,av,,21/03/03,14-Mar,,16-Jun,15-Jul,,,
,,,T++,,,av,,21/03/03,23-Mar,28-Jun,4-Jul,4-Aug,,,
,,,T++,,,av,,21/03/03,1-Mar,,,,,,
,,,T++,11,,av,,21/03/03,4-Mar,5-Jun,14-Jun,7-Jul,,,
,,,T++,15,,av,,21/03/03,4-Mar,8-Jun,16-Jun,8-Jul,,,
,,,T+,,,av,,21/03/03,12-Mar,3-Jun,13-Jun,11-Jul,,,
,,,T+,,,av,,21/03/03,12-Mar,2-Jun,10-Jun,15-Jul,,,
,,,T+,11,,av,,21/03/03,1-Mar,19-Jun,24-Jun,22-Jul,,,
,,,T+,15,,av,,21/03/03,12-Mar,1-Jun,10-Jun,7-Jul,,,
,,,,,,av,,21/03/03,,,,,,,
,,,,,,av,,21/03/03,11-Mar,,24-Jun,5-Aug,,,
,,,,11,,av,,21/03/03,7-Mar,14-Jun,20-Jun,15-Jul,,,
,,,,15,,av,,21/03/03,14-Mar,10-Jun,20-Jun,15-Jul,,,
,,,T++,,,av,,21/03/03,4-Mar,27-May,5-Jun,5-Jul,,,
,,,T++,,,av,,21/03/03,25-Feb,,14-Jun,11-Jul,,,
,,,T++,11,,av,,21/03/03,13-Mar,,,,,,
,,,T++,15,,av,,21/03/03,13-Mar,16-May,1-Jun,4-Jul,,,
,,,,,,av,,25-Mar-03,15-Mar,23-Jun,1-Jul,29-Jul,,,
,,,,,,av,,25-Mar-03,5-Mar,25-Jun,30-Jun,27-Jul,,,
,,,,11,,av,,25-Mar-03,5-Mar,26-Jun,5-Jul,29-Jul,,,
,,,,15,,av,,25-Mar-03,13-Mar,28-Jun,5-Jul,30-Jul,,,
