plot,block,hum,temp,date,30 cm,15 cm,,plot,block,hum,temp,30 cm,15 cm,,,,temp,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,040804,18.2,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,040804,16.2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,040804,15.3,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,040804,16.5,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,040804,17.3,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,040804,17.4,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,040804,14.1,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,040804,16.6,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,040804,14.7,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,040804,12.7,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,040804,16.6,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,040804,11.2,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,040804,17.9,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,040804,16.1,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,040804,17.5,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,040804,16.9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,040804,18.7,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,040804,18,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,040804,18,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,040804,17.1,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,040804,17.8,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,040804,17.4,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,040804,16.2,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,040804,13.1,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,040804,15.1,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,040804,15.3,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,040813,16.2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,040813,18.1,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,040813,17.2,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,040813,13.6,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,040813,15.7,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,040813,17.3,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,040813,17.4,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,040813,15.3,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,040813,14.3,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,040813,16.4,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,040813,17.7,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,040813,15.2,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,040813,16.5,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,040813,13.8,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,040813,14.1,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,040813,15.9,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,040813,14.5,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,040813,14.8,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,040813,15.8,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,040813,15.3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,040813,18.2,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,040813,17,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,040813,18,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,040813,16,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,040813,14.2,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,040813,17.5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,040813,15.8,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,040813,15.8,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,040813,16.5,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,040813,15.2,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,040823,15.9,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,040823,14.5,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,040823,19.3,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,040823,16.2,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,040823,19.3,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,040823,16.6,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,040823,13.3,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,040823,13.6,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,040823,16.3,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,040823,20.7,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,040823,20.4,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,040823,15,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,040823,20.2,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,040823,13.7,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,040823,22,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,040823,10.2,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,040823,11.5,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,040823,18.5,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,040823,23.2,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,040823,13.6,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,040823,10.7,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,040823,12.6,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,040823,16.6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,040823,20.7,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,040823,21.8,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,040823,15.4,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,040823,12.7,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,040823,15.2,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,040823,14.4,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,040823,15.9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,040902,18.8,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,040902,23.4,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,040902,22.3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,040902,18.8,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,040902,32.6,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,040902,17.4,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,040902,14,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,040902,19.7,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,040902,17.1,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,040902,28,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,040902,22.5,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,040902,20.4,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,040902,23.9,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,040902,16.8,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,040902,24.6,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,040902,14.2,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,040902,15.7,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,040902,19.9,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,040902,20.2,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,040902,22.6,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,040902,13.7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,040902,19.5,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,040902,26.6,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,040902,19.9,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,040902,23.5,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,040902,20.5,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,040902,21.3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,040902,17.4,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,040902,22,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,040902,25.2,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,040917,28.6,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,040917,31,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,040917,29.4,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,040917,27.5,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,040917,30.6,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,040917,28.5,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,040917,27.5,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,040917,27.7,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,040917,28.9,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,040917,32,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,040917,29.2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,040917,29,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,040917,28.8,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,040917,28,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,040917,31.1,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,040917,26.7,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,040917,28.3,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,040917,29.3,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,040917,30.9,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,040917,29.4,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,040917,30.6,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,040917,29.2,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,040917,29.1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,040917,30.4,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,040917,31.4,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,040917,29.1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,040917,29.4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,040917,29.2,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,040917,29.3,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,040917,28.4,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,040930,18.4,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,040930,21.7,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,040930,23.9,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,040930,17.5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,040930,19.4,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,040930,22.3,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,040930,19.9,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,040930,19.6,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,040930,20.3,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,040930,22.4,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,040930,23.3,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,040930,23.7,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,040930,20.1,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,040930,17.5,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,040930,21.7,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,040930,16.9,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,040930,19.3,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,040930,20.3,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,040930,19.4,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,040930,20,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,040930,23,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,040930,20.5,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,040930,19.5,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,040930,20.6,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,040930,22,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,040930,20.8,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,040930,19.1,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,040930,22.7,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,040930,18.8,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,040930,17.6,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,041011,31.1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,041011,33.7,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,041011,32.6,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,041011,33,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,041011,34.8,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,041011,32.7,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,041011,28.6,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,041011,28.5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,041011,32.5,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,041011,34.4,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,041011,32.3,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,041011,32.5,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,041011,31.8,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,041011,29.4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,041011,35,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,041011,29.5,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,041011,32.9,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,041011,30.3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,041011,33.6,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,041011,33.4,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,041011,33.9,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,041011,34.1,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,041011,32.9,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,041011,33.8,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,041011,33.8,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,041011,32.6,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,041011,31.8,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,041011,33.9,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,041011,33.6,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,041011,31.7,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,041021,31.3,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,041021,34,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,041021,33.3,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,041021,27.8,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,041021,34.5,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,041021,31.2,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,041021,29.7,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,041021,28.7,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,041021,31.7,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,041021,33.9,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,041021,32.1,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,041021,31.7,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,041021,33,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,041021,29.4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,041021,35,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,041021,30,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,041021,32.7,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,041021,30.5,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,041021,32.8,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,041021,30.2,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,041021,34.3,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,041021,34,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,041021,33,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,041021,31.5,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,041021,33.9,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,041021,31.3,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,041021,32.4,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,041021,33.3,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,041021,31.5,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,041021,31.4,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,041103,30.1,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,041103,30.3,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,041103,31.5,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,041103,29.7,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,041103,28.4,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,041103,28.4,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,041103,29.4,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,041103,29.6,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,041103,30.1,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,041103,29.5,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,041103,31,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,041103,29.9,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,041103,32.5,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,041103,28.4,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,041103,31.3,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,041103,29.1,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,041103,30.5,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,041103,30.3,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,041103,29.2,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,041103,29.8,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,041103,30.6,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,041103,32.1,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,041103,31.6,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,041103,30.2,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,041103,27.1,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,041103,30.2,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,041103,31.2,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,041103,33,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,041103,30.7,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,041103,30,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
