plot,block,hum,temp,date,30 cm,15 cm,,plot,block,hum,temp,30 cm,15 cm,,,,temp,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,040426,21.6,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,040426,26.6,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,040426,28.6,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,040426,29.4,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,040426,20.1,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,040426,26.4,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,040426,25.8,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,040426,26.6,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,040426,23.1,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,040426,26.1,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,040426,24.3,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,040426,27.2,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,040426,21.2,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,040426,28.4,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,040426,27.4,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,040426,26.8,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,040426,27,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,040426,24.9,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,040426,26.5,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,040426,22,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,040426,27.1,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,040426,28.4,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,040426,26.4,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,040510,24.5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,040510,20.9,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,040510,28.1,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,040510,27.2,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,040510,28.3,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,040510,25.6,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,040510,25.9,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,040510,26.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,040510,26.3,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,040510,29.2,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,040510,29.8,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,040510,26.4,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,040510,27.6,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,040510,27.8,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,040510,28.1,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,040510,26.9,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,040510,28.1,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,040510,26.8,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,040510,28.4,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,040510,23.8,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,040510,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,040510,28,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,040510,26,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,040510,27.6,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,040510,27.1,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,040510,25,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,040510,28.1,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,040510,28.1,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,040510,29.7,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,040510,26.9,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,040519,22.3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,040519,24.8,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,040519,26,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,040519,21.9,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,040519,25.2,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,040519,21.7,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,040519,23.4,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,040519,23.8,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,040519,23.4,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,040519,26.4,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,040519,27.4,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,040519,22.6,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,040519,26.1,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,040519,25.2,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,040519,22.3,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,040519,24.2,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,040519,25.2,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,040519,24.3,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,040519,26,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,040519,21.8,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,040519,25.7,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,040519,24.4,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,040519,24,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,040519,25.2,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,040519,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,040519,23.1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,040519,23.9,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,040519,22,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,040519,26.1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,040519,24.3,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,040528,21.6,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,040528,21.2,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,040528,25.7,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,040528,21.1,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,040528,24.5,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,040528,22.5,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,040528,22.1,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,040528,22.4,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,040528,22.6,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,040528,27,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,040528,25.9,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,040528,24.8,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,040528,24,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,040528,25.7,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,040528,25.1,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,040528,24.1,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,040528,24.6,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,040528,23,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,040528,25,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,040528,21.9,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,040528,27,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,040528,22.1,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,040528,22.8,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,040528,24.5,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,040528,22,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,040528,22.3,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,040528,21.7,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,040528,23.9,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,040528,27.2,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,040528,21.2,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,040607,18.2,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,040607,18,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,040607,21.3,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,040607,16.2,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,040607,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,040607,20.4,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,040607,24,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,040607,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,040607,20.2,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,040607,19.9,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,040607,24.8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,040607,16.5,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,040607,18.8,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,040607,18,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,040607,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,040607,16.6,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,040607,16.6,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,040607,18.8,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,040607,18,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,040607,16.9,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,040607,25,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,040607,12.1,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,040607,18.1,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,040607,25.1,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,040607,22.8,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,040607,19.5,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,040607,13.5,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,040607,19,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,040607,23.2,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,040607,16.5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,040618,19.6,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,040618,15.3,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,040618,22.3,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,040618,16.2,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,040618,21.3,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,040618,20.6,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,040618,16.7,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,040618,18.3,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,040618,19.9,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,040618,21.4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,040618,23.5,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,040618,18.7,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,040618,19.3,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,040618,17.8,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,040618,25.4,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,040618,15.5,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,040618,18.4,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,040618,19.6,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,040618,18.7,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,040618,17.2,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,040618,19,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,040618,14,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,040618,19.2,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,040618,24.9,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,040618,22.8,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,040618,20.3,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,040618,15.4,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,040618,21.2,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,040618,19.9,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,040618,16,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,040628,17.4,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,040628,11.2,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,040628,20,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,040628,15.9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,040628,18.8,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,040628,18.4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,040628,14,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,040628,14,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,040628,17.8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,040628,17.9,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,040628,20.7,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,040628,13.9,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,040628,18.4,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,040628,15.8,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,040628,21.2,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,040628,12.8,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,040628,12.9,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,040628,18,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,040628,15.7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,040628,14.4,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,040628,23.9,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,040628,11.5,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,040628,16,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,040628,11.8,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,040628,21.5,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,040628,18.8,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,040628,13.7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,040628,18.1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,040628,17.7,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,040628,14.2,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,040712,15.6,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,040712,7.9,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,040712,19.3,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,040712,14.2,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,040712,16.1,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,040712,16.1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,040712,5.9,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,040712,11.1,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,040712,16.3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,040712,15.4,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,040712,19.1,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,040712,11.9,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,040712,15.9,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,040712,13.8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,040712,20.7,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,040712,9.9,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,040712,9,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,040712,15.8,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,040712,13.9,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,040712,11.9,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,040712,20.1,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,040712,9.2,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,040712,13.9,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,040712,9.5,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,040712,20.2,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,040712,17.6,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,040712,9.9,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,040712,15,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,040712,13.4,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,040712,11.8,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,040721,17.1,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,040721,13,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,040721,19.8,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,040721,17.1,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,040721,15.3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,040721,17.9,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,040721,15.8,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,040721,13.5,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,040721,16.6,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,040721,19.6,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,040721,19.7,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,040721,13.7,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,040721,17,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,040721,14.5,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,040721,22,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,040721,9.4,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,040721,11.9,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,040721,16.4,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,040721,14.6,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,040721,13.3,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,040721,21.9,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,040721,10.1,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,040721,15.5,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,040721,20.3,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,040721,20.9,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,040721,12.1,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,040721,9.9,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,040721,18.2,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,040721,13.9,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,040721,13.4,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,040804,15.1,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,040804,19,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,040804,15,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,040804,19,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
