"Accepted Symbol","Synonym Symbol","Scientific Name"
"NOBR2","","Nothocestrum breviflorum"
"NOLA","","Nothocestrum latifolium"
"NOLO","","Nothocestrum longifolium"
"NOPE","","Nothocestrum peltatum"
"NOTHO9","","Notholithocarpus"
"NODE3","","Notholithocarpus densiflorus"
"NODEA","","Notholithocarpus densiflorus f. attenuatodentatus"
"NODED","","Notholithocarpus densiflorus var. densiflorus"
"NODEE","","Notholithocarpus densiflorus var. echinoides"
"NOHU","","Nototrichium humile"
"NOSA","","Nototrichium sandwicense"
"NYAQ2","","Nyssa aquatica"
"NYBI","","Nyssa biflora"
"NYOG","","Nyssa ogeche"
"NYSY","","Nyssa sylvatica"
"NYUR2","","Nyssa ursina"
"OCJA","","Ochna jabotapita"
"OCMO4","","Ochna mossambicensis"
"OCTH","","Ochna thomasiana"
"OCPY","","Ochroma pyramidale"
"OCCO","","Ochrosia compta"
"OCEL","","Ochrosia elliptica"
"OCHA","","Ochrosia haleakalae"
"OCKA","","Ochrosia kauaiensis"
"OCKI","","Ochrosia kilaueaensis"
"OCMA2","","Ochrosia mariannensis"
"OCFL","","Ocotea floribunda"
"OCFO","","Ocotea foeniculacea"
"OCLE","","Ocotea leucoxylon"
"OCMO","","Ocotea moschata"
"OCNE","","Ocotea nemodaphne"
"OCPO","","Ocotea portoricensis"
"OCSP","","Ocotea spathulata"
"OCWR","","Ocotea wrightii"
"OECE","","Oemleria cerasiformis"
"OLEU","","Olea europaea"
"OLEUC","","Olea europaea ssp. cuspidata"
"OLEUE","","Olea europaea ssp. europaea"
"OLTE","","Olneya tesota"
"OPAU2","","Opuntia aurea"
"OPBA2","","Opuntia basilaris"
"OPBAB2","","Opuntia basilaris var. basilaris"
"OPBAB","","Opuntia basilaris var. brachyclada"
"OPBAL","","Opuntia basilaris var. longiareolata"
"OPBAT","","Opuntia basilaris var. treleasei"
"OPCO4","","Opuntia cochenillifera"
"OPFI","","Opuntia ficus-indica"
"OPGO","","Opuntia gosseliniana"
"OPMA8","","Opuntia macrocentra"
"OPMAM","","Opuntia macrocentra var. macrocentra"
"OPMAM2","","Opuntia macrocentra var. minor"
"OPMO5","","Opuntia monacantha"
"OPPI3","","Opuntia pinkavae"
"OPSA","","Opuntia santa-rita"
"OPTO2","","Opuntia tomentosa"
"ORCO14","","Ormocarpum cochinchinense"
"ORCA12","","Ormosia calavensis"
"ORKR","","Ormosia krugii"
"OSAM","","Osmanthus americanus"
"OSAMA","","Osmanthus americanus var. americanus"
"OSAMM","","Osmanthus americanus var. megacarpus"
"OSOL","","Osmoxylon oliveri"
"OSPA","","Osmoxylon pachyphyllum"
"OSTR","","Osmoxylon truncatum"
"OSCH2","","Ostrya chisosensis"
"OSKN","","Ostrya knowltonii"
"OSVI","","Ostrya virginiana"
"OTRH","","Ottoschulzia rhodoxylon"
"OUIL","","Ouratea ilicifolia"
"OULI","","Ouratea littoralis"
"OUST","","Ouratea striata"
"OXLA4","","Oxandra lanceolata"
"OXLA5","","Oxandra laurifolia"
"OXAR","","Oxydendrum arboreum"
"PAAQ2","","Pachira aquatica"
"PAIN7","","Pachira insignis"
"PASC14","","Pachycereus schottii"
"PAAL9","","Palicourea alpina"
"PACR3","","Palicourea crocea"
"PACR18","","Palicourea croceoides"
"PAGU","","Palicourea guianensis"
"PAGUB","","Palicourea guianensis ssp. barbinervia"
"PASP16","","Paliurus spina-christi"
"PABA13","","Pandanus baptistii"
"PADU3","","Pandanus dubius"
"PALO2","","Pandanus lorencei"
"PAPE","","Pandanus peliliuensis"
"PATE2","","Pandanus tectorius"
"PAUT","","Pandanus utilis"
"PAVE6","","Pandanus veitchii"
"PALO8","","Paraserianthes lophantha"
"PACR2","","Parathesis crenulata"
"PAPA2","","Parkia parvifoliola"
"PAAC3","","Parkinsonia aculeata"
"PAFL6","","Parkinsonia florida"
"PAMI5","","Parkinsonia microphylla"
"PATE10","","Parkinsonia texana"
"PATEM","","Parkinsonia texana var. macra"
"PATET2","","Parkinsonia texana var. texana"
"PAAC13","","Parmentiera aculeata"
"PACE8","","Parmentiera cereifera"
"PATO2","","Paulownia tomentosa"
"PEDU3","","Peltophorum dubia"
"PEPT3","","Peltophorum pterocarpum"
"PEBU2","","Pera bumeliifolia"
"PEAC2","","Pereskia aculeata"
"PEGR14","","Pereskia grandifolia"
"PESA3","","Perrottetia sandwicensis"
"PEAM3","","Persea americana"
"PEBO","","Persea borbonia"
"PEHU2","","Persea humilis"
"PEKR","","Persea krugii"
"PEPA37","","Persea palustris"
"PEUR2","","Persea urbaniana"
"PEDO","","Petitia domingensis"
"PESC4","","Peucephyllum schottii"
"PHNI12","","Phaleria nisidae"
"PHAM2","","Phellodendron amurense"
"PHJA","","Phellodendron japonicum"
"PHLA26","","Phellodendron lavallei"
"PHSA80","","Phellodendron sachalinense"
"PHGR11","","Phialanthus grandifolius"
"PHMY","","Phialanthus myrtilloides"
"PHUN3","","Philodendron undulatum"
"PHCA13","","Phoenix canariensis"
"PHDA4","","Phoenix dactylifera"
"PHRE","","Phoenix reclinata"
"PHDA5","","Photinia davidiana"
"PHSE17","","Photinia serratifolia"
"PHVI81","","Photinia villosa"
"PHAC3","","Phyllanthus acidus"
"PHAC7","","Phyllanthus acuminatus"
"PHDI8","","Phyllanthus distichus"
"PHEM2","","Phyllanthus emblica"
"PHJU2","","Phyllanthus juglandifolius"
"PHOR10","","Phyllanthus orbicularis"
"PHBO9","","Phytolacca bogotensis"
"PIAL4","","Picea ×albertiana"
"PILU","","Picea ×lutzii"
"PIAB","","Picea abies"
"PIBR","","Picea breweriana"
"PIEN","","Picea engelmannii"
"PIENE","","Picea engelmannii var. engelmannii"
"PIENM2","","Picea engelmannii var. mexicana"
"PIGL","","Picea glauca"
"PIMA","","Picea mariana"
"PIPU","","Picea pungens"
"PIRU","","Picea rubens"
"PISI","","Picea sitchensis"
"PIPE","","Picramnia pentandra"
"PIAN2","","Picrasma antillana"
"PIEX","","Picrasma excelsa"
"PIAC","","Pictetia aculeata"
"PIRA3","","Pilocarpus racemosus"
"PIPO4","","Pilosocereus polygonus"
"PIRO6","","Pilosocereus royenii"
"PIDI2","","Pimenta dioica"
"PIRA","","Pimenta racemosa"
"PIRAG","","Pimenta racemosa var. grisea"
"PIRAR","","Pimenta racemosa var. racemosa"
"PIBR6","","Pinckneya bracteata"
"PIAT2","","Pinus ×attenuradiata"
"PIHU3","","Pinus ×hunnewellii [parviflora × strobus]"
"PIMU2","","Pinus ×murraybanksiana"
"PISO","","Pinus ×sondereggeri"
"PIAL","","Pinus albicaulis"
"PIAR","","Pinus aristata"
"PIAR5","","Pinus arizonica"
"PIARA","","Pinus arizonica var. arizonica"
"PIARS2","","Pinus arizonica var. stormiae"
"PIAT","","Pinus attenuata"
"PIBA","","Pinus balfouriana"
"PIBAA","","Pinus balfouriana ssp. austrina"
"PIBAB","","Pinus balfouriana ssp. balfouriana"
"PIBA2","","Pinus banksiana"
"PICA18","","Pinus caribaea"
"PICE2","","Pinus cembra"
"PICE","","Pinus cembroides"
"PICL","","Pinus clausa"
"PICO","","Pinus contorta"
"PICOB","","Pinus contorta var. bolanderi"
"PICOC","","Pinus contorta var. contorta"
"PICOL","","Pinus contorta var. latifolia"
"PICOM","","Pinus contorta var. murrayana"
"PICOY","","Pinus contorta var. yukonensis"
"PICO3","","Pinus coulteri"
"PIDI3","","Pinus discolor"
"PIEC2","","Pinus echinata"
"PIED","","Pinus edulis"
"PIEL","","Pinus elliottii"
"PIELD","","Pinus elliottii var. densa"
"PIELE2","","Pinus elliottii var. elliottii"
"PIEN2","","Pinus engelmannii"
"PIFL2","","Pinus flexilis"
"PIGL2","","Pinus glabra"
"PIHA7","","Pinus halepensis"
"PIJE","","Pinus jeffreyi"
"PILA","","Pinus lambertiana"
"PILE","","Pinus leiophylla"
"PILEC","","Pinus leiophylla var. chihuahuana"
"PILO","","Pinus longaeva"
"PIMO","","Pinus monophylla"
"PIMO3","","Pinus monticola"
"PIMU80","","Pinus mugo"
"PIMU","","Pinus muricata"
"PINI","","Pinus nigra"
"PIPA2","","Pinus palustris"
"PIPA13","","Pinus patula"
"PIPI6","","Pinus pinaster"
"PIPI7","","Pinus pinea"
"PIPO","","Pinus ponderosa"
"PIPOB2","","Pinus ponderosa var. benthamiana"
"PIPOB3","","Pinus ponderosa var. brachyptera"
"PIPOP","","Pinus ponderosa var. ponderosa"
"PIPOS","","Pinus ponderosa var. scopulorum"
"PIPOW2","","Pinus ponderosa var. washoensis"
"PIPU5","","Pinus pungens"
"PIQU","","Pinus quadrifolia"
"PIRA2","","Pinus radiata"
"PIRE5","","Pinus remota"
"PIRE","","Pinus resinosa"
"PIRI","","Pinus rigida"
"PIRI2","","Pinus rigida × serotina"
"PIRI9","","Pinus rigida × taeda"
"PISA2","","Pinus sabiniana"
"PISE","","Pinus serotina"
"PISE7","","Pinus serotina × taeda"
"PIST3","","Pinus strobiformis"
"PIST","","Pinus strobus"
"PISY","","Pinus sylvestris"
"PITA","","Pinus taeda"
"PITH2","","Pinus thunbergii"
"PITO","","Pinus torreyana"
"PITOI","","Pinus torreyana ssp. insularis"
"PITOT","","Pinus torreyana ssp. torreyana"
"PIVI2","","Pinus virginiana"
"PIWA3","","Pinus wallichiana"
"PIAD","","Piper aduncum"
"PIAM2","","Piper amalago"
"PIAU","","Piper auritum"
"PIBL","","Piper blattarum"
"PIMA4","","Piper marginatum"
"PISW","","Piper swartzianum"
"PIAL2","","Pipturus albidus"
"PICA5","","Piscidia carthagenensis"
"PIPI3","","Piscidia piscipula"
"PIAC2","","Pisonia aculeata"
"PIAL3","","Pisonia albida"
"PIBR3","","Pisonia brunoniana"
"PICA14","","Pisonia capitata"
"PIFL6","","Pisonia floridana"
"PIGR6","","Pisonia grandis"
"PIRO3","","Pisonia rotundata"
"PISA5","","Pisonia sandwicensis"
"PISU","","Pisonia subcordata"
"PITA2","","Pisonia taina"
"PIUM2","","Pisonia umbellifera"
"PIWA2","","Pisonia wagneriana"
"PIAT4","","Pistacia atlantica"
"PICH4","","Pistacia chinensis"
"PIME4","","Pistacia mexicana"
"PIBA5","","Pithecellobium bahamense"
"PIDU","","Pithecellobium dulce"
"PIKE","","Pithecellobium keyense"
"PIUN","","Pithecellobium unguis-cati"
"PIMO4","","Pittosporum ×monae"
"PIAR4","","Pittosporum argentifolium"
"PICO4","","Pittosporum confertiflorum"
"PICR","","Pittosporum crassifolium"
"PIFL4","","Pittosporum flocculosum"
"PIGA2","","Pittosporum gayanum"
"PIGL4","","Pittosporum glabrum"
"PIHA3","","Pittosporum halophilum"
"PIHA4","","Pittosporum hawaiiense"
"PIHO","","Pittosporum hosmeri"
"PIKA3","","Pittosporum kauaiense"
"PINA","","Pittosporum napaliense"
"PIPE8","","Pittosporum pentandrum"
"PITE11","","Pittosporum tenuifolium"
"PITE5","","Pittosporum terminalioides"
"PITO2","","Pittosporum tobira"
"PIUN2","","Pittosporum undulatum"
"PIVI5","","Pittosporum viridiflorum"
"PLCA4","","Planchonella calcarea"
"PLOB5","","Planchonella obovata"
"PLSA2","","Planchonella sandwicensis"
"PLAQ","","Planera aquatica"
"PLHI","","Platanus ×hispanica"
"PLOC","","Platanus occidentalis"
"PLRA","","Platanus racemosa"
"PLWR2","","Platanus wrightii"
"PLOR80","","Platycladus orientalis"
"PLRE4","","Platydesma remyi"
"PLSP3","","Platydesma spathulata"
"PLMA6","","Pleodendron macranthum"
"PLAU2","","Pleomele aurea"
"PLAU5","","Pleomele auwahiensis"
"PLFE","","Pleomele fernaldii"
"PLFO2","","Pleomele forbesii"
"PLHA3","","Pleomele halapepe"
"PLHA4","","Pleomele hawaiiensis"
"PLAL","","Plumeria alba"
"PLOB2","","Plumeria obtusa"
"PLOBO","","Plumeria obtusa var. obtusa"
"PLOBS","","Plumeria obtusa var. sericifolia"
"PLRU2","","Plumeria rubra"
"POCO3","","Podocarpus coriaceus"
"POMA32","","Podocarpus macrophyllus"
"POMAM","","Podocarpus macrophyllus var. maki"
"PONE21","","Podocarpus neriifolius"
"POFL20","","Poitea florida"
"POME","","Polyalthia merrillii"
"POCO5","","Polygala cowellii"
"POPE13","","Polygala penaea"
"POPEP","","Polygala penaea ssp. portoricensis"
"POGU","","Polyscias guilfoylei"
"POMA","","Polyscias macgillivrayi"
"PONO10","","Polyscias nodosa"
"POSC10","","Polyscias scutellaria"
"POPA13","","Ponapea palauensis"
"POTR4","","Poncirus trifoliata"
"POAC5","","Populus ×acuminata"
"POBE2","","Populus ×berolinensis"
"POBR7","","Populus ×brayshawii"
"POCA19","","Populus ×canadensis"
"POCA14","","Populus ×canescens"
"POHE5","","Populus ×heimburgeri"
"POHI8","","Populus ×hinckleyana"
"POIN23","","Populus ×inopina"
"POJA2","","Populus ×jackii"
"POPA11","","Populus ×parryi"
"PORO4","","Populus ×rouleauiana"
"POSM2","","Populus ×smithii"
"POAL7","","Populus alba"
"POAN3","","Populus angustifolia"
"POBA2","","Populus balsamifera"
"POBAB2","","Populus balsamifera ssp. balsamifera"
"POBAT","","Populus balsamifera ssp. trichocarpa"
"PODE3","","Populus deltoides"
"PODED","","Populus deltoides ssp. deltoides"
"PODEM","","Populus deltoides ssp. monilifera"
"PODEW","","Populus deltoides ssp. wislizeni"
"POFR2","","Populus fremontii"
"POFRF3","","Populus fremontii ssp. fremontii"
"POFRM","","Populus fremontii ssp. mesetae"
"POGR4","","Populus grandidentata"
"POHE4","","Populus heterophylla"
"PONI","","Populus nigra"
"POTO7","","Populus tomentosa"
"POTR10","","Populus tremula"
"POTR5","","Populus tremuloides"
"POCA23","","Pouteria campechiana"
"PODI5","","Pouteria dictyoneura"
"PODIF","","Pouteria dictyoneura ssp. fuertesii"
"PODO5","","Pouteria dominigensis"
"POHO4","","Pouteria hotteana"
"POMU6","","Pouteria multiflora"
"POOB8","","Pouteria obovata"
"POSA11","","Pouteria sandwicensis"
"POSA13","","Pouteria sapota"
"POOC4","","Pouzolzia occidentalis"
"PROD","","Premna odorata"
"PRSE6","","Premna serratifolia"
"PRAC","","Prestoea acuminata"
"PRACM","","Prestoea acuminata var. montana"
"PRAF","","Pritchardia affinis"
"PRAR2","","Pritchardia arecina"
"PRAY","","Pritchardia aylmer-robinsonii"
"PRBA4","","Pritchardia bakeri"
"PRBE","","Pritchardia beccariana"
"PRFL","","Pritchardia flynnii"
"PRFO","","Pritchardia forbesiana"
"PRGL","","Pritchardia glabrata"
"PRGO","","Pritchardia gordonii"
"PRHA2","","Pritchardia hardyi"
"PRHI","","Pritchardia hillebrandii"
"PRKA","","Pritchardia kaalae"
"PRKA3","","Pritchardia kahukuensis"
"PRLA3","","Pritchardia lanaiensis"
"PRLA4","","Pritchardia lanigera"
"PRLI2","","Pritchardia limahuliensis"
"PRLO2","","Pritchardia lowreyana"
"PRMA15","","Pritchardia maideniana"
"PRMA5","","Pritchardia martii"
"PRMI3","","Pritchardia minor"
"PRMU3","","Pritchardia munroi"
"PRNA2","","Pritchardia napaliensis"
"PRPE7","","Pritchardia perlmanii"
"PRRE","","Pritchardia remota"
"PRSC","","Pritchardia schattaueri"
"PRVI2","","Pritchardia viscosa"
"PRWA","","Pritchardia waialealeana"
"PRWO","","Pritchardia woodii"
"PRCR2","","Prockia crucis"
"PRFA2","","Prosopis farcta"
"PRGL2","","Prosopis glandulosa"
"PRGLG","","Prosopis glandulosa var. glandulosa"
"PRGLP","","Prosopis glandulosa var. prostrata"
"PRGLT","","Prosopis glandulosa var. torreyana"
"PRJU3","","Prosopis juliflora"
"PRLA6","","Prosopis laevigata"
"PRPA4","","Prosopis pallida"
"PRPU","","Prosopis pubescens"
"PRVE","","Prosopis velutina"
"PROR","","Prunus ×orthosepala"
"PRPA8","","Prunus ×palmeri"
"PRPU4","","Prunus ×pugetensis"
"PRSL","","Prunus ×slavinii"
"PRYE","","Prunus ×yedoensis"
"PRAL7","","Prunus alabamensis"
"PRAL5","","Prunus alleghaniensis"
"PRALA","","Prunus alleghaniensis var. alleghaniensis"
"PRALD","","Prunus alleghaniensis var. davisii"
"PRAM","","Prunus americana"
"PRAN3","","Prunus angustifolia"
"PRANA","","Prunus angustifolia var. angustifolia"
"PRANW","","Prunus angustifolia var. watsonii"
"PRAR3","","Prunus armeniaca"
"PRAV","","Prunus avium"
"PRCA","","Prunus caroliniana"
"PRCE2","","Prunus cerasifera"
"PRCE","","Prunus cerasus"
"PRDO","","Prunus domestica"
"PRDOD","","Prunus domestica var. domestica"
"PRDOI","","Prunus domestica var. insititia"
"PRDU","","Prunus dulcis"
"PREM","","Prunus emarginata"
"PREME","","Prunus emarginata var. emarginata"
"PREMM","","Prunus emarginata var. mollis"
"PRFR","","Prunus fremontii"
"PRHO","","Prunus hortulana"
"PRIL","","Prunus ilicifolia"
"PRILI","","Prunus ilicifolia ssp. ilicifolia"
"PRILL","","Prunus ilicifolia ssp. lyonii"
"PRLA5","","Prunus laurocerasus"
"PRLU","","Prunus lusitanica"
"PRMA","","Prunus mahaleb"
"PRME","","Prunus mexicana"
"PRMU","","Prunus munsoniana"
"PRMY","","Prunus myrtifolia"
"PRNI","","Prunus nigra"
"PROC","","Prunus occidentalis"
"PRPA5","","Prunus padus"
"PRPE2","","Prunus pensylvanica"
"PRPEP","","Prunus pensylvanica var. pensylvanica"
"PRPES","","Prunus pensylvanica var. saximontana"
"PRPE3","","Prunus persica"
"PRPEP2","","Prunus persica var. persica"
"PRPL3","","Prunus pleuradenia"
"PRSE2","","Prunus serotina"
"PRSEE","","Prunus serotina var. eximia"
"PRSER2","","Prunus serotina var. rufula"
"PRSES","","Prunus serotina var. serotina"
"PRSEV","","Prunus serotina var. virens"
"PRSE3","","Prunus serrulata"
"PRSP","","Prunus spinosa"
"PRSU2","","Prunus subcordata"
"PRSUK","","Prunus subcordata var. kelloggii"
"PRSUO","","Prunus subcordata var. oregana"
"PRSUR","","Prunus subcordata var. rubicunda"
"PRSUS","","Prunus subcordata var. subcordata"
"PRSU4","","Prunus subhirtella"
"PRTO80","","Prunus tomentosa"
"PRTR3","","Prunus triloba"
"PRUM","","Prunus umbellata"
"PRUMI","","Prunus umbellata var. injuncunda"
"PRUMU","","Prunus umbellata var. umbellata"
"PRVI","","Prunus virginiana"
"PRVID","","Prunus virginiana var. demissa"
"PRVIM","","Prunus virginiana var. melanocarpa"
"PRVIV","","Prunus virginiana var. virginiana"
"PSUM","","Pseudanamomis umbellulifera"
"PSSI4","","Pseudocydonia sinensis"
"PSSP2","","Pseudolmedia spuria"
"PSSA","","Pseudophoenix sargentii"
"PSSAS","","Pseudophoenix sargentii ssp. saonae"
"PSSAS3","","Pseudophoenix sargentii ssp. sargentii"
"PSMA","","Pseudotsuga macrocarpa"
"PSME","","Pseudotsuga menziesii"
"PSMEG","","Pseudotsuga menziesii var. glauca"
"PSMEM","","Pseudotsuga menziesii var. menziesii"
"PSAM","","Psidium amplexicaule"
"PSCA5","","Psidium calyptranthoides"
"PSCA","","Psidium cattleianum"
"PSGU","","Psidium guajava"
"PSLO2","","Psidium longipes"
"PSLOL","","Psidium longipes var. longipes"
"PSLOO","","Psidium longipes var. orbiculare"
"PSSI2","","Psidium sintenisii"
"PSSP3","","Psorothamnus spinosus"
"PSBE","","Psychotria berteriana"
"PSBR2","","Psychotria brachiata"
"PSBR3","","Psychotria brownei"
"PSCH4","","Psychotria cheathamiana"
"PSDO2","","Psychotria domingensis"
"PSFA","","Psychotria fauriei"
"PSGR","","Psychotria grandiflora"
"PSGR2","","Psychotria grandis"
"PSGR3","","Psychotria greenwelliae"
"PSHA2","","Psychotria hathewayi"
"PSHAB","","Psychotria hathewayi var. brevipetiolata"
"PSHAH2","","Psychotria hathewayi var. hathewayi"
"PSHA3","","Psychotria hawaiiensis"
"PSHAH3","","Psychotria hawaiiensis var. hawaiiensis"
"PSHAH","","Psychotria hawaiiensis var. hillebrandii"
"PSHAS","","Psychotria hawaiiensis var. scoriacea"
"PSHE2","","Psychotria hexandra"
"PSHEH3","","Psychotria hexandra ssp. hexandra"
"PSHEH4","","Psychotria hexandra ssp. hexandra var. hexandra"
"PSHEH5","","Psychotria hexandra ssp. hexandra var. hirta"
"PSHEK2","","Psychotria hexandra ssp. hexandra var. kealiae"
"PSHEO","","Psychotria hexandra ssp. oahuensis"
"PSHEH6","","Psychotria hexandra ssp. oahuensis var. hosakana"
"PSHEO2","","Psychotria hexandra ssp. oahuensis var. oahuensis"
"PSHER","","Psychotria hexandra ssp. oahuensis var. rockii"
"PSHO","","Psychotria hobdyi"
"PSHOC","","Psychotria hombroniana var. canfieldiae"
"PSKA","","Psychotria kaduana"
"PSKO2","","Psychotria kosraensis"
"PSLEL","","Psychotria leptothyrsa var. longicarpa"
"PSLI2","","Psychotria ligustrifolia"
"PSMA4","","Psychotria maleolens"
"PSMA5","","Psychotria maricaensis"
"PSMA6","","Psychotria mariniana"
"PSMA7","","Psychotria mauiensis"
"PSNE","","Psychotria nervosa"
"PSNU2","","Psychotria nutans"
"PSPU","","Psychotria pubescens"
"PSPU2","","Psychotria punctata"
"PSWA2","","Psychotria wawrae"
"PSOD","","Psydrax odorata"
"PTCR3","","Ptelea crenulata"
"PTTR","","Ptelea trifoliata"
"PTTRA","","Ptelea trifoliata ssp. angustifolia"
"PTTRA2","","Ptelea trifoliata ssp. angustifolia var. angustifolia"
"PTTRP3","","Ptelea trifoliata ssp. angustifolia var. persicifolia"
"PTTRP","","Ptelea trifoliata ssp. pallida"
"PTTRC","","Ptelea trifoliata ssp. pallida var. cognata"
"PTTRC2","","Ptelea trifoliata ssp. pallida var. confinis"
"PTTRL","","Ptelea trifoliata ssp. pallida var. lutescens"
"PTTRP4","","Ptelea trifoliata ssp. pallida var. pallida"
"PTTRP2","","Ptelea trifoliata ssp. polyadenia"
"PTTRT","","Ptelea trifoliata ssp. trifoliata"
"PTTRM","","Ptelea trifoliata ssp. trifoliata var. mollis"
"PTTRT2","","Ptelea trifoliata ssp. trifoliata var. trifoliata"
"PTKA","","Pteralyxia kauaiensis"
"PTMA","","Pteralyxia macrocarpa"
"PTIN2","","Pterocarpus indicus"
"PTMA7","","Pterocarpus macrocarpus"
"PTOF","","Pterocarpus officinalis"
"PTST80","","Pterocarya stenoptera"
"PTEL","","Ptychosperma elegans"
"PTMA8","","Ptychosperma macarthuri"
"PUGR2","","Punica granatum"
"PUME","","Purshia mexicana"
"PUST","","Purshia stansburiana"
"PYCA80","","Pyrus calleryana"
"PYCO","","Pyrus communis"
"PYPY2","","Pyrus pyrifolia"
"QUTU","","Quararibea turbinata"
"QUAM","","Quassia amara"
"QUAC3","","Quercus ×acutidens"
"QUAL2","","Quercus ×alvordiana"
"QUAS3","","Quercus ×ashei"
"QUAT","","Quercus ×atlantica"
"QUBE","","Quercus ×beadlei"
"QUBE2","","Quercus ×beaumontiana"
"QUBE3","","Quercus ×bebbiana"
"QUBE8","","Quercus ×beckyae"
"QUBE9","","Quercus ×benderi"
"QUBE4","","Quercus ×bernardiensis"
"QUBI2","","Quercus ×bimundorum"
"QUBL","","Quercus ×blufftonensis"
"QUBR","","Quercus ×brittonii"
"QUBU3","","Quercus ×burnetensis"
"QUBU","","Quercus ×bushii"
"QUBY","","Quercus ×byarsii"
"QUCA","","Quercus ×caduca"
"QUCA3","","Quercus ×caesariensis"
"QUCA2","","Quercus ×capesii"
"QUCO5","","Quercus ×cocksii"
"QUCO4","","Quercus ×columnaris"
"QUCO3","","Quercus ×comptoniae"
"QUCR","","Quercus ×cravenensis"
"QUDE","","Quercus ×deamii"
"QUDE2","","Quercus ×demareei"
"QUDI","","Quercus ×discreta"
"QUDI2","","Quercus ×diversiloba"
"QUEG","","Quercus ×egglestonii"
"QUEP","","Quercus ×eplingii"
"QUEX","","Quercus ×exacta"
"QUFA2","","Quercus ×faxonii"
"QUFE","","Quercus ×fernaldii"
"QUFE2","","Quercus ×fernowii"
"QUFI","","Quercus ×filialis"
"QUFO","","Quercus ×fontana"
"QUGA2","","Quercus ×ganderi"
"QUGA3","","Quercus ×garlandensis"
"QUGI","","Quercus ×giffordii"
"QUGR4","","Quercus ×grandidentata"
"QUGU","","Quercus ×guadalupensis"
"QUHA","","Quercus ×harbisonii"
"QUHA2","","Quercus ×hastingsii"
"QUHA4","","Quercus ×hawkinsiae"
"QUHE","","Quercus ×heterophylla"
"QUHO","","Quercus ×howellii"
"QUHU","","Quercus ×humidicola"
"QUIN5","","Quercus ×incomita"
"QUIN2","","Quercus ×inconstans"
"QUIN4","","Quercus ×introgressa"
"QUJA","","Quercus ×jackiana"
"QUJO","","Quercus ×jolonensis"
"QUJO4","","Quercus ×joorii"
"QULE","","Quercus ×leana"
"QULU","","Quercus ×ludoviciana"
"QUMA4","","Quercus ×macdonaldii"
"QUMA","","Quercus ×macnabiana"
"QUME2","","Quercus ×megaleia"
"QUME","","Quercus ×mellichampii"
"QUMO2","","Quercus ×moreha"
"QUMO3","","Quercus ×moultonensis"
"QUMU3","","Quercus ×munzii"
"QUMU2","","Quercus ×mutabilis"
"QUNE","","Quercus ×neopalmeri"
"QUNE2","","Quercus ×neotharpii"
"QUNE3","","Quercus ×nessiana"
"QUOR","","Quercus ×organensis"
"QUOV","","Quercus ×oviedoensis"
"QUPA","","Quercus ×palaeolithicola"
"QUPA3","","Quercus ×palmeriana"
"QUPA4","","Quercus ×pauciloba"
"QUPO","","Quercus ×podophylla"
"QUPS","","Quercus ×pseudomargaretta"
"QURE","","Quercus ×rehderi"
"QURI","","Quercus ×riparia"
"QURO","","Quercus ×robbinsii"
"QURO4","","Quercus ×rolfsii"
"QURU2","","Quercus ×rudkinii"
"QURU3","","Quercus ×runcinata"
"QUSA3","","Quercus ×sargentii"
"QUSA","","Quercus ×saulii"
"QUSC","","Quercus ×schochiana"
"QUSC2","","Quercus ×schuettei"
"QUSM","","Quercus ×smallii"
"QUST2","","Quercus ×stelloides"
"QUST3","","Quercus ×sterilis"
"QUST4","","Quercus ×sterretii"
"QUSU4","","Quercus ×subconvexa"
"QUSU6","","Quercus ×subfalcata"
"QUSU2","","Quercus ×subintegra"
"QUSU3","","Quercus ×substellata"
"QUTH","","Quercus ×tharpii"
"QUTO4","","Quercus ×tottenii"
"QUTO3","","Quercus ×townei"
"QUTR","","Quercus ×tridentata"
"QUVA2","","Quercus ×vaga"
"QUVE2","","Quercus ×venulosa"
"QUWA2","","Quercus ×wagneri"
"QUWA","","Quercus ×walteriana"
"QUWI","","Quercus ×willdenowiana"
"QUAC2","","Quercus acerifolia"
"QUAC80","","Quercus acutissima"
"QUAG","","Quercus agrifolia"
"QUAGA","","Quercus agrifolia var. agrifolia"
"QUAGO","","Quercus agrifolia var. oxyadenia"
"QUAJ","","Quercus ajoensis"
"QUAL","","Quercus alba"
"QUAL3","","Quercus alba × virginiana"
"QUAR","","Quercus arizonica"
"QUAR2","","Quercus arkansana"
"QUAU","","Quercus austrina"
"QUBE5","","Quercus berberidifolia"
"QUBI","","Quercus bicolor"
"QUBO2","","Quercus boyntonii"
"QUBU2","","Quercus buckleyi"
"QUCA7","","Quercus carmenensis"
"QUCE2","","Quercus cedrosensis"
"QUCE","","Quercus cerris"
"QUCH","","Quercus chapmanii"
"QUCH4","","Quercus chihuahuensis"
"QUCH2","","Quercus chrysolepis"
"QUCHC","","Quercus chrysolepis var. chrysolepis"
"QUCHN","","Quercus chrysolepis var. nana"
"QUCO2","","Quercus coccinea"
"QUCOC","","Quercus coccinea var. coccinea"
"QUCOT","","Quercus coccinea var. tuberculata"
"QUCO7","","Quercus cornelius-mulleri"
"QUDE3","","Quercus depressipes"
"QUDO","","Quercus douglasii"
"QUDU","","Quercus dumosa"
"QUDUD","","Quercus dumosa var. dumosa"
"QUDUE","","Quercus dumosa var. elegantula"
"QUDU4","","Quercus durata"
