"Accepted Symbol","Synonym Symbol","Scientific Name"
"CAAT10","","Camissonia atwoodii"
"CABE7","","Camissonia benitensis"
"CABI12","","Camissonia bistorta"
"CABO7","","Camissonia boothii"
"CABOA","","Camissonia boothii ssp. alyssoides"
"CABOB","","Camissonia boothii ssp. boothii"
"CABOC","","Camissonia boothii ssp. condensata"
"CABOD","","Camissonia boothii ssp. decorticans"
"CABOD2","","Camissonia boothii ssp. desertorum"
"CABOI","","Camissonia boothii ssp. intermedia"
"CABR22","","Camissonia breviflora"
"CABR23","","Camissonia brevipes"
"CABRA","","Camissonia brevipes ssp. arizonica"
"CABRB4","","Camissonia brevipes ssp. brevipes"
"CABRP","","Camissonia brevipes ssp. pallidula"
"CACA32","","Camissonia californica"
"CACA33","","Camissonia campestris"
"CACAC8","","Camissonia campestris ssp. campestris"
"CACAO","","Camissonia campestris ssp. obispoensis"
"CACA34","","Camissonia cardiophylla"
"CACAC9","","Camissonia cardiophylla ssp. cardiophylla"
"CACAR2","","Camissonia cardiophylla ssp. robusta"
"CACH12","","Camissonia chamaenerioides"
"CACH13","","Camissonia cheiranthifolia"
"CACHC","","Camissonia cheiranthifolia ssp. cheiranthifolia"
"CACHS","","Camissonia cheiranthifolia ssp. suffruticosa"
"CACL4","","Camissonia claviformis"
"CACLA2","","Camissonia claviformis ssp. aurantiaca"
"CACLC3","","Camissonia claviformis ssp. claviformis"
"CACLC","","Camissonia claviformis ssp. cruciformis"
"CACLF","","Camissonia claviformis ssp. funerea"
"CACLI","","Camissonia claviformis ssp. integrior"
"CACLL","","Camissonia claviformis ssp. lancifolia"
"CACLP2","","Camissonia claviformis ssp. peeblesii"
"CACLP3","","Camissonia claviformis ssp. peirsonii"
"CACLR2","","Camissonia claviformis ssp. rubescens"
"CACLY","","Camissonia claviformis ssp. yumae"
"CACO32","","Camissonia confertiflora"
"CACO33","","Camissonia confusa"
"CACO34","","Camissonia contorta"
"CAEA","","Camissonia eastwoodiae"
"CAEX10","","Camissonia exilis"
"CAGO","","Camissonia gouldii"
"CAGR14","","Camissonia graciliflora"
"CAGU4","","Camissonia guadalupensis"
"CAGUC","","Camissonia guadalupensis ssp. clementina"
"CAHA15","","Camissonia hardhamiae"
"CAHE12","","Camissonia heterochroma"
"CAHI12","","Camissonia hilgardii"
"CAHI13","","Camissonia hirtella"
"CAIG2","","Camissonia ignota"
"CAIN22","","Camissonia integrifolia"
"CAIN23","","Camissonia intermedia"
"CAKE4","","Camissonia kernensis"
"CAKEG","","Camissonia kernensis ssp. gilmanii"
"CAKEK","","Camissonia kernensis ssp. kernensis"
"CALA39","","Camissonia lacustris"
"CALE26","","Camissonia lewisii"
"CALU13","","Camissonia luciae"
"CAME16","","Camissonia megalantha"
"CAMI22","","Camissonia micrantha"
"CAMI23","","Camissonia minor"
"CAMU13","","Camissonia multijuga"
"CAMU14","","Camissonia munzii"
"CANE11","","Camissonia nevadensis"
"CAOV4","","Camissonia ovata"
"CAPA36","","Camissonia pallida"
"CAPAH2","","Camissonia pallida ssp. hallii"
"CAPAP5","","Camissonia pallida ssp. pallida"
"CAPA37","","Camissonia palmeri"
"CAPA38","","Camissonia parryi"
"CAPA39","","Camissonia parvula"
"CAPT","","Camissonia pterosperma"
"CAPU15","","Camissonia pubens"
"CAPU16","","Camissonia pusilla"
"CAPY5","","Camissonia pygmaea"
"CARE2","","Camissonia refracta"
"CARO13","","Camissonia robusta"
"CASC18","","Camissonia scapoidea"
"CASCB2","","Camissonia scapoidea ssp. brachycarpa"
"CASCM","","Camissonia scapoidea ssp. macrocarpa"
"CASCS3","","Camissonia scapoidea ssp. scapoidea"
"CASCU","","Camissonia scapoidea ssp. utahensis"
"CASI9","","Camissonia sierrae"
"CASIA","","Camissonia sierrae ssp. alticola"
"CASIS2","","Camissonia sierrae ssp. sierrae"
"CASP13","","Camissonia specuicola"
"CASPH","","Camissonia specuicola ssp. hesperia"
"CASPS3","","Camissonia specuicola ssp. specuicola"
"CAST20","","Camissonia strigulosa"
"CASU18","","Camissonia subacaulis"
"CATA2","","Camissonia tanacetifolia"
"CATAQ","","Camissonia tanacetifolia ssp. quadriperforata"
"CATAT","","Camissonia tanacetifolia ssp. tanacetifolia"
"CAWA3","","Camissonia walkeri"
"CAWAT","","Camissonia walkeri ssp. tortilis"
"CAWAW2","","Camissonia walkeri ssp. walkeri"
"CAAL34","","Campanula alliariifolia"
"CAAN3","","Campanula angustiflora"
"CAAP2","","Campanula aparinoides"
"CAAU21","","Campanula aucheri"
"CAAU","","Campanula aurita"
"CABO8","","Campanula bononiensis"
"CACA7","","Campanula californica"
"CACA102","","Campanula carnica"
"CACA37","","Campanula carpatica"
"CACH","","Campanula chamissonis"
"CACO83","","Campanula cochlearifolia"
"CADI3","","Campanula divaricata"
"CAEX3","","Campanula exigua"
"CAFL18","","Campanula floridana"
"CAGA9","","Campanula garganica"
"CAGL2","","Campanula glomerata"
"CAGR26","","Campanula griffinii"
"CALA67","","Campanula lanata"
"CALA7","","Campanula lasiocarpa"
"CALA40","","Campanula latifolia"
"CAME20","","Campanula medium"
"CAPA10","","Campanula parryi"
"CAPAI2","","Campanula parryi var. idahoensis"
"CAPAP2","","Campanula parryi var. parryi"
"CAPA44","","Campanula patula"
"CAPE20","","Campanula persicifolia"
"CAPI2","","Campanula piperi"
"CAPO2","","Campanula poscharskyana"
"CAPU20","","Campanula punctata"
"CARA","","Campanula rapunculoides"
"CARA19","","Campanula rapunculus"
"CARE3","","Campanula reverchonii"
"CARO15","","Campanula robinsiae"
"CARO2","","Campanula rotundifolia"
"CASC6","","Campanula scabrella"
"CASC7","","Campanula scouleri"
"CASH4","","Campanula sharsmithiae"
"CASH3","","Campanula shetleri"
"CATR4","","Campanula trachelium"
"CAUN2","","Campanula uniflora"
"CAWI8","","Campanula wilkinsiana"
"CAAM18","","Campanulastrum americanum"
"CAFA2","","Campylocentrum fasciolum"
"CAFI10","","Campylocentrum filiforme"
"CAMI26","","Campylocentrum micranthum"
"CAPA32","","Campylocentrum pachyrrhizum"
"CAPY4","","Campylocentrum pygmaeum"
"CAAN9","","Campyloneurum angustifolium"
"CACO20","","Campyloneurum costatum"
"CALA28","","Campyloneurum latum"
"CAPH5","","Campyloneurum phyllitidis"
"CARE5","","Campyloneurum repens"
"CAMO32","","Canadanthus modestus"
"CABR21","","Canavalia brasiliensis"
"CACA29","","Canavalia cathartica"
"CAEN4","","Canavalia ensiformis"
"CAGA","","Canavalia galeata"
"CAGL15","","Canavalia gladiata"
"CAHA12","","Canavalia hawaiiensis"
"CAKA3","","Canavalia kauaiensis"
"CAME39","","Canavalia megalantha"
"CAMEM2","","Canavalia megalantha var. megalantha"
"CAMO15","","Canavalia molokaiensis"
"CANA4","","Canavalia napaliensis"
"CANI7","","Canavalia nitida"
"CAPU14","","Canavalia pubescens"
"CARO26","","Canavalia rosea"
"CASE9","","Canavalia sericea"
"CAAU2","","Canbya aurea"
"CACA8","","Canbya candida"
"CAGE3","","Canna ×generalis"
"CAFL11","","Canna flaccida"
"CAGL13","","Canna glauca"
"CAIN19","","Canna indica"
"CAIR3","","Canna iridiflora"
"CAJA13","","Canna jaegeriana"
"CAPE13","","Canna pertusa"
"CASY5","","Canna sylvestris"
"CASA3","","Cannabis sativa"
"CASAI","","Cannabis sativa ssp. indica"
"CASAS3","","Cannabis sativa ssp. sativa"
"CASAS9","","Cannabis sativa ssp. sativa var. sativa"
"CASAS10","","Cannabis sativa ssp. sativa var. spontanea"
"CACA41","","Caperonia castaneifolia"
"CAPA11","","Caperonia palustris"
"CABI13","","Capraria biflora"
"CABU2","","Capsella bursa-pastoris"
"CAAN4","","Capsicum annuum"
"CAANA4","","Capsicum annuum var. annuum"
"CAANG","","Capsicum annuum var. glabriusculum"
"CAAN12","","Cardamine ×anomala"
"CAIN20","","Cardamine ×incisa"
"CAAN5","","Cardamine angulata"
"CAAN11","","Cardamine angustata"
"CABE","","Cardamine bellidifolia"
"CABEB","","Cardamine bellidifolia var. bellidifolia"
"CABEP","","Cardamine bellidifolia var. pachyphylla"
"CABR6","","Cardamine breweri"
"CABRB","","Cardamine breweri var. breweri"
"CABRL","","Cardamine breweri var. leibergii"
"CABRO","","Cardamine breweri var. orbicularis"
"CABU12","","Cardamine bulbifera"
"CABU3","","Cardamine bulbosa"
"CACA39","","Cardamine californica"
"CACAC3","","Cardamine californica var. californica"
"CACAC15","","Cardamine californica var. cardiophylla"
"CACAC16","","Cardamine californica var. cuneata"
"CACAI3","","Cardamine californica var. integrifolia"
"CACAS4","","Cardamine californica var. sinuata"
"CACA35","","Cardamine carrii"
"CACL2","","Cardamine clematitis"
"CACO26","","Cardamine concatenata"
"CACO27","","Cardamine constancei"
"CACO6","","Cardamine cordifolia"
"CACOC","","Cardamine cordifolia var. cordifolia"
"CACOI","","Cardamine cordifolia var. incana"
"CACOL4","","Cardamine cordifolia var. lyallii"
"CADE14","","Cardamine debilis"
"CADI9","","Cardamine digitata"
"CADI10","","Cardamine diphylla"
"CADI28","","Cardamine dissecta"
"CADO","","Cardamine douglassii"
"CAFL13","","Cardamine flagellifera"
"CAFLF6","","Cardamine flagellifera var. flagellifera"
"CAFLH","","Cardamine flagellifera var. hugeri"
"CAFL14","","Cardamine flexuosa"
"CAHI3","","Cardamine hirsuta"
"CAIM","","Cardamine impatiens"
"CALO11","","Cardamine longii"
"CAMA7","","Cardamine macrocarpa"
"CAMAT","","Cardamine macrocarpa var. texana"
"CAMA36","","Cardamine maxima"
"CAMI19","","Cardamine micranthera"
"CAMI3","","Cardamine microphylla"
"CAMIB","","Cardamine microphylla ssp. blaisdellii"
"CAMIM7","","Cardamine microphylla ssp. microphylla"
"CANU17","","Cardamine nuttallii"
"CANUC","","Cardamine nuttallii var. covilleana"
"CANUD","","Cardamine nuttallii var. dissecta"
"CANUG","","Cardamine nuttallii var. gemmata"
"CANUN2","","Cardamine nuttallii var. nuttallii"
"CAOC","","Cardamine occidentalis"
"CAOL","","Cardamine oligosperma"
"CAOLK","","Cardamine oligosperma var. kamtschatica"
"CAOLO","","Cardamine oligosperma var. oligosperma"
"CAPA79","","Cardamine pachystigma"
"CAPAD2","","Cardamine pachystigma var. dissectifolia"
"CAPAP10","","Cardamine pachystigma var. pachystigma"
"CAPA12","","Cardamine parviflora"
"CAPAA2","","Cardamine parviflora var. arenicola"
"CAPA13","","Cardamine pattersonii"
"CAPE2","","Cardamine penduliflora"
"CAPE3","","Cardamine pensylvanica"
"CAPR3","","Cardamine pratensis"
"CAPRA","","Cardamine pratensis var. angustifolia"
"CAPRP","","Cardamine pratensis var. pratensis"
"CAPU5","","Cardamine purpurea"
"CARE6","","Cardamine regeliana"
"CARO3","","Cardamine rotundifolia"
"CARU2","","Cardamine rupicola"
"CAPE47","","Cardaminopsis petraea"
"CADR","","Cardaria draba"
"CAPU6","","Cardaria pubescens"
"CARA3","","Cardionema ramosissimum"
"CACO31","","Cardiospermum corindum"
"CADI15","","Cardiospermum dissectum"
"CAGR13","","Cardiospermum grandiflorum"
"CAHA13","","Cardiospermum halicacabum"
"CAMI21","","Cardiospermum microcarpum"
"CAOR8","","Carduus ×orthocephalus"
"CAAC","","Carduus acanthoides"
"CACR2","","Carduus crispus"
"CANU4","","Carduus nutans"
"CAPY2","","Carduus pycnocephalus"
"CATE2","","Carduus tenuiflorus"
"CAVI30","","Carex viridistellata"
"CAVU3","","Carlina vulgaris"
"CAVUL","","Carlina vulgaris ssp. longifolia"
"CALI2","","Carlowrightia linearifolia"
"CAME18","","Carlowrightia mexicana"
"CAPA51","","Carlowrightia parvifolia"
"CATE15","","Carlowrightia texana"
"CATO13","","Carlowrightia torreyana"
"CAMU27","","Carlquistia muirii"
"CAPA65","","Carludovica palmata"
"CATE8","","Carminatia tenuiflora"
"CABE4","","Carphephorus bellidifolius"
"CACA59","","Carphephorus carnosus"
"CACO37","","Carphephorus corymbosus"
"CAOD3","","Carphephorus odoratissimus"
"CAPA53","","Carphephorus paniculatus"
"CAPS5","","Carphephorus pseudoliatris"
"CATO5","","Carphephorus tomentosus"
"CABI6","","Carphochaete bigelovii"
"CACH38","","Carpobrotus chilensis"
"CALA20","","Carthamus lanatus"
"CALAC3","","Carthamus lanatus ssp. creticus"
"CALAL10","","Carthamus lanatus ssp. lanatus"
"CALE52","","Carthamus leucocaulos"
"CAOX6","","Carthamus oxyacanthus"
"CATI","","Carthamus tinctorius"
"CACA19","","Carum carvi"
"CAFI4","","Cassytha filiformis"
"CATR18","","Castalis tragus"
"CAPO11","","Castilleja ×porterae"
"CAAF","","Castilleja affinis"
"CAAFA2","","Castilleja affinis ssp. affinis"
"CAAFL2","","Castilleja affinis ssp. litoralis"
"CAAFN2","","Castilleja affinis ssp. neglecta"
"CAAM32","","Castilleja ambigua"
"CAAMA3","","Castilleja ambigua ssp. ambigua"
"CAAMH","","Castilleja ambigua ssp. humboldtiensis"
"CAAMI2","","Castilleja ambigua ssp. insalutata"
"CAAMM","","Castilleja ambigua var. meadii"
"CAAN7","","Castilleja angustifolia"
"CAANA3","","Castilleja angustifolia var. angustifolia"
"CAAND","","Castilleja angustifolia var. dubia"
"CAANF","","Castilleja angustifolia var. flavescens"
"CAAN8","","Castilleja annua"
"CAAP4","","Castilleja applegatei"
"CAAPA2","","Castilleja applegatei ssp. applegatei"
"CAAPD","","Castilleja applegatei ssp. disticha"
"CAAPM","","Castilleja applegatei ssp. martinii"
"CAAPP3","","Castilleja applegatei ssp. pallida"
"CAAPP4","","Castilleja applegatei ssp. pinetorum"
"CAAQ4","","Castilleja aquariensis"
"CAAR11","","Castilleja arachnoidea"
"CAAR21","","Castilleja arvensis"
"CAAT25","","Castilleja attenuata"
"CAAU5","","Castilleja austromontana"
"CABR37","","Castilleja brevistyla"
"CACA79","","Castilleja campestris"
"CACAC14","","Castilleja campestris ssp. campestris"
"CACAS5","","Castilleja campestris ssp. succulenta"
"CACA20","","Castilleja caudata"
"CACAA","","Castilleja caudata var. auricoma"
"CACAC11","","Castilleja caudata var. caudata"
"CACE4","","Castilleja cervina"
"CACH40","","Castilleja chambersii"
"CACH15","","Castilleja chlorotica"
"CACH19","","Castilleja christii"
"CACH8","","Castilleja chrymactis"
"CACH16","","Castilleja chrysantha"
"CACI6","","Castilleja cinerea"
"CACO17","","Castilleja coccinea"
"CACO36","","Castilleja covilleana"
"CACR13","","Castilleja crista-galli"
"CACR14","","Castilleja cryptantha"
"CACU7","","Castilleja cusickii"
"CADE29","","Castilleja densiflora"
"CADED3","","Castilleja densiflora ssp. densiflora"
"CADEG","","Castilleja densiflora ssp. gracilis"
"CADEO","","Castilleja densiflora ssp. obispoensis"
"CADI20","","Castilleja dissitiflora"
"CAEL6","","Castilleja elegans"
"CAEL7","","Castilleja elmeri"
"CAEX14","","Castilleja exserta"
"CAEXE","","Castilleja exserta ssp. exserta"
"CAEXL","","Castilleja exserta ssp. latifolia"
"CAEXV","","Castilleja exserta ssp. venusta"
"CAFL7","","Castilleja flava"
"CAFLF3","","Castilleja flava var. flava"
"CAFLR","","Castilleja flava var. rustica"
"CAFO2","","Castilleja foliolosa"
"CAFR8","","Castilleja fraterna"
"CAFU","","Castilleja fulva"
"CAGE6","","Castilleja genevievana"
"CAGL10","","Castilleja glandulifera"
"CAGR21","","Castilleja grisea"
"CAHA16","","Castilleja haydenii"
"CAHI9","","Castilleja hispida"
"CAHIA2","","Castilleja hispida ssp. acuta"
"CAHIB","","Castilleja hispida ssp. brevilobata"
"CAHIH2","","Castilleja hispida ssp. hispida"
"CAHY5","","Castilleja hyetophila"
"CAHY6","","Castilleja hyperborea"
"CAIN13","","Castilleja indivisa"
"CAIN14","","Castilleja integra"
"CAING","","Castilleja integra var. gloriosa"
"CAINI5","","Castilleja integra var. integra"
"CAKA6","","Castilleja kaibabensis"
"CAKE7","","Castilleja kerryana"
"CAKR4","","Castilleja kraliana"
"CALA68","","Castilleja lacera"
"CALA24","","Castilleja lanata"
"CALAH","","Castilleja lanata ssp. hololeuca"
"CALAL11","","Castilleja lanata ssp. lanata"
"CALA69","","Castilleja lasiorhyncha"
"CALA26","","Castilleja latifolia"
"CALE18","","Castilleja lemmonii"
"CALE27","","Castilleja levisecta"
"CALI4","","Castilleja linariifolia"
"CALI20","","Castilleja lineariiloba"
"CALI5","","Castilleja lineata"
"CALU14","","Castilleja lutescens"
"CAME21","","Castilleja mendocinensis"
"CAME17","","Castilleja mexicana"
"CAMI12","","Castilleja miniata"
"CAMID2","","Castilleja miniata ssp. dixonii"
"CAMIE","","Castilleja miniata ssp. elata"
"CAMIM5","","Castilleja miniata ssp. miniata"
"CAMI13","","Castilleja minor"
"CAMIM6","","Castilleja minor ssp. minor"
"CAMIS3","","Castilleja minor ssp. spiralis"
"CAMO8","","Castilleja mollis"
"CAMO20","","Castilleja montigena"
"CANA3","","Castilleja nana"
"CANE18","","Castilleja nervata"
"CANI8","","Castilleja nivea"
"CAOC4","","Castilleja occidentalis"
"CAOR4","","Castilleja oresbia"
"CAOR7","","Castilleja organorum"
"CAOR21","","Castilleja ornata"
"CAPA25","","Castilleja pallescens"
"CAPAI","","Castilleja pallescens var. inverta"
"CAPAP7","","Castilleja pallescens var. pallescens"
"CAPA26","","Castilleja parviflora"
"CAPAA3","","Castilleja parviflora var. albida"
"CAPAO2","","Castilleja parviflora var. olympica"
"CAPAO","","Castilleja parviflora var. oreopola"
"CAPAP8","","Castilleja parviflora var. parviflora"
"CAPA46","","Castilleja parvula"
"CAPA41","","Castilleja patriotica"
"CAPE19","","Castilleja peckiana"
"CAPI3","","Castilleja pilosa"
"CAPIL","","Castilleja pilosa var. longispica"
"CAPIP","","Castilleja pilosa var. pilosa"
"CAPIS","","Castilleja pilosa var. steenensis"
"CAPL7","","Castilleja plagiotoma"
"CAPR11","","Castilleja praeterita"
"CAPR14","","Castilleja pruinosa"
"CAPU19","","Castilleja puberula"
"CAPU10","","Castilleja pulchella"
"CAPU11","","Castilleja purpurea"
"CAPUC","","Castilleja purpurea var. citrina"
"CAPUL","","Castilleja purpurea var. lindheimeri"
"CAPUP5","","Castilleja purpurea var. purpurea"
"CARA7","","Castilleja raupii"
"CARE10","","Castilleja revealii"
"CARH4","","Castilleja rhexiifolia"
"CARI12","","Castilleja rigida"
"CARU20","","Castilleja rubicundula"
"CARUL","","Castilleja rubicundula ssp. lithospermoides"
"CARUR2","","Castilleja rubicundula ssp. rubicundula"
"CARU8","","Castilleja rubida"
"CARU9","","Castilleja rupicola"
"CASA20","","Castilleja salsuginosa"
"CASC19","","Castilleja scabrida"
"CASCB3","","Castilleja scabrida var. barnebyana"
"CASCS4","","Castilleja scabrida var. scabrida"
"CASC20","","Castilleja schizotricha"
"CASE4","","Castilleja septentrionalis"
"CASE5","","Castilleja sessiliflora"
"CASU10","","Castilleja subinclusa"
"CASUF2","","Castilleja subinclusa ssp. franciscana"
"CASUS7","","Castilleja subinclusa ssp. subinclusa"
"CASU11","","Castilleja suksdorfii"
"CASU12","","Castilleja sulphurea"
"CATE14","","Castilleja tenuiflora"
"CATE26","","Castilleja tenuis"
"CATH4","","Castilleja thompsonii"
"CATO2","","Castilleja tomentosa"
"CAUN4","","Castilleja unalaschcensis"
"CAVI6","","Castilleja victoriae"
"CAVI9","","Castilleja viscidula"
"CAWA4","","Castilleja wallowensis"
"CAWO4","","Castilleja wootonii"
"CAXA","","Castilleja xanthotricha"
"CAYU","","Castilleja yukonis"
"CACA94","","Catananche caerulea"
"CARO14","","Catharanthus roseus"
"CABE5","","Catopsis berteroniana"
"CAFL10","","Catopsis floribunda"
"CANI6","","Catopsis nitida"
"CANU7","","Catopsis nutans"
"CASE7","","Catopsis sessiliflora"
"CAPL11","","Caucalis platycarpos"
"CAAM11","","Caulanthus amplexicaulis"
"CAAMA","","Caulanthus amplexicaulis var. amplexicaulis"
"CAAMB","","Caulanthus amplexicaulis var. barbarae"
"CAAN25","","Caulanthus anceps"
"CABA11","","Caulanthus barnebyi"
"CACO18","","Caulanthus cooperi"
"CACO38","","Caulanthus coulteri"
"CACR11","","Caulanthus crassicaulis"
"CACRC","","Caulanthus crassicaulis var. crassicaulis"
"CACRG","","Caulanthus crassicaulis var. glaber"
"CAGL12","","Caulanthus glaucus"
"CAHA8","","Caulanthus hallii"
"CAHE11","","Caulanthus heterophyllus"
"CAIN15","","Caulanthus inflatus"
"CALE25","","Caulanthus lemmonii"
"CAMA17","","Caulanthus major"
"CAMAM14","","Caulanthus major var. major"
"CAMAN","","Caulanthus major var. nevadensis"
"CAPI4","","Caulanthus pilosus"
"CASI5","","Caulanthus simulans"
"CAGI6","","Caulophyllum giganteum"
"CATH2","","Caulophyllum thalictroides"
"CAJA5","","Caulostramina jaegeri"
"CAAM15","","Cayaponia americana"
"CAQU3","","Cayaponia quinqueloba"
"CARA10","","Cayaponia racemosa"
"CAJA7","","Cayratia japonica"
"CATR29","","Cayratia trifolia"
"CECA","","Cedronella canariensis"
"CEAR3","","Celosia argentea"
"CENI","","Celosia nitida"
"CETR7","","Celosia trigyna"
"CEVI4","","Celosia virgata"
"CEMO6","","Centaurea ×moncktonii"
"CEPO8","","Centaurea ×pouzinii"
"CEPS","","Centaurea ×psammogena"
"CEAM2","","Centaurea americana"
"CEAS2","","Centaurea aspera"
"CEBA4","","Centaurea babylonica"
"CEBO","","Centaurea bovina"
"CECA2","","Centaurea calcitrapa"
"CECA5","","Centaurea calcitrapoides"
"CECI2","","Centaurea cineraria"
"CECY2","","Centaurea cyanus"
"CEDE15","","Centaurea dealbata"
"CEDE5","","Centaurea debeauxii"
