year,plot_code,plant_id,1st_snowfree,1st_leaf,1st_flower,1st_flower_open,1st_petal_shed,last_petal_shed,1st_seed_disp,1st_red_leaf
1993,754C,BB1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,754C,BB2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,754C,BB3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,754C,BB4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,754C,BB5,NaN,NaN,NaN,NaN,201,NaN,NaN,NaN
1993,753E,AR1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,753E,AR2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,753E,AR3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,753E,AR4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,753E,AR5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,753E,BB1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,753E,BB2,NaN,NaN,NaN,200,200,NaN,NaN,NaN
1993,753E,BB3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,753E,BB4,NaN,NaN,NaN,200,NaN,NaN,NaN,NaN
1993,753E,BB5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,753C,AR1,NaN,NaN,NaN,NaN,NaN,200,NaN,NaN
1993,753C,AR2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,753C,AR3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,753C,AR4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,753C,AR5,NaN,NaN,NaN,NaN,NaN,210,NaN,NaN
1993,753C,BB1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,753C,BB2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,753C,BB3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,753C,BB4,NaN,NaN,NaN,NaN,NaN,222,NaN,NaN
1993,753C,BB5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,752E,AR1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,752E,AR2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,752E,AR3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,752E,AR4,NaN,NaN,NaN,NaN,NaN,202,NaN,NaN
1993,752E,AR5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,752E,BB1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,752E,BB2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,752E,BB3,NaN,NaN,NaN,NaN,201,NaN,NaN,NaN
1993,752E,BB4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,752E,BB5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,752C,AR1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,752C,AR2,NaN,NaN,NaN,NaN,NaN,201,NaN,NaN
1993,752C,AR3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,752C,AR4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,752C,AR5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,752C,BB1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,752C,BB2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,752C,BB3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,752C,BB4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,752C,BB5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,751E,AR1,NaN,NaN,NaN,NaN,NaN,206,NaN,NaN
1993,751E,AR2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,751E,AR3,NaN,NaN,NaN,NaN,201,NaN,NaN,NaN
1993,751E,AR4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,751E,AR5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,751E,BB1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,751E,BB2,NaN,NaN,NaN,200,200,NaN,NaN,NaN
1993,751E,BB3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,751E,BB4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,751E,BB5,NaN,NaN,NaN,200,NaN,NaN,NaN,NaN
1993,751C,AR1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,751C,AR2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,751C,AR3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,751C,AR4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,751C,AR5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,751C,BB1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,751C,BB2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,751C,BB3,NaN,NaN,NaN,NaN,201,NaN,NaN,NaN
1993,751C,BB4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,751C,BB5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994,101E,AR1,<174,<178,NaN,NaN,NaN,NaN,NaN,<220
1994,101E,AR2,<174,<174,NaN,NaN,NaN,NaN,NaN,<220
1994,101E,AR3,<172,<174,<186,<199,<203,<213,NaN,<220
1994,101E,AR4,<174,<174,NaN,NaN,NaN,NaN,NaN,<220
1994,101E,AR5,<174,<178,<182,193,<203,<216,NaN,<220
1994,101E,BB1,<174,<174,NaN,NaN,NaN,NaN,NaN,<220
1994,101E,BB2,<172,<172,NaN,NaN,NaN,NaN,NaN,<210
1994,101E,BB3,<174,<174,NaN,NaN,NaN,NaN,NaN,<216
1994,101E,BB4,<174,<174,NaN,NaN,NaN,NaN,NaN,<203
1994,101E,BB5,<174,<174,NaN,NaN,NaN,NaN,NaN,<220
1994,101C,AR1,<172,175,179,<196,<196,<216,NaN,<210
1994,101C,AR2,<172,<172,<182,<199,<199,<206,NaN,<220
1994,101C,AR3,<172,<172,<182,<192,<192,<206,NaN,<220
1994,101C,AR4,<172,<178,<186,<192,<203,<206,NaN,<210
1994,101C,AR5,<174,<178,NaN,NaN,NaN,NaN,NaN,<210
1994,101C,BB1,<172,<172,NaN,NaN,NaN,NaN,NaN,<206
1994,101C,BB2,<172,<172,NaN,NaN,NaN,NaN,NaN,<210
1994,101C,BB3,<172,<172,175,<206,<216,NaN,NaN,<216
1994,101C,BB4,<174,<174,NaN,NaN,NaN,NaN,NaN,<206
1994,101C,BB5,<174,<178,NaN,NaN,NaN,NaN,NaN,<210
1994,102E,AR1,<174,<174,<186,<203,<213,<213,NaN,<216
1994,102E,AR2,<174,<178,NaN,NaN,NaN,NaN,NaN,<220
1994,102E,AR3,<172,175,NaN,NaN,NaN,NaN,NaN,<220
1994,102E,AR4,<174,<174,179,<192,<203,<216,NaN,<216
1994,102E,AR5,<174,<178,179,<192,193,<216,NaN,<220
1994,102E,BB1,<174,<174,193,207,<216,NaN,NaN,<213
1994,102E,BB2,<174,<174,NaN,NaN,NaN,NaN,NaN,<220
1994,102E,BB3,<174,<174,NaN,NaN,NaN,NaN,NaN,<210
1994,102E,BB4,<174,<174,NaN,NaN,NaN,NaN,NaN,<216
1994,102E,BB5,<172,<172,NaN,NaN,NaN,NaN,NaN,<207
1994,102C,AR1,<172,<174,NaN,NaN,NaN,NaN,NaN,<216
1994,102C,AR2,<172,175,<182,<192,<206,<213,NaN,<210
1994,102C,AR3,<172,<178,NaN,NaN,NaN,NaN,NaN,<216
1994,102C,AR4,<172,<174,<182,<192,193,<216,NaN,<216
1994,102C,AR5,<172,<178,<182,<192,<192,200,NaN,<210
1994,102C,BB1,<172,<172,<178,<206,<216,NaN,NaN,<206
1994,102C,BB2,<172,<172,NaN,NaN,NaN,NaN,NaN,<210
1994,102C,BB3,<172,<172,NaN,NaN,NaN,NaN,NaN,<213
1994,102C,BB4,<172,<172,<178,<210,<216,NaN,NaN,<213
1994,102C,BB5,<172,<172,NaN,NaN,NaN,NaN,NaN,<216
1994,103E,AR1,<174,<178,179,<192,<196,<206,NaN,<216
1994,103E,AR2,<174,175,<186,NaN,NaN,NaN,NaN,<220
1994,103E,AR3,<174,175,<182,<192,<199,<206,NaN,<220
1994,103E,AR4,<174,<174,<189,<199,<207,<207,NaN,<206
1994,103E,AR5,<174,<174,NaN,NaN,NaN,NaN,NaN,<210
1994,103E,BB1,<174,<174,NaN,NaN,NaN,NaN,NaN,<206
1994,103E,BB2,<174,<175,NaN,NaN,NaN,NaN,NaN,<216
1994,103E,BB3,<174,<174,NaN,NaN,NaN,NaN,NaN,<213
1994,103E,BB4,<172,<172,NaN,NaN,NaN,NaN,NaN,<220
1994,103E,BB5,<174,<174,NaN,NaN,NaN,NaN,NaN,<206
1994,103C,AR1,<172,<178,NaN,NaN,NaN,NaN,NaN,200
1994,103C,AR2,<174,<178,NaN,NaN,NaN,NaN,NaN,<220
1994,103C,AR3,<172,<178,NaN,NaN,NaN,NaN,NaN,<206
1994,103C,AR4,<172,<172,NaN,NaN,NaN,NaN,NaN,<207
1994,103C,AR5,<172,<174,NaN,NaN,NaN,NaN,NaN,<220
1994,103C,BB1,<172,<172,NaN,NaN,NaN,NaN,NaN,<213
1994,103C,BB2,<172,<172,NaN,NaN,NaN,NaN,NaN,<213
1994,103C,BB3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994,103C,BB4,<172,<172,<178,<206,<220,NaN,NaN,<216
1994,103C,BB5,<172,<172,NaN,NaN,NaN,NaN,NaN,<210
1994,104E,AR1,<174,<182,NaN,NaN,NaN,NaN,NaN,<220
1994,104E,AR2,<174,175,NaN,NaN,NaN,NaN,NaN,<220
1994,104E,AR3,<174,175,NaN,NaN,NaN,NaN,NaN,<220
1994,104E,AR4,<174,<178,NaN,NaN,NaN,NaN,NaN,<213
1994,104E,AR5,<174,<174,NaN,NaN,NaN,NaN,NaN,<216
1994,104E,BB1,<174,<174,NaN,NaN,NaN,NaN,NaN,207
1994,104E,BB2,<174,<178,NaN,NaN,NaN,NaN,NaN,<220
1994,104E,BB3,<174,<174,175,200,<220,NaN,NaN,<220
1994,104E,BB4,<174,<174,NaN,NaN,NaN,NaN,NaN,<220
1994,104E,BB5,<174,<178,NaN,NaN,NaN,NaN,NaN,<216
1994,104C,AR1,<174,175,NaN,NaN,NaN,NaN,NaN,<216
1994,104C,AR2,<174,175,NaN,NaN,NaN,NaN,NaN,<203
1994,104C,AR3,<174,175,NaN,NaN,NaN,NaN,NaN,<220
1994,104C,AR4,<174,<174,NaN,NaN,NaN,NaN,NaN,<220
1994,104C,AR5,<174,175,NaN,NaN,NaN,NaN,NaN,<206
1994,104C,BB1,<174,<178,<186,207,<220,NaN,NaN,<220
1994,104C,BB2,<174,<174,NaN,NaN,NaN,NaN,NaN,<206
1994,104C,BB3,<174,<174,<178,<206,<220,NaN,NaN,<210
1994,104C,BB4,174,<174,NaN,NaN,NaN,NaN,NaN,<213
1994,104C,BB5,<174,<174,<178,<203,<216,NaN,NaN,<206
1994,105E,AR1,<174,<174,NaN,NaN,NaN,NaN,NaN,<206
1994,105E,AR2,<174,175,<182,<199,<199,<206,NaN,<206
1994,105E,AR3,<174,<174,<182,<192,<199,<213,NaN,<220
1994,105E,AR4,<174,<174,<178,<192,193,<220,NaN,<220
1994,105E,AR5,<174,<178,NaN,NaN,NaN,NaN,NaN,<220
1994,105E,BB1,<174,<174,<174,<192,<220,NaN,NaN,<220
1994,105E,BB2,<174,<174,NaN,NaN,NaN,NaN,NaN,<220
1994,105E,BB3,<174,<178,<182,<199,<220,NaN,NaN,<220
1994,105E,BB4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994,105E,BB5,<174,<174,NaN,NaN,NaN,NaN,NaN,207
1994,105C,AR1,<174,175,179,193,<196,<206,NaN,<220
1994,105C,AR2,<174,<174,NaN,NaN,NaN,NaN,NaN,200
1994,105C,AR3,<174,175,179,193,<196,<203,NaN,<220
1994,105C,AR4,<174,<174,NaN,NaN,NaN,NaN,NaN,<220
1994,105C,AR5,<174,<174,<178,<189,<196,<196,NaN,<220
1994,105C,BB1,<174,<174,NaN,NaN,NaN,NaN,NaN,<220
1994,105C,BB2,<174,<174,NaN,NaN,NaN,NaN,NaN,<216
1994,105C,BB3,<174,<174,<174,<199,<220,NaN,NaN,<220
1994,105C,BB4,<174,<174,<192,<210,<220,NaN,NaN,<220
1994,105C,BB5,<174,<174,NaN,NaN,NaN,NaN,NaN,<220
1994,255E,AR1,<171,<171,<186,<192,<196,<199,NaN,<206
1994,255E,AR2,<171,<171,NaN,NaN,NaN,NaN,NaN,<206
1994,255E,AR3,<171,<171,NaN,NaN,NaN,NaN,NaN,<220
1994,255E,AR4,<171,<171,NaN,NaN,NaN,NaN,NaN,207
1994,255E,AR5,<171,<171,<178,<186,<196,<216,NaN,<216
1994,255E,BB1,<171,<171,NaN,NaN,NaN,NaN,NaN,NaN
1994,255E,BB2,<171,<171,<171,<186,<216,NaN,NaN,NaN
1994,255E,BB3,<171,<171,NaN,NaN,NaN,NaN,NaN,<216
1994,255E,BB4,<171,<171,NaN,NaN,NaN,NaN,NaN,207
1994,255E,BB5,<171,<171,172,<199,<216,NaN,NaN,NaN
1994,255C,AR1,<171,<171,<178,<189,<189,<196,NaN,207
1994,255C,AR2,<171,<171,NaN,NaN,NaN,NaN,NaN,<206
1994,255C,AR3,<171,<171,NaN,NaN,NaN,NaN,NaN,<206
1994,255C,AR4,<171,<171,NaN,NaN,NaN,NaN,NaN,<203
1994,255C,AR5,<171,<171,NaN,NaN,NaN,NaN,NaN,<210
1994,255C,BB1,<171,<171,172,193,<206,NaN,NaN,<210
1994,255C,BB2,<171,<171,175,<199,<216,NaN,NaN,<206
1994,255C,BB3,<171,<171,NaN,NaN,NaN,NaN,NaN,207
1994,255C,BB4,<171,<171,175,<199,<206,NaN,NaN,NaN
1994,255C,BB5,<171,<171,NaN,NaN,NaN,NaN,NaN,200
1994,254E,AR1,<171,<178,NaN,NaN,NaN,NaN,NaN,<206
1994,254E,AR2,<171,<171,<171,<192,<192,<206,NaN,<206
1994,254E,AR3,<171,<171,<178,<186,<199,<216,NaN,<210
1994,254E,AR4,<171,<171,179,<189,<192,NaN,NaN,<203
1994,254E,AR5,<171,<171,NaN,NaN,NaN,NaN,NaN,207
1994,254E,BB1,<171,<171,NaN,NaN,NaN,NaN,NaN,207
1994,254E,BB2,<171,<171,NaN,NaN,NaN,NaN,NaN,207
1994,254E,BB3,<171,<178,NaN,NaN,NaN,NaN,NaN,207
1994,254E,BB4,<171,<171,NaN,NaN,NaN,NaN,NaN,<216
1994,254E,BB5,<171,<171,NaN,NaN,NaN,NaN,NaN,207
1994,254C,AR1,<171,<171,179,<196,<203,NaN,NaN,<216
1994,254C,AR2,<171,<171,<178,<189,<192,<203,NaN,<206
1994,254C,AR3,<171,<171,NaN,NaN,NaN,NaN,NaN,<199
1994,254C,AR4,<171,<178,<182,<189,<196,<199,NaN,<206
1994,254C,AR5,<171,<171,NaN,NaN,NaN,NaN,NaN,<216
1994,254C,BB1,<171,<171,<186,207,NaN,NaN,NaN,NaN
1994,254C,BB2,<171,<171,NaN,NaN,NaN,NaN,NaN,207
1994,254C,BB3,<171,<171,<171,<203,<216,NaN,NaN,<216
1994,254C,BB4,<171,<171,<178,<203,<206,NaN,NaN,NaN
1994,254C,BB5,<171,<171,175,<196,<206,NaN,NaN,207
1994,253E,AR1,<171,<171,<182,NaN,NaN,NaN,NaN,<216
1994,253E,AR2,<171,<171,NaN,NaN,NaN,NaN,NaN,<216
1994,253E,AR3,<171,<171,179,<192,<196,<199,NaN,<210
1994,253E,AR4,<171,<171,NaN,NaN,NaN,NaN,NaN,NaN
1994,253E,AR5,<171,<171,NaN,NaN,NaN,NaN,NaN,<216
1994,253E,BB1,<171,<171,<171,<192,<216,NaN,NaN,<210
1994,253E,BB2,<171,<171,<171,<192,<216,NaN,NaN,207
1994,253E,BB3,<171,<171,<171,<192,<216,NaN,NaN,<210
1994,253E,BB4,<171,<171,175,<192,<216,NaN,NaN,<210
1994,253E,BB5,<171,<171,NaN,NaN,NaN,NaN,NaN,NaN
1994,253C,AR1,<171,172,NaN,NaN,NaN,NaN,NaN,<199
1994,253C,AR2,<171,<171,<178,<189,193,<199,NaN,<206
1994,253C,AR3,<171,172,NaN,NaN,NaN,NaN,NaN,207
1994,253C,AR4,<171,<171,<178,<189,<196,<216,NaN,<206
1994,253C,AR5,<171,<171,NaN,NaN,NaN,NaN,NaN,<199
1994,253C,BB1,<171,<171,NaN,NaN,NaN,NaN,NaN,<210
1994,253C,BB2,<171,<171,175,200,<216,NaN,NaN,<210
1994,253C,BB3,<171,<171,NaN,NaN,NaN,NaN,NaN,<203
1994,253C,BB4,<171,<171,<171,<196,<206,NaN,NaN,207
1994,253C,BB5,<171,172,NaN,NaN,NaN,NaN,NaN,200
1994,252E,AR1,<171,<171,NaN,NaN,NaN,NaN,NaN,207
1994,252E,AR2,<171,172,NaN,NaN,NaN,NaN,NaN,200
1994,252E,AR3,<171,<171,NaN,NaN,NaN,NaN,NaN,<210
1994,252E,AR4,<171,179,NaN,NaN,NaN,NaN,NaN,<206
1994,252E,AR5,<171,175,179,<192,<192,<216,NaN,<216
1994,252E,BB1,<171,<171,NaN,NaN,NaN,NaN,NaN,<216
1994,252E,BB2,<171,<171,NaN,NaN,NaN,NaN,NaN,NaN
1994,252E,BB3,<171,<171,NaN,NaN,NaN,NaN,NaN,207
1994,252E,BB4,<171,<171,NaN,NaN,NaN,NaN,NaN,<216
1994,252E,BB5,<171,<171,179,<199,<216,NaN,NaN,<216
1994,252C,AR1,<171,<171,NaN,NaN,NaN,NaN,NaN,<206
1994,252C,AR2,<171,<171,NaN,NaN,NaN,NaN,NaN,200
1994,252C,AR3,<171,<171,NaN,NaN,NaN,NaN,NaN,<210
1994,252C,AR4,<171,<171,NaN,NaN,NaN,NaN,NaN,200
1994,252C,AR5,<171,<171,NaN,NaN,NaN,NaN,NaN,207
1994,252C,BB1,<171,<171,NaN,NaN,NaN,NaN,NaN,<216
1994,252C,BB2,<171,<171,NaN,NaN,NaN,NaN,NaN,<216
1994,252C,BB3,<171,<171,NaN,NaN,NaN,NaN,NaN,<216
1994,252C,BB4,<171,<171,172,<196,<206,NaN,NaN,<210
1994,252C,BB5,<171,<171,NaN,NaN,NaN,NaN,NaN,<210
1994,251E,AR1,<171,<171,NaN,NaN,NaN,NaN,NaN,<216
1994,251E,AR2,<171,<171,NaN,NaN,NaN,NaN,NaN,<206
1994,251E,AR3,<171,<171,175,<186,<189,<193,NaN,<216
1994,251E,AR4,<171,<171,NaN,NaN,NaN,NaN,NaN,<210
1994,251E,AR5,<171,<171,<186,<192,<192,200,NaN,<210
1994,251E,BB1,<171,<171,NaN,NaN,NaN,NaN,NaN,NaN
1994,251E,BB2,<171,<171,NaN,NaN,NaN,NaN,NaN,<216
1994,251E,BB3,<171,<171,NaN,NaN,NaN,NaN,NaN,<216
1994,251E,BB4,<171,<171,172,<192,<203,NaN,NaN,NaN
1994,251E,BB5,<171,<171,NaN,NaN,NaN,NaN,NaN,<216
1994,251C,AR1,<171,<171,NaN,NaN,NaN,NaN,NaN,<216
1994,251C,AR2,<171,<171,NaN,NaN,NaN,NaN,NaN,207
1994,251C,AR3,<171,175,NaN,NaN,NaN,NaN,NaN,<206
1994,251C,AR4,<171,175,NaN,NaN,NaN,NaN,NaN,193
1994,251C,AR5,<171,<171,NaN,NaN,NaN,NaN,NaN,<220
1994,251C,BB1,<171,<171,NaN,NaN,NaN,NaN,NaN,<216
1994,251C,BB2,<171,<171,NaN,NaN,NaN,NaN,NaN,<210
1994,251C,BB3,<171,<199,NaN,NaN,NaN,NaN,NaN,207
1994,251C,BB4,<171,175,NaN,NaN,NaN,NaN,NaN,NaN
1994,251C,BB5,<171,<171,NaN,NaN,NaN,NaN,NaN,NaN
1994,451E,AR1,<157,<157,158,175,<182,<192,NaN,<199
1994,451E,AR2,<157,<157,161,<182,<186,<196,NaN,<206
1994,451E,AR3,<157,<157,NaN,NaN,NaN,NaN,NaN,<199
1994,451E,AR4,<157,<157,NaN,NaN,NaN,NaN,NaN,<210
1994,451E,AR5,<157,<157,<157,<174,<182,<186,NaN,200
1994,451E,BB1,<157,<157,NaN,NaN,NaN,NaN,NaN,<206
1994,451E,BB2,<157,<157,NaN,NaN,NaN,NaN,NaN,<210
1994,451E,BB3,<157,<157,NaN,NaN,NaN,NaN,NaN,<206
1994,451E,BB4,<157,<157,NaN,NaN,NaN,NaN,NaN,200
1994,451E,BB5,<157,<157,NaN,NaN,NaN,NaN,NaN,<213
1994,451C,AR1,<157,<157,<160,<174,<182,<186,NaN,<199
1994,451C,AR2,<157,<157,<157,166,<171,<186,NaN,200
1994,451C,AR3,<157,<157,<157,<160,<171,NaN,NaN,200
1994,451C,AR4,<157,<157,NaN,NaN,NaN,NaN,NaN,193
1994,451C,AR5,<157,<157,<157,<171,175,<186,NaN,200
1994,451C,BB1,<157,<157,NaN,NaN,NaN,NaN,NaN,<199
1994,451C,BB2,<157,<157,<164,<189,<203,NaN,NaN,207
1994,451C,BB3,<157,<157,NaN,NaN,NaN,NaN,NaN,<203
1994,451C,BB4,<157,<157,<157,<186,<203,NaN,NaN,<210
1994,451C,BB5,<157,<157,<171,<189,<203,NaN,NaN,<203
1994,452E,AR1,<157,<157,158,165,<171,<186,NaN,<206
1994,452E,AR2,<157,<157,NaN,NaN,NaN,NaN,NaN,<199
1994,452E,AR3,<157,<157,158,<171,<178,<192,NaN,<199
1994,452E,AR4,<157,<157,NaN,NaN,NaN,NaN,NaN,<203
1994,452E,AR5,<157,<157,<157,<192,<192,193,NaN,200
1994,452E,BB1,<157,<157,<160,<178,<189,NaN,NaN,<203
1994,452E,BB2,<157,<157,<164,<186,200,NaN,NaN,<199
1994,452E,BB3,<157,<157,<164,<186,<203,NaN,NaN,<203
1994,452E,BB4,<157,<157,NaN,NaN,NaN,NaN,NaN,<206
1994,452E,BB5,<157,<157,<164,<186,<203,NaN,NaN,200
1994,452C,AR1,<157,<157,158,NaN,NaN,NaN,NaN,<196
1994,452C,AR2,<157,<157,NaN,NaN,NaN,NaN,NaN,193
1994,452C,AR3,<157,<157,NaN,NaN,NaN,NaN,NaN,<196
1994,452C,AR4,<157,<157,NaN,NaN,NaN,NaN,NaN,200
1994,452C,AR5,<157,<157,NaN,NaN,NaN,NaN,NaN,<199
1994,452C,BB1,<157,<157,NaN,NaN,NaN,NaN,NaN,200
1994,452C,BB2,<157,<157,158,<186,207,NaN,NaN,NaN
1994,452C,BB3,<157,<157,<157,<182,<210,NaN,NaN,207
1994,452C,BB4,<157,<157,NaN,NaN,NaN,NaN,NaN,<216
1994,452C,BB5,<157,<157,NaN,NaN,NaN,NaN,NaN,<199
1994,453E,AR1,<157,<157,NaN,NaN,NaN,NaN,NaN,<203
1994,453E,AR2,<157,<157,NaN,NaN,NaN,NaN,NaN,<199
1994,453E,AR3,<157,<157,<160,<171,<178,200,NaN,<199
1994,453E,AR4,<157,<157,<157,<171,<178,200,NaN,<199
1994,453E,AR5,<157,<157,NaN,NaN,NaN,NaN,NaN,<199
1994,453E,BB1,<157,<157,<157,<178,200,NaN,NaN,207
1994,453E,BB2,<157,<157,NaN,NaN,NaN,NaN,NaN,<203
1994,453E,BB3,<157,<157,NaN,NaN,NaN,NaN,NaN,<199
1994,453E,BB4,<157,<157,<157,<178,<182,NaN,<189,<199
1994,453E,BB5,<157,<157,167,<192,<192,NaN,NaN,207
1994,453C,AR1,<157,<157,NaN,NaN,NaN,NaN,NaN,193
1994,453C,AR2,<157,<157,NaN,NaN,NaN,NaN,NaN,<199
1994,453C,AR3,<157,<157,NaN,NaN,NaN,NaN,NaN,<196
1994,453C,AR4,<157,<158,NaN,NaN,NaN,NaN,NaN,<196
1994,453C,AR5,<157,<157,NaN,NaN,NaN,NaN,NaN,<196
1994,453C,BB1,<157,<157,158,<182,<199,NaN,NaN,207
1994,453C,BB2,<157,<157,161,<186,<203,NaN,NaN,<203
1994,453C,BB3,<157,<157,<164,<189,<203,NaN,NaN,<206
1994,453C,BB4,<157,158,161,<182,193,NaN,NaN,207
1994,453C,BB5,<157,<157,<164,<186,<199,NaN,NaN,<203
1994,454E,AR1,<157,<157,<164,NaN,NaN,NaN,NaN,<196
1994,454E,AR2,<157,<157,160,<171,<171,<186,NaN,<196
1994,454E,AR3,<157,<157,<160,<171,<182,<203,NaN,<203
1994,454E,AR4,<157,<157,<160,<171,<178,<186,NaN,<196
1994,454E,AR5,<157,<157,NaN,NaN,NaN,NaN,NaN,200
1994,454E,BB1,<157,<157,158,<182,<192,NaN,NaN,<206
1994,454E,BB2,<157,<160,NaN,NaN,NaN,NaN,NaN,<199
1994,454E,BB3,<157,<160,NaN,NaN,NaN,NaN,NaN,200
1994,454E,BB4,<157,165,<171,<196,<213,NaN,NaN,200
1994,454E,BB5,<157,<157,158,<186,<199,NaN,NaN,<203
1994,454C,AR1,<157,<157,NaN,NaN,NaN,NaN,NaN,<196
1994,454C,AR2,<157,<157,<160,<178,<182,<189,NaN,<210
1994,454C,AR3,<157,<157,<160,175,<182,<186,NaN,<199
1994,454C,AR4,<157,<157,<164,<178,<186,<189,NaN,<199
1994,454C,AR5,<157,<157,NaN,NaN,NaN,NaN,NaN,<196
1994,454C,BB1,<157,158,<171,<192,<213,NaN,NaN,<199
1994,454C,BB2,<157,158,NaN,NaN,NaN,NaN,NaN,207
1994,454C,BB3,<157,158,NaN,NaN,NaN,NaN,NaN,<206
1994,454C,BB4,<157,158,166,<192,<192,NaN,NaN,<203
1994,454C,BB5,<157,158,NaN,NaN,NaN,NaN,NaN,<199
1994,455E,AR1,<157,<160,NaN,NaN,NaN,NaN,NaN,207
1994,455E,AR2,<157,<157,NaN,NaN,NaN,NaN,NaN,<206
1994,455E,AR3,<157,<157,NaN,NaN,NaN,NaN,NaN,<199
1994,455E,AR4,<157,<157,<164,<182,<182,200,NaN,207
1994,455E,AR5,<157,<157,NaN,NaN,NaN,NaN,NaN,<206
1994,455E,BB1,<157,<160,NaN,NaN,NaN,NaN,NaN,<206
1994,455E,BB2,<157,<160,<171,<192,<203,NaN,NaN,<206
1994,455E,BB3,<157,<160,NaN,NaN,NaN,NaN,NaN,<203
1994,455E,BB4,<157,161,NaN,NaN,NaN,NaN,NaN,200
1994,455E,BB5,<157,<160,NaN,NaN,NaN,NaN,NaN,<203
1994,455C,AR1,<157,<157,NaN,NaN,NaN,NaN,NaN,200
1994,455C,AR2,<157,<157,NaN,NaN,NaN,NaN,NaN,200
1994,455C,AR3,<157,<160,NaN,NaN,NaN,NaN,NaN,<206
1994,455C,AR4,<157,<157,NaN,NaN,NaN,NaN,NaN,<206
1994,455C,AR5,<157,<157,<160,<171,<178,<186,NaN,<203
1994,455C,BB1,<157,158,NaN,NaN,NaN,NaN,NaN,<199
1994,455C,BB2,<157,158,NaN,NaN,NaN,NaN,NaN,<206
1994,455C,BB3,<157,<160,NaN,NaN,NaN,NaN,NaN,<203
1994,455C,BB4,<157,158,NaN,NaN,NaN,NaN,NaN,<203
1994,455C,BB5,<157,<160,NaN,NaN,NaN,NaN,NaN,<199
1994,755E,AR1,<157,<157,NaN,NaN,NaN,NaN,NaN,<199
