ID,BLOCK,TREATMENT,CO2,HEAT,WATER,N,PTREAT,STREAT,PLOT,QUAD,SM030,NOV1DAY
48,2,15,2,2,2,1,4,2,12,4,16.27396285,230
48,2,15,2,2,2,1,4,2,12,4,15.74457214,237
48,2,15,2,2,2,1,4,2,12,4,15.53037315,245
48,2,15,2,2,2,1,4,2,12,4,14.6589076,263
48,2,15,2,2,2,1,4,2,12,4,13.30460488,281
48,2,15,2,2,2,1,4,2,12,4,13.18903475,305
48,2,15,2,2,2,1,4,2,12,4,13.53445822,328
49,4,10,2,1,1,2,2,3,13,1,30.81585748,31
49,4,10,2,1,1,2,2,3,13,1,32.98009818,38
49,4,10,2,1,1,2,2,3,13,1,31.39417794,52
49,4,10,2,1,1,2,2,3,13,1,29.68173356,67
49,4,10,2,1,1,2,2,3,13,1,36.39154676,83
49,4,10,2,1,1,2,2,3,13,1,34.42885048,96
49,4,10,2,1,1,2,2,3,13,1,38.4858128,111
49,4,10,2,1,1,2,2,3,13,1,38.4858128,124
49,4,10,2,1,1,2,2,3,13,1,39.21669581,137
49,4,10,2,1,1,2,2,3,13,1,,152
49,4,10,2,1,1,2,2,3,13,1,37.77183505,170
49,4,10,2,1,1,2,2,3,13,1,32.77805013,174
49,4,10,2,1,1,2,2,3,13,1,29.86885749,179
49,4,10,2,1,1,2,2,3,13,1,27.84394249,181
49,4,10,2,1,1,2,2,3,13,1,24.97713075,188
49,4,10,2,1,1,2,2,3,13,1,20.15021189,192
49,4,10,2,1,1,2,2,3,13,1,19.28994579,195
49,4,10,2,1,1,2,2,3,13,1,18.41112853,200
49,4,10,2,1,1,2,2,3,13,1,18.41112853,202
49,4,10,2,1,1,2,2,3,13,1,17.71313193,207
49,4,10,2,1,1,2,2,3,13,1,16.89822213,209
49,4,10,2,1,1,2,2,3,13,1,16.79498376,214
49,4,10,2,1,1,2,2,3,13,1,14.98851867,216
49,4,10,2,1,1,2,2,3,13,1,17.20606908,220
49,4,10,2,1,1,2,2,3,13,1,17.51118793,225
49,4,10,2,1,1,2,2,3,13,1,17.10376125,230
49,4,10,2,1,1,2,2,3,13,1,16.58755181,237
49,4,10,2,1,1,2,2,3,13,1,15.09762989,245
49,4,10,2,1,1,2,2,3,13,1,14.87903024,263
49,4,10,2,1,1,2,2,3,13,1,14.76916105,281
49,4,10,2,1,1,2,2,3,13,1,14.54826634,305
49,4,10,2,1,1,2,2,3,13,1,14.6589076,328
50,4,9,2,1,1,1,2,1,13,2,28.93988389,31
50,4,9,2,1,1,1,2,1,13,2,26.94220712,38
50,4,9,2,1,1,1,2,1,13,2,25.33368616,52
50,4,9,2,1,1,1,2,1,13,2,24.97713075,67
50,4,9,2,1,1,1,2,1,13,2,30.81585748,83
50,4,9,2,1,1,1,2,1,13,2,29.68173356,96
50,4,9,2,1,1,1,2,1,13,2,31.58880754,111
50,4,9,2,1,1,1,2,1,13,2,33.18331892,124
50,4,9,2,1,1,1,2,1,13,2,32.77805013,137
50,4,9,2,1,1,1,2,1,13,2,,152
50,4,9,2,1,1,1,2,1,13,2,31.98102026,170
50,4,9,2,1,1,1,2,1,13,2,27.48221425,174
50,4,9,2,1,1,1,2,1,13,2,24.97713075,179
50,4,9,2,1,1,1,2,1,13,2,22.00845747,181
50,4,9,2,1,1,1,2,1,13,2,18.99919497,188
50,4,9,2,1,1,1,2,1,13,2,17.91393401,192
50,4,9,2,1,1,1,2,1,13,2,15.95736,195
50,4,9,2,1,1,1,2,1,13,2,14.87903024,200
50,4,9,2,1,1,1,2,1,13,2,14.32580629,202
50,4,9,2,1,1,1,2,1,13,2,13.53445822,207
50,4,9,2,1,1,1,2,1,13,2,12.83970824,209
50,4,9,2,1,1,1,2,1,13,2,12.60460849,214
50,4,9,2,1,1,1,2,1,13,2,12.95658996,216
50,4,9,2,1,1,1,2,1,13,2,12.95658996,220
50,4,9,2,1,1,1,2,1,13,2,13.30460488,225
50,4,9,2,1,1,1,2,1,13,2,12.83970824,230
50,4,9,2,1,1,1,2,1,13,2,12.48638341,237
50,4,9,2,1,1,1,2,1,13,2,11.03119687,245
50,4,9,2,1,1,1,2,1,13,2,11.52391205,263
50,4,9,2,1,1,1,2,1,13,2,11.03119687,281
50,4,9,2,1,1,1,2,1,13,2,11.52391205,305
50,4,9,2,1,1,1,2,1,13,2,11.40146637,328
51,4,12,2,1,2,2,2,4,13,3,27.48221425,31
51,4,12,2,1,2,2,2,4,13,3,26.94220712,38
51,4,12,2,1,2,2,2,4,13,3,25.33368616,52
51,4,12,2,1,2,2,2,4,13,3,30.81585748,67
51,4,12,2,1,2,2,2,4,13,3,35.9447463,83
51,4,12,2,1,2,2,2,4,13,3,28.20731296,96
51,4,12,2,1,2,2,2,4,13,3,29.68173356,111
51,4,12,2,1,2,2,2,4,13,3,30.4346685,124
51,4,12,2,1,2,2,2,4,13,3,32.57714654,137
51,4,12,2,1,2,2,2,4,13,3,,152
51,4,12,2,1,2,2,2,4,13,3,30.24529673,170
51,4,12,2,1,2,2,2,4,13,3,28.02540833,174
51,4,12,2,1,2,2,2,4,13,3,26.40462481,179
51,4,12,2,1,2,2,2,4,13,3,21.54975009,181
51,4,12,2,1,2,2,2,4,13,3,18.99919497,188
51,4,12,2,1,2,2,2,4,13,3,19.38639998,192
51,4,12,2,1,2,2,2,4,13,3,18.50977098,195
51,4,12,2,1,2,2,2,4,13,3,17.51118793,200
51,4,12,2,1,2,2,2,4,13,3,16.89822213,202
51,4,12,2,1,2,2,2,4,13,3,15.95736,207
51,4,12,2,1,2,2,2,4,13,3,15.20636742,209
51,4,12,2,1,2,2,2,4,13,3,14.6589076,214
51,4,12,2,1,2,2,2,4,13,3,14.6589076,216
51,4,12,2,1,2,2,2,4,13,3,14.98851867,220
51,4,12,2,1,2,2,2,4,13,3,15.09762989,225
51,4,12,2,1,2,2,2,4,13,3,14.6589076,230
51,4,12,2,1,2,2,2,4,13,3,14.43723374,237
51,4,12,2,1,2,2,2,4,13,3,13.53445822,245
51,4,12,2,1,2,2,2,4,13,3,13.76261922,263
51,4,12,2,1,2,2,2,4,13,3,13.07303096,281
51,4,12,2,1,2,2,2,4,13,3,12.83970824,305
51,4,12,2,1,2,2,2,4,13,3,12.95658996,328
52,4,11,2,1,2,1,2,2,13,4,31.98102026,31
52,4,11,2,1,2,1,2,2,13,4,31.98102026,38
52,4,11,2,1,2,1,2,2,13,4,31.58880754,52
52,4,11,2,1,2,1,2,2,13,4,24.26330127,67
52,4,11,2,1,2,1,2,2,13,4,29.68173356,83
52,4,11,2,1,2,1,2,2,13,4,35.50421729,96
52,4,11,2,1,2,1,2,2,13,4,37.53746746,111
52,4,11,2,1,2,1,2,2,13,4,36.16734848,124
52,4,11,2,1,2,1,2,2,13,4,36.39154676,137
52,4,11,2,1,2,1,2,2,13,4,,152
52,4,11,2,1,2,1,2,2,13,4,35.06973392,170
52,4,11,2,1,2,1,2,2,13,4,33.18331892,174
52,4,11,2,1,2,1,2,2,13,4,31.39417794,179
52,4,11,2,1,2,1,2,2,13,4,29.68173356,181
52,4,11,2,1,2,1,2,2,13,4,27.48221425,188
52,4,11,2,1,2,1,2,2,13,4,26.94220712,192
52,4,11,2,1,2,1,2,2,13,4,22.91681047,195
52,4,11,2,1,2,1,2,2,13,4,20.52727043,200
52,4,11,2,1,2,1,2,2,13,4,19.86535899,202
52,4,11,2,1,2,1,2,2,13,4,18.99919497,207
52,4,11,2,1,2,1,2,2,13,4,17.61230443,209
52,4,11,2,1,2,1,2,2,13,4,17.10376125,214
52,4,11,2,1,2,1,2,2,13,4,16.37882268,216
52,4,11,2,1,2,1,2,2,13,4,16.89822213,220
52,4,11,2,1,2,1,2,2,13,4,17.51118793,225
52,4,11,2,1,2,1,2,2,13,4,16.58755181,230
52,4,11,2,1,2,1,2,2,13,4,15.95736,237
52,4,11,2,1,2,1,2,2,13,4,14.76916105,245
52,4,11,2,1,2,1,2,2,13,4,,263
52,4,11,2,1,2,1,2,2,13,4,13.87607391,281
52,4,11,2,1,2,1,2,2,13,4,13.18903475,305
52,4,11,2,1,2,1,2,2,13,4,13.41974486,328
53,4,13,2,2,1,1,4,1,14,1,,31
53,4,13,2,2,1,1,4,1,14,1,31.00773114,38
53,4,13,2,2,1,1,4,1,14,1,30.24529673,52
53,4,13,2,2,1,1,4,1,14,1,28.57255149,67
53,4,13,2,2,1,1,4,1,14,1,38.4858128,83
53,4,13,2,2,1,1,4,1,14,1,35.06973392,96
53,4,13,2,2,1,1,4,1,14,1,38.4858128,111
53,4,13,2,2,1,1,4,1,14,1,38.4858128,124
53,4,13,2,2,1,1,4,1,14,1,38.97114273,137
53,4,13,2,2,1,1,4,1,14,1,,152
53,4,13,2,2,1,1,4,1,14,1,33.80029952,170
53,4,13,2,2,1,1,4,1,14,1,30.05670246,174
53,4,13,2,2,1,1,4,1,14,1,26.76278123,179
53,4,13,2,2,1,1,4,1,14,1,25.33368616,181
53,4,13,2,2,1,1,4,1,14,1,19.48262866,188
53,4,13,2,2,1,1,4,1,14,1,17.30807378,192
53,4,13,2,2,1,1,4,1,14,1,12.95658996,195
53,4,13,2,2,1,1,4,1,14,1,14.87903024,200
53,4,13,2,2,1,1,4,1,14,1,14.6589076,202
53,4,13,2,2,1,1,4,1,14,1,13.9891161,207
53,4,13,2,2,1,1,4,1,14,1,12.60460849,209
53,4,13,2,2,1,1,4,1,14,1,9.504413536,214
53,4,13,2,2,1,1,4,1,14,1,12.48638341,216
53,4,13,2,2,1,1,4,1,14,1,10.02167604,220
53,4,13,2,2,1,1,4,1,14,1,12.72238225,225
53,4,13,2,2,1,1,4,1,14,1,12.24856519,230
53,4,13,2,2,1,1,4,1,14,1,11.8883648,237
53,4,13,2,2,1,1,4,1,14,1,12.00889937,245
53,4,13,2,2,1,1,4,1,14,1,16.27396285,263
53,4,13,2,2,1,1,4,1,14,1,11.03119687,281
53,4,13,2,2,1,1,4,1,14,1,11.03119687,305
53,4,13,2,2,1,1,4,1,14,1,11.76735774,328
54,4,14,2,2,1,2,4,3,14,2,,31
54,4,14,2,2,1,2,4,3,14,2,30.24529673,38
54,4,14,2,2,1,2,4,3,14,2,28.57255149,52
54,4,14,2,2,1,2,4,3,14,2,26.40462481,67
54,4,14,2,2,1,2,4,3,14,2,41.51839756,83
54,4,14,2,2,1,2,4,3,14,2,36.84484449,96
54,4,14,2,2,1,2,4,3,14,2,40.73222606,111
54,4,14,2,2,1,2,4,3,14,2,40.21882078,124
54,4,14,2,2,1,2,4,3,14,2,40.73222606,137
54,4,14,2,2,1,2,4,3,14,2,,152
54,4,14,2,2,1,2,4,3,14,2,34.42885048,170
54,4,14,2,2,1,2,4,3,14,2,29.12440586,174
54,4,14,2,2,1,2,4,3,14,2,25.8687052,179
54,4,14,2,2,1,2,4,3,14,2,20.99449901,181
54,4,14,2,2,1,2,4,3,14,2,18.21305777,188
54,4,14,2,2,1,2,4,3,14,2,16.89822213,192
54,4,14,2,2,1,2,4,3,14,2,15.6376512,195
54,4,14,2,2,1,2,4,3,14,2,14.87903024,200
54,4,14,2,2,1,2,4,3,14,2,13.9891161,202
54,4,14,2,2,1,2,4,3,14,2,13.6487485,207
54,4,14,2,2,1,2,4,3,14,2,12.83970824,209
54,4,14,2,2,1,2,4,3,14,2,12.60460849,214
54,4,14,2,2,1,2,4,3,14,2,12.24856519,216
54,4,14,2,2,1,2,4,3,14,2,12.48638341,220
54,4,14,2,2,1,2,4,3,14,2,12.36770348,225
54,4,14,2,2,1,2,4,3,14,2,12.36770348,230
54,4,14,2,2,1,2,4,3,14,2,12.24856519,237
54,4,14,2,2,1,2,4,3,14,2,12.00889937,245
54,4,14,2,2,1,2,4,3,14,2,11.4014676,263
54,4,14,2,2,1,2,4,3,14,2,12.12896499,281
54,4,14,2,2,1,2,4,3,14,2,11.8883648,305
54,4,14,2,2,1,2,4,3,14,2,11.8883648,328
55,4,15,2,2,2,1,4,2,14,3,,31
55,4,15,2,2,2,1,4,2,14,3,33.80029952,38
55,4,15,2,2,2,1,4,2,14,3,32.77805013,52
55,4,15,2,2,2,1,4,2,14,3,29.68173356,67
55,4,15,2,2,2,1,4,2,14,3,37.77183505,83
55,4,15,2,2,2,1,4,2,14,3,39.21669581,96
55,4,15,2,2,2,1,4,2,14,3,43.15136397,111
55,4,15,2,2,2,1,4,2,14,3,42.59779714,124
55,4,15,2,2,2,1,4,2,14,3,43.43171294,137
55,4,15,2,2,2,1,4,2,14,3,,152
55,4,15,2,2,2,1,4,2,14,3,38.24597949,170
55,4,15,2,2,2,1,4,2,14,3,35.50421729,174
55,4,15,2,2,2,1,4,2,14,3,31.39417794,179
55,4,15,2,2,2,1,4,2,14,3,29.68173356,181
55,4,15,2,2,2,1,4,2,14,3,27.12190244,188
55,4,15,2,2,2,1,4,2,14,3,26.94220712,192
55,4,15,2,2,2,1,4,2,14,3,21.36528141,195
55,4,15,2,2,2,1,4,2,14,3,18.60815617,200
55,4,15,2,2,2,1,4,2,14,3,17.30807378,202
55,4,15,2,2,2,1,4,2,14,3,17.61230443,207
55,4,15,2,2,2,1,4,2,14,3,15.95736,209
55,4,15,2,2,2,1,4,2,14,3,15.09762989,214
55,4,15,2,2,2,1,4,2,14,3,15.20636742,216
55,4,15,2,2,2,1,4,2,14,3,14.98851867,220
55,4,15,2,2,2,1,4,2,14,3,14.98851867,225
55,4,15,2,2,2,1,4,2,14,3,14.43723374,230
55,4,15,2,2,2,1,4,2,14,3,14.43723374,237
55,4,15,2,2,2,1,4,2,14,3,15.63765013,245
55,4,15,2,2,2,1,4,2,14,3,14.76916105,263
55,4,15,2,2,2,1,4,2,14,3,14.32580629,281
55,4,15,2,2,2,1,4,2,14,3,14.32580629,305
55,4,15,2,2,2,1,4,2,14,3,14.87903024,328
56,4,16,2,2,2,2,4,4,14,4,,31
56,4,16,2,2,2,2,4,4,14,4,34.00849328,38
56,4,16,2,2,2,2,4,4,14,4,32.57714654,52
56,4,16,2,2,2,2,4,4,14,4,29.49530247,67
56,4,16,2,2,2,2,4,4,14,4,41.78485126,83
56,4,16,2,2,2,2,4,4,14,4,36.39154676,96
56,4,16,2,2,2,2,4,4,14,4,39.7137193,111
56,4,16,2,2,2,2,4,4,14,4,39.21669581,124
56,4,16,2,2,2,2,4,4,14,4,39.96524618,137
56,4,16,2,2,2,2,4,4,14,4,,152
56,4,16,2,2,2,2,4,4,14,4,36.39154676,170
56,4,16,2,2,2,2,4,4,14,4,32.57714654,174
56,4,16,2,2,2,2,4,4,14,4,28.57255149,179
56,4,16,2,2,2,2,4,4,14,4,26.94220712,181
56,4,16,2,2,2,2,4,4,14,4,20.43328935,188
56,4,16,2,2,2,2,4,4,14,4,20.71468664,192
56,4,16,2,2,2,2,4,4,14,4,19.28994579,195
56,4,16,2,2,2,2,4,4,14,4,16.89822213,200
56,4,16,2,2,2,2,4,4,14,4,17.10376125,202
56,4,16,2,2,2,2,4,4,14,4,16.16876815,207
56,4,16,2,2,2,2,4,4,14,4,15.31473479,209
56,4,16,2,2,2,2,4,4,14,4,14.98851867,214
56,4,16,2,2,2,2,4,4,14,4,14.98851867,216
56,4,16,2,2,2,2,4,4,14,4,14.54826634,220
56,4,16,2,2,2,2,4,4,14,4,12.00889937,225
56,4,16,2,2,2,2,4,4,14,4,13.53445822,230
56,4,16,2,2,2,2,4,4,14,4,12.95658996,237
56,4,16,2,2,2,2,4,4,14,4,15.09762989,245
56,4,16,2,2,2,2,4,4,14,4,14.21397933,263
56,4,16,2,2,2,2,4,4,14,4,14.10175157,281
56,4,16,2,2,2,2,4,4,14,4,14.32580517,305
56,4,16,2,2,2,2,4,4,14,4,14.43723374,328
57,5,13,2,2,1,1,4,1,15,1,,31
57,5,13,2,2,1,1,4,1,15,1,26.94220712,38
57,5,13,2,2,1,1,4,1,15,1,25.8687052,52
57,5,13,2,2,1,1,4,1,15,1,24.79880556,67
57,5,13,2,2,1,1,4,1,15,1,30.24529673,83
57,5,13,2,2,1,1,4,1,15,1,29.86885749,96
57,5,13,2,2,1,1,4,1,15,1,35.06973392,111
57,5,13,2,2,1,1,4,1,15,1,32.37735918,124
57,5,13,2,2,1,1,4,1,15,1,33.18331892,137
57,5,13,2,2,1,1,4,1,15,1,31.98102026,152
57,5,13,2,2,1,1,4,1,15,1,30.81585748,170
57,5,13,2,2,1,1,4,1,15,1,27.48221425,174
57,5,13,2,2,1,1,4,1,15,1,25.8687052,179
57,5,13,2,2,1,1,4,1,15,1,21.27282174,181
57,5,13,2,2,1,1,4,1,15,1,19.09634682,188
57,5,13,2,2,1,1,4,1,15,1,17.91393401,192
57,5,13,2,2,1,1,4,1,15,1,17.00114678,195
57,5,13,2,2,1,1,4,1,15,1,16.27396285,200
57,5,13,2,2,1,1,4,1,15,1,15.95736106,202
57,5,13,2,2,1,1,4,1,15,1,15.85114056,207
57,5,13,2,2,1,1,4,1,15,1,15.6376512,209
57,5,13,2,2,1,1,4,1,15,1,15.20636742,214
57,5,13,2,2,1,1,4,1,15,1,10.65645402,216
57,5,13,2,2,1,1,4,1,15,1,14.54826634,220
57,5,13,2,2,1,1,4,1,15,1,12.83970824,225
57,5,13,2,2,1,1,4,1,15,1,14.87903024,230
57,5,13,2,2,1,1,4,1,15,1,14.43723374,237
57,5,13,2,2,1,1,4,1,15,1,14.54826634,245
57,5,13,2,2,1,1,4,1,15,1,13.41974486,263
57,5,13,2,2,1,1,4,1,15,1,13.18903475,281
57,5,13,2,2,1,1,4,1,15,1,12.83970824,305
57,5,13,2,2,1,1,4,1,15,1,10.34067554,328
58,5,15,2,2,2,1,4,2,15,2,,31
58,5,15,2,2,2,1,4,2,15,2,24.26330127,38
58,5,15,2,2,2,1,4,2,15,2,23.18737313,52
58,5,15,2,2,2,1,4,2,15,2,22.64542502,67
58,5,15,2,2,2,1,4,2,15,2,25.33368616,83
58,5,15,2,2,2,1,4,2,15,2,24.79880556,96
58,5,15,2,2,2,1,4,2,15,2,32.57714654,111
58,5,15,2,2,2,1,4,2,15,2,26.94220712,124
58,5,15,2,2,2,1,4,2,15,2,27.48221425,137
58,5,15,2,2,2,1,4,2,15,2,28.93988389,152
58,5,15,2,2,2,1,4,2,15,2,25.33368616,170
58,5,15,2,2,2,1,4,2,15,2,24.79880556,174
58,5,15,2,2,2,1,4,2,15,2,23.72641117,179
58,5,15,2,2,2,1,4,2,15,2,24.79880556,181
58,5,15,2,2,2,1,4,2,15,2,23.99507708,188
58,5,15,2,2,2,1,4,2,15,2,23.36733818,192
58,5,15,2,2,2,1,4,2,15,2,23.27739431,195
58,5,15,2,2,2,1,4,2,15,2,21.91698351,200
58,5,15,2,2,2,1,4,2,15,2,21.54975009,202
58,5,15,2,2,2,1,4,2,15,2,20.62106835,207
58,5,15,2,2,2,1,4,2,15,2,20.43328935,209
58,5,15,2,2,2,1,4,2,15,2,20.0554629,214
58,5,15,2,2,2,1,4,2,15,2,20.15021189,216
58,5,15,2,2,2,1,4,2,15,2,19.86535899,220
58,5,15,2,2,2,1,4,2,15,2,11.52391205,225
58,5,15,2,2,2,1,4,2,15,2,19.28994579,230
58,5,15,2,2,2,1,4,2,15,2,17.91393401,237
58,5,15,2,2,2,1,4,2,15,2,17.00114678,245
58,5,15,2,2,2,1,4,2,15,2,17.00114678,263
58,5,15,2,2,2,1,4,2,15,2,14.32580517,281
58,5,15,2,2,2,1,4,2,15,2,12.24856519,305
58,5,15,2,2,2,1,4,2,15,2,14.87903024,328
59,5,14,2,2,1,2,4,3,15,3,,31
59,5,14,2,2,1,2,4,3,15,3,25.33368616,38
59,5,14,2,2,1,2,4,3,15,3,24.79880556,52
59,5,14,2,2,1,2,4,3,15,3,22.09980472,67
59,5,14,2,2,1,2,4,3,15,3,29.12440586,83
59,5,14,2,2,1,2,4,3,15,3,30.24529673,96
59,5,14,2,2,1,2,4,3,15,3,35.72371197,111
59,5,14,2,2,1,2,4,3,15,3,32.98009818,124
59,5,14,2,2,1,2,4,3,15,3,33.38774057,137
59,5,14,2,2,1,2,4,3,15,3,31.39417794,152
59,5,14,2,2,1,2,4,3,15,3,29.68173356,170
59,5,14,2,2,1,2,4,3,15,3,24.79880556,174
59,5,14,2,2,1,2,4,3,15,3,23.18737313,179
59,5,14,2,2,1,2,4,3,15,3,19.48262866,181
59,5,14,2,2,1,2,4,3,15,3,17.20606908,188
59,5,14,2,2,1,2,4,3,15,3,16.27396285,192
59,5,14,2,2,1,2,4,3,15,3,14.98851867,195
59,5,14,2,2,1,2,4,3,15,3,14.32580629,200
59,5,14,2,2,1,2,4,3,15,3,14.54826634,202
59,5,14,2,2,1,2,4,3,15,3,13.87607391,207
59,5,14,2,2,1,2,4,3,15,3,13.9891161,209
59,5,14,2,2,1,2,4,3,15,3,13.6487485,214
59,5,14,2,2,1,2,4,3,15,3,13.30460488,216
59,5,14,2,2,1,2,4,3,15,3,13.07303096,220
59,5,14,2,2,1,2,4,3,15,3,,225
59,5,14,2,2,1,2,4,3,15,3,13.6487485,230
59,5,14,2,2,1,2,4,3,15,3,12.95658996,237
59,5,14,2,2,1,2,4,3,15,3,12.60460849,245
59,5,14,2,2,1,2,4,3,15,3,12.00889937,263
59,5,14,2,2,1,2,4,3,15,3,,281
59,5,14,2,2,1,2,4,3,15,3,11.64587466,305
59,5,14,2,2,1,2,4,3,15,3,12.00889937,328
60,5,16,2,2,2,2,4,4,15,4,,31
60,5,16,2,2,2,2,4,4,15,4,24.26330127,38
60,5,16,2,2,2,2,4,4,15,4,25.8687052,52
60,5,16,2,2,2,2,4,4,15,4,23.18737313,67
60,5,16,2,2,2,2,4,4,15,4,29.12440586,83
60,5,16,2,2,2,2,4,4,15,4,28.20731296,96
60,5,16,2,2,2,2,4,4,15,4,34.00849328,111
60,5,16,2,2,2,2,4,4,15,4,30.4346685,124
60,5,16,2,2,2,2,4,4,15,4,30.62484601,137
60,5,16,2,2,2,2,4,4,15,4,32.77805013,152
60,5,16,2,2,2,2,4,4,15,4,28.75594185,170
60,5,16,2,2,2,2,4,4,15,4,26.40462481,174
60,5,16,2,2,2,2,4,4,15,4,24.08452952,179
60,5,16,2,2,2,2,4,4,15,4,20.33912159,181
60,5,16,2,2,2,2,4,4,15,4,17.81367394,188
60,5,16,2,2,2,2,4,4,15,4,19.19326258,192
60,5,16,2,2,2,2,4,4,15,4,18.01391565,195
60,5,16,2,2,2,2,4,4,15,4,16.69142817,200
60,5,16,2,2,2,2,4,4,15,4,16.16876815,202
60,5,16,2,2,2,2,4,4,15,4,15.20636742,207
60,5,16,2,2,2,2,4,4,15,4,14.6589076,209
60,5,16,2,2,2,2,4,4,15,4,14.32580629,214
60,5,16,2,2,2,2,4,4,15,4,14.54826634,216
60,5,16,2,2,2,2,4,4,15,4,13.6487485,220
60,5,16,2,2,2,2,4,4,15,4,12.95658996,225
60,5,16,2,2,2,2,4,4,15,4,13.6487485,230
60,5,16,2,2,2,2,4,4,15,4,12.72238225,237
60,5,16,2,2,2,2,4,4,15,4,12.24856519,245
60,5,16,2,2,2,2,4,4,15,4,11.15511168,263
60,5,16,2,2,2,2,4,4,15,4,,281
60,5,16,2,2,2,2,4,4,15,4,10.27713876,305
60,5,16,2,2,2,2,4,4,15,4,11.52391205,328
61,5,6,1,2,1,2,3,3,16,1,,31
61,5,6,1,2,1,2,3,3,16,1,26.58359653,38
61,5,6,1,2,1,2,3,3,16,1,25.33368616,52
61,5,6,1,2,1,2,3,3,16,1,23.72641117,67
61,5,6,1,2,1,2,3,3,16,1,29.12440586,83
61,5,6,1,2,1,2,3,3,16,1,28.02540833,96
61,5,6,1,2,1,2,3,3,16,1,33.18331892,111
61,5,6,1,2,1,2,3,3,16,1,27.3018954,124
61,5,6,1,2,1,2,3,3,16,1,27.3018954,137
61,5,6,1,2,1,2,3,3,16,1,26.94220712,152
61,5,6,1,2,1,2,3,3,16,1,24.79880556,170
61,5,6,1,2,1,2,3,3,16,1,22.09980472,174
61,5,6,1,2,1,2,3,3,16,1,19.48262866,179
61,5,6,1,2,1,2,3,3,16,1,15.95736,181
61,5,6,1,2,1,2,3,3,16,1,12.83970824,188
61,5,6,1,2,1,2,3,3,16,1,11.40146637,192
61,5,6,1,2,1,2,3,3,16,1,10.27713876,195
61,5,6,1,2,1,2,3,3,16,1,9.504413536,200
61,5,6,1,2,1,2,3,3,16,1,9.373758888,202
61,5,6,1,2,1,2,3,3,16,1,9.110816911,207
61,5,6,1,2,1,2,3,3,16,1,8.8456745,209
61,5,6,1,2,1,2,3,3,16,1,8.036762404,214
61,5,6,1,2,1,2,3,3,16,1,8.036762404,216
61,5,6,1,2,1,2,3,3,16,1,7.624546465,220
61,5,6,1,2,1,2,3,3,16,1,8.308675474,225
61,5,6,1,2,1,2,3,3,16,1,8.173006342,230
61,5,6,1,2,1,2,3,3,16,1,7.624546465,237
61,5,6,1,2,1,2,3,3,16,1,7.762535993,245
61,5,6,1,2,1,2,3,3,16,1,6.784118475,263
61,5,6,1,2,1,2,3,3,16,1,6.784118475,281
61,5,6,1,2,1,2,3,3,16,1,6.499132724,305
61,5,6,1,2,1,2,3,3,16,1,,328
62,5,8,1,2,2,2,3,4,16,2,,31
62,5,8,1,2,2,2,3,4,16,2,27.48221425,38
62,5,8,1,2,2,2,3,4,16,2,28.57255149,52
62,5,8,1,2,2,2,3,4,16,2,26.76278123,67
62,5,8,1,2,2,2,3,4,16,2,31.39417794,83
62,5,8,1,2,2,2,3,4,16,2,29.86885749,96
62,5,8,1,2,2,2,3,4,16,2,34.42885048,111
62,5,8,1,2,2,2,3,4,16,2,29.86885749,124
62,5,8,1,2,2,2,3,4,16,2,30.62484601,137
62,5,8,1,2,2,2,3,4,16,2,31.39417794,152
62,5,8,1,2,2,2,3,4,16,2,27.3018954,170
62,5,8,1,2,2,2,3,4,16,2,25.51197282,174
62,5,8,1,2,2,2,3,4,16,2,24.26330127,179
62,5,8,1,2,2,2,3,4,16,2,19.86535899,181
62,5,8,1,2,2,2,3,4,16,2,17.00114678,188
62,5,8,1,2,2,2,3,4,16,2,18.21305777,192
62,5,8,1,2,2,2,3,4,16,2,16.89822213,195
62,5,8,1,2,2,2,3,4,16,2,15.42273552,200
62,5,8,1,2,2,2,3,4,16,2,,202
62,5,8,1,2,2,2,3,4,16,2,14.10175044,207
62,5,8,1,2,2,2,3,4,16,2,13.6487485,209
62,5,8,1,2,2,2,3,4,16,2,12.72238225,214
62,5,8,1,2,2,2,3,4,16,2,13.30460488,216
62,5,8,1,2,2,2,3,4,16,2,12.60460849,220
62,5,8,1,2,2,2,3,4,16,2,12.48638341,225
62,5,8,1,2,2,2,3,4,16,2,12.95658996,230
62,5,8,1,2,2,2,3,4,16,2,12.00889937,237
62,5,8,1,2,2,2,3,4,16,2,12.24856519,245
62,5,8,1,2,2,2,3,4,16,2,11.52391205,263
62,5,8,1,2,2,2,3,4,16,2,11.8883648,281
62,5,8,1,2,2,2,3,4,16,2,11.15511292,305
62,5,8,1,2,2,2,3,4,16,2,12.00889937,328
63,5,5,1,2,1,1,3,1,16,3,,31
63,5,5,1,2,1,1,3,1,16,3,24.62041106,38
63,5,5,1,2,1,1,3,1,16,3,23.18737313,52
63,5,5,1,2,1,1,3,1,16,3,22.09980472,67
63,5,5,1,2,1,1,3,1,16,3,31.39417794,83
63,5,5,1,2,1,1,3,1,16,3,25.33368616,96
63,5,5,1,2,1,1,3,1,16,3,35.06973392,111
63,5,5,1,2,1,1,3,1,16,3,30.24529673,124
63,5,5,1,2,1,1,3,1,16,3,30.4346685,137
63,5,5,1,2,1,1,3,1,16,3,30.24529673,152
63,5,5,1,2,1,1,3,1,16,3,28.02540833,170
63,5,5,1,2,1,1,3,1,16,3,24.79880556,174
63,5,5,1,2,1,1,3,1,16,3,23.72641117,179
