"sp.name","form"
"Dicoria.canescens.ssp..brandegeei","forb"
"Dicoria.canescens.ssp..canescens","forb"
"Dicoria.canescens.ssp..clarkiae","forb"
"Dicoria.canescens.ssp..hispidula","forb"
"Dicoria.canescens.ssp..wetherillii","forb"
"Dicranocarpus.parviflorus","forb"
"Dicranopteris.emarginata","forb"
"Dicranopteris.emarginata.var..emarginata","forb"
"Dicranopteris.emarginata.var..inaequalis","forb"
"Dicranopteris.flexuosa","forb"
"Dicranopteris.linearis","forb"
"Dicranopteris.linearis.var..ferruginea","forb"
"Dicranopteris.linearis.var..linearis","forb"
"Dicranopteris.linearis.var..maxima","forb"
"Dicranopteris.pectinata","forb"
"Dicranopteris.rubiginosa","forb"
"Dictamnus.albus","forb"
"Didiplis.diandra","forb"
"Didymoplexis.micradenia","forb"
"Dieffenbachia.seguine","forb"
"Diellia.×lauii","forb"
"Diellia.erecta","forb"
"Diellia.falcata","forb"
"Diellia.laciniata","forb"
"Diellia.leucostegioides","forb"
"Diellia.mannii","forb"
"Diellia.pallida","forb"
"Diellia.unisora","forb"
"Dienia.volkensii","forb"
"Digera.muricata","forb"
"Digitalis.grandiflora","forb"
"Digitalis.lanata","forb"
"Digitalis.lutea","forb"
"Digitalis.purpurea","forb"
"Digitalis.purpurea.ssp..purpurea","forb"
"Dilomilis.montana","forb"
"Dimeresia.howellii","forb"
"Dimorphocarpa.candicans","forb"
"Dimorphocarpa.pinnatifida","forb"
"Dimorphocarpa.wislizeni","forb"
"Dimorphotheca.sinuata","forb"
"Diodia.apiculata","forb"
"Diodia.dasycephala","forb"
"Diodia.ocymifolia","forb"
"Diodia.radula","forb"
"Diodia.sarmentosa","forb"
"Diodia.serrulata","forb"
"Diodia.teres","forb"
"Diodia.teres.var..angustata","forb"
"Diodia.teres.var..hirsutior","forb"
"Diodia.teres.var..hystricina","forb"
"Diodia.teres.var..oblongifolia","forb"
"Diodia.teres.var..teres","forb"
"Diodia.virginiana","forb"
"Diodia.virginiana.var..attenuata","forb"
"Diodia.virginiana.var..latifolia","forb"
"Diodia.virginiana.var..virginiana","forb"
"Dionaea.muscipula","forb"
"Dioscorea.alata","forb"
"Dioscorea.bulbifera","forb"
"Dioscorea.cayenensis","forb"
"Dioscorea.esculenta","forb"
"Dioscorea.floridana","forb"
"Dioscorea.oppositifolia","forb"
"Dioscorea.pentaphylla","forb"
"Dioscorea.pilosiuscula","forb"
"Dioscorea.polygonoides","forb"
"Dioscorea.quaternata","forb"
"Dioscorea.rotundata","forb"
"Dioscorea.sansibarensis","forb"
"Dioscorea.trifida","forb"
"Dioscorea.villosa","forb"
"Diphylleia.cymosa","forb"
"Diplacus.clevelandii","forb"
"Diplazium.centripetale","forb"
"Diplazium.cristatum","forb"
"Diplazium.esculentum","forb"
"Diplazium.expansum","forb"
"Diplazium.grandifolium","forb"
"Diplazium.hymenodes","forb"
"Diplazium.lherminieri","forb"
"Diplazium.lonchophyllum","forb"
"Diplazium.melanocaulon","forb"
"Diplazium.meyenianum","forb"
"Diplazium.molokaiense","forb"
"Diplazium.plantaginifolium","forb"
"Diplazium.pycnocarpon","forb"
"Diplazium.riedelianum","forb"
"Diplazium.sandwichianum","forb"
"Diplazium.striatum","forb"
"Diplazium.sylvaticum","forb"
"Diplazium.unilobum","forb"
"Diplazium.woodwardioides","forb"
"Diplocaulobium.elongaticolle","forb"
"Diplopterygium.pinnatum","forb"
"Diplotaxis.erucoides","forb"
"Diplotaxis.muralis","forb"
"Diplotaxis.siifolia","forb"
"Diplotaxis.tenuifolia","forb"
"Dipodium.freycinetioides","forb"
"Dipogon.lignosus","forb"
"Dipsacus.fullonum","forb"
"Dipsacus.laciniatus","forb"
"Dipsacus.sativus","forb"
"Disperis.neilgherrensis","forb"
"Dissotis.rotundifolia","forb"
"Dithyrea.californica","forb"
"Dithyrea.maritima","forb"
"Dittrichia.graveolens","forb"
"Dittrichia.viscosa","forb"
"Dodecahema.leptoceras","forb"
"Dodecatheon.alpinum","forb"
"Dodecatheon.alpinum.ssp..alpinum","forb"
"Dodecatheon.alpinum.ssp..majus","forb"
"Dodecatheon.amethystinum","forb"
"Dodecatheon.austrofrigidum","forb"
"Dodecatheon.clevelandii","forb"
"Dodecatheon.clevelandii.ssp..clevelandii","forb"
"Dodecatheon.clevelandii.ssp..insulare","forb"
"Dodecatheon.clevelandii.ssp..patulum","forb"
"Dodecatheon.clevelandii.ssp..sanctarum","forb"
"Dodecatheon.conjugens","forb"
"Dodecatheon.conjugens.ssp..conjugens","forb"
"Dodecatheon.conjugens.ssp..viscidum","forb"
"Dodecatheon.dentatum","forb"
"Dodecatheon.dentatum.ssp..dentatum","forb"
"Dodecatheon.dentatum.ssp..ellisiae","forb"
"Dodecatheon.dentatum.ssp..utahense","forb"
"Dodecatheon.frenchii","forb"
"Dodecatheon.frigidum","forb"
"Dodecatheon.hendersonii","forb"
"Dodecatheon.hendersonii.ssp..cruciatum","forb"
"Dodecatheon.hendersonii.ssp..hansenii","forb"
"Dodecatheon.hendersonii.ssp..hendersonii","forb"
"Dodecatheon.hendersonii.ssp..parvifolium","forb"
"Dodecatheon.jeffreyi","forb"
"Dodecatheon.jeffreyi.ssp..jeffreyi","forb"
"Dodecatheon.jeffreyi.ssp..pygmaeum","forb"
"Dodecatheon.meadia","forb"
"Dodecatheon.meadia.ssp..brachycarpum","forb"
"Dodecatheon.meadia.ssp..meadia","forb"
"Dodecatheon.poeticum","forb"
"Dodecatheon.pulchellum","forb"
"Dodecatheon.pulchellum.ssp..cusickii","forb"
"Dodecatheon.pulchellum.ssp..macrocarpum","forb"
"Dodecatheon.pulchellum.ssp..monanthum","forb"
"Dodecatheon.pulchellum.ssp..pulchellum","forb"
"Dodecatheon.redolens","forb"
"Dodecatheon.subalpinum","forb"
"Doellingeria.infirma","forb"
"Doellingeria.sericocarpoides","forb"
"Doellingeria.umbellata","forb"
"Doellingeria.umbellata.var..pubens","forb"
"Doellingeria.umbellata.var..umbellata","forb"
"Domingoa.haematochila","forb"
"Doodia.kunthiana","forb"
"Doodia.lyonii","forb"
"Dopatrium.junceum","forb"
"Doronicum.pardalianches","forb"
"Doronicum.plantagineum","forb"
"Dorstenia.contrajerva","forb"
"Doryopteris.angelica","forb"
"Doryopteris.decipiens","forb"
"Doryopteris.decora","forb"
"Doryopteris.pedata","forb"
"Doryopteris.subdecipiens","forb"
"Doryopteris.takeuchii","forb"
"Douglasia.alaskana","forb"
"Douglasia.arctica","forb"
"Douglasia.beringensis","forb"
"Douglasia.gormanii","forb"
"Douglasia.idahoensis","forb"
"Douglasia.laevigata","forb"
"Douglasia.laevigata.var..ciliolata","forb"
"Douglasia.laevigata.var..laevigata","forb"
"Douglasia.montana","forb"
"Douglasia.nivalis","forb"
"Douglasia.nivalis.var..dentata","forb"
"Douglasia.nivalis.var..nivalis","forb"
"Douglasia.ochotensis","forb"
"Downingia.bacigalupii","forb"
"Downingia.bella","forb"
"Downingia.bicornuta","forb"
"Downingia.bicornuta.var..bicornuta","forb"
"Downingia.bicornuta.var..picta","forb"
"Downingia.concolor","forb"
"Downingia.concolor.var..brevior","forb"
"Downingia.concolor.var..concolor","forb"
"Downingia.concolor.var..tricolor","forb"
"Downingia.cuspidata","forb"
"Downingia.elegans","forb"
"Downingia.elegans.var..brachypetala","forb"
"Downingia.elegans.var..elegans","forb"
"Downingia.insignis","forb"
"Downingia.laeta","forb"
"Downingia.montana","forb"
"Downingia.ornatissima","forb"
"Downingia.ornatissima.var..eximia","forb"
"Downingia.ornatissima.var..ornatissima","forb"
"Downingia.pulchella","forb"
"Downingia.pusilla","forb"
"Downingia.yina","forb"
"Draba.albertina","forb"
"Draba.aleutica","forb"
"Draba.alpina","forb"
"Draba.aprica","forb"
"Draba.arabisans","forb"
"Draba.arctica","forb"
"Draba.arctogena","forb"
"Draba.argyrea","forb"
"Draba.arida","forb"
"Draba.asprella","forb"
"Draba.asprella.var..asprella","forb"
"Draba.asprella.var..kaibabensis","forb"
"Draba.asprella.var..stelligera","forb"
"Draba.asprella.var..zionensis","forb"
"Draba.asterophora","forb"
"Draba.asterophora.var..asterophora","forb"
"Draba.asterophora.var..macrocarpa","forb"
"Draba.aurea","forb"
"Draba.aureola","forb"
"Draba.borealis","forb"
"Draba.brachycarpa","forb"
"Draba.brachystylis","forb"
"Draba.breweri","forb"
"Draba.breweri.var..breweri","forb"
"Draba.breweri.var..cana","forb"
"Draba.burkei","forb"
"Draba.calcifuga","forb"
"Draba.californica","forb"
"Draba.carnosula","forb"
"Draba.chamissonis","forb"
"Draba.cinerea","forb"
"Draba.corrugata","forb"
"Draba.corrugata.var..corrugata","forb"
"Draba.corrugata.var..saxosa","forb"
"Draba.corymbosa","forb"
"Draba.crassa","forb"
"Draba.crassifolia","forb"
"Draba.cruciata","forb"
"Draba.cuneifolia","forb"
"Draba.cuneifolia.var..cuneifolia","forb"
"Draba.cuneifolia.var..integrifolia","forb"
"Draba.cuneifolia.var..sonorae","forb"
"Draba.cusickii","forb"
"Draba.cusickii.var..cusickii","forb"
"Draba.daviesiae","forb"
"Draba.densifolia","forb"
"Draba.exunguiculata","forb"
"Draba.fladnizensis","forb"
"Draba.fladnizensis.var..fladnizensis","forb"
"Draba.fladnizensis.var..pattersonii","forb"
"Draba.glabella","forb"
"Draba.glabella.var..glabella","forb"
"Draba.globosa","forb"
"Draba.graminea","forb"
"Draba.grayana","forb"
"Draba.gredinii","forb"
"Draba.helleriana","forb"
"Draba.helleriana.var..bifurcata","forb"
"Draba.helleriana.var..blumeri","forb"
"Draba.helleriana.var..helleriana","forb"
"Draba.helleriana.var..patens","forb"
"Draba.hitchcockii","forb"
"Draba.howellii","forb"
"Draba.hyperborea","forb"
"Draba.incana","forb"
"Draba.incerta","forb"
"Draba.incerta.var..incerta","forb"
"Draba.incerta.var..peasei","forb"
"Draba.incrassata","forb"
"Draba.jaegeri","forb"
"Draba.juvenilis","forb"
"Draba.kassii","forb"
"Draba.lactea","forb"
"Draba.lemmonii","forb"
"Draba.lemmonii.var..cyclomorpha","forb"
"Draba.lemmonii.var..lemmonii","forb"
"Draba.lonchocarpa","forb"
"Draba.lonchocarpa.var..lonchocarpa","forb"
"Draba.lonchocarpa.var..thompsonii","forb"
"Draba.lonchocarpa.var..vestita","forb"
"Draba.macounii","forb"
"Draba.maguirei","forb"
"Draba.maguirei.var..maguirei","forb"
"Draba.mogollonica","forb"
"Draba.monoensis","forb"
"Draba.murrayi","forb"
"Draba.nemorosa","forb"
"Draba.nivalis","forb"
"Draba.nivalis.var..nivalis","forb"
"Draba.norvegica","forb"
"Draba.norvegica.var..clivicola","forb"
"Draba.norvegica.var..norvegica","forb"
"Draba.oblongata","forb"
"Draba.ogilviensis","forb"
"Draba.oligosperma","forb"
"Draba.oreibata","forb"
"Draba.oreibata.var..oreibata","forb"
"Draba.oreibata.var..serpentina","forb"
"Draba.palanderiana","forb"
"Draba.pauciflora","forb"
"Draba.paucifructa","forb"
"Draba.paysonii","forb"
"Draba.paysonii.var..paysonii","forb"
"Draba.paysonii.var..treleasii","forb"
"Draba.pedicellata","forb"
"Draba.pennellii","forb"
"Draba.petrophila","forb"
"Draba.petrophila.var..petrophila","forb"
"Draba.petrophila.var..viridis","forb"
"Draba.platycarpa","forb"
"Draba.porsildii","forb"
"Draba.porsildii.var..brevicula","forb"
"Draba.porsildii.var..porsildii","forb"
"Draba.praealta","forb"
"Draba.pseudopilosa","forb"
"Draba.pterosperma","forb"
"Draba.pycnosperma","forb"
"Draba.ramosissima","forb"
"Draba.ramulosa","forb"
"Draba.rectifructa","forb"
"Draba.reptans","forb"
"Draba.ruaxes","forb"
"Draba.scotteri","forb"
"Draba.sharsmithii","forb"
"Draba.sibirica","forb"
"Draba.sibirica.ssp..arctica","forb"
"Draba.sierrae","forb"
"Draba.smithii","forb"
"Draba.sobolifera","forb"
"Draba.spectabilis","forb"
"Draba.spectabilis.var..oxyloba","forb"
"Draba.spectabilis.var..spectabilis","forb"
"Draba.sphaerocarpa","forb"
"Draba.sphaeroides","forb"
"Draba.standleyi","forb"
"Draba.stenoloba","forb"
"Draba.stenoloba.var..ramosa","forb"
"Draba.stenoloba.var..stenoloba","forb"
"Draba.stenopetala","forb"
"Draba.streptobrachia","forb"
"Draba.streptocarpa","forb"
"Draba.subalpina","forb"
"Draba.subcapitata","forb"
"Draba.subumbellata","forb"
"Draba.trichocarpa","forb"
"Draba.ventosa","forb"
"Draba.verna","forb"
"Draba.weberi","forb"
"Draba.yukonensis","forb"
"Dracocephalum.moldavica","forb"
"Dracocephalum.parviflorum","forb"
"Dracocephalum.thymiflorum","forb"
"Dracontium.polyphyllum","forb"
"Dracopis.amplexicaulis","forb"
"Dracunculus.vulgaris","forb"
"Draperia.systyla","forb"
"Drosanthemum.floribundum","forb"
"Drosanthemum.speciosum","forb"
"Drosera.×belezeana","forb"
"Drosera.×californica","forb"
"Drosera.×hybrida","forb"
"Drosera.×linglica","forb"
"Drosera.×obovata","forb"
"Drosera.×woodii","forb"
"Drosera.aliciae","forb"
"Drosera.anglica","forb"
"Drosera.brevifolia","forb"
"Drosera.burmannii","forb"
"Drosera.capensis","forb"
"Drosera.capillaris","forb"
"Drosera.filiformis","forb"
"Drosera.intermedia","forb"
"Drosera.linearis","forb"
"Drosera.rotundifolia","forb"
"Drosera.rotundifolia.var..comosa","forb"
"Drosera.rotundifolia.var..gracilis","forb"
"Drosera.rotundifolia.var..rotundifolia","forb"
"Drosera.spatulata","forb"
"Drosera.tracyi","forb"
"Dryas.drummondii","forb"
"Dryas.drummondii.var..drummondii","forb"
"Dryas.drummondii.var..eglandulosa","forb"
"Dryas.drummondii.var..tomentosa","forb"
"Dryas.integrifolia","forb"
"Dryas.integrifolia.ssp..chamissonis","forb"
"Dryas.integrifolia.ssp..crenulata","forb"
"Dryas.integrifolia.ssp..integrifolia","forb"
"Dryas.integrifolia.ssp..sylvatica","forb"
"Dryas.octopetala","forb"
"Dryas.octopetala.ssp..alaskensis","forb"
"Dryas.octopetala.ssp..hookeriana","forb"
"Dryas.octopetala.ssp..octopetala","forb"
"Dryas.octopetala.ssp..octopetala.var..angustifolia","forb"
"Dryas.octopetala.ssp..octopetala.var..kamtschatica","forb"
"Dryas.octopetala.ssp..octopetala.var..octopetala","forb"
"Dryas.octopetala.ssp..punctata","forb"
"Drymaria.arenarioides","forb"
"Drymaria.cordata","forb"
"Drymaria.cordata.ssp..cordata","forb"
"Drymaria.cordata.ssp..diandra","forb"
"Drymaria.effusa","forb"
"Drymaria.effusa.var..depressa","forb"
"Drymaria.effusa.var..effusa","forb"
"Drymaria.glandulosa","forb"
"Drymaria.laxiflora","forb"
"Drymaria.leptophylla","forb"
"Drymaria.molluginea","forb"
"Drymaria.pachyphylla","forb"
"Drymaria.viscosa","forb"
"Drynaria.quercifolia","forb"
"Dryopetalon.runcinatum","forb"
"Dryopteris.×algonquinensis","forb"
"Dryopteris.×australis","forb"
"Dryopteris.×benedictii","forb"
"Dryopteris.×boottii","forb"
"Dryopteris.×brathaica","forb"
"Dryopteris.×burgessii","forb"
"Dryopteris.×correllii","forb"
"Dryopteris.×dowellii","forb"
"Dryopteris.×leedsii","forb"
"Dryopteris.×mickelii","forb"
"Dryopteris.×neowherryi","forb"
"Dryopteris.×pittsfordensis","forb"
"Dryopteris.×separabilis","forb"
"Dryopteris.×slossoniae","forb"
"Dryopteris.×triploidea","forb"
"Dryopteris.×uliginosa","forb"
"Dryopteris.alboviridis","forb"
"Dryopteris.arguta","forb"
"Dryopteris.campyloptera","forb"
"Dryopteris.carthusiana","forb"
"Dryopteris.celsa","forb"
"Dryopteris.cinnamomea","forb"
"Dryopteris.clintoniana","forb"
"Dryopteris.crinalis","forb"
"Dryopteris.cristata","forb"
"Dryopteris.davallioides","forb"
"Dryopteris.expansa","forb"
"Dryopteris.filix-mas","forb"
"Dryopteris.fragrans","forb"
"Dryopteris.fuscoatra","forb"
"Dryopteris.glabra","forb"
"Dryopteris.goldieana","forb"
"Dryopteris.hawaiiensis","forb"
"Dryopteris.hobdyana","forb"
"Dryopteris.intermedia","forb"
"Dryopteris.ludoviciana","forb"
"Dryopteris.marginalis","forb"
"Dryopteris.mauiensis","forb"
"Dryopteris.nuda","forb"
"Dryopteris.parvula","forb"
"Dryopteris.podosora","forb"
"Dryopteris.rossii","forb"
"Dryopteris.sandwicensis","forb"
"Dryopteris.subbipinnata","forb"
"Dryopteris.tenebrosa","forb"
"Dryopteris.tetrapinnata","forb"
"Dryopteris.unidentata","forb"
"Dryopteris.wallichiana","forb"
"×Dryostichum.singulare","forb"
"Dubautia.kenwoodii","forb"
"Duchesnea.indica","forb"
"Dudleya.abramsii","forb"
"Dudleya.abramsii.ssp..abramsii","forb"
"Dudleya.abramsii.ssp..affinis","forb"
"Dudleya.abramsii.ssp..bettinae","forb"
"Dudleya.abramsii.ssp..murina","forb"
"Dudleya.abramsii.ssp..parva","forb"
"Dudleya.attenuata","forb"
"Dudleya.attenuata.ssp..orcuttii","forb"
"Dudleya.blochmaniae","forb"
"Dudleya.blochmaniae.ssp..blochmaniae","forb"
"Dudleya.blochmaniae.ssp..brevifolia","forb"
"Dudleya.blochmaniae.ssp..insularis","forb"
"Dudleya.caespitosa","forb"
"Dudleya.calcicola","forb"
"Dudleya.candelabrum","forb"
"Dudleya.collomiae","forb"
"Dudleya.cymosa","forb"
"Dudleya.cymosa.ssp..agourensis","forb"
"Dudleya.cymosa.ssp..costafolia","forb"
"Dudleya.cymosa.ssp..crebrifolia","forb"
"Dudleya.cymosa.ssp..cymosa","forb"
"Dudleya.cymosa.ssp..marcescens","forb"
"Dudleya.cymosa.ssp..ovatifolia","forb"
"Dudleya.cymosa.ssp..paniculata","forb"
"Dudleya.cymosa.ssp..pumila","forb"
"Dudleya.densiflora","forb"
"Dudleya.edulis","forb"
"Dudleya.farinosa","forb"
"Dudleya.gnoma","forb"
"Dudleya.greenei","forb"
"Dudleya.lanceolata","forb"
"Dudleya.multicaulis","forb"
"Dudleya.nesiotica","forb"
"Dudleya.palmeri","forb"
"Dudleya.pulverulenta","forb"
"Dudleya.pulverulenta.ssp..arizonica","forb"
"Dudleya.pulverulenta.ssp..pulverulenta","forb"
"Dudleya.saxosa","forb"
"Dudleya.saxosa.ssp..aloides","forb"
"Dudleya.saxosa.ssp..saxosa","forb"
"Dudleya.setchellii","forb"
"Dudleya.stolonifera","forb"
"Dudleya.traskiae","forb"
"Dudleya.variegata","forb"
"Dudleya.verityi","forb"
"Dudleya.virens","forb"
"Dudleya.virens.ssp..hassei","forb"
"Dudleya.virens.ssp..insularis","forb"
"Dudleya.virens.ssp..virens","forb"
"Dudleya.viscida","forb"
"Dyckia.brevifolia","forb"
"Dyschoriste.angusta","forb"
"Dyschoriste.crenulata","forb"
"Dyschoriste.humistrata","forb"
"Dyschoriste.linearis","forb"
"Dyschoriste.linearis.var..linearis","forb"
"Dyschoriste.linearis.var..sanpatriciensis","forb"
"Dyschoriste.oblongifolia","forb"
"Dyschoriste.schiedeana","forb"
"Dyschoriste.schiedeana.var..cinerascens","forb"
"Dyschoriste.schiedeana.var..decumbens","forb"
"Dysodiopsis.tagetoides","forb"
"Dysphania.ambrosioides","forb"
"Dysphania.anthelmintica","forb"
"Dysphania.aristata","forb"
"Dysphania.botrys","forb"
"Dysphania.carinata","forb"
"Dysphania.chilensis","forb"
"Dysphania.cristata","forb"
"Dysphania.graveolens","forb"
"Dysphania.multifida","forb"
"Dysphania.plantaginella","forb"
"Dysphania.pumilio","forb"
"Dyssodia.papposa","forb"
"Eatonella.nivea","forb"
"Ecballium.elaterium","forb"
"Echeandia.chandleri","forb"
"Echeandia.flavescens","forb"
"Echeandia.reflexa","forb"
"Echeandia.texensis","forb"
"Echeveria.strictiflora","forb"
"Echinacea.angustifolia","forb"
"Echinacea.angustifolia.var..angustifolia","forb"
"Echinacea.angustifolia.var..strigosa","forb"
"Echinacea.atrorubens","forb"
"Echinacea.laevigata","forb"
"Echinacea.pallida","forb"
"Echinacea.paradoxa","forb"
"Echinacea.paradoxa.var..neglecta","forb"
"Echinacea.paradoxa.var..paradoxa","forb"
"Echinacea.purpurea","forb"
"Echinacea.sanguinea","forb"
"Echinacea.simulata","forb"
"Echinacea.tennesseensis","forb"
"Echinocystis.lobata","forb"
"Echinodorus.berteroi","forb"
"Echinodorus.bolivianus","forb"
"Echinodorus.cordifolius","forb"
"Echinodorus.floridanus","forb"
"Echinodorus.tenellus","forb"
"Echinopepon.coulteri","forb"
"Echinopepon.wrightii","forb"
"Echinops.exaltatus","forb"
"Echinops.ritro","forb"
"Echinops.ritro.ssp..ruthenicus","forb"
"Echinops.sphaerocephalus","forb"
"Echium.coincyanum","forb"
"Echium.creticum","forb"
"Echium.italicum","forb"
"Echium.lusitanicum","forb"
"Echium.plantagineum","forb"
"Echium.pustulatum","forb"
"Echium.vulgare","forb"
"Eclipta.prostrata","forb"
"Egeria.densa","forb"
"Egletes.prostrata","forb"
"Egletes.viscosa","forb"
"Ehrendorferia.chrysantha","forb"
"Ehrendorferia.ochroleuca","forb"
"Eichhornia.azurea","forb"
"Eichhornia.crassipes","forb"
"Eichhornia.diversifolia","forb"
"Eichhornia.paniculata","forb"
"Elaphoglossum.aemulum","forb"
"Elaphoglossum.alatum","forb"
"Elaphoglossum.alatum.var..alatum","forb"
"Elaphoglossum.alatum.var..crassicaule","forb"
"Elaphoglossum.alatum.var..fauriei","forb"
"Elaphoglossum.alatum.var..parvisquamaeum","forb"
"Elaphoglossum.apodum","forb"
"Elaphoglossum.chartaceum","forb"
"Elaphoglossum.crassifolium","forb"
"Elaphoglossum.crinitum","forb"
"Elaphoglossum.decoratum","forb"
"Elaphoglossum.eggersii","forb"
"Elaphoglossum.erinaceum","forb"
"Elaphoglossum.glabellum","forb"
"Elaphoglossum.herminieri","forb"
"Elaphoglossum.hirtum","forb"
"Elaphoglossum.hirtum.var..micans","forb"
"Elaphoglossum.latifolium","forb"
"Elaphoglossum.longifolium","forb"
"Elaphoglossum.martinicense","forb"
"Elaphoglossum.maxonii","forb"
"Elaphoglossum.pellucidum","forb"
"Elaphoglossum.peltatum","forb"
"Elaphoglossum.petiolatum","forb"
"Elaphoglossum.petiolatum.var..dussii","forb"
"Elaphoglossum.rigidum","forb"
"Elaphoglossum.serpens","forb"
"Elaphoglossum.simplex","forb"
"Elaphoglossum.smithii","forb"
"Elaphoglossum.spathulatum","forb"
"Elaphoglossum.wawrae","forb"
"Elatine.ambigua","forb"
"Elatine.americana","forb"
"Elatine.brachysperma","forb"
"Elatine.californica","forb"
"Elatine.chilensis","forb"
"Elatine.heterandra","forb"
"Elatine.hydropiper","forb"
"Elatine.minima","forb"
"Elatine.rubella","forb"
"Elatine.triandra","forb"
"Elatostema.stoloniforme","forb"
"Elephantopus.carolinianus","forb"
"Elephantopus.elatus","forb"
"Elephantopus.mollis","forb"
"Elephantopus.nudatus","forb"
"Elephantopus.tomentosus","forb"
"Eleutheranthera.ruderalis","forb"
"Eleutherine.bulbosa","forb"
"Elleanthus.cordidactylus","forb"
"Ellisia.nyctelea","forb"
"Elmera.racemosa","forb"
"Elmera.racemosa.var..puberulenta","forb"
"Elmera.racemosa.var..racemosa","forb"
"Elodea.bifoliata","forb"
"Elodea.callitrichoides","forb"
"Elodea.canadensis","forb"
"Elodea.nuttallii","forb"
"Elodea.schweinitzii","forb"
"Elsholtzia.ciliata","forb"
"Eltroplectris.calcarata","forb"
"Elytraria.bromoides","forb"
"Elytraria.caroliniensis","forb"
"Elytraria.caroliniensis.var..angustifolia","forb"
"Elytraria.caroliniensis.var..caroliniensis","forb"
"Elytraria.imbricata","forb"
"Emex.australis","forb"
"Emex.spinosa","forb"
"Emilia.coccinea","forb"
"Emilia.fosbergii","forb"
"Emilia.sonchifolia","forb"
"Emilia.sonchifolia.var..javanica","forb"
"Emilia.sonchifolia.var..sonchifolia","forb"
"Emmenanthe.penduliflora","forb"
"Emmenanthe.penduliflora.var..penduliflora","forb"
"Emmenanthe.penduliflora.var..rosea","forb"
"Encelia.nutans","forb"
"Encelia.scaposa","forb"
"Enceliopsis.argophylla","forb"
"Enceliopsis.covillei","forb"
"Enceliopsis.nudicaulis","forb"
"Enceliopsis.nudicaulis.var..corrugata","forb"
"Enceliopsis.nudicaulis.var..nudicaulis","forb"
"Encyclia.gravida","forb"
"Encyclia.isochila","forb"
"Encyclia.rufa","forb"
"Encyclia.tampensis","forb"
"Endolepis.covillei","forb"
"Endolepis.dioica","forb"
"Enemion.biternatum","forb"
"Enemion.hallii","forb"
"Enemion.occidentale","forb"
"Enemion.savilei","forb"
"Enemion.stipitatum","forb"
"Engelmannia.peristenia","forb"
"Enicostema.verticillatum","forb"
"Enterosora.trifurcata","forb"
"Enydra.fluctuans","forb"
"Enydra.sessilis","forb"
"Epidendrum.×obrienianum","forb"
"Epidendrum.acunae","forb"
"Epidendrum.amphistomum","forb"
"Epidendrum.anceps","forb"
"Epidendrum.antillanum","forb"
"Epidendrum.boricuarum","forb"
"Epidendrum.carpophorum","forb"
"Epidendrum.ciliare","forb"
"Epidendrum.floridense","forb"
"Epidendrum.jamaicense","forb"
"Epidendrum.magnoliae","forb"
"Epidendrum.magnoliae.var..magnoliae","forb"
"Epidendrum.magnoliae.var..mexicanum","forb"
"Epidendrum.miserrimum","forb"
"Epidendrum.mutelianum","forb"
"Epidendrum.nocturnum","forb"
"Epidendrum.radicans","forb"
"Epidendrum.ramosum","forb"
"Epidendrum.rigidum","forb"
"Epidendrum.secundum","forb"
"Epidendrum.strobiliferum","forb"
"Epidendrum.tridens","forb"
"Epidendrum.vicentinum","forb"
"Epifagus.virginiana","forb"
"Epilobium.×pulchrum","forb"
"Epilobium.×treleaseanum","forb"
"Epilobium.×wisconsinense","forb"
"Epilobium.anagallidifolium","forb"
"Epilobium.arcticum","forb"
"Epilobium.billardierianum","forb"
"Epilobium.billardierianum.ssp..cinereum","forb"
"Epilobium.brachycarpum","forb"
"Epilobium.canum","forb"
"Epilobium.canum.ssp..angustifolium","forb"
"Epilobium.canum.ssp..canum","forb"
"Epilobium.canum.ssp..garrettii","forb"
"Epilobium.canum.ssp..latifolium","forb"
"Epilobium.ciliatum","forb"
"Epilobium.ciliatum.ssp..ciliatum","forb"
"Epilobium.ciliatum.ssp..glandulosum","forb"
"Epilobium.ciliatum.ssp..watsonii","forb"
"Epilobium.clavatum","forb"
"Epilobium.cleistogamum","forb"
"Epilobium.coloratum","forb"
"Epilobium.davuricum","forb"
"Epilobium.densiflorum","forb"
"Epilobium.foliosum","forb"
"Epilobium.glaberrimum","forb"
"Epilobium.glaberrimum.ssp..fastigiatum","forb"
"Epilobium.glaberrimum.ssp..glaberrimum","forb"
"Epilobium.halleanum","forb"
"Epilobium.hirsutum","forb"
"Epilobium.hornemannii","forb"
"Epilobium.hornemannii.ssp..behringianum","forb"
"Epilobium.hornemannii.ssp..hornemannii","forb"
"Epilobium.howellii","forb"
"Epilobium.lactiflorum","forb"
"Epilobium.leptocarpum","forb"
"Epilobium.leptophyllum","forb"
"Epilobium.luteum","forb"
"Epilobium.minutum","forb"
"Epilobium.mirabile","forb"
"Epilobium.montanum","forb"
"Epilobium.nevadense","forb"
"Epilobium.obcordatum","forb"
"Epilobium.obscurum","forb"
"Epilobium.oreganum","forb"
"Epilobium.oregonense","forb"
"Epilobium.pallidum","forb"
"Epilobium.palustre","forb"
"Epilobium.parviflorum","forb"
"Epilobium.pygmaeum","forb"
"Epilobium.rigidum","forb"
"Epilobium.saximontanum","forb"
"Epilobium.septentrionale","forb"
"Epilobium.siskiyouense","forb"
"Epilobium.strictum","forb"
"Epilobium.suffruticosum","forb"
"Epilobium.torreyi","forb"
"Epimedium.×youngianum","forb"
