datetime,date,jd,doy,flux,se,soilt,vsm,time,site,drainage
2002-04-15T09:13,4/15/02,105,2662,89.69,6.71,9.6,NA,9:13,NWN,well drained
2002-04-15T10:28,4/15/02,105,2662,117.6,20,10,NA,10:28,SWF,very well drained
2002-04-15T09:49,4/15/02,105,2662,83.71,6.12,9.7,NA,9:49,SWM,moderately well drained
NA,4/15/02,105,2662,NA,NA,NA,NA,NA,SWN,poorly drained
NA,4/30/02,120,2677,NA,NA,NA,NA,NA,Charlton,well drained
2002-04-30T13:00,4/30/02,120,2677,47.56,2.17,5.2,NA,13:00,Dry Down,well drained
NA,4/30/02,120,2677,NA,NA,NA,NA,NA,Montauk,well drained
NA,4/30/02,120,2677,NA,NA,NA,NA,NA,NWF,swamp
NA,4/30/02,120,2677,NA,NA,NA,NA,NA,NWM,moderately well drained
2002-04-30T16:08,4/30/02,120,2677,43.65,4.73,6.8,0.31,16:08,NWN,well drained
2002-04-30T15:07,4/30/02,120,2677,53.88,11.46,6.6,NA,15:07,SWF,very well drained
NA,4/30/02,120,2677,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,4/30/02,120,2677,NA,NA,NA,NA,NA,SWN,poorly drained
NA,5/7/02,127,2684,NA,NA,NA,NA,NA,Charlton,well drained
2002-05-07T13:08,5/7/02,127,2684,55.02,4.59,10.6,NA,13:08,Dry Down,well drained
NA,5/7/02,127,2684,NA,NA,NA,NA,NA,Montauk,well drained
NA,5/7/02,127,2684,NA,NA,NA,NA,NA,NWF,swamp
NA,5/7/02,127,2684,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,5/7/02,127,2684,NA,NA,NA,NA,NA,NWN,well drained
NA,5/7/02,127,2684,NA,NA,NA,NA,NA,SWF,very well drained
NA,5/7/02,127,2684,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,5/7/02,127,2684,NA,NA,NA,NA,NA,SWN,poorly drained
NA,5/8/02,128,2685,NA,NA,NA,NA,NA,Charlton,well drained
NA,5/8/02,128,2685,NA,NA,NA,NA,NA,Dry Down,well drained
NA,5/8/02,128,2685,NA,NA,NA,NA,NA,Montauk,well drained
NA,5/8/02,128,2685,NA,NA,NA,NA,NA,NWF,swamp
NA,5/8/02,128,2685,NA,NA,NA,NA,NA,NWM,moderately well drained
2002-05-08T09:02,5/8/02,128,2685,54.6,7.21,10.2,0.28,9:02,NWN,well drained
2002-05-08T10:20,5/8/02,128,2685,66.01,12.77,10.6,0.3,10:20,SWF,very well drained
2002-05-08T09:39,5/8/02,128,2685,53.11,4.42,10,0.31,9:39,SWM,moderately well drained
NA,5/8/02,128,2685,NA,NA,NA,NA,NA,SWN,poorly drained
NA,5/16/02,136,2693,NA,NA,NA,NA,NA,Charlton,well drained
2002-05-16T12:00,5/16/02,136,2693,74.05,5.96,8.2,NA,12:00,Dry Down,well drained
NA,5/16/02,136,2693,NA,NA,NA,NA,NA,Montauk,well drained
NA,5/16/02,136,2693,NA,NA,NA,NA,NA,NWF,swamp
NA,5/16/02,136,2693,NA,NA,NA,NA,NA,NWM,moderately well drained
2002-05-16T09:07,5/16/02,136,2693,63.52,6.84,7.3,0.3,9:07,NWN,well drained
2002-05-16T10:00,5/16/02,136,2693,70.93,11.92,7.7,0.33,10:00,SWF,very well drained
2002-05-16T09:21,5/16/02,136,2693,60.4,5.25,7.4,0.35,9:21,SWM,moderately well drained
NA,5/16/02,136,2693,NA,NA,NA,NA,NA,SWN,poorly drained
NA,5/24/02,144,2701,NA,NA,NA,NA,NA,Charlton,well drained
2002-05-24T10:08,5/24/02,144,2701,52.58,2.93,9.6,NA,10:08,Dry Down,well drained
NA,5/24/02,144,2701,NA,NA,NA,NA,NA,Montauk,well drained
NA,5/24/02,144,2701,NA,NA,NA,NA,NA,NWF,swamp
NA,5/24/02,144,2701,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,5/24/02,144,2701,NA,NA,NA,NA,NA,NWN,well drained
NA,5/24/02,144,2701,NA,NA,NA,NA,NA,SWF,very well drained
NA,5/24/02,144,2701,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,5/24/02,144,2701,NA,NA,NA,NA,NA,SWN,poorly drained
NA,5/30/02,150,2707,NA,NA,NA,NA,NA,Charlton,well drained
2002-05-30T10:02,5/30/02,150,2707,88.4,4.74,12.8,NA,10:02,Dry Down,well drained
NA,5/30/02,150,2707,NA,NA,NA,NA,NA,Montauk,well drained
NA,5/30/02,150,2707,NA,NA,NA,NA,NA,NWF,swamp
NA,5/30/02,150,2707,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,5/30/02,150,2707,NA,NA,NA,NA,NA,NWN,well drained
NA,5/30/02,150,2707,NA,NA,NA,NA,NA,SWF,very well drained
NA,5/30/02,150,2707,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,5/30/02,150,2707,NA,NA,NA,NA,NA,SWN,poorly drained
NA,5/31/02,151,2708,NA,NA,NA,NA,NA,Charlton,well drained
NA,5/31/02,151,2708,NA,NA,NA,NA,NA,Dry Down,well drained
NA,5/31/02,151,2708,NA,NA,NA,NA,NA,Montauk,well drained
NA,5/31/02,151,2708,NA,NA,NA,NA,NA,NWF,swamp
NA,5/31/02,151,2708,NA,NA,NA,NA,NA,NWM,moderately well drained
2002-05-31T10:07,5/31/02,151,2708,89.82,14.43,13.3,0.26,10:07,NWN,well drained
2002-05-31T08:25,5/31/02,151,2708,128.1,28.52,13.7,0.28,8:25,SWF,very well drained
2002-05-31T10:00,5/31/02,151,2708,103.01,6.52,12.9,0.34,10:00,SWM,moderately well drained
NA,5/31/02,151,2708,NA,NA,NA,NA,NA,SWN,poorly drained
NA,6/4/02,155,2712,NA,NA,NA,NA,NA,Charlton,well drained
2002-06-04T09:35,6/4/02,155,2712,67.65,4.44,11.1,NA,9:35,Dry Down,well drained
NA,6/4/02,155,2712,NA,NA,NA,NA,NA,Montauk,well drained
NA,6/4/02,155,2712,NA,NA,NA,NA,NA,NWF,swamp
NA,6/4/02,155,2712,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,6/4/02,155,2712,NA,NA,NA,NA,NA,NWN,well drained
NA,6/4/02,155,2712,NA,NA,NA,NA,NA,SWF,very well drained
NA,6/4/02,155,2712,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,6/4/02,155,2712,NA,NA,NA,NA,NA,SWN,poorly drained
NA,6/10/02,161,2718,NA,NA,NA,NA,NA,Charlton,well drained
NA,6/10/02,161,2718,NA,NA,NA,NA,NA,Dry Down,well drained
NA,6/10/02,161,2718,NA,NA,NA,NA,NA,Montauk,well drained
NA,6/10/02,161,2718,NA,NA,NA,NA,NA,NWF,swamp
NA,6/10/02,161,2718,NA,NA,NA,NA,NA,NWM,moderately well drained
2002-06-10T12:33,6/10/02,161,2718,149.64,11.67,12.8,0.29,12:33,NWN,well drained
2002-06-10T14:00,6/10/02,161,2718,161.46,24.77,13.5,0.29,14:00,SWF,very well drained
2002-06-10T13:15,6/10/02,161,2718,146.43,16.13,12.7,0.34,13:15,SWM,moderately well drained
NA,6/10/02,161,2718,NA,NA,NA,NA,NA,SWN,poorly drained
NA,6/11/02,162,2719,NA,NA,NA,NA,NA,Charlton,well drained
2002-06-11T10:20,6/11/02,162,2719,132.07,13.56,13.1,NA,10:20,Dry Down,well drained
NA,6/11/02,162,2719,NA,NA,NA,NA,NA,Montauk,well drained
NA,6/11/02,162,2719,NA,NA,NA,NA,NA,NWF,swamp
NA,6/11/02,162,2719,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,6/11/02,162,2719,NA,NA,NA,NA,NA,NWN,well drained
NA,6/11/02,162,2719,NA,NA,NA,NA,NA,SWF,very well drained
NA,6/11/02,162,2719,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,6/11/02,162,2719,NA,NA,NA,NA,NA,SWN,poorly drained
NA,6/18/02,169,2726,NA,NA,NA,NA,NA,Charlton,well drained
NA,6/18/02,169,2726,NA,NA,NA,NA,NA,Dry Down,well drained
NA,6/18/02,169,2726,NA,NA,NA,NA,NA,Montauk,well drained
NA,6/18/02,169,2726,NA,NA,NA,NA,NA,NWF,swamp
NA,6/18/02,169,2726,NA,NA,NA,NA,NA,NWM,moderately well drained
2002-06-18T12:22,6/18/02,169,2726,193.19,59.59,12.2,NA,12:22,NWN,well drained
2002-06-18T10:57,6/18/02,169,2726,205.75,31.69,16.2,NA,10:57,SWF,very well drained
2002-06-18T11:40,6/18/02,169,2726,167.18,9.32,14.4,NA,11:40,SWM,moderately well drained
NA,6/18/02,169,2726,NA,NA,NA,NA,NA,SWN,poorly drained
NA,6/19/02,170,2727,NA,NA,NA,NA,NA,Charlton,well drained
2002-06-19T10:12,6/19/02,170,2727,133.75,12.48,13.2,NA,10:12,Dry Down,well drained
NA,6/19/02,170,2727,NA,NA,NA,NA,NA,Montauk,well drained
NA,6/19/02,170,2727,NA,NA,NA,NA,NA,NWF,swamp
NA,6/19/02,170,2727,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,6/19/02,170,2727,NA,NA,NA,NA,NA,NWN,well drained
NA,6/19/02,170,2727,NA,NA,NA,NA,NA,SWF,very well drained
NA,6/19/02,170,2727,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,6/19/02,170,2727,NA,NA,NA,NA,NA,SWN,poorly drained
NA,6/26/02,177,2734,NA,NA,NA,NA,NA,Charlton,well drained
2002-06-26T11:06,6/26/02,177,2734,163.83,14.24,15.3,NA,11:06,Dry Down,well drained
NA,6/26/02,177,2734,NA,NA,NA,NA,NA,Montauk,well drained
NA,6/26/02,177,2734,NA,NA,NA,NA,NA,NWF,swamp
NA,6/26/02,177,2734,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,6/26/02,177,2734,NA,NA,NA,NA,NA,NWN,well drained
NA,6/26/02,177,2734,NA,NA,NA,0.23,NA,SWF,very well drained
NA,6/26/02,177,2734,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,6/26/02,177,2734,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/1/02,182,2739,NA,NA,NA,NA,NA,Charlton,well drained
2002-07-01T12:40,7/1/02,182,2739,215.26,22.03,16.7,NA,12:40,Dry Down,well drained
NA,7/1/02,182,2739,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/1/02,182,2739,NA,NA,NA,NA,NA,NWF,swamp
NA,7/1/02,182,2739,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,7/1/02,182,2739,NA,NA,NA,NA,NA,NWN,well drained
NA,7/1/02,182,2739,NA,NA,NA,NA,NA,SWF,very well drained
NA,7/1/02,182,2739,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/1/02,182,2739,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/2/02,183,2740,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/2/02,183,2740,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/2/02,183,2740,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/2/02,183,2740,NA,NA,NA,NA,NA,NWF,swamp
NA,7/2/02,183,2740,NA,NA,NA,NA,NA,NWM,moderately well drained
2002-07-02T10:12,7/2/02,183,2740,263.24,47.42,17.7,NA,10:12,NWN,well drained
2002-07-02T08:32,7/2/02,183,2740,281.73,58,14.9,0.2,8:32,SWF,very well drained
2002-07-02T09:08,7/2/02,183,2740,237.65,34.57,17.2,NA,9:08,SWM,moderately well drained
NA,7/2/02,183,2740,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/8/02,189,2746,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/8/02,189,2746,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/8/02,189,2746,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/8/02,189,2746,NA,NA,NA,NA,NA,NWF,swamp
NA,7/8/02,189,2746,NA,NA,NA,NA,NA,NWM,moderately well drained
2002-07-08T12:33,7/8/02,189,2746,177.68,28.53,16.6,NA,12:33,NWN,well drained
2002-07-08T11:07,7/8/02,189,2746,170.8,39.67,17.1,0.15,11:07,SWF,very well drained
2002-07-08T11:42,7/8/02,189,2746,200.05,19.23,16.4,NA,11:42,SWM,moderately well drained
NA,7/8/02,189,2746,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/9/02,190,2747,NA,NA,NA,NA,NA,Charlton,well drained
2002-07-09T09:10,7/9/02,190,2747,175.32,20.59,18.9,NA,9:10,Dry Down,well drained
NA,7/9/02,190,2747,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/9/02,190,2747,NA,NA,NA,NA,NA,NWF,swamp
NA,7/9/02,190,2747,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,7/9/02,190,2747,NA,NA,NA,NA,NA,NWN,well drained
NA,7/9/02,190,2747,NA,NA,NA,NA,NA,SWF,very well drained
NA,7/9/02,190,2747,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/9/02,190,2747,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/16/02,197,2754,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/16/02,197,2754,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/16/02,197,2754,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/16/02,197,2754,NA,NA,NA,NA,NA,NWF,swamp
NA,7/16/02,197,2754,NA,NA,NA,NA,NA,NWM,moderately well drained
2002-07-16T13:24,7/16/02,197,2754,166.11,29.78,16.5,0.14,13:24,NWN,well drained
2002-07-16T12:09,7/16/02,197,2754,132.38,20.39,16.9,0.11,12:09,SWF,very well drained
2002-07-16T13:14,7/16/02,197,2754,151.32,20.77,16,0.18,13:14,SWM,moderately well drained
NA,7/16/02,197,2754,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/19/02,200,2757,NA,NA,NA,NA,NA,Charlton,well drained
2002-07-19T11:48,7/19/02,200,2757,246.86,22.7,NA,NA,11:48,Dry Down,well drained
NA,7/19/02,200,2757,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/19/02,200,2757,NA,NA,NA,NA,NA,NWF,swamp
NA,7/19/02,200,2757,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,7/19/02,200,2757,NA,NA,NA,NA,NA,NWN,well drained
NA,7/19/02,200,2757,NA,NA,NA,NA,NA,SWF,very well drained
NA,7/19/02,200,2757,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/19/02,200,2757,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/22/02,203,2760,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/22/02,203,2760,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/22/02,203,2760,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/22/02,203,2760,NA,NA,NA,NA,NA,NWF,swamp
NA,7/22/02,203,2760,NA,NA,NA,NA,NA,NWM,moderately well drained
2002-07-22T10:34,7/22/02,203,2760,229.97,39.06,19.1,0.2,10:34,NWN,well drained
2002-07-22T09:00,7/22/02,203,2760,269.87,47.09,19.3,NA,9:00,SWF,very well drained
2002-07-22T09:41,7/22/02,203,2760,218.02,25.14,18.8,NA,9:41,SWM,moderately well drained
NA,7/22/02,203,2760,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/23/02,204,2761,NA,NA,NA,NA,NA,Charlton,well drained
2002-07-23T09:35,7/23/02,204,2761,261.21,21.25,20.5,NA,9:35,Dry Down,well drained
NA,7/23/02,204,2761,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/23/02,204,2761,NA,NA,NA,NA,NA,NWF,swamp
NA,7/23/02,204,2761,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,7/23/02,204,2761,NA,NA,NA,NA,NA,NWN,well drained
NA,7/23/02,204,2761,NA,NA,NA,NA,NA,SWF,very well drained
NA,7/23/02,204,2761,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/23/02,204,2761,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/24/02,205,2762,NA,NA,NA,NA,NA,Charlton,well drained
2002-07-24T08:17,7/24/02,205,2762,199.51,15.55,17.5,NA,8:17,Dry Down,well drained
NA,7/24/02,205,2762,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/24/02,205,2762,NA,NA,NA,NA,NA,NWF,swamp
NA,7/24/02,205,2762,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,7/24/02,205,2762,NA,NA,NA,NA,NA,NWN,well drained
NA,7/24/02,205,2762,NA,NA,NA,NA,NA,SWF,very well drained
NA,7/24/02,205,2762,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/24/02,205,2762,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/30/02,211,2768,NA,NA,NA,NA,NA,Charlton,well drained
2002-07-30T09:14,7/30/02,211,2768,264.87,25.42,18.4,NA,9:14,Dry Down,well drained
NA,7/30/02,211,2768,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/30/02,211,2768,NA,NA,NA,NA,NA,NWF,swamp
NA,7/30/02,211,2768,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,7/30/02,211,2768,NA,NA,NA,NA,NA,NWN,well drained
NA,7/30/02,211,2768,NA,NA,NA,NA,NA,SWF,very well drained
NA,7/30/02,211,2768,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/30/02,211,2768,NA,NA,NA,NA,NA,SWN,poorly drained
NA,8/6/02,218,2775,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/6/02,218,2775,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/6/02,218,2775,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/6/02,218,2775,NA,NA,NA,NA,NA,NWF,swamp
NA,8/6/02,218,2775,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,8/6/02,218,2775,NA,NA,NA,NA,NA,NWN,well drained
2002-08-06T09:37,8/6/02,218,2775,230.88,39.98,18.6,NA,9:37,SWF,very well drained
2002-08-06T10:10,8/6/02,218,2775,209.31,16.58,18.1,NA,10:10,SWM,moderately well drained
NA,8/6/02,218,2775,NA,NA,NA,NA,NA,SWN,poorly drained
NA,8/7/02,219,2776,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/7/02,219,2776,163.5,14.61,NA,NA,NA,Dry Down,well drained
NA,8/7/02,219,2776,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/7/02,219,2776,NA,NA,NA,NA,NA,NWF,swamp
NA,8/7/02,219,2776,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,8/7/02,219,2776,NA,NA,NA,NA,NA,NWN,well drained
NA,8/7/02,219,2776,NA,NA,NA,0.18,NA,SWF,very well drained
NA,8/7/02,219,2776,NA,NA,NA,0.2,NA,SWM,moderately well drained
NA,8/7/02,219,2776,NA,NA,NA,NA,NA,SWN,poorly drained
NA,8/15/02,227,2784,NA,NA,NA,NA,NA,Charlton,well drained
2002-08-15T11:36,8/15/02,227,2784,164.18,17.04,19.7,NA,11:36,Dry Down,well drained
NA,8/15/02,227,2784,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/15/02,227,2784,NA,NA,NA,NA,NA,NWF,swamp
NA,8/15/02,227,2784,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,8/15/02,227,2784,NA,NA,NA,NA,NA,NWN,well drained
NA,8/15/02,227,2784,NA,NA,NA,NA,NA,SWF,very well drained
NA,8/15/02,227,2784,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,8/15/02,227,2784,NA,NA,NA,NA,NA,SWN,poorly drained
NA,8/20/02,232,2789,NA,NA,NA,NA,NA,Charlton,well drained
2002-08-20T12:56,8/20/02,232,2789,209.68,20.18,18.4,NA,12:56,Dry Down,well drained
NA,8/20/02,232,2789,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/20/02,232,2789,NA,NA,NA,NA,NA,NWF,swamp
NA,8/20/02,232,2789,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,8/20/02,232,2789,NA,NA,NA,NA,NA,NWN,well drained
NA,8/20/02,232,2789,NA,NA,NA,NA,NA,SWF,very well drained
NA,8/20/02,232,2789,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,8/20/02,232,2789,NA,NA,NA,NA,NA,SWN,poorly drained
NA,8/21/02,233,2790,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/21/02,233,2790,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/21/02,233,2790,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/21/02,233,2790,NA,NA,NA,NA,NA,NWF,swamp
NA,8/21/02,233,2790,NA,NA,NA,NA,NA,NWM,moderately well drained
2002-08-21T09:42,8/21/02,233,2790,237.64,40.48,17.8,0.15,9:42,NWN,well drained
2002-08-21T10:59,8/21/02,233,2790,204.01,31.06,18.1,0.14,10:59,SWF,very well drained
2002-08-21T10:19,8/21/02,233,2790,260.55,43.75,17.5,0.14,10:19,SWM,moderately well drained
NA,8/21/02,233,2790,NA,NA,NA,NA,NA,SWN,poorly drained
NA,9/3/02,246,2803,NA,NA,NA,NA,NA,Charlton,well drained
NA,9/3/02,246,2803,NA,NA,NA,NA,NA,Dry Down,well drained
NA,9/3/02,246,2803,NA,NA,NA,NA,NA,Montauk,well drained
NA,9/3/02,246,2803,NA,NA,NA,NA,NA,NWF,swamp
NA,9/3/02,246,2803,NA,NA,NA,NA,NA,NWM,moderately well drained
2002-09-03T16:49,9/3/02,246,2803,279.88,48.24,16.4,0.22,16:49,NWN,well drained
2002-09-03T18:04,9/3/02,246,2803,259.1,30.88,16.6,0.2,18:04,SWF,very well drained
2002-09-03T17:27,9/3/02,246,2803,288.53,34.87,16.1,0.19,17:27,SWM,moderately well drained
NA,9/3/02,246,2803,NA,NA,NA,NA,NA,SWN,poorly drained
NA,9/4/02,247,2804,NA,NA,NA,NA,NA,Charlton,well drained
2002-09-04T09:28,9/4/02,247,2804,220.85,20.3,16.1,NA,9:28,Dry Down,well drained
NA,9/4/02,247,2804,NA,NA,NA,NA,NA,Montauk,well drained
NA,9/4/02,247,2804,NA,NA,NA,NA,NA,NWF,swamp
NA,9/4/02,247,2804,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,9/4/02,247,2804,NA,NA,NA,NA,NA,NWN,well drained
NA,9/4/02,247,2804,NA,NA,NA,NA,NA,SWF,very well drained
NA,9/4/02,247,2804,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,9/4/02,247,2804,NA,NA,NA,NA,NA,SWN,poorly drained
NA,9/11/02,254,2811,NA,NA,NA,NA,NA,Charlton,well drained
2002-09-11T10:34,9/11/02,254,2811,132.23,10.86,17.5,NA,10:34,Dry Down,well drained
NA,9/11/02,254,2811,NA,NA,NA,NA,NA,Montauk,well drained
NA,9/11/02,254,2811,NA,NA,NA,NA,NA,NWF,swamp
NA,9/11/02,254,2811,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,9/11/02,254,2811,NA,NA,NA,NA,NA,NWN,well drained
NA,9/11/02,254,2811,NA,NA,NA,NA,NA,SWF,very well drained
NA,9/11/02,254,2811,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,9/11/02,254,2811,NA,NA,NA,NA,NA,SWN,poorly drained
NA,9/17/02,260,2817,NA,NA,NA,NA,NA,Charlton,well drained
2002-09-17T10:16,9/17/02,260,2817,147.66,11.48,16.1,NA,10:16,Dry Down,well drained
NA,9/17/02,260,2817,NA,NA,NA,NA,NA,Montauk,well drained
NA,9/17/02,260,2817,NA,NA,NA,NA,NA,NWF,swamp
NA,9/17/02,260,2817,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,9/17/02,260,2817,NA,NA,NA,NA,NA,NWN,well drained
NA,9/17/02,260,2817,NA,NA,NA,NA,NA,SWF,very well drained
NA,9/17/02,260,2817,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,9/17/02,260,2817,NA,NA,NA,NA,NA,SWN,poorly drained
NA,9/18/02,261,2818,NA,NA,NA,NA,NA,Charlton,well drained
NA,9/18/02,261,2818,NA,NA,NA,NA,NA,Dry Down,well drained
NA,9/18/02,261,2818,NA,NA,NA,NA,NA,Montauk,well drained
NA,9/18/02,261,2818,NA,NA,NA,NA,NA,NWF,swamp
NA,9/18/02,261,2818,NA,NA,NA,NA,NA,NWM,moderately well drained
2002-09-18T08:59,9/18/02,261,2818,192.56,52.56,15.3,0.19,8:59,NWN,well drained
2002-09-18T10:20,9/18/02,261,2818,196.51,32.38,15.7,0.16,10:20,SWF,very well drained
2002-09-18T09:38,9/18/02,261,2818,187.5,21.7,15.5,0.15,9:38,SWM,moderately well drained
NA,9/18/02,261,2818,NA,NA,NA,NA,NA,SWN,poorly drained
NA,9/24/02,267,2824,NA,NA,NA,NA,NA,Charlton,well drained
2002-09-24T11:18,9/24/02,267,2824,120.51,11.75,15.5,NA,11:18,Dry Down,well drained
NA,9/24/02,267,2824,NA,NA,NA,NA,NA,Montauk,well drained
NA,9/24/02,267,2824,NA,NA,NA,NA,NA,NWF,swamp
NA,9/24/02,267,2824,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,9/24/02,267,2824,NA,NA,NA,NA,NA,NWN,well drained
NA,9/24/02,267,2824,NA,NA,NA,NA,NA,SWF,very well drained
NA,9/24/02,267,2824,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,9/24/02,267,2824,NA,NA,NA,NA,NA,SWN,poorly drained
NA,10/1/02,274,2831,NA,NA,NA,NA,NA,Charlton,well drained
2002-10-01T11:15,10/1/02,274,2831,123.32,7.38,13.8,NA,11:15,Dry Down,well drained
NA,10/1/02,274,2831,NA,NA,NA,NA,NA,Montauk,well drained
NA,10/1/02,274,2831,NA,NA,NA,NA,NA,NWF,swamp
NA,10/1/02,274,2831,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,10/1/02,274,2831,NA,NA,NA,NA,NA,NWN,well drained
NA,10/1/02,274,2831,NA,NA,NA,NA,NA,SWF,very well drained
NA,10/1/02,274,2831,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,10/1/02,274,2831,NA,NA,NA,NA,NA,SWN,poorly drained
NA,10/2/02,275,2832,NA,NA,NA,NA,NA,Charlton,well drained
NA,10/2/02,275,2832,NA,NA,NA,NA,NA,Dry Down,well drained
NA,10/2/02,275,2832,NA,NA,NA,NA,NA,Montauk,well drained
NA,10/2/02,275,2832,NA,NA,NA,NA,NA,NWF,swamp
NA,10/2/02,275,2832,NA,NA,NA,NA,NA,NWM,moderately well drained
2002-10-02T09:54,10/2/02,275,2832,193,37.09,15,0.25,9:54,NWN,well drained
2002-10-02T08:29,10/2/02,275,2832,214.13,32.57,15.1,0.2,8:29,SWF,very well drained
2002-10-02T09:45,10/2/02,275,2832,207.76,30.32,14.9,0.2,9:45,SWM,moderately well drained
NA,10/2/02,275,2832,NA,NA,NA,NA,NA,SWN,poorly drained
NA,10/10/02,283,2840,NA,NA,NA,NA,NA,Charlton,well drained
2002-10-10T09:41,10/10/02,283,2840,77.18,7.85,11.2,NA,9:41,Dry Down,well drained
NA,10/10/02,283,2840,NA,NA,NA,NA,NA,Montauk,well drained
NA,10/10/02,283,2840,NA,NA,NA,NA,NA,NWF,swamp
NA,10/10/02,283,2840,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,10/10/02,283,2840,NA,NA,NA,NA,NA,NWN,well drained
NA,10/10/02,283,2840,NA,NA,NA,NA,NA,SWF,very well drained
NA,10/10/02,283,2840,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,10/10/02,283,2840,NA,NA,NA,NA,NA,SWN,poorly drained
NA,10/22/02,295,2852,NA,NA,NA,NA,NA,Charlton,well drained
2002-10-22T12:22,10/22/02,295,2852,44.2,3.4,7.7,NA,12:22,Dry Down,well drained
NA,10/22/02,295,2852,NA,NA,NA,NA,NA,Montauk,well drained
