datetime,date,jd,doy,flux,se,soilt,vsm,time,site,drainage
1998-06-16T14:00,6/16/98,167,1263,295.47,56.12,14.7,0.35,14:00,SWF,very well drained
1998-06-16T13:11,6/16/98,167,1263,216.69,18.93,14.1,0.39,13:11,SWM,moderately well drained
1998-06-16T12:34,6/16/98,167,1263,141.85,45.43,13.2,0.64,12:34,SWN,poorly drained
NA,6/23/98,174,1270,NA,NA,NA,NA,NA,Charlton,well drained
NA,6/23/98,174,1270,NA,NA,NA,NA,NA,Dry Down,well drained
NA,6/23/98,174,1270,NA,NA,NA,NA,NA,Montauk,well drained
1998-06-23T14:43,6/23/98,174,1270,38.62,6.87,14.6,0.92,14:43,NWF,swamp
1998-06-23T13:05,6/23/98,174,1270,199.06,22.95,14.3,0.39,13:05,NWM,moderately well drained
1998-06-23T12:22,6/23/98,174,1270,290.42,35.29,15.9,0.25,12:22,NWN,well drained
1998-06-23T08:57,6/23/98,174,1270,258.16,28.8,16.1,0.3,8:57,SWF,very well drained
1998-06-23T09:52,6/23/98,174,1270,234.06,16.51,15.3,0.38,9:52,SWM,moderately well drained
1998-06-23T11:40,6/23/98,174,1270,157.61,45.98,14.8,0.72,11:40,SWN,poorly drained
NA,6/29/98,180,1276,NA,NA,NA,NA,NA,Charlton,well drained
NA,6/29/98,180,1276,NA,NA,NA,NA,NA,Dry Down,well drained
NA,6/29/98,180,1276,NA,NA,NA,NA,NA,Montauk,well drained
1998-06-29T09:40,6/29/98,180,1276,56.32,29.94,10.3,0.84,9:40,NWF,swamp
1998-06-29T10:36,6/29/98,180,1276,198.95,12.59,14.2,0.36,10:36,NWM,moderately well drained
NA,6/29/98,180,1276,NA,NA,NA,NA,NA,NWN,well drained
NA,6/29/98,180,1276,NA,NA,NA,NA,NA,SWF,very well drained
1998-06-29T12:00,6/29/98,180,1276,157.98,14.85,16,0.36,12:00,SWM,moderately well drained
1998-06-29T11:30,6/29/98,180,1276,173.88,31.07,15.8,0.66,11:30,SWN,poorly drained
NA,7/1/98,182,1278,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/1/98,182,1278,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/1/98,182,1278,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/1/98,182,1278,NA,NA,NA,NA,NA,NWF,swamp
NA,7/1/98,182,1278,NA,NA,NA,NA,NA,NWM,moderately well drained
1998-07-01T09:09,7/1/98,182,1278,296.9,28.03,16,0.37,9:09,NWN,well drained
1998-07-01T10:22,7/1/98,182,1278,289.5,52.95,16.3,0.21,10:22,SWF,very well drained
NA,7/1/98,182,1278,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/1/98,182,1278,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/6/98,187,1283,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/6/98,187,1283,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/6/98,187,1283,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/6/98,187,1283,NA,NA,NA,NA,NA,NWF,swamp
NA,7/6/98,187,1283,NA,NA,NA,NA,NA,NWM,moderately well drained
1998-07-06T10:45,7/6/98,187,1283,310.69,32.97,17,0.35,10:45,NWN,well drained
1998-07-06T08:51,7/6/98,187,1283,288.88,50.28,15.7,0.19,8:51,SWF,very well drained
NA,7/6/98,187,1283,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/6/98,187,1283,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/8/98,189,1285,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/8/98,189,1285,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/8/98,189,1285,NA,NA,NA,NA,NA,Montauk,well drained
1998-07-08T11:41,7/8/98,189,1285,65.88,33.45,15.3,0.83,11:41,NWF,swamp
1998-07-08T10:42,7/8/98,189,1285,217.4,17.1,14.2,0.36,10:42,NWM,moderately well drained
NA,7/8/98,189,1285,NA,NA,NA,NA,NA,NWN,well drained
NA,7/8/98,189,1285,NA,NA,NA,NA,NA,SWF,very well drained
1998-07-08T09:09,7/8/98,189,1285,228.77,24.96,15.7,0.36,9:09,SWM,moderately well drained
1998-07-08T10:18,7/8/98,189,1285,268.59,74.47,15.5,0.59,10:18,SWN,poorly drained
NA,7/15/98,196,1292,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/15/98,196,1292,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/15/98,196,1292,NA,NA,NA,NA,NA,Montauk,well drained
1998-07-15T09:40,7/15/98,196,1292,101.55,29.01,16,0.75,9:40,NWF,swamp
1998-07-15T10:13,7/15/98,196,1292,214.95,31.57,15.4,0.33,10:13,NWM,moderately well drained
NA,7/15/98,196,1292,NA,NA,NA,NA,NA,NWN,well drained
NA,7/15/98,196,1292,NA,NA,NA,NA,NA,SWF,very well drained
1998-07-15T11:11,7/15/98,196,1292,227.18,23.42,16.3,0.32,11:11,SWM,moderately well drained
1998-07-15T10:35,7/15/98,196,1292,355.15,77.77,16.3,0.55,10:35,SWN,poorly drained
NA,7/16/98,197,1293,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/16/98,197,1293,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/16/98,197,1293,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/16/98,197,1293,NA,NA,NA,NA,NA,NWF,swamp
NA,7/16/98,197,1293,NA,NA,NA,NA,NA,NWM,moderately well drained
1998-07-16T09:00,7/16/98,197,1293,356.54,43.15,17.9,0.25,9:00,NWN,well drained
1998-07-16T10:08,7/16/98,197,1293,297.85,51.99,18.2,0.19,10:08,SWF,very well drained
NA,7/16/98,197,1293,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/16/98,197,1293,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/20/98,201,1297,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/20/98,201,1297,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/20/98,201,1297,NA,NA,NA,NA,NA,Montauk,well drained
1998-07-20T11:21,7/20/98,201,1297,116.17,34.88,17,0.67,11:21,NWF,swamp
1998-07-20T10:10,7/20/98,201,1297,207.99,27.07,15.8,0.29,10:10,NWM,moderately well drained
NA,7/20/98,201,1297,NA,NA,NA,NA,NA,NWN,well drained
NA,7/20/98,201,1297,NA,NA,NA,NA,NA,SWF,very well drained
1998-07-20T08:39,7/20/98,201,1297,195.95,9.46,16.7,0.29,8:39,SWM,moderately well drained
1998-07-20T09:54,7/20/98,201,1297,298.1,46.43,16.8,0.49,9:54,SWN,poorly drained
NA,7/21/98,202,1298,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/21/98,202,1298,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/21/98,202,1298,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/21/98,202,1298,NA,NA,NA,NA,NA,NWF,swamp
NA,7/21/98,202,1298,NA,NA,NA,NA,NA,NWM,moderately well drained
1998-07-21T10:23,7/21/98,202,1298,283.58,37.14,17.7,0.19,10:23,NWN,well drained
1998-07-21T08:50,7/21/98,202,1298,282.98,51.21,18.8,0.09,8:50,SWF,very well drained
NA,7/21/98,202,1298,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/21/98,202,1298,NA,NA,NA,NA,NA,SWN,poorly drained
NA,7/27/98,208,1304,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/27/98,208,1304,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/27/98,208,1304,NA,NA,NA,NA,NA,Montauk,well drained
1998-07-27T09:43,7/27/98,208,1304,94.91,30.38,15.4,0.65,9:43,NWF,swamp
1998-07-27T10:15,7/27/98,208,1304,169.4,26.61,14.4,0.26,10:15,NWM,moderately well drained
NA,7/27/98,208,1304,NA,NA,NA,NA,NA,NWN,well drained
NA,7/27/98,208,1304,NA,NA,NA,NA,NA,SWF,very well drained
1998-07-27T11:12,7/27/98,208,1304,180.41,9.24,15.8,0.26,11:12,SWM,moderately well drained
1998-07-27T10:30,7/27/98,208,1304,282.83,34.37,15.7,0.36,10:30,SWN,poorly drained
NA,7/28/98,209,1305,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/28/98,209,1305,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/28/98,209,1305,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/28/98,209,1305,NA,NA,NA,NA,NA,NWF,swamp
NA,7/28/98,209,1305,NA,NA,NA,NA,NA,NWM,moderately well drained
1998-07-28T09:25,7/28/98,209,1305,260.22,39.68,16.6,0.16,9:25,NWN,well drained
1998-07-28T10:32,7/28/98,209,1305,228.54,35.99,17.5,0.08,10:32,SWF,very well drained
NA,7/28/98,209,1305,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,7/28/98,209,1305,NA,NA,NA,NA,NA,SWN,poorly drained
NA,8/3/98,215,1311,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/3/98,215,1311,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/3/98,215,1311,NA,NA,NA,NA,NA,Montauk,well drained
1998-08-03T11:39,8/3/98,215,1311,106.88,33.04,15.5,0.59,11:39,NWF,swamp
1998-08-03T10:30,8/3/98,215,1311,162.76,17.69,14.8,0.22,10:30,NWM,moderately well drained
NA,8/3/98,215,1311,NA,NA,NA,NA,NA,NWN,well drained
NA,8/3/98,215,1311,NA,NA,NA,NA,NA,SWF,very well drained
1998-08-03T09:07,8/3/98,215,1311,186.43,23.95,15.7,0.23,9:07,SWM,moderately well drained
1998-08-03T10:15,8/3/98,215,1311,280.63,30.53,15.7,0.31,10:15,SWN,poorly drained
NA,8/4/98,216,1312,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/4/98,216,1312,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/4/98,216,1312,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/4/98,216,1312,NA,NA,NA,NA,NA,NWF,swamp
NA,8/4/98,216,1312,NA,NA,NA,NA,NA,NWM,moderately well drained
1998-08-04T11:01,8/4/98,216,1312,273.3,57.67,17,0.13,11:01,NWN,well drained
1998-08-04T09:28,8/4/98,216,1312,249.21,43.49,17.2,0.13,9:28,SWF,very well drained
NA,8/4/98,216,1312,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,8/4/98,216,1312,NA,NA,NA,NA,NA,SWN,poorly drained
NA,8/13/98,225,1321,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/13/98,225,1321,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/13/98,225,1321,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/13/98,225,1321,NA,NA,NA,NA,NA,NWF,swamp
NA,8/13/98,225,1321,NA,NA,NA,NA,NA,NWM,moderately well drained
1998-08-13T10:29,8/13/98,225,1321,304.6,60.63,15.7,0.21,10:29,NWN,well drained
1998-08-13T10:41,8/13/98,225,1321,351.31,51.27,16.2,0.23,10:41,SWF,very well drained
NA,8/13/98,225,1321,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,8/13/98,225,1321,NA,NA,NA,NA,NA,SWN,poorly drained
NA,8/14/98,226,1322,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/14/98,226,1322,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/14/98,226,1322,NA,NA,NA,NA,NA,Montauk,well drained
1998-08-14T09:50,8/14/98,226,1322,118.04,37.88,16,0.69,9:50,NWF,swamp
1998-08-14T10:23,8/14/98,226,1322,218.41,21.44,15.3,0.16,10:23,NWM,moderately well drained
NA,8/14/98,226,1322,NA,NA,NA,NA,NA,NWN,well drained
NA,8/14/98,226,1322,NA,NA,NA,NA,NA,SWF,very well drained
1998-08-14T11:20,8/14/98,226,1322,256.49,30.97,16.2,0.23,11:20,SWM,moderately well drained
1998-08-14T10:45,8/14/98,226,1322,311.68,39.62,16.4,0.22,10:45,SWN,poorly drained
NA,8/17/98,229,1325,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/17/98,229,1325,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/17/98,229,1325,NA,NA,NA,NA,NA,Montauk,well drained
1998-08-17T12:10,8/17/98,229,1325,165.49,48.58,17.3,0.7,12:10,NWF,swamp
1998-08-17T10:59,8/17/98,229,1325,267.25,26.49,17.1,0.24,10:59,NWM,moderately well drained
NA,8/17/98,229,1325,NA,NA,NA,NA,NA,NWN,well drained
NA,8/17/98,229,1325,NA,NA,NA,NA,NA,SWF,very well drained
1998-08-17T09:16,8/17/98,229,1325,264.41,41.41,17.6,0.21,9:16,SWM,moderately well drained
1998-08-17T10:45,8/17/98,229,1325,363.05,45.11,17.7,0.3,10:45,SWN,poorly drained
NA,8/18/98,230,1326,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/18/98,230,1326,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/18/98,230,1326,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/18/98,230,1326,NA,NA,NA,NA,NA,NWF,swamp
NA,8/18/98,230,1326,NA,NA,NA,NA,NA,NWM,moderately well drained
1998-08-18T10:52,8/18/98,230,1326,404.44,62.92,18.6,0.15,10:52,NWN,well drained
1998-08-18T09:20,8/18/98,230,1326,338.54,35.56,18.3,0.16,9:20,SWF,very well drained
NA,8/18/98,230,1326,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,8/18/98,230,1326,NA,NA,NA,NA,NA,SWN,poorly drained
NA,8/24/98,236,1332,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/24/98,236,1332,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/24/98,236,1332,NA,NA,NA,NA,NA,Montauk,well drained
1998-08-24T10:13,8/24/98,236,1332,134.23,35.04,16.8,0.69,10:13,NWF,swamp
1998-08-24T10:43,8/24/98,236,1332,259.23,22.36,16.3,0.25,10:43,NWM,moderately well drained
NA,8/24/98,236,1332,NA,NA,NA,NA,NA,NWN,well drained
NA,8/24/98,236,1332,NA,NA,NA,NA,NA,SWF,very well drained
1998-08-24T11:36,8/24/98,236,1332,279.47,19.77,17.3,0.2,11:36,SWM,moderately well drained
1998-08-24T11:05,8/24/98,236,1332,378.83,50.18,17.4,0.28,11:05,SWN,poorly drained
NA,8/25/98,237,1333,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/25/98,237,1333,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/25/98,237,1333,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/25/98,237,1333,NA,NA,NA,NA,NA,NWF,swamp
NA,8/25/98,237,1333,NA,NA,NA,NA,NA,NWM,moderately well drained
1998-08-25T09:08,8/25/98,237,1333,359.23,77.34,17.9,0.17,9:08,NWN,well drained
1998-08-25T10:14,8/25/98,237,1333,275.15,34.13,18.4,0.18,10:14,SWF,very well drained
NA,8/25/98,237,1333,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,8/25/98,237,1333,NA,NA,NA,NA,NA,SWN,poorly drained
NA,9/1/98,244,1340,NA,NA,NA,NA,NA,Charlton,well drained
NA,9/1/98,244,1340,NA,NA,NA,NA,NA,Dry Down,well drained
NA,9/1/98,244,1340,NA,NA,NA,NA,NA,Montauk,well drained
NA,9/1/98,244,1340,NA,NA,NA,NA,NA,NWF,swamp
NA,9/1/98,244,1340,NA,NA,NA,NA,NA,NWM,moderately well drained
1998-09-01T11:02,9/1/98,244,1340,163.96,41.23,16.2,0.07,11:02,NWN,well drained
1998-09-01T09:20,9/1/98,244,1340,147.72,18.57,16,0.12,9:20,SWF,very well drained
NA,9/1/98,244,1340,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,9/1/98,244,1340,NA,NA,NA,NA,NA,SWN,poorly drained
NA,9/2/98,245,1341,NA,NA,NA,NA,NA,Charlton,well drained
NA,9/2/98,245,1341,NA,NA,NA,NA,NA,Dry Down,well drained
NA,9/2/98,245,1341,NA,NA,NA,NA,NA,Montauk,well drained
1998-09-02T11:34,9/2/98,245,1341,63.78,16.07,15.3,0.61,11:34,NWF,swamp
1998-09-02T10:26,9/2/98,245,1341,106.22,27.33,14.9,0.15,10:26,NWM,moderately well drained
NA,9/2/98,245,1341,NA,NA,NA,NA,NA,NWN,well drained
NA,9/2/98,245,1341,NA,NA,NA,NA,NA,SWF,very well drained
1998-09-02T09:10,9/2/98,245,1341,128.61,28.45,15.5,0.15,9:10,SWM,moderately well drained
1998-09-02T10:12,9/2/98,245,1341,163.89,13.86,15.8,0.15,10:12,SWN,poorly drained
NA,9/7/98,250,1346,NA,NA,NA,NA,NA,Charlton,well drained
NA,9/7/98,250,1346,NA,NA,NA,NA,NA,Dry Down,well drained
NA,9/7/98,250,1346,NA,NA,NA,NA,NA,Montauk,well drained
1998-09-07T10:28,9/7/98,250,1346,121.21,38.83,16.1,0.57,10:28,NWF,swamp
1998-09-07T11:14,9/7/98,250,1346,159.58,28.83,15.8,0.16,11:14,NWM,moderately well drained
NA,9/7/98,250,1346,NA,NA,NA,NA,NA,NWN,well drained
NA,9/7/98,250,1346,NA,NA,NA,NA,NA,SWF,very well drained
1998-09-07T12:07,9/7/98,250,1346,182.13,18.25,17,0.16,12:07,SWM,moderately well drained
1998-09-07T11:35,9/7/98,250,1346,205.91,20.01,17.1,0.17,11:35,SWN,poorly drained
NA,9/8/98,251,1347,NA,NA,NA,NA,NA,Charlton,well drained
NA,9/8/98,251,1347,NA,NA,NA,NA,NA,Dry Down,well drained
NA,9/8/98,251,1347,NA,NA,NA,NA,NA,Montauk,well drained
NA,9/8/98,251,1347,NA,NA,NA,NA,NA,NWF,swamp
NA,9/8/98,251,1347,NA,NA,NA,NA,NA,NWM,moderately well drained
1998-09-08T11:16,9/8/98,251,1347,177.52,23.02,15.7,0.16,11:16,NWN,well drained
1998-09-08T10:26,9/8/98,251,1347,199.99,21.84,16.6,0.18,10:26,SWF,very well drained
NA,9/8/98,251,1347,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,9/8/98,251,1347,NA,NA,NA,NA,NA,SWN,poorly drained
NA,9/14/98,257,1353,NA,NA,NA,NA,NA,Charlton,well drained
NA,9/14/98,257,1353,NA,NA,NA,NA,NA,Dry Down,well drained
NA,9/14/98,257,1353,NA,NA,NA,NA,NA,Montauk,well drained
NA,9/14/98,257,1353,NA,NA,NA,NA,NA,NWF,swamp
NA,9/14/98,257,1353,NA,NA,NA,NA,NA,NWM,moderately well drained
1998-09-14T13:58,9/14/98,257,1353,179.1,36.44,16.1,0.13,13:58,NWN,well drained
NA,9/14/98,257,1353,NA,NA,NA,NA,NA,SWF,very well drained
NA,9/14/98,257,1353,NA,NA,NA,NA,NA,SWM,moderately well drained
1998-09-14T14:06,9/14/98,257,1353,218.5,40.94,17.9,0.14,14:06,SWN,poorly drained
NA,9/15/98,258,1354,NA,NA,NA,NA,NA,Charlton,well drained
NA,9/15/98,258,1354,NA,NA,NA,NA,NA,Dry Down,well drained
NA,9/15/98,258,1354,NA,NA,NA,NA,NA,Montauk,well drained
1998-09-15T13:09,9/15/98,258,1354,122.53,31.26,15.7,0.57,13:09,NWF,swamp
1998-09-15T11:17,9/15/98,258,1354,196.17,18.47,18.2,0.07,11:17,NWM,moderately well drained
NA,9/15/98,258,1354,NA,NA,NA,NA,NA,NWN,well drained
1998-09-15T09:23,9/15/98,258,1354,178.23,32.61,16.1,0.11,9:23,SWF,very well drained
1998-09-15T10:17,9/15/98,258,1354,159.69,13.19,16.1,0.15,10:17,SWM,moderately well drained
NA,9/15/98,258,1354,NA,NA,NA,NA,NA,SWN,poorly drained
NA,9/21/98,264,1360,NA,NA,NA,NA,NA,Charlton,well drained
NA,9/21/98,264,1360,NA,NA,NA,NA,NA,Dry Down,well drained
NA,9/21/98,264,1360,NA,NA,NA,NA,NA,Montauk,well drained
1998-09-21T13:27,9/21/98,264,1360,121.62,68.16,15.7,0.29,13:27,NWF,swamp
1998-09-21T12:26,9/21/98,264,1360,170.85,45.59,15.9,0.06,12:26,NWM,moderately well drained
1998-09-21T11:57,9/21/98,264,1360,198.76,116.67,16.1,0.07,11:57,NWN,well drained
NA,9/21/98,264,1360,NA,NA,NA,NA,NA,SWF,very well drained
NA,9/21/98,264,1360,NA,NA,NA,NA,NA,SWM,moderately well drained
1998-09-21T11:15,9/21/98,264,1360,231.85,96.13,13.7,0.07,11:15,SWN,poorly drained
NA,9/22/98,265,1361,NA,NA,NA,NA,NA,Charlton,well drained
NA,9/22/98,265,1361,NA,NA,NA,NA,NA,Dry Down,well drained
NA,9/22/98,265,1361,NA,NA,NA,NA,NA,Montauk,well drained
NA,9/22/98,265,1361,NA,NA,NA,NA,NA,NWF,swamp
NA,9/22/98,265,1361,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,9/22/98,265,1361,NA,NA,NA,NA,NA,NWN,well drained
1998-09-22T09:43,9/22/98,265,1361,262.45,83.51,17.6,0.2,9:43,SWF,very well drained
1998-09-22T08:57,9/22/98,265,1361,238.23,43.43,17,0.18,8:57,SWM,moderately well drained
NA,9/22/98,265,1361,NA,NA,NA,NA,NA,SWN,poorly drained
NA,10/19/98,292,1388,NA,NA,NA,NA,NA,Charlton,well drained
NA,10/19/98,292,1388,NA,NA,NA,NA,NA,Dry Down,well drained
NA,10/19/98,292,1388,NA,NA,NA,NA,NA,Montauk,well drained
NA,10/19/98,292,1388,NA,NA,NA,NA,NA,NWF,swamp
NA,10/19/98,292,1388,NA,NA,NA,NA,NA,NWM,moderately well drained
1998-10-19T11:58,10/19/98,292,1388,96.08,20.38,12.1,0.28,11:58,NWN,well drained
NA,10/19/98,292,1388,NA,NA,NA,NA,NA,SWF,very well drained
NA,10/19/98,292,1388,NA,NA,NA,NA,NA,SWM,moderately well drained
1998-10-19T12:05,10/19/98,292,1388,80.71,6.86,12.8,0.34,12:05,SWN,poorly drained
NA,10/20/98,293,1389,NA,NA,NA,NA,NA,Charlton,well drained
NA,10/20/98,293,1389,NA,NA,NA,NA,NA,Dry Down,well drained
NA,10/20/98,293,1389,NA,NA,NA,NA,NA,Montauk,well drained
1998-10-20T10:12,10/20/98,293,1389,29.86,6.41,9.8,0.69,10:12,NWF,swamp
1998-10-20T10:45,10/20/98,293,1389,37.09,8.05,10.3,0.18,10:45,NWM,moderately well drained
NA,10/20/98,293,1389,NA,NA,NA,NA,NA,NWN,well drained
1998-10-20T11:47,10/20/98,293,1389,44.46,4.82,11.5,0.26,11:47,SWF,very well drained
1998-10-20T11:01,10/20/98,293,1389,41.58,4.61,10.9,0.33,11:01,SWM,moderately well drained
NA,10/20/98,293,1389,NA,NA,NA,NA,NA,SWN,poorly drained
NA,11/3/98,307,1403,NA,NA,NA,NA,NA,Charlton,well drained
NA,11/3/98,307,1403,NA,NA,NA,NA,NA,Dry Down,well drained
NA,11/3/98,307,1403,NA,NA,NA,NA,NA,Montauk,well drained
1998-11-03T13:23,11/3/98,307,1403,22.49,10.33,6.5,0.73,13:23,NWF,swamp
1998-11-03T12:25,11/3/98,307,1403,40.77,18.71,7.1,0.27,12:25,NWM,moderately well drained
1998-11-03T09:53,11/3/98,307,1403,47.31,12.87,7.2,0.26,9:53,NWN,well drained
1998-11-03T11:28,11/3/98,307,1403,56.57,20.17,7.4,0.25,11:28,SWF,very well drained
1998-11-03T10:48,11/3/98,307,1403,58.21,14.67,7.7,0.38,10:48,SWM,moderately well drained
1998-11-03T10:18,11/3/98,307,1403,50.48,11.48,7.3,0.31,10:18,SWN,poorly drained
NA,11/18/98,322,1418,NA,NA,NA,NA,NA,Charlton,well drained
NA,11/18/98,322,1418,NA,NA,NA,NA,NA,Dry Down,well drained
NA,11/18/98,322,1418,NA,NA,NA,NA,NA,Montauk,well drained
NA,11/18/98,322,1418,NA,NA,NA,NA,NA,NWF,swamp
NA,11/18/98,322,1418,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,11/18/98,322,1418,NA,NA,NA,NA,NA,NWN,well drained
1998-11-18T12:01,11/18/98,322,1418,56.82,63.59,5.6,0.29,12:01,SWF,very well drained
1998-11-18T11:19,11/18/98,322,1418,50.57,55.22,6.1,0.36,11:19,SWM,moderately well drained
1998-11-18T10:39,11/18/98,322,1418,49.64,54,5.9,0.38,10:39,SWN,poorly drained
NA,11/19/98,323,1419,NA,NA,NA,NA,NA,Charlton,well drained
NA,11/19/98,323,1419,NA,NA,NA,NA,NA,Dry Down,well drained
NA,11/19/98,323,1419,NA,NA,NA,NA,NA,Montauk,well drained
1998-11-19T09:53,11/19/98,323,1419,29.47,10.44,4.6,0.81,9:53,NWF,swamp
1998-11-19T10:26,11/19/98,323,1419,54.54,7.57,4.4,0.33,10:26,NWM,moderately well drained
1998-11-19T11:12,11/19/98,323,1419,53.46,9.67,4.6,0.3,11:12,NWN,well drained
NA,11/19/98,323,1419,NA,NA,NA,NA,NA,SWF,very well drained
NA,11/19/98,323,1419,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,11/19/98,323,1419,NA,NA,NA,NA,NA,SWN,poorly drained
NA,12/1/98,335,1431,NA,NA,NA,NA,NA,Charlton,well drained
NA,12/1/98,335,1431,NA,NA,NA,NA,NA,Dry Down,well drained
NA,12/1/98,335,1431,NA,NA,NA,NA,NA,Montauk,well drained
NA,12/1/98,335,1431,NA,NA,NA,NA,NA,NWF,swamp
NA,12/1/98,335,1431,NA,NA,NA,NA,NA,NWM,moderately well drained
1998-12-01T11:36,12/1/98,335,1431,44.67,9.02,6.3,0.29,11:36,NWN,well drained
NA,12/1/98,335,1431,NA,NA,NA,NA,NA,SWF,very well drained
NA,12/1/98,335,1431,NA,NA,NA,NA,NA,SWM,moderately well drained
1998-12-01T11:43,12/1/98,335,1431,42.66,7.9,6.9,0.4,11:43,SWN,poorly drained
NA,12/2/98,336,1432,NA,NA,NA,NA,NA,Charlton,well drained
NA,12/2/98,336,1432,NA,NA,NA,NA,NA,Dry Down,well drained
NA,12/2/98,336,1432,NA,NA,NA,NA,NA,Montauk,well drained
1998-12-02T09:37,12/2/98,336,1432,11.91,5.91,4.7,0.82,9:37,NWF,swamp
1998-12-02T10:10,12/2/98,336,1432,39.71,10.21,5.5,0.33,10:10,NWM,moderately well drained
NA,12/2/98,336,1432,NA,NA,NA,NA,NA,NWN,well drained
1998-12-02T11:08,12/2/98,336,1432,43.75,18.4,5.2,0.28,11:08,SWF,very well drained
1998-12-02T10:28,12/2/98,336,1432,44.09,11.46,5.5,0.34,10:28,SWM,moderately well drained
NA,12/2/98,336,1432,NA,NA,NA,NA,NA,SWN,poorly drained
NA,12/14/98,348,1444,NA,NA,NA,NA,NA,Charlton,well drained
NA,12/14/98,348,1444,NA,NA,NA,NA,NA,Dry Down,well drained
NA,12/14/98,348,1444,NA,NA,NA,NA,NA,Montauk,well drained
1998-12-14T10:55,12/14/98,348,1444,9.94,2.03,NA,0.8,10:55,NWF,swamp
1998-12-14T13:18,12/14/98,348,1444,16.54,4.03,NA,0.33,13:18,NWM,moderately well drained
1998-12-14T13:10,12/14/98,348,1444,20.06,3.54,NA,0.28,13:10,NWN,well drained
1998-12-14T11:55,12/14/98,348,1444,25.56,11.32,NA,0.28,11:55,SWF,very well drained
1998-12-14T11:30,12/14/98,348,1444,21.91,4.42,NA,0.34,11:30,SWM,moderately well drained
1998-12-14T12:46,12/14/98,348,1444,21.99,4.34,NA,0.45,12:46,SWN,poorly drained
NA,1/6/99,6,1467,NA,NA,NA,NA,NA,Charlton,well drained
NA,1/6/99,6,1467,NA,NA,NA,NA,NA,Dry Down,well drained
NA,1/6/99,6,1467,NA,NA,NA,NA,NA,Montauk,well drained
NA,1/6/99,6,1467,NA,NA,NA,0.65,NA,NWF,swamp
1999-01-06T12:23,1/6/99,6,1467,19.19,NA,5,0.28,12:23,NWM,moderately well drained
