Year,Month,Date,Treatment,Plot,Season,Year_Season,at,st5,soilmoisture
2013,2,28,C,25,ng,2013,-3.801666667,-0.741666669,0.132592656
2013,3,1,C,25,ng,2013,-6.20333337,-1.312500002,0.127164007
2013,3,2,C,25,ng,2013,-8.661666716,-1.912500014,0.123522535
2013,3,3,C,25,ng,2013,-10.00666676,-2.329166673,0.122404296
2013,3,4,C,25,ng,2013,-7.368333235,-1.975000002,0.124109766
2013,3,5,C,25,ng,2013,-5.203333325,-1.708333333,0.127244617
2013,3,6,C,25,ng,2013,-4.176666596,-0.97083333,0.132288747
2013,3,7,C,25,ng,2013,-3.648333314,-1.049999993,0.133769264
2013,3,8,C,25,ng,2013,-2.345000021,-0.570833337,0.139959863
2013,3,9,C,25,ng,2013,-2.289999954,-0.366666664,0.141400415
2013,3,10,C,25,ng,2013,-2.078333346,-0.270833333,0.146365393
2013,3,11,C,25,ng,2013,-0.24166664,0.025,0.153238079
2013,3,12,C,25,ng,2013,-4.469999912,-0.025000001,0.149777214
2013,3,13,C,25,ng,2013,-5.214999944,-0.404166666,0.139942177
2013,3,14,C,25,ng,2013,-1.813333293,-0.154166674,0.15096449
2013,3,15,C,25,ng,2013,-1.094999919,0.162499998,0.158024325
2013,3,16,C,25,ng,2013,-0.561666681,0.345833341,0.173221253
2013,3,17,C,25,ng,2013,-4.805000032,0.2875,0.165877818
2013,3,18,C,25,ng,2013,-4.708333403,0.179166664,0.156058944
2013,3,19,C,25,ng,2013,-4.37833339,0.183333337,0.154498975
2013,3,20,C,25,ng,2013,-3.138333384,0.29583333,0.158615595
2013,3,21,C,25,ng,2013,0.19500002,0.533333336,0.179283613
2013,3,22,C,25,ng,2013,-1.99833337,0.641666664,0.181388491
2013,3,23,C,25,ng,2013,-2.31499993,0.691666663,0.184226339
2013,3,24,C,25,ng,2013,-1.983333354,0.829166679,0.187741298
2013,3,25,C,25,ng,2013,-2.658333282,0.487500003,0.191887685
2013,3,26,C,25,ng,2013,-4.561666548,0.73333334,0.174420955
2013,3,27,C,25,ng,2013,-3.383333312,0.729166674,0.178758367
2013,3,28,C,25,ng,2013,0.609999992,1.491666655,0.193316784
2013,3,29,C,25,ng,2013,-0.839999987,1.291666654,0.198026256
2013,3,30,C,25,ng,2013,-0.804999999,1.641666681,0.198060513
2013,3,31,C,25,ng,2013,-0.768333347,1.275000005,0.200909884
2013,4,1,C,25,ng,2013,-1.080000014,1.24583333,0.204636918
2013,4,2,C,25,ng,2013,0.134999977,1.866666672,0.208166948
2013,4,3,C,25,ng,2013,0.368333304,1.670833349,0.21347196
2013,4,4,C,25,ng,2013,-2.996666701,0.850000005,0.222018639
2013,4,5,C,25,ng,2013,-7.335000041,0.312500008,0.221633077
2013,4,6,C,25,ng,2013,-4.375000068,0.554166667,0.216987132
2013,4,7,C,25,ng,2013,-2.439999975,0.858333337,0.220362111
2013,4,8,C,25,ng,2013,-3.249999991,0.637500002,0.217499857
2013,4,9,C,25,ng,2013,-4.226666614,0.820833333,0.214976211
2013,4,10,C,25,ng,2013,-2.764999993,1.508333348,0.215194206
2013,4,11,C,25,ng,2013,-1.998333268,1.770833341,0.217429923
2013,4,12,C,25,g,2013,-1.733333406,1.575000019,0.218052736
2013,4,13,C,25,g,2013,-0.501666637,2.308333326,0.219410219
2013,4,14,C,25,g,2013,0.238333285,2.72500002,0.221872345
2013,4,15,C,25,g,2013,0.539999978,2.033333359,0.223622919
2013,4,16,C,25,g,2013,3.083333358,3.529166676,0.226045296
2013,4,17,C,25,g,2013,3.689999963,4.074999998,0.228180037
2013,4,18,C,25,g,2013,6.020000053,4.462499999,0.230752618
2013,4,19,C,25,g,2013,5.473333347,4.712499971,0.23312751
2013,4,20,C,25,g,2013,2.994999998,3.75833331,0.234632638
2013,4,21,C,25,g,2013,5.738333312,4.837499991,0.236644622
2013,4,22,C,25,g,2013,1.901666646,4.487499992,0.239325118
2013,4,23,C,25,g,2013,2.46000002,4.470833289,0.242221095
2013,4,24,C,25,g,2013,2.37833329,4.483333324,0.244197895
2013,4,25,C,25,g,2013,3.254999893,5.195833385,0.24593499
2013,4,26,C,25,g,2013,5.021666752,5.691666623,0.247697568
2013,4,27,C,25,g,2013,6.521666714,5.745833278,0.249442653
2013,4,28,C,25,g,2013,1.721666647,3.862500042,0.251595266
2013,4,29,C,25,g,2013,2.611666636,3.912500029,0.260403811
2013,4,30,C,25,g,2013,5.38166668,5.433333298,0.266782653
2013,5,1,C,25,g,2013,5.625000032,6.454166671,0.272310926
2013,5,2,C,25,g,2013,5.144999961,6.599999954,0.271348911
2013,5,3,C,25,g,2013,4.945000002,5.80416665,0.270346627
2013,5,4,C,25,g,2013,5.828333292,5.862499942,0.270202674
2013,5,5,C,25,g,2013,6.22833338,6.149999996,0.270347431
2013,5,6,C,25,g,2013,6.216666679,6.237500032,0.270253773
2013,5,7,C,25,g,2013,2.580000001,5.141666631,0.284402969
2013,5,8,C,25,g,2013,0.261666646,2.408333316,0.29621481
2013,5,9,C,25,g,2013,0.463333332,3.037500006,0.298028477
2013,5,10,C,25,g,2013,2.545000039,4.0458333,0.29435338
2013,5,11,C,25,g,2013,3.926666717,5.249999985,0.288780001
2013,5,12,C,25,g,2013,5.913333414,6.295833339,0.286432726
2013,5,13,C,25,g,2013,6.244999966,7.079166631,0.286150074
2013,5,14,C,25,g,2013,3.963333332,6.033333331,0.286710909
2013,5,15,C,25,g,2013,6.360000014,6.691666683,0.284184313
2013,5,16,C,25,g,2013,3.005000021,5.262499988,0.281829829
2013,5,17,C,25,g,2013,2.648333306,5.866666694,0.287105588
2013,5,18,C,25,g,2013,3.078333274,5.599999984,0.284472844
2013,5,19,C,25,g,2013,4.701666734,6.375,0.279394062
2013,5,20,C,25,g,2013,6.456666619,7.150000006,0.274587759
2013,5,21,C,25,g,2013,6.146666707,7.120833278,0.27048123
2013,5,22,C,25,g,2013,8.059999907,8.545833319,0.268997755
2013,5,23,C,25,g,2013,4.513333242,7.241666774,0.266230995
2013,5,24,C,25,g,2013,5.378333295,7.924999992,0.275013663
2013,5,25,C,25,g,2013,8.736666682,9.420833349,0.27482
2013,5,26,C,25,g,2013,8.238333357,9.349999944,0.266910632
2013,5,27,C,25,g,2013,10.34666668,10.46666668,0.262087288
2013,5,28,C,25,g,2013,2.111666706,7.666666687,0.268408484
2013,5,29,C,25,g,2013,5.754999941,8.462499986,0.271980679
2013,5,30,C,25,g,2013,6.278333347,9.237499992,0.267319446
2013,5,31,C,25,g,2013,6.473333344,9.350000044,0.275652116
2013,6,1,C,25,g,2013,7.960000011,10.28333328,0.268238398
2013,6,2,C,25,g,2013,8.229999889,10.60833323,0.260964756
2013,6,3,C,25,g,2013,8.619999961,10.89583329,0.255000899
2013,6,4,C,25,g,2013,10.6733334,11.44583329,0.247534983
2013,6,5,C,25,g,2013,12.27500011,12.58749998,0.240950745
2013,6,6,C,25,g,2013,12.39500002,13.76666665,0.237819414
2013,6,7,C,25,g,2013,10.14333342,12.48750003,0.232313719
2013,6,8,C,25,g,2013,5.791666684,9.995833178,0.292265677
2013,6,9,C,25,g,2013,1.708333333,8.229166647,0.298527195
2013,6,10,C,25,g,2013,4.143333367,8.395833313,0.287734854
2013,6,11,C,25,g,2013,6.351666701,10.0999999,0.277534354
2013,6,12,C,25,g,2013,8.896666656,11.52500002,0.270979719
2013,6,13,C,25,g,2013,9.069999998,11.71249998,0.265319477
2013,6,14,C,25,g,2013,11.54666674,12.93750004,0.26185111
2013,6,15,C,25,g,2013,10.31833339,11.82083329,0.271063541
2013,6,16,C,25,g,2013,12.80666665,13.07500001,0.270663091
2013,6,17,C,25,g,2013,14.71000004,15.23749991,0.265133059
2013,6,18,C,25,g,2013,14.86499997,15.7791667,0.259571541
2013,6,19,C,25,g,2013,14.46166666,15.4291666,0.251398813
2013,6,20,C,25,g,2013,11.81833339,14.73333319,0.249180779
2013,6,21,C,25,g,2013,9.23666666,13.37916668,0.2462705
2013,6,22,C,25,g,2013,9.365000062,13.57916673,0.242284306
2013,6,23,C,25,g,2013,10.66333334,14.36249991,0.239749227
2013,6,24,C,25,g,2013,8.338333396,13.58333337,0.237027539
2013,6,25,C,25,g,2013,8.996666729,13.53750002,0.237849714
2013,6,26,C,25,g,2013,9.36833332,14.38333325,0.234765152
2013,6,27,C,25,g,2013,9.39666662,14.32083337,0.231595368
2013,6,28,C,25,g,2013,10.68499996,14.8125,0.22572498
2013,6,29,C,25,g,2013,9.99833326,14.14583333,0.218150615
2013,6,30,C,25,g,2013,14.14499996,15.91666663,0.214497692
2013,7,1,C,25,g,2013,14.76166674,16.6291666,0.205772352
2013,7,2,C,25,g,2013,16.11166664,17.49166671,0.195854915
2013,7,3,C,25,g,2013,13.10666676,16.22083334,0.187680333
2013,7,4,C,25,g,2013,11.36999997,15.05416656,0.191469564
2013,7,5,C,25,g,2013,12.68833329,15.81666672,0.189065884
2013,7,6,C,25,g,2013,13.22500008,16.95416673,0.18981992
2013,7,7,C,25,g,2013,11.48500005,15.58333341,0.198495813
2013,7,8,C,25,g,2013,10.44499993,14.12083324,0.208103171
2013,7,9,C,25,g,2013,8.411666691,12.49166663,0.245502745
2013,7,10,C,25,g,2013,11.45499993,13.95416657,0.247155086
2013,7,11,C,25,g,2013,11.67666662,13.90000006,0.241784599
2013,7,12,C,25,g,2013,13.81166657,15.14583341,0.238394393
2013,7,13,C,25,g,2013,14.06666672,15.98749999,0.231545731
2013,7,14,C,25,g,2013,11.59833336,14.82916673,0.225109058
2013,7,15,C,25,g,2013,13.0583334,15.3499999,0.220490735
2013,7,16,C,25,g,2013,11.9866666,15.18333348,0.211210943
2013,7,17,C,25,g,2013,9.725000024,13.98749991,0.214260971
2013,7,18,C,25,g,2013,9.819999993,14.26250001,0.243712509
2013,7,19,C,25,g,2013,9.233333348,14.85833331,0.24456439
2013,7,20,C,25,g,2013,10.41166664,15.06666668,0.235047003
2013,7,21,C,25,g,2013,11.86166665,15.80416667,0.229741322
2013,7,22,C,25,g,2013,11.95166679,15.9458334,0.222890475
2013,7,23,C,25,g,2013,12.77833315,15.95416673,0.213410563
2013,7,24,C,25,g,2013,11.14166677,14.54583335,0.207962635
2013,7,25,C,25,g,2013,8.959999879,13.12916668,0.209433535
2013,7,26,C,25,g,2013,11.45000011,13.60833343,0.212980169
2013,7,27,C,25,g,2013,11.80166666,14.7416666,0.214144495
2013,7,28,C,25,g,2013,10.2700001,14.41250006,0.215240067
2013,7,29,C,25,g,2013,9.133333453,14.09999994,0.230224598
2013,7,30,C,25,g,2013,11.1866667,14.9958334,0.222246937
2013,7,31,C,25,g,2013,9.489999995,14.1875,0.215549088
2013,8,1,C,25,g,2013,8.983333292,13.86250003,0.211116272
2013,8,2,C,25,g,2013,11.60666662,14.92083339,0.204223749
2013,8,3,C,25,g,2013,11.79166671,15.05416656,0.193738298
2013,8,4,C,25,g,2013,11.02166661,15.0041668,0.182713607
2013,8,5,C,25,g,2013,10.18833337,14.47916659,0.175133243
2013,8,6,C,25,g,2013,7.296666642,12.3999999,0.211461054
2013,8,7,C,25,g,2013,9.765000015,12.89583329,0.243120019
2013,8,8,C,25,g,2013,10.7033333,14.24583336,0.241251006
2013,8,9,C,25,g,2013,12.28499998,15.09999998,0.232891603
2013,8,10,C,25,g,2013,11.64666669,15.09166658,0.227441396
2013,8,11,C,25,g,2013,10.61666673,14.74166667,0.225744003
2013,8,12,C,25,g,2013,12.13000005,15.25833329,0.217883689
2013,8,13,C,25,g,2013,12.90666668,15.72083326,0.208516367
2013,8,14,C,25,g,2013,14.77666671,16.45833333,0.196077721
2013,8,15,C,25,g,2013,14.93666677,16.75,0.187785719
2013,8,16,C,25,g,2013,13.42666666,15.08749994,0.18221703
2013,8,17,C,25,g,2013,13.24666675,14.73333327,0.179853547
2013,8,18,C,25,g,2013,15.18333332,15.69999993,0.175715158
2013,8,19,C,25,g,2013,15.92666658,16.58333337,0.172466943
2013,8,20,C,25,g,2013,14.30666673,16.4999998,0.188755281
2013,8,21,C,25,g,2013,14.80666681,16.74166667,0.197747506
2013,8,22,C,25,g,2013,13.77666658,16.20000009,0.196537785
2013,8,23,C,25,g,2013,12.87833341,15.91249994,0.222139128
2013,8,24,C,25,g,2013,13.89000003,16.30833328,0.248266591
2013,8,25,C,25,g,2013,12.69000003,16.01666665,0.241234422
2013,8,26,C,25,g,2013,14.10666668,16.56666648,0.234210826
2013,8,27,C,25,g,2013,9.806666712,14.66666667,0.267740291
2013,8,28,C,25,g,2013,11.42166666,14.88750005,0.276401952
2013,8,29,C,25,g,2013,10.39499992,14.94166648,0.282956772
2013,8,30,C,25,g,2013,9.735000024,14.73333327,0.27659131
2013,8,31,C,25,g,2013,9.163333359,14.29583327,0.27039525
2013,9,1,C,25,g,2013,7.398333321,13.09583338,0.264637277
2013,9,2,C,25,g,2013,10.06500003,13.56666668,0.260566498
2013,9,3,C,25,g,2013,4.334999959,11.85833331,0.275570846
2013,9,4,C,25,g,2013,4.923333322,10.90416674,0.281773857
2013,9,5,C,25,g,2013,5.79333337,11.13749993,0.275536772
2013,9,6,C,25,g,2013,7.9866667,12.02499994,0.269165045
2013,9,7,C,25,g,2013,6.165000031,11.56666668,0.264582417
2013,9,8,C,25,g,2013,6.444999995,11.55000003,0.262102059
2013,9,9,C,25,g,2013,5.455000015,11.44583337,0.252347282
2013,9,10,C,25,g,2013,5.160000001,11.07083337,0.254532394
2013,9,11,C,25,g,2013,2.948333334,10.19166676,0.248323511
2013,9,12,C,25,g,2013,4.523333404,10.15416668,0.242652485
2013,9,13,C,25,g,2013,5.643333321,10.48333333,0.237054956
2013,9,14,C,25,g,2013,7.801666608,11.45833333,0.231388566
2013,9,15,C,25,g,2013,6.795000007,11.32916661,0.229316328
2013,9,16,C,25,g,2013,8.38833336,11.44583337,0.228328642
2013,9,17,C,25,g,2013,10.72333316,12.42916667,0.225567972
2013,9,18,C,25,g,2013,9.155000001,12.44166672,0.230394101
2013,9,19,C,25,g,2013,8.335000013,12.16666671,0.231376028
2013,9,20,C,25,g,2013,6.780000021,11.74166667,0.228787039
2013,9,21,C,25,g,2013,6.090000027,11.02083345,0.225867158
2013,9,22,C,25,g,2013,5.880000044,10.6291666,0.226928379
2013,9,23,C,25,g,2013,6.9366667,11.09166674,0.238873859
2013,9,24,C,25,g,2013,4.846666761,10.5583333,0.235041502
2013,9,25,C,25,g,2013,4.331666687,9.904166698,0.231714944
2013,9,26,C,25,g,2013,6.095000006,10.36250007,0.230481551
2013,9,27,C,25,g,2013,4.520000001,10.23750005,0.226474694
2013,9,28,C,25,g,2013,3.373333368,9.470833242,0.220762816
2013,9,29,C,25,g,2013,4.20000003,8.862499893,0.216465095
2013,9,30,C,25,g,2013,6.9983333,9.725000064,0.213945546
2013,10,1,C,25,g,2013,5.165000019,9.874999901,0.210639859
2013,10,2,C,25,g,2013,2.699999923,8.92083325,0.206344673
2013,10,3,C,25,g,2013,3.110000002,8.825000087,0.202994293
2013,10,4,C,25,g,2013,2.089999979,8.466666659,0.198780167
2013,10,5,C,25,g,2013,1.910000037,8.033333361,0.194844482
2013,10,6,C,25,g,2013,1.748333445,7.883333286,0.191680972
2013,10,7,C,25,g,2013,3.509999984,8.320833306,0.188915995
2013,10,8,C,25,g,2013,2.169999999,7.73333327,0.186411247
2013,10,9,C,25,g,2013,1.471666573,7.441666603,0.183334428
2013,10,10,C,25,g,2013,1.838333327,7.320833256,0.180947366
2013,10,11,C,25,g,2013,3.199999967,7.654166659,0.179459576
2013,10,12,C,25,g,2013,4.743333317,7.987500052,0.177933798
2013,10,13,C,25,g,2013,5.798333284,8.76666671,0.177933727
2013,10,14,C,25,g,2013,1.930000018,8.233333349,0.179094994
2013,10,15,C,25,g,2013,0.199999978,6.420833329,0.178846143
2013,10,16,C,25,g,2013,0.43833338,6.674999972,0.180551101
2013,10,17,C,25,g,2013,0.058333366,6.212500016,0.181095466
2013,10,18,C,25,ng,2014,1.188333299,6.558333357,0.182035089
2013,10,19,C,25,ng,2014,-0.168333308,5.670833349,0.186886476
2013,10,20,C,25,ng,2014,-2.048333397,5.31250004,0.195638239
2013,10,21,C,25,ng,2014,-4.588333353,3.99999997,0.199160094
2013,10,22,C,25,ng,2014,-4.531666676,3.595833366,0.197983804
2013,10,23,C,25,ng,2014,-4.436666695,3.404166649,0.197857291
2013,10,24,C,25,ng,2014,-4.336666762,3.295833339,0.197999803
2013,10,25,C,25,ng,2014,-3.915000007,3.275000016,0.198333339
2013,10,26,C,25,ng,2014,-2.31500003,3.462499951,0.199047413
2013,10,27,C,25,ng,2014,-3.089999954,3.816666688,0.199476229
2013,10,28,C,25,ng,2014,-5.288333322,2.954166646,0.19857204
2013,10,29,C,25,ng,2014,-2.526666711,3.399999996,0.199443807
2013,10,30,C,25,ng,2014,-2.864999955,3.195833315,0.199524578
2013,10,31,C,25,ng,2014,-5.301666627,2.520833313,0.20023453
2013,11,1,C,25,ng,2014,-9.341666548,1.945833315,0.202774374
2013,11,2,C,25,ng,2014,-8.155000063,1.487499987,0.202271616
2013,11,3,C,25,ng,2014,-7.166666617,1.383333348,0.202208607
2013,11,4,C,25,ng,2014,-5.026666592,1.566666653,0.203498274
2013,11,5,C,25,ng,2014,-6.213333343,1.233333339,0.201766592
2013,11,6,C,25,ng,2014,-7.345000083,1.133333345,0.201482354
2013,11,7,C,25,ng,2014,-7.490000134,0.81666667,0.199962081
2013,11,8,C,25,ng,2014,-4.401666625,0.983333327,0.201512628
2013,11,9,C,25,ng,2014,-2.720000036,1.729166652,0.205156994
2013,11,10,C,25,ng,2014,-3.9833333,1.741666675,0.205658695
2013,11,11,C,25,ng,2014,-5.188333318,1.116666657,0.204689627
2013,11,12,C,25,ng,2014,-1.621666675,1.529166671,0.205580158
2013,11,13,C,25,ng,2014,-6.650000026,1.329166676,0.206930966
2013,11,14,C,25,ng,2014,-12.50833341,0.61666667,0.203952725
2013,11,15,C,25,ng,2014,-10.85999995,0.358333342,0.184220499
2013,11,16,C,25,ng,2014,-8.891666748,0.295833338,0.17103561
2013,11,17,C,25,ng,2014,-9.778333286,0.229166672,0.164283826
2013,11,18,C,25,ng,2014,-10.51999998,0.12916667,0.156543439
2013,11,19,C,25,ng,2014,-10.19666666,0.062500004,0.151988761
2013,11,20,C,25,ng,2014,-10.19499998,0.008333335,0.148404984
2013,11,21,C,25,ng,2014,-10.69833333,-0.062499999,0.144881778
2013,11,22,C,25,ng,2014,-8.485000079,-0.058333335,0.143936363
2013,11,23,C,25,ng,2014,-11.84833332,0.079166669,0.14697588
2013,11,24,C,25,ng,2014,-17.83833317,-0.262500005,0.140554267
2013,11,25,C,25,ng,2014,-17.07999993,-0.687500001,0.133673106
2013,11,26,C,25,ng,2014,-16.43833321,-1.183333336,0.12634731
2013,11,27,C,25,ng,2014,-16.29833334,-1.637500004,0.12232323
2013,11,28,C,25,ng,2014,-17.04000005,-1.712500006,0.120800436
2013,11,29,C,25,ng,2014,-13.83166668,-1.745833344,0.120313276
2013,11,30,C,25,ng,2014,-10.80999996,-1.108333331,0.12420876
2013,12,1,C,25,ng,2014,-11.90499988,-1.420833323,0.122124474
2013,12,2,C,25,ng,2014,-10.4666668,-1.391666672,0.12220457
2013,12,3,C,25,ng,2014,-12.95166649,-1.608333317,0.120640423
2013,12,4,C,25,ng,2014,-11.36333325,-1.683333337,0.119729882
2013,12,5,C,25,ng,2014,-11.39166655,-1.687499983,0.119822601
2013,12,6,C,25,ng,2014,-12.07333328,-1.729166682,0.119635293
2013,12,7,C,25,ng,2014,-12.53000005,-1.858333324,0.11868543
2013,12,8,C,25,ng,2014,-12.2383332,-1.925000007,0.117443426
2013,12,9,C,25,ng,2014,-15.99666661,-2.608333314,0.113933096
2013,12,10,C,25,ng,2014,-12.79,-2.299999997,0.114948221
2013,12,11,C,25,ng,2014,-13.54666662,-2.445833325,0.113974635
2013,12,12,C,25,ng,2014,-11.93833322,-2.233333339,0.11535515
2013,12,13,C,25,ng,2014,-13.78166659,-2.495833332,0.113718766
2013,12,14,C,25,ng,2014,-10.84499997,-2.004166673,0.115868112
2013,12,15,C,25,ng,2014,-16.18666679,-2.49166665,0.113521912
2013,12,16,C,25,ng,2014,-17.09500002,-3.38333331,0.1093209
2013,12,17,C,25,ng,2014,-16.25499996,-3.491666665,0.108881299
2013,12,18,C,25,ng,2014,-15.52666652,-3.55416666,0.109435995
2013,12,19,C,25,ng,2014,-17.38333328,-3.787499989,0.108066206
2013,12,20,C,25,ng,2014,-15.82333338,-3.720833341,0.107396578
2013,12,21,C,25,ng,2014,-18.02833349,-4.170833319,0.105717748
2013,12,22,C,25,ng,2014,-18.47833338,-4.3291667,0.105257264
2013,12,23,C,25,ng,2014,-16.72000009,-4.262499978,0.105471226
2013,12,24,C,25,ng,2014,-14.59499983,-3.787499984,0.10694073
2013,12,25,C,25,ng,2014,-16.42833328,-4.074999978,0.105369591
2013,12,26,C,25,ng,2014,-16.4333333,-4.304166635,0.104463018
2013,12,27,C,25,ng,2014,-17.14166662,-4.545833324,0.104321955
2013,12,28,C,25,ng,2014,-17.6766667,-4.841666629,0.102895888
2013,12,29,C,25,ng,2014,-18.15500003,-5.208333343,0.101326427
2013,12,30,C,25,ng,2014,-18.18166661,-5.25000001,0.101535137
2013,12,31,C,25,ng,2014,-18.68166656,-5.487500042,0.100661583
2013,1,1,W,14,ng,2013,-14.84666671,-3.266666676,0.144642062
2013,1,2,W,14,ng,2013,-15.42999999,-3.383333335,0.144385301
2013,1,3,W,14,ng,2013,-16.45166666,-3.362500002,0.144110088
2013,1,4,W,14,ng,2013,-13.56666672,-2.879166648,0.14572775
2013,1,5,W,14,ng,2013,-13.55499998,-2.645833328,0.14670587
2013,1,6,W,14,ng,2013,-13.11999983,-2.637500008,0.146605764
2013,1,7,W,14,ng,2013,-14.91333342,-2.924999987,0.145643055
2013,1,8,W,14,ng,2013,-18.14166667,-3.537500004,0.143347985
2013,1,9,W,14,ng,2013,-18.4783332,-3.954166676,0.141828472
2013,1,10,W,14,ng,2013,-17.78333317,-4.029166659,0.141343384
2013,1,11,W,14,ng,2013,-17.33833327,-3.979166647,0.141236164
2013,1,12,W,14,ng,2013,-17.48833335,-4.129166673,0.140557541
2013,1,13,W,14,ng,2013,-15.88166653,-3.958333318,0.140964888
2013,1,14,W,14,ng,2013,-10.59666658,-2.774999986,0.144557507
2013,1,15,W,14,ng,2013,-14.58000001,-2.82083334,0.145309233
2013,1,16,W,14,ng,2013,-15.5050001,-2.674999995,0.147080521
2013,1,17,W,14,ng,2013,-14.96166658,-2.450000004,0.148735577
2013,1,18,W,14,ng,2013,-12.63000011,-1.858333335,0.152146928
2013,1,19,W,14,ng,2013,-8.328333224,-1.016666659,0.157217674
2013,1,20,W,14,ng,2013,-10.00666662,-0.704166666,0.160068565
2013,1,21,W,14,ng,2013,-13.31333349,-1.612500001,0.154840083
2013,1,22,W,14,ng,2013,-12.89333337,-1.295833317,0.156232549
2013,1,23,W,14,ng,2013,-14.12333337,-2.329166656,0.150878596
2013,1,24,W,14,ng,2013,-15.2916665,-2.308333325,0.151111851
2013,1,25,W,14,ng,2013,-15.56333332,-2.195833323,0.151689985
2013,1,26,W,14,ng,2013,-14.2233334,-2.045833349,0.152769497
2013,1,27,W,14,ng,2013,-14.47166645,-1.766666657,0.154616484
2013,1,28,W,14,ng,2013,-13.10000002,-1.4625,0.156367193
2013,1,29,W,14,ng,2013,-14.27666672,-2.608333349,0.149374995
2013,1,30,W,14,ng,2013,-12.74333335,-3.795833337,0.144743123
2013,1,31,W,14,ng,2013,-9.626666724,-2.800000004,0.148562876
2013,2,1,W,14,ng,2013,-10.4733332,-2.850000003,0.148572492
2013,2,2,W,14,ng,2013,-10.59000009,-2.683333316,0.149279892
2013,2,3,W,14,ng,2013,-10.20999994,-2.550000021,0.149944602
2013,2,4,W,14,ng,2013,-9.298333347,-2.695833338,0.148813913
2013,2,5,W,14,ng,2013,-8.345000019,-2.345833336,0.150297426
2013,2,6,W,14,ng,2013,-7.999999995,-2.479166659,0.149185244
2013,2,7,W,14,ng,2013,-6.686666696,-1.862500002,0.151477179
2013,2,8,W,14,ng,2013,-11.40500001,-2.774999986,0.147220875
2013,2,9,W,14,ng,2013,-13.8150001,-3.441666688,0.145335138
2013,2,10,W,14,ng,2013,-8.581666622,-2.933333367,0.146830189
2013,2,11,W,14,ng,2013,-10.36666664,-3.308333308,0.144435185
2013,2,12,W,14,ng,2013,-14.19000006,-4.483333319,0.140683605
2013,2,13,W,14,ng,2013,-7.858333296,-3.287499984,0.14416109
2013,2,14,W,14,ng,2013,-9.601666729,-3.05416668,0.144945851
2013,2,15,W,14,ng,2013,-11.69166662,-3.804166685,0.143263818
2013,2,16,W,14,ng,2013,-4.691666653,-2.61666665,0.14656662
2013,2,17,W,14,ng,2013,-9.74333334,-3.158333302,0.143973894
2013,2,18,W,14,ng,2013,-11.46999997,-3.591666639,0.141765452
2013,2,19,W,14,ng,2013,-14.35999989,-4.408333341,0.139436108
2013,2,20,W,14,ng,2013,-12.03166666,-4.325000003,0.139885647
2013,2,21,W,14,ng,2013,-10.08333349,-3.629166643,0.141751746
2013,2,22,W,14,ng,2013,-9.864999977,-3.416666651,0.144003248
2013,2,23,W,14,ng,2013,-4.795000056,-1.174999983,0.156389425
2013,2,24,W,14,ng,2013,-4.399999997,-0.358333331,0.17130282
2013,2,25,W,14,ng,2013,-3.591666698,0.229166663,0.19063881
2013,2,26,W,14,ng,2013,-2.899999917,0.625000007,0.202668156
2013,2,27,W,14,ng,2013,-3.701666678,0.995833332,0.211264875
2013,2,28,W,14,ng,2013,-3.596666709,0.508333338,0.212669076
2013,3,1,W,14,ng,2013,-6.028333374,0.325000004,0.203067193
2013,3,2,W,14,ng,2013,-8.366666634,0.083333335,0.191740112
2013,3,3,W,14,ng,2013,-9.589999998,0.016666661,0.180326498
2013,3,4,W,14,ng,2013,-6.936666653,0.441666676,0.185626692
2013,3,5,W,14,ng,2013,-4.843333258,0.749999994,0.188527928
2013,3,6,W,14,ng,2013,-3.768333289,1.141666668,0.197448466
2013,3,7,W,14,ng,2013,-3.118333298,1.654166651,0.202175825
2013,3,8,W,14,ng,2013,-1.853333359,2.104166682,0.210090338
2013,3,9,W,14,ng,2013,-1.899999991,1.654166646,0.213664282
2013,3,10,W,14,ng,2013,-1.581666632,2.695833319,0.215448311
2013,3,11,W,14,ng,2013,0.13833336,2.658333321,0.21722178
2013,3,12,W,14,ng,2013,-4.091666623,1.858333321,0.217358088
2013,3,13,W,14,ng,2013,-4.701666698,1.537500021,0.21562937
2013,3,14,W,14,ng,2013,-1.226666664,3.333333368,0.21843248
2013,3,15,W,14,ng,2013,-0.788333282,3.220833394,0.218628998
2013,3,16,W,14,ng,2013,-0.356666674,3.537499984,0.220580585
2013,3,17,W,14,ng,2013,-4.569999953,2.466666684,0.220663267
2013,3,18,W,14,ng,2013,-4.328333283,2.529166656,0.221106147
2013,3,19,W,14,ng,2013,-3.980000031,2.720833364,0.222200459
2013,3,20,W,14,ng,2013,-2.81499994,3.249999996,0.22231812
2013,3,21,W,14,ng,2013,0.51666671,4.175000027,0.223598101
2013,3,22,W,14,ng,2013,-1.691666583,4.087499959,0.224163768
2013,3,23,W,14,ng,2013,-2.050000004,3.75833334,0.224448236
2013,3,24,W,14,ng,2013,-1.673333377,3.933333299,0.225117318
2013,3,25,W,14,ng,2013,-2.359999992,3.245833308,0.225658845
2013,3,26,W,14,ng,2013,-4.470000063,1.912499986,0.217659888
2013,3,27,W,14,ng,2013,-3.041666719,3.250000006,0.228219127
2013,3,28,W,14,ng,2013,0.821666718,5.245833322,0.228916171
2013,3,29,W,14,ng,2013,-0.709999988,4.774999971,0.22848816
