YEAR,JD,Plot, Air 15 cm,7.5cm,Air_SD,7.5_SD
2004,103,1,6.4118,11.998,0.04818,0.01115
2004,103,2,6.2951,13.144,0.02778,0.01313
2004,103,3,6.123,13.209,0.06018,0.01395
2004,103,4,-99999,13.851,0,0.01154
2004,103,5,-99999,-99999,0,0
2004,103,6,6.3568,12.741,0.09735,0.01519
2004,103,7,-99999,12.85,0,0.0089
2004,103,8,10.592,6.0213,0.00754,0.02617
2004,103,9,6.3418,12.108,0.04926,0.01228
2004,103,10,5.892,12.919,0.04654,0.01391
2004,103,11,6.2264,11.399,0.1025,0.00967
2004,103,12,12.786,13.853,0.0137,0.00822
2004,103,13,6.3244,14,0.06315,0.00456
2004,103,14,5.7005,12.607,0.05653,0.01403
2004,103,15,11.333,5.9219,0.01355,0.02929
2004,103,16,6.1859,12.553,0.03146,0.01315
2004,103,17,6.3536,-99999,0.05481,0
2004,103,18,5.6824,13.552,0.06666,0.01153
2004,103,19,6.7435,12.537,0.0512,0.01313
2004,103,20,6.843,13.308,0.0502,0.0127
2004,103,1,6.4577,11.961,0.03893,0.01162
2004,103,2,6.3219,13.104,0.04602,0.01271
2004,103,3,6.1427,13.15,0.03636,0.01728
2004,103,4,-99999,13.808,0,0.01345
2004,103,5,-99999,-99999,0,0
2004,103,6,6.357,12.692,0.08959,0.01459
2004,103,7,-99999,12.814,0,0.01081
2004,103,8,10.556,6.1027,0.02416,0.08135
2004,103,9,6.4467,12.07,0.07578,0.01139
2004,103,10,6.0183,12.872,0.06331,0.01467
2004,103,11,6.2146,11.37,0.12799,0.00975
2004,103,12,12.729,13.827,0.01602,0.0095
2004,103,13,6.3676,13.994,0.08828,0.00459
2004,103,14,5.7638,12.561,0.04011,0.01328
2004,103,15,11.291,5.99,0.01326,0.01681
2004,103,16,6.2128,12.51,0.0413,0.01233
2004,103,17,6.3184,-99999,0.05537,0
2004,103,18,5.787,13.508,0.02927,0.01206
2004,103,19,6.7871,12.494,0.06754,0.01262
2004,103,20,6.8766,13.262,0.05018,0.01319
2004,103,1,6.309,11.92,0.08359,0.01333
2004,103,2,6.1803,13.065,0.11724,0.01242
2004,103,3,5.9496,13.104,0.09856,0.01253
