YEAR,JD,Plot, Air 15 cm,7.5cm,Air_SD,7.5_SD
2004,1,1,9.2963,16.105,0.73909,0.01729
2004,1,2,3.5416,8.2418,0.68665,0.02301
2004,1,3,12.358,16.243999,0.22223,0.01054
2004,1,4,-99999,8.9682,0,0.01047
2004,1,5,-99999,-99999,0,0
2004,1,6,4.2109,7.4939,1.2849,0.01751
2004,1,7,-99999,14.779,0,0.0105
2004,1,8,6.1316,4.0807,0.09761,1.0842
2004,1,9,11.93,14.967,0.71376,0.03982
2004,1,10,3.751,7.8724,1.396,0.01863
2004,1,11,3.2051,6.908,1.2938,0.02342
2004,1,12,14.512,13.577,0.01191,0.00626
2004,1,13,12.317,13.176,0.34743,0.00578
2004,1,14,3.6377,8.0951,0.93893,0.02546
2004,1,15,14.728,13.251,0.02784,0.25622
2004,1,16,4.3475,8.1274,0.75697,0.01449
2004,1,17,-99999,-99999,0,0
2004,1,18,3.4513,8.6439,0.55502,0.01219
2004,1,19,8.9352,14.755,0.39803,0.01953
2004,1,20,2.9284,7.6168,0.67342,0.01524
2004,1,1,10.73,16.059999,0.34168,0.00839
2004,1,2,4.8482,8.181,0.25428,0.01272
2004,1,3,13.053,16.212,0.64842,0.00776
2004,1,4,-99999,8.9366,0,0.00954
2004,1,5,-99999,-99999,0,0
2004,1,6,5.3849,7.4473,0.43167,0.01079
2004,1,7,-99999,14.766,0,0.00487
2004,1,8,6.372,5.3554,0.04705,0.25542
2004,1,9,13.134,14.865,0.22173,0.01833
2004,1,10,5.0371,7.8193,0.40374,0.0123
2004,1,11,4.7881,6.8727,0.28012,0.00496
2004,1,12,14.482,13.57,0.00698,0.00433
2004,1,13,12.784,13.169,0.4092,0.00416
2004,1,14,4.5515,8.0274,0.42025,0.01386
2004,1,15,14.843,13.827,0.03321,0.22045
2004,1,16,5.3186,8.0898,0.19984,0.00875
2004,1,17,-99999,-99999,0,0
2004,1,18,4.4331,8.6096,0.30665,0.01004
2004,1,19,9.9579,14.701,0.27206,0.01312
2004,1,20,3.9767,7.5758,0.38306,0.01148
2004,1,1,11.564,16.069,0.73363,0.0103
2004,1,2,5.9534,8.1501,0.58965,0.00769
2004,1,3,13.82,16.191999,0.42752,0.00651
2004,1,4,-99999,8.9069,0,0.00909
2004,1,5,-99999,-99999,0,0
2004,1,6,6.8475,7.4183,0.65909,0.00715
2004,1,7,-99999,14.785,0,0.01015
2004,1,8,6.7192,6.7365,0.18865,0.61924
2004,1,9,14.128,14.824,0.52601,0.00995
2004,1,10,6.9071,7.7878,0.63354,0.00698
2004,1,11,6.4762,6.909,0.68399,0.02471
2004,1,12,14.461,13.569,0.00717,0.0043
2004,1,13,13.693,13.171,0.43776,0.00428
2004,1,14,6.5904,7.9952,0.69152,0.00766
2004,1,15,14.964,14.268,0.04289,0.34152
2004,1,16,6.4906,8.0701,0.55485,0.00522
2004,1,17,-99999,-99999,0,0
2004,1,18,5.903,8.58,0.61483,0.0086
2004,1,19,11.093,14.67,0.57055,0.00814
2004,1,20,5.1504,7.5448,0.73659,0.00867
2004,1,1,13.122,16.118999,0.52102,0.01009
2004,1,2,8.4499,8.1378,0.72237,0.00452
2004,1,3,14.273,16.18,0.31521,0.00494
2004,1,4,-99999,8.8834,0,0.00654
2004,1,5,-99999,-99999,0,0
2004,1,6,8.9393,7.4093,0.51927,0.00465
2004,1,7,-99999,14.827,0,0.01322
2004,1,8,7.4201,8.7674,0.19237,0.46908
2004,1,9,15.352,14.796,0.17491,0.00881
2004,1,10,8.9282,7.7855,0.41065,0.00612
2004,1,11,8.3898,7.0409,0.46712,0.04644
2004,1,12,14.446,13.567,0.00564,0.00496
2004,1,13,15.081,13.172,0.28767,0.00419
2004,1,14,8.5179,7.9815,0.38732,0.00498
2004,1,15,15.148,15.337,0.06437,0.34166
2004,1,16,8.5226,8.0728,0.49812,0.00558
2004,1,17,-99999,-99999,0,0
2004,1,18,8.0636,8.5546,0.57459,0.00822
2004,1,19,12.98,14.653,0.51967,0.00523
2004,1,20,7.8847,7.5213,0.60588,0.00693
2004,1,1,14.081,16.150999,0.38606,0.00725
2004,1,2,10.385,8.1527,0.34905,0.0098
2004,1,3,14.642,16.174,0.35871,0.00336
2004,1,4,-99999,8.8686,0,0.00588
2004,1,5,-99999,-99999,0,0
2004,1,6,10.59,7.4304,0.34863,0.01453
2004,1,7,-99999,14.868,0,0.01274
2004,1,8,8.0198,10.245,0.15029,0.37511
2004,1,9,15.874,14.779,0.12685,0.00556
2004,1,10,10.377,7.8165,0.39949,0.01409
2004,1,11,9.8872,7.2231,0.3749,0.06122
