YEAR,JD,Plot, Air 15 cm,7.5cm,Air_SD,7.5_SD
2004,171,13,21.374001,23.292,0.04119,0.00484
2004,171,14,21.316999,23.608,0.0528,0.00767
2004,171,15,23.084,21.479,0.00575,0.04265
2004,171,16,21.261,23.599001,0.05931,0.00803
2004,171,17,-99999,-99999,0,0
2004,171,18,21.187,24.049,0.05342,0.00705
2004,171,19,21.329,24.077999,0.0835,0.00682
2004,171,20,21.200001,24.139,0.05992,0.00596
2004,171,1,21.009001,24.271,0.11898,0.00623
2004,171,2,20.886999,24.443001,0.13716,0.00582
2004,171,3,21.105,24.094,0.08788,0.00549
2004,171,4,-99999,24.426001,0,0.00625
2004,171,5,-99999,-99999,0,0
2004,171,6,21.245001,23.705,0.08719,0.00745
2004,171,7,-99999,23.761,0,0.00519
2004,171,8,23.032,21.139999,0.01435,0.0949
2004,171,9,21.275999,23.622,0.09461,0.0045
2004,171,10,21.414,23.848,0.11229,0.00633
2004,171,11,21.219,23.253,0.11587,0.00605
2004,171,12,23.465,23.541,0.00551,0.00582
2004,171,13,21.362,23.288,0.07038,0.00524
2004,171,14,21.216999,23.594,0.07811,0.00662
2004,171,15,23.08,21.450001,0.00511,0.07472
2004,171,16,21.225,23.582001,0.06247,0.0079
2004,171,17,-99999,-99999,0,0
2004,171,18,21.198,24.030001,0.0688,0.00649
2004,171,19,21.205,24.059,0.14043,0.00588
2004,171,20,21.193001,24.125999,0.07067,0.00542
2004,171,1,20.639,24.243999,0.12158,0.01031
2004,171,2,20.455999,24.426001,0.13622,0.00675
2004,171,3,20.790001,24.080999,0.11266,0.00669
2004,171,4,-99999,24.41,0,0.00664
2004,171,5,-99999,-99999,0,0
2004,171,6,20.982,23.684999,0.04417,0.00689
2004,171,7,-99999,23.75,0,0.00534
2004,171,8,22.966999,20.834999,0.01476,0.05589
2004,171,9,21.035999,23.614,0.04961,0.00429
2004,171,10,21.165001,23.834,0.06301,0.00553
2004,171,11,21.021999,23.233999,0.04814,0.00653
2004,171,12,23.455,23.528999,0.00548,0.00503
2004,171,13,21.101999,23.287001,0.03699,0.00606
2004,171,14,20.987,23.584999,0.06933,0.00697
2004,171,15,23.066999,21.221001,0.00902,0.06198
2004,171,16,21.014999,23.566,0.05171,0.00834
2004,171,17,-99999,-99999,0,0
2004,171,18,20.940001,24.014,0.07413,0.0065
2004,171,19,20.806999,24.042,0.12407,0.00641
2004,171,20,20.903,24.114,0.06703,0.00548
2004,171,1,20.445,24.211,0.06564,0.01125
2004,171,2,20.197001,24.405001,0.0352,0.00807
2004,171,3,20.441999,24.061001,0.06053,0.00824
2004,171,4,-99999,24.389999,0,0.0083
2004,171,5,-99999,-99999,0,0
2004,171,6,20.819,23.663,0.073,0.00839
2004,171,7,-99999,23.737,0,0.00616
2004,171,8,22.906,20.669001,0.01299,0.03587
2004,171,9,20.916,23.610001,0.03278,0.0069
2004,171,10,21.052,23.816999,0.02928,0.00775
2004,171,11,20.952,23.212999,0.05234,0.00799
2004,171,12,23.441999,23.518999,0.00586,0.00605
2004,171,13,21.021,23.281,0.03524,0.00465
2004,171,14,20.931999,23.570999,0.06046,0.00662
2004,171,15,23.041,21.035,0.00937,0.03011
2004,171,16,20.849001,23.545,0.04818,0.00782
2004,171,17,-99999,-99999,0,0
2004,171,18,20.719999,23.996,0.06123,0.00683
2004,171,19,20.566999,24.024,0.11154,0.00729
2004,171,20,20.712,24.099001,0.0314,0.00703
2004,171,1,20.398001,24.174,0.06955,0.01215
2004,171,2,20.157,24.375,0.07197,0.01008
2004,171,3,20.316,24.040001,0.0533,0.00799
2004,171,4,-99999,24.371,0,0.00725
2004,171,5,-99999,-99999,0,0
2004,171,6,20.795,23.636,0.0998,0.00885
2004,171,7,-99999,23.721001,0,0.00672
2004,171,8,22.870001,20.621,0.01712,0.03504
2004,171,9,20.858999,23.59,0.03131,0.00758
2004,171,10,20.917,23.795,0.07468,0.00765
2004,171,11,20.841,23.184999,0.05123,0.00903
2004,171,12,23.429001,23.507,0.00638,0.00557
2004,171,13,20.937,23.275999,0.04167,0.00525
2004,171,14,20.863001,23.554001,0.07641,0.00757
2004,171,15,23.013,20.929001,0.0093,0.06863
2004,171,16,20.695999,23.52,0.06602,0.00811
2004,171,17,-99999,-99999,0,0
2004,171,18,20.584999,23.976,0.04761,0.00655
2004,171,19,20.371,24.003,0.10901,0.00837
2004,171,20,20.618,24.083,0.05367,0.00682
2004,171,1,20.273001,24.134001,0.0846,0.014
2004,171,2,19.983,24.343,0.0555,0.01057
2004,171,3,20.245001,24.017,0.02804,0.00895
2004,171,4,-99999,24.35,0,0.00779
2004,171,5,-99999,-99999,0,0
2004,171,6,20.59,23.605,0.12534,0.01051
2004,171,7,-99999,23.704,0,0.00616
2004,171,8,22.790001,20.424,0.03067,0.06568
2004,171,9,20.677999,23.570999,0.06077,0.00788
2004,171,10,20.662001,23.771,0.03762,0.00895
2004,171,11,20.653,23.152,0.06868,0.01211
2004,171,12,23.413,23.495001,0.00585,0.00587
2004,171,13,20.778999,23.271999,0.04783,0.00522
2004,171,14,20.65,23.534,0.08751,0.00787
2004,171,15,22.985001,20.723,0.01068,0.02381
2004,171,16,20.450001,23.495001,0.04595,0.00987
2004,171,17,-99999,-99999,0,0
2004,171,18,20.42,23.955999,0.02019,0.00844
2004,171,19,20.219999,23.976999,0.08762,0.00845
2004,171,20,20.43,24.062,0.07267,0.00782
2004,171,1,20.167999,24.091,0.07776,0.01353
2004,171,2,19.964001,24.305,0.04639,0.01157
2004,171,3,20.263,23.989,0.09023,0.00857
2004,171,4,-99999,24.327,0,0.0079
2004,171,5,-99999,-99999,0,0
2004,171,6,20.570999,23.573,0.06549,0.00964
2004,171,7,-99999,23.683001,0,0.00864
2004,171,8,22.778,20.465,0.01098,0.03389
2004,171,9,20.677999,23.541,0.03037,0.01185
2004,171,10,20.707001,23.743999,0.04695,0.00952
2004,171,11,20.673,23.118,0.05321,0.01008
2004,171,12,23.395,23.482,0.00677,0.00599
2004,171,13,20.83,23.266001,0.0264,0.00534
2004,171,14,20.701,23.51,0.0904,0.00894
2004,171,15,22.951,20.714001,0.0098,0.03188
2004,171,16,20.496,23.466,0.05119,0.00967
2004,171,17,-99999,-99999,0,0
2004,171,18,20.410999,23.931,0.04878,0.00818
2004,171,19,20.361,23.948,0.17912,0.01003
2004,171,20,20.341999,24.034,0.03601,0.00904
2004,171,1,20.389,24.051001,0.04295,0.01127
2004,171,2,20.139999,24.267,0.03804,0.01175
2004,171,3,20.481001,23.962,0.03101,0.00884
2004,171,4,-99999,24.306,0,0.00692
2004,171,5,-99999,-99999,0,0
2004,171,6,20.687,23.539,0.06992,0.01098
2004,171,7,-99999,23.655001,0,0.00922
2004,171,8,22.775999,20.539,0.01192,0.02749
2004,171,9,20.686001,23.497999,0.04842,0.01248
2004,171,10,20.802999,23.714001,0.02557,0.00907
2004,171,11,20.782,23.087,0.03998,0.00799
2004,171,12,23.374001,23.466999,0.00786,0.00586
2004,171,13,20.870001,23.259001,0.01573,0.00474
2004,171,14,20.735001,23.483,0.07341,0.00882
2004,171,15,22.923,20.841,0.0079,0.01682
2004,171,16,20.635,23.436001,0.01163,0.00894
2004,171,17,-99999,-99999,0,0
2004,171,18,20.528999,23.906,0.0129,0.00893
2004,171,19,20.566,23.915001,0.07249,0.01047
2004,171,20,20.52,24.006001,0.06137,0.00858
2004,171,1,20.423,24.016001,0.04709,0.00998
2004,171,2,20.158001,24.233999,0.04437,0.00943
2004,171,3,20.552,23.934999,0.01802,0.00831
2004,171,4,-99999,24.284,0,0.00663
2004,171,5,-99999,-99999,0,0
2004,171,6,20.688,23.507999,0.06146,0.01052
2004,171,7,-99999,23.631001,0,0.00748
2004,171,8,22.759001,20.507999,0.00765,0.03954
2004,171,9,20.695,23.464001,0.05993,0.00969
2004,171,10,20.804001,23.688,0.03549,0.00902
2004,171,11,20.747999,23.061001,0.04344,0.00855
2004,171,12,23.355,23.455,0.00794,0.00593
2004,171,13,20.848,23.252001,0.02018,0.00452
2004,171,14,20.743,23.458,0.04265,0.00814
2004,171,15,22.902,20.861,0.00718,0.0112
2004,171,16,20.656,23.408001,0.02439,0.00854
2004,171,17,-99999,-99999,0,0
2004,171,18,20.548,23.879999,0.01872,0.00799
2004,171,19,20.711,23.885,0.07657,0.01007
2004,171,20,20.562,23.983,0.01088,0.00759
2004,171,1,20.349001,23.986,0.07795,0.0105
2004,171,2,20.159,24.207001,0.04203,0.00909
2004,171,3,20.493,23.913,0.03999,0.00828
2004,171,4,-99999,24.264,0,0.00766
2004,171,5,-99999,-99999,0,0
2004,171,6,20.735001,23.481001,0.0852,0.00866
2004,171,7,-99999,23.610001,0,0.00659
2004,171,8,22.756001,20.556999,0.01137,0.03645
2004,171,9,20.767,23.434999,0.07135,0.00961
2004,171,10,20.851999,23.664,0.06667,0.0079
2004,171,11,20.690001,23.035,0.0625,0.00829
2004,171,12,23.334999,23.441999,0.00765,0.00595
2004,171,13,20.834,23.245001,0.04171,0.00442
2004,171,14,20.667999,23.437,0.04677,0.00811
2004,171,15,22.882,20.858,0.00754,0.01333
2004,171,16,20.599001,23.385,0.03882,0.00817
2004,171,17,-99999,-99999,0,0
2004,171,18,20.535,23.858,0.0236,0.00807
2004,171,19,20.660999,23.858999,0.07469,0.00879
2004,171,20,20.506001,23.959999,0.02388,0.00762
2004,171,1,20.301001,23.952999,0.05149,0.01065
2004,171,2,20.084999,24.181999,0.03046,0.00838
2004,171,3,20.43,23.893,0.02006,0.00689
2004,171,4,-99999,24.243,0,0.00759
2004,171,5,-99999,-99999,0,0
2004,171,6,20.565001,23.454,0.07795,0.00797
2004,171,7,-99999,23.593,0,0.00616
2004,171,8,22.722,20.476,0.0083,0.02965
2004,171,9,20.695,23.41,0.03022,0.00845
2004,171,10,20.771,23.642,0.0489,0.0075
2004,171,11,20.646,23.01,0.0438,0.00771
2004,171,12,23.318001,23.431,0.00672,0.00586
2004,171,13,20.753,23.239,0.02855,0.00452
2004,171,14,20.554001,23.415001,0.03519,0.00706
2004,171,15,22.864,20.809,0.00684,0.01355
2004,171,16,20.511,23.361,0.02364,0.00842
2004,171,17,-99999,-99999,0,0
2004,171,18,20.448,23.834999,0.0127,0.00694
2004,171,19,20.577,23.834999,0.05371,0.00794
2004,171,20,20.431999,23.943001,0.01394,0.00664
2004,171,1,20.271,23.924,0.05354,0.00927
2004,171,2,20.017,24.157,0.02357,0.00811
2004,171,3,20.415001,23.874001,0.02303,0.00692
2004,171,4,-99999,24.224001,0,0.00616
2004,171,5,-99999,-99999,0,0
2004,171,6,20.488001,23.427,0.04847,0.01001
2004,171,7,-99999,23.572001,0,0.00779
2004,171,8,22.702999,20.42,0.0139,0.05247
2004,171,9,20.656,23.386999,0.02522,0.00809
2004,171,10,20.775999,23.618999,0.04235,0.00999
2004,171,11,20.561001,22.983999,0.05581,0.01149
2004,171,12,23.299,23.417999,0.00937,0.0078
2004,171,13,20.691999,23.231001,0.06101,0.00578
2004,171,14,20.48,23.393,0.06416,0.00905
2004,171,15,22.841,20.775999,0.00838,0.01764
2004,171,16,20.454,23.336,0.03916,0.00832
2004,171,17,-99999,-99999,0,0
2004,171,18,20.416,23.812,0.01694,0.00851
2004,171,19,20.527,23.809999,0.0668,0.00926
2004,171,20,20.35,23.924,0.03585,0.00779
2004,171,1,20.617001,23.896999,0.12905,0.00818
2004,171,2,20.382,24.129999,0.16727,0.01023
2004,171,3,20.586,23.851999,0.05047,0.00827
2004,171,4,-99999,24.202,0,0.00802
2004,171,5,-99999,-99999,0,0
2004,171,6,20.756001,23.402,0.08086,0.00884
2004,171,7,-99999,23.556,0,0.00745
2004,171,8,22.73,20.700001,0.01733,0.11521
2004,171,9,20.910999,23.362,0.08251,0.01101
2004,171,10,21.033001,23.598,0.11905,0.00638
2004,171,11,20.749001,22.962999,0.07528,0.00506
2004,171,12,23.280001,23.405001,0.0062,0.00446
2004,171,13,20.790001,23.224001,0.06174,0.0051
2004,171,14,20.728001,23.368,0.07791,0.00848
2004,171,15,22.825001,20.896,0.00495,0.07608
2004,171,16,20.584,23.312,0.06193,0.00813
2004,171,17,-99999,-99999,0,0
2004,171,18,20.552999,23.792999,0.05539,0.00831
2004,171,19,20.864,23.787001,0.116,0.00903
2004,171,20,20.502001,23.903999,0.07358,0.0069
2004,171,1,20.490999,23.875,0.12042,0.00842
2004,171,2,20.313999,24.101,0.14289,0.00799
2004,171,3,20.533001,23.83,0.07034,0.00794
2004,171,4,-99999,24.181999,0,0.0074
2004,171,5,-99999,-99999,0,0
2004,171,6,20.601,23.379999,0.09443,0.00692
2004,171,7,-99999,23.540001,0,0.00575
2004,171,8,22.725,20.646,0.0151,0.08807
2004,171,9,20.862,23.334,0.06639,0.00569
2004,171,10,20.937,23.580999,0.09178,0.00798
2004,171,11,20.698999,22.948999,0.08945,0.00796
2004,171,12,23.263,23.392,0.00733,0.0062
2004,171,13,20.735001,23.218,0.08332,0.00439
2004,171,14,20.504,23.35,0.07183,0.00587
2004,171,15,22.816999,20.878,0.0061,0.06023
2004,171,16,20.577,23.292,0.07206,0.00679
2004,171,17,-99999,-99999,0,0
2004,171,18,20.551001,23.773001,0.05153,0.00558
2004,171,19,20.711,23.764,0.10976,0.00558
2004,171,20,20.521999,23.886,0.06874,0.00536
2004,171,1,20.497,23.855,0.09864,0.00669
2004,171,2,20.292,24.082001,0.12148,0.00712
2004,171,3,20.496,23.815001,0.0537,0.00555
2004,171,4,-99999,24.162001,0,0.00594
2004,171,5,-99999,-99999,0,0
2004,171,6,20.691999,23.361,0.10499,0.00872
2004,171,7,-99999,23.525999,0,0.00663
2004,171,8,22.694,20.605,0.00883,0.07692
2004,171,9,20.841,23.319,0.07363,0.00775
2004,171,10,20.993,23.566999,0.13009,0.00572
2004,171,11,20.701,22.931999,0.08591,0.00596
2004,171,12,23.247999,23.382,0.0076,0.00538
2004,171,13,20.650999,23.211,0.08091,0.00441
2004,171,14,20.594,23.329,0.0621,0.00705
2004,171,15,22.797001,20.832001,0.00652,0.0626
2004,171,16,20.607,23.271,0.06475,0.00653
2004,171,17,-99999,-99999,0,0
2004,171,18,20.545,23.754,0.06626,0.00706
2004,171,19,20.736,23.743,0.08572,0.00719
2004,171,20,20.455,23.870001,0.04691,0.00559
2004,171,1,20.502001,23.834999,0.07103,0.00756
2004,171,2,20.292999,24.058001,0.0799,0.0075
2004,171,3,20.495001,23.792,0.04781,0.00993
2004,171,4,-99999,24.138,0,0.00897
2004,171,5,-99999,-99999,0,0
2004,171,6,20.639,23.343,0.04904,0.00494
2004,171,7,-99999,23.51,0,0.00533
2004,171,8,22.700001,20.648001,0.01174,0.07035
2004,171,9,20.813,23.302999,0.03794,0.00472
2004,171,10,20.993,23.552,0.04909,0.00462
2004,171,11,20.684999,22.921,0.05408,0.00516
2004,171,12,23.23,23.371,0.0056,0.00465
2004,171,13,20.719999,23.207001,0.07096,0.00463
2004,171,14,20.608,23.315001,0.06704,0.0045
2004,171,15,22.790001,20.868999,0.00442,0.04806
2004,171,16,20.625999,23.254999,0.02175,0.00555
2004,171,17,-99999,-99999,0,0
2004,171,18,20.57,23.738001,0.03756,0.00596
2004,171,19,20.629,23.725,0.10385,0.00615
2004,171,20,20.576,23.855,0.02566,0.00515
2004,171,1,20.502001,23.819,0.06496,0.00617
2004,171,2,20.27,24.042999,0.037,0.00773
2004,171,3,20.455999,23.777,0.02743,0.00679
2004,171,4,-99999,24.118999,0,0.00832
2004,171,5,-99999,-99999,0,0
2004,171,6,20.636999,23.325001,0.04835,0.00643
2004,171,7,-99999,23.495001,0,0.0054
2004,171,8,22.674999,20.583,0.01132,0.04041
2004,171,9,20.815001,23.295,0.03584,0.00525
2004,171,10,20.952999,23.538,0.03366,0.00721
2004,171,11,20.666,22.908001,0.05626,0.00647
2004,171,12,23.215,23.360001,0.00718,0.00685
2004,171,13,20.667999,23.200001,0.07188,0.00514
2004,171,14,20.608999,23.299999,0.12544,0.00648
2004,171,15,22.778,20.805,0.00576,0.01427
2004,171,16,20.561001,23.237,0.07316,0.00731
2004,171,17,-99999,-99999,0,0
2004,171,18,20.534,23.721001,0.02582,0.00683
2004,171,19,20.649,23.705999,0.08389,0.00725
2004,171,20,20.591999,23.839001,0.05328,0.00615
2004,171,1,20.410999,23.798,0.06078,0.00673
2004,171,2,20.268,24.018,0.02378,0.00723
2004,171,3,20.437,23.761,0.03206,0.00617
2004,171,4,-99999,24.098,0,0.00656
2004,171,5,-99999,-99999,0,0
2004,171,6,20.624001,23.304001,0.10141,0.00626
2004,171,7,-99999,23.481001,0,0.00608
2004,171,8,22.672001,20.507999,0.01552,0.06229
2004,171,9,20.778,23.273001,0.05562,0.00859
2004,171,10,20.863001,23.521999,0.08089,0.00642
2004,171,11,20.66,22.889999,0.06791,0.00766
2004,171,12,23.197001,23.344999,0.00594,0.0059
2004,171,13,20.593,23.191,0.07138,0.00456
2004,171,14,20.496,23.278999,0.13173,0.00732
2004,171,15,22.759001,20.757999,0.00719,0.01723
2004,171,16,20.454,23.214001,0.02564,0.00774
2004,171,17,-99999,-99999,0,0
2004,171,18,20.457001,23.701,0.01693,0.00761
2004,171,19,20.73,23.684,0.05654,0.00796
2004,171,20,20.409,23.820999,0.04557,0.0075
2004,171,1,20.5,23.778,0.06109,0.00734
2004,171,2,20.343,23.996,0.05958,0.00752
2004,171,3,20.544001,23.749001,0.06556,0.00517
2004,171,4,-99999,24.080999,0,0.00705
2004,171,5,-99999,-99999,0,0
2004,171,6,20.778,23.289,0.10267,0.0069
2004,171,7,-99999,23.469999,0,0.00591
2004,171,8,22.688999,20.671,0.01806,0.02607
2004,171,9,20.921,23.256001,0.06562,0.00667
2004,171,10,20.934999,23.511,0.03872,0.00502
2004,171,11,20.771999,22.877001,0.05163,0.00485
2004,171,12,23.183001,23.333,0.00617,0.00504
2004,171,13,20.725,23.188,0.06811,0.00507
2004,171,14,20.636999,23.263,0.10473,0.00686
2004,171,15,22.743999,20.795,0.00558,0.02635
2004,171,16,20.568001,23.197001,0.06748,0.00681
2004,171,17,-99999,-99999,0,0
2004,171,18,20.509001,23.686001,0.02274,0.00686
2004,171,19,20.753,23.667999,0.08023,0.00772
2004,171,20,20.471001,23.808001,0.03069,0.00741
2004,171,1,20.610001,23.763,0.04711,0.00616
2004,171,2,20.426001,23.978001,0.07264,0.00678
2004,171,3,20.549,23.732,0.04313,0.00675
2004,171,4,-99999,24.063,0,0.00801
2004,171,5,-99999,-99999,0,0
2004,171,6,20.708,23.274,0.08417,0.00538
2004,171,7,-99999,23.457001,0,0.00583
2004,171,8,22.576,20.598,0.0393,0.06761
2004,171,9,20.945999,23.239,0.05867,0.00689
2004,171,10,20.778999,23.497999,0.06505,0.00556
2004,171,11,20.722,22.868999,0.06876,0.00512
2004,171,12,23.167999,23.323999,0.00595,0.00507
2004,171,13,20.551001,23.177999,0.02959,0.00478
2004,171,14,20.448,23.246,0.06553,0.00556
2004,171,15,22.716999,20.802999,0.01192,0.02138
2004,171,16,20.711,23.181999,0.04427,0.0051
2004,171,17,-99999,-99999,0,0
2004,171,18,20.556,23.672001,0.0165,0.00622
2004,171,19,20.886,23.65,0.04694,0.00622
2004,171,20,20.525,23.791,0.02601,0.00689
2004,171,1,20.396999,23.747999,0.07495,0.00739
2004,171,2,20.205999,23.965,0.04278,0.00562
2004,171,3,20.483,23.721001,0.02967,0.00614
2004,171,4,-99999,24.048,0,0.00604
2004,171,5,-99999,-99999,0,0
2004,171,6,20.598,23.261999,0.09067,0.00606
2004,171,7,-99999,23.445999,0,0.0057
2004,171,8,22.527,20.424,0.01397,0.05966
2004,171,9,20.809999,23.226999,0.06739,0.005
2004,171,10,20.666,23.485001,0.09189,0.0057
2004,171,11,20.573,22.851,0.07243,0.00888
2004,171,12,23.155001,23.312,0.0057,0.00548
2004,171,13,20.503,23.172001,0.0421,0.00458
2004,171,14,20.434999,23.229,0.06845,0.00625
2004,171,15,22.681999,20.712999,0.00943,0.02968
2004,171,16,20.646999,23.166,0.04501,0.00595
2004,171,17,-99999,-99999,0,0
2004,171,18,20.476999,23.655001,0.03405,0.00641
2004,171,19,20.757,23.632999,0.05577,0.00678
2004,171,20,20.429001,23.773001,0.03097,0.0076
2004,171,1,20.247999,23.723,0.04522,0.01043
2004,171,2,20.127001,23.950001,0.07658,0.00741
2004,171,3,20.382,23.708,0.0627,0.00673
2004,171,4,-99999,24.030001,0,0.00704
2004,171,5,-99999,-99999,0,0
2004,171,6,20.472,23.250999,0.11097,0.0062
2004,171,7,-99999,23.436001,0,0.00514
2004,171,8,22.502001,20.33,0.01472,0.03329
2004,171,9,20.702999,23.221001,0.04629,0.00543
2004,171,10,20.577,23.471001,0.06981,0.00549
2004,171,11,20.466,22.823999,0.0599,0.00827
2004,171,12,23.139999,23.302,0.00533,0.00501
2004,171,13,20.437,23.167999,0.0459,0.0043
2004,171,14,20.290001,23.215,0.0721,0.00514
2004,171,15,22.656,20.582001,0.00743,0.03923
2004,171,16,20.479,23.150999,0.04922,0.00484
2004,171,17,-99999,-99999,0,0
