JULIAN DAY,TIME,Plot,air,7.5
71,130,5,-99999,15.063
71,130,6,12.826,10.455
71,130,7,-99999,15.267
71,130,8,11.236,13.446
71,130,9,21.718,14.426
71,130,10,10.686,10.493
71,130,11,11.049,10.132
71,130,12,15.45,13.321
71,130,13,19.205999,12.702
71,130,14,10.907,10.489
71,130,15,15.885,17.732
71,130,16,13.522,10.531
71,130,17,-99999,-99999
71,130,18,13.115,10.326
71,130,19,17.539,15.385
71,130,20,12.477,10.127
71,145,1,18.209,16.719
71,145,2,12.322,10.675
71,145,3,22.1,15.687
71,145,4,-99999,10.436
71,145,5,-99999,15.066
71,145,6,12.246,10.462
71,145,7,-99999,15.272
71,145,8,11.105,12.823
71,145,9,20.990999,14.455
71,145,10,10.62,10.51
71,145,11,10.937,10.176
71,145,12,15.45,13.324
71,145,13,19.139999,12.717
71,145,14,10.962,10.517
71,145,15,15.835,17.495001
71,145,16,13.079,10.554
71,145,17,-99999,-99999
71,145,18,12.562,10.32
71,145,19,17.389999,15.393
71,145,20,11.865,10.143
71,200,1,18.322001,16.716
71,200,2,12.816,10.684
71,200,3,23.122,15.686
71,200,4,-99999,10.426
71,200,5,-99999,15.063
71,200,6,12.958,10.467
71,200,7,-99999,15.277
71,200,8,11.249,13.815
71,200,9,22.045,14.471
71,200,10,10.711,10.521
71,200,11,11.14,10.203
71,200,12,15.453,13.327
71,200,13,19.239,12.729
71,200,14,11.031,10.535
71,200,15,15.845,17.712999
71,200,16,13.882,10.57
71,200,17,-99999,-99999
71,200,18,13.476,10.318
71,200,19,17.673,15.401
71,200,20,12.72,10.157
71,215,1,18.414,16.718
71,215,2,13.377,10.689
71,215,3,23.299,15.68
71,215,4,-99999,10.419
71,215,5,-99999,15.05
71,215,6,13.625,10.471
71,215,7,-99999,15.281
71,215,8,11.553,14.487
71,215,9,22.612,14.468
71,215,10,10.872,10.535
71,215,11,11.416,10.28
71,215,12,15.455,13.327
71,215,13,19.389,12.736
71,215,14,11.201,10.548
71,215,15,15.898,17.862
71,215,16,14.439,10.59
71,215,17,-99999,-99999
71,215,18,14.14,10.315
71,215,19,17.802999,15.405
71,215,20,13.321,10.167
71,230,1,18.486,16.73
71,230,2,13.616,10.708
71,230,3,23.568001,15.679
71,230,4,-99999,10.414
71,230,5,-99999,15.041
71,230,6,13.934,10.482
71,230,7,-99999,15.288
71,230,8,11.76,14.785
71,230,9,22.693001,14.468
71,230,10,10.98,10.556
71,230,11,11.621,10.364
71,230,12,15.462,13.329
71,230,13,19.580999,12.742
71,230,14,11.369,10.572
71,230,15,15.946,17.931999
71,230,16,14.727,10.62
71,230,17,-99999,-99999
71,230,18,14.527,10.316
71,230,19,17.993,15.413
71,230,20,13.6,10.185
71,245,1,18.360001,16.722
71,245,2,13.895,10.734
71,245,3,22.358999,15.681
71,245,4,-99999,10.412
71,245,5,-99999,15.049
71,245,6,14.101,10.501
71,245,7,-99999,15.291
71,245,8,11.905,14.91
71,245,9,22.025,14.475
71,245,10,11.068,10.584
71,245,11,11.767,10.444
71,245,12,15.478,13.329
71,245,13,19.566999,12.75
71,245,14,11.514,10.604
71,245,15,15.941,17.771999
71,245,16,14.893,10.658
71,245,17,-99999,-99999
71,245,18,14.757,10.321
71,245,19,17.790001,15.428
71,245,20,13.88,10.211
71,300,1,18.202,16.698
71,300,2,14.039,10.765
71,300,3,22.018999,15.684
71,300,4,-99999,10.412
71,300,5,-99999,15.057
71,300,6,14.201,10.524
71,300,7,-99999,15.301
71,300,8,12.013,14.979
71,300,9,21.566,14.488
71,300,10,11.134,10.615
71,300,11,11.879,10.518
71,300,12,15.498,13.332
71,300,13,19.472,12.758
71,300,14,11.642,10.645
71,300,15,15.907,17.586
71,300,16,14.978,10.701
71,300,17,-99999,-99999
71,300,18,14.88,10.333
71,300,19,17.618999,15.448
71,300,20,14.012,10.243
71,315,1,18.204,16.684999
71,315,2,13.856,10.798
71,315,3,22.002001,15.692
71,315,4,-99999,10.415
71,315,5,-99999,15.056
71,315,6,14.019,10.548
71,315,7,-99999,15.303
71,315,8,12.007,14.682
71,315,9,21.499001,14.506
71,315,10,11.148,10.648
71,315,11,11.916,10.583
71,315,12,15.511,13.335
71,315,13,19.48,12.769
71,315,14,11.731,10.687
71,315,15,15.894,17.604
71,315,16,14.753,10.745
71,315,17,-99999,-99999
71,315,18,14.829,10.348
71,315,19,17.612,15.465
71,315,20,13.842,10.276
71,330,1,17.888,16.639999
71,330,2,13.533,10.833
71,330,3,20.204,15.7
71,330,4,-99999,10.418
71,330,5,-99999,15.056
71,330,6,13.244,10.571
71,330,7,-99999,15.294
71,330,8,11.798,13.923
71,330,9,20.018,14.533
71,330,10,11.025,10.675
71,330,11,11.668,10.584
71,330,12,15.521,13.341
71,330,13,19.243999,12.782
71,330,14,11.711,10.724
71,330,15,15.827,17.259001
71,330,16,14.026,10.778
71,330,17,-99999,-99999
71,330,18,14.103,10.365
71,330,19,17.167,15.468
71,330,20,13.243,10.306
71,345,1,17.955,16.612
71,345,2,13.287,10.853
71,345,3,21.593,15.692
71,345,4,-99999,10.424
71,345,5,-99999,15.047
71,345,6,13.205,10.588
71,345,7,-99999,15.276
71,345,8,11.716,13.973
71,345,9,20.767,14.545
71,345,10,10.979,10.693
71,345,11,11.647,10.563
71,345,12,15.527,13.347
71,345,13,19.139999,12.792
71,345,14,11.665,10.744
71,345,15,15.789,17.341999
71,345,16,14.068,10.8
71,345,17,-99999,-99999
71,345,18,13.876,10.382
71,345,19,17.332001,15.464
71,345,20,13,10.329
71,400,1,18.235001,16.627001
71,400,2,13.46,10.859
71,400,3,23.030001,15.679
71,400,4,-99999,10.431
71,400,5,-99999,15.028
71,400,6,13.543,10.596
71,400,7,-99999,15.274
71,400,8,11.777,14.358
71,400,9,21.969,14.533
71,400,10,11.035,10.701
71,400,11,11.8,10.564
71,400,12,15.523,13.348
71,400,13,19.297001,12.799
71,400,14,11.677,10.754
71,400,15,15.876,17.754
71,400,16,14.325,10.813
71,400,17,-99999,-99999
71,400,18,14.097,10.395
71,400,19,17.792999,15.456
71,400,20,13.271,10.344
71,415,1,18.344,16.646999
71,415,2,13.594,10.866
71,415,3,23.233999,15.67
71,415,4,-99999,10.435
71,415,5,-99999,15.014
71,415,6,13.699,10.603
71,415,7,-99999,15.287
71,415,8,11.841,14.506
71,415,9,22.333,14.524
71,415,10,11.082,10.709
71,415,11,11.892,10.592
71,415,12,15.525,13.353
71,415,13,19.405001,12.806
71,415,14,11.721,10.762
71,415,15,15.942,17.907
71,415,16,14.441,10.825
71,415,17,-99999,-99999
71,415,18,14.308,10.405
71,415,19,17.809999,15.455
71,415,20,13.449,10.351
71,430,1,18.368999,16.66
71,430,2,13.656,10.876
71,430,3,23.135,15.667
71,430,4,-99999,10.441
71,430,5,-99999,15.01
71,430,6,13.813,10.612
71,430,7,-99999,15.301
71,430,8,11.942,14.659
71,430,9,22.002001,14.523
71,430,10,11.134,10.72
71,430,11,11.981,10.626
71,430,12,15.526,13.355
71,430,13,19.438999,12.812
71,430,14,11.774,10.776
71,430,15,15.979,17.861
71,430,16,14.53,10.837
71,430,17,-99999,-99999
71,430,18,14.386,10.414
71,430,19,17.811001,15.462
71,430,20,13.566,10.36
71,445,1,18.507,16.691
71,445,2,13.712,10.89
71,445,3,23.951,15.67
71,445,4,-99999,10.447
71,445,5,-99999,15.013
71,445,6,13.998,10.623
71,445,7,-99999,15.322
71,445,8,11.966,14.799
71,445,9,22.789,14.531
71,445,10,11.178,10.735
71,445,11,12.066,10.67
71,445,12,15.532,13.359
71,445,13,19.524,12.819
71,445,14,11.827,10.791
71,445,15,16.047001,18.142
71,445,16,14.721,10.851
71,445,17,-99999,-99999
71,445,18,14.612,10.422
71,445,19,18.048,15.472
71,445,20,13.721,10.372
71,500,1,18.646999,16.728001
71,500,2,13.787,10.907
71,500,3,24.290001,15.679
71,500,4,-99999,10.453
71,500,5,-99999,15.021
71,500,6,14.102,10.636
71,500,7,-99999,15.35
71,500,8,12.042,14.895
71,500,9,23.334,14.542
71,500,10,11.218,10.751
71,500,11,12.124,10.709
71,500,12,15.54,13.364
71,500,13,19.712,12.826
71,500,14,11.884,10.808
71,500,15,16.115999,18.285999
71,500,16,14.744,10.866
71,500,17,-99999,-99999
71,500,18,14.69,10.432
71,500,19,18.17,15.489
71,500,20,13.799,10.384
71,515,1,18.790001,16.782
71,515,2,13.506,10.923
71,515,3,24.459999,15.688
71,515,4,-99999,10.459
71,515,5,-99999,15.034
71,515,6,13.856,10.65
71,515,7,-99999,15.38
71,515,8,11.99,14.563
71,515,9,23.473,14.564
71,515,10,11.192,10.768
71,515,11,12.078,10.72
71,515,12,15.55,13.369
71,515,13,19.896999,12.834
71,515,14,11.908,10.824
71,515,15,16.184999,18.355
71,515,16,14.439,10.881
71,515,17,-99999,-99999
71,515,18,14.501,10.444
71,515,19,18.252001,15.509
71,515,20,13.487,10.399
71,530,1,18.787001,16.826
71,530,2,13.061,10.938
71,530,3,24.01,15.704
71,530,4,-99999,10.465
71,530,5,-99999,15.052
71,530,6,13.339,10.661
71,530,7,-99999,15.404
71,530,8,11.869,13.979
71,530,9,22.927999,14.592
71,530,10,11.114,10.781
71,530,11,11.954,10.703
71,530,12,15.564,13.373
71,530,13,19.878,12.842
71,530,14,11.87,10.838
71,530,15,16.200001,18.233
71,530,16,13.949,10.892
71,530,17,-99999,-99999
71,530,18,13.897,10.454
71,530,19,18.150999,15.533
71,530,20,12.874,10.41
71,545,1,18.882999,16.884001
71,545,2,12.319,10.946
71,545,3,24.589001,15.722
71,545,4,-99999,10.472
71,545,5,-99999,15.075
71,545,6,12.733,10.668
71,545,7,-99999,15.43
71,545,8,11.615,13.304
71,545,9,23.034,14.63
71,545,10,10.997,10.786
71,545,11,11.788,10.66
71,545,12,15.581,13.379
71,545,13,19.851999,12.851
71,545,14,11.772,10.843
71,545,15,16.215,18.275999
71,545,16,13.458,10.893
71,545,17,-99999,-99999
71,545,18,13.146,10.465
71,545,19,18.200001,15.557
71,545,20,12.042,10.412
71,600,1,18.919001,16.931
71,600,2,12.578,10.939
71,600,3,24.153999,15.739
71,600,4,-99999,10.476
71,600,5,-99999,15.099
71,600,6,13.007,10.668
71,600,7,-99999,15.449
71,600,8,11.619,13.806
71,600,9,22.186001,14.652
71,600,10,11.003,10.783
71,600,11,11.829,10.634
71,600,12,15.595,13.385
71,600,13,19.677,12.86
71,600,14,11.719,10.842
71,600,15,16.179001,18.021999
71,600,16,13.825,10.888
71,600,17,-99999,-99999
71,600,18,13.397,10.473
71,600,19,18.125999,15.577
71,600,20,12.541,10.407
71,615,1,18.872999,16.955999
71,615,2,12.984,10.927
71,615,3,24.048,15.747
71,615,4,-99999,10.481
71,615,5,-99999,15.114
71,615,6,13.303,10.665
71,615,7,-99999,15.456
71,615,8,11.748,14.097
71,615,9,22.343,14.65
71,615,10,11.058,10.779
71,615,11,11.914,10.638
71,615,12,15.606,13.389
71,615,13,19.615999,12.867
71,615,14,11.736,10.837
71,615,15,16.148001,18.01
71,615,16,14.007,10.886
71,615,17,-99999,-99999
71,615,18,13.775,10.477
71,615,19,18.125,15.59
71,615,20,12.881,10.397
71,630,1,18.871,16.974001
71,630,2,13.147,10.919
71,630,3,24.056999,15.754
71,630,4,-99999,10.482
71,630,5,-99999,15.125
71,630,6,13.451,10.661
71,630,7,-99999,15.46
71,630,8,11.81,14.32
71,630,9,22.608,14.644
71,630,10,11.083,10.778
71,630,11,11.937,10.648
71,630,12,15.61,13.393
71,630,13,19.698,12.87
71,630,14,11.744,10.834
71,630,15,16.177,18.152
71,630,16,14.189,10.885
71,630,17,-99999,-99999
71,630,18,13.959,10.477
71,630,19,18.174999,15.6
71,630,20,13.065,10.39
71,645,1,18.898001,16.992001
71,645,2,13.428,10.917
71,645,3,23.975,15.767
71,645,4,-99999,10.484
71,645,5,-99999,15.133
71,645,6,13.85,10.663
71,645,7,-99999,15.465
71,645,8,11.953,14.705
71,645,9,22.740999,14.636
71,645,10,11.163,10.782
71,645,11,12.08,10.68
71,645,12,15.614,13.398
71,645,13,19.775,12.876
71,645,14,11.799,10.835
71,645,15,16.209999,18.169001
71,645,16,14.595,10.891
71,645,17,-99999,-99999
71,645,18,14.385,10.478
71,645,19,18.282,15.606
71,645,20,13.511,10.389
71,700,1,18.923,17.016001
71,700,2,13.45,10.921
71,700,3,23.603001,15.778
71,700,4,-99999,10.487
71,700,5,-99999,15.141
71,700,6,13.986,10.671
71,700,7,-99999,15.47
71,700,8,12.039,14.778
71,700,9,22.233999,14.631
71,700,10,11.226,10.79
71,700,11,12.167,10.716
71,700,12,15.623,13.402
71,700,13,19.711,12.882
71,700,14,11.874,10.845
71,700,15,16.191,18
71,700,16,14.689,10.903
71,700,17,-99999,-99999
71,700,18,14.565,10.481
71,700,19,18.212999,15.616
71,700,20,13.65,10.394
71,715,1,18.77,17.018999
71,715,2,13.513,10.932
71,715,3,23.200001,15.788
71,715,4,-99999,10.491
71,715,5,-99999,15.149
71,715,6,13.856,10.679
71,715,7,-99999,15.473
71,715,8,12.061,14.736
71,715,9,22.028999,14.632
71,715,10,11.228,10.804
71,715,11,12.156,10.748
71,715,12,15.631,13.408
71,715,13,19.620001,12.886
71,715,14,11.921,10.861
71,715,15,16.173,17.955999
71,715,16,14.518,10.921
71,715,17,-99999,-99999
71,715,18,14.467,10.485
71,715,19,18.114,15.625
71,715,20,13.586,10.405
71,730,1,18.674,17.004
71,730,2,14.119,10.943
71,730,3,23.101999,15.803
71,730,4,-99999,10.495
71,730,5,-99999,15.152
71,730,6,14.405,10.69
71,730,7,-99999,15.47
71,730,8,12.223,15.44
71,730,9,22.158001,14.625
71,730,10,11.32,10.819
71,730,11,12.315,10.783
71,730,12,15.633,13.411
71,730,13,19.613001,12.892
71,730,14,11.992,10.876
71,730,15,16.179001,17.976999
71,730,16,15.171,10.94
71,730,17,-99999,-99999
71,730,18,15.097,10.493
71,730,19,18.082001,15.631
71,730,20,14.256,10.416
71,745,1,18.742001,17.000999
71,745,2,14.701,10.96
71,745,3,23.583,15.815
71,745,4,-99999,10.503
71,745,5,-99999,15.151
71,745,6,15.237,10.706
71,745,7,-99999,15.469
71,745,8,12.506,16.224001
71,745,9,22.912001,14.616
71,745,10,11.505,10.842
71,745,11,12.63,10.869
71,745,12,15.636,13.414
71,745,13,19.74,12.897
71,745,14,12.155,10.9
71,745,15,16.24,18.223
71,745,16,15.931,10.968
71,745,17,-99999,-99999
71,745,18,15.98,10.499
71,745,19,18.306,15.637
71,745,20,15.057,10.435
71,800,1,18.643999,16.996
71,800,2,14.642,10.987
71,800,3,23.068001,15.821
71,800,4,-99999,10.511
71,800,5,-99999,15.152
71,800,6,15.123,10.726
71,800,7,-99999,15.472
71,800,8,12.63,16.639999
71,800,9,22.135,14.615
71,800,10,11.556,10.87
71,800,11,12.726,10.948
71,800,12,15.644,13.419
71,800,13,19.802,12.901
71,800,14,12.277,10.934
71,800,15,16.261,18.030001
71,800,16,15.675,11.007
71,800,17,-99999,-99999
71,800,18,15.852,10.512
71,800,19,18.26,15.646
71,800,20,14.862,10.464
71,815,1,18.697001,16.985001
71,815,2,15.683,11.002
71,815,3,23.987,15.82
71,815,4,-99999,10.52
71,815,5,-99999,15.142
71,815,6,16.743999,10.751
71,815,7,-99999,15.459
71,815,8,13.236,18.679001
71,815,9,23.892,14.578
71,815,10,11.821,10.904
71,815,11,13.311,11.053
71,815,12,15.657,13.422
71,815,13,20.128,12.897
71,815,14,12.492,10.959
71,815,15,16.339001,18.280001
71,815,16,17.153,11.058
71,815,17,-99999,-99999
71,815,18,17.597,10.524
71,815,19,18.582001,15.657
71,815,20,16.472,10.497
71,830,1,18.834,17.027
71,830,2,16.215,11.069
71,830,3,24.379999,15.833
71,830,4,-99999,10.536
71,830,5,-99999,15.158
71,830,6,17.292999,10.796
71,830,7,-99999,15.491
71,830,8,13.461,19.138
71,830,9,24.143,14.637
71,830,10,12.066,10.962
71,830,11,13.642,11.235
71,830,12,15.679,13.432
71,830,13,20.295,12.912
71,830,14,12.809,11.044
71,830,15,16.429001,18.533001
71,830,16,17.909,11.13
71,830,17,-99999,-99999
71,830,18,18.43,10.552
71,830,19,18.768999,15.676
71,830,20,17.143999,10.548
71,845,1,19.093,17.073999
71,845,2,16.950001,11.137
71,845,3,25.818001,15.847
71,845,4,-99999,10.548
71,845,5,-99999,15.179
71,845,6,18.57,10.847
71,845,7,-99999,15.525
71,845,8,13.973,22.028
71,845,9,25.941999,14.671
71,845,10,12.344,11.031
71,845,11,14.206,11.419
71,845,12,15.706,13.436
71,845,13,20.691,12.92
71,845,14,13.151,11.128
71,845,15,16.573999,18.965
71,845,16,19.228001,11.212
71,845,17,-99999,-99999
71,845,18,19.915001,10.58
71,845,19,19.355,15.708
71,845,20,18.358,10.609
71,900,1,19.372,17.128
71,900,2,18.084,11.205
71,900,3,27.301001,15.86
71,900,4,-99999,10.565
71,900,5,-99999,15.192
71,900,6,20.493,10.91
71,900,7,-99999,15.558
71,900,8,14.849,24.285
71,900,9,27.987,14.673
71,900,10,12.765,11.11
71,900,11,15.095,11.641
71,900,12,15.744,13.442
71,900,13,21.441,12.917
71,900,14,13.658,11.212
71,900,15,16.801001,19.462
71,900,16,20.974001,11.319
71,900,17,-99999,-99999
71,900,18,22.066,10.61
71,900,19,20.108999,15.749
71,900,20,20.263,10.683
71,915,1,19.579,17.219999
71,915,2,18.631001,11.333
71,915,3,26.753,15.894
71,915,4,-99999,10.59
71,915,5,-99999,15.243
71,915,6,20.886,10.999
71,915,7,-99999,15.635
71,915,8,15.164,23.329
71,915,9,27.25,14.779
71,915,10,13.094,11.223
71,915,11,15.452,11.929
71,915,12,15.804,13.454
71,915,13,21.674999,12.933
71,915,14,14.128,11.361
71,915,15,16.954,19.681
71,915,16,21.177,11.446
71,915,17,-99999,-99999
71,915,18,22.681999,10.662
71,915,19,20.153,15.809
71,915,20,20.667,10.78
71,930,1,19.712,17.302999
71,930,2,18.811001,11.474
71,930,3,26.684999,15.94
71,930,4,-99999,10.626
71,930,5,-99999,15.315
71,930,6,21.039,11.1
71,930,7,-99999,15.705
71,930,8,15.238,23.066999
71,930,9,26.978001,14.893
71,930,10,13.283,11.342
71,930,11,15.652,12.155
71,930,12,15.87,13.464
71,930,13,21.695,12.951
71,930,14,14.412,11.514
71,930,15,17.045,19.761999
71,930,16,21.287001,11.575
71,930,17,-99999,-99999
71,930,18,23.009001,10.723
71,930,19,20.152,15.882
71,930,20,20.896,10.889
71,945,1,19.784,17.372
71,945,2,18.931999,11.603
71,945,3,26.733,15.987
71,945,4,-99999,10.666
71,945,5,-99999,15.382
71,945,6,21.166,11.202
71,945,7,-99999,15.759
71,945,8,15.332,23.153
71,945,9,27.076,14.98
71,945,10,13.427,11.456
71,945,11,15.862,12.33
71,945,12,15.93,13.476
71,945,13,21.759001,12.966
71,945,14,14.619,11.648
71,945,15,17.087,19.737
71,945,16,21.208,11.692
71,945,17,-99999,-99999
71,945,18,23.091,10.79
71,945,19,20.229,15.95
71,945,20,21.080999,10.996
71,1000,1,19.959,17.436001
71,1000,2,19.440001,11.714
71,1000,3,27.400999,16.024
71,1000,4,-99999,10.704
71,1000,5,-99999,15.442
71,1000,6,21.934999,11.299
71,1000,7,-99999,15.806
71,1000,8,15.627,24.079
71,1000,9,27.723,15.039
71,1000,10,13.639,11.564
71,1000,11,16.223,12.486
71,1000,12,15.989,13.484
71,1000,13,21.983,12.973
71,1000,14,14.85,11.766
71,1000,15,17.186001,20.018
71,1000,16,21.827999,11.803
71,1000,17,-99999,-99999
71,1000,18,23.820999,10.86
71,1000,19,20.516001,16.011999
71,1000,20,21.816,11.096
71,1015,1,19.962999,17.489
71,1015,2,19.341,11.82
71,1015,3,26.698,16.056
71,1015,4,-99999,10.743
71,1015,5,-99999,15.494
71,1015,6,21.861,11.388
71,1015,7,-99999,15.846
71,1015,8,15.701,23.636999
71,1015,9,27.518999,15.096
71,1015,10,13.752,11.661
71,1015,11,16.365,12.628
71,1015,12,16.039,13.49
71,1015,13,22.132999,12.977
71,1015,14,15.049,11.876
71,1015,15,17.275999,20.068001
71,1015,16,21.714001,11.904
71,1015,17,-99999,-99999
71,1015,18,23.674999,10.929
71,1015,19,20.431,16.07
71,1015,20,21.627001,11.19
71,1030,1,20.006001,17.535999
71,1030,2,19.566999,11.925
71,1030,3,26.805,16.094999
71,1030,4,-99999,10.788
71,1030,5,-99999,15.544
71,1030,6,22.208,11.473
71,1030,7,-99999,15.881
71,1030,8,15.85,23.893999
71,1030,9,27.586,15.151
71,1030,10,13.904,11.755
71,1030,11,16.606001,12.753
71,1030,12,16.09,13.493
71,1030,13,22.268,12.98
71,1030,14,15.224,11.978
71,1030,15,17.351999,20.212999
71,1030,16,21.913,11.999
71,1030,17,-99999,-99999
71,1030,18,24.025,10.994
71,1030,19,20.551001,16.121
71,1030,20,21.934,11.277
71,1045,1,20.017,17.576
71,1045,2,19.785999,12.028
71,1045,3,27.166,16.134001
71,1045,4,-99999,10.839
71,1045,5,-99999,15.599
71,1045,6,22.466999,11.563
71,1045,7,-99999,15.918
71,1045,8,15.914,24.337
71,1045,9,27.615,15.21
71,1045,10,14.003,11.85
71,1045,11,16.721001,12.867
71,1045,12,16.146,13.508
71,1045,13,22.236,12.984
71,1045,14,15.339,12.079
71,1045,15,17.362,20.149
71,1045,16,22.073999,12.092
71,1045,17,-99999,-99999
71,1045,18,24.367001,11.06
71,1045,19,20.535999,16.167999
71,1045,20,22.304001,11.359
71,1100,1,20.882,17.676001
71,1100,2,24.569,12.109
71,1100,3,32.118,16.163
71,1100,4,-99999,10.895
71,1100,5,-99999,15.635
71,1100,6,27.017,11.653
71,1100,7,-99999,15.957
71,1100,8,17.530001,32.849998
71,1100,9,34.542,15.205
71,1100,10,14.872,11.95
71,1100,11,18.417,13.056
71,1100,12,16.200001,13.517
71,1100,13,23.375,12.978
71,1100,14,15.752,12.175
71,1100,15,17.648001,21.423
71,1100,16,25.034,12.211
71,1100,17,-99999,-99999
71,1100,18,27.513,11.129
71,1100,19,22.607,16.219999
71,1100,20,28.745001,11.452
71,1115,1,21.417,17.84
71,1115,2,24.228001,12.25
71,1115,3,31.743,16.204
71,1115,4,26.521,10.952
71,1115,5,-99999,15.676
71,1115,6,28.232,11.769
71,1115,7,-99999,16.049
71,1115,8,18.4,31.327
71,1115,9,34.160999,15.245
71,1115,10,15.459,12.09
71,1115,11,19.299999,13.442
71,1115,12,16.287001,13.537
71,1115,13,24.465,12.977
71,1115,14,16.542,12.338
71,1115,15,18.083,22.200001
71,1115,16,25.976,12.383
71,1115,17,-99999,-99999
71,1115,18,29.129999,11.202
71,1115,19,23.261,16.299999
71,1115,20,28.540001,11.579
71,1130,1,21.371,18
71,1130,2,24.421,12.459
71,1130,3,31.968,16.295
71,1130,4,26.544001,11.009
71,1130,5,-99999,15.799
71,1130,6,27.722,11.917
71,1130,7,-99999,16.171
71,1130,8,18.341,31.579
71,1130,9,34.192001,15.426
71,1130,10,15.694,12.264
71,1130,11,19.642,13.758
71,1130,12,16.405001,13.561
71,1130,13,24.667,13.004
71,1130,14,17.02,12.561
71,1130,15,18.225,22.027
71,1130,16,26.426001,12.556
71,1130,17,-99999,-99999
71,1130,18,29.573999,11.295
71,1130,19,23.141001,16.421
71,1130,20,28.552999,11.733
71,1145,1,21.652,18.148001
71,1145,2,24.037001,12.648
71,1145,3,32.627998,16.385
71,1145,4,27.025,11.077
71,1145,5,-99999,15.916
71,1145,6,28.68,12.068
71,1145,7,-99999,16.264999
71,1145,8,18.653,32.307999
71,1145,9,33.790001,15.568
71,1145,10,16.028999,12.435
71,1145,11,20.139999,14.029
71,1145,12,16.524,13.58
71,1145,13,24.766001,13.017
71,1145,14,17.48,12.751
71,1145,15,18.395,22.381001
71,1145,16,26.945999,12.722
71,1145,17,-99999,-99999
71,1145,18,30.245001,11.394
71,1145,19,23.250999,16.542
71,1145,20,28.976,11.888
71,1200,1,21.945,18.302999
71,1200,2,24.007,12.826
71,1200,3,31.917,16.468
71,1200,4,26.888,11.149
71,1200,5,-99999,16.030001
71,1200,6,29.069,12.217
71,1200,7,-99999,16.368
71,1200,8,18.792,30.608999
71,1200,9,33.5,15.686
71,1200,10,16.297001,12.606
71,1200,11,20.622,14.275
71,1200,12,16.645,13.6
71,1200,13,24.823,13.029
71,1200,14,17.985001,12.931
71,1200,15,18.575001,22.782
71,1200,16,26.584,12.891
71,1200,17,-99999,-99999
71,1200,18,30.166,11.499
71,1200,19,23.32,16.66
71,1200,20,28.754,12.043
71,1215,1,22.150999,18.437
71,1215,2,26.294001,13.003
71,1215,3,33.611,16.559
71,1215,4,28.316999,11.228
71,1215,5,-99999,16.156
71,1215,6,30.778999,12.366
71,1215,7,-99999,16.469999
71,1215,8,19.327,33.124001
71,1215,9,36.563999,15.82
71,1215,10,16.454,12.774
71,1215,11,21.306999,14.527
71,1215,12,16.766001,13.622
71,1215,13,25.535,13.046
71,1215,14,18.339001,13.114
71,1215,15,18.778999,23.27
71,1215,16,27.371,13.055
71,1215,17,-99999,-99999
71,1215,18,31.257,11.611
71,1215,19,24,16.774
71,1215,20,30.524,12.192
71,1230,1,22.464001,18.577
71,1230,2,27.997,13.176
71,1230,3,35.168999,16.649
71,1230,4,29.243,11.31
71,1230,5,-99999,16.278
71,1230,6,31.618,12.516
71,1230,7,-99999,16.566
71,1230,8,19.575001,34.742001
71,1230,9,37.042999,15.944
71,1230,10,16.834,12.937
71,1230,11,21.532,14.773
71,1230,12,16.886999,13.646
71,1230,13,25.761,13.06
71,1230,14,18.643,13.293
71,1230,15,18.917,23.422001
71,1230,16,27.542999,13.216
71,1230,17,-99999,-99999
71,1230,18,31.948,11.724
71,1230,19,24.687,16.885
71,1230,20,32.271,12.335
71,1245,1,23.402,18.812
71,1245,2,32.143002,13.356
71,1245,3,38.709999,16.732
71,1245,4,32.088001,11.396
71,1245,5,-99999,16.386
71,1245,6,35.287998,12.679
71,1245,7,-99999,16.677999
71,1245,8,21.013,40.122002
71,1245,9,42.217999,16.025
71,1245,10,17.98,13.11
71,1245,11,23.297001,15.14
71,1245,12,17.011999,13.663
71,1245,13,27.177999,13.066
71,1245,14,19.437,13.484
71,1245,15,19.413,24.92
71,1245,16,32.223,13.404
71,1245,17,-99999,-99999
71,1245,18,33.650002,11.835
71,1245,19,26.663,17.004
71,1245,20,35.907001,12.493
71,1300,1,24.334,19.125
71,1300,2,34.748001,13.596
71,1300,3,40.408001,16.837999
71,1300,4,34.271999,11.484
71,1300,5,-99999,16.527
71,1300,6,37.881001,12.883
71,1300,7,-99999,16.844999
71,1300,8,22.459999,42.296001
71,1300,9,44.987999,16.159
71,1300,10,19.165001,13.329
71,1300,11,25.229,15.772
71,1300,12,17.174,13.687
71,1300,13,28.913,13.077
71,1300,14,20.586,13.758
71,1300,15,20.044001,26.252001
71,1300,16,35.215,13.636
71,1300,17,-99999,-99999
71,1300,18,35.946999,11.956
71,1300,19,28.242001,17.167999
71,1300,20,37.828999,12.699
71,1315,1,24.965,19.468
71,1315,2,36.700001,13.896
71,1315,3,41.698002,16.990999
71,1315,4,35.339001,11.584
71,1315,5,-99999,16.722
71,1315,6,39.547001,13.125
71,1315,7,-99999,17.044001
71,1315,8,23.075001,44.034
71,1315,9,46.655998,16.374001
71,1315,10,19.691,13.597
71,1315,11,26.375,16.341
71,1315,12,17.388,13.719
71,1315,13,29.825001,13.096
71,1315,14,21.459999,14.079
71,1315,15,20.552999,27.035999
71,1315,16,37.869999,13.902
71,1315,17,-99999,-99999
71,1315,18,38.298,12.096
71,1315,19,29.24,17.382
71,1315,20,37.483002,12.948
71,1330,1,25.284,19.784
71,1330,2,35.394001,14.207
