YEAR,JD,Plot, Air 15 cm,7.5cm,Air_SD,7.5_SD
2004,239,1,22.858999,25.028999,0.06075,0.01354
2004,239,2,22.860001,25.139999,0.05302,0.01374
2004,239,3,22.955999,24.243999,0.05539,0.00952
2004,239,4,8.9997,24.426001,0.602,0.00854
2004,239,5,-99999,-99999,0,0
2004,239,6,23.386999,24.301001,0.02218,0.01095
2004,239,7,23.441999,24.237,0.029,0.01013
2004,239,8,24.181999,23.416,0.00697,0.01187
2004,239,9,23.594,24.525,0.01788,0.01184
2004,239,10,23.587999,24.667,0.02571,0.00741
2004,239,11,23.292,24.423,0.01883,0.00901
2004,239,12,24.646,24.128,0.00963,0.00447
2004,239,13,23.348,23.632999,0.01711,0.005
2004,239,14,23.139,24.356001,0.01975,0.00884
2004,239,15,24.035999,23.205,0.00724,0.025
2004,239,16,23.172001,24.247999,0.03147,0.00803
2004,239,17,25.783001,-99999,1.5441,0
2004,239,18,22.966999,24.823999,0.0434,0.0077
2004,239,19,23.004,24.837999,0.0466,0.01002
2004,239,20,23.049999,25.035999,0.02863,0.00736
2004,239,1,23.049999,24.992001,0.05148,0.01088
2004,239,2,23.007,25.103001,0.038,0.01257
2004,239,3,23.103001,24.218,0.03123,0.0111
2004,239,4,8.7411,24.403,0.74268,0.00907
2004,239,5,-99999,-99999,0,0
2004,239,6,23.417,24.273001,0.00982,0.0095
2004,239,7,23.445999,24.214001,0.01827,0.00862
2004,239,8,24.171,23.441999,0.00661,0.01165
2004,239,9,23.594999,24.492001,0.02044,0.00996
2004,239,10,23.608999,24.646,0.02308,0.00724
2004,239,11,23.291,24.396999,0.02683,0.00782
2004,239,12,24.618999,24.121,0.00997,0.00435
2004,239,13,23.385,23.632999,0.01477,0.00493
2004,239,14,23.177999,24.326,0.01346,0.00832
2004,239,15,24.014999,23.256001,0.00742,0.00947
2004,239,16,23.253,24.222,0.01418,0.00801
2004,239,17,26.895,-99999,0.97738,0
2004,239,18,23.049999,24.801001,0.01209,0.00797
2004,239,19,23.083,24.806999,0.02414,0.00748
2004,239,20,23.104,25.014,0.01898,0.00872
2004,239,1,23.033001,24.959999,0.03146,0.00972
2004,239,2,22.98,25.069,0.02737,0.01078
2004,239,3,23.104,24.191999,0.0163,0.00877
2004,239,4,8.2257,24.381001,0.84153,0.00818
2004,239,5,-99999,-99999,0,0
2004,239,6,23.403,24.246,0.00742,0.00757
2004,239,7,23.416,24.190001,0.0144,0.00738
2004,239,8,24.150999,23.431999,0.00656,0.01058
2004,239,9,23.594,24.466,0.01862,0.00791
2004,239,10,23.591,24.625999,0.01951,0.00755
2004,239,11,23.247999,24.372999,0.02594,0.00855
2004,239,12,24.591,24.113001,0.00896,0.0057
2004,239,13,23.365,23.632,0.02662,0.00476
2004,239,14,23.174999,24.302999,0.02003,0.00828
2004,239,15,23.995001,23.23,0.00697,0.0072
2004,239,16,23.250999,24.200001,0.01059,0.00785
2004,239,17,28.372,-99999,0.8813,0
2004,239,18,23.025999,24.775,0.00823,0.00725
2004,239,19,23.091999,24.780001,0.01599,0.00893
2004,239,20,23.059,24.990999,0.01884,0.00663
2004,239,1,22.987,24.933001,0.0284,0.00859
2004,239,2,22.934999,25.041,0.04018,0.00907
2004,239,3,23.030001,24.171,0.02999,0.00739
2004,239,4,8.1521,24.362,0.84974,0.00718
2004,239,5,-99999,-99999,0,0
2004,239,6,23.358999,24.221001,0.0202,0.00751
2004,239,7,23.388,24.17,0.0172,0.00581
2004,239,8,24.129999,23.406,0.00816,0.02019
2004,239,9,23.542,24.445,0.03,0.00591
2004,239,10,23.524,24.603001,0.03183,0.008
2004,239,11,23.198,24.349001,0.01951,0.00885
