year,month,DOY,plot #,warming treatment,precip treatment,"avg temp, 2 cm","avg temp, 10 cm","min temp, 2 cm","min temp, 10 cm","max temp, 2 cm","max temp, 10 cm"
2013,May,122,30,2,1,16.387539,15.171052,10.888138,12.919417,25.011888,17.696086
2013,May,122,31,1,1,15.761030,14.046807,9.539238,11.649862,25.337210,16.680470
2013,May,122,32,0,1,14.095242,13.115635,8.396664,10.808793,23.163119,15.704480
2013,May,122,33,0,0,18.305918,15.266430,10.189858,12.855950,33.414736,18.100753
2013,May,122,34,1,0,18.421134,15.376856,10.896078,13.260618,32.414952,17.672291
2013,May,122,35,2,0,19.960630,16.652197,11.824432,14.752331,37.453476,19.045010
2013,May,122,36,3,0,20.322815,18.494532,13.704935,16.069475,30.986729,21.131816
2013,May,123,1,0,0,16.258598,14.689844,11.697474,13.197127,21.266714,16.188493
2013,May,123,2,1,0,15.262138,15.218658,11.745086,14.085808,19.275108,16.172639
2013,May,123,3,2,0,18.505441,16.480935,15.156999,15.355363,22.798124,17.521539
2013,May,123,4,3,0,18.430554,17.098519,13.704935,15.625134,25.940242,18.695894
2013,May,123,5,3,1,18.234667,16.133793,12.998763,14.252439,26.733723,18.307057
2013,May,123,6,2,1,14.596779,13.845134,10.681835,12.324324,21.171489,15.585461
2013,May,123,7,1,1,13.820337,13.452863,10.443798,12.205282,19.251314,14.760271
2013,May,123,8,0,1,14.048459,13.746278,8.595028,11.808553,22.218862,15.720358
2013,May,123,9,3,2,19.223200,16.788409,13.244739,14.839616,31.661168,19.283047
2013,May,123,10,2,2,17.019504,15.859386,10.308924,14.157215,31.962672,17.545333
2013,May,123,11,1,2,13.232176,12.904540,8.341113,11.403885,20.044771,14.522234
2013,May,123,12,0,2,13.735039,13.214820,8.341113,11.157909,21.647564,15.442649
2013,May,123,13,3,1,19.894838,17.711475,13.847771,16.156760,30.296388,19.529024
2013,May,123,14,2,1,19.121866,15.689448,13.601795,13.633528,29.606071,18.188038
2013,May,123,15,1,1,14.699765,13.835875,9.856620,12.086263,22.853652,15.633073
2013,May,123,16,0,1,13.583949,12.869826,9.610644,11.197582,19.560757,14.585724
2013,May,123,17,0,2,15.000127,13.665608,10.134330,11.816493,23.004428,15.474382
2013,May,123,18,1,2,15.512740,15.164441,10.443798,13.062254,22.607699,17.402521
2013,May,123,19,2,2,16.727908,16.706913,10.800853,14.260355,24.734178,19.322720
2013,May,123,20,3,2,17.267795,17.087608,10.856405,15.355363,27.789035,18.553057
2013,May,123,21,3,0,19.929056,16.266701,14.784089,14.776149,30.105939,17.981735
2013,May,123,22,2,0,18.520318,15.928981,13.458982,14.617458,27.955642,17.394581
2013,May,123,23,1,0,19.712175,15.908809,14.069930,14.069930,29.352155,17.989674
2013,May,123,24,0,0,15.564314,15.064431,9.745541,13.482776,24.353304,16.577330
2013,May,123,25,0,2,14.846224,13.949770,9.436074,12.070385,23.623314,16.013947
2013,May,123,26,1,2,15.821695,14.939294,9.928027,12.562361,24.726239,17.577067
2013,May,123,27,2,2,16.106517,15.162291,11.054769,13.363758,25.614920,17.275563
2013,May,123,28,3,2,19.660104,16.534499,14.212766,14.514294,28.558698,18.735567
2013,May,123,29,3,1,18.917878,16.923792,12.744871,15.069714,33.755913,19.076744
2013,May,123,30,2,1,15.412728,14.917804,11.197582,13.173333,21.790400,16.736022
2013,May,123,31,1,1,15.225105,13.933899,9.832802,11.840287,23.393217,16.156760
2013,May,123,32,0,1,13.123571,12.809160,8.642617,11.015096,19.346514,14.704743
2013,May,123,33,0,0,17.896455,15.142122,10.356536,12.998763,30.859771,17.545333
2013,May,123,34,1,0,17.107445,15.094186,10.856405,13.379636,26.535359,16.862956
2013,May,123,35,2,0,19.425205,16.578635,12.403670,14.950696,35.985556,18.600669
2013,May,123,36,3,0,19.515956,18.317652,14.196888,16.307536,26.686111,20.346275
2013,May,124,1,0,0,15.931955,14.514785,10.808793,12.879744,21.560302,16.140881
2013,May,124,2,1,0,14.734149,14.929701,10.562816,13.633528,19.227496,15.990129
2013,May,124,3,2,0,18.133008,16.276785,14.323869,15.053859,22.806063,17.402521
2013,May,124,4,3,0,17.958111,16.874199,12.459221,15.236345,26.011649,18.648282
2013,May,124,5,3,1,17.710650,15.809462,11.943451,13.744608,26.979700,18.180099
2013,May,124,6,2,1,14.160869,13.539313,9.697929,11.856166,21.219102,15.474382
2013,May,124,7,1,1,13.292679,13.122082,9.507504,11.760941,19.076744,14.506379
2013,May,124,8,0,1,13.583452,13.436661,7.579365,11.356273,22.615615,15.609279
2013,May,124,9,3,2,18.786792,16.521935,12.006918,14.363542,32.589522,19.227496
2013,May,124,10,2,2,16.760963,15.616550,9.237710,13.712874,33.256045,17.664352
2013,May,124,11,1,2,12.577068,12.557067,7.373062,10.951629,20.235196,14.308014
2013,May,124,12,0,2,13.139769,12.798749,7.333389,10.562816,21.084228,15.252224
2013,May,124,13,3,1,19.049132,17.324165,11.689535,15.514055,30.042472,19.354454
2013,May,124,14,2,1,18.504283,15.378177,12.197342,13.125721,29.558459,18.069020
2013,May,124,15,1,1,14.108794,13.460960,8.523598,11.499110,23.908964,15.537873
2013,May,124,16,0,1,12.954628,12.454746,8.341113,10.546961,19.774976,14.379421
2013,May,124,17,0,2,14.549502,13.376821,8.991757,11.332479,23.115507,15.426770
2013,May,124,18,1,2,15.514062,15.130719,10.388270,13.006702,22.726718,17.513600
2013,May,124,19,2,2,17.451943,17.080337,12.117997,14.784089,25.527635,19.814649
2013,May,124,20,3,2,17.827189,17.257049,12.998763,15.823498,26.281419,18.775240
2013,May,124,21,3,0,19.497772,16.037589,13.554183,14.387360,30.312243,17.902389
2013,May,124,22,2,0,17.804046,15.612915,12.070385,14.181009,27.225676,17.212096
2013,May,124,23,1,0,19.243863,15.646800,13.228860,13.704935,29.304567,17.823043
2013,May,124,24,0,0,15.006572,14.794155,8.491865,13.054314,25.384822,16.482106
2013,May,124,25,0,2,14.273276,13.617504,8.071318,11.522904,23.528090,15.863171
2013,May,124,26,1,2,15.119640,14.578098,8.729902,12.038651,24.408832,17.418376
2013,May,124,27,2,2,15.394547,14.799610,9.586850,12.800398,25.202313,17.077199
2013,May,124,28,3,2,19.161542,16.252154,13.093987,14.030257,28.979245,18.600669
2013,May,124,29,3,1,18.643799,16.673852,11.221400,14.466706,35.311118,19.156089
2013,May,124,30,2,1,15.003265,14.630835,9.959760,12.649646,23.432890,16.736022
2013,May,124,31,1,1,14.744066,13.651060,8.833066,11.395946,22.821918,16.045681
2013,May,124,32,0,1,12.556076,12.411104,7.571426,10.451737,19.529024,14.522234
2013,May,124,33,0,0,17.352762,14.879948,9.221855,12.641707,30.954972,17.370787
2013,May,124,34,1,0,16.375802,14.788533,9.848681,12.990823,25.995770,16.624919
2013,May,124,35,2,0,18.731249,16.285381,10.689774,14.474621,36.041108,18.449917
2013,May,124,36,3,0,18.657027,17.812806,12.728992,15.736237,25.591126,19.814649
2013,May,125,1,0,0,15.545966,14.211286,10.237518,12.570301,21.473017,15.839377
2013,May,125,2,1,0,14.417585,14.624879,10.015312,13.268533,19.060865,15.775910
2013,May,125,3,2,0,17.761561,15.896418,13.831893,14.688864,22.393432,16.981974
2013,May,125,4,3,0,17.552120,16.547718,11.864105,14.839616,25.773612,18.330851
2013,May,125,5,3,1,17.235561,15.365783,11.284867,13.268533,26.590911,17.727843
2013,May,125,6,2,1,13.719993,13.113984,9.039345,11.403885,21.084228,15.037981
2013,May,125,7,1,1,12.830648,12.688485,8.872738,11.261073,18.783155,14.149275
2013,May,125,8,0,1,13.121421,12.944544,6.817642,10.840526,22.790185,15.109387
2013,May,125,9,3,2,18.190863,16.031802,11.118236,13.903299,31.716695,18.695894
2013,May,125,10,2,2,16.010476,15.141792,8.230033,13.292351,31.986466,17.021647
2013,May,125,11,1,2,12.153393,12.092061,6.397119,10.412064,20.235196,13.911238
2013,May,125,12,0,2,12.618562,12.281005,6.412974,9.991494,21.314326,14.704743
2013,May,125,13,3,1,18.819023,16.984460,11.237255,15.117326,30.685201,19.045010
2013,May,125,14,2,1,18.081927,14.974503,11.522904,12.697259,29.352155,17.727843
2013,May,125,15,1,1,13.661312,13.003889,7.492080,10.967484,23.361483,15.061799
2013,May,125,16,0,1,12.395893,11.997668,7.634917,10.102597,18.886319,13.879505
2013,May,125,17,0,2,14.031758,12.963722,8.428398,10.935751,22.266474,14.966574
2013,May,125,18,1,2,14.983595,14.781426,9.904233,12.705198,21.758667,17.037526
2013,May,125,19,2,2,17.041655,16.812214,11.649862,14.561906,24.908748,19.449678
2013,May,125,20,3,2,17.389129,16.938170,12.324324,15.514055,25.464168,18.370572
2013,May,125,21,3,0,19.011938,15.728630,13.022581,14.085808,29.399767,17.529479
2013,May,125,22,2,0,17.349951,15.269574,11.403885,13.823953,27.066985,16.799489
2013,May,125,23,1,0,18.685130,15.258498,12.514749,13.332024,28.622189,17.394581
2013,May,125,24,0,0,14.646372,14.456102,7.666650,12.665525,23.417011,16.156760
2013,May,125,25,0,2,13.769918,13.197464,7.301655,11.046830,23.401156,15.521994
2013,May,125,26,1,2,14.742745,14.168138,8.055440,11.538783,23.496357,17.037526
2013,May,125,27,2,2,14.918298,14.392792,8.975878,12.363997,24.369159,16.696349
2013,May,125,28,3,2,18.815885,15.889963,12.506834,13.593855,28.876081,18.307057
2013,May,125,29,3,1,18.504943,16.372830,10.634246,14.133421,36.207738,18.933931
2013,May,125,30,2,1,14.720590,14.275591,9.475747,12.260857,22.623554,16.371027
2013,May,125,31,1,1,14.246657,13.236475,8.118907,10.967484,22.250596,15.625134
2013,May,125,32,0,1,11.955187,11.931216,6.809702,9.935966,18.449917,14.030257
2013,May,125,33,0,0,17.074220,14.546198,8.483925,12.260857,30.716935,17.061320
2013,May,125,34,1,0,16.176440,14.463377,9.126630,12.594095,26.614705,16.363087
2013,May,125,35,2,0,18.183426,15.959393,9.928027,14.085808,35.342851,18.132487
2013,May,125,36,3,0,18.665953,17.586668,11.935511,15.315691,26.773396,19.798794
2013,May,126,1,0,0,15.958734,14.249305,10.697713,12.625852,22.623554,16.077414
2013,May,126,2,1,0,14.921110,14.727697,10.253373,13.347879,19.981280,16.244045
2013,May,126,3,2,0,18.006713,15.865506,14.149275,14.657131,23.067895,17.148605
2013,May,126,4,3,0,18.049360,16.615332,11.991039,14.871350,27.265349,18.608609
2013,May,126,5,3,1,17.985057,15.614398,11.514965,13.506570,28.399983,18.235651
2013,May,126,6,2,1,14.258065,13.239120,9.348813,11.499110,22.298208,15.410915
2013,May,126,7,1,1,13.395001,12.801056,9.134570,11.356273,20.147911,14.561906
2013,May,126,8,0,1,13.864640,13.078442,7.119170,11.030975,25.059500,15.482321
2013,May,126,9,3,2,19.157408,16.206530,11.554638,14.069930,34.684291,19.132295
2013,May,126,10,2,2,17.015040,15.316849,8.642617,13.443103,34.739843,17.450133
2013,May,126,11,1,2,13.231183,12.388953,6.849375,10.665980,22.250596,14.530173
2013,May,126,12,0,2,13.410874,12.520705,6.920806,10.261312,22.798124,15.212551
2013,May,126,13,3,1,19.697628,17.151915,10.578695,15.283957,33.771792,19.449678
2013,May,126,14,2,1,19.259235,15.325611,11.594310,12.943235,31.359640,18.418184
2013,May,126,15,1,1,14.388328,13.210023,7.753935,11.213461,24.940482,15.426770
2013,May,126,16,0,1,13.114975,12.220837,7.904688,10.261312,20.258990,14.403215
2013,May,126,17,0,2,14.655958,13.084559,8.571210,11.134115,23.020282,15.291896
2013,May,126,18,1,2,15.454222,14.944584,10.332718,12.919417,22.337881,17.370787
2013,May,126,19,2,2,17.982744,17.135714,12.006918,14.831677,26.448050,19.981280
2013,May,126,20,3,2,18.147058,17.029091,12.522688,15.569606,27.550998,18.624464
2013,May,126,21,3,0,19.532816,15.777560,13.371697,14.173093,30.098024,17.696086
2013,May,126,22,2,0,17.927863,15.348091,11.665741,13.903299,28.693596,17.029586
2013,May,126,23,1,0,19.347509,15.341482,13.117781,13.458982,29.780641,17.640558
2013,May,126,24,0,0,15.366939,14.527515,8.039561,12.792459,27.677932,16.418639
2013,May,126,25,0,2,14.741090,13.501461,7.619038,11.332479,25.321332,16.164699
2013,May,126,26,1,2,15.519185,14.479574,8.126846,11.848226,25.353089,17.696086
2013,May,126,27,2,2,15.749458,14.638271,9.007612,12.617913,25.440350,17.172423
2013,May,126,28,3,2,19.764575,16.242399,12.649646,13.935056,30.883566,18.989459
2013,May,126,29,3,1,19.428179,16.612029,10.594574,14.323869,38.373890,19.481412
2013,May,126,30,2,1,15.756732,14.597439,9.689990,12.475076,26.122728,16.997853
2013,May,126,31,1,1,15.013681,13.469058,8.444253,11.245194,23.718539,16.132966
2013,May,126,32,0,1,13.059102,12.311755,7.135025,10.166064,19.854322,14.760271
2013,May,126,33,0,0,17.575592,14.624550,8.777514,12.475076,31.661168,17.275563
2013,May,126,34,1,0,16.745095,14.573636,9.190121,12.713113,29.407707,16.688409
2013,May,126,35,2,0,18.893415,16.126358,10.047045,14.220682,36.445776,18.457857
2013,May,126,36,3,0,19.334452,17.788505,12.324324,15.514055,28.987184,20.338336
2013,May,127,1,0,0,18.543790,15.321315,11.602250,13.197127,26.075116,17.521539
2013,May,127,2,1,0,18.085232,16.119079,11.483231,14.014402,23.655048,18.053141
2013,May,127,3,2,0,20.346618,16.831221,14.958635,15.228406,25.741878,18.497530
2013,May,127,4,3,0,21.103883,17.854299,13.355818,15.537873,30.232897,20.155850
2013,May,127,5,3,1,20.958583,17.060502,12.776604,14.228621,30.629674,19.997159
2013,May,127,6,2,1,17.057361,14.637116,10.681835,12.292591,25.368944,17.093077
2013,May,127,7,1,1,15.754088,14.086807,10.380331,12.102142,22.568026,16.077414
2013,May,127,8,0,1,17.058681,14.545203,8.690229,11.768880,28.027073,17.283502
2013,May,127,9,3,2,21.722298,17.397562,12.665525,14.680925,35.914150,20.608154
2013,May,127,10,2,2,20.370425,16.569213,10.499349,14.085808,39.159456,18.949786
2013,May,127,11,1,2,16.088502,13.754873,8.682290,11.451498,24.512020,16.125026
2013,May,127,12,0,2,16.607891,14.104828,8.491865,11.102381,24.972215,16.950241
2013,May,127,13,3,1,23.571245,18.570242,12.689319,15.918723,36.913934,21.211162
2013,May,127,14,2,1,21.701961,16.647566,13.411370,13.784280,33.430591,19.933668
2013,May,127,15,1,1,17.619398,14.708525,9.380546,11.935511,28.431717,17.212096
2013,May,127,16,0,1,15.508109,13.517658,9.055224,10.943690,22.425190,15.982190
2013,May,127,17,0,2,17.166297,14.323198,9.928027,11.705413,25.162640,16.862956
2013,May,127,18,1,2,17.569644,16.179255,11.403885,13.617673,24.218407,18.806973
2013,May,127,19,2,2,20.299506,18.443781,13.379636,15.656891,29.407707,21.544424
2013,May,127,20,3,2,20.762364,18.183256,13.982645,16.244045,31.867447,20.084444
2013,May,127,21,3,0,21.975218,16.725260,14.506379,14.688864,32.049957,18.854585
2013,May,127,22,2,0,20.964865,16.450685,13.078108,14.474621,31.185093,18.394366
2013,May,127,23,1,0,21.708409,16.397459,14.204827,14.054075,31.946793,18.973604
2013,May,127,24,0,0,18.626443,15.728460,9.626523,13.347879,28.677717,17.823043
2013,May,127,25,0,2,17.528979,14.926067,9.190121,12.054530,28.138152,17.926207
2013,May,127,26,1,2,18.430391,16.002211,9.824887,12.625852,28.638044,19.513145
2013,May,127,27,2,2,18.336994,15.968818,10.713592,13.332024,28.431717,18.775240
2013,May,127,28,3,2,22.419393,17.702882,14.173093,14.665070,33.573428,20.782700
2013,May,127,29,3,1,22.938621,18.086388,12.395731,15.014186,40.952697,21.338120
2013,May,127,30,2,1,18.992265,16.260251,11.372152,13.411370,30.161491,19.052950
2013,May,127,31,1,1,17.890008,14.928546,9.928027,11.967245,27.535120,17.926207
2013,May,127,32,0,1,15.775574,13.745617,8.729902,11.007157,23.369399,16.434494
2013,May,127,33,0,0,20.577553,15.972124,10.308924,13.117781,34.533492,18.941846
2013,May,127,34,1,0,20.589787,15.903023,10.911956,13.379636,31.438985,18.235651
2013,May,127,35,2,0,21.921323,17.331271,12.006918,14.911023,38.540521,19.957486
2013,May,127,36,3,0,23.374529,19.561085,14.046136,16.442433,32.502213,22.417250
2013,May,128,1,0,0,18.576521,16.135448,14.577785,14.950696,22.869530,17.045465
2013,May,128,2,1,0,18.825143,17.268781,14.918962,16.085353,22.972670,18.148366
2013,May,128,3,2,0,20.791458,17.768672,17.783371,16.886774,23.631254,18.457857
2013,May,128,4,3,0,20.974949,18.673558,16.767755,17.434254,25.543514,19.624224
2013,May,128,5,3,1,21.037766,18.138959,16.482106,16.569391,26.789275,19.354454
2013,May,128,6,2,1,17.422686,15.689949,14.133421,14.530173,20.965210,16.545573
2013,May,128,7,1,1,16.806426,15.448272,13.609734,14.252439,19.584551,16.418639
2013,May,128,8,0,1,16.967269,15.525634,12.356058,14.061990,23.797885,16.624919
2013,May,128,9,3,2,20.867993,18.074490,16.426554,16.743937,28.860226,19.140211
2013,May,128,10,2,2,19.138728,17.259192,14.434949,16.077414,27.011433,18.172160
2013,May,128,11,1,2,16.828909,15.006897,12.490955,13.665262,20.996943,16.140881
2013,May,128,12,0,2,16.782456,15.189070,12.498894,13.625589,21.512690,16.410699
2013,May,128,13,3,1,23.359487,19.662420,17.116871,18.172160,32.414952,20.854107
2013,May,128,14,2,1,21.805612,17.681224,16.950241,16.061535,28.455535,19.037071
2013,May,128,15,1,1,18.020103,15.869971,13.109842,14.260355,24.821463,17.037526
2013,May,128,16,0,1,16.169006,14.597273,12.356058,13.141599,19.560757,15.760031
2013,May,128,17,0,2,17.489470,15.290735,13.078108,13.744608,22.361675,16.466227
2013,May,128,18,1,2,17.573941,16.800802,13.665262,15.283957,21.147695,17.973796
2013,May,128,19,2,2,18.955570,18.438495,14.450827,16.688409,24.377099,19.782916
2013,May,128,20,3,2,18.956726,18.265915,14.276257,17.045465,25.416556,19.195762
2013,May,128,21,3,0,21.827765,17.483185,17.624679,16.394821,27.051106,18.346754
2013,May,128,22,2,0,20.928002,17.345814,16.497985,16.267839,26.527420,18.172160
2013,May,128,23,1,0,21.573521,17.117194,17.331114,15.839377,26.749602,18.132487
2013,May,128,24,0,0,18.244751,16.493503,13.165393,15.180817,26.360765,17.450133
2013,May,128,25,0,2,17.895792,16.119084,12.903562,14.458767,24.154940,17.465988
2013,May,128,26,1,2,18.828940,17.048102,13.443103,15.014186,25.440350,18.687955
2013,May,128,27,2,2,18.892755,17.122654,14.212766,15.537873,24.773851,18.378511
2013,May,128,28,3,2,22.792152,18.864647,17.616740,16.997853,30.113879,20.306602
2013,May,128,29,3,1,21.613032,18.842166,16.109148,17.212096,33.359185,20.092359
2013,May,128,30,2,1,19.462728,17.389129,15.125266,15.823498,25.757733,18.608609
2013,May,128,31,1,1,18.217808,15.995437,13.427225,14.284196,24.432674,17.346969
2013,May,128,32,0,1,16.625912,15.051534,12.427488,13.458982,20.536724,16.386881
2013,May,128,33,0,0,19.792018,16.768071,13.919178,15.172878,27.733484,18.037286
2013,May,128,34,1,0,19.965426,16.714347,14.538112,15.315691,29.788557,17.751637
2013,May,128,35,2,0,21.587901,18.283766,15.966335,16.934386,31.058136,19.394127
2013,May,128,36,3,0,23.115660,20.477876,18.219772,18.933931,29.487053,21.607891
2013,May,129,1,0,0,18.045561,16.214794,16.363087,15.577546,21.496811,16.997853
2013,May,129,2,1,0,18.213013,17.357224,17.069259,16.886774,20.616069,17.926207
2013,May,129,3,2,0,20.007245,17.773457,18.775240,17.386642,22.242656,18.227711
2013,May,129,4,3,0,19.759124,18.552224,17.989674,18.132487,22.441068,19.148150
2013,May,129,5,3,1,20.631937,18.603299,18.695894,17.823043,25.035706,19.695631
2013,May,129,6,2,1,17.195058,16.019897,16.085353,15.442649,20.711294,16.839161
2013,May,129,7,1,1,16.867257,15.985348,15.736237,15.410915,19.854322,16.743937
2013,May,129,8,0,1,16.539124,15.826491,14.926901,15.109387,23.059955,16.847101
2013,May,129,9,3,2,19.492315,18.025385,17.616740,17.394581,25.067440,19.100538
2013,May,129,10,2,2,17.834961,17.368465,15.807644,16.847101,21.496811,18.116632
2013,May,129,11,1,2,16.539125,15.459839,15.101472,14.863434,20.608154,16.283718
2013,May,129,12,0,2,16.457465,15.583161,15.022126,14.839616,20.330396,16.632858
2013,May,129,13,3,1,20.919570,19.641918,18.076959,19.052950,25.884691,20.504990
2013,May,129,14,2,1,21.226047,18.071508,19.362393,17.196217,26.059261,19.449678
2013,May,129,15,1,1,17.480052,16.308524,16.172639,15.656891,20.409790,17.124811
2013,May,129,16,0,1,16.370677,15.106916,15.077654,14.450827,18.854585,15.942517
2013,May,129,17,0,2,17.255723,15.628122,15.728298,14.903107,20.806518,16.561452
2013,May,129,18,1,2,17.277379,16.890895,15.791765,16.156760,20.013013,17.799249
2013,May,129,19,2,2,18.460315,18.363940,16.648737,17.450133,22.290269,19.481412
2013,May,129,20,3,2,17.934636,18.141602,15.990129,17.362848,21.242920,18.973604
2013,May,129,21,3,0,21.224726,17.674609,19.060865,17.021647,25.662532,18.640342
2013,May,129,22,2,0,20.152552,17.563193,18.505445,17.021647,24.519959,18.283263
2013,May,129,23,1,0,20.965360,17.168116,19.195762,16.490045,25.329271,18.116632
2013,May,129,24,0,0,17.575591,16.726584,15.823498,16.069475,21.306387,17.537394
2013,May,129,25,0,2,17.983077,16.648721,16.228166,15.863171,23.020282,17.704025
2013,May,129,26,1,2,18.692404,17.479386,16.839161,16.593185,24.432674,18.822828
2013,May,129,27,2,2,18.734885,17.739080,17.227951,17.045465,22.798124,18.680015
2013,May,129,28,3,2,22.593790,19.507197,20.703354,18.775240,26.162401,20.552602
2013,May,129,29,3,1,20.398858,18.996898,18.227711,18.219772,26.979700,20.314541
2013,May,129,30,2,1,18.904982,17.588321,17.585006,16.942301,22.195068,18.449917
2013,May,129,31,1,1,17.724865,16.304059,15.934601,15.490261,22.377554,17.418376
2013,May,129,32,0,1,16.612687,15.606799,15.276018,14.871350,19.513145,16.529718
2013,May,129,33,0,0,18.772582,16.713357,16.466227,15.926662,26.289359,17.950001
2013,May,129,34,1,0,18.694882,16.776836,16.712204,16.117087,23.115507,17.704025
2013,May,129,35,2,0,19.955345,18.311699,17.362848,17.743698,25.733939,19.227496
2013,May,129,36,3,0,21.334486,20.068241,19.203702,19.536939,25.464168,20.846191
2013,May,130,1,0,0,20.456360,17.222722,15.815583,15.387097,26.559177,19.227496
2013,May,130,2,1,0,20.495531,18.326318,16.466227,16.664591,24.980155,20.044771
2013,May,130,3,2,0,21.777574,18.534137,18.203917,17.100993,26.217952,20.179644
2013,May,130,4,3,0,21.996195,19.613255,17.592946,17.688170,27.836624,21.742788
2013,May,130,5,3,1,23.252076,19.813483,18.775240,17.934123,29.598132,21.925274
2013,May,130,6,2,1,19.024235,16.964251,15.680686,15.474382,23.583642,18.624464
2013,May,130,7,1,1,18.408029,16.783437,15.506116,15.506116,22.544208,18.132487
2013,May,130,8,0,1,19.273589,16.984342,14.466706,15.101472,28.987184,19.108477
2013,May,130,9,3,2,21.196651,18.793116,17.291442,17.093077,27.503386,20.735088
2013,May,130,10,2,2,20.250565,18.514050,16.061535,16.775694,28.701535,20.362154
2013,May,130,11,1,2,18.328517,16.305335,14.649191,14.815822,23.202792,17.934123
2013,May,130,12,0,2,18.427616,16.633026,14.553967,14.784089,23.956576,18.592730
2013,May,130,13,3,1,24.118815,20.756871,18.180099,18.703809,32.565728,23.004428
2013,May,130,14,2,1,22.976386,18.963796,18.981519,17.045465,29.090324,21.314326
2013,May,130,15,1,1,19.567508,17.408429,15.910783,15.712419,24.519959,19.084683
2013,May,130,16,0,1,18.266049,16.141072,14.879289,14.522234,22.710839,17.926207
2013,May,130,17,0,2,19.605322,16.756770,15.402976,14.911023,25.638714,18.680015
2013,May,130,18,1,2,19.398684,17.910677,15.466443,16.045681,23.932758,19.751182
2013,May,130,19,2,2,21.274484,19.578816,16.315475,17.315236,28.741208,22.068110
2013,May,130,20,3,2,20.247021,19.004312,15.736237,17.346969,26.297298,20.489135
2013,May,130,21,3,0,23.581282,19.018494,18.830767,16.981974,30.931178,21.338120
2013,May,130,22,2,0,22.397153,18.746015,17.934123,16.997853,28.820553,20.568481
2013,May,130,23,1,0,23.536373,18.348778,18.592730,16.331354,31.589738,20.703354
2013,May,130,24,0,0,20.366884,17.943090,15.387097,16.037741,28.201619,19.878140
2013,May,130,25,0,2,20.413311,17.722268,15.577546,15.807644,28.876081,19.878140
2013,May,130,26,1,2,21.112917,18.497848,16.196433,16.418639,28.899899,20.838252
2013,May,130,27,2,2,20.488269,18.679155,16.926447,17.140666,25.472108,20.385972
2013,May,130,28,3,2,25.442893,20.733742,20.608154,18.783155,33.581343,22.964755
2013,May,130,29,3,1,23.460908,20.112130,17.973796,17.965880,35.763398,22.520414
2013,May,130,30,2,1,21.803067,18.920409,16.974059,16.823283,31.034318,21.266714
2013,May,130,31,1,1,20.512072,17.579949,15.529934,15.410915,27.852502,19.933668
2013,May,130,32,0,1,18.470327,16.586257,14.776149,14.911023,22.972670,18.426099
2013,May,130,33,0,0,21.335084,17.978879,15.585461,15.458527,28.685656,20.687500
2013,May,130,34,1,0,21.965811,18.024630,16.482106,15.855256,29.590192,20.163789
2013,May,130,35,2,0,22.000079,19.289285,17.164484,17.362848,30.312243,21.544424
2013,May,130,36,3,0,24.112228,21.470146,19.132295,18.989459,31.811920,24.147001
2013,May,131,1,0,0,18.945648,17.422186,17.426315,16.870895,20.743027,18.267384
2013,May,131,2,1,0,19.573318,18.669762,18.045226,18.132487,21.457139,19.251314
2013,May,131,3,2,0,21.024537,18.997396,19.798794,18.537202,22.322002,19.655958
2013,May,131,4,3,0,20.820883,19.850697,19.100538,19.156089,22.702900,20.449463
2013,May,131,5,3,1,21.779661,19.740273,19.687715,18.981519,24.750057,20.243135
2013,May,131,6,2,1,18.242438,17.210104,17.037526,16.720143,19.608369,17.743698
2013,May,131,7,1,1,18.010349,17.184811,16.823283,16.696349,19.378248,17.553273
2013,May,131,8,0,1,17.597582,17.024798,15.982190,16.426554,19.981280,17.640558
2013,May,131,9,3,2,20.177016,18.985826,18.672076,18.449917,22.044292,19.608369
2013,May,131,10,2,2,19.108973,18.780682,17.450133,18.251505,21.504751,19.259229
2013,May,131,11,1,2,17.785698,16.789403,15.982190,16.188493,20.147911,17.180338
2013,May,131,12,0,2,17.702881,16.947762,16.069475,16.259900,19.878140,17.402521
2013,May,131,13,3,1,22.496093,20.991811,19.854322,20.314541,26.598850,21.655503
2013,May,131,14,2,1,22.035553,19.149810,20.338336,18.457857,24.131122,19.846407
2013,May,131,15,1,1,18.626608,17.636587,17.331114,17.093077,20.235196,18.140426
2013,May,131,16,0,1,17.555592,16.406552,16.172639,15.807644,19.021192,16.926447
2013,May,131,17,0,2,18.350712,16.852713,16.886774,16.259900,20.298663,17.497721
2013,May,131,18,1,2,18.640492,18.183423,17.323175,17.624679,20.243135,18.735567
2013,May,131,19,2,2,20.410093,19.901444,18.957725,19.306841,22.377554,20.489135
2013,May,131,20,3,2,20.051216,19.712172,18.846646,19.330659,21.599975,19.957486
2013,May,131,21,3,0,21.891570,19.069635,20.163789,18.457857,24.004164,19.909874
2013,May,131,22,2,0,21.506740,19.164357,19.497266,18.473712,24.115267,19.608369
2013,May,131,23,1,0,22.028443,18.476349,20.076504,17.767516,24.432674,19.195762
2013,May,131,24,0,0,18.776541,18.118624,16.759816,17.442194,21.441284,18.568936
2013,May,131,25,0,2,18.641154,17.709982,16.934386,17.093077,21.020737,18.529263
2013,May,131,26,1,2,19.417931,18.460151,17.529479,17.719904,22.456923,19.076744
2013,May,131,27,2,2,19.279570,18.740017,17.950001,18.251505,21.544424,19.298902
2013,May,131,28,3,2,23.340809,20.431920,21.433344,19.735303,26.630583,21.131816
