Andropogon gerardii (Big Bluestem) by individual plant,,,,,,,,,,,,,,,,,,,,,,,
Incomplete plants were removed for curve fitting,,,,,,,,,,,,,,,,,,,,,,,
Fit Curves per plant,,,,Day of year 2003,,,,,,,,,,,,,,,,,,,
Heat?,Water?,Plot,Plant,191,195,199,206,213,218,225,231,239,247,253,260,267,276,281,288,297,303,310,320
n,y,8,1,0,0,0,0,0,0,0,0.5,1.5,1.5,1.5,2,2,2,3,3.25,3.5,3.5,3.5,3.5
n,y,8,2,0,0,0,0,0,0,0,0,0.5,0.5,1.5,2,2,2,2.5,2.5,2.5,3,3,3.5
n,y,8,5,0,0,0,0,0,0,1,1,2,2.5,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5,3.5
n,y,8,6,0,0,0,0,0,0,0.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5
n,y,8,7,0,0,0,0,0,0,0,0.5,0.5,0.5,1.5,1.5,2,2.5,3,3.5,3.5,3.5,3.5,3.5
n,y,8,8,0,0,0,0,0,0,0,0,0,0,0,0.5,1.5,2,2,2,3,3.25,3.5,3.5
n,y,8,9,0,0,0,0,0,0,0,0,0,0,0,1,1.5,2,2,2.5,3,3,3.5,3.5
n,y,8,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1.5,2,3,3,3,3.5,3.5
y,y,9,1,0,0,0,0,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3.5,3.5,3.5
y,y,9,2,0,0,1.5,0.5,1.5,2,2,2,2.5,2.5,2.5,2.5,2.5,2.5,3,3.25,3.5,3.5,3.5,3.5
y,y,9,3,0,0,2,2,2,2,2,2,2,2.5,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5,3.5
y,y,9,4,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,1,1,2,2.5,2.5,3,3,4,4
y,y,9,5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,2,2,2,2.5,3,4,4
y,y,9,6,0,0,0,0.5,2.5,0.5,0.5,0.5,0.5,0.5,0.75,1,1.5,1.5,1.5,2,2.5,3,4,4
y,y,9,7,0,0,0,0,0,0,0.5,0,0,0.5,1.5,1.5,1.5,2,2,2,2.5,3,4,4
y,y,9,8,0,0,0,0,0,0,0,0,0,0.5,0.5,1,1.5,2,2,2,2.5,3,4,4
y,y,9,9,0,0,0,0,0,0,0.5,0.5,1,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5,4,4
y,y,9,10,0,0,0,0,0,0,0,0,1,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5,4,4
n,n,10,1,0,0,0,0,0,0,0.5,1,1.5,2,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5,3.5,3.5
n,n,10,3,0,0,0,0,0,0,0,1,2.5,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5,3.5,3.5
n,n,10,5,0,0,0,0,0,0,0,1,1,1.5,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5,3.5
n,n,10,6,0,0,0,0,0,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5,3.5
n,n,10,8,0,0,0,0,0,0,0,0,0,0.25,0.5,1,2.5,2.5,3,3.25,3.5,3.5,3.5,3.5
n,n,10,9,0,0,0,0,0,0,3,3,3,3,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5
n,n,10,10,0,0,0,0,0,0,0,0,0,0.5,1.5,1.5,2,2.5,3,3,3.5,3.5,3.5,3.5
n,n,10,12,0,0,0,0,0,0,0,0,0,0,0.5,1,2.5,2.5,3,2.5,3.5,3.5,3.5,3.5
n,n,10,14,0,0,0,0,0,0,0,0,0,0.5,0.5,1.5,2.5,2.5,3,3,3.5,3.5,3.5,3.5
n,y,11,1,0,0,0,0,0,1,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.5,3.5,3.5,3.5,3.5
n,y,11,2,0,0,0,0,0,0,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5
n,y,11,3,0,0,0,0,0,0,1,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5
n,y,11,4,0,0,0,0,0,0.5,1,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5
n,y,11,5,0,0,0,0,0,2,2,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
n,y,11,6,0,0,0,0,0.5,0.5,0.5,1.5,2.5,2.5,2.5,3,3,3.5,3.5,4,4,4,4,4
n,y,11,7,0,0,0,0,0.5,1,1.5,2.5,3,3,3,3,2,2.5,2.5,3.5,3.5,3.5,3.5,3.5
n,y,11,8,0,0,0,0,1,2.5,2.5,3,3,3,3,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5
n,y,11,9,0,0,0,0,1,2,2,2,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.5,3.5,3.5,3.5,3.5
n,y,11,10,0,0,0,0,0.5,1,1,3,3,3,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5,3.5,3.5
y,n,12,1,0,0,0.5,0.5,1,1,1.5,1.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3.5,3,3.5,3.5
y,n,12,2,0,0,0,0.5,2,1,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5
y,n,12,4,0,0,0.5,1,2,2,2.5,2.5,2.5,3,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5
y,n,12,13,0,0,0,0,0,0,0,0,0,0,0.5,1,1.5,2,2,3.5,3.5,3.5,3.5,3.5
y,n,12,15,0,0,0,0,0,0,0,0,0,0.25,0.5,1,1,2.5,3.5,3,3.5,3.5,3.5,3.5
y,n,12,16,0,0,0,0,0,0,0,0,0,0,0.25,0.5,1.5,2,2,2,2.5,2.75,3.5,3.5
y,n,12,17,0,0,0,0,0,0,0,0,0.25,0.5,1,1.5,1.5,2,3,2.5,3,3.25,3.5,3.5
y,n,12,18,0,0,0,0,0,0,0,0,0,0,0.25,0.5,1,2,2.5,2.5,3,3,3.5,3.5
y,n,12,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1.75,2.5,3,3.5,3.5,3.5,3.5
y,n,12,20,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2.5,3.5,3.5,3.5,3.5,3.5
y,y,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.5,2,2,2.5,3,3.5,3.5
y,y,13,2,0,0,0.5,0.5,1,3,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
y,y,13,4,0,0,0,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,3,3,3,3.5,3.5
y,y,13,5,0,0,0,0,0,0,0,0,0,0.25,0.5,0.5,1,2,2,3.5,3.5,3.5,3.5,3.5
y,y,13,7,0,1,1.5,3,3,3,3,3,3,3.5,3.5,4,4,4,4,4,4,4,4,4
y,y,13,8,0,1,1,0.5,0.5,2.5,0.5,0,0.5,0.5,1,1,1,1.5,2.5,3.5,3.5,3.5,4,4
y,y,13,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2.5,3.5,3.5,3.5,3.5,3.5
y,y,13,12,0,0,0,0,0,0,0,0,0,0.25,0.5,1,1,1.5,2.5,3.5,3.5,3.5,4,4
y,y,13,16,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1.5,2.5,3.5,3.5,3.5,3.5,3.5
y,y,13,19,0,0,0,0,0,0,0,0,0.5,1,1,1,1.25,1.5,2.5,3.5,3.5,3.5,4,4
n,n,14,2,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1.5,2.5,3.5,3.5,3.5,3.5,3.5
n,n,14,3,0,0,0,0,0,0,0,0,0,0,1.5,2.5,2.5,2.5,3,3.5,3.5,3.5,4,4
n,n,14,5,0,0,0,0,0,0,0,0.5,0.5,1,1.5,1.5,2,2.5,2.5,3.5,3.5,3.5,3.5,3.5
n,n,14,6,0,0,0,0,0,0,0,0.5,1,1,1.75,2.5,2.5,2.5,3,4,4,3.5,3.5,3.5
n,n,14,7,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,2.5,2.5,3,4,4,3.5,3.5,3.5
n,n,14,8,0,0,0,0,0,0,0,0.5,0.5,1.5,2,2,2,2,2,3.5,3.5,3.5,3.5,3.5
n,n,14,9,0,0,0,0,0,0,0,0,1,2,2.5,2.5,2.5,2.5,3,3,3.5,3.5,3.5,3.5
n,n,14,10,0,0,0,0,0,0,0,0,0.5,2.5,2.5,0.5,1,2,2,3.5,3.5,3.5,3.5,3.5
y,n,15,1,1,1,1.5,2.5,2.5,2.5,2.5,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
y,n,15,3,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,2,2,2,2,3.5,3.5,3.5,3.5,3.5
y,n,15,4,0,0,0,0,0,0,0,0.25,0.5,1,1.25,1.5,1.5,2,2,3.5,3.5,3.5,3.5,3.5
y,n,15,6,0,0,0,0,0,0,0.5,0.5,1,1.5,2,2.5,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5
y,n,15,7,0,0,0,0,0,0,0,0.5,0.5,1,2,2,2,2.5,2.5,3.5,3.5,3.5,3.5,3.5
y,n,15,9,0,0,0,0,0,0,0,0,1,2,2,2,2,2.5,2.5,3.5,3.5,3.5,3.5,3.5
y,n,15,10,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,1.5,2,2,3,3.5,3.5,3.5,3.5
y,n,15,11,0,0,0,0,0,0,0,0,0,0.5,0.5,1,1,1.5,2.5,4,4,4,4,4
y,n,15,12,0,0,0,0,0,0,0,0,0,0.5,0.75,1,1.5,2,2,3.5,3.5,3.5,3.5,3.5
y,n,15,15,0,0,0,0,0,0,0,0,0,0,0.5,1,1,2,2,2,2.5,3,3.5,3.5
y,n,15,18,0,0,0,0,0,0,0,0,0,0.5,1,1,1,2,2,3.5,3.5,3.5,3.5,3.5
n,y,16,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,1.5,2,3,4,4,4,4,4,4,4,4
n,y,16,2,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.83,1.33,1.5,2.5,2.5,2.5,3.5,3.5,3.5,3.5,4
n,y,16,3,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4
n,y,16,8,0,0,0,0,2,2,2,2,2,2.25,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5,3.5,3.5
n,y,16,9,0,0,0,0,0,0,0,0,0.5,1.5,1.5,1.75,2,2.5,2.5,3.5,3.5,3.5,3.5,3.5
n,y,16,10,0,0,0,0,0,0,0,0,1,1.5,1.5,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5,3.5
n,y,16,16,0,0,0,0,0,0,0,0,0,0,0.5,1,2,3,3,3.5,3.5,3.5,3.5,3.5
y,y,17,4,0,0,0,0,0,0,0,0.5,0.5,1.5,1,1.5,2,2,2,2.5,3,3.5,3.5,3.5
y,y,17,5,0,0,0,0,0,0,0.5,0.5,0.5,2,2,2,2.66,3,3.33,3.5,3.5,3.5,3.5,3.5
y,y,17,6,0,0,0,0,0,0,0,0.5,0.5,1.5,1,0.5,1.5,2,2,3,3,3.5,3,3.5
y,y,17,7,0,0,0,0,0.5,0.5,0.5,1,1.5,2,1.5,0.5,1,2,2,3,3,3.5,3.5,3.5
y,y,17,9,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1.5,1.5,1.5,2,2,3,3,3.5,3.5,3.5
y,y,17,10,0,0,0,0,0,0,0,0,0,1,1,1.5,2,2.5,2.5,3,3,3.5,3.5,3.5
y,y,17,11,0,0,0,0,1,2,2,2,2.5,2.5,2.5,2.5,2.88,3.23,3.63,4,4,4,4,4
y,y,17,12,0,0,0,0,0,0,0,0.25,0.5,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5,3.5,3.5
y,y,17,18,0,0,0,0,0,0,0,0,0,0,0,1,1.5,2,2,3,3,3.5,3.5,3.5
n,n,18,1,0,0,0,0,0,1,1,1.5,2.5,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5,3.5,3.5
n,n,18,2,0,0,0,0,0,0,0,0.5,0.5,1.5,1.5,1.5,2,2,2,3,3,3.5,3.5,3.5
n,n,18,5,0,0,0,0,0.5,0.5,1,1,2.5,2.5,2.5,2.5,2.5,3,3,3.25,3.5,3.5,3.5,3.5
n,n,18,6,0,0,0,0,0.5,1,1,1,2,2,2.5,2.5,2.5,3,3,3.25,3.5,3.5,3.5,3.5
n,n,18,7,0,0,0,0,0,0,0,1,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3.5,3.5,3.5,3.5
n,n,18,8,0,0,0,0,0,0,0.5,1,1.25,1.5,1.5,2.5,2.5,2.5,2.5,2.75,3,3,3.5,3.5
n,n,18,9,0,0,0,0,0,0,0.5,0.5,1,1.5,1.5,1.5,1.5,2.5,3,3.25,3.5,3.5,3.5,3.5
n,n,18,13,0,0,0,0,0,0,0,0,0.5,1.5,1.5,2.5,4,4,4,4,4,4,4,4
y,n,19,2,0,0,0,0,0,0,0,0,0.5,0,0,0,1.5,2,2.5,3.5,3.5,3.5,3.5,3.5
y,n,19,3,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,2,3,4,4,4,4,4
y,n,19,5,0,0,0,0,0,0,0,0,0,0,0,0.5,1,2,2,2,3,3,3,3.5
y,n,19,6,0,0,0,0,0,0,0,0,0,0.5,0.5,1,1.5,2,2,2.5,3,3.5,4,4
y,n,19,7,0,0,0,0,0,0,0,0,0,0,1,2.5,2.5,2.5,3,3,3.5,3.5,4,4
y,n,19,9,0,0,0,0,0,0,0.25,0.5,1,2,2,2,2.5,2.5,2.5,3.5,3.5,3.5,3.5,3.5
y,n,19,11,0,0,0,0,0,0,0.25,0.5,0.5,0.5,0.5,1,1,2.5,2.5,3,3,3.5,3.5,3.5
n,y,20,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,2,2,3.5,3.5,3.5,3.5,3.5
n,y,20,2,0,0,0,0,0,0,0,0,0.5,1.5,1.5,1.5,2,2,2.5,3.5,3.5,3.5,3.5,3.5
n,y,20,3,0,0,0,0,0,0,0,0.5,0.5,0.5,1,1,1.5,2,2.5,3,3.5,3.5,3.5,3.5
n,y,20,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,2,3.5,3.5,3.5,3.5,3.5
n,y,20,5,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,1,1,1.5,2,3,4,4,4,4
n,y,20,6,0,0,0,0,0,0,0,0.5,0.5,1.5,1.5,1.5,1.5,2,2,2.5,3,3.5,3.5,3.5
n,y,20,7,0,0,0,0,0,0,0,0.5,0.5,0.5,1,2.5,2.5,2.5,3,3,3,4,4,4
n,y,20,8,0,0,0,0,0,0,0,0,0.5,0.5,1,1,1,1.5,2,3.5,3.5,3.5,3.5,3.5
n,y,20,9,0,0,0,0,0,0,0,1,2.5,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5,3.5,3.5
n,y,20,10,0,0,0,0,0,0,0,0.5,0.5,0.5,1,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5,3.5
