YEAR,JD,Plot, Air 15 cm,7.5cm,Air_SD,7.5_SD
2004,360,1,-11.356,1.3951,0.1312,0.00594
2004,360,2,-12.069,2.222,0.10056,0.00579
2004,360,3,-13.045,3.36,0.07508,0.00707
2004,360,4,-11.551,3.6877,0.10265,0.00701
2004,360,5,-99999,-99999,0,0
2004,360,6,-9.9244,1.7266,0.05992,0.0049
2004,360,7,-99999,3.1186,0,0.00724
2004,360,8,-3.318,-11.315,0.03171,0.08504
2004,360,9,-11.344,1.9069,0.09772,0.00481
2004,360,10,-11.517,2.2377,0.18047,0.0071
2004,360,11,-12.465,0.80991,0.07176,0.00589
2004,360,12,2.3613,4.2317,0.00577,0.00389
2004,360,13,-12.579,5.2893,0.24683,0.0045
2004,360,14,-12.894,1.9679,0.10175,0.0068
2004,360,15,0.61402,-11.406,0.00806,0.10008
2004,360,16,-11.388,1.751,0.08443,0.00659
2004,360,17,-12.804,-99999,0.10266,0
2004,360,18,-12.832,2.648,0.10943,0.0072
2004,360,19,-12.606,1.7967,0.10808,0.00534
2004,360,20,-12.869,2.0903,0.07369,0.0062
2004,360,1,-11.627,1.3777,0.17039,0.00674
2004,360,2,-12.301,2.2003,0.13006,0.00698
2004,360,3,-13.296,3.3333,0.07392,0.0078
2004,360,4,-11.86,3.6649,0.12948,0.00724
2004,360,5,-99999,-99999,0,0
2004,360,6,-10.19,1.7138,0.15388,0.00597
2004,360,7,-99999,3.0935,0,0.00831
2004,360,8,-3.3233,-11.549,0.04308,0.06249
2004,360,9,-11.553,1.8935,0.08832,0.0086
2004,360,10,-11.757,2.2151,0.09024,0.00724
2004,360,11,-12.718,0.7908,0.0885,0.00839
2004,360,12,2.3457,4.2209,0.00598,0.00496
2004,360,13,-13.133,5.2809,0.14482,0.00494
2004,360,14,-13.161,1.9476,0.07722,0.00834
2004,360,15,0.58977,-11.675,0.00914,0.12382
2004,360,16,-11.669,1.7314,0.09191,0.00731
2004,360,17,-13.226,-99999,0.19089,0
2004,360,18,-13.16,2.6279,0.08191,0.00706
2004,360,19,-12.902,1.7838,0.13194,0.00579
2004,360,20,-13.098,2.0696,0.06883,0.00748
2004,360,1,-11.58,1.3555,0.20233,0.00851
2004,360,2,-12.194,2.1763,0.36176,0.00934
2004,360,3,-12.424,3.3101,0.65152,0.00872
2004,360,4,-11.646,3.6467,0.31218,0.00701
2004,360,5,-99999,-99999,0,0
2004,360,6,-10.165,1.6991,0.10269,0.006
2004,360,7,-99999,3.0607,0,0.01158
2004,360,8,-3.2269,-11.463,0.05069,0.12419
2004,360,9,-11.344,1.8501,0.14977,0.01711
2004,360,10,-11.51,2.1913,0.24303,0.00851
2004,360,11,-12.757,0.75582,0.10121,0.0135
2004,360,12,2.3259,4.2081,0.00705,0.00633
2004,360,13,-13.028,5.271,0.28445,0.00543
2004,360,14,-12.645,1.9172,0.30969,0.0105
2004,360,15,0.5681,-11.683,0.00774,0.18388
2004,360,16,-11.689,1.7075,0.1176,0.0082
2004,360,17,-13.147,-99999,0.25635,0
2004,360,18,-13.094,2.6065,0.19107,0.00704
2004,360,19,-12.833,1.7644,0.16953,0.00837
2004,360,20,-12.626,2.0492,0.27795,0.00708
2004,360,1,-10.796,1.3313,0.2665,0.00872
2004,360,2,-11.139,2.1476,0.23594,0.00904
2004,360,3,-11.447,3.2834,0.29091,0.00885
2004,360,4,-11.043,3.6275,0.12674,0.00605
2004,360,5,-99999,-99999,0,0
2004,360,6,-9.7852,1.685,0.19716,0.00543
2004,360,7,-99999,3.0207,0,0.01247
2004,360,8,-3.1095,-10.923,0.04349,0.20889
2004,360,9,-10.579,1.7909,0.14535,0.01705
2004,360,10,-10.738,2.1706,0.22331,0.00616
2004,360,11,-12.161,0.70915,0.15231,0.01291
2004,360,12,2.308,4.192,0.007,0.00571
2004,360,13,-12.019,5.2591,0.21398,0.00503
2004,360,14,-11.824,1.8848,0.35765,0.0104
2004,360,15,0.55186,-11.183,0.00629,0.14985
2004,360,16,-11.291,1.6868,0.13339,0.00675
2004,360,17,-12.335,-99999,0.23307,0
2004,360,18,-12.417,2.5861,0.18563,0.00566
2004,360,19,-12.119,1.7402,0.2338,0.00835
2004,360,20,-11.747,2.0265,0.26376,0.00729
2004,360,1,-11.016,1.3173,0.17366,0.00527
2004,360,2,-11.605,2.1291,0.23333,0.00585
2004,360,3,-12.409,3.2606,0.26231,0.00774
2004,360,4,-11.256,3.6115,0.17484,0.00618
2004,360,5,-99999,-99999,0,0
2004,360,6,-9.702,1.6743,0.09112,0.00446
2004,360,7,-99999,2.9921,0,0.00525
2004,360,8,-3.2348,-10.944,0.03896,0.1538
2004,360,9,-11.011,1.7638,0.19346,0.0046
2004,360,10,-11.161,2.1534,0.18661,0.00561
2004,360,11,-12.38,0.68153,0.08048,0.00468
2004,360,12,2.295,4.1844,0.00498,0.00377
2004,360,13,-12.316,5.2514,0.16849,0.00389
2004,360,14,-12.423,1.8626,0.20711,0.00592
2004,360,15,0.53345,-11.152,0.00735,0.08913
2004,360,16,-11.147,1.6719,0.06412,0.00482
2004,360,17,-12.583,-99999,0.16625,0
2004,360,18,-12.517,2.5693,0.10306,0.00604
2004,360,19,-12.227,1.7221,0.16767,0.00469
2004,360,20,-12.192,2.0126,0.27047,0.00541
2004,360,1,-11.372,1.3071,0.16945,0.00535
2004,360,2,-12.049,2.1139,0.11245,0.00594
2004,360,3,-13.01,3.2369,0.12657,0.00809
2004,360,4,-11.541,3.5921,0.13189,0.00664
2004,360,5,-99999,-99999,0,0
2004,360,6,-9.9045,1.6666,0.07507,0.00496
2004,360,7,-99999,2.9767,0,0.00514
2004,360,8,-3.3561,-11.291,0.02504,0.07841
2004,360,9,-11.344,1.7627,0.12993,0.00398
2004,360,10,-11.514,2.1375,0.148,0.00626
2004,360,11,-12.497,0.67328,0.08437,0.00513
2004,360,12,2.2841,4.18,0.00574,0.00515
2004,360,13,-12.523,5.2454,0.25203,0.00428
2004,360,14,-12.853,1.8488,0.08617,0.00658
2004,360,15,0.51529,-11.517,0.00621,0.10963
2004,360,16,-11.387,1.658,0.07969,0.00686
2004,360,17,-12.819,-99999,0.15104,0
2004,360,18,-12.778,2.5533,0.08533,0.00591
2004,360,19,-12.557,1.7136,0.11176,0.00481
2004,360,20,-12.769,1.9995,0.14763,0.00487
2004,360,1,-11.451,1.2961,0.11961,0.00521
2004,360,2,-12.145,2.1003,0.09738,0.00535
2004,360,3,-13.3,3.2206,0.09672,0.00711
2004,360,4,-11.691,3.5772,0.08055,0.00683
2004,360,5,-99999,-99999,0,0
2004,360,6,-10.032,1.655,0.05861,0.0051
2004,360,7,-99999,2.9628,0,0.00642
2004,360,8,-3.3999,-11.469,0.05245,0.05257
2004,360,9,-11.515,1.7651,0.08176,0.0034
2004,360,10,-11.753,2.1214,0.19551,0.00675
2004,360,11,-12.516,0.66274,0.07555,0.0052
2004,360,12,2.268,4.1731,0.00621,0.00508
2004,360,13,-12.571,5.241,0.16627,0.00444
2004,360,14,-12.983,1.833,0.06032,0.0064
2004,360,15,0.49617,-11.603,0.00708,0.05519
2004,360,16,-11.59,1.6414,0.07173,0.00693
2004,360,17,-12.83,-99999,0.10117,0
2004,360,18,-12.982,2.5359,0.07006,0.00669
2004,360,19,-12.809,1.7035,0.10965,0.00464
2004,360,20,-13.097,1.9862,0.08498,0.00646
2004,360,1,-11.556,1.2838,0.11175,0.00574
2004,360,2,-12.17,2.0851,0.12655,0.00682
2004,360,3,-13.567,3.2009,0.07336,0.00686
2004,360,4,-11.86,3.5578,0.07779,0.00632
2004,360,5,-99999,-99999,0,0
2004,360,6,-10.104,1.6441,0.05948,0.00572
2004,360,7,-99999,2.9462,0,0.00758
2004,360,8,-3.5165,-11.628,0.0393,0.04747
2004,360,9,-11.636,1.7615,0.07902,0.00537
2004,360,10,-11.889,2.1023,0.12138,0.00696
2004,360,11,-12.655,0.64765,0.09021,0.00657
2004,360,12,2.2487,4.1636,0.00736,0.00448
2004,360,13,-13.006,5.2337,0.20202,0.00523
2004,360,14,-13.113,1.8157,0.09338,0.00676
2004,360,15,0.47663,-11.729,0.00714,0.06167
2004,360,16,-11.761,1.6233,0.05792,0.00764
2004,360,17,-13.048,-99999,0.15234,0
2004,360,18,-13.088,2.5164,0.08032,0.00696
2004,360,19,-12.925,1.6906,0.09592,0.00596
2004,360,20,-13.308,1.9698,0.07012,0.00668
2004,360,1,-11.815,1.2683,0.07069,0.00633
2004,360,2,-12.425,2.067,0.13206,0.00621
2004,360,3,-13.593,3.181,0.04637,0.00756
2004,360,4,-12.002,3.5392,0.10427,0.00642
2004,360,5,-99999,-99999,0,0
2004,360,6,-10.205,1.6294,0.048,0.0059
2004,360,7,-99999,2.9252,0,0.0078
2004,360,8,-3.5218,-11.767,0.01702,0.03936
2004,360,9,-11.706,1.7474,0.07546,0.00647
2004,360,10,-12,2.0833,0.08379,0.00698
2004,360,11,-12.809,0.62627,0.07473,0.0068
2004,360,12,2.2286,4.1522,0.00669,0.00544
2004,360,13,-13.213,5.2273,0.21496,0.00444
2004,360,14,-13.261,1.7954,0.11453,0.00729
2004,360,15,0.45689,-11.874,0.00701,0.04856
2004,360,16,-11.955,1.6039,0.06756,0.00725
2004,360,17,-13.566,-99999,0.10402,0
2004,360,18,-13.393,2.4977,0.05503,0.00678
2004,360,19,-13.17,1.6771,0.0834,0.0066
2004,360,20,-13.342,1.9538,0.04504,0.00638
2004,360,1,-11.886,1.2506,0.10682,0.00738
2004,360,2,-12.551,2.0451,0.11056,0.00744
2004,360,3,-13.311,3.1556,0.13853,0.00821
2004,360,4,-12.049,3.5188,0.09506,0.0065
2004,360,5,-99999,-99999,0,0
2004,360,6,-10.347,1.6155,0.06125,0.00615
2004,360,7,-99999,2.891,0,0.0096
2004,360,8,-3.4182,-11.832,0.02943,0.05407
2004,360,9,-11.701,1.7105,0.1049,0.01307
2004,360,10,-11.957,2.063,0.10287,0.00671
2004,360,11,-12.816,0.59937,0.1169,0.01047
2004,360,12,2.2075,4.1393,0.00757,0.00624
2004,360,13,-13.251,5.2177,0.07425,0.00482
2004,360,14,-13.01,1.7716,0.1929,0.00912
2004,360,15,0.43985,-11.944,0.00651,0.03585
2004,360,16,-12.047,1.5824,0.02759,0.00716
2004,360,17,-13.489,-99999,0.13354,0
2004,360,18,-13.453,2.4784,0.04032,0.00696
2004,360,19,-13.127,1.6586,0.09587,0.00734
2004,360,20,-12.915,1.9338,0.1567,0.00642
2004,360,1,-11.847,1.2334,0.08349,0.00557
2004,360,2,-12.507,2.026,0.12874,0.00629
2004,360,3,-13.308,3.136,0.06256,0.00754
2004,360,4,-11.922,3.5021,0.08819,0.00669
2004,360,5,-99999,-99999,0,0
2004,360,6,-10.231,1.6012,0.07673,0.00522
2004,360,7,-99999,2.867,0,0.00775
2004,360,8,-3.496,-11.795,0.04946,0.0745
2004,360,9,-11.782,1.6824,0.09349,0.00636
2004,360,10,-12.043,2.0451,0.08706,0.00594
2004,360,11,-12.91,0.57042,0.05523,0.00703
2004,360,12,2.1874,4.128,0.00611,0.00456
2004,360,13,-13.255,5.208,0.06313,0.00483
2004,360,14,-13.19,1.7479,0.06442,0.00742
2004,360,15,0.42272,-11.951,0.00689,0.0336
2004,360,16,-12.002,1.5634,0.03207,0.00726
2004,360,17,-13.506,-99999,0.06584,0
2004,360,18,-13.366,2.4608,0.05443,0.00707
2004,360,19,-13.014,1.6405,0.07954,0.00626
2004,360,20,-13.047,1.9179,0.08504,0.00546
2004,360,1,-11.788,1.2243,0.07391,0.00542
2004,360,2,-12.542,2.0155,0.08767,0.00517
2004,360,3,-13.481,3.1221,0.06125,0.00562
2004,360,4,-12.045,3.4901,0.12155,0.00523
2004,360,5,-99999,-99999,0,0
2004,360,6,-10.299,1.5847,0.09223,0.00614
2004,360,7,-99999,2.837,0,0.01123
2004,360,8,-3.5357,-11.879,0.05377,0.07106
2004,360,9,-11.76,1.6573,0.09171,0.01173
2004,360,10,-11.994,2.0213,0.08276,0.00968
2004,360,11,-12.883,0.54207,0.07157,0.01272
2004,360,12,2.1604,4.1109,0.01063,0.00818
2004,360,13,-13.133,5.1957,0.12774,0.0064
2004,360,14,-13.229,1.7217,0.09557,0.01047
2004,360,15,0.40073,-11.955,0.00845,0.03851
2004,360,16,-12.029,1.5418,0.03088,0.00852
2004,360,17,-13.631,-99999,0.07892,0
2004,360,18,-13.469,2.4357,0.05962,0.0094
2004,360,19,-13.07,1.6168,0.08597,0.01007
2004,360,20,-13.176,1.8953,0.15956,0.00946
2004,360,1,-11.509,1.2034,0.35855,0.00958
2004,360,2,-12.207,1.9917,0.39094,0.01109
2004,360,3,-12.41,3.1004,0.71675,0.00811
2004,360,4,-11.679,3.4763,0.31246,0.00549
2004,360,5,-99999,-99999,0,0
2004,360,6,-10.266,1.5678,0.14694,0.00552
2004,360,7,-99999,2.8034,0,0.01233
2004,360,8,-3.2516,-11.414,0.07956,0.26119
2004,360,9,-11.102,1.6042,0.28,0.02213
2004,360,10,-11.448,1.9977,0.36958,0.00668
2004,360,11,-12.443,0.49865,0.2872,0.01611
2004,360,12,2.1311,4.0892,0.00962,0.00778
2004,360,13,-12.556,5.179,0.39736,0.00691
2004,360,14,-12.342,1.6831,0.48535,0.01413
2004,360,15,0.38531,-11.61,0.00498,0.32478
2004,360,16,-11.797,1.5186,0.21002,0.00723
2004,360,17,-13.074,-99999,0.36467,0
2004,360,18,-12.995,2.4111,0.3066,0.00799
2004,360,19,-12.689,1.5897,0.31715,0.00907
2004,360,20,-12.354,1.8681,0.45198,0.00941
2004,360,1,-10.843,1.1753,0.43987,0.00751
2004,360,2,-11.284,1.9612,0.50607,0.0062
2004,360,3,-11.158,3.0691,0.62507,0.00834
2004,360,4,-10.847,3.4594,0.38394,0.00601
2004,360,5,-99999,-99999,0,0
2004,360,6,-9.8656,1.5603,0.11699,0.00441
2004,360,7,-99999,2.7641,0,0.00897
2004,360,8,-3.0442,-10.678,0.13834,0.26171
2004,360,9,-10.101,1.5431,0.51441,0.01572
2004,360,10,-10.218,1.9908,0.55999,0.00471
2004,360,11,-11.207,0.45804,0.58117,0.00782
2004,360,12,2.1152,4.0813,0.00485,0.00459
2004,360,13,-11.149,5.168,0.67515,0.00513
2004,360,14,-10.995,1.6505,0.6298,0.00658
2004,360,15,0.38019,-10.877,0.00448,0.22988
2004,360,16,-11.089,1.5069,0.29356,0.00521
2004,360,17,-12.095,-99999,0.4809,0
2004,360,18,-12.178,2.3983,0.3458,0.0046
2004,360,19,-12.025,1.5706,0.33588,0.006
2004,360,20,-11.295,1.8529,0.4747,0.00477
2004,360,1,-9.7797,1.1608,0.41246,0.00453
2004,360,2,-10.004,1.947,0.29985,0.00503
2004,360,3,-9.6114,3.0514,0.23331,0.00641
2004,360,4,-9.5839,3.4495,0.24329,0.00506
2004,360,5,-99999,-99999,0,0
2004,360,6,-9.3459,1.5543,0.18716,0.00459
2004,360,7,-99999,2.7386,0,0.00683
2004,360,8,-2.7531,-9.7484,0.03987,0.1747
