JULIAN DAY,TIME,Plot,air,7.5
36,245,11,-0.65369,2.0633
36,245,12,4.1279,6.0134
36,245,13,-0.68701,6.5172
36,245,14,-0.09988,3.2344
36,245,15,2.0135,1.914
36,245,16,-4.6635,3.5091
36,245,17,-99999,-99999
36,245,18,-10.458,4.4994
36,245,19,-1.1227,3.826
36,245,20,-5.2728,4.1459
36,300,1,1.6588,3.7117
36,300,2,-3.9253,4.2289
36,300,3,-6.5018,4.5995
36,300,4,-99999,5.4154
36,300,5,-99999,4.2746
36,300,6,-7.3259,3.839
36,300,7,0.42126,4.3328
36,300,8,0.07728,-9.8007
36,300,9,-9.5648,3.9745
36,300,10,1.4263,4.1495
36,300,11,-0.66197,2.0502
36,300,12,4.0784,5.9805
36,300,13,-0.67283,6.5038
36,300,14,-0.1012,3.186
36,300,15,2.0101,1.9197
36,300,16,-4.5349,3.4673
36,300,17,-99999,-99999
36,300,18,-10.428,4.4551
36,300,19,-1.1622,3.7796
36,300,20,-5.1809,4.0993
36,315,1,1.6629,3.6767
36,315,2,-3.7293,4.1863
36,315,3,-6.2075,4.5482
36,315,4,-99999,5.3683
36,315,5,-99999,4.2305
36,315,6,-6.9278,3.7992
36,315,7,0.43369,4.3049
36,315,8,0.13867,-9.3144
36,315,9,-9.2464,3.9442
36,315,10,1.4581,4.1076
36,315,11,-0.62482,2.0468
36,315,12,4.0358,5.9499
36,315,13,-0.64686,6.4928
36,315,14,-0.09016,3.1491
36,315,15,2.0064,1.9365
36,315,16,-4.3313,3.4315
36,315,17,-99999,-99999
36,315,18,-9.8842,4.4129
36,315,19,-1.0881,3.7378
36,315,20,-4.8712,4.0575
36,330,1,1.6728,3.6468
36,330,2,-3.7818,4.146
36,330,3,-6.1295,4.4999
36,330,4,-99999,5.3232
36,330,5,-99999,4.1868
36,330,6,-6.6824,3.7592
36,330,7,0.45844,4.282
36,330,8,0.20038,-9.1485
36,330,9,-9.2699,3.9107
36,330,10,1.477,4.0665
36,330,11,-0.61646,2.0497
36,330,12,3.9938,5.9177
36,330,13,-0.61207,6.4787
36,330,14,-0.06914,3.1151
36,330,15,2.0073,1.9577
36,330,16,-4.2146,3.3963
36,330,17,-99999,-99999
36,330,18,-9.5352,4.3713
36,330,19,-1.1104,3.6998
36,330,20,-4.6898,4.0207
36,345,1,1.654,3.6124
36,345,2,-3.9277,4.1067
36,345,3,-6.4168,4.4542
36,345,4,-99999,5.282
36,345,5,-99999,4.1416
36,345,6,-7.037,3.7206
36,345,7,0.43669,4.2543
36,345,8,0.17937,-9.647
36,345,9,-9.5144,3.8721
36,345,10,1.4185,4.0297
36,345,11,-0.65107,2.0391
36,345,12,3.9548,5.8863
36,345,13,-0.60108,6.4636
36,345,14,-0.06956,3.0823
36,345,15,1.9974,1.9216
36,345,16,-4.3647,3.3645
36,345,17,-99999,-99999
36,345,18,-9.8489,4.3309
36,345,19,-1.1468,3.6642
36,345,20,-4.9236,3.9849
36,400,1,1.6214,3.5749
36,400,2,-3.7564,4.0697
36,400,3,-6.1674,4.4093
36,400,4,-7.8499,5.2409
36,400,5,-99999,4.1014
36,400,6,-6.9714,3.6849
36,400,7,0.39298,4.2262
36,400,8,0.13798,-9.2248
36,400,9,-8.966,3.845
36,400,10,1.373,3.9936
36,400,11,-0.65315,2.0081
36,400,12,3.9202,5.8561
36,400,13,-0.63017,6.4483
36,400,14,-0.09545,3.0475
36,400,15,1.9613,1.8823
36,400,16,-4.3209,3.3294
36,400,17,-99999,-99999
36,400,18,-9.7992,4.2944
36,400,19,-1.0723,3.6301
36,400,20,-4.8364,3.95
36,415,1,1.65,3.5491
36,415,2,-3.3132,4.0297
36,415,3,-5.3872,4.3671
36,415,4,-99999,5.1996
36,415,5,-99999,4.062
36,415,6,-5.9232,3.6486
36,415,7,0.46883,4.203
36,415,8,0.29479,-8.0323
36,415,9,-7.9046,3.8128
36,415,10,1.5299,3.9635
36,415,11,-0.56023,2.0219
36,415,12,3.8898,5.8274
36,415,13,-0.55167,6.4349
36,415,14,-0.05545,3.018
36,415,15,1.9909,1.9754
36,415,16,-3.7387,3.3036
36,415,17,-99999,-99999
36,415,18,-8.8229,4.2585
36,415,19,-0.80368,3.5953
36,415,20,-4.1244,3.915
36,430,1,1.6392,3.5232
36,430,2,-3.676,3.9937
36,430,3,-6.032,4.3238
36,430,4,-99999,5.1606
36,430,5,-99999,4.0239
36,430,6,-6.4565,3.6156
36,430,7,0.48492,4.1825
36,430,8,0.31321,-8.8377
36,430,9,-8.8714,3.7754
36,430,10,1.486,3.9323
36,430,11,-0.60009,2.0358
36,430,12,3.8594,5.7952
36,430,13,-0.4955,6.4148
36,430,14,-0.02233,2.9884
36,430,15,2.0109,1.9575
36,430,16,-3.9161,3.2793
36,430,17,-99999,-99999
36,430,18,-9.4146,4.225
36,430,19,-1.0172,3.5643
36,430,20,-4.5103,3.8847
36,445,1,1.5764,3.4863
36,445,2,-3.9665,3.9632
36,445,3,-6.4142,4.2871
36,445,4,-99999,5.1256
36,445,5,-99999,3.9883
36,445,6,-7.0973,3.5861
36,445,7,0.39244,4.1556
36,445,8,0.15761,-9.6036
36,445,9,-9.5928,3.7487
36,445,10,1.3295,3.9036
36,445,11,-0.68382,1.9885
36,445,12,3.8307,5.7652
36,445,13,-0.56493,6.3994
36,445,14,-0.06683,2.9612
36,445,15,1.9506,1.8469
36,445,16,-4.3913,3.2508
36,445,17,-99999,-99999
36,445,18,-9.9915,4.1921
36,445,19,-1.1298,3.5385
36,445,20,-4.9489,3.8559
36,500,1,1.4981,3.4515
36,500,2,-4.286,3.9333
36,500,3,-7.0093,4.252
36,500,4,-99999,5.0914
36,500,5,-99999,3.9569
36,500,6,-7.7264,3.5563
36,500,7,0.29128,4.1281
36,500,8,-0.01761,-10.459
36,500,9,-10.31,3.7335
36,500,10,1.165,3.8675
36,500,11,-0.74004,1.9283
36,500,12,3.8038,5.7376
36,500,13,-0.67661,6.3845
36,500,14,-0.14165,2.9297
36,500,15,1.8774,1.7414
36,500,16,-4.7513,3.2125
36,500,17,-99999,-99999
36,500,18,-10.704,4.162
36,500,19,-1.2417,3.5106
36,500,20,-5.4406,3.8256
36,515,1,1.4443,3.41
36,515,2,-4.0778,3.8951
36,515,3,-6.6051,4.2136
36,515,4,-99999,5.056
36,515,5,-99999,3.9235
36,515,6,-7.4498,3.5208
36,515,7,0.26075,4.0948
36,515,8,-0.0898,-10.067
36,515,9,-9.7742,3.7113
36,515,10,1.1485,3.829
36,515,11,-0.72766,1.8715
36,515,12,3.7724,5.7101
36,515,13,-0.77534,6.3726
36,515,14,-0.20886,2.8927
36,515,15,1.8153,1.6941
36,515,16,-4.69,3.1729
36,515,17,-99999,-99999
36,515,18,-10.395,4.1309
36,515,19,-1.2424,3.4752
36,515,20,-5.2473,3.7898
36,530,1,1.4581,3.3777
36,530,2,-3.8306,3.8544
36,530,3,-6.1204,4.1742
36,530,4,-99999,5.0207
36,530,5,-99999,3.8833
36,530,6,-6.7037,3.482
36,530,7,0.27847,4.0633
36,530,8,0.02822,-9.2774
36,530,9,-9.0566,3.6738
36,530,10,1.2306,3.7884
36,530,11,-0.67769,1.8584
36,530,12,3.7331,5.6786
36,530,13,-0.76557,6.3552
36,530,14,-0.20854,2.8504
36,530,15,1.8113,1.743
36,530,16,-4.2945,3.1342
36,530,17,-99999,-99999
36,530,18,-9.634,4.0959
36,530,19,-1.1141,3.4344
36,530,20,-4.7368,3.7538
36,545,1,1.4359,3.3428
36,545,2,-3.8646,3.8136
36,545,3,-6.26,4.1316
36,545,4,-99999,4.983
36,545,5,-99999,3.8441
36,545,6,-6.8632,3.4489
36,545,7,0.24542,4.0337
36,545,8,0.0159,-9.4039
36,545,9,-9.2344,3.6312
36,545,10,1.1901,3.7495
36,545,11,-0.71595,1.8415
36,545,12,3.6975,5.6485
36,545,13,-0.77574,6.3341
36,545,14,-0.22272,2.81
36,545,15,1.7942,1.7143
36,545,16,-4.3911,3.0993
36,545,17,-99999,-99999
36,545,18,-9.787,4.0585
36,545,19,-1.1939,3.395
36,545,20,-4.8431,3.7144
36,600,1,1.45,3.3135
36,600,2,-3.6172,3.7749
36,600,3,-5.6458,4.0913
36,600,4,-99999,4.9452
36,600,5,-99999,3.8072
36,600,6,-6.2321,3.4164
36,600,7,0.26869,4.0079
36,600,8,0.11462,-8.5803
36,600,9,-8.4006,3.5931
36,600,10,1.2814,3.7178
36,600,11,-0.68319,1.8348
36,600,12,3.6655,5.6203
36,600,13,-0.74459,6.3177
36,600,14,-0.20632,2.7757
36,600,15,1.7991,1.7544
36,600,16,-4.0758,3.0717
36,600,17,-99999,-99999
36,600,18,-9.05,4.0288
36,600,19,-1.0557,3.3627
36,600,20,-4.408,3.6862
36,615,1,1.4777,3.2933
36,615,2,-3.2779,3.7431
36,615,3,-5.25,4.0538
36,615,4,-99999,4.9098
36,615,5,-99999,3.7728
36,615,6,-5.7266,3.3889
36,615,7,0.3165,3.9878
36,615,8,0.22927,-7.9179
36,615,9,-7.6735,3.5588
36,615,10,1.3707,3.6925
36,615,11,-0.63968,1.8511
36,615,12,3.641,5.593
36,615,13,-0.66905,6.301
36,615,14,-0.16307,2.752
36,615,15,1.8311,1.8228
36,615,16,-3.693,3.0526
36,615,17,-99999,-99999
36,615,18,-8.5159,3.9982
36,615,19,-0.92724,3.3329
36,615,20,-4.026,3.6565
36,630,1,1.4919,3.278
36,630,2,-3.2171,3.7163
36,630,3,-5.1981,4.0215
36,630,4,-99999,4.8773
36,630,5,-99999,3.7425
36,630,6,-5.6721,3.3646
36,630,7,0.35211,3.9733
36,630,8,0.29972,-7.8233
36,630,9,-7.5936,3.5365
36,630,10,1.398,3.6724
36,630,11,-0.62852,1.8737
36,630,12,3.6191,5.5664
36,630,13,-0.59171,6.2858
36,630,14,-0.11881,2.7367
36,630,15,1.8589,1.8414
36,630,16,-3.6583,3.0385
36,630,17,-99999,-99999
36,630,18,-8.5321,3.97
36,630,19,-0.91944,3.3098
36,630,20,-4.0052,3.6313
36,645,1,1.5119,3.2638
36,645,2,-2.9233,3.6909
36,645,3,-4.714,3.9907
36,645,4,-99999,4.8475
36,645,5,-99999,3.7138
36,645,6,-5.1141,3.3429
36,645,7,0.39585,3.9607
36,645,8,0.43315,-6.798
36,645,9,-6.6682,3.5074
36,645,10,1.5015,3.6566
36,645,11,-0.58681,1.8936
36,645,12,3.6024,5.54
36,645,13,-0.50595,6.2668
36,645,14,-0.07141,2.7197
36,645,15,1.8817,1.9073
36,645,16,-3.3386,3.0261
36,645,17,-99999,-99999
36,645,18,-7.9844,3.9445
36,645,19,-0.76357,3.2901
36,645,20,-3.637,3.6092
36,700,1,1.5329,3.2455
36,700,2,-2.6555,3.6596
36,700,3,-4.2911,3.9586
36,700,4,-5.4506,4.8217
36,700,5,-99999,3.6781
36,700,6,-4.4763,3.3223
36,700,7,0.45415,3.9432
36,700,8,0.65017,-5.927
36,700,9,-5.6323,3.4512
36,700,10,1.6538,3.6444
36,700,11,-0.56502,1.9221
36,700,12,3.5873,5.51
36,700,13,-0.37377,6.2436
36,700,14,-0.00702,2.6998
36,700,15,1.9343,2.0123
36,700,16,-2.9657,3.0236
36,700,17,-99999,-99999
36,700,18,-7.5346,3.9182
36,700,19,-0.65687,3.271
36,700,20,-3.3629,3.588
36,715,1,1.6028,3.2507
36,715,2,-2.2984,3.6509
36,715,3,-3.6999,3.9383
36,715,4,-4.8043,4.8001
36,715,5,-99999,3.6619
36,715,6,-3.8549,3.3124
36,715,7,0.57095,3.9493
36,715,8,0.89334,-4.8492
36,715,9,-4.4417,3.4481
36,715,10,1.8595,3.6454
36,715,11,-0.49796,1.9878
36,715,12,3.5857,5.4912
36,715,13,-0.20259,6.2295
36,715,14,0.08968,2.7032
36,715,15,2.0026,2.1134
36,715,16,-2.5716,3.0317
36,715,17,-99999,-99999
36,715,18,-6.6307,3.901
36,715,19,-0.42989,3.2611
36,715,20,-2.8268,3.5784
36,730,1,1.702,3.2675
36,730,2,-1.9817,3.6484
36,730,3,-3.1523,3.923
36,730,4,-99999,4.7778
36,730,5,-99999,3.6536
36,730,6,-3.3176,3.3067
36,730,7,0.71825,3.9642
36,730,8,1.0963,-4.3173
36,730,9,-4.1267,3.4594
36,730,10,2.0052,3.654
36,730,11,-0.43729,2.0766
36,730,12,3.5914,5.4706
36,730,13,-0.01495,6.2167
36,730,14,0.2106,2.719
36,730,15,2.088,2.2209
36,730,16,-2.1313,3.0461
36,730,17,-99999,-99999
36,730,18,-5.7292,3.8856
36,730,19,-0.14714,3.2596
36,730,20,-2.3299,3.5752
36,745,1,1.8176,3.2917
36,745,2,-1.647,3.6483
36,745,3,-2.4995,3.9126
36,745,4,-4.1846,4.7582
36,745,5,-99999,3.6508
36,745,6,-2.512,3.3061
36,745,7,0.8979,3.9817
36,745,8,1.3244,-3.1681
36,745,9,-3.1053,3.4701
36,745,10,2.1741,3.6689
36,745,11,-0.37259,2.1669
36,745,12,3.6001,5.4474
36,745,13,0.20915,6.2045
36,745,14,0.3649,2.7367
36,745,15,2.1872,2.3482
36,745,16,-1.625,3.069
36,745,17,-99999,-99999
36,745,18,-4.6608,3.8724
36,745,19,0.14217,3.2638
36,745,20,-1.7742,3.5762
36,800,1,1.9603,3.3262
36,800,2,-1.2768,3.6592
36,800,3,-1.8915,3.909
36,800,4,-2.9221,4.742
36,800,5,-99999,3.6561
36,800,6,-1.9681,3.3148
36,800,7,1.0854,4.0105
36,800,8,1.5672,-2.6628
36,800,9,-2.5565,3.4971
36,800,10,2.3354,3.6921
36,800,11,-0.30838,2.2679
36,800,12,3.618,5.4285
36,800,13,0.46011,6.1933
36,800,14,0.54071,2.7678
36,800,15,2.3003,2.4814
36,800,16,-1.1769,3.0992
36,800,17,-99999,-99999
36,800,18,-3.678,3.8644
36,800,19,0.43646,3.2764
36,800,20,-1.262,3.5859
36,815,1,2.1743,3.3738
36,815,2,-0.50663,3.6763
36,815,3,-0.59913,3.9097
36,815,4,-99999,4.7263
36,815,5,-99999,3.6679
36,815,6,-0.71578,3.3293
36,815,7,1.3174,4.0471
36,815,8,1.9222,-1.2232
36,815,9,-0.93088,3.5299
36,815,10,2.5717,3.724
36,815,11,-0.23198,2.3875
36,815,12,3.6444,5.411
36,815,13,0.77256,6.1834
36,815,14,0.74798,2.8069
36,815,15,2.445,2.6611
36,815,16,-0.43186,3.1403
36,815,17,-99999,-99999
36,815,18,-1.763,3.8626
36,815,19,0.92784,3.2973
36,815,20,-0.36681,3.6031
36,830,1,2.3965,3.4385
36,830,2,0.15156,3.7009
36,830,3,0.03935,3.9133
36,830,4,-99999,4.7154
36,830,5,-99999,3.6833
36,830,6,-0.05306,3.3532
36,830,7,1.6225,4.092
36,830,8,2.33,0.09755
36,830,9,0.2059,3.5581
36,830,10,2.8594,3.7656
36,830,11,0.04575,2.5424
36,830,12,3.6773,5.393
36,830,13,1.1971,6.1698
36,830,14,1.0325,2.8565
36,830,15,2.6358,2.8969
36,830,16,0.11233,3.1962
36,830,17,-99999,-99999
36,830,18,-0.10298,3.865
36,830,19,1.7419,3.3261
36,830,20,0.28898,3.6281
36,845,1,2.6901,3.5205
36,845,2,0.90391,3.7396
36,845,3,1.6789,3.925
36,845,4,-99999,4.7109
36,845,5,-99999,3.7079
36,845,6,1.1216,3.3899
36,845,7,2.0213,4.151
36,845,8,2.8338,1.4411
36,845,9,1.7134,3.6044
36,845,10,3.2191,3.8223
36,845,11,0.69598,2.7266
36,845,12,3.7231,5.3773
36,845,13,1.7016,6.1573
36,845,14,1.4315,2.9203
36,845,15,2.8495,3.1349
36,845,16,1.5093,3.2688
36,845,17,-99999,-99999
36,845,18,1.0761,3.8744
36,845,19,2.2498,3.369
36,845,20,1.9164,3.6644
36,900,1,3.1545,3.6262
36,900,2,2.038,3.7956
36,900,3,3.5165,3.9522
36,900,4,-99999,4.7121
36,900,5,-99999,3.7498
36,900,6,3.4949,3.4399
36,900,7,2.4668,4.2307
36,900,8,3.2831,2.9164
36,900,9,3.2013,3.6672
36,900,10,3.5992,3.8961
36,900,11,1.4634,2.9535
36,900,12,3.782,5.3653
36,900,13,2.2647,6.1474
36,900,14,1.8789,3.0054
36,900,15,3.1055,3.3857
36,900,16,2.9952,3.3581
36,900,17,-99999,-99999
36,900,18,2.9377,3.8944
36,900,19,2.7093,3.4279
36,900,20,3.2223,3.7168
36,915,1,3.634,3.7452
36,915,2,2.9466,3.8696
36,915,3,4.4235,3.9945
36,915,4,-99999,4.7204
36,915,5,-99999,3.8095
36,915,6,4.7166,3.5062
36,915,7,2.9114,4.3245
36,915,8,3.7569,4.307
36,915,9,4.7779,3.752
36,915,10,3.9484,3.9872
36,915,11,2.2007,3.2079
36,915,12,3.8567,5.3545
36,915,13,2.8105,6.1395
36,915,14,2.342,3.1073
36,915,15,3.3533,3.6017
36,915,16,3.954,3.4616
36,915,17,-99999,-99999
36,915,18,4.0063,3.922
36,915,19,3.1297,3.502
36,915,20,3.9056,3.7832
36,930,1,4.0364,3.8757
36,930,2,4.2513,3.9597
36,930,3,5.5382,4.0521
36,930,4,-99999,4.7352
36,930,5,-99999,3.8842
36,930,6,5.7024,3.5865
36,930,7,3.37,4.4294
36,930,8,4.2349,5.5093
36,930,9,6.1358,3.8527
36,930,10,4.3327,4.0952
36,930,11,2.8221,3.4665
36,930,12,3.9439,5.3445
36,930,13,3.3546,6.1297
36,930,14,2.8057,3.2259
36,930,15,3.5962,3.833
36,930,16,4.8317,3.5753
36,930,17,-99999,-99999
36,930,18,5.3242,3.9598
36,930,19,3.6616,3.5883
36,930,20,5.0195,3.8636
36,945,1,4.4344,4.0193
36,945,2,5.6831,4.0622
36,945,3,6.5878,4.1226
36,945,4,-99999,4.7565
36,945,5,-99999,3.9701
36,945,6,6.937,3.6788
36,945,7,3.8048,4.5368
36,945,8,4.6559,6.7871
36,945,9,7.4864,3.9481
36,945,10,4.7131,4.2115
36,945,11,3.3853,3.731
36,945,12,4.0492,5.3398
36,945,13,3.9221,6.1227
36,945,14,3.285,3.3566
36,945,15,3.8395,4.0733
36,945,16,5.6929,3.6979
36,945,17,-99999,-99999
36,945,18,6.0548,4.0073
36,945,19,4.1885,3.6873
36,945,20,5.8084,3.9512
36,1000,1,4.8414,4.1726
36,1000,2,6.5007,4.1759
36,1000,3,7.5314,4.2046
36,1000,4,7.7917,4.7837
36,1000,5,-99999,4.0761
36,1000,6,8.1005,3.7805
36,1000,7,4.2505,4.6584
36,1000,8,5.0778,7.9227
36,1000,9,8.6268,4.0615
36,1000,10,5.0595,4.3389
36,1000,11,3.9394,4.0003
36,1000,12,4.1617,5.3373
36,1000,13,4.4433,6.1182
36,1000,14,3.7414,3.5
36,1000,15,4.086,4.3099
36,1000,16,6.5583,3.8249
36,1000,17,-99999,-99999
36,1000,18,7.5856,4.0617
36,1000,19,4.5238,3.7913
36,1000,20,6.8525,4.0455
36,1015,1,5.2832,4.3346
36,1015,2,7.6228,4.2975
36,1015,3,8.8399,4.2949
36,1015,4,8.73,4.8196
36,1015,5,-99999,4.1866
36,1015,6,9.5588,3.8899
36,1015,7,4.7174,4.7859
36,1015,8,5.5827,9.5638
36,1015,9,10.191,4.1872
36,1015,10,5.5071,4.4753
36,1015,11,4.571,4.2716
36,1015,12,4.2808,5.3319
36,1015,13,4.9693,6.1096
36,1015,14,4.2082,3.6477
36,1015,15,4.3568,4.5935
36,1015,16,7.3054,3.9588
36,1015,17,-99999,-99999
36,1015,18,9.25,4.1237
36,1015,19,5.1472,3.9018
36,1015,20,7.8024,4.1439
36,1030,1,5.7111,4.5057
36,1030,2,8.559,4.4266
36,1030,3,10.064,4.3912
36,1030,4,9.6531,4.8602
36,1030,5,-99999,4.3076
36,1030,6,10.875,4.009
36,1030,7,5.1974,4.9209
36,1030,8,6.0963,10.811
36,1030,9,11.603,4.3246
36,1030,10,5.9474,4.6247
36,1030,11,5.1474,4.5412
36,1030,12,4.4086,5.3318
36,1030,13,5.4761,6.1032
36,1030,14,4.6663,3.8038
36,1030,15,4.6113,4.851
36,1030,16,8.2152,4.1027
36,1030,17,-99999,-99999
36,1030,18,10.704,4.1925
36,1030,19,5.757,4.02
36,1030,20,8.8731,4.2523
36,1045,1,6.1292,4.6823
36,1045,2,9.325,4.5644
36,1045,3,11.167,4.4947
36,1045,4,10.656,4.9081
36,1045,5,-99999,4.4351
36,1045,6,11.972,4.133
36,1045,7,5.6362,5.0577
36,1045,8,6.5584,11.781
36,1045,9,12.737,4.4688
36,1045,10,6.3428,4.7774
36,1045,11,5.7512,4.8057
36,1045,12,4.5394,5.3311
36,1045,13,5.9751,6.0961
36,1045,14,5.1198,3.969
36,1045,15,4.8694,5.1233
36,1045,16,9.1039,4.2491
36,1045,17,-99999,-99999
36,1045,18,12.056,4.2681
36,1045,19,6.3239,4.1426
36,1045,20,9.7296,4.3675
36,1100,1,6.4395,4.8558
36,1100,2,9.6968,4.7112
36,1100,3,11.329,4.6077
36,1100,4,10.81,4.9606
36,1100,5,-99999,4.5709
36,1100,6,12.283,4.266
36,1100,7,5.9522,5.1972
36,1100,8,6.784,11.49
36,1100,9,12.31,4.6217
36,1100,10,6.6098,4.9351
36,1100,11,6.1257,5.0674
36,1100,12,4.6747,5.3352
36,1100,13,6.3898,6.0929
36,1100,14,5.5324,4.141
36,1100,15,5.0984,5.3319
36,1100,16,9.3627,4.3969
36,1100,17,-99999,-99999
