JULIAN DAY,TIME,Plot,air,7.5,aa
9,2130,7,4.779,6.2655,
9,2130,8,4.4561,2.4969,
9,2130,9,1.2329,6.1944,
9,2130,10,4.8059,6.291,
9,2130,11,3.6295,5.0235,
9,2130,12,6.3614,6.6082,
9,2130,13,3.7519,6.6126,
9,2130,14,3.8073,5.5714,
9,2130,15,4.9482,5.211,
9,2130,16,2.65,5.846,
9,2130,17,,,
9,2130,18,3.0576,6.149,
9,2130,19,3.797,5.7996,
9,2130,20,2.4739,5.8136,
9,2145,1,4.7771,5.9361,
9,2145,2,1.7777,6.1381,
9,2145,3,1.2603,6.3276,
9,2145,4,,6.6443,
9,2145,5,,6.1925,
9,2145,6,1.4398,5.6151,
9,2145,7,4.6728,6.2153,
9,2145,8,4.3702,2.1706,
9,2145,9,0.99797,6.1247,
9,2145,10,4.721,6.2237,
9,2145,11,3.4998,4.9469,
9,2145,12,6.297,6.5943,
9,2145,13,3.64,6.6151,
9,2145,14,3.6922,5.5024,
9,2145,15,4.8739,5.1386,
9,2145,16,2.297,5.7782,
9,2145,17,,,
9,2145,18,2.8517,6.1031,
9,2145,19,3.7167,5.7397,
9,2145,20,2.3731,5.7585,
9,2200,1,4.6786,5.8709,
9,2200,2,1.6147,6.0748,
9,2200,3,1.0329,6.2639,
9,2200,4,,6.6095,
9,2200,5,,6.1253,
9,2200,6,1.2866,5.5631,
9,2200,7,4.57,6.1662,
9,2200,8,4.2696,1.973,
9,2200,9,0.7771,6.0608,
9,2200,10,4.6317,6.1594,
9,2200,11,3.3688,4.8756,
9,2200,12,6.2329,6.5817,
9,2200,13,3.5303,6.6171,
9,2200,14,3.5797,5.4326,
9,2200,15,4.79,5.0654,
9,2200,16,2.263,5.7132,
9,2200,17,,,
9,2200,18,2.3633,6.0597,
9,2200,19,3.5689,5.6816,
9,2200,20,2.1439,5.7047,
9,2215,1,4.5889,5.8067,
9,2215,2,1.4501,6.0125,
9,2215,3,0.78301,6.202,
9,2215,4,,6.5754,
9,2215,5,,6.0623,
9,2215,6,1.1143,5.5113,
9,2215,7,4.4582,6.1186,
9,2215,8,4.1497,1.6459,
9,2215,9,0.43561,6,
9,2215,10,4.5375,6.0955,
9,2215,11,3.2412,4.8045,
9,2215,12,6.1715,6.5687,
9,2215,13,3.4151,6.6177,
9,2215,14,3.4656,5.3647,
9,2215,15,4.7088,4.9943,
9,2215,16,1.926,5.6478,
9,2215,17,,,
9,2215,18,2.2526,6.016,
9,2215,19,3.4325,5.6243,
9,2215,20,1.9947,5.6508,
9,2230,1,4.49,5.7402,
9,2230,2,1.1706,5.9502,
9,2230,3,0.35602,6.139,
9,2230,4,,6.5408,
9,2230,5,,5.998,
9,2230,6,0.8884,5.4602,
9,2230,7,4.3521,6.0692,
9,2230,8,4.0396,1.3012,
9,2230,9,0.10238,5.9387,
9,2230,10,4.4375,6.033,
9,2230,11,3.1173,4.733,
9,2230,12,6.1093,6.5552,
9,2230,13,3.2963,6.6189,
9,2230,14,3.347,5.2983,
9,2230,15,4.6316,4.9208,
9,2230,16,1.7029,5.5828,
9,2230,17,,,
9,2230,18,1.8022,5.9725,
9,2230,19,3.2788,5.5679,
9,2230,20,1.6464,5.5973,
9,2245,1,4.4104,5.6765,
9,2245,2,1.1025,5.8906,
9,2245,3,0.4216,6.0794,
9,2245,4,,6.5057,
9,2245,5,,5.9357,
9,2245,6,0.83021,5.4092,
9,2245,7,4.2617,6.0212,
9,2245,8,3.9516,1.2669,
9,2245,9,0.07,5.8796,
9,2245,10,4.364,5.9696,
9,2245,11,3.0135,4.6659,
9,2245,12,6.0482,6.5396,
9,2245,13,3.1852,6.6185,
9,2245,14,3.2348,5.232,
9,2245,15,4.5591,4.857,
9,2245,16,1.6342,5.5197,
9,2245,17,,,
9,2245,18,1.8445,5.9281,
9,2245,19,3.2126,5.5121,
9,2245,20,1.6015,5.545,
9,2300,1,4.3275,5.6128,
9,2300,2,0.94189,5.8284,
9,2300,3,0.19898,6.0193,
9,2300,4,,6.4706,
9,2300,5,,5.8718,
9,2300,6,0.71215,5.3563,
9,2300,7,4.1678,5.9718,
9,2300,8,3.8554,1.0244,
9,2300,9,-0.17659,5.8152,
9,2300,10,4.283,5.9069,
9,2300,11,2.8935,4.5987,
9,2300,12,5.9869,6.5238,
9,2300,13,3.0794,6.6175,
9,2300,14,3.1277,5.1678,
9,2300,15,4.4884,4.7917,
9,2300,16,1.3543,5.4568,
9,2300,17,,,
9,2300,18,1.6196,5.8848,
9,2300,19,3.1215,5.4562,
9,2300,20,1.4448,5.4921,
9,2315,1,4.228,5.5495,
9,2315,2,0.67999,5.7693,
9,2315,3,-0.26218,5.9605,
9,2315,4,,6.4359,
9,2315,5,,5.8117,
9,2315,6,0.4751,5.3064,
9,2315,7,4.0725,5.9256,
9,2315,8,3.77,0.72875,
9,2315,9,-0.4914,5.7575,
9,2315,10,4.2126,5.8467,
9,2315,11,2.7884,4.5337,
9,2315,12,5.9265,6.5069,
9,2315,13,2.9766,6.6162,
9,2315,14,3.0238,5.1038,
9,2315,15,4.4215,4.7265,
9,2315,16,1.2841,5.3955,
9,2315,17,,,
9,2315,18,1.0504,5.8399,
9,2315,19,2.9292,5.4004,
9,2315,20,1.1395,5.4408,
9,2330,1,4.1554,5.488,
9,2330,2,0.64181,5.7124,
9,2330,3,-0.35244,5.9035,
9,2330,4,-2.2348,6.3998,
9,2330,5,,5.7532,
9,2330,6,0.37647,5.2567,
9,2330,7,3.9817,5.8797,
9,2330,8,3.6634,0.49837,
9,2330,9,-0.69349,5.7026,
9,2330,10,4.1273,5.7877,
9,2330,11,2.6717,4.4704,
9,2330,12,5.8683,6.4921,
9,2330,13,2.8705,6.6159,
9,2330,14,2.9208,5.0408,
9,2330,15,4.3469,4.66,
9,2330,16,1.157,5.3345,
9,2330,17,,,
9,2330,18,1.0195,5.7967,
9,2330,19,2.8329,5.3481,
9,2330,20,1.0168,5.3896,
9,2345,1,4.0682,5.429,
9,2345,2,0.40099,5.6564,
9,2345,3,-0.80044,5.8458,
9,2345,4,-0.9193,6.3651,
9,2345,5,,5.6953,
9,2345,6,0.05158,5.2075,
9,2345,7,3.8799,5.8339,
9,2345,8,3.5278,-0.27638,
9,2345,9,-1.4622,5.6525,
9,2345,10,4.029,5.729,
9,2345,11,2.5546,4.4042,
9,2345,12,5.8105,6.4756,
9,2345,13,2.7571,6.6155,
9,2345,14,2.8097,4.9799,
9,2345,15,4.2765,4.585,
9,2345,16,0.75504,5.2737,
9,2345,17,,,
9,2345,18,0.29253,5.7551,
9,2345,19,2.6347,5.2951,
9,2345,20,0.71236,5.3388,
9,2400,1,3.9624,5.3681,
9,2400,2,-0.16506,5.6017,
9,2400,3,-1.6552,5.7912,
9,2400,4,,6.3304,
9,2400,5,,5.6395,
9,2400,6,-0.3315,5.1569,
9,2400,7,3.7599,5.7878,
9,2400,8,3.3597,-1.3609,
9,2400,9,-2.4135,5.6088,
9,2400,10,3.8903,5.6687,
9,2400,11,2.4045,4.3327,
9,2400,12,5.7523,6.4588,
9,2400,13,2.6169,6.6151,
9,2400,14,2.678,4.9206,
9,2400,15,4.2,4.4835,
9,2400,16,0.20503,5.2111,
9,2400,17,,,
9,2400,18,-0.84172,5.709,
9,2400,19,2.3627,5.2444,
9,2400,20,0.1549,5.287,
10,15,1,3.8154,5.3013,
10,15,2,-1.013,5.5456,
10,15,3,-2.5593,5.7369,
10,15,4,,6.2934,
10,15,5,,5.5852,
10,15,6,-0.7772,5.1042,
10,15,7,3.6322,5.7395,
10,15,8,3.1374,-2.2319,
10,15,9,-3.3907,5.5695,
10,15,10,3.7335,5.6062,
10,15,11,2.246,4.2538,
10,15,12,5.6928,6.4425,
10,15,13,2.4525,6.6135,
10,15,14,2.5307,4.862,
10,15,15,4.1128,4.3576,
10,15,16,-0.28029,5.1462,
10,15,17,,,
10,15,18,-1.8207,5.6672,
10,15,19,2.0102,5.1945,
10,15,20,-0.60702,5.2352,
10,30,1,3.704,5.2302,
10,30,2,-1.0142,5.4831,
10,30,3,-2.532,5.6783,
10,30,4,,6.2552,
10,30,5,,5.5232,
10,30,6,-1.1435,5.0458,
10,30,7,3.5023,5.6837,
10,30,8,2.9488,-2.9267,
10,30,9,-3.9049,5.5085,
10,30,10,3.5914,5.5379,
10,30,11,2.0954,4.1601,
10,30,12,5.6287,6.4205,
10,30,13,2.2804,6.6097,
10,30,14,2.3958,4.7965,
10,30,15,4.0273,4.2472,
10,30,16,-0.62127,5.0797,
10,30,17,,,
10,30,18,-2.0039,5.6224,
10,30,19,1.8994,5.1419,
10,30,20,-0.48409,5.1809,
10,45,1,3.5932,5.1587,
10,45,2,-1.2128,5.4199,
10,45,3,-2.8223,5.6183,
10,45,4,,6.2166,
10,45,5,,5.4584,
10,45,6,-1.2389,4.9866,
10,45,7,3.3656,5.6252,
10,45,8,2.8203,-2.8468,
10,45,9,-4.1623,5.4386,
10,45,10,3.4804,5.4655,
10,45,11,1.9556,4.0643,
10,45,12,5.5612,6.3989,
10,45,13,2.1196,6.6034,
10,45,14,2.2961,4.7287,
10,45,15,3.9367,4.1563,
10,45,16,-0.7643,5.0127,
10,45,17,,,
10,45,18,-2.174,5.5766,
10,45,19,1.778,5.0835,
10,45,20,-0.82838,5.1241,
10,100,1,3.491,5.0913,
10,100,2,-1.6567,5.355,
10,100,3,-3.2882,5.558,
10,100,4,,6.1767,
10,100,5,,5.3945,
10,100,6,-1.4278,4.9259,
10,100,7,3.2411,5.5666,
10,100,8,2.6759,-3.7869,
10,100,9,-4.6984,5.3702,
10,100,10,3.4013,5.3945,
10,100,11,1.8209,3.9767,
10,100,12,5.4947,6.3773,
10,100,13,1.9772,6.5978,
10,100,14,2.2029,4.6606,
10,100,15,3.8524,4.0827,
10,100,16,-1.0626,4.9456,
10,100,17,,,
10,100,18,-2.9111,5.5296,
10,100,19,1.6002,5.0238,
10,100,20,-1.1858,5.0668,
10,115,1,3.3361,5.0121,
10,115,2,-2.5412,5.2934,
10,115,3,-4.7344,5.4972,
10,115,4,,6.1385,
10,115,5,,5.331,
10,115,6,-2.0454,4.8673,
10,115,7,3.1096,5.5067,
10,115,8,2.3163,-6.5802,
10,115,9,-7.2329,5.3109,
10,115,10,3.0829,5.3218,
10,115,11,1.6138,3.8612,
10,115,12,5.428,6.3587,
10,115,13,1.8024,6.5929,
10,115,14,2.0896,4.5929,
10,115,15,3.7454,3.8037,
10,115,16,-1.9281,4.8738,
10,115,17,,,
10,115,18,-5.7273,5.4804,
10,115,19,0.72075,4.967,
10,115,20,-2.5527,5.0093,
10,130,1,3.1441,4.9211,
10,130,2,-3.3286,5.2297,
10,130,3,-6.0158,5.4378,
10,130,4,-7.5458,6.0975,
10,130,5,,5.2698,
10,130,6,-2.1962,4.8028,
10,130,7,2.949,5.441,
10,130,8,1.7953,-8.6856,
10,130,9,-8.812,5.255,
10,130,10,2.7646,5.2433,
10,130,11,1.388,3.6917,
10,130,12,5.3567,6.3377,
10,130,13,1.5921,6.5892,
10,130,14,1.9495,4.517,
10,130,15,3.5649,3.4491,
10,130,16,-2.7273,4.7887,
10,130,17,,,
10,130,18,-7.9628,5.4294,
10,130,19,-0.5453,4.9097,
10,130,20,-3.7536,4.9456,
10,145,1,2.9896,4.8248,
10,145,2,-3.7926,5.1565,
10,145,3,-6.4613,5.3776,
10,145,4,,6.0532,
10,145,5,,5.2038,
10,145,6,-2.4724,4.7313,
10,145,7,2.7875,5.367,
10,145,8,1.3842,-9.7916,
10,145,9,-9.5292,5.1871,
10,145,10,2.5359,5.1525,
10,145,11,1.1938,3.5168,
10,145,12,5.2774,6.315,
10,145,13,1.3615,6.5842,
10,145,14,1.8021,4.4289,
10,145,15,3.3854,3.1998,
10,145,16,-3.1808,4.6928,
10,145,17,,,
10,145,18,-8.9037,5.3762,
10,145,19,-1.311,4.8442,
10,145,20,-4.4286,4.877,
10,200,1,2.8509,4.725,
10,200,2,-4.1095,5.0728,
10,200,3,-6.8237,5.3092,
10,200,4,-8.7125,6.0059,
10,200,5,,5.1306,
10,200,6,-2.8444,4.6541,
10,200,7,2.6157,5.2787,
10,200,8,1.1419,-10.229,
10,200,9,-9.6769,5.0969,
10,200,10,2.3654,5.0543,
10,200,11,1.0309,3.357,
10,200,12,5.1886,6.2885,
10,200,13,1.1284,6.5736,
10,200,14,1.6571,4.3247,
10,200,15,3.2313,3.0244,
10,200,16,-3.4219,4.59,
10,200,17,,,
10,200,18,-9.4123,5.3175,
10,200,19,-1.5694,4.7626,
10,200,20,-4.7014,4.7992,
10,215,1,2.7245,4.6182,
10,215,2,-3.9325,4.9801,
10,215,3,-6.9941,5.2371,
10,215,4,,5.9561,
10,215,5,,5.0494,
10,215,6,-2.9992,4.5717,
10,215,7,2.4535,5.1835,
10,215,8,0.96428,-10.449,
10,215,9,-9.8307,4.9841,
10,215,10,2.2139,4.9538,
10,215,11,0.88958,3.2094,
10,215,12,5.0947,6.2595,
10,215,13,0.931,6.5616,
10,215,14,1.5211,4.2143,
10,215,15,3.0987,2.8851,
10,215,16,-3.7695,4.4853,
10,215,17,,,
10,215,18,-9.3477,5.2543,
10,215,19,-1.5215,4.6715,
10,215,20,-4.8034,4.72,
10,230,1,2.6214,4.5209,
10,230,2,-4.3551,4.8923,
10,230,3,-6.8773,5.1618,
10,230,4,,5.9031,
10,230,5,,4.9674,
10,230,6,-3.1078,4.4911,
10,230,7,2.3004,5.0905,
10,230,8,0.80854,-10.648,
10,230,9,-10.163,4.8762,
10,230,10,2.0725,4.8555,
10,230,11,0.7639,3.0772,
10,230,12,4.9994,6.2302,
10,230,13,0.82298,6.5483,
10,230,14,1.3987,4.105,
10,230,15,2.9746,2.7564,
10,230,16,-3.9615,4.3829,
10,230,17,,,
10,230,18,-9.8285,5.1867,
10,230,19,-1.6486,4.5773,
10,230,20,-4.7678,4.6379,
10,245,1,2.5178,4.4216,
10,245,2,-4.7278,4.8105,
10,245,3,-6.964,5.0855,
10,245,4,-9.5577,5.8519,
10,245,5,,4.8888,
10,245,6,-3.2373,4.4138,
10,245,7,2.1551,5.0013,
10,245,8,0.653,-10.895,
10,245,9,-10.352,4.7874,
10,245,10,1.9598,4.762,
10,245,11,0.67202,2.9665,
10,245,12,4.9054,6.1993,
10,245,13,0.83568,6.5354,
10,245,14,1.2907,3.9949,
10,245,15,2.8564,2.6361,
10,245,16,-4.0673,4.2827,
10,245,17,,,
10,245,18,-10.28,5.1196,
10,245,19,-1.7721,4.4843,
10,245,20,-4.8478,4.5564,
10,300,1,2.4231,4.3207,
10,300,2,-4.7945,4.7214,
10,300,3,-6.9807,5.0074,
10,300,4,-9.535,5.7985,
10,300,5,,4.8075,
10,300,6,-3.2783,4.3396,
10,300,7,2.0227,4.9142,
10,300,8,0.55183,-10.898,
10,300,9,-10.235,4.686,
10,300,10,1.8717,4.6707,
10,300,11,0.58173,2.8629,
10,300,12,4.8119,6.1663,
10,300,13,0.7954,6.5212,
10,300,14,1.1905,3.8854,
10,300,15,2.7469,2.534,
10,300,16,-3.9402,4.1841,
10,300,17,,,
10,300,18,-10.035,5.0499,
10,300,19,-1.7969,4.3888,
10,300,20,-4.7636,4.4775,
10,315,1,2.3233,4.225,
10,315,2,-4.9431,4.6296,
10,315,3,-7.0947,4.9317,
10,315,4,-9.673,5.7448,
10,315,5,,4.7235,
10,315,6,-3.32,4.2654,
10,315,7,1.8972,4.8304,
10,315,8,0.5593,-10.933,
10,315,9,-10.36,4.5689,
10,315,10,1.78,4.5824,
10,315,11,0.47976,2.7583,
10,315,12,4.7216,6.1336,
10,315,13,0.74694,6.5075,
10,315,14,1.1031,3.7802,
10,315,15,2.6495,2.4511,
10,315,16,-4.0394,4.0924,
10,315,17,,,
10,315,18,-10.218,4.9824,
10,315,19,-1.9274,4.2984,
10,315,20,-4.9313,4.4022,
10,330,1,2.2348,4.1321,
10,330,2,-4.756,4.5414,
10,330,3,-7.0218,4.8581,
10,330,4,-9.3384,5.6911,
10,330,5,,4.6419,
10,330,6,-3.3064,4.1941,
10,330,7,1.7878,4.7464,
10,330,8,0.47317,-10.916,
10,330,9,-10.298,4.449,
10,330,10,1.6879,4.4984,
10,330,11,0.37431,2.6575,
10,330,12,4.6352,6.0997,
10,330,13,0.6891,6.4904,
10,330,14,1.0204,3.6804,
10,330,15,2.5618,2.3712,
10,330,16,-4.121,4.0072,
10,330,17,,,
10,330,18,-9.7705,4.9178,
10,330,19,-2.1131,4.2118,
10,330,20,-4.7661,4.331,
10,345,1,2.1615,4.0483,
10,345,2,-4.698,4.4653,
10,345,3,-7.0687,4.7841,
10,345,4,-9.1525,5.6401,
10,345,5,,4.5619,
10,345,6,-3.3415,4.1297,
10,345,7,1.6879,4.6699,
10,345,8,0.40933,-10.941,
10,345,9,-10.345,4.3476,
10,345,10,1.6277,4.4193,
10,345,11,0.29289,2.5668,
10,345,12,4.5538,6.0681,
10,345,13,0.63777,6.4759,
10,345,14,0.94989,3.5884,
10,345,15,2.486,2.2915,
10,345,16,-4.187,3.925,
10,345,17,,,
10,345,18,-9.1854,4.8528,
10,345,19,-2.1953,4.1277,
10,345,20,-4.8045,4.2608,
10,400,1,2.0977,3.9709,
10,400,2,-4.5982,4.3963,
10,400,3,-7.0866,4.7133,
10,400,4,-9.1944,5.5846,
10,400,5,,4.4892,
10,400,6,-3.3349,4.0672,
10,400,7,1.6089,4.6,
10,400,8,0.37721,-10.749,
10,400,9,-10.226,4.2577,
10,400,10,1.5923,4.3483,
10,400,11,0.23086,2.4887,
10,400,12,4.4807,6.04,
10,400,13,0.58922,6.4613,
10,400,14,0.88949,3.5003,
10,400,15,2.4132,2.2349,
10,400,16,-4.0396,3.8466,
10,400,17,,,
10,400,18,-9.2918,4.7932,
10,400,19,-2.2641,4.0479,
10,400,20,-4.746,4.1947,
10,415,1,2.0496,3.8987,
10,415,2,-4.3988,4.3296,
10,415,3,-6.8658,4.6458,
10,415,4,,5.5321,
10,415,5,,4.4189,
10,415,6,-3.1401,4.0061,
10,415,7,1.5475,4.5368,
10,415,8,0.38005,-10.332,
10,415,9,-9.9389,4.1637,
10,415,10,1.5865,4.2821,
10,415,11,0.16341,2.4182,
10,415,12,4.4102,6.0123,
10,415,13,0.54257,6.4467,
10,415,14,0.83652,3.4191,
10,415,15,2.3482,2.2087,
10,415,16,-3.9781,3.7763,
10,415,17,,,
10,415,18,-9.3071,4.7364,
10,415,19,-1.9561,3.9751,
10,415,20,-4.5176,4.1338,
10,430,1,2.0055,3.8371,
10,430,2,-4.3214,4.272,
10,430,3,-6.8116,4.5842,
10,430,4,,5.4845,
10,430,5,,4.356,
10,430,6,-3.2687,3.9508,
10,430,7,1.4878,4.4851,
10,430,8,0.36073,-10.358,
10,430,9,-10.006,4.0859,
10,430,10,1.5482,4.2193,
10,430,11,0.10657,2.3603,
10,430,12,4.3456,5.9862,
10,430,13,0.50528,6.4356,
10,430,14,0.79376,3.3508,
10,430,15,2.3013,2.1812,
10,430,16,-3.9614,3.716,
10,430,17,,,
10,430,18,-9.8611,4.6851,
10,430,19,-1.9451,3.9104,
10,430,20,-4.4695,4.0803,
10,445,1,1.9728,3.7853,
10,445,2,-4.0873,4.2196,
10,445,3,-6.7826,4.5288,
10,445,4,,5.4377,
10,445,5,,4.2975,
10,445,6,-3.2774,3.8991,
10,445,7,1.4338,4.4389,
10,445,8,0.32879,-10.354,
10,445,9,-9.9948,4.0187,
10,445,10,1.505,4.1615,
10,445,11,0.06621,2.3138,
10,445,12,4.2854,5.9581,
10,445,13,0.47006,6.4265,
10,445,14,0.75664,3.2908,
10,445,15,2.2611,2.1539,
10,445,16,-3.9339,3.6605,
10,445,17,,,
10,445,18,-9.5439,4.6331,
10,445,19,-1.6331,3.8521,
10,445,20,-4.3564,4.029,
10,500,1,1.9523,3.7378,
10,500,2,-4.0772,4.1701,
10,500,3,-6.1376,4.4744,
10,500,4,,5.392,
10,500,5,,4.2446,
10,500,6,-3.211,3.8501,
10,500,7,1.3892,4.3971,
10,500,8,0.36318,-9.4745,
10,500,9,-9.3682,3.9608,
10,500,10,1.5339,4.1077,
10,500,11,0.04532,2.2752,
10,500,12,4.2295,5.9306,
10,500,13,0.44358,6.4176,
10,500,14,0.73106,3.235,
10,500,15,2.2456,2.1922,
10,500,16,-3.6862,3.6104,
10,500,17,,,
10,500,18,-8.8934,4.5865,
10,500,19,-1.2584,3.799,
10,500,20,-3.9365,3.9819,
10,515,1,1.8952,3.6952,
10,515,2,-4.614,4.1286,
10,515,3,-7.1315,4.425,
10,515,4,,5.3495,
10,515,5,,4.1971,
10,515,6,-3.3337,3.8039,
10,515,7,1.3399,4.3568,
10,515,8,0.29742,-10.591,
10,515,9,-10.294,3.9133,
10,515,10,1.4151,4.0567,
10,515,11,0.00471,2.2422,
10,515,12,4.1801,5.9045,
10,515,13,0.41446,6.4111,
10,515,14,0.70083,3.1891,
10,515,15,2.2163,2.0988,
10,515,16,-3.9114,3.565,
10,515,17,,,
10,515,18,-10.573,4.5429,
10,515,19,-2.0247,3.7533,
10,515,20,-4.5355,3.9406,
10,530,1,1.8355,3.6483,
10,530,2,-4.8481,4.0883,
10,530,3,-7.103,4.3811,
10,530,4,-9.3676,5.3086,
10,530,5,,4.1556,
10,530,6,-3.4579,3.7593,
10,530,7,1.2889,4.3145,
10,530,8,0.21964,-10.494,
10,530,9,-10.111,3.8825,
10,530,10,1.3365,4.0024,
10,530,11,-0.01353,2.1955,
10,530,12,4.1264,5.8748,
10,530,13,0.37897,6.4017,
10,530,14,0.66485,3.1433,
10,530,15,2.1404,1.9992,
10,530,16,-4.1185,3.5098,
10,530,17,,,
10,530,18,-10.535,4.4981,
10,530,19,-2.2463,3.7098,
10,530,20,-4.7271,3.8944,
10,545,1,1.798,3.5956,
10,545,2,-4.5575,4.0393,
10,545,3,-6.5738,4.3308,
10,545,4,,5.2644,
10,545,5,,4.1086,
10,545,6,-3.3715,3.7144,
10,545,7,1.2478,4.274,
10,545,8,0.24506,-10.16,
10,545,9,-9.8028,3.835,
10,545,10,1.3385,3.9549,
10,545,11,-0.02865,2.1588,
10,545,12,4.0776,5.848,
10,545,13,0.35226,6.3893,
10,545,14,0.63987,3.092,
10,545,15,2.1127,2.0524,
10,545,16,-3.8834,3.4585,
10,545,17,,,
10,545,18,-9.8019,4.4536,
10,545,19,-1.3804,3.6618,
10,545,20,-4.3295,3.8501,
10,600,1,1.739,3.5432,
10,600,2,-5.04,3.9918,
10,600,3,-7.2663,4.2823,
10,600,4,,5.2209,
10,600,5,,4.0605,
10,600,6,-3.4991,3.6709,
10,600,7,1.1952,4.2318,
10,600,8,0.15124,-11.048,
10,600,9,-10.664,3.7896,
10,600,10,1.2428,3.9066,
10,600,11,-0.06832,2.121,
10,600,12,4.0316,5.8187,
10,600,13,0.32192,6.3792,
10,600,14,0.60941,3.0463,
10,600,15,2.0762,1.964,
10,600,16,-4.1232,3.413,
10,600,17,,,
10,600,18,-11.117,4.4103,
10,600,19,-2.0472,3.6168,
10,600,20,-4.7727,3.8069,
10,615,1,1.6583,3.4895,
10,615,2,-5.4463,3.9462,
10,615,3,-7.9435,4.237,
10,615,4,,5.1792,
10,615,5,,4.0201,
10,615,6,-3.6981,3.6289,
10,615,7,1.1451,4.1922,
10,615,8,0.02223,-11.742,
10,615,9,-11.276,3.7616,
10,615,10,1.1122,3.856,
10,615,11,-0.09173,2.0791,
10,615,12,3.9858,5.7912,
10,615,13,0.28634,6.3716,
10,615,14,0.57096,3.0068,
10,615,15,1.9874,1.805,
10,615,16,-4.4341,3.3607,
10,615,17,,,
10,615,18,-11.92,4.3696,
10,615,19,-2.178,3.5768,
10,615,20,-5.2086,3.7636,
10,630,1,1.5786,3.4303,
10,630,2,-5.8263,3.8977,
10,630,3,-8.0991,4.1946,
10,630,4,,5.1371,
10,630,5,,3.9793,
10,630,6,-3.8358,3.5838,
10,630,7,1.0995,4.1526,
10,630,8,-0.07668,-12.252,
10,630,9,-11.628,3.7371,
10,630,10,1.0417,3.8033,
10,630,11,-0.10039,2.0362,
10,630,12,3.9373,5.7627,
10,630,13,0.25068,6.3621,
10,630,14,0.53046,2.9626,
10,630,15,1.9095,1.6939,
10,630,16,-4.6947,3.3015,
10,630,17,,,
10,630,18,-12.441,4.3259,
10,630,19,-2.32,3.5367,
10,630,20,-5.3959,3.7181,
10,645,1,1.4974,3.3663,
10,645,2,-6.0583,3.8416,
10,645,3,-8.3278,4.1459,
10,645,4,,5.095,
10,645,5,,3.9311,
10,645,6,-3.9248,3.5367,
10,645,7,1.0497,4.1072,
10,645,8,-0.12629,-12.364,
10,645,9,-11.88,3.6913,
10,645,10,0.97322,3.7507,
10,645,11,-0.12352,1.9851,
10,645,12,3.8863,5.7325,
10,645,13,0.21292,6.3484,
10,645,14,0.48879,2.9101,
10,645,15,1.8492,1.6081,
10,645,16,-4.8253,3.2382,
10,645,17,,,
10,645,18,-12.78,4.2807,
10,645,19,-2.5736,3.488,
10,645,20,-5.5639,3.6694,
10,700,1,1.4172,3.3025,
10,700,2,-6.2428,3.7831,
10,700,3,-8.298,4.0946,
10,700,4,,5.0484,
10,700,5,,3.8801,
10,700,6,-4.0345,3.4887,
10,700,7,0.98946,4.0565,
10,700,8,-0.19485,-12.7,
10,700,9,-12.117,3.635,
10,700,10,0.89356,3.6946,
10,700,11,-0.16213,1.9276,
10,700,12,3.8331,5.698,
10,700,13,0.16804,6.3314,
10,700,14,0.44384,2.8529,
10,700,15,1.7864,1.5169,
10,700,16,-4.9081,3.1748,
10,700,17,,,
10,700,18,-12.95,4.2352,
10,700,19,-2.4083,3.4367,
10,700,20,-5.7112,3.6189,
10,715,1,1.3524,3.2307,
10,715,2,-6.3669,3.7187,
10,715,3,-8.4228,4.04,
10,715,4,,5.001,
10,715,5,,3.8262,
10,715,6,-4.1013,3.4405,
10,715,7,0.92637,4.0021,
10,715,8,-0.25365,-12.869,
10,715,9,-12.268,3.5701,
10,715,10,0.82052,3.6374,
10,715,11,-0.20343,1.8678,
10,715,12,3.78,5.6639,
10,715,13,0.12176,6.3128,
10,715,14,0.39648,2.7961,
10,715,15,1.7203,1.4358,
10,715,16,-5.0528,3.1131,
10,715,17,,,
10,715,18,-13.052,4.1891,
10,715,19,-2.448,3.3814,
10,715,20,-5.7454,3.5683,
10,730,1,1.2901,3.162,
10,730,2,-6.4037,3.654,
10,730,3,-8.5695,3.9849,
10,730,4,,4.9503,
10,730,5,,3.771,
10,730,6,-4.1406,3.39,
10,730,7,0.86247,3.9476,
10,730,8,-0.3098,-12.934,
10,730,9,-12.384,3.5009,
10,730,10,0.76514,3.5814,
10,730,11,-0.24615,1.8099,
10,730,12,3.7281,5.6287,
10,730,13,0.07586,6.292,
10,730,14,0.35268,2.7385,
10,730,15,1.6624,1.3634,
10,730,16,-5.0793,3.0525,
10,730,17,,,
10,730,18,-13.206,4.1419,
10,730,19,-2.4647,3.3249,
10,730,20,-5.8275,3.5157,
10,745,1,1.2344,3.0967,
10,745,2,-6.3548,3.592,
10,745,3,-8.3161,3.9321,
10,745,4,,4.9024,
10,745,5,,3.7167,
10,745,6,-4.123,3.3424,
10,745,7,0.80114,3.8918,
10,745,8,-0.33504,-12.783,
10,745,9,-12.235,3.4306,
10,745,10,0.72804,3.5275,
10,745,11,-0.27861,1.7553,
10,745,12,3.6799,5.5953,
10,745,13,0.03392,6.2716,
10,745,14,0.31475,2.6825,
10,745,15,1.6197,1.3094,
10,745,16,-5.0944,2.9962,
10,745,17,,,
10,745,18,-13.219,4.0956,
10,745,19,-2.3788,3.2674,
10,745,20,-5.7725,3.4654,
10,800,1,1.2027,3.0376,
10,800,2,-6.0498,3.5311,
10,800,3,-7.9565,3.88,
10,800,4,,4.8532,
10,800,5,,3.6642,
