JULIAN DAY,TIME,Plot,air,7.5,aa
13,1745,17,,,
13,1745,18,6.0279,6.2913,
13,1745,19,6.139,6.325,
13,1745,20,6.0154,6.1832,
13,1800,1,6.45,6.4693,
13,1800,2,5.7859,6.5691,
13,1800,3,5.7245,6.4567,
13,1800,4,,6.4608,
13,1800,5,,6.6858,
13,1800,6,5.9116,6.4156,
13,1800,7,6.8971,6.7316,
13,1800,8,6.5027,5.5086,
13,1800,9,5.6579,6.7711,
13,1800,10,6.622,6.8436,
13,1800,11,6.8605,6.5604,
13,1800,12,6.9557,6.0899,
13,1800,13,6.7844,6.2186,
13,1800,14,6.8637,6.45,
13,1800,15,6.2734,6.207,
13,1800,16,5.7048,6.3891,
13,1800,17,,,
13,1800,18,5.9128,6.2872,
13,1800,19,6.0494,6.2899,
13,1800,20,5.9155,6.1538,
13,1815,1,6.3293,6.4172,
13,1815,2,5.6007,6.5253,
13,1815,3,5.5029,6.4301,
13,1815,4,,6.4652,
13,1815,5,,6.6338,
13,1815,6,5.6893,6.3812,
13,1815,7,6.7516,6.6847,
13,1815,8,6.3675,5.2499,
13,1815,9,5.3477,6.7154,
13,1815,10,6.4936,6.7882,
13,1815,11,6.6542,6.4524,
13,1815,12,6.9154,6.1095,
13,1815,13,6.5897,6.2271,
13,1815,14,6.6704,6.3975,
13,1815,15,6.1849,6.1321,
13,1815,16,5.4776,6.3444,
13,1815,17,,,
13,1815,18,5.5678,6.2781,
13,1815,19,5.899,6.2522,
13,1815,20,5.6933,6.1229,
13,1830,1,6.2557,6.3679,
13,1830,2,5.601,6.4793,
13,1830,3,5.5163,6.3984,
13,1830,4,,6.4643,
13,1830,5,,6.5837,
13,1830,6,5.6896,6.3456,
13,1830,7,6.6399,6.6397,
13,1830,8,6.3065,5.3164,
13,1830,9,5.4218,6.6586,
13,1830,10,6.4301,6.7341,
13,1830,11,6.5257,6.3574,
13,1830,12,6.873,6.1274,
13,1830,13,6.4401,6.2343,
13,1830,14,6.5099,6.3431,
13,1830,15,6.1197,6.0867,
13,1830,16,5.4903,6.3011,
13,1830,17,,,
13,1830,18,5.5781,6.2626,
13,1830,19,5.8698,6.2136,
13,1830,20,5.6798,6.0889,
13,1845,1,6.0428,6.3107,
13,1845,2,4.4695,6.4371,
13,1845,3,3.9485,6.3659,
13,1845,4,,6.4582,
13,1845,5,,6.5348,
13,1845,6,4.7176,6.3071,
13,1845,7,6.4669,6.5976,
13,1845,8,5.9939,3.1903,
13,1845,9,3.2766,6.6152,
13,1845,10,6.1464,6.6883,
13,1845,11,6.1752,6.2606,
13,1845,12,6.8309,6.1466,
13,1845,13,6.2369,6.2467,
13,1845,14,6.3299,6.2978,
13,1845,15,6.0251,5.9654,
13,1845,16,4.2875,6.261,
13,1845,17,,,
13,1845,18,3.7437,6.2495,
13,1845,19,5.3559,6.1813,
13,1845,20,4.4511,6.0627,
13,1900,1,5.5674,6.2158,
13,1900,2,2.1751,6.3983,
13,1900,3,0.84872,6.3333,
13,1900,4,,6.4526,
13,1900,5,,6.4928,
13,1900,6,2.5437,6.2645,
13,1900,7,6.0765,6.5442,
13,1900,8,5.1401,-1.0193,
13,1900,9,-0.94988,6.6132,
13,1900,10,5.5109,6.6322,
13,1900,11,5.5269,6.0441,
13,1900,12,6.7868,6.16,
13,1900,13,5.735,6.2549,
13,1900,14,5.9477,6.2355,
13,1900,15,5.773,5.6045,
13,1900,16,2.1469,6.1915,
13,1900,17,,,
13,1900,18,-0.59757,6.2245,
13,1900,19,4.0768,6.1479,
13,1900,20,1.7893,6.0235,
13,1915,1,5.1703,6.0994,
13,1915,2,0.43252,6.3378,
13,1915,3,-1.2975,6.2954,
13,1915,4,-2.8735,6.4411,
13,1915,5,,6.4394,
13,1915,6,1.0294,6.2018,
13,1915,7,5.6556,6.4626,
13,1915,8,4.2944,-4.2264,
13,1915,9,-3.5451,6.579,
13,1915,10,4.9537,6.5457,
13,1915,11,4.9881,5.7382,
13,1915,12,6.7274,6.1732,
13,1915,13,5.1073,6.2612,
13,1915,14,5.4551,6.1368,
13,1915,15,5.4347,5.1331,
13,1915,16,0.76716,6.0836,
13,1915,17,,,
13,1915,18,-3.1478,6.1885,
13,1915,19,2.7774,6.0899,
13,1915,20,-0.00556,5.9549,
13,1930,1,4.8408,5.9684,
13,1930,2,-0.60292,6.2486,
13,1930,3,-2.5195,6.2413,
13,1930,4,-3.6597,6.422,
13,1930,5,,6.3605,
13,1930,6,0.29745,6.1173,
13,1930,7,5.2903,6.3569,
13,1930,8,3.7391,-5.1612,
13,1930,9,-4.9603,6.4867,
13,1930,10,4.5783,6.4307,
13,1930,11,4.5573,5.4428,
13,1930,12,6.6422,6.1835,
13,1930,13,4.5534,6.2707,
13,1930,14,4.9828,6.0133,
13,1930,15,5.1309,4.8154,
13,1930,16,0.14155,5.9592,
13,1930,17,,,
13,1930,18,-4.4632,6.151,
13,1930,19,2.0276,6.0118,
13,1930,20,-0.73406,5.8721,
13,1945,1,4.5769,5.8311,
13,1945,2,-0.90068,6.1428,
13,1945,3,-2.9478,6.1713,
13,1945,4,-4.5081,6.3992,
13,1945,5,,6.2633,
13,1945,6,-0.11061,6.0157,
13,1945,7,4.9871,6.2471,
13,1945,8,3.3928,-5.6463,
13,1945,9,-5.3325,6.3686,
13,1945,10,4.2939,6.2999,
13,1945,11,4.1735,5.1826,
13,1945,12,6.539,6.1923,
13,1945,13,4.0978,6.2797,
13,1945,14,4.5558,5.8728,
13,1945,15,4.8669,4.572,
13,1945,16,-0.28498,5.8241,
13,1945,17,,,
13,1945,18,-4.7254,6.1014,
13,1945,19,1.7078,5.9155,
13,1945,20,-1.1398,5.7809,
13,2000,1,4.3635,5.6927,
13,2000,2,-1.2749,6.0257,
13,2000,3,-3.3431,6.0885,
13,2000,4,-4.7886,6.3673,
13,2000,5,,6.1483,
13,2000,6,-0.35779,5.9086,
13,2000,7,4.7052,6.1282,
13,2000,8,3.1473,-5.79,
13,2000,9,-5.6007,6.2123,
13,2000,10,4.0903,6.1639,
13,2000,11,3.8232,4.9513,
13,2000,12,6.4201,6.1924,
13,2000,13,3.7178,6.2801,
13,2000,14,4.181,5.721,
13,2000,15,4.6553,4.3606,
13,2000,16,-0.52705,5.6885,
13,2000,17,,,
13,2000,18,-5.3004,6.0407,
13,2000,19,1.3544,5.7987,
13,2000,20,-1.3904,5.6806,
13,2015,1,4.1658,5.563,
13,2015,2,-1.8514,5.9169,
13,2015,3,-3.7063,5.999,
13,2015,4,-5.4307,6.3288,
13,2015,5,,6.0362,
13,2015,6,-0.65831,5.8041,
13,2015,7,4.4607,6.02,
13,2015,8,2.896,-6.3125,
13,2015,9,-6.1485,6.085,
13,2015,10,3.9212,6.032,
13,2015,11,3.5268,4.7549,
13,2015,12,6.2998,6.1943,
13,2015,13,3.3926,6.2846,
13,2015,14,3.8555,5.5789,
13,2015,15,4.4638,4.148,
13,2015,16,-0.91613,5.557,
13,2015,17,,,
13,2015,18,-5.9997,5.9738,
13,2015,19,0.9352,5.6886,
13,2015,20,-1.8282,5.5818,
13,2030,1,3.9904,5.4367,
13,2030,2,-2.0779,5.8101,
13,2030,3,-3.8271,5.9102,
13,2030,4,-5.7235,6.2868,
13,2030,5,,5.9282,
13,2030,6,-0.80367,5.7005,
13,2030,7,4.248,5.9193,
13,2030,8,2.6562,-6.6955,
13,2030,9,-6.4195,5.9669,
13,2030,10,3.7106,5.9066,
13,2030,11,3.2633,4.5798,
13,2030,12,6.1754,6.1938,
13,2030,13,3.1087,6.2903,
13,2030,14,3.5619,5.4436,
13,2030,15,4.2863,3.9739,
13,2030,16,-1.1999,5.4289,
13,2030,17,,,
13,2030,18,-6.2578,5.9038,
13,2030,19,0.82508,5.5815,
13,2030,20,-2.0809,5.4838,
13,2045,1,3.8339,5.3098,
13,2045,2,-2.2842,5.6983,
13,2045,3,-4.0491,5.8182,
13,2045,4,-5.813,6.2405,
13,2045,5,,5.8155,
13,2045,6,-0.7617,5.5962,
13,2045,7,4.0462,5.815,
13,2045,8,2.4614,-6.8169,
13,2045,9,-6.6621,5.8325,
13,2045,10,3.5233,5.7821,
13,2045,11,3.0209,4.4083,
13,2045,12,6.0514,6.1886,
13,2045,13,2.8523,6.2909,
13,2045,14,3.2904,5.3044,
13,2045,15,4.1318,3.8347,
13,2045,16,-1.408,5.303,
13,2045,17,,,
13,2045,18,-6.3824,5.8282,
13,2045,19,0.39477,5.4683,
13,2045,20,-2.2129,5.3854,
13,2100,1,3.6933,5.1854,
13,2100,2,-2.3596,5.589,
13,2100,3,-4.2434,5.7249,
13,2100,4,-6.1007,6.1896,
13,2100,5,,5.7029,
13,2100,6,-0.96465,5.4956,
13,2100,7,3.8443,5.7098,
13,2100,8,2.2971,-7.0632,
13,2100,9,-6.8548,5.6928,
13,2100,10,3.3854,5.6628,
13,2100,11,2.7827,4.2445,
13,2100,12,5.9303,6.1789,
13,2100,13,2.6196,6.2893,
13,2100,14,3.0445,5.1669,
13,2100,15,3.9892,3.7076,
13,2100,16,-1.5656,5.1826,
13,2100,17,,,
13,2100,18,-6.6202,5.7544,
13,2100,19,0.20875,5.356,
13,2100,20,-2.4062,5.2906,
13,2115,1,3.5751,5.0678,
13,2115,2,-2.5185,5.4812,
13,2115,3,-4.4049,5.6326,
13,2115,4,-6.2511,6.1344,
13,2115,5,,5.5955,
13,2115,6,-1.1149,5.3982,
13,2115,7,3.6614,5.6092,
13,2115,8,2.151,-7.0496,
13,2115,9,-7.0445,5.5586,
13,2115,10,3.2468,5.549,
13,2115,11,2.5606,4.0941,
13,2115,12,5.8146,6.1699,
13,2115,13,2.4147,6.2891,
13,2115,14,2.8187,5.0375,
13,2115,15,3.858,3.5936,
13,2115,16,-1.7196,5.0689,
13,2115,17,,,
13,2115,18,-6.754,5.6813,
13,2115,19,0.12283,5.2471,
13,2115,20,-2.546,5.198,
13,2130,1,3.4791,4.9603,
13,2130,2,-2.3578,5.3794,
13,2130,3,-4.0912,5.54,
13,2130,4,-5.9502,6.0795,
13,2130,5,,5.489,
13,2130,6,-1.1185,5.3036,
13,2130,7,3.4977,5.5101,
13,2130,8,2.0914,-6.8585,
13,2130,9,-6.5673,5.4255,
13,2130,10,3.2012,5.4413,
13,2130,11,2.4017,3.9641,
13,2130,12,5.6999,6.1578,
13,2130,13,2.2449,6.2868,
13,2130,14,2.631,4.9145,
13,2130,15,3.7495,3.5283,
13,2130,16,-1.4595,4.9619,
13,2130,17,,,
13,2130,18,-6.0448,5.6093,
13,2130,19,0.17385,5.1434,
13,2130,20,-2.3596,5.1107,
13,2145,1,3.4455,4.8652,
13,2145,2,-1.6367,5.2841,
13,2145,3,-3.2098,5.4539,
13,2145,4,-5.0216,6.0284,
13,2145,5,,5.3867,
13,2145,6,-0.85544,5.2157,
13,2145,7,3.3824,5.4237,
13,2145,8,2.1859,-5.7193,
13,2145,9,-5.4918,5.2973,
13,2145,10,3.2479,5.3421,
13,2145,11,2.3378,3.8779,
13,2145,12,5.5933,6.1436,
13,2145,13,2.1407,6.2831,
13,2145,14,2.5019,4.7998,
13,2145,15,3.6833,3.529,
13,2145,16,-1.1968,4.8683,
13,2145,17,,,
13,2145,18,-5.0032,5.537,
13,2145,19,0.54694,5.0448,
13,2145,20,-1.6665,5.0288,
13,2200,1,3.4281,4.7882,
13,2200,2,-1.4913,5.1989,
13,2200,3,-2.952,5.3715,
13,2200,4,-4.5562,5.9757,
13,2200,5,,5.2935,
13,2200,6,-0.65281,5.1358,
13,2200,7,3.3143,5.35,
13,2200,8,2.2875,-5.3857,
13,2200,9,-5.1133,5.1807,
13,2200,10,3.2813,5.2545,
13,2200,11,2.2842,3.8369,
13,2200,12,5.4957,6.1262,
13,2200,13,2.113,6.2806,
13,2200,14,2.4257,4.7024,
13,2200,15,3.6603,3.5486,
13,2200,16,-1.044,4.7897,
13,2200,17,,,
13,2200,18,-4.4152,5.4711,
13,2200,19,0.68562,4.9546,
13,2200,20,-1.4851,4.9564,
13,2215,1,3.3986,4.7204,
13,2215,2,-1.3381,5.1267,
13,2215,3,-2.7026,5.3006,
13,2215,4,-4.3494,5.9259,
13,2215,5,,5.2131,
13,2215,6,-0.56219,5.0656,
13,2215,7,3.2479,5.2887,
13,2215,8,2.3144,-5.0589,
13,2215,9,-4.7775,5.0854,
13,2215,10,3.2758,5.1811,
13,2215,11,2.225,3.8001,
13,2215,12,5.4108,6.1106,
13,2215,13,2.0856,6.2782,
13,2215,14,2.3591,4.6216,
13,2215,15,3.6294,3.5348,
13,2215,16,-0.89518,4.7237,
13,2215,17,,,
13,2215,18,-4.6623,5.4099,
13,2215,19,0.76179,4.88,
13,2215,20,-1.2838,4.8962,
13,2230,1,3.3817,4.6608,
13,2230,2,-1.208,5.0628,
13,2230,3,-2.5763,5.2355,
13,2230,4,-4.1258,5.8789,
13,2230,5,,5.1399,
13,2230,6,-0.46813,5.0034,
13,2230,7,3.1942,5.2342,
13,2230,8,2.3624,-4.7525,
13,2230,9,-4.5842,4.9992,
13,2230,10,3.2718,5.1168,
13,2230,11,2.1749,3.7709,
13,2230,12,5.3343,6.0942,
13,2230,13,2.0719,6.275,
13,2230,14,2.309,4.5498,
13,2230,15,3.6087,3.5453,
13,2230,16,-0.75395,4.6656,
13,2230,17,,,
13,2230,18,-5.0293,5.3534,
13,2230,19,0.99857,4.8129,
13,2230,20,-1.104,4.8408,
13,2245,1,3.3245,4.6042,
13,2245,2,-1.5242,5.0082,
13,2245,3,-3.0133,5.1765,
13,2245,4,-4.5375,5.8358,
13,2245,5,,5.0747,
13,2245,6,-0.53709,4.9476,
13,2245,7,3.1199,5.184,
13,2245,8,2.2765,-5.34,
13,2245,9,-5.1419,4.9314,
13,2245,10,3.179,5.0592,
13,2245,11,2.0698,3.7344,
13,2245,12,5.2671,6.0761,
13,2245,13,2.0335,6.2733,
13,2245,14,2.2519,4.4861,
13,2245,15,3.5693,3.4912,
13,2245,16,-0.89168,4.6141,
13,2245,17,,,
13,2245,18,-5.6632,5.3035,
13,2245,19,0.81542,4.7562,
13,2245,20,-1.4188,4.7919,
13,2300,1,3.2841,4.5551,
13,2300,2,-1.4098,4.9611,
13,2300,3,-2.805,5.1263,
13,2300,4,-4.4666,5.795,
13,2300,5,,5.0204,
13,2300,6,-0.55087,4.8968,
13,2300,7,3.0523,5.1431,
13,2300,8,2.2208,-5.1564,
13,2300,9,-4.9449,4.8851,
13,2300,10,3.1362,5.0058,
13,2300,11,2.0103,3.6859,
13,2300,12,5.2074,6.0603,
13,2300,13,1.969,6.2748,
13,2300,14,2.1848,4.4316,
13,2300,15,3.5191,3.4337,
13,2300,16,-0.868,4.5655,
13,2300,17,,,
13,2300,18,-5.3743,5.2575,
13,2300,19,0.8514,4.7069,
13,2300,20,-1.37,4.7472,
13,2315,1,3.2943,4.5067,
13,2315,2,-0.92539,4.9071,
13,2315,3,-2.1769,5.0748,
13,2315,4,-3.7462,5.7529,
13,2315,5,,4.966,
13,2315,6,-0.36618,4.8462,
13,2315,7,3.0215,5.1012,
13,2315,8,2.3384,-4.1975,
13,2315,9,-4.0575,4.8222,
13,2315,10,3.2003,4.9541,
13,2315,11,2.0228,3.6583,
13,2315,12,5.1507,6.0417,
13,2315,13,1.9605,6.2727,
13,2315,14,2.1517,4.3751,
13,2315,15,3.5085,3.4788,
13,2315,16,-0.56608,4.5193,
13,2315,17,,,
13,2315,18,-4.5912,5.2116,
13,2315,19,1.0329,4.6554,
13,2315,20,-0.8235,4.7039,
13,2330,1,3.32,4.4691,
13,2330,2,-0.52151,4.86,
13,2330,3,-1.5529,5.0273,
13,2330,4,-3.1004,5.7153,
13,2330,5,,4.9128,
13,2330,6,-0.19044,4.7991,
13,2330,7,3.0138,5.0641,
13,2330,8,2.4868,-3.4317,
13,2330,9,-3.2825,4.7574,
13,2330,10,3.2819,4.9086,
13,2330,11,2.0495,3.655,
13,2330,12,5.0978,6.0214,
13,2330,13,1.9945,6.2652,
13,2330,14,2.1484,4.3219,
13,2330,15,3.5203,3.541,
13,2330,16,-0.26776,4.4796,
13,2330,17,,,
13,2330,18,-3.7362,5.1718,
13,2330,19,1.3377,4.6104,
13,2330,20,-0.41411,4.6666,
13,2345,1,3.3779,4.447,
13,2345,2,0.11985,4.8209,
13,2345,3,-0.90026,4.9861,
13,2345,4,-2.4238,5.6812,
13,2345,5,,4.868,
13,2345,6,0.16508,4.7598,
13,2345,7,3.0372,5.0375,
13,2345,8,2.6687,-2.5803,
13,2345,9,-2.4318,4.7041,
13,2345,10,3.3941,4.8732,
13,2345,11,2.1079,3.6783,
13,2345,12,5.0542,6.002,
13,2345,13,2.0734,6.2642,
13,2345,14,2.1764,4.2863,
13,2345,15,3.5558,3.6163,
13,2345,16,-0.05182,4.4569,
13,2345,17,,,
13,2345,18,-2.6928,5.1314,
13,2345,19,1.7652,4.5715,
13,2345,20,0.09275,4.6349,
13,2400,1,3.4745,4.4421,
13,2400,2,0.69553,4.7938,
13,2400,3,-0.31113,4.951,
13,2400,4,-1.6209,5.6505,
13,2400,5,,4.8297,
13,2400,6,0.82739,4.7316,
13,2400,7,3.0961,5.0206,
13,2400,8,2.9204,-1.6158,
13,2400,9,-1.4766,4.6647,
13,2400,10,3.5492,4.8498,
13,2400,11,2.2232,3.7289,
13,2400,12,5.0207,5.9847,
13,2400,13,2.2025,6.2602,
13,2400,14,2.2479,4.2605,
13,2400,15,3.6236,3.7339,
13,2400,16,0.54394,4.4452,
13,2400,17,,,
13,2400,18,-1.6773,5.1003,
13,2400,19,2.3093,4.543,
13,2400,20,0.61171,4.6127,
14,15,1,3.5372,4.4403,
14,15,2,0.91807,4.777,
14,15,3,-0.0948,4.9227,
14,15,4,-1.073,5.6217,
14,15,5,,4.8047,
14,15,6,1.0761,4.7113,
14,15,7,3.1542,5.0152,
14,15,8,3.0714,-1.0904,
14,15,9,-1.0875,4.6415,
14,15,10,3.6335,4.836,
14,15,11,2.2935,3.7829,
14,15,12,4.9981,5.9676,
14,15,13,2.322,6.2576,
14,15,14,2.3328,4.2475,
14,15,15,3.6768,3.799,
14,15,16,0.77133,4.4414,
14,15,17,,,
14,15,18,-1.2853,5.0741,
14,15,19,2.4345,4.5254,
14,15,20,0.78223,4.5989,
14,30,1,3.5765,4.4436,
14,30,2,1.0827,4.7687,
14,30,3,0.03713,4.9032,
14,30,4,-0.76072,5.5981,
14,30,5,,4.7868,
14,30,6,1.1959,4.6993,
14,30,7,3.201,5.0155,
14,30,8,3.1574,-1.0516,
14,30,9,-1.0521,4.6321,
14,30,10,3.6816,4.8312,
14,30,11,2.3414,3.8215,
14,30,12,4.9837,5.9528,
14,30,13,2.4139,6.2551,
14,30,14,2.4076,4.2437,
14,30,15,3.7183,3.8407,
14,30,16,0.93477,4.4456,
14,30,17,,,
14,30,18,-1.2395,5.0557,
14,30,19,2.5141,4.516,
14,30,20,0.87167,4.5929,
14,45,1,3.6053,4.452,
14,45,2,0.96616,4.7673,
14,45,3,-0.01376,4.8914,
14,45,4,-0.78624,5.5767,
14,45,5,,4.7784,
14,45,6,1.2188,4.6906,
14,45,7,3.2456,5.0215,
14,45,8,3.1928,-1.2671,
14,45,9,-1.2188,4.6387,
14,45,10,3.6811,4.8283,
14,45,11,2.3816,3.8523,
14,45,12,4.975,5.9371,
14,45,13,2.4903,6.2565,
14,45,14,2.4717,4.2469,
14,45,15,3.7498,3.8576,
14,45,16,0.99431,4.4502,
14,45,17,,,
14,45,18,-1.3031,5.0376,
14,45,19,2.5647,4.5118,
14,45,20,0.85588,4.5891,
14,100,1,3.6042,4.4569,
14,100,2,0.78422,4.7674,
14,100,3,-0.13335,4.8832,
14,100,4,-1.1309,5.5579,
14,100,5,,4.7756,
14,100,6,1.1036,4.6833,
14,100,7,3.265,5.026,
14,100,8,3.1477,-1.615,
14,100,9,-1.5903,4.6559,
14,100,10,3.628,4.8258,
14,100,11,2.3973,3.8646,
14,100,12,4.9689,5.9222,
14,100,13,2.5255,6.2576,
14,100,14,2.5087,4.2513,
14,100,15,3.7572,3.8393,
14,100,16,0.88924,4.4507,
14,100,17,,,
14,100,18,-1.6417,5.0256,
14,100,19,2.3573,4.512,
14,100,20,0.63296,4.5855,
14,115,1,3.5953,4.4541,
14,115,2,0.83308,4.7653,
14,115,3,-0.14436,4.8755,
14,115,4,-1.1558,5.5394,
14,115,5,,4.7729,
14,115,6,1.0883,4.6758,
14,115,7,3.2756,5.0276,
14,115,8,3.1374,-1.5387,
14,115,9,-1.4517,4.6732,
14,115,10,3.6256,4.823,
14,115,11,2.4196,3.8683,
14,115,12,4.9635,5.9074,
14,115,13,2.537,6.2587,
14,115,14,2.5284,4.2522,
14,115,15,3.7521,3.8419,
14,115,16,0.88757,4.4472,
14,115,17,,,
14,115,18,-1.5989,5.0158,
14,115,19,2.349,4.5088,
14,115,20,0.64217,4.58,
14,130,1,3.6111,4.45,
14,130,2,1.0088,4.7563,
14,130,3,0.04891,4.8639,
14,130,4,-0.87838,5.5218,
14,130,5,,4.7659,
14,130,6,1.2316,4.6644,
14,130,7,3.2977,5.0264,
14,130,8,3.1907,-1.2143,
14,130,9,-1.0641,4.6731,
14,130,10,3.6806,4.8159,
14,130,11,2.4644,3.8805,
14,130,12,4.9545,5.8924,
14,130,13,2.5684,6.256,
14,130,14,2.555,4.2471,
14,130,15,3.7674,3.8697,
14,130,16,1.0442,4.4441,
14,130,17,,,
14,130,18,-1.2788,5.0057,
14,130,19,2.4659,4.5041,
14,130,20,0.80996,4.5732,
14,145,1,3.626,4.4489,
14,145,2,0.98897,4.7497,
14,145,3,0.09861,4.8537,
14,145,4,-0.8006,5.5056,
14,145,5,,4.7588,
14,145,6,1.2475,4.6529,
14,145,7,3.3148,5.0246,
14,145,8,3.1987,-1.2873,
14,145,9,-1.1378,4.6772,
14,145,10,3.6853,4.8095,
14,145,11,2.4891,3.8961,
14,145,12,4.9488,5.8765,
14,145,13,2.5961,6.2533,
14,145,14,2.5796,4.2437,
14,145,15,3.7789,3.8571,
14,145,16,1.07,4.4363,
14,145,17,,,
14,145,18,-1.2493,4.995,
14,145,19,2.4139,4.4968,
14,145,20,0.82192,4.5643,
14,200,1,3.6577,4.4494,
14,200,2,1.2183,4.7417,
14,200,3,0.27039,4.8443,
14,200,4,-0.44296,5.4905,
14,200,5,,4.7514,
14,200,6,1.4294,4.6441,
14,200,7,3.3461,5.0239,
14,200,8,3.2817,-0.79642,
14,200,9,-0.67521,4.6778,
14,200,10,3.738,4.8033,
14,200,11,2.5391,3.9131,
14,200,12,4.9432,5.8609,
14,200,13,2.6402,6.2509,
14,200,14,2.6122,4.2401,
14,200,15,3.7998,3.8865,
14,200,16,1.2548,4.4329,
14,200,17,,,
14,200,18,-0.8479,4.9837,
14,200,19,2.6449,4.4912,
14,200,20,1.0696,4.5576,
14,215,1,3.6536,4.4491,
14,215,2,1.0017,4.7351,
14,215,3,0.2202,4.8353,
14,215,4,-0.71039,5.4746,
14,215,5,,4.7444,
14,215,6,1.3291,4.6363,
14,215,7,3.3599,5.0234,
14,215,8,3.2993,-1.0883,
14,215,9,-1.0258,4.6819,
14,215,10,3.722,4.8,
14,215,11,2.5358,3.9282,
14,215,12,4.9404,5.8488,
14,215,13,2.6689,6.2473,
14,215,14,2.64,4.2393,
14,215,15,3.8077,3.8919,
14,215,16,1.0207,4.4301,
14,215,17,,,
14,215,18,-1.1057,4.976,
14,215,19,2.5084,4.4855,
14,215,20,0.85613,4.5524,
14,230,1,3.6402,4.4454,
14,230,2,0.93373,4.7284,
14,230,3,0.16317,4.8271,
14,230,4,-0.87359,5.4607,
14,230,5,,4.7408,
14,230,6,1.2711,4.6269,
14,230,7,3.3594,5.0207,
14,230,8,3.2544,-1.2152,
14,230,9,-1.1795,4.6877,
14,230,10,3.6819,4.7945,
14,230,11,2.5389,3.9228,
14,230,12,4.9345,5.834,
14,230,13,2.6656,6.2428,
14,230,14,2.6452,4.2356,
14,230,15,3.7949,3.8677,
14,230,16,1.0305,4.4247,
14,230,17,,,
14,230,18,-1.2419,4.9691,
14,230,19,2.4,4.4815,
14,230,20,0.7858,4.5464,
14,245,1,3.6167,4.4382,
14,245,2,0.78443,4.72,
14,245,3,-0.01483,4.8176,
14,245,4,-1.0338,5.4464,
14,245,5,,4.735,
14,245,6,1.1849,4.6183,
14,245,7,3.3512,5.0161,
14,245,8,3.1989,-1.4134,
14,245,9,-1.3682,4.6907,
14,245,10,3.6405,4.7867,
14,245,11,2.5297,3.912,
14,245,12,4.9289,5.8204,
14,245,13,2.6551,6.2412,
14,245,14,2.6419,4.231,
14,245,15,3.785,3.8494,
14,245,16,0.96524,4.4189,
14,245,17,,,
14,245,18,-1.4231,4.9563,
14,245,19,2.4227,4.4739,
14,245,20,0.6852,4.5356,
14,300,1,3.5893,4.4286,
14,300,2,0.66949,4.708,
14,300,3,-0.15969,4.8072,
14,300,4,-1.1302,5.4322,
14,300,5,,4.725,
14,300,6,1.1209,4.6055,
14,300,7,3.3375,5.0078,
14,300,8,3.1766,-1.5555,
14,300,9,-1.4869,4.6892,
14,300,10,3.6182,4.7766,
14,300,11,2.5205,3.9019,
14,300,12,4.9218,5.8062,
14,300,13,2.6344,6.233,
14,300,14,2.6306,4.2194,
14,300,15,3.7654,3.8337,
14,300,16,0.88606,4.406,
14,300,17,,,
14,300,18,-1.4686,4.9457,
14,300,19,2.4529,4.464,
14,300,20,0.60275,4.5267,
14,315,1,3.5481,4.4121,
14,315,2,0.47569,4.6952,
14,315,3,-0.4501,4.7944,
14,315,4,-1.4358,5.4179,
14,315,5,,4.7162,
14,315,6,0.95686,4.5928,
14,315,7,3.3076,4.9967,
14,315,8,3.0784,-1.9866,
14,315,9,-1.9113,4.6875,
14,315,10,3.5421,4.7647,
14,315,11,2.4761,3.8814,
14,315,12,4.912,5.7938,
14,315,13,2.5965,6.2287,
14,315,14,2.6047,4.2063,
14,315,15,3.7363,3.776,
14,315,16,0.6915,4.3899,
14,315,17,,,
14,315,18,-1.9316,4.9348,
14,315,19,2.1828,4.4538,
14,315,20,0.35192,4.5134,
14,330,1,3.5256,4.3943,
14,330,2,0.52972,4.679,
14,330,3,-0.45183,4.7806,
14,330,4,-1.4537,5.4035,
14,330,5,,4.7033,
14,330,6,0.95917,4.5769,
14,330,7,3.2831,4.982,
14,330,8,3.0403,-1.9339,
14,330,9,-1.8104,4.677,
14,330,10,3.5252,4.7491,
14,330,11,2.4624,3.8556,
14,330,12,4.9011,5.7798,
14,330,13,2.562,6.2218,
14,330,14,2.5766,4.1897,
14,330,15,3.7129,3.7575,
14,330,16,0.7668,4.3732,
14,330,17,,,
14,330,18,-1.9562,4.9239,
14,330,19,2.1148,4.4392,
14,330,20,0.38923,4.4992,
14,345,1,3.5121,4.3761,
14,345,2,0.54399,4.6585,
14,345,3,-0.30506,4.7645,
14,345,4,-1.416,5.3893,
14,345,5,,4.6865,
14,345,6,0.98224,4.56,
14,345,7,3.2641,4.9662,
14,345,8,3.0479,-1.6909,
14,345,9,-1.6316,4.6599,
14,345,10,3.5263,4.7318,
14,345,11,2.4494,3.8366,
14,345,12,4.8858,5.7659,
14,345,13,2.5433,6.2142,
14,345,14,2.5575,4.1689,
14,345,15,3.6986,3.7538,
14,345,16,0.7679,4.3549,
14,345,17,,,
14,345,18,-1.7788,4.9092,
14,345,19,2.1046,4.4209,
14,345,20,0.4517,4.4829,
14,400,1,3.5055,4.3606,
14,400,2,0.50946,4.6397,
14,400,3,-0.25584,4.749,
14,400,4,-1.3204,5.3736,
14,400,5,,4.6703,
14,400,6,1.0165,4.5444,
14,400,7,3.2546,4.9518,
14,400,8,3.0796,-1.6033,
14,400,9,-1.5326,4.6431,
14,400,10,3.5337,4.7156,
14,400,11,2.4453,3.826,
