year,site,plot,date,rep,stage1,stage2,stage3,stage4,stage5,average,overall,, , 
8,4,3,222,5,4,5,6,,,5,5.25,,,
8,4,3,231,5,5,6,,,,5.5,5.75,,,
8,4,3,236,5,5,6,,,,5.5,5.75,,,
8,4,3,244,5,5,6,,,,5.5,5.75,,,
8,4,3,251,5,6,,,,,6,6,,,
8,4,4,208,1,1,,,,,1,1,,,
8,4,4,218,1,5,,,,,5,5,,,
8,4,4,222,1,5,6,,,,5.5,5.25,,,
8,4,4,231,1,6,,,,,6,6,,,
8,4,4,208,2,1,,,,,1,1,,,
8,4,4,218,2,5,,,,,5,5,,,
8,4,4,222,2,5,6,,,,5.5,5.5,,,
8,4,4,231,2,6,,,,,6,6,,,
8,4,4,187,3,1,,,,,1,1,,,
8,4,4,194,3,1,2,,,,1.5,1.25,,,
8,4,4,218,3,3,4,5,,,4,4.25,,,
8,4,4,222,3,4,5,,,,4.5,4.75,,,
8,4,4,231,3,5,6,,,,5.5,5.75,,,
8,4,4,236,3,5,6,,,,5.5,5.75,,,
8,4,4,244,3,5,6,,,,5.5,5.75,,,
8,4,4,251,3,6,,,,,6,6,,,
8,4,4,194,4,1,,,,,1,1,,,
8,4,4,208,4,1,2,,,,1.5,1.5,,,
8,4,4,218,4,5,,,,,5,5,,,
8,4,4,222,4,4,5,,,,4.5,4.75,,,
8,4,4,231,4,5,6,,,,5.5,5.75,,,
8,4,4,236,4,6,,,,,6,6,,,
8,4,4,187,5,1,,,,,1,1,,,
8,4,4,194,5,1,2,,,,1.5,1.5,,,
8,4,4,208,5,1,2,,,,1.5,1.25,,,
8,4,4,218,5,5,,,,,5,5,,,
8,4,4,222,5,4,5,6,,,5,4.75,,,
8,4,4,231,5,5,6,,,,5.5,5.5,,,
8,4,4,236,5,5,6,,,,5.5,5.75,,,
8,4,4,244,5,5,6,,,,5.5,5.75,,,
8,4,4,251,5,6,,,,,6,6,,,
8,4,5,208,1,1,2,,,,1.5,1.25,,,
8,4,5,218,1,2,3,4,5,,3.5,4.25,,,
8,4,5,222,1,2,3,4,5,,3.5,4.25,,,
8,4,5,231,1,5,6,,,,5.5,5.25,,,
8,4,5,236,1,5,6,,,,5.5,5.75,,,
8,4,5,244,1,5,6,,,,5.5,5.75,,,
8,4,5,251,1,6,,,,,6,6,,,
8,4,6,194,1,1,,,,,1,1,,,
8,4,6,208,1,1,2,,,,1.5,1.5,,,
8,4,6,218,1,5,6,,,,5.5,5.7,,,
8,4,6,222,1,5,6,,,,5.5,5.75,,,
8,4,6,231,1,6,,,,,6,6,,,
8,4,6,180,2,1,,,,,1,1,,,
8,4,6,187,2,1,2,,,,1.5,1.5,,,
8,4,6,194,2,1,2,,,,1.5,1.25,,,
8,4,6,218,2,5,6,,,,5.5,5.25,,,
8,4,6,222,2,5,6,,,,5.5,5.25,,,
8,4,6,231,2,5,6,,,,5.5,5.75,,,
8,4,6,236,2,5,6,,,,5.5,5.75,,,
8,4,6,244,2,5,6,,,,5.5,5.75,,,
8,4,6,251,2,6,,,,,6,6,,,
8,4,6,194,3,1,,,,,1,1,,,
8,4,6,208,3,1,2,,,,1.5,1.5,,,
8,4,6,218,3,5,,,,,5,5,,,
8,4,6,222,3,4,5,6,,,5,5.25,,,
8,4,6,231,3,5,6,,,,5.5,5.5,,,
8,4,6,236,3,5,6,,,,5.5,5.75,,,
8,4,6,244,3,5,6,,,,5.5,5.75,,,
8,4,6,251,3,6,,,,,6,6,,,
8,4,6,180,4,1,,,,,1,1,,,
8,4,6,187,4,1,2,,,,1.5,1.25,,,
8,4,6,194,4,1,2,,,,1.5,1.25,,,
8,4,6,218,4,3,4,5,,,4,5,,,
8,4,6,222,4,5, , ,,,5,4.75,,,
8,4,6,231,4,5,6,,,,5.5,5.75,,,
8,4,6,236,4,6,,,,,6,6,,,
8,4,6,180,5,1,2,,,,1.5,1.25,,,
8,4,6,187,5,1,2,,,,1.5,1.25,,,
8,4,6,194,5,1,2,,,,1.5,1.25,,,
8,4,6,218,5,5,,,,,5,5,,,
8,4,6,222,5,4,5,,,,4.5,4.75,,,
8,4,6,231,5,5,6,,,,5.5,5.5,,,
8,4,6,236,5,5,6,,,,5.5,5.75,,,
8,4,6,244,5,5,6,,,,5.5,5.75,,,
8,4,6,251,5,6,,,,,6,6,,,
8,4,7,180,1,1,2,,,,1.5,1.25,,,
8,4,7,187,1,1,2,,,,1.5,1.25,,,
8,4,7,194,1,1,2,,,,1.5,1.25,,,
8,4,7,218,1,5,6,,,,5.5,5.25,,,
8,4,7,222,1,5,6,,,,5.5,5.25,,,
8,4,7,231,1,6,,,,,6,6,,,
8,4,7,180,2,1,2,,,,1.5,1.25,,,
8,4,7,187,2,1,2,,,,1.5,1.25,,,
8,4,7,218,2,5,6,,,,5.5,5.5,,,
8,4,7,222,2,5,6,,,,5.5,5.75,,,
8,4,7,231,2,6,,,,,6,6,,,
8,4,7,194,3,1, ,,,,1,1,,,
8,4,7,208,3,1,2,,,,1.5,1.25,,,
8,4,7,218,3,4,5,,,,4.5,4.75,,,
8,4,7,222,3,4,5,,,,4.5,4.75,,,
8,4,7,231,3,5,6,,,,5.5,5.75,,,
8,4,7,244,3,5,6,,,,5.5,5.75,,,
8,4,7,251,3,6,,,,,6,6,,,
8,4,7,208,4,1,,,,,1,1,,,
8,4,7,218,4,5,,,,,5,5,,,
8,4,7,222,4,4,5,6,,,5,5.25,,,
8,4,7,231,4,5,6,,,,5.5,5.75,,,
8,4,7,236,4,5,6,,,,5.5,5.75,,,
8,4,7,244,4,5,6,,,,5.5,5.75,,,
8,4,7,251,4,6,,,,,6,6,,,
8,4,7,208,5,1,,,,,1,1,,,
8,4,7,218,5,5,6,,,,5.5,5.25,,,
8,4,7,222,5,5,6,,,,5.5,5.25,,,
8,4,7,231,5,6,,,,,6,6,,,
8,4,8,187,1,1,,,,,1,1,,,
8,4,8,194,1,1,2,,,,1.5,1.5,,,
8,4,8,218,1,5,6,,,,5.5,5.5,,,
8,4,8,222,1,5,6,,,,5.5,5.25,,,
8,4,8,231,1,5,6,,,,5.5,5.75,,,
8,4,8,236,1,5,6,,,,5.5,5.75,,,
8,4,8,244,1,5,6,,,,5.5,5.75,,,
8,4,8,251,1,6,,,,,6,6,,,
8,4,8,187,2,1,,,,,1,1,,,
8,4,8,194,2,1,2,,,,1.5,1.25,,,
8,4,8,218,2,5,6,,,,5.5,5.25,,,
8,4,8,222,2,5,6,,,,5.5,5.75,,,
8,4,8,231,2,5,6,,,,5.5,5.5,,,
8,4,8,236,2,5,6,,,,5.5,5.75,,,
8,4,8,244,2,5,6,,,,5.5,5.75,,,
8,4,8,251,2,6,,,,,6,6,,,
8,4,8,180,3,1,2,,,,1.5,1.25,,,
8,4,8,187,3,1,2,,,,1.5,1.25,,,
8,4,8,218,3,5,6,,,,5.5,5.25,,,
8,4,8,222,3,4,5,6,,,5,5.25,,,
8,4,8,231,3,5,6,,,,5.5,5.75,,,
8,4,8,236,3,5,6,,,,5.5,5.75,,,
8,4,8,244,3,5,6,,,,5.5,5.75,,,
8,4,8,251,3,6,,,,,6,6,,,
8,4,8,187,4,1,,,,,1,1,,,
8,4,8,218,4,5,6,,,,5.5,5.5,,,
8,4,8,222,4,5,6,,,,5.5,5.25,,,
8,4,8,231,4,6,,,,,6,6,,,
8,4,8,180,5,1, ,,,,1,1,,,
8,4,8,187,5,1,2,,,,1.5,1.25,,,
8,4,8,194,5,1,2,,,,1.5,1.5,,,
8,4,8,218,5,5,6,,,,5.5,5.5,,,
8,4,8,222,5,5,6,,,,5.5,5.25,,,
8,4,8,231,5,6,,,,,6,6,,,
8,4,9,187,1,1,,,,,1,1,,,
8,4,9,194,1,1,2,,,,1.5,1.25,,,
8,4,9,218,1,5,6,,,,5.5,5.25,,,
8,4,9,222,1,4,5,,,,4.5,4.25,,,
8,4,9,231,1,5,6,,,,5.5,5.5,,,
8,4,9,236,1,5,6,,,,5.5,5.75,,,
8,4,9,244,1,5,6,,,,5.5,5.75,,,
8,4,9,251,1,6,,,,,6,6,,,
8,4,9,208,2,1,,,,,1,1,,,
8,4,9,218,2,5,,,,,5,5,,,
8,4,9,222,2,4,5,6,,,5,5.25,,,
8,4,9,231,2,5,6,,,,5.5,5.5,,,
8,4,9,236,2,5,6,,,,5.5,5.75,,,
8,4,9,244,2,5,6,,,,5.5,5.75,,,
8,4,9,251,2,6,,,,,6,6,,,
8,4,9,208,3,1,,,,,1,1,,,
8,4,9,218,3,5,6,,,,5.5,5.25,,,
8,4,9,222,3,5,6,,,,5.5,5.25,,,
8,4,9,231,3,5,6,,,,5.5,5.75,,,
8,4,9,236,3,6,,,,,6,6,,,
8,4,9,180,4,1,,,,,1,1,,,
8,4,9,187,4,1,2,,,,1.5,1.25,,,
8,4,9,208,4,1,2,,,,1.5,1.25,,,
8,4,9,218,4,5,,,,,5,5,,,
8,4,9,222,4,3,4,5,,,4,3.75,,,
8,4,9,231,4,6,,,,,6,6,,,
8,4,9,208,5,1,,,,,1,1,,,
8,4,9,218,5,5,,,,,5,5,,,
8,4,9,222,5,4,5, ,,,4.5,4.25,,,
8,4,9,231,5,5,6,,,,5.5,5.75,,,
8,4,9,236,5,5,6,,,,5.5,5.75,,,
8,4,9,244,5,6,,,,,6,6,,,
8,4,10,208,1,1,,,,,1,1,,,
8,4,10,218,1,5,6,,,,5.5,5.5,,,
8,4,10,222,1,3,4,5,6,,4.5,5.5,,,
8,4,10,231,1,6,,,,,6,6,,,
8,4,10,180,2,1,,,,,1,1,,,
8,4,10,187,2,1,2,,,,1.5,1.25,,,
8,4,10,194,2,1,2,,,,1.5,1.25,,,
8,4,10,222,2,4,5,6,,,5,5.75,,,
8,4,10,231,2,5,6,,,,5.5,5.75,,,
8,4,10,236,2,5,6,,,,5.5,5.75,,,
8,4,10,244,2,5,6,,,,5.5,5.75,,,
8,4,10,251,2,6,,,,,6,6,,,
8,4,10,180,4,1,2,,,,1.5,1.25,,,
8,4,10,187,4,1,2,,,,1.5,1.25,,,
8,4,10,194,4,1,2,,,,1.5,1.25,,,
8,4,10,218,4,5,6,,,,5.5,5.5,,,
8,4,10,222,4,6,,,,,6,6,,,
