year,site,plot,date,rep,stage1,stage2,stage3,average,overall
6,4,7,198,1,1,2,3,2,1.75
6,4,7,205,1,2,3,,2.5,2.75
6,4,7,213,1,3,4,,3.5,3.5
6,4,7,219,1,3,4,,3.5,3.5
6,4,7,226,1,3,5,6,4.666666667,5.5
6,4,7,233,1,3,5,6,4.666666667,5.75
6,4,7,240,1,6,,,6,6
6,4,7,192,2,1,2,3,2,2.5
6,4,7,198,2,1,2,3,2,2
6,4,7,205,2,2,3,,2.5,2.75
6,4,7,213,2,3,4,,3.5,3.5
6,4,7,219,2,3,4,5,4,4.25
6,4,7,226,2,3,5,,4,4.75
6,4,7,233,2,3,5,6,4.666666667,5.25
6,4,7,240,2,3,5,6,4.666666667,5.5
6,4,7,247,2,3,5,6,4.666666667,5.5
6,4,8,163,1,1,,,1,1
6,4,8,170,1,1,,,1,1
6,4,8,177,1,1,2,,1.5,1.5
6,4,8,184,1,1,2,,1.5,1.5
6,4,8,198,1,1,2,3,2,2.75
6,4,8,205,1,3,,,3,3
6,4,8,213,1,3,5,,4,3.75
6,4,8,219,1,3,5,6,4.666666667,5.5
6,4,8,226,1,3,5,6,4.666666667,5.25
6,4,8,233,1,3,5,6,4.666666667,5.5
6,4,8,240,1,6,,,6,6
6,4,8,163,2,1,,,1,1
6,4,8,170,2,1,,,1,1
6,4,8,177,2,1,2,,1.5,1.5
6,4,8,184,2,1,2,,1.5,1.5
6,4,8,192,2,1,2,3,2,2.5
6,4,8,198,2,2,3,,2.5,2.75
6,4,8,205,2,3,,,3,3
6,4,8,213,2,3,4,,3.5,3.75
6,4,8,219,2,3,5,6,4.666666667,5.5
6,4,8,226,2,3,5,6,4.666666667,5.5
6,4,8,233,2,3,5,6,4.666666667,5.5
6,4,8,240,2,3,5,6,4.666666667,5.75
6,4,8,247,2,3,5,6,4.666666667,5.75
6,4,8,163,3,1,,,1,1
6,4,8,170,3,0,,,0,0
6,4,8,177,3,1,2,,1.5,1.5
6,4,8,184,3,1,2,,1.5,1.75
6,4,8,192,3,1,2,3,2,2.5
6,4,8,198,3,2,3,,2.5,2.75
6,4,8,205,3,2,3,,2.5,2.75
6,4,8,213,3,3,4,,3.5,3.5
6,4,8,219,3,3,5,6,4.666666667,5.5
6,4,8,226,3,3,5,6,4.666666667,5.5
6,4,8,233,3,3,5,6,4.666666667,5.5
6,4,8,240,3,6,,,6,6
6,4,8,163,4,1,,,1,1
6,4,8,170,4,0,,,0,0
6,4,8,177,4,1,2,,1.5,1.5
6,4,8,184,4,1,2,,1.5,1.75
6,4,8,192,4,1,2,3,2,2.75
6,4,8,198,4,2,3,,2.5,2.75
6,4,8,205,4,3,,,3,3
6,4,8,213,4,3,4,5,4,4.25
6,4,8,219,4,3,5,6,4.666666667,5.5
6,4,8,226,4,3,5,6,4.666666667,5.5
6,4,8,233,4,3,5,6,4.666666667,5.75
6,4,8,240,4,6,,,6,6
6,4,8,163,5,1,,,1,1
6,4,8,170,5,0,,,0,0
6,4,8,177,5,1,2,,1.5,1.75
6,4,8,184,5,1,2,,1.5,1.75
6,4,8,192,5,1,2,3,2,2.5
6,4,8,198,5,2,3,,2.5,2.75
6,4,8,205,5,3,,,3,3
6,4,8,213,5,3,4,5,4,4.25
6,4,8,219,5,3,5,6,4.666666667,5.75
6,4,8,226,5,3,5,6,4.666666667,5.75
6,4,8,233,5,3,5,6,4.666666667,5.75
6,4,8,240,5,6,,,6,6
6,4,9,170,1,0,,,0,0
6,4,9,177,1,1,,,1,1
6,4,9,184,1,1,2,,1.5,1.25
6,4,9,192,1,1,2,3,2,2
6,4,9,198,1,1,2,3,2,2.75
6,4,9,205,1,1,2,3,2,2.75
6,4,9,213,1,3,4,,3.5,3.5
6,4,9,219,1,3,4,5,4,4
6,4,9,226,1,3,5,6,4.666666667,5
6,4,9,233,1,5,6,,5.5,5.5
6,4,9,240,1,3,5,6,4.666666667,5.75
6,4,9,247,1,3,5,6,4.666666667,5.75
6,4,9,163,2,0,,,0,0
6,4,9,170,2,1,,,1,1
6,4,9,177,2,1,,,1,1
6,4,9,184,2,1,2,,1.5,1.25
6,4,9,192,2,1,2,3,2,2
6,4,9,198,2,1,2,3,2,2.5
6,4,9,205,2,3,4,,3.5,2.75
6,4,9,213,2,3,4,,3.5,3.5
6,4,9,219,2,3,4,5,4,4
6,4,9,226,2,3,5,6,4.666666667,5
6,4,9,233,2,5,6,,5.5,5.5
6,4,9,240,2,3,5,6,4.666666667,5.5
6,4,9,247,2,3,5,6,4.666666667,5.75
6,4,9,170,3,0,,,0,0
6,4,9,177,3,1,,,1,1
6,4,9,184,3,1,2,,1.5,1.5
6,4,9,192,3,1,2,3,2,2
6,4,9,198,3,1,2,3,2,2.75
6,4,9,205,3,3,,,3,3
6,4,9,213,3,3,4,,3.5,3.25
6,4,9,219,3,3,4,5,4,4.5
6,4,9,226,3,3,5,,4,4.75
6,4,9,233,3,5,6,,5.5,5.25
6,4,9,240,3,3,5,6,4.666666667,5.5
6,4,9,247,3,3,5,6,4.666666667,5.75
6,4,9,170,4,0,,,0,0
6,4,9,177,4,1,,,1,1
6,4,9,184,4,1,2,,1.5,1.25
6,4,9,192,4,1,2,3,2,1.75
6,4,9,198,4,1,2,3,2,2
6,4,9,205,4,1,2,3,2,2.75
6,4,9,213,4,3,4,,3.5,3.25
6,4,9,219,4,3,4,5,4,4.5
6,4,9,226,4,3,5,,4,4.75
6,4,9,233,4,5,6,,5.5,5.75
6,4,9,240,4,3,5,6,4.666666667,5.75
6,4,9,247,4,6, , ,6,6
6,4,9,170,5,0,,,0,0
6,4,9,177,5,1,,,1,1
6,4,9,184,5,1, ,,1,1
6,4,9,192,5,1,2,,1.5,1.5
6,4,9,198,5,1,2,3,2,2
6,4,9,205,5,1,2,3,2,2.75
6,4,9,213,5,3,4,,3.5,3.25
6,4,9,219,5,3,4,5,4,4.5
6,4,9,226,5,3,5,,4,4.75
6,4,9,233,5,5,6,,5.5,5.75
6,4,9,240,5,6,,,6,6
6,4,10,163,1,1,,,1,1
6,4,10,170,1,1,,,1,1
6,4,10,177,1,1,2,,1.5,1.25
6,4,10,184,1,1,2,,1.5,1.5
6,4,10,192,1,1,2,3,2,2.5
6,4,10,198,1,3,,,3,3
6,4,10,205,1,3,,,3,3
6,4,10,213,1,3,4,5,4,4.25
6,4,10,219,1,3,5,6,4.666666667,5.5
6,4,10,226,1,3,5,6,4.666666667,5.75
6,4,10,233,1,3,5,6,4.666666667,5.75
6,4,10,240,1,6,,,6,6
6,4,10,163,2,1,,,1,1
6,4,10,170,2,1,,,1,1
6,4,10,177,2,1,2,,1.5,1.25
6,4,10,184,2,1,2,,1.5,1.5
6,4,10,192,2,2,3,,2.5,2.75
6,4,10,198,2,3,,,3,3
6,4,10,205,2,3,,,3,3
6,4,10,213,2,3,4,5,4,3.75
6,4,10,219,2,3,5,6,4.666666667,5.5
6,4,10,226,2,3,5,6,4.666666667,5.5
6,4,10,233,2,3,5,6,4.666666667,5.75
6,4,10,240,2,6,,,6,6
6,4,10,163,3,1,,,1,1
6,4,10,170,3,1,,,1,1
6,4,10,177,3,1,2,,1.5,1.5
6,4,10,184,3,1,2,,1.5,1.5
6,4,10,192,3,2,3,3,2.666666667,2.75
6,4,10,198,3,3,,,3,3
6,4,10,205,3,2,,,2,2
6,4,10,213,3,3,4,5,4,3.75
6,4,10,219,3,3,5,6,4.666666667,5.5
6,4,10,226,3,3,5,6,4.666666667,5.5
6,4,10,233,3,3,5,6,4.666666667,5.75
6,4,10,240,3,6,,,6,6
6,4,10,163,4,1,,,1,1
6,4,10,170,4,1,,,1,1
6,4,10,177,4,1,2,,1.5,1.25
6,4,10,184,4,1,2,,1.5,1.5
6,4,10,192,4,2,3,,2.5,2.75
6,4,10,198,4,2,3,,2.5,2.75
6,4,10,205,4,3,,,3,3
6,4,10,213,4,3,4,5,4,4
6,4,10,219,4,3,5,6,4.666666667,5.5
6,4,10,226,4,3,5,6,4.666666667,5.75
6,4,10,233,4,3,5,6,4.666666667,5.75
6,4,10,240,4,6,,,6,6
6,4,10,163,5,1,,,1,1
6,4,10,170,5,1,2,,1.5,1.25
6,4,10,177,5,1,2,,1.5,1.5
6,4,10,184,5,1,2,,1.5,1.5
6,4,10,192,5,2,3,,2.5,2.75
6,4,10,198,5,3,,,3,3
6,4,10,205,5,3,,,3,3
6,4,10,213,5,3,4,5,4,4
6,4,10,219,5,3,5,6,4.666666667,5.5
6,4,10,226,5,3,5,6,4.666666667,5.75
6,4,10,233,5,3,5,6,4.666666667,5.75
6,4,10,240,5,3,5,6,4.666666667,5.75
6,4,10,247,5,6,,,6,6
