year,site,plot,date,rep,stage1,stage2,stage3,stage4,stage5,average,overall,, , 
8,2,10,175,5,1,,,,,1,1,,,
8,2,10,181,5,1,,,,,1,1,,,
8,2,10,187,5,1,2,,,,1.5,1.25,,,
8,2,10,195,5,1,2,,,,1.5,1.75,,,
8,2,10,209,5,1,2,,,,1.5,1.5,,,
8,2,10,218,5,2,3,,,,2.5,2.75,,,
8,2,10,224,5,2,3,4,5,,3.5,4.25,,,
8,2,10,231,5,4,5,6,,,5,5.25,,,
8,2,10,237,5,5,6,,,,5.5,5.25,,,
8,2,10,244,5,5,6,,,,5.5,5.75,,,
8,2,10,251,5,5,6,,,,5.5,5.75,,,
8,2,10,257,5,6,,,,,6,6,,,
8,3,1,175,1,0,,,,,0,0,,,
8,3,1,180,1,1,,,,,1,1,,,
8,3,1,188,1,1,2,,,,1.5,1.75,,,
8,3,1,194,1,1,2,,,,1.5,1.75,,,
8,3,1,202,1,1,2,,,,1.5,1.5,,,
8,3,1,209,1,1,2,,,,1.5,1..75,,,
8,3,1,216,1,1,2,,,,1.5,1.75,,,
8,3,1,224,1,1,2,3,,,2,2.75,,,
8,3,1,230,1,4,5,,,,4.5,4.25,,,
8,3,1,237,1,4,5,6,,,5,4.75,,,
8,3,1,245,1,5,6,,,,5.5,5.75,,,
8,3,1,251,1,5,6,,,,5.5,5.75,,,
8,3,1,257,1,5,6,,,,5.5,5.75,,,
8,3,1,175,2,0,,,,,0,0,,,
8,3,1,180,2,1,,,,,1,1,,,
8,3,1,188,2,1,,,,,1,1,,,
8,3,1,194,2,1,2,,,,1.5,1.25,,,
8,3,1,202,2,1,2,,,,1.5,1.5,,,
8,3,1,209,2,1,2,,,,1.5,1.75,,,
8,3,1,216,2,1,2,,,,1.5,1.75,,,
8,3,1,224,2,2,3,4,,,3,3.25,,,
8,3,1,230,2,4,5,,,,4.5,4.25,,,
8,3,1,237,2,4,5,6,,,5,4.75,,,
8,3,1,245,2,5,6,,,,5.5,5.75,,,
8,3,1,251,2,5,6,,,,5.5,5.75,,,
8,3,1,257,2,5,6,,,,5.5,5.75,,,
8,3,1,175,3,0,,,,,0,0,,,
8,3,1,180,3,1,,,,,1,1,,,
8,3,1,188,3,1,2,,,,1.5,1.75,,,
8,3,1,194,3,1,2,,,,1.5,1.75,,,
8,3,1,202,3,1,2,,,,1.5,1.5,,,
8,3,1,209,3,1,2,,,,1.5,1.75,,,
8,3,1,216,3,1,2,,,,1.5,1.75,,,
8,3,1,224,3,2,3,4,,,3,3.25,,,
8,3,1,230,3,4,5,6,,,5,4.5,,,
8,3,1,237,3,5,6,,,,5.5,5.25,,,
8,3,1,245,3,5,6,,,,5.5,5.75,,,
8,3,1,251,3,5,6,,,,5.5,5.75,,,
8,3,1,257,3,6,,,,,6,6,,,
8,3,1,175,4,0,,,,,0,0,,,
8,3,1,180,4,1,,,,,1,1,,,
8,3,1,188,4,1,,,,,1,1,,,
8,3,1,194,4,1,2,,,,1.5,1.5,,,
8,3,1,202,4,1,2,,,,1.5,1.25,,,
8,3,1,209,4,1,2,,,,1.5,1.75,,,
8,3,1,216,4,1,2,,,,1.5,1.75,,,
8,3,1,224,4,1,2,3,4,,2.5,2.75,,,
8,3,1,230,4,4,5,,,,4.5,4.5,,,
8,3,1,237,4,4,5,6,,,5,5.25,,,
8,3,1,245,4,5,6,,,,5.5,5.75,,,
8,3,1,251,4,5,6,,,,5.5,5.75,,,
8,3,1,257,4,6,,,,,6,6,,,
8,3,1,175,5,0,,,,,0,0,,,
8,3,1,180,5,1,,,,,1,1,,,
8,3,1,188,5,1,,,,,1,1,,,
8,3,1,202,5,1,2,,,,1.5,1.5,,,
8,3,1,209,5,1,2,,,,1.5,1.5,,,
8,3,1,216,5,1,2,,,,1.5,1.75,,,
8,3,1,224,5,2,3,4,,,3,3.25,,,
8,3,1,230,5,4,5,,,,4.5,4.25,,,
8,3,1,237,5,4,5,6,,,5,4.75,,,
8,3,1,245,5,5,6,,,,5.5,5.75,,,
8,3,1,251,5,5,6,,,,5.5,5.75,,,
8,3,1,257,5,6,,,,,6,6,,,
8,3,2,175,1,0,,,,,0,0,,,
8,3,2,180,1,1,,,,,1,1,,,
8,3,2,188,1,1,,,,,1,1,,,
8,3,2,194,1,1,,,,,1,1,,,
8,3,2,202,1,1,2,,,,1.5,1.5,,,
8,3,2,209,1,1,2,,,,1.5,1.75,,,
8,3,2,216,1,1,2,,,,1.5,1.75,,,
8,3,2,224,1,1,2,3,4,,2.5,3.25,,,
8,3,2,230,1,3,4,5,,,4,4.25,,,
8,3,2,237,1,4,5,6,,,5,4.25,,,
8,3,2,245,1,5,6,,,,5.5,5.75,,,
8,3,2,251,1,5,6,,,,5.5,5.75,,,
8,3,2,257,1,5,6,,,,5.5,5.75,,,
8,3,2,175,2,0,,,,,0,0,,,
8,3,2,180,2,1,,,,,1,1,,,
8,3,2,188,2,1,2,,,,1.5,1.5,,,
8,3,2,194,2,1,2,,,,1.5,1.75,,,
8,3,2,202,2,1,2,,,,1.5,1.25,,,
8,3,2,209,2,1,2,,,,1.5,1.5,,,
8,3,2,216,2,1,2,,,,1.5,1.75,,,
8,3,2,224,2,1,2,3,4,,2.5,2.75,,,
8,3,2,230,2,4,5,,,,4.5,4.25,,,
8,3,2,237,2,4,5,,,,4.5,4.5,,,
8,3,2,245,2,5,6,,,,5.5,5.75,,,
8,3,2,251,2,5,6,,,,5.5,5.75,,,
8,3,2,257,2,6,,,,,6,6,,,
8,3,2,175,3,0,,,,,0,0,,,
8,3,2,180,3,1,,,,,1,1,,,
8,3,2,188,3,1,2,,,,1.5,1.75,,,
8,3,2,194,3,1,2,,,,1.5,1.75,,,
8,3,2,202,3,1,2,,,,1.5,1.25,,,
8,3,2,209,3,1,2,,,,1.5,1.5,,,
8,3,2,216,3,1,3,,,,2,1.75,,,
8,3,2,224,3,2,3,4,,,3,22.75,,,
8,3,2,230,3,4,5,6,,,5,4.5,,,
8,3,2,237,3,5,6,,,,5.5,5.5,,,
8,3,2,245,3,5,6,,,,5.5,5.75,,,
8,3,2,251,3,5,6,,,,5.5,5.75,,,
8,3,2,257,3,5,6,,,,5.5,5.75,,,
8,3,2,175,4,0,,,,,0,0,,,
8,3,2,180,4,1,,,,,1,1,,,
8,3,2,188,4,1,,,,,1,1,,,
8,3,2,194,4,1,2,,,,1.5,1.25,,,
8,3,2,202,4,1,2,,,,1.5,1.25,,,
8,3,2,209,4,1,2,,,,1.5,1.5,,,
8,3,2,216,4,1,2,,,,1.5,1.75,,,
8,3,2,224,4,1,2,3,4,,2.5,2.75,,,
8,3,2,230,4,4,5,,,,4.5,4.5,,,
8,3,2,237,4,4,5,6,,,5,4.75,,,
8,3,2,245,4,5,6,,,,5.5,5.75,,,
8,3,2,251,4,5,6,,,,5.5,5.75,,,
8,3,2,257,4,6,,,,,6,6,,,
8,3,2,175,5,0,,,,,0,0,,,
8,3,2,180,5,1,,,,,1,1,,,
8,3,2,188,5,1,,,,,1,1,,,
8,3,2,194,5,1,,,,,1,1,,,
8,3,2,202,5,1,2,,,,1.5,1.25,,,
8,3,2,209,5,1,2,,,,1.5,1.75,,,
8,3,2,216,5,1,2,,,,1.5,1.75,,,
8,3,2,224,5,1,2,3,4,,2.5,2.75,,,
8,3,2,230,5,4,5,,,,4.5,4.75,,,
8,3,2,237,5,4,5,6,,,5,4.75,,,
8,3,2,245,5,5,6,,,,5.5,5.75,,,
8,3,2,251,5,5,6,,,,5.5,5.75,,,
8,3,2,257,5,6,,,,,6,6,,,
8,3,3,188,3,1,2,,,,1.5,1.25,,,
8,3,3,194,3,1,2,,,,1.5,1.5,,,
8,3,3,202,3,1,2,,,,1.5,1.25,,,
8,3,3,209,3,1,2,,,,1.5,1.25,,,
8,3,3,216,3,1,2,,,,1.5,1.5,,,
8,3,3,224,3,1,2,3,4,,2.5,2.75,,,
8,3,3,230,3,4,5,,,,4.5,4.25,,,
8,3,3,237,3,5,6,,,,5.5,5.75,,,
8,3,3,245,3,5,6,,,,5.5,5.75,,,
8,3,3,251,3,6,,,,,6,6,,,
8,3,4,175,1,0,,,,,0,0,,,
8,3,4,180,1,1,,,,,1,1,,,
8,3,4,188,1,1,,,,,1,1,,,
8,3,4,194,1,1,2,,,,1.5,1.75,,,
8,3,4,202,1,1,2,,,,1.5,1.5,,,
8,3,4,209,1,1,2,,,,1.5,1.5,,,
8,3,4,216,1,1,2,,,,1.5,1.5,,,
8,3,4,224,1,1,2,3,4,,2.5,3.5,,,
8,3,4,230,1,4,5,,,,4.5,4.75,,,
8,3,4,237,1,5,6,,,,5.5,5.25,,,
8,3,4,245,1,5,6,,,,5.5,5.75,,,
8,3,4,251,1,5,6,,,,5.5,5.75,,,
8,3,4,257,1,6,,,,,6,6,,,
8,3,4,175,2,0,,,,,0,0,,,
8,3,4,180,2,1,,,,,1,1,,,
8,3,4,188,2,1,2,,,,1.5,1.75,,,
8,3,4,194,2,1,2,,,,1.5,1.75,,,
8,3,4,202,2,1,2,,,,1.5,1.5,,,
8,3,4,209,2,1,2,,,,1.5,1.75,,,
8,3,4,216,2,1,2,3,,,2,1.75,,,
8,3,4,224,2,1,2,3,4,,2.5,3.75,,,
8,3,4,230,2,5,6,,,,5.5,5.5,,,
8,3,4,237,2,5,6,,,,5.5,5.75,,,
8,3,4,245,2,5,6,,,,5.5,5.75,,,
8,3,4,251,2,5,6,,,,5.5,5.75,,,
8,3,4,257,2,6,,,,,6,6,,,
8,3,4,175,3,0,,,,,0,0,,,
8,3,4,180,3,1,,,,,1,1,,,
8,3,4,188,3,1,2,,,,1.5,1.5,,,
8,3,4,194,3,1,2,,,,1.5,1.75,,,
8,3,4,202,3,1,2,,,,1.5,1.25,,,
8,3,4,209,3,1,2,,,,1.5,1.5,,,
8,3,4,216,3,1,2,,,,1.5,1.75,,,
8,3,4,224,3,1,2,3,4,,2.5,3.75,,,
8,3,4,230,3,4,5,6,,,5,5.25,,,
8,3,4,237,3,5,6,,,,5.5,5.25,,,
8,3,4,245,3,5,6,,,,5.5,5.75,,,
8,3,4,251,3,5,6,,,,5.5,5.75,,,
8,3,4,257,3,6,,,,,6,6,,,
8,3,4,175,4,0,,,,,0,0,,,
8,3,4,180,4,1,,,,,1,1,,,
8,3,4,188,4,1,2,,,,1.5,1.25,,,
8,3,4,194,4,1,2,,,,1.5,1.75,,,
8,3,4,202,4,1,2,,,,1.5,1.5,,,
8,3,4,209,4,1,2,,,,1.5,1.75,,,
8,3,4,216,4,1,2,,,,1.5,1.75,,,
8,3,4,224,4,1,2,3,4,5,3,4.25,,,
8,3,4,230,4,4,5,,,,4.5,4.75,,,
8,3,4,237,4,5,6,,,,5.5,5.5,,,
8,3,4,245,4,6,,,,,6,6,,,
8,3,4,175,5,0,,,,,0,0,,,
8,3,4,180,5,1,,,,,1,1,,,
8,3,4,188,5,1,,,,,1,1,,,
8,3,4,194,5,1,2,,,,1.5,1.75,,,
8,3,4,202,5,1,2,,,,1.5,1.25,,,
8,3,4,209,5,1,2,,,,1.5,1.5,,,
8,3,4,216,5,1,2,,,,1.5,1.75,,,
8,3,4,224,5,1,2,,4,,2.333333333,3.75,,,
8,3,4,230,5,5,6,,,,5.5,5.25,,,
8,3,4,237,5,5,6,,,,5.5,5.75,,,
8,3,4,245,5,6,,,,,6,6,,,
8,3,5,175,1,0,,,,,0,0,,,
8,3,5,180,1,1,,,,,1,1,,,
8,3,5,188,1,1,2,,,,1.5,1.25,,,
8,3,5,194,1,1,2,,,,1.5,1.75,,,
8,3,5,202,1,1,2,,,,1.5,1.25,,,
8,3,5,209,1,1,2,,,,1.5,1.25,,,
8,3,5,216,1,1,2,,,,1.5,1.5,,,
8,3,5,224,1,1,2,3,4,,2.5,2.5,,,
8,3,5,230,1,4,5,,,,4.5,4.25,,,
8,3,5,237,1,4,5,,,,4.5,4.75,,,
8,3,5,245,1,5,6,,,,5.5,5.75,,,
8,3,5,251,1,6,,,,,6,6,,,
8,3,5,175,2,0,,,,,0,0,,,
8,3,5,180,2,1,,,,,1,1,,,
8,3,5,188,2,1,2,,,,1.5,1.25,,,
8,3,5,194,2,1,2,,,,1.5,1.75,,,
8,3,5,202,2,1,2,,,,1.5,1.5,,,
8,3,5,209,2,1,2,,,,1.5,1.5,,,
8,3,5,216,2,1,2,,,,1.5,1.75,,,
8,3,5,224,2,1,2,3,4,,2.5,2.75,,,
8,3,5,230,2,4,5,,,,4.5,4.75,,,
8,3,5,237,2,5,6,,,,5.5,5.5,,,
8,3,5,245,2,6,,,,,6,6,,,
8,3,5,175,3,0,,,,,0,0,,,
8,3,5,180,3,1,,,,,1,1,,,
8,3,5,188,3,1,,,,,1,1,,,
8,3,5,194,3,1,2,,,,1.5,1.5,,,
8,3,5,202,3,1,2,,,,1.5,1.25,,,
8,3,5,209,3,1,2,,,,1.5,1.75,,,
8,3,5,216,3,1,2,,,,1.5,1.5,,,
8,3,5,224,3,1,2,3,4,,2.5,3.25,,,
8,3,5,230,3,4,5,,,,4.5,4.75,,,
8,3,5,237,3,5,6,,,,5.5,5.25,,,
8,3,5,245,3,5,6,,,,5.5,5.75,,,
8,3,5,251,3,5,6,,,,5.5,5.75,,,
8,3,5,257,3,6,,,,,6,6,,,
8,3,5,175,4,0,,,,,0,0,,,
8,3,5,180,4,1,,,,,1,1,,,
8,3,5,188,4,1,,,,,1,1,,,
8,3,5,194,4,1,2,,,,1.5,1.75,,,
8,3,5,202,4,1,,,,,1,1.5,,,
8,3,5,209,4,1,2,,,,1.5,1.5,,,
8,3,5,216,4,1,2,,,,1.5,1.5,,,
8,3,5,224,4,1,2,3,4,,2.5,3.25,,,
8,3,5,230,4,5,6,,,,5.5,5.5,,,
8,3,5,237,4,5,6,,,,5.5,5.5,,,
8,3,5,245,4,5,6,,,,5.5,5.75,,,
8,3,5,251,4,5,6,,,,5.5,5.75,,,
8,3,5,257,4,6,,,,,6,6,,,
8,3,5,175,5,0,,,,,0,0,,,
8,3,5,180,5,1,,,,,1,1,,,
8,3,5,188,5,1,,,,,1,1,,,
8,3,5,194,5,1,2,,,,1.5,1.75,,,
8,3,5,202,5,1,2,,,,1.5,1.5,,,
8,3,5,209,5,1,2,,,,1.5,1.5,,,
8,3,5,216,5,1,2,,,,1.5,1.5,,,
8,3,5,224,5,1,2,3,4,,2.5,2.75,,,
8,3,5,230,5,4,5,,,,4.5,4.25,,,
8,3,5,237,5,4,5,,,,4.5,4.75,,,
8,3,5,245,5,5,6,,,,5.5,5.75,,,
8,3,5,251,5,6,,,,,6,6,,,
8,3,6,175,1,0,,,,,0,0,,,
8,3,6,180,1,1,,,,,1,1,,,
8,3,6,188,1,1,2,,,,1.5,1.75,,,
8,3,6,194,1,1,2,,,,1.5,1.75,,,
8,3,6,202,1,1,2,,,,1.5,1.25,,,
8,3,6,209,1,1,2,,,,1.5,1.5,,,
8,3,6,216,1,1,2,,,,1.5,1.5,,,
8,3,6,224,1,1,2,3,4,,2.5,3.5,,,
8,3,6,230,1,5,6,,,,5.5,5.5,,,
8,3,6,237,1,5,6,,,,5.5,5.75,,,
8,3,6,245,1,5,6,,,,5.5,5.75,,,
8,3,6,251,1,6,,,,,6,6,,,
8,3,6,175,2,0,,,,,0,0,,,
8,3,6,180,2,1,,,,,1,1,,,
8,3,6,188,2,1,2,,,,1.5,1.75,,,
8,3,6,194,2,1,2,,,,1.5,1.75,,,
8,3,6,202,2,1,2,,,,1.5,1.5,,,
8,3,6,209,2,1,2,,,,1.5,1.5,,,
8,3,6,216,2,1,2,,,,1.5,1.5,,,
8,3,6,224,2,1,2,3,4,,2.5,3.25,,,
8,3,6,230,2,4,5,6,,,5,5.25,,,
8,3,6,237,2,5,6,,,,5.5,5.75,,,
8,3,6,245,2,5,6,,,,5.5,5.75,,,
8,3,6,251,2,6,,,,,6,6,,,
8,3,6,175,3,0,,,,,0,0,,,
8,3,6,180,3,1,,,,,1,1,,,
8,3,6,188,3,1,2,,,,1.5,1.25,,,
8,3,6,194,3,1,2,,,,1.5,1.75,,,
8,3,6,202,3,1,2,,,,1.5,1.25,,,
8,3,6,209,3,1,2,,,,1.5,1.25,,,
8,3,6,216,3,1,2,,,,1.5,1.5,,,
8,3,6,224,3,1,2,3,4,,2.5,2.75,,,
8,3,6,230,3,4,5,6,,,5,4.75,,,
8,3,6,237,3,5,6,,,,5.5,5.75,,,
8,3,6,245,3,6,,,,,6,6,,,
8,3,6,175,4,0,,,,,0,0,,,
8,3,6,180,4,1,,,,,1,1,,,
8,3,6,188,4,1,2,,,,1.5,1.25,,,
8,3,6,194,4,1,2,,,,1.5,1.75,,,
8,3,6,202,4,1,2,,,,1.5,1.25,,,
8,3,6,209,4,1,2,,,,1.5,1.5,,,
8,3,6,216,4,1,2,,,,1.5,1.75,,,
8,3,6,224,4,1,2,3,4,,2.5,3.25,,,
8,3,6,230,4,4,5,6,,,5,5.25,,,
8,3,6,237,4,5,6,,,,5.5,5.25,,,
8,3,6,245,4,5,6,,,,5.5,5.75,,,
8,3,6,251,4,5,6,,,,5.5,5.75,,,
8,3,6,257,4,5,6,,,,5.5,5.75,,,
8,3,6,175,5,0,,,,,0,0,,,
8,3,6,180,5,1,,,,,1,1,,,
8,3,6,188,5,1,,,,,1,1,,,
8,3,6,194,5,1,2,,,,1.5,1.25,,,
8,3,6,202,5,1,2,,,,1.5,1.5,,,
8,3,6,209,5,1,2,,,,1.5,1.5,,,
8,3,6,216,5,1,2,,,,1.5,1.75,,,
8,3,6,224,5,1,2,3,4,,2.5,3.25,,,
8,3,6,230,5,4,5,,,,4.5,4.5,,,
8,3,6,237,5,4,5,6,,,5,4.75,,,
8,3,6,245,5,5,6,,,,5.5,5.75,,,
8,3,6,251,5,5,6,,,,5.5,5.75,,,
8,3,6,257,5,6,,,,,6,6,,,
8,3,7,175,1,0,,,,,0,0,,,
8,3,7,180,1,1,,,,,1,1,,,
8,3,7,188,1,1,2,,,,1.5,1.75,,,
8,3,7,194,1,1,2,,,,1.5,1.75,,,
8,3,7,202,1,1,2,,,,1.5,1.5,,,
8,3,7,209,1,1,2,,,,1.5,1.5,,,
8,3,7,216,1,1,2,,,,1.5,1.75,,,
8,3,7,224,1,1,2,3,4,,2.5,3.75,,,
8,3,7,230,1,4,5,,,,4.5,4.5,,,
8,3,7,237,1,4,5,6,,,5,4.75,,,
8,3,7,245,1,5,6,,,,5.5,5.75,,,
8,3,7,251,1,5,6,,,,5.5,5.75,,,
8,3,7,257,1,6,,,,,6,6,,,
8,3,7,175,2,0,,,,,0,0,,,
8,3,7,180,2,1,,,,,1,1,,,
8,3,7,188,2,1,2,,,,1.5,1.25,,,
8,3,7,194,2,1,2,,,,1.5,1.75,,,
8,3,7,202,2,1,2,,,,1.5,1.5,,,
8,3,7,209,2,1,2,,,,1.5,1.5,,,
8,3,7,216,2,1,2,,,,1.5,1.75,,,
8,3,7,224,2,1,2,3,4,5,3,3.75,,,
8,3,7,230,2,5,6,,,,5.5,5.25,,,
8,3,7,237,2,5,6,,,,5.5,5.5,,,
8,3,7,245,2,5,6,,,,5.5,5.75,,,
8,3,7,251,2,5,6,,,,5.5,5.75,,,
8,3,7,257,2,6,,,,,6,6,,,
8,3,7,175,3,0,,,,,0,0,,,
8,3,7,180,3,1,,,,,1,1,,,
8,3,7,188,3,1,,,,,1,1,,,
8,3,7,194,3,1,2,,,,1.5,1.5,,,
8,3,7,202,3,1,2, ,,,1.5,1.5,,,
8,3,7,209,3,1,2,,,,1.5,1.5,,,
8,3,7,216,3,1,2,3,,,2,2.25,,,
8,3,7,224,3,1,2,3,4,5,3,3.75,,,
8,3,7,230,3,4,5,,,,4.5,4.25,,,
8,3,7,237,3,4,5,,,,4.5,4.75,,,
8,3,8,175,1,0,,,,,0,0,,,
8,3,8,180,1,1,,,,,1,1,,,
8,3,8,188,1,1,,,,,1,1,,,
8,3,8,194,1,1,2,,,,1.5,1.25,,,
8,3,8,202,1,1,2,,,,1.5,1.25,,,
8,3,8,209,1,1,2,,,,1.5,1.25,,,
8,3,8,216,1,1,2,3,,,2,2.75,,,
8,3,8,224,1,1,2,3,4,5,3,3.75,,,
8,3,8,230,1,4,5,,,,4.5,4.75,,,
8,3,8,237,1,4,5,6,,,5,4.75,,,
8,3,8,175,2,0,,,,,0,0,,,
8,3,8,180,2,1,,,,,1,1,,,
8,3,8,188,2,1,,,,,1,1,,,
8,3,8,194,2,1,2,,,,1.5,1.25,,,
8,3,8,202,2,1,2,,,,1.5,1.25,,,
8,3,8,209,2,1,2,,,,1.5,1.5,,,
8,3,8,216,2,1,2,,,,1.5,1.75,,,
8,3,8,224,2,1,2,3,4,,2.5,3.25,,,
8,3,8,230,2,4,5,,,,4.5,4.5,,,
8,3,8,237,2,4,5,6,,,5,4.75,,,
8,3,8,245,2,5,6,,,,5.5,5.75,,,
8,3,8,251,2,6,,,,,6,6,,,
8,3,8,175,3,0,,,,,0,0,,,
8,3,8,180,3,1,,,,,1,1,,,
8,3,8,188,3,1,,,,,1,1,,,
8,3,8,194,3,1,2,,,,1.5,1.25,,,
8,3,8,202,3,1,2,,,,1.5,1.5,,,
8,3,8,209,3,1,2,,,,1.5,1.5,,,
8,3,8,216,3,1,2,,,,1.5,1.75,,,
8,3,8,224,3,1,2,3,4,,2.5,3.25,,,
8,3,8,230,3,4,5,,,,4.5,4.75,,,
8,3,8,237,3,4,5,6,,,5,5.25,,,
8,3,8,245,3,5,6,,,,5.5,5.75,,,
8,3,8,251,3,6,,,,,6,6,,,
8,3,8,175,4,0,,,,,0,0,,,
8,3,8,180,4,1,,,,,1,1,,,
8,3,8,188,4,1,2,,,,1.5,1.25,,,
8,3,8,194,4,1,2,,,,1.5,1.5,,,
8,3,8,202,4,1,2,,,,1.5,1.5,,,
8,3,8,209,4,1,2,,,,1.5,1.5,,,
8,3,8,216,4,1,2,,,,1.5,1.75,,,
8,3,8,224,4,1,2,3,4,5,3,3.75,,,
8,3,8,230,4,4,5,,,,4.5,4.5,,,
8,3,8,237,4,4,5,,,,4.5,4.75,,,
8,3,8,245,4,5,6,,,,5.5,5.75,,,
8,3,8,251,4,6,,,,,6,6,,,
8,3,8,175,5,0,,,,,0,0,,,
8,3,8,180,5,1,,,,,1,1,,,
8,3,8,188,5,1,2,,,,1.5,1.25,,,
8,3,8,194,5,1,2,,,,1.5,1.5,,,
8,3,8,202,5,1,2,,,,1.5,1.5,,,
8,3,8,209,5,1,2,,,,1.5,1.5,,,
8,3,8,216,5,1,2,,,,1.5,1.75,,,
8,3,8,224,5,1,2,3,4,,2.5,3.5,,,
8,3,8,230,5,4,5,,,,4.5,4.75,,,
8,3,8,237,5,5,6,,,,5.5,5.25,,,
8,3,8,245,5,5,6,,,,5.5,5.75,,,
8,3,8,251,5,6,,,,,6,6,,,
8,3,9,175,1,0,,,,,0,0,,,
8,3,9,180,1,1,,,,,1,1,,,
8,3,9,194,1,1,2,,,,1.5,1.75,,,
8,3,9,202,1,1,2,,,,1.5,1.75,,,
8,3,9,209,1,1,2,,,,1.5,1.5,,,
8,3,9,216,1,1,2,,,,1.5,1.75,,,
8,3,9,224,1,1,2,3,4,,2.5,3.25,,,
8,3,9,230,1,4,5,,,,4.5,4.5,,,
8,3,9,237,1,5,6,,,,5.5,5.25,,,
8,3,9,245,1,6,,,,,6,6,,,
8,3,9,175,2,0,,,,,0,0,,,
8,3,9,180,2,1,,,,,1,1,,,
8,3,9,194,2,1,2,,,,1.5,1.75,,,
8,3,9,202,2,1,2,,,,1.5,1.75,,,
8,3,9,209,2,1,2,,,,1.5,1.5,,,
8,3,9,216,2,1,2,,,,1.5,1.75,,,
8,3,9,224,2,1,2,3,4,,2.5,3.25,,,
8,3,9,230,2,4,5,,,,4.5,4.25,,,
8,3,9,237,2,5,6,,,,5.5,5.25,,,
8,3,9,245,2,6,,,,,6,6,,,
8,3,10,175,1,0,,,,,0,0,,,
8,3,10,180,1,1,,,,,1,1,,,
8,3,10,188,1,1,2,,,,1.5,1.25,,,
8,3,10,194,1,1,2,,,,1.5,1.5,,,
8,3,10,202,1,1,2,,,,1.5,1.5,,,
8,3,10,209,1,1,2,,,,1.5,1.5,,,
8,3,10,216,1,1,2,3,,,2,1.75,,,
8,3,10,224,1,1,2,3,4,,2.5,3.75,,,
8,3,10,230,1,5,6,,,,5.5,5.75,,,
8,3,10,237,1,6,,,,,6,6,,,
8,3,10,175,2,0,,,,,0,0,,,
8,3,10,180,2,1,,,,,1,1,,,
8,3,10,188,2,1,,,,,1,1,,,
8,3,10,194,2,1,2,,,,1.5,1.5,,,
8,3,10,202,2,1,2,,,,1.5,1.75,,,
8,3,10,209,2,1,2,,,,1.5,1.5,,,
8,3,10,216,2,1,2,3,,,2,1.75,,,
8,3,10,224,2,1,2,3,4,,2.5,3.75,,,
8,3,10,230,2,5,6,,,,5.5,5.75,,,
8,3,10,237,2,5,6,,,,5.5,5.75,,,
8,3,10,245,2,6,,,,,6,6,,,
8,3,10,175,3,0,,,,,0,0,,,
8,3,10,180,3,1,,,,,1,1,,,
8,3,10,194,3,1,2,,,,1.5,1.25,,,
8,3,10,202,3,1,2,,,,1.5,1.75,,,
8,3,10,209,3,1,2,,,,1.5,1.75,,,
8,3,10,216,3,1,2,3,,,2,2.25,,,
8,3,10,224,3,2,3,4,5,,3.5,4.25,,,
8,3,10,230,3,5,6,,,,5.5,5.25,,,
8,3,10,237,3,5,6,,,,5.5,5.75,,,
8,3,10,245,3,6,,,,,6,6,,,
8,3,10,175,4,0,,,,,0,0,,,
8,3,10,180,4,1,,,,,1,1,,,
8,3,10,194,4,1,2,,,,1.5,1.5,,,
8,3,10,202,4,1,2,,,,1.5,1.75,,,
8,3,10,209,4,1,2,,,,1.5,1.5, ,,
8,3,10,216,4,1,2,3,,,2,1.75,,,
8,3,10,224,4,1,2,3,4,,2.5,3.25,,,
8,3,10,230,4,5,6,,,,5.5,5.5,,,
8,3,10,237,4,5,6,,,,5.5,5.75,,,
8,3,10,245,4,5,6,,,,5.5,5.75,,,
8,3,10,251,4,6,,,,,6,6,,,
8,3,10,175,5,0,,,,,0,0,,,
8,3,10,180,5,1,,,,,1,1,,,
8,3,10,194,5,1,2,,,,1.5,1.25,,,
8,3,10,202,5,1,2,,,,1.5,1.5,,,
8,3,10,209,5,1,2,,,,1.5,1.75,,,
8,3,10,216,5,1,2,3,,,2,2.25,,,
8,3,10,224,5,2,3,4,5,,3.5,3.75,,,
8,3,10,230,5,5,6,,,,5.5,5.5,,,
8,3,10,237,5,5,6,,,,5.5,5.75,,,
8,3,10,245,5,6,,,,,6,6,,,
8,4,1,174,1,0,,,,,0,0,,,
8,4,1,180,1,1,,,,,1,1,,,
8,4,1,187,1,1,,,,,1,1,,,
8,4,1,194,1,1,2,,,,1.5,1.5,,,
8,4,1,208,1,1,2,,,,1.5,1.75,,,
8,4,1,218,1,1,2,,,,1.5,1.75,,,
8,4,1,222,1,2,3,,,,2.5,2.75,,,
8,4,1,231,1,4,5,6,,,5,5.25,,,
8,4,1,236,1,5,6,,,,5.5,5.75,,,
8,4,1,244,1,5,6,,,,5.5,5.75,,,
8,4,1,251,1,6,,,,,6,6,,,
8,4,1,174,2,0,,,,,0,0,,,
8,4,1,180,2,1,,,,,1,1,,,
8,4,1,187,2,1,,,,,1,1,,,
8,4,1,194,2,1,2,,,,1.5,1.5,,,
8,4,1,208,2,1,2,,,,1.5,1.5,,,
8,4,1,218,2,1,2,3,,,2,1.75,,,
8,4,1,222,2,2,3,,,,2.5,2.75,,,
8,4,1,231,2,4,5,6,,,5,4.75,,,
8,4,1,236,2,5,6,,,,5.5,5.75,,,
8,4,1,244,2,5,6,,,,5.5,5.75,,,
8,4,1,251,2,6,,,,,6,6,,,
8,4,1,174,3,0,,,,,0,0,,,
