year,site,plot,date,rep,stage1,stage2,stage3,stage4,stage5,average,overall
6,1,5,142,3,1,,,,,1,1
6,1,5,148,3,1,,,,,1,1
6,1,5,155,3,1,2,,,,1.5,1.75
6,1,5,162,3,3,,,,,3,3
6,1,5,168,3,4,,,,,4,4
6,1,5,142,4,1,,,,,1,1
6,1,5,148,4,1,2,,,,1.5,1.5
6,1,5,155,4,2,3,,,,2.5,2.5
6,1,5,162,4,4,5,,,,4.5,4.5
6,1,5,168,4,4,5,,,,4.5,4.5
6,1,6,142,2,1,,,,,1,1
6,1,6,148,2,1,,,,,1,1
6,1,6,155,2,1,2,,,,1.5,1.5
6,1,6,162,2,1,2,3,,,2,2.5
6,1,6,168,2,2,3,4,,,3,3
6,1,6,175,2,3,5,,,,4,4.5
6,1,6,182,2,6,,,,,6,6
6,1,6,142,4,1,,,,,1,1
6,1,6,148,4,1,,,,,1,1
6,1,6,155,4,1,2,,,,1.5,1.5
6,1,6,162,4,2,3,4,,,3,3
6,1,6,168,4,4,,,,,4,4
6,1,6,175,4,5,,,,,5,5
6,1,6,182,4,5,,,,,5,5
6,1,6,190,4,6,,,,,6,6
6,1,6,148,5,0,,,,,0,0
6,1,6,155,5,1,2,,,,1.5,1.5
6,1,6,162,5,1,2,3,4,,2.5,2.25
6,1,6,168,5,2,3,4,5,,3.5,3.5
6,1,6,175,5,3,4,5,,,4,4
6,1,6,182,5,4,5,6,,,5,4.75
6,1,6,190,5,6, , ,,,6,6
6,1,7,142,3,1,,,,,1,1
6,1,7,148,3,1,,,,,1,1
6,1,7,155,3,1,2,,,,1.5,1.75
6,1,7,162,3,2,3,4,,,3,3
6,1,7,168,3,3,4,,,,3.5,3.5
6,1,7,175,3,4,,,,,4,4
6,1,7,182,3,6,,,,,6,6
6,1,7,142,4,1,,,,,1,1
6,1,7,148,4,1,,,,,1,1
6,1,7,155,4,1,2,,,,1.5,1.75
6,1,7,162,4,2,3,4,5,,3.5,3.5
6,1,7,168,4,3,4,5,,,4,4.5
6,1,7,175,4,4,5,,,,4.5,4.75
6,1,7,182,4,5,6,,,,5.5,5.75
6,1,7,190,4,6, ,,,,6,6
6,1,8,142,1,1,,,,,1,1
6,1,8,148,1,1,,,,,1,1
6,1,8,155,1,1,,,,,1,1
6,1,8,162,1,2,,,,,2,2
6,1,8,168,1,2,3,4,,,3,3
6,1,8,175,1,4,5,,,,4.5,4.25
6,1,8,182,1,5,,,,,5,5
6,1,8,190,1,6,,,,,6,6
6,1,8,142,3,1,,,,,1,1
6,1,8,148,3,1,,,,,1,1
6,1,8,155,3,1,,,,,1,1
6,1,8,162,3,1,2,,,,1.5,1.25
6,1,8,168,3,2,3,,,,2.5,3.25
6,1,8,175,3,3,4,,,,3.5,3.5
6,1,8,182,3,4,,,,,4,4
6,1,8,190,3,6,,,,,6,6
6,1,9,142,1,1,,,,,1,1
6,1,9,148,1,1,,,,,1,1
6,1,9,155,1,1,2,,,,1.5,1.5
6,1,9,162,1,2,3,,,,2.5,2.75
6,1,9,168,1,3,,,,,3,3
6,1,9,175,1,3,4,,,,3.5,3.5
6,1,9,182,1,6,,,,,6,6
6,1,9,190,1,6,,,,,6,6
6,1,9,142,2,1,,,,,1,1
6,1,9,148,2,1,,,,,1,1
6,1,9,155,2,1,,,,,1,1
6,1,9,162,2,2,,,,,2,2
6,1,9,168,2,3,,,,,3,3
6,1,9,175,2,3,5,,,,4,3
6,1,9,142,4,1,,,,,1,1
6,1,9,148,4,1,,,,,1,1
6,1,9,155,4,1,2,,,,1.5,1.5
6,1,9,162,4,2,3,4,,,3,2
6,1,9,168,4,3,4,5,,,4,4
6,1,10,142,1,1,,,,,1,1
6,1,10,148,1,1,,,,,1,1
6,1,10,155,1,2,,,,,2,2
6,1,10,162,1,4,,,,,4,4
6,1,10,175,1,4,,,,,4,4
6,1,10,182,1,6,,,,,6,6
6,1,10,142,2,1,,,,,1,1
6,1,10,148,2,1,,,,,1,1
6,1,10,155,2,1,2,3,4,,2.5,2.5
6,1,10,162,2,3,4,,,,3.5,3.25
6,1,10,168,2,3,,,,,3,3
6,1,10,175,2,3.5,,,,,3.5,4
6,1,10,182,2,6,,,,,6,6
6,1,10,142,3,1,2,,,,1.5,1.25
6,1,10,148,3,1,,,,,1,1
6,1,10,155,3,2, ,,,,2,2
6,1,10,162,3,4,,,,,4,4
6,1,10,168,3,4,,,,,4,4
6,1,10,148,5,0,,,,,0,0
6,1,10,155,5,1,2,,,,1.5,1.5
6,1,10,162,5,2,4,,,,3,3
6,1,10,168,5,3,4,,,,3.5,3.5
6,1,10,175,5,4,5,,,,4.5,4.5
6,2,1,149,1,0,,,,,0,0
6,2,1,156,1,1,,,,,1,1
6,2,1,162,1,1,2,,,,1.5,1.75
6,2,1,169,1,2,3,4,,,3,2.75
6,2,1,176,1,2,3,4,5,,3.5,4
6,2,1,183,1,3,4,5,,,4,4.5
6,2,1,191,1,6,,,,,6,6
6,2,1,149,2,0,,,,,0,0
6,2,1,156,2,1,,,,,1,1
6,2,1,162,2,1,,,,,1,1
6,2,1,169,2,2,,,,,2,2
6,2,1,176,2,3,4,,,,3.5,3.5
6,2,1,183,2,5,,,,,5,5
6,2,1,191,2,5,,,,,5,5
6,2,1,197,2,6,,,,,6,6
6,2,1,143,3,1,,,,,1,1
6,2,1,149,3,1,,,,,1,1
6,2,1,156,3,1,,,,,1,1
6,2,1,162,3,1,2,,,,1.5,1.25
6,2,1,169,3,1,2,,,,1.5,1.5
6,2,1,176,3,2,3,4,,,3,2.5
6,2,1,183,3,2,3,4,5,,3.5,3.75
6,2,1,191,3,5,,,,,5,5
6,2,1,197,3,5,6,,,,5.5,5.5
6,2,1,203,3,6,,,,,6,6
6,2,1,149,4,0,,,,,0,0
6,2,1,156,4,1,,,,,1,1
6,2,1,162,4,1,,,,,1,1
6,2,1,169,4,1,2,,,,1.5,1.75
6,2,1,176,4,2,4,,,,3,2.5
6,2,1,183,4,4,,,,,4,4
6,2,1,191,4,4,5,,,,4.5,4.5
6,2,1,197,4,5,,,,,5,5
6,2,1,203,4,6,,,,,6,6
6,2,1,143,5,1,,,,,1,1
6,2,1,149,5,1,,,,,1,1
6,2,1,156,5,1,,,,,1,1
6,2,1,162,5,1,2,,,,1.5,1.5
6,2,1,169,5,2,3,4,,,3,2.5
6,2,1,176,5,3,4,,,,3.5,4
6,2,1,183,5,3,4,,,,3.5,3.5
6,2,1,191,5,6,,,,,6,6
6,2,2,143,1,1,,,,,1,1
6,2,2,149,1,1,,,,,1,1
6,2,2,156,1,1,2,,,,1.5,1.25
6,2,2,162,1,1,2,3,,,2,2
6,2,2,169,1,2,3,,,,2.5,2.25
6,2,2,176,1,2,3,4,5,,3.5,3.5
6,2,2,183,1,3,4,5,6,,4.5,4.75
6,2,2,191,1,5,6,,,,5.5,5.5
6,2,2,197,1,6, ,,,,6,6
6,2,2,143,2,1,,,,,1,1
6,2,2,149,2,1,,,,,1,1
6,2,2,156,2,1,,,,,1,1
6,2,2,162,2,1,2,,,,1.5,1.5
6,2,2,169,2,2,,,,,2,2
6,2,2,176,2,2,4,5, ,,3.666666667,2.75
6,2,2,183,2,4,5,,,,4.5,4.5
6,2,2,191,2,5,,,,,5,5
6,2,2,197,2,6, ,,,,6,6
6,2,2,143,3,1,,,,,1,1
6,2,2,149,3,1,,,,,1,1
6,2,2,156,3,1,2,,,,1.5,1.5
6,2,2,162,3,2,,,,,2,2
6,2,2,169,3,2,3,4,,,3,3
6,2,2,176,3,2,3,4,,,3,4.25
6,2,2,183,3,4,5,,,,4.5,4.75
6,2,2,191,3,5,6,,,,5.5,5.75
6,2,2,197,3,6, ,,,,6,6
6,2,2,143,4,1,,,,,1,1
6,2,2,149,4,1,,,,,1,1
6,2,2,156,4,1,2,,,,1.5,1.5
6,2,2,162,4,2,3,,,,2.5,2.25
6,2,2,169,4,2,3,4, ,,3,3
6,2,2,176,4,2,4,,,,3,4.75
6,2,2,183,4,4,5,,,,4.5,4.75
6,2,2,191,4,5,6,,,,5.5,5.75
6,2,2,197,4,6, ,,,,6,6
6,2,2,143,5,0,,,,,0,0
6,2,2,149,5,1,,,,,1,1
6,2,2,156,5,1,2,,,,1.5,1.5
6,2,2,162,5,1,2,3,4,,2.5,2.5
6,2,2,169,5,2,3,4,5, ,3.5,3.5
6,2,2,176,5,3,5,,,,4,4
6,2,2,183,5,5,,,,,5,5
6,2,2,191,5,5,6,,,,5.5,5.5
6,2,2,197,5,5,6,,,,5.5,5.25
6,2,2,203,5,6,,,,,6,6
6,2,3,156,1,1,,,,,1,1
6,2,3,162,1,1,2,,,,1.5,1.75
6,2,3,169,1,2,3,4,,,3,22.75
6,2,3,176,1,2,3,4,5,,3.5,3.5
6,2,3,183,1,4,5,,,,4.5,4.75
6,2,3,191,1,5,6,,,,5.5,5.25
6,2,3,197,1,5,6,,,,5.5,5.75
6,2,3,203,1,6,,,,,6,6
6,2,3,143,3,1,,,,,1,1
6,2,3,149,3,1,,,,,1,1
6,2,3,156,3,1,2,,,,1.5,1.25
6,2,3,162,3,1,2,3,,,2,2
6,2,3,169,3,2,3,4,,,3,3
6,2,3,176,3,3,4,5,,,4,4
6,2,3,183,3,3,4,5,,,4,4
6,2,3,191,3,6,,,,,6,6
6,2,3,143,4,1,,,,,1,1
6,2,3,149,4,1,,,,,1,1
6,2,3,156,4,1,2,,,,1.5,1.25
6,2,3,162,4,2,,,,,2,2
6,2,3,169,4,2,3,4,,,3,2.5
6,2,3,176,4,4,5,,,,4.5,4.5
6,2,3,183,4,4,5,,,,4.5,4.75
6,2,3,191,4,5,6,,,,5.5,5.5
6,2,3,197,4,5,6,,,,5.5,5.75
6,2,3,203,4,6,,,,,6,6
6,2,3,143,5,1,,,,,1,1
6,2,3,149,5,1,,,,,1,1
6,2,3,156,5,1,2,,,,1.5,1.5
6,2,3,162,5,2,3,4,,,3,3
6,2,3,169,5,2,3,4,5,,3.5,3.75
6,2,3,176,5,4,5, , ,,4.5,4.75
6,2,3,183,5,5,6,,,,5.5,4.75
6,2,3,191,5,5,,,,,5,6
6,2,3,197,5,6,,,,,6,6
6,2,4,143,1,0,,,,,0,0
6,2,4,149,1,1,,,,,1,1
6,2,4,156,1,1,,,,,1,1
6,2,4,162,1,1,,,,,1,1
6,2,4,169,1,1,2,,,,1.5,1.75
6,2,4,176,1,2,3,4,,,3,2.75
6,2,4,183,1,4,5,,,,4.5,4.25
6,2,4,191,1,5,,,,,5,5
6,2,4,197,1,6,,,,,6,6
6,2,4,143,2,1,,,,,1,1
6,2,4,149,2,1,,,,,1,1
6,2,4,156,2,1,,,,,1,1
6,2,4,162,2,1,2,,,,1.5,1.25
6,2,4,169,2,2,,,,,2,2
6,2,4,176,2,2,3,4,,,3,2.75
6,2,4,183,2,4,5,,,,4.5,4.75
6,2,4,191,2,5,,,,,5,5
6,2,4,197,2,6,,,,,6,6
6,2,4,143,3,1,,,,,1,1
6,2,4,149,3,1,,,,,1,1
6,2,4,156,3,1,,,,,1,1
6,2,4,162,3,1,2,,,,1.5,1.5
6,2,4,169,3,2,3,,,,2.5,2.5
6,2,4,176,3,4,,,,,4,4
6,2,4,143,5,0,,,,,0,0
6,2,4,149,5,1,,,,,1,1
6,2,4,156,5,1,,,,,1,1
6,2,4,162,5,1,,,,,1,1
6,2,4,169,5,1,2,,,,1.5,1.75
6,2,4,176,5,2,4,,,,3,2.5
6,2,4,183,5,2,4,,,,3,3.5
6,2,4,191,5,5,,,,,5,5
6,2,4,197,5,5,6,,,,5.5,5.5
6,2,4,203,5,6,,,,,6,6
6,2,5,143,1,0,,,,,0,0
6,2,5,149,1,1,,,,,1,1
6,2,5,156,1,1,2,,,,1.5,1.5
6,2,5,162,1,2,,,,,2,2
6,2,5,169,1,2,3,,,,2.5,2.25
6,2,5,176,1,4,,,,,4,4
6,2,5,183,1,4,5,,,,4.5,4.25
6,2,5,191,1,5,,,,,5,5
6,2,5,197,1,6,,,,,6,6
6,2,5,143,2,0,,,,,0,0
6,2,5,149,2,1,,,,,1,1
6,2,5,156,2,1,2,,,,1.5,1.25
6,2,5,162,2,1,2,,,,1.5,1.5
6,2,5,169,2,1,2,3,,,2,2
6,2,5,176,2,2,3,4,,,3,3
6,2,5,183,2,3,4,,,,3.5,3.5
6,2,5,191,2,3,4,5,6,,4.5,4.75
6,2,5,197,2,6,,,,,6,6
6,2,6,143,1,1,,,,,1,1
6,2,6,149,1,1,,,,,1,1
6,2,6,156,1,1,,,,,1,1
6,2,6,162,1,1,2,,,,1.5,1.5
6,2,6,169,1,2,3,4,,,3,2.5
6,2,6,176,1,3,4,5,,,4,3.5
6,2,6,183,1,3,5,,,,4,4
6,2,6,191,1,3,6,,,,4.5,5
6,2,6,197,1,6,,,,,6,6
6,2,6,143,2,1,,,,,1,1
6,2,6,149,2,1,,,,,1,1
6,2,6,156,2,1,,,,,1,1
6,2,6,162,2,1,2,,,,1.5,1.5
6,2,6,169,2,2,,,,,2,2
6,2,6,176,2,3,4,5,,,4,4
6,2,6,191,2,6,,,,,6,6
6,2,6,143,3,1,,,,,1,1
6,2,6,149,3,1,,,,,1,1
6,2,6,156,3,1,,,,,1,1
6,2,6,162,3,1,,,,,1,1
6,2,6,169,3,1,2,3,,,2,2
6,2,6,176,3,2,3,,,,2.5,2.5
6,2,6,183,3,5,,,,,5,5
6,2,6,191,3,3,5,,,,4,4
6,2,6,197,3,5,6,,,,5.5,5.25
6,2,6,203,3,6,,,,,6,6
6,2,6,143,4,1,,,,,1,1
6,2,6,149,4,1,,,,,1,1
6,2,6,156,4,1,,,,,1,1
6,2,6,162,4,1,2,,,,1.5,1.5
