year,site,plot,date,rep,stage1,stage2,stage3,stage4,stage5,average,overall
6,1,1,175,1,1,,,,,1,1
6,1,1,182,1,1,,,,,1,1
6,1,1,190,1,1,2,,,,1.5,1.5
6,1,1,196,1,1,2,,,,1.5,1.75
6,1,1,203,1,2,3,,,,2.5,2.25
6,1,1,210,1,3,,,,,3,3
6,1,1,217,1,3,4,5,,,4,4.5
6,1,1,224,1,5,6,,,,5.5,5.5
6,1,1,232,1,5,6,,,,5.5,5.75
6,1,1,239,1,5,6,,,,5.5,5.75
6,1,1,245,1,5,6,,,,5.5,5.75
6,1,1,175,2,1,,,,,1,1
6,1,1,182,2,1,,,,,1,1
6,1,1,190,2,1,,,,,1,1
6,1,1,196,2,2,,,,,2,2
6,1,1,203,2,2,,,,,2,2
6,1,1,210,2,3,,,,,3,3
6,1,1,224,2,3,5,6,,,4.666666667,5.5
6,1,1,232,2,5,6,,,,5.5,5.5
6,1,1,239,2,5,6,,,,5.5,5.5
6,1,1,245,2,6,,,,,6,6
6,1,1,175,3,1,,,,,1,1
6,1,1,182,3,1,,,,,1,1
6,1,1,190,3,1,,,,,1,1
6,1,1,196,3,1,2,,,,1.5,1.25
6,1,1,203,3,3,,,,,3,3
6,1,1,210,3,3,,,,,3,3
6,1,1,217,3,5,6,,,,5.5,5.5
6,1,1,224,3,5,6,,,,5.5,5.5
6,1,1,232,3,5,6,,,,5.5,5.5
6,1,1,239,3,5,6,,,,5.5,5.75
6,1,1,245,3,6,,,,,6,6
6,1,1,175,4,1,,,,,1,1
6,1,1,182,4,1,,,,,1,1
6,1,1,190,4,1,,,,,1,1
6,1,1,196,4,2,,,,,2,2
6,1,1,203,4,2,,,,,2,2
6,1,1,210,4,3,,,,,3,3
6,1,1,217,4,3,4,5,,,4,4
6,1,1,224,4,3,5,6,,,4.666666667,5.25
6,1,1,232,4,5,6,,,,5.5,5.5
6,1,1,239,4,5,6,,,,5.5,5.5
6,1,1,245,4,6,,,,,6,6
6,1,1,175,5,1,,,,,1,1
6,1,1,182,5,1,,,,,1,1
6,1,1,190,5,1,,,,,1,1
6,1,1,196,5,2,,,,,2,2
6,1,1,203,5,2,,,,,2,2
6,1,1,210,5,2,3,,,,2.5,2.75
6,1,1,217,5,3,4,5,,,4,4
6,1,1,224,5,3,5, ,,,4,4.75
6,1,1,232,5,6,,,,,6,6
6,1,1,239,5,5,6,,,,5.5,5.5
6,1,2,175,1,0,,,,,0,0
6,1,2,182,1,1,,,,,1,1
6,1,2,190,1,1,,,,,1,1
6,1,2,196,1,1,,,,,1,1
6,1,2,203,1,2,,,,,2,2
6,1,2,210,1,3,,,,,3,3
6,1,2,217,1,3,4,5,,,4,4
6,1,2,224,1,5,6,,,,5.5,5.25
6,1,2,232,1,5,6,,,,5.5,5.25
6,1,2,239,1,5,6,,,,5.5,5.25
6,1,2,245,1,6,,,,,6,6
6,1,2,175,5,1,,,,,1,1
6,1,2,182,5,1,,,,,1,1
6,1,2,190,5,1,,,,,1,1
6,1,2,196,5,2,,,,,2,2
6,1,2,203,5,2,,,,,2,2
6,1,2,210,5,3,,,,,3,3
6,1,2,217,5,3,4,5,,,4,4
6,1,2,224,5,5,,,,,5,5
6,1,2,232,5,5,6,,,,5.5,5.25
6,1,2,245,5,6,,,,,6,6
6,1,3,182,1,0,,,,,0,0
6,1,3,190,1,1,,,,,1,1
6,1,3,196,1,1,,,,,1,1
6,1,3,203,1,1,2,,,,1.5,1.5
6,1,3,210,1,2,3,,,,2.5,2.25
6,1,3,217,1,3,4,,,,3.5,3.5
6,1,3,224,1,3,5,6,,,4.666666667,5.25
6,1,3,232,1,5,6,,,,5.5,5.5
6,1,3,239,1,5,6,,,,5.5,5.25
6,1,3,245,1,5,6,,,,5.5,5.75
6,1,3,175,2,1,,,,,1,1
6,1,3,182,2,1,,,,,1,1
6,1,3,190,2,1,,,,,1,1
6,1,3,196,2,1,2,,,,1.5,1.25
6,1,3,203,2,2,,,,,2,2
6,1,3,210,2,2,3,,,,2.5,2.75
6,1,3,217,2,3,4,5,,,4,4
6,1,3,224,2,3,5,6,,,4.666666667,5.25
6,1,3,232,2,5,6,,,,5.5,5.25
6,1,3,239,2,5,6,,,,5.5,5.25
6,1,3,245,2,6,,,,,6,6
6,1,3,182,3,0,,,,,0,0
6,1,3,190,3,1,,,,,1,1
6,1,3,196,3,1,,,,,1,1
6,1,3,203,3,1,,,,,1,1
