year,site,plot,date,rep,stage1,stage2,stage3,stage4,stage5,average,overall,
8,1,3,243,2,5,6,,,,5.5,5.75,
8,1,3,251,2,6,,,,,6,6,
8,1,3,181,3,1,,,,,1,1,
8,1,3,189,3,1,2,,,,1.5,1.5,
8,1,3,195,3,1,2,,,,1.5,1.5,
8,1,3,203,3,1,2,,,,1.5,1.5,
8,1,3,208,3,1,2,,,,1.5,1.75,
8,1,3,217,3,2,3,,,,2.5,2.25,
8,1,3,222,3,2,3,4,5,,3.5,4.25,
8,1,3,229,3,5,6,,,,5.5,5.5,
8,1,3,243,3,5,6,,,,5.5,5.75,
8,1,3,251,3,6,,,,,6,6,
8,1,3,181,4,1,,,,,1,1,
8,1,3,189,4,1,2,,,,1.5,1.25,
8,1,3,195,4,1,2,,,,1.5,1.25,
8,1,3,203,4,1,2,,,,1.5,1.25,
8,1,3,208,4,2,,,,,2,2,
8,1,3,217,4,2,,,,,2,2,
8,1,3,222,4,2,3,,,,2.5,2.75,
8,1,3,229,4,6, ,,,,6,6,
8,1,3,181,5,1,,,,,1,1,
8,1,3,189,5,1,2,,,,1.5,1.5,
8,1,3,195,5,1,2,,,,1.5,1.75,
8,1,3,203,5,1,2,,,,1.5,1.5,
8,1,3,208,5,1,2,,,,1.5,1.75,
8,1,3,217,5,2,3,,,,2.5,2.25,
8,1,3,222,5,1,2,3,4,5,3,3.75,
8,1,3,229,5,5,6,,,,5.5,5.25,
8,1,3,243,5,6,,,,,6,6,
8,1,4,181,1,1,,,,,1,1,
8,1,4,189,1,1,2,,,,1.5,1.25,
8,1,4,195,1,1,2,,,,1.5,1.75,
8,1,4,203,1,1,2,,,,1.5,1.5,
8,1,4,208,1,1,2,3,,,2,2.25,
8,1,4,217,1,1,2,3,,,2,1.75,
8,1,4,222,1,2,3,4,5,,3.5,4.25,
8,1,4,229,1,5,6,,,,5.5,5.75,
8,1,4,243,1,5,6,,,,5.5,5.75,
8,1,4,251,1,6,,,,,6,6,
8,1,4,181,2,1,,,,,1,1,
8,1,4,189,2,1,2,,,,1.5,1.25,
8,1,4,195,2,1,2,,,,1.5,1.5,
8,1,4,203,2,1,2,,,,1.5,1.25,
8,1,4,208,2,1,2,3,,,2,1.75,
8,1,4,217,2,1,2,,,,1.5,1.75,
8,1,4,222,2,1,2,3,4,5,3,4.25,
8,1,4,229,2,5,6,,,,5.5,5.75,
8,1,4,243,2,5,6,,,,5.5,5.75,
8,1,4,251,2,6,,,,,6,6,
8,1,4,181,3,1,2,,,,1.5,1.25,
8,1,4,189,3,1,2,,,,1.5,1.25,
8,1,4,195,3,1,2,,,,1.5,1.25,
8,1,4,203,3,1,2,,,,1.5,1.25,
8,1,4,208,3,1,2,,,,1.5,1.75,
8,1,4,217,3,1,2,3,,,2,2.25,
8,1,4,222,3,1,2,3,4,5,3,3.75,
8,1,4,229,3,5,6,,,,5.5,5.75,
8,1,4,243,3,6,,,,,6,6,
8,1,4,181,4,1,2,,,,1.5,1.25,
8,1,4,189,4,1,2,,,,1.5,1.25,
8,1,4,195,4,1,2,,,,1.5,1.5,
8,1,4,203,4,1,2,,,,1.5,1.5,
8,1,4,208,4,1,2,,,,1.5,1.75,
8,1,4,217,4,1,2,,,,1.5,1.75,
8,1,4,222,4,1,2,3,4,,2.5,3.75,
8,1,4,229,4,5,6,,,,5.5,5.75,
8,1,4,243,4,6,,,,,6,6,
8,1,4,181,5,1,,,,,1,1,
8,1,4,189,5,1,2,,,,1.5,1.75,
8,1,4,195,5,1,2,,,,1.5,1.75,
8,1,4,203,5,1,2,,,,1.5,1.25,
8,1,4,208,5,1,2,,,,1.5,1.75,
8,1,4,217,5,1,2,,,,1.5,1.75,
8,1,4,222,5,2,3,4,5,,3.5,4.25,
8,1,4,229,5,5,6,,,,5.5,5.75,
8,1,4,243,5,5,6,,,,5.5,5.75,
8,1,4,251,5,6,,,,,6,6,
8,1,5,181,1,1,2,,,,1.5,1.25,
8,1,5,189,1,1,2,,,,1.5,1.25,
8,1,5,195,1,1,2,,,,1.5,1.5,
8,1,5,203,1,1,2,,,,1.5,1.25,
8,1,5,208,1,1,2,,,,1.5,1.75,
8,1,5,217,1,1,2,3,,,2,1.75,
8,1,5,222,1,1,2,3,4,,2.5,3.75,
8,1,5,229,1,5,6,,,,5.5,5.75,
8,1,5,243,1,6,,,,,6,6,
8,1,5,181,2,1,2,,,,1.5,1.25,
8,1,5,189,2,1,2,,,,1.5,1.25,
8,1,5,195,2,1,2,,,,1.5,1.5,
8,1,5,203,2,1,2,,,,1.5,1.5,
8,1,5,208,2,1,2,3,,,2,2.25,
8,1,5,217,2,1,2,,,,1.5,1.75,
8,1,5,222,2,1,2,3,4,5,3,4.25,
8,1,5,229,2,5,6,,,,5.5,5.75,
8,1,5,243,2,6,,,,,6,6,
8,1,5,181,3,1,2,,,,1.5,1.25,
8,1,5,189,3,1,2,,,,1.5,1.25,
8,1,5,195,3,1,2,,,,1.5,1.25,
8,1,5,203,3,1,,,,,1,1,
8,1,5,208,3,1,2,3,,,2,2.25,
8,1,5,217,3,1,2,3,,,2,1.75,
8,1,5,222,3,1,2,3,4,5,3,4.25,
8,1,5,229,3,6,,,,,6,6,
8,1,5,181,4,1,2,,,,1.5,1.25,
8,1,5,189,4,1,2,,,,1.5,1.25,
8,1,5,195,4,1,2,,,,1.5,1.25,
8,1,5,203,4,1,2,,,,1.5,1.25,
8,1,5,208,4,1,,,,,1,1,
8,1,5,217,4,1,2,,,,1.5,1.25,
8,1,5,222,4,1,2,3,4,5,3,4.25,
8,1,5,229,4,5,6,,,,5.5,5.7,
8,1,5,243,4,6,,,,,6,6,
8,1,6,181,2,1, ,,,,1,1,
8,1,6,189,2,1,2,,,,1.5,1.25,
8,1,6,195,2,1,2,,,,1.5,1.25,
8,1,6,203,2,1,2,,,,1.5,1.5,
8,1,6,208,2,1,2,,,,1.5,1.75,
8,1,6,217,2,1,2,3,,,2,1.75,
8,1,6,222,2,2,3,4,,,3,3.25,
8,1,6,229,2,5,6,,,,5.5,5.25,
8,1,6,243,2,6,,,,,6,6,
8,1,6,181,3,1,,,,,1,1,
8,1,6,189,3,1,2,,,,1.5,1.25,
8,1,6,195,3,1,2,,,,1.5,1.25,
8,1,6,203,3,1,2,,,,1.5,1.5,
8,1,6,208,3,1,2,,,,1.5,1.75,
8,1,6,217,3,1,2,,,,1.5,1.75,
8,1,6,222,3,1,2,3,4,5,3,2.75,
8,1,6,229,3,5,6,,,,5.5,5.25,
8,1,6,243,3,6,,,,,6,6,
8,1,6,181,4,1,2,,,,1.5,1.5,
8,1,6,189,4,1,2,,,,1.5,1.5,
8,1,6,195,4,1,2,,,,1.5,1.5,
8,1,6,203,4,1,2,,,,1.5,1.25,
8,1,6,208,4,1,2,,,,1.5,1.75,
8,1,6,217,4,1,2,3,,,2,2.25,
8,1,6,222,4,1,2,3,4,,2.5,3.75,
8,1,6,229,4,5,6,,,,5.5,5.75,
8,1,6,243,4,5,6,,,,5.5,5.75,
8,1,6,251,4,6,,,,,6,6,
8,1,6,181,5,1, ,,,,1,1,
8,1,6,189,5,1,2,,,,1.5,1.25,
8,1,6,195,5,1,2,,,,1.5,1.25,
8,1,6,203,5,1,2,,,,1.5,1.25,
8,1,6,208,5,1,2,3,,,2,1.75,
8,1,6,217,5,1,2,3,,,2,2.25,
8,1,6,222,5,1,2,3,4,,2.5,3.25,
8,1,6,229,5,5,6,,,,5.5,5.75,
8,1,6,243,5,5,6,,,,5.5,5.75,
8,1,6,251,5,6,,,,,6,6,
8,1,7,181,2,1,2,,,,1.5,1.25,
8,1,7,189,2,1,2,,,,1.5,1.5,
8,1,7,195,2,1,2,,,,1.5,1.5,
8,1,7,203,2,1,2,,,,1.5,1.5,
8,1,7,208,2,1,2,,,,1.5,1.75,
8,1,7,217,2,1,2,,,,1.5,1.75,
8,1,7,222,2,1,2,3,4,5,3,3.75,
8,1,7,229,2,5,6,,,,5.5,5.75,
8,1,7,243,2,5,6,,,,5.5,5.75,
8,1,7,251,2,6,,,,,6,6,
8,1,7,181,3,1,2,,,,1.5,1.25,
8,1,7,189,3,1,2,,,,1.5,1.25,
8,1,7,195,3,1,2,,,,1.5,1.25,
8,1,7,203,3,1,2,,,,1.5,1.75,
8,1,7,208,3,1,2,,,,1.5,1.75,
8,1,7,217,3,1,2,3,,,2,2.25, 
8,1,7,222,3,1,2,3,4,5,3,4.5,
8,1,7,243,3,5,6,,,,5.5,5.75,
8,1,7,251,3,6,,,,,6,6,
8,1,7,181,4,1, ,,,,1,1,
8,1,7,189,4,1,2,,,,1.5,1.25,
8,1,7,195,4,1,2,,,,1.5,1.25,
8,1,7,203,4,1,2,,,,1.5,1.75,
8,1,7,208,4,1,2,3,,,2,2.25,
8,1,7,217,4,2,3,,,,2.5,1.75,
8,1,7,243,4,5,6,,,,5.5,5.75,
8,1,7,251,4,6,,,,,6,6,
8,1,7,181,5,1,2,,,,1.5,1.25,
8,1,7,189,5,1,2,,,,1.5,1.25,
8,1,7,195,5,1,2,,,,1.5,1.25,
8,1,7,203,5,1,2,,,,1.5,1.75,
8,1,7,208,5,1,2,,,,1.5,1.75,
8,1,7,217,5,1,2,3,,,2,2.25,
8,1,7,222,5,1,2,3,4,5,3,4.25,
8,1,7,229,5,5,6,,,,5.5,5.25,
8,1,7,243,5,5,6,,,,5.5,5.75,
8,1,7,251,5,6,,,,,6,6,
8,1,8,181,2,1, ,,,,1,1,
8,1,8,189,2,1,2,,,,1.5,1.25,
8,1,8,195,2,1,2,,,,1.5,1.25,
8,1,8,203,2,1,2,,,,1.5,1.5,
8,1,8,208,2,1,,,,,1,1,
8,1,8,217,2,1,2,3,,,2,2.25,
8,1,8,222,2,1,2,3,4,,2.5,3.25,
8,1,8,229,2,4,5,6,,,5,5.25,
8,1,8,243,2,5,6,,,,5.5,5.75,
8,1,8,251,2,6,,,,,6,6,
8,1,8,181,3,1,,,,,1,1,
8,1,8,189,3,1,2,,,,1.5,1.25,
8,1,8,195,3,1,2,,,,1.5,1.25,
8,1,8,203,3,1,2,,,,1.5,1.5,
8,1,8,208,3,1,,,,,1,1,
8,1,8,217,3,2,3,,,,2.5,2.25,
8,1,8,222,3,1,2,3,,,2,2.75,
8,1,8,229,3,5,6,,,,5.5,5.25,
8,1,8,243,3,5,6,,,,5.5,5.75,
8,1,8,251,3,5,6,,,,5.5,5.75,
8,1,8,257,3,6,,,,,6,6,
8,1,8,181,4,1,,,,,1,1,
8,1,8,189,4,1,2,,,,1.5,1.25,
8,1,8,195,4,1,2,,,,1.5,1.25,
8,1,8,203,4,1,2,,,,1.5,1.5,
8,1,8,208,4,1,,,,,1,1,
8,1,8,217,4,2,3,,,,2.5,2.25,
8,1,8,222,4,2,3,4,,,3,2.75,
8,1,8,229,4,4,5,,,,4.5,4.5,
8,1,8,243,4,5,6,,,,5.5,5.75,
8,1,8,251,4,5,6,,,,5.5,5.75,
8,1,8,257,4,6,,,,,6,6,
8,1,8,181,5,1,,,,,1,1,
8,1,8,189,5,1,2,,,,1.5,1.25,
8,1,8,195,5,1,2,,,,1.5,1.75,
8,1,8,203,5,1,2,,,,1.5,1.25,
8,1,8,208,5,2,,,,,2,2,
8,1,8,217,5,1,2,3,,,2,2.25,
8,1,8,222,5,1,2,3,4,,2.5,2.75,
8,1,8,243,5,5,6,,,,5.5,5.75,
8,1,8,251,5,6,,,,,6,6,
8,1,9,181,1,1,,,,,1,1,
8,1,9,189,1,1,2,,,,1.5,1.5,
8,1,9,195,1,1,2,,,,1.5,1.25,
8,1,9,203,1,1,2,,,,1.5,1.25,
8,1,9,208,1,1,2,,,,1.5,1.75,
8,1,9,217,1,1,2,,,,1.5,1.75,
8,1,9,222,1,1,2,3,4,,2.5,2.75,
8,1,9,229,1,5,6,,,,5.5,5.75,
8,1,9,243,1,5,6,,,,5.5,5.75,
8,1,9,251,1,6,,,,,6,6,
8,1,9,181,2,1,,,,,1,1,
8,1,9,189,2,1,2,,,,1.5,1.25,
8,1,9,195,2,1,2,,,,1.5,1.5,
8,1,9,203,2,1,2,,,,1.5,1.75,
8,1,9,208,2,1,2,,,,1.5,1.75,
8,1,9,217,2,1,2,3,,,2,1.75,
8,1,9,222,2,1,2,3,4,,2.5,2.75,
8,1,9,229,2,5,6,,,,5.5,5.25,
8,1,9,243,2,5,6,,,,5.5,5.75,
8,1,9,251,2,6,,,,,6,6,
8,1,9,181,3,1,,,,,1,1,
8,1,9,189,3,1,2,,,,1.5,1.25,
8,1,9,195,3,1,2,,,,1.5,1.5,
8,1,9,203,3,1,2,,,,1.5,1.5,
8,1,9,208,3,1,2,,,,1.5,1.75,
8,1,9,217,3,1,2,,,,1.5,1.75,
8,1,9,229,3,4,5,,,,4.5,4.75,
8,1,9,243,3,5,6,,,,5.5,5.75,
8,1,9,251,3,6,,,,,6,6,
8,1,9,181,4,1,,,,,1,1,
8,1,9,189,4,1,,,,,1,1,
8,1,9,195,4,1,2,,,,1.5,1.25,
8,1,9,203,4,1,2,,,,1.5,1.25,
8,1,9,208,4,1,2,,,,1.5,1.75,
8,1,9,217,4,1,2,,,,1.5,1.75,
8,1,9,229,4,4,5,,,,4.5,4.5,
8,1,9,243,4,5,6,,,,5.5,5.75,
8,1,9,251,4,5,6,,,,5.5,5.75,
8,1,9,257,4,6,,,,,6,6,
8,1,9,181,5,1,2,,,,1.5,1.25,
8,1,9,189,5,1,2,,,,1.5,1.25,
8,1,9,195,5,1,2,,,,1.5,1.25,
8,1,9,203,5,1,2,,,,1.5,1.25,
8,1,9,208,5,1,2,,,,1.5,1.75,
8,1,9,217,5,1,2,,,,1.5,1.75,
8,1,9,222,5,1,2,3,4,,2.5,3.25, 
8,1,9,229,5,5,6,,,,5.5,5.75,
8,1,9,243,5,6,,,,,6,6,
8,1,10,181,1,1,,,,,1,1,
8,1,10,189,1,1,2,,,,1.5,1.25,
8,1,10,195,1,1,2,,,,1.5,1.5,
8,1,10,203,1,1,2,,,,1.5,1.5,
8,1,10,208,1,1,2,,,,1.5,1.75,
8,1,10,217,1,1,2,,,,1.5,1.75,
8,1,10,222,1,1,2,3,,,2,2.25,
8,1,10,229,1,4,5,,,,4.5,4.5,
8,1,10,243,1,5,6,,,,5.5,5.5,
8,1,10,251,1,6,,,,,6,6,
8,1,10,181,2,1,,,,,1,1,
8,1,10,189,2,1,2,,,,1.5,1.25,
8,1,10,195,2,1,2,,,,1.5,1.25,
8,1,10,203,2,1,2,,,,1.5,1.5,
8,1,10,208,2,1,2,,,,1.5,1.75,
8,1,10,217,2,1,2,,,,1.5,1.75,
8,1,10,222,2,1,2,3,,,2,2.75,
8,1,10,229,2,4,5,6,,,5,5.25,
8,1,10,243,2,6,,,,,6,6,
8,1,10,181,3,1,,,,,1,1,
8,1,10,189,3,1,2,,,,1.5,1.5,
8,1,10,195,3,1,2,,,,1.5,1.5,
8,1,10,203,3,1,2,,,,1.5,1.5,
8,1,10,208,3,1,2,,,,1.5,1.75,
8,1,10,217,3,1,2,,,,1.5,1.75,
8,1,10,222,3,1,2,3,4,,2.5,3.25,
8,1,10,229,3,4,5,6,,,5,5.25,
8,1,10,243,3,6,,,,,6,6,
8,1,10,181,4,1,,,,,1,1,
8,1,10,189,4,1,2,,,,1.5,1.25,
8,1,10,195,4,1,2,,,,1.5,1.25,
8,1,10,203,4,1,2,,,,1.5,1.5,
8,1,10,208,4,1,2,3,,,2,1.75,
8,1,10,217,4,1,2,,,,1.5,1.75,
8,1,10,222,4,1,2,3,4,,2.5,3.25,
8,1,10,229,4,4,5,6,,,5,5.25,
8,1,10,243,4,6,,,,,6,6,
8,1,10,181,5,1,2,,,,1.5,1.25,
8,1,10,189,5,1,2,,,,1.5,1.5,
8,1,10,195,5,1,2,,,,1.5,1.25,
8,1,10,203,5,1,2,,,,1.5,1.5,
8,1,10,208,5,1,2,,,,1.5,1.75,
8,1,10,217,5,1,2,,,,1.5,1.75,
8,1,10,222,5,1,2,3,4,,2.5,2.5,
8,1,10,229,5,4,5,6,,,5,5.5,
8,1,10,243,5,6,,,,,6,6,
