year,site,plot,date,rep,stage1,stage2,stage3,stage4,stage5,average,overall,, , 
8,3,10,146,1,1,2,,,,1.5,1.25,,,
8,3,10,153,1,1,3,4,,,2.666666667,3.25,,,
8,3,10,159,1,3,4,5,,,4,3.5,,,
8,3,10,170,1,3,4,5,6,,4.5,4.25,,,
8,3,10,175,1,3,4,5,6,,4.5,5.25,,,
8,3,10,180,1,6,,,,,6,6,,,
8,3,10,136,2,0,,,,,0,0,,,
8,3,10,146,2,1,2,,,,1.5,1.25,,,
8,3,10,153,2,2,3,,,,2.5,2.75,,,
8,3,10,159,2,3,4,,,,3.5,3.5,,,
8,3,10,170,2,3,4,5,6,,4.5,4.25,,,
8,3,10,175,2,3,4,5,6,,4.5,4.25,,,
8,3,10,180,2,6,,,,,6,6,,,
8,3,10,136,3,0,,,,,0,0,,,
8,3,10,146,3,1,2,,,,1.5,1.25,,,
8,3,10,153,3,3,,,,,3,3,,,
8,3,10,159,3,3,4,5,,,4,4.25,,,
8,3,10,170,3,3,4,5,6,,4.5,5.5,,,
8,3,10,175,3,3,4,5,6,,4.5,5.75,,,
8,3,10,180,3,6,,,,,6,6,,,
8,3,10,136,4,0,,,,,0,0,,,
8,3,10,146,4,1,2,,,,1.5,1.5,,,
8,3,10,153,4,3,4,,,,3.5,3.5,,,
8,3,10,159,4,3,4,,,,3.5,3.75,,,
8,3,10,170,4,3,4,5,6,,4.5,4.5,,,
8,3,10,175,4,3,4,5,6,,4.5,4.75,,,
8,3,10,180,4,6,,,,,6,6,,,
8,3,10,136,5,0,,,,,0,0,,,
8,3,10,146,5,1,,,,,1,1,,,
8,3,10,153,5,1,2,3,,,2,2.75,,,
8,3,10,159,5,1,3,5,,,3,3.75,,,
8,3,10,170,5,3,4,5,6,,4.5,5.25,,,
8,3,10,175,5,3,4,5,6,,4.5,5.75,,,
8,3,10,180,5,6,,,,,6,6,,,
8,4,1,136,1,0,,,,,0,0,,,
8,4,1,146,1,1,2,,,,1.5,1.25,,,
8,4,1,153,1,3,,,,,3,3,,,
8,4,1,159,1,2,3,4,5,6,4,3.5,,,
8,4,1,167,1,4,5,6,,,5,4.75,,,
8,4,1,174,1,3,4,5,6,,4.5,5.75,,,
8,4,1,180,1,6,,,,,6,6,,,
8,4,1,136,2,0,,,,,0,0,,,
8,4,1,146,2,1,2,,,,1.5,1.75,,,
8,4,1,153,2,3,4,,,,3.5,3.5,,,
8,4,1,159,2,3,4,5,,,4,3.75,,,
8,4,1,167,2,4,5,6,,,5,5.25,,,
8,4,1,174,2,3,4,5,6,,4.5,5.75,,,
8,4,1,180,2,6,,,,,6,6,,,
8,4,1,136,3,0,,,,,0,0,,,
8,4,1,146,3,1,2,,,,1.5,1.75,,,
8,4,1,153,3,3,,,,,3,3,,,
8,4,1,159,3,3,4,5,,,4,3.75,,,
8,4,1,167,3,6,,,,,6,6,,,
8,4,1,136,4,0,,,,,0,0,,,
8,4,1,146,4,1,3,,,,2,1.75,,,
8,4,1,153,4,3,,,,,3,3,,,
8,4,1,159,4,3,4,,,,3.5,3.5,,,
8,4,1,167,4,6,,,,,6,6,,,
8,4,1,136,5,0,,,,,0,0,,,
8,4,1,146,5,1,2,3,,,2,2.25,,,
8,4,1,153,5,1,2,3,,,2,2.75,,,
8,4,1,159,5,3,4,,,,3.5,3.25,,,
8,4,1,167,5,3,4,5,,,4,4.75,,,
8,4,1,174,5,3,4,5,6,,4.5,5.75,,,
8,4,1,180,5,6,,,,,6,6,,,
8,4,2,136,1,0,,,,,0,0,,,
8,4,2,146,1,1,2,3,,,2,2.25,,,
8,4,2,153,1,3,4,,,,3.5,3.75,,,
8,4,2,167,1,6,,,,,6,6,,,
8,4,2,136,2,0,,,,,0,0,,,
8,4,2,146,2,1,2,3,,,2,1.75,,,
8,4,2,153,2,1,3,,,,2,2.75,,,
8,4,2,159,2,3,,,,,3,3,,,
8,4,2,167,2,6,,,,,6,6,,,
8,4,2,136,3,0,,,,,0,0,,,
8,4,2,146,3,1,2,3,,,2,2.25,,,
8,4,2,153,3,3,,,,,3,3,,,
8,4,2,159,3,3,,,,,3,3,,,
8,4,2,167,3,6,,,,,6,6,,,
8,4,2,136,4,0,,,,,0,0,,,
8,4,2,146,4,1,2,,,,1.5,1.75,,,
8,4,2,153,4,3,,,,,3,3,,,
8,4,2,159,4,3,,,,,3,3,,,
8,4,2,167,4,6,,,,,6,6,,,
8,4,2,136,5,0,,,,,0,0,,,
8,4,2,146,5,1,2,,,,1.5,1.75,,,
8,4,2,153,5,3,,,,,3,3,,,
8,4,2,159,5,3,,,,,3,3,,,
8,4,2,167,5,6,,,,,6,6,,,
8,4,3,136,1,0,,,,,0,0,,,
8,4,3,146,1,1,,,,,1,1,,,
8,4,3,153,1,2,3,4,,,3,3.25,,,
8,4,3,159,1,3,4,,,,3.5,3.75,,,
8,4,3,167,1,4,5,6,,,5,5.5,,,
8,4,3,174,1,3,4,5,6,,4.5,5.75,,,
8,4,3,180,1,6,,,,,6,6,,,
8,4,3,136,2,0,,,,,0,0,,,
8,4,3,146,2,1,2,,,,1.5,1.25,,,
8,4,3,153,2,2,3,,,,2.5,2.75,,,
8,4,3,159,2,3,,,,,3,3,,,
8,4,3,167,2,4,5,,,,4.5,4.25,,,
8,4,3,174,2,3,4,5,6,,4.5,1.25,,,
8,4,3,180,2,6,,,,,6,6,,,
8,4,3,136,3,0,,,,,0,0,,,
8,4,3,146,3,1,2,3,,,2,1.75,,,
8,4,3,153,3,2,3,4,,,3,3.25,,,
8,4,3,159,3,3,4,5,,,4,3.5,,,
8,4,3,167,3,4,5,,,,4.5,4.75,,,
8,4,3,174,3,4,5,6, ,,5,5.25,,,
8,4,3,180,3,6,,,,,6,6,,,
8,4,3,136,4,0,,,,,0,0,,,
8,4,3,146,4,1,2,,,,1.5,1.75,,,
8,4,3,153,4,3,,,,,3,3,,,
8,4,3,159,4,3, ,,,,3,3,,,
8,4,3,167,4,3,4,5,,,4,3.75,,,
8,4,3,174,4,3,4,5,6,,4.5,5.75,,,
8,4,3,180,4,6,,,,,6,6,,,
8,4,3,136,5,0,,,,,0,0,,,
8,4,3,146,5,2,,,,,2,2,,,
8,4,3,153,5,1,3,4,,,2.666666667,1.75,,,
8,4,3,159,5,3,4,5,,,4,3.75,,,
8,4,3,167,5,5,6,,,,5.5,5.75,,,
8,4,3,174,5,6,,,,,6,6,,,
8,4,5,136,1,0,,,,,0,0,,,
8,4,5,146,1,1,2,3,,,2,2.25,,,
8,4,5,153,1,3,4,,,,3.5,3.25,,,
8,4,5,159,1,3,4,,,,3.5,3.75,,,
8,4,5,167,1,6,,,,,6,6,,,
8,4,5,136,1,0,,,,,0,0,,,
8,4,5,146,2,1,2,3,,,2,1.75,,,
8,4,5,153,2,3,4,,,,3.5,3.5,,,
8,4,5,159,2,3,4,5,,,4,4.25,,,
8,4,5,167,2,6,,,,,6,6,,,
8,4,5,136,3,0,,,,,0,0,,,
8,4,5,146,3,1,2,3,,,2,2.25,,,
8,4,5,153,3,3,,,,,3,3,,,
8,4,5,159,3,3,4,,,,3.5,3,,,
8,4,5,167,3,6,,,,,6,6,,,
8,4,6,136,1,0,,,,,0,0,,,
8,4,6,146,1,1,2,3,4,,2.5,3.25,,,
8,4,6,153,1,3,4,,,,3.5,3.75,,,
8,4,6,159,1,3,4,5,6,,4.5,3.75,,,
8,4,6,167,1,4,5,6,,,5,5.75,,,
8,4,6,180,1,6,,,,,6,6,,,
8,4,6,136,3,0,,,,,0,0,,,
8,4,6,146,3,1,2,3,4,,2.5,2.75,,,
8,4,6,153,3,3,4,5,6,,4.5,4.25,,,
8,4,6,159,3,6,,,,,6,6,,,
8,4,6,136,4,0,,,,,0,0,,,
8,4,6,146,4,1,2,3,,,2,2.75,,,
8,4,6,153,4,3,4,,,,3.5,3.5,,,
8,4,6,159,4,3,4,5,6,,4.5,4.25,,,
8,4,6,167,4,4,5,6,,,5,4.75,,,
8,4,6,174,4,6,,,,,6,6,,,
8,4,6,136,5,0,,,,,0,0,,,
8,4,6,146,5,2,3,4,,,3,3.25,,,
8,4,6,153,5,3,4,,,,3.5,3.75,,,
8,4,6,159,5,6,,,,,6,6,,,
8,4,7,136,1,0,,,,,0,0,,,
8,4,7,146,1,1,2,3,4,,2.5,3.25,,,
8,4,7,153,1,3,,,,,3,3,,,
8,4,7,159,1,3,4,5,6,,4.5,3.25,,,
8,4,7,167,1,6,,,,,6,6,,,
8,4,7,136,2,0,,,,,0,0,,,
8,4,7,146,2,1,2,3,,,2,2.75,,,
8,4,7,153,2,3,4,,,,3.5,3.25,,,
8,4,7,159,2,3,4,5,6,,4.5,3.25,,,
8,4,7,167,2,6,,,,,6,6,,,
