"site","block","plot","event","year","genus","species","doy"
"exp03",NA,"S01","lod","2010","Liriodendron","tulipifera","193"
"exp03",NA,"S01","lod","2010","Liriodendron","tulipifera","193"
"exp03",NA,"S01","lod","2010","Quercus","alba","193"
"exp03",NA,"S01","bbd","2010","Quercus","alba","67"
"exp03",NA,"S01","lud","2010","Quercus","alba","67"
"exp03",NA,"S01","bbd","2010","Acer","rubrum","74"
"exp03",NA,"S01","bbd","2010","Acer","rubrum","74"
"exp03",NA,"S01","lud","2010","Acer","rubrum","74"
"exp03",NA,"S01","lud","2010","Acer","rubrum","74"
"exp03",NA,"S01","lud","2010","Liriodendron","tulipifera","74"
"exp03",NA,"S01","lud","2010","Liriodendron","tulipifera","74"
"exp03",NA,"S01","lud","2010","Liriodendron","tulipifera","74"
"exp03",NA,"S01","bbd","2010","Magnolia","grandiflora","74"
"exp03",NA,"S01","lud","2010","Pinus","sp","74"
"exp03",NA,"S01","bbd","2010","Quercus","alba","74"
"exp03",NA,"S01","bbd","2010","Quercus","alba","74"
"exp03",NA,"S01","bbd","2010","Quercus","alba","74"
"exp03",NA,"S01","bbd","2010","Quercus","alba","74"
"exp03",NA,"S01","bbd","2010","Quercus","alba","74"
"exp03",NA,"S01","bbd","2010","Quercus","alba","74"
"exp03",NA,"S01","lud","2010","Quercus","alba","74"
"exp03",NA,"S01","lud","2010","Quercus","alba","74"
"exp03",NA,"S01","lud","2010","Quercus","alba","74"
"exp03",NA,"S01","lud","2010","Quercus","alba","74"
"exp03",NA,"S01","lud","2010","Quercus","alba","74"
"exp03",NA,"S01","lud","2010","Quercus","alba","74"
"exp03",NA,"S01","bbd","2010","Acer","rubrum","81"
"exp03",NA,"S01","bbd","2010","Acer","rubrum","81"
"exp03",NA,"S01","lud","2010","Acer","rubrum","81"
"exp03",NA,"S01","lud","2010","Acer","rubrum","81"
"exp03",NA,"S01","lud","2010","Acer","rubrum","81"
"exp03",NA,"S01","lud","2010","Acer","rubrum","81"
"exp03",NA,"S01","lud","2010","Acer","rubrum","81"
"exp03",NA,"S01","lud","2010","Acer","rubrum","81"
"exp03",NA,"S01","bbd","2010","Magnolia","grandiflora","81"
"exp03",NA,"S01","bbd","2010","Nyssa","sylvatica","81"
"exp03",NA,"S01","bbd","2010","Nyssa","sylvatica","81"
"exp03",NA,"S01","lud","2010","Pinus","sp","81"
"exp03",NA,"S01","bbd","2010","Quercus","alba","81"
"exp03",NA,"S01","bbd","2010","Quercus","alba","81"
"exp03",NA,"S01","bbd","2010","Quercus","alba","81"
"exp03",NA,"S01","bbd","2010","Quercus","alba","81"
"exp03",NA,"S01","bbd","2010","Quercus","alba","81"
"exp03",NA,"S01","bbd","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","rubra","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Quercus","alba","81"
"exp03",NA,"S01","lud","2010","Acer","rubrum","90"
"exp03",NA,"S01","lud","2010","Acer","rubrum","90"
"exp03",NA,"S01","lud","2010","Acer","rubrum","90"
"exp03",NA,"S01","lud","2010","Acer","rubrum","90"
"exp03",NA,"S01","lud","2010","Acer","rubrum","90"
"exp03",NA,"S01","lud","2010","Acer","rubrum","90"
"exp03",NA,"S01","lud","2010","Acer","rubrum","90"
"exp03",NA,"S01","lud","2010","Acer","rubrum","90"
"exp03",NA,"S01","lud","2010","Acer","rubrum","90"
"exp03",NA,"S01","lud","2010","Nyssa","sylvatica","90"
"exp03",NA,"S01","lud","2010","Nyssa","sylvatica","90"
"exp03",NA,"S01","bbd","2010","Pinus","sp","90"
"exp03",NA,"S01","lud","2010","Pinus","sp","90"
"exp03",NA,"S01","lud","2010","Pinus","sp","90"
"exp03",NA,"S01","lud","2010","Pinus","sp","90"
"exp03",NA,"S01","bbd","2010","Quercus","alba","90"
"exp03",NA,"S01","bbd","2010","Quercus","alba","90"
"exp03",NA,"S01","bbd","2010","Quercus","alba","90"
"exp03",NA,"S01","bbd","2010","Quercus","alba","90"
"exp03",NA,"S01","lud","2010","Quercus","alba","90"
"exp03",NA,"S01","lud","2010","Quercus","alba","90"
"exp03",NA,"S01","lud","2010","Quercus","alba","90"
"exp03",NA,"S01","lud","2010","Quercus","alba","90"
"exp03",NA,"S01","lud","2010","Quercus","alba","90"
"exp03",NA,"S01","lud","2010","Quercus","alba","90"
"exp03",NA,"S01","lud","2010","Quercus","alba","90"
"exp03",NA,"S01","lud","2010","Quercus","alba","90"
"exp03",NA,"S01","lud","2010","Quercus","alba","90"
"exp03",NA,"S01","lud","2010","Quercus","alba","90"
"exp03",NA,"S01","lud","2010","Quercus","alba","90"
"exp03",NA,"S01","lud","2010","Quercus","alba","90"
"exp03",NA,"S01","lud","2010","Quercus","alba","90"
"exp03",NA,"S01","lud","2010","Quercus","alba","90"
"exp03",NA,"S01","lud","2010","Quercus","alba","90"
"exp03",NA,"S01","lud","2010","Quercus","alba","90"
"exp03",NA,"S01","bbd","2010","Acer","rubrum","95"
"exp03",NA,"S01","bbd","2010","Acer","rubrum","95"
"exp03",NA,"S01","lud","2010","Acer","rubrum","95"
"exp03",NA,"S01","lud","2010","Acer","rubrum","95"
"exp03",NA,"S01","lud","2010","Acer","rubrum","95"
"exp03",NA,"S01","lud","2010","Acer","rubrum","95"
"exp03",NA,"S01","bbd","2010","Carya","sp","95"
"exp03",NA,"S01","lud","2010","Magnolia","grandiflora","95"
"exp03",NA,"S01","bbd","2010","Pinus","sp","95"
"exp03",NA,"S01","bbd","2010","Pinus","sp","95"
"exp03",NA,"S01","bbd","2010","Pinus","sp","95"
"exp03",NA,"S01","bbd","2010","Pinus","taeda","95"
"exp03",NA,"S01","bbd","2010","Pinus","sp","95"
"exp03",NA,"S01","bbd","2010","Pinus","sp","95"
"exp03",NA,"S01","bbd","2010","Pinus","sp","95"
"exp03",NA,"S01","bbd","2010","Pinus","sp","95"
"exp03",NA,"S01","bbd","2010","Pinus","sp","95"
"exp03",NA,"S01","bbd","2010","Pinus","sp","95"
"exp03",NA,"S01","bbd","2010","Pinus","sp","95"
"exp03",NA,"S01","bbd","2010","Pinus","sp","95"
"exp03",NA,"S01","bbd","2010","Pinus","sp","95"
"exp03",NA,"S01","bbd","2010","Pinus","sp","95"
"exp03",NA,"S01","bbd","2010","Pinus","sp","95"
"exp03",NA,"S01","bbd","2010","Pinus","taeda","95"
"exp03",NA,"S01","lud","2010","Pinus","sp","95"
"exp03",NA,"S01","lud","2010","Pinus","sp","95"
"exp03",NA,"S01","lud","2010","Pinus","sp","95"
"exp03",NA,"S01","bbd","2010","Quercus","alba","95"
"exp03",NA,"S01","lud","2010","Quercus","alba","95"
"exp03",NA,"S01","lud","2010","Quercus","alba","95"
"exp03",NA,"S01","lud","2010","Quercus","alba","95"
"exp03",NA,"S01","lud","2010","Quercus","alba","95"
"exp03",NA,"S01","lud","2010","Quercus","alba","95"
"exp03",NA,"S01","lud","2010","Quercus","alba","95"
"exp03",NA,"S01","lod","2010","Quercus","rubra","95"
"exp03",NA,"S01","lod","2010","Quercus","alba","95"
"exp03",NA,"S01","lud","2011","Acer","rubrum","101"
"exp03",NA,"S01","lud","2011","Acer","rubrum","101"
"exp03",NA,"S01","lud","2011","Acer","rubrum","101"
"exp03",NA,"S01","lud","2011","Acer","rubrum","101"
"exp03",NA,"S01","lud","2011","Acer","rubrum","101"
"exp03",NA,"S01","lud","2011","Acer","rubrum","101"
"exp03",NA,"S01","lud","2011","Acer","rubrum","101"
"exp03",NA,"S01","lud","2011","Acer","rubrum","101"
"exp03",NA,"S01","lud","2011","Acer","rubrum","101"
"exp03",NA,"S01","lud","2011","Acer","rubrum","101"
"exp03",NA,"S01","lud","2011","Acer","rubrum","101"
"exp03",NA,"S01","lud","2011","Acer","rubrum","101"
"exp03",NA,"S01","lud","2011","Acer","rubrum","101"
"exp03",NA,"S01","lud","2011","Acer","rubrum","101"
"exp03",NA,"S01","lud","2011","Acer","rubrum","101"
"exp03",NA,"S01","lud","2011","Acer","rubrum","101"
"exp03",NA,"S01","lud","2011","Acer","rubrum","101"
"exp03",NA,"S01","lud","2011","Carya","sp","101"
"exp03",NA,"S01","bbd","2011","Fraxinus","americana","101"
"exp03",NA,"S01","lud","2011","Fraxinus","americana","101"
"exp03",NA,"S01","lud","2011","Fraxinus","americana","101"
"exp03",NA,"S01","lud","2011","Fraxinus","americana","101"
"exp03",NA,"S01","bbd","2011","Magnolia","grandiflora","101"
"exp03",NA,"S01","bbd","2011","Magnolia","grandiflora","101"
"exp03",NA,"S01","lud","2011","Nyssa","sylvatica","101"
"exp03",NA,"S01","lud","2011","Nyssa","sylvatica","101"
"exp03",NA,"S01","bbd","2011","Pinus","sp","101"
"exp03",NA,"S01","bbd","2011","Pinus","sp","101"
"exp03",NA,"S01","bbd","2011","Pinus","sp","101"
"exp03",NA,"S01","bbd","2011","Pinus","sp","101"
"exp03",NA,"S01","bbd","2011","Pinus","sp","101"
"exp03",NA,"S01","bbd","2011","Pinus","sp","101"
"exp03",NA,"S01","bbd","2011","Pinus","sp","101"
"exp03",NA,"S01","bbd","2011","Pinus","sp","101"
"exp03",NA,"S01","bbd","2011","Pinus","sp","101"
"exp03",NA,"S01","bbd","2011","Pinus","sp","101"
"exp03",NA,"S01","bbd","2011","Pinus","sp","101"
"exp03",NA,"S01","bbd","2011","Pinus","sp","101"
"exp03",NA,"S01","bbd","2011","Pinus","sp","101"
"exp03",NA,"S01","bbd","2011","Pinus","sp","101"
"exp03",NA,"S01","bbd","2011","Pinus","sp","101"
"exp03",NA,"S01","bbd","2011","Pinus","sp","101"
"exp03",NA,"S01","bbd","2011","Pinus","sp","101"
"exp03",NA,"S01","bbd","2011","Pinus","taeda","101"
"exp03",NA,"S01","bbd","2011","Pinus","taeda","101"
"exp03",NA,"S01","lud","2011","Pinus","sp","101"
"exp03",NA,"S01","lud","2011","Pinus","sp","101"
"exp03",NA,"S01","lud","2011","Quercus","rubra","101"
"exp03",NA,"S01","lud","2011","Quercus","alba","101"
"exp03",NA,"S01","lud","2011","Quercus","alba","101"
"exp03",NA,"S01","bbd","2011","Acer","rubrum","108"
"exp03",NA,"S01","bbd","2011","Acer","rubrum","108"
"exp03",NA,"S01","lud","2011","Acer","rubrum","108"
"exp03",NA,"S01","lud","2011","Acer","rubrum","108"
"exp03",NA,"S01","lud","2011","Acer","rubrum","108"
"exp03",NA,"S01","lud","2011","Acer","rubrum","108"
"exp03",NA,"S01","lud","2011","Acer","rubrum","108"
"exp03",NA,"S01","lud","2011","Acer","rubrum","108"
"exp03",NA,"S01","bbd","2011","Fraxinus","americana","108"
"exp03",NA,"S01","lud","2011","Fraxinus","americana","108"
"exp03",NA,"S01","lud","2011","Fraxinus","americana","108"
"exp03",NA,"S01","bbd","2011","Liriodendron","tulipifera","108"
"exp03",NA,"S01","bbd","2011","Magnolia","grandiflora","108"
"exp03",NA,"S01","lud","2011","Magnolia","grandiflora","108"
"exp03",NA,"S01","bbd","2011","Pinus","sp","108"
"exp03",NA,"S01","bbd","2011","Pinus","sp","108"
"exp03",NA,"S01","bbd","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","sp","108"
"exp03",NA,"S01","lud","2011","Pinus","taeda","108"
"exp03",NA,"S01","lud","2011","Pinus","taeda","108"
"exp03",NA,"S01","lud","2011","Pinus","taeda","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","nigra","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","alba","108"
"exp03",NA,"S01","lod","2011","Quercus","rubra","108"
"exp03",NA,"S01","lod","2011","Acer","barbatum","115"
"exp03",NA,"S01","lud","2011","Fraxinus","americana","115"
"exp03",NA,"S01","lud","2011","Liriodendron","tulipifera","115"
"exp03",NA,"S01","bbd","2011","Pinus","taeda","115"
"exp03",NA,"S01","bbd","2011","Pinus","sp","115"
"exp03",NA,"S01","bbd","2011","Pinus","sp","115"
"exp03",NA,"S01","bbd","2011","Pinus","sp","115"
"exp03",NA,"S01","lud","2011","Pinus","sp","115"
"exp03",NA,"S01","lud","2011","Pinus","taeda","115"
"exp03",NA,"S01","bbd","2011","Quercus","alba","115"
"exp03",NA,"S01","lod","2011","Quercus","alba","115"
"exp03",NA,"S01","lod","2011","Quercus","rubra","115"
"exp03",NA,"S01","lod","2011","Quercus","alba","115"
"exp03",NA,"S01","lod","2011","Quercus","alba","115"
"exp03",NA,"S01","lod","2011","Quercus","alba","115"
"exp03",NA,"S01","lod","2011","Quercus","alba","115"
"exp03",NA,"S01","lod","2011","Quercus","alba","115"
"exp03",NA,"S01","lod","2011","Quercus","alba","115"
"exp03",NA,"S01","lod","2011","Quercus","alba","115"
"exp03",NA,"S01","lod","2011","Quercus","alba","115"
"exp03",NA,"S01","lod","2011","Quercus","alba","115"
"exp03",NA,"S01","lod","2011","Quercus","alba","115"
"exp03",NA,"S01","lod","2011","Quercus","alba","115"
"exp03",NA,"S01","lod","2011","Quercus","alba","115"
"exp03",NA,"S01","lod","2011","Quercus","alba","115"
"exp03",NA,"S01","lod","2011","Quercus","alba","115"
"exp03",NA,"S01","lod","2011","Quercus","alba","115"
"exp03",NA,"S01","lud","2011","Acer","rubrum","122"
"exp03",NA,"S01","lod","2011","Acer","barbatum","122"
"exp03",NA,"S01","lod","2011","Carya","sp","122"
"exp03",NA,"S01","lod","2011","Liriodendron","tulipifera","122"
"exp03",NA,"S01","lud","2011","Magnolia","grandiflora","122"
"exp03",NA,"S01","lud","2011","Pinus","sp","122"
"exp03",NA,"S01","lod","2011","Pinus","sp","122"
"exp03",NA,"S01","lod","2011","Quercus","alba","122"
"exp03",NA,"S01","lod","2011","Quercus","alba","122"
"exp03",NA,"S01","lod","2011","Quercus","alba","122"
"exp03",NA,"S01","lod","2011","Quercus","alba","122"
"exp03",NA,"S01","lod","2011","Quercus","alba","122"
"exp03",NA,"S01","lod","2011","Quercus","alba","122"
"exp03",NA,"S01","lod","2011","Quercus","alba","122"
"exp03",NA,"S01","lod","2011","Quercus","alba","122"
"exp03",NA,"S01","lod","2011","Quercus","alba","122"
"exp03",NA,"S01","lod","2011","Quercus","alba","122"
"exp03",NA,"S01","lod","2011","Quercus","nigra","122"
"exp03",NA,"S01","lod","2011","Quercus","alba","122"
"exp03",NA,"S01","lod","2011","Quercus","alba","122"
"exp03",NA,"S01","lod","2011","Quercus","alba","122"
"exp03",NA,"S01","lod","2011","Quercus","alba","122"
"exp03",NA,"S01","bbd","2011","Acer","rubrum","129"
"exp03",NA,"S01","lod","2011","Acer","barbatum","129"
"exp03",NA,"S01","lod","2011","Acer","barbatum","129"
"exp03",NA,"S01","lod","2011","Acer","barbatum","129"
"exp03",NA,"S01","lud","2011","Liriodendron","tulipifera","129"
"exp03",NA,"S01","lod","2011","Magnolia","grandiflora","129"
"exp03",NA,"S01","bbd","2011","Pinus","sp","129"
"exp03",NA,"S01","lud","2011","Pinus","taeda","129"
"exp03",NA,"S01","lud","2011","Quercus","phellos","129"
"exp03",NA,"S01","lod","2011","Quercus","alba","129"
"exp03",NA,"S01","lud","2011","Liriodendron","tulipifera","136"
"exp03",NA,"S01","lud","2011","Magnolia","grandiflora","136"
"exp03",NA,"S01","lod","2011","Magnolia","grandiflora","136"
"exp03",NA,"S01","lod","2011","Magnolia","grandiflora","136"
"exp03",NA,"S01","lud","2011","Pinus","sp","136"
"exp03",NA,"S01","lud","2011","Pinus","sp","136"
"exp03",NA,"S01","lud","2011","Acer","rubrum","143"
"exp03",NA,"S01","lod","2011","Quercus","phellos","143"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","barbatum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Acer","rubrum","151"
"exp03",NA,"S01","lod","2011","Fraxinus","americana","151"
"exp03",NA,"S01","lod","2011","Fraxinus","americana","151"
"exp03",NA,"S01","lod","2011","Liriodendron","tulipifera","151"
"exp03",NA,"S01","lod","2011","Nyssa","sylvatica","151"
"exp03",NA,"S01","lod","2011","Nyssa","sylvatica","151"
"exp03",NA,"S01","lod","2011","Nyssa","sylvatica","151"
"exp03",NA,"S01","lod","2011","Nyssa","sylvatica","151"
"exp03",NA,"S01","lud","2011","Ulmus","sp","151"
"exp03",NA,"S01","bbd","2011","Pinus","sp","157"
"exp03",NA,"S01","lod","2011","Pinus","taeda","157"
"exp03",NA,"S01","lod","2011","Quercus","alba","157"
"exp03",NA,"S01","lod","2011","Acer","rubrum","171"
"exp03",NA,"S01","lod","2011","Acer","rubrum","171"
"exp03",NA,"S01","lod","2011","Acer","rubrum","171"
"exp03",NA,"S01","lod","2011","Acer","rubrum","171"
"exp03",NA,"S01","lod","2011","Nyssa","sylvatica","171"
"exp03",NA,"S01","lod","2011","Quercus","nigra","192"
"exp03",NA,"S01","lod","2011","Acer","rubrum","213"
"exp03",NA,"S01","lod","2011","Fraxinus","americana","213"
"exp03",NA,"S01","lod","2011","Fraxinus","americana","213"
"exp03",NA,"S01","bbd","2011","Quercus","alba","66"
"exp03",NA,"S01","bbd","2011","Acer","rubrum","73"
"exp03",NA,"S01","bbd","2011","Acer","barbatum","73"
"exp03",NA,"S01","bbd","2011","Acer","barbatum","73"
"exp03",NA,"S01","bbd","2011","Acer","rubrum","73"
"exp03",NA,"S01","lud","2011","Acer","barbatum","73"
"exp03",NA,"S01","lud","2011","Acer","barbatum","73"
"exp03",NA,"S01","lud","2011","Acer","barbatum","73"
"exp03",NA,"S01","lud","2011","Acer","barbatum","73"
"exp03",NA,"S01","bbd","2011","Pinus","taeda","73"
"exp03",NA,"S01","lud","2011","Pinus","sp","73"
"exp03",NA,"S01","lud","2011","Pinus","taeda","73"
"exp03",NA,"S01","bbd","2011","Quercus","alba","73"
"exp03",NA,"S01","bbd","2011","Quercus","alba","73"
"exp03",NA,"S01","bbd","2011","Quercus","alba","73"
"exp03",NA,"S01","bbd","2011","Quercus","alba","73"
"exp03",NA,"S01","bbd","2011","Quercus","alba","73"
"exp03",NA,"S01","bbd","2011","Quercus","alba","73"
"exp03",NA,"S01","bbd","2011","Quercus","alba","73"
"exp03",NA,"S01","bbd","2011","Quercus","alba","73"
"exp03",NA,"S01","bbd","2011","Quercus","alba","73"
"exp03",NA,"S01","bbd","2011","Quercus","alba","73"
"exp03",NA,"S01","bbd","2011","Quercus","alba","73"
"exp03",NA,"S01","bbd","2011","Quercus","alba","73"
"exp03",NA,"S01","bbd","2011","Quercus","alba","73"
"exp03",NA,"S01","lud","2011","Quercus","alba","73"
"exp03",NA,"S01","bbd","2011","Acer","rubrum","81"
"exp03",NA,"S01","bbd","2011","Acer","rubrum","81"
"exp03",NA,"S01","bbd","2011","Acer","rubrum","81"
"exp03",NA,"S01","bbd","2011","Acer","barbatum","81"
"exp03",NA,"S01","bbd","2011","Acer","rubrum","81"
"exp03",NA,"S01","bbd","2011","Acer","rubrum","81"
"exp03",NA,"S01","bbd","2011","Acer","rubrum","81"
"exp03",NA,"S01","lud","2011","Acer","rubrum","81"
"exp03",NA,"S01","lud","2011","Acer","rubrum","81"
"exp03",NA,"S01","lud","2011","Acer","rubrum","81"
"exp03",NA,"S01","lud","2011","Acer","rubrum","81"
"exp03",NA,"S01","lud","2011","Acer","rubrum","81"
"exp03",NA,"S01","lud","2011","Acer","rubrum","81"
"exp03",NA,"S01","lud","2011","Acer","rubrum","81"
"exp03",NA,"S01","lud","2011","Acer","barbatum","81"
"exp03",NA,"S01","lud","2011","Acer","barbatum","81"
"exp03",NA,"S01","lud","2011","Acer","barbatum","81"
"exp03",NA,"S01","lud","2011","Acer","barbatum","81"
"exp03",NA,"S01","lud","2011","Acer","rubrum","81"
"exp03",NA,"S01","lud","2011","Acer","rubrum","81"
"exp03",NA,"S01","lud","2011","Liriodendron","tulipifera","81"
"exp03",NA,"S01","lud","2011","Liriodendron","tulipifera","81"
"exp03",NA,"S01","lud","2011","Liriodendron","tulipifera","81"
"exp03",NA,"S01","bbd","2011","Nyssa","sylvatica","81"
"exp03",NA,"S01","bbd","2011","Nyssa","sylvatica","81"
"exp03",NA,"S01","bbd","2011","Nyssa","sylvatica","81"
"exp03",NA,"S01","bbd","2011","Nyssa","sylvatica","81"
"exp03",NA,"S01","lud","2011","Nyssa","sylvatica","81"
"exp03",NA,"S01","bbd","2011","Pinus","sp","81"
"exp03",NA,"S01","bbd","2011","Pinus","sp","81"
"exp03",NA,"S01","bbd","2011","Pinus","taeda","81"
"exp03",NA,"S01","bbd","2011","Quercus","alba","81"
"exp03",NA,"S01","bbd","2011","Quercus","alba","81"
"exp03",NA,"S01","bbd","2011","Quercus","alba","81"
"exp03",NA,"S01","bbd","2011","Quercus","alba","81"
"exp03",NA,"S01","bbd","2011","Quercus","alba","81"
"exp03",NA,"S01","bbd","2011","Quercus","alba","81"
"exp03",NA,"S01","bbd","2011","Quercus","alba","81"
"exp03",NA,"S01","bbd","2011","Quercus","alba","81"
"exp03",NA,"S01","bbd","2011","Quercus","alba","81"
"exp03",NA,"S01","bbd","2011","Quercus","nigra","81"
"exp03",NA,"S01","bbd","2011","Quercus","alba","81"
"exp03",NA,"S01","bbd","2011","Quercus","alba","81"
"exp03",NA,"S01","bbd","2011","Quercus","alba","81"
"exp03",NA,"S01","bbd","2011","Quercus","alba","81"
"exp03",NA,"S01","bbd","2011","Quercus","alba","81"
"exp03",NA,"S01","bbd","2011","Quercus","rubra","81"
"exp03",NA,"S01","bbd","2011","Quercus","alba","81"
"exp03",NA,"S01","lud","2011","Quercus","alba","81"
"exp03",NA,"S01","lud","2011","Quercus","alba","81"
"exp03",NA,"S01","lud","2011","Quercus","alba","81"
"exp03",NA,"S01","lud","2011","Quercus","alba","81"
"exp03",NA,"S01","lud","2011","Quercus","alba","81"
"exp03",NA,"S01","lud","2011","Quercus","alba","81"
"exp03",NA,"S01","lud","2011","Quercus","alba","81"
"exp03",NA,"S01","lud","2011","Quercus","alba","81"
"exp03",NA,"S01","lud","2011","Quercus","alba","81"
"exp03",NA,"S01","lud","2011","Quercus","alba","81"
"exp03",NA,"S01","lud","2011","Quercus","alba","81"
"exp03",NA,"S01","lud","2011","Quercus","alba","81"
