1991 WARMED-MEADOW PHENOLOGY,,,,,,,,,,,,,,,
POTENTILLA, GRACILIS,,,FRUIT SET=VIABLE FRS./TOTAL FRS.,,,FLOWERS,,,,,,,,
,,,,,,,,,,,,,,,08/16/91
PLOT,SP,IND,06/24/91,07/01/91,07/09/91,07/15/91,COMMENTS,07/23/91,07/30/91,COMMENT,08/05/91,COMMENTS,08/13/91,COMMENT,FRUIT SET
1,PG,1,1,1,1,123,,1234,12345,,1345,,13456,,7/17
1,PG,2,1,1,1,123,,134,12345,,1345,,23456,,13/16
1,PG,3,1,1,12,12,,1234,1345,,1345,,123456,,9/12
1,PG,4,1,1,1,12,,12345,12346,,3456,,456,,17/19
1,PG,5,1,1,123,12,,134,134,,13456,,356,,8/9
2,PG,1,1,12,123,12,,12345,3456,,56,,56,,15/16
2,PG,2,1,1,1,123,,1234,1345,,13456,,23456,,14/20
2,PG,3,1,1,123,123,,1234,1345,,123456,,3456,,20/25
2,PG,4,1,1,12,123,,12345,1345,,12345,,23456,,25/28
2,PG,5,1,1,1,12,,1234,134,,3456,,456,,15/17
3,PG,1,1,1,13,13,,34,145,,345,,45,,10/17
3,PG,2,1,1,13,13,,134,1345,,345,,456,,12/16
3,PG,3,1,1,123,13,,134,1345,,13456,,3456,,8/11
3,PG,4,1,1,12,123,,134,345,,3456,,346,,9/18
3,PG,5,1,12,123,1234,,1234,12345,,1345,,6,,"2/11,RST EAT."
4,PG,1,1,1,12,1234,,1234,12345,,3456,,56,,12/13
4,PG,2,1,12,1,1234,,12345,123456,,13456,,456,,25/25
4,PG,3,1,12,123,134,,1234,3456,,456,,456,,13/14
4,PG,4,1,1,123,124,,1234,1345,,123456,,456,,13/15
4,PG,5,1,1,123,134,,1234,12345,,134,,3456,,15/30
5,PG,1,1,1,12,13,,12345,12345,,12345,,3456,,23/25
5,PG,2,1,1,13,13,,1234,345,,3456,,456,,8/11
5,PG,3,1,1,123,1234,,1234,3456,,356,,56,,5/11
5,PG,4,1,1,13,134,,123,12345,,12345,,45,,7/10
5,PG,5,1,1,13,1234,,1234,12345,,13456,,123456,,23/31
6,PG,1,1,1,13,34,,12345,6,,3456,,0,FLG LOOSE,
6,PG,2,1,1,13,1234,,1234,3456,,3456,,3456,,6/14
6,PG,3,1,1,123,134,,1234,1345,,345,,456,,8/8
6,PG,4,1,1,123,1234,,1234,123456,,123456,,23456,,33/52
6,PG,5,1,12,13,134,,1234,12345,,13456,,456,,"9/24,RST EAT."
7,PG,1,1,12,13,1234,,1345,456,,56,,6,,10/13
7,PG,2,1,12,123,134,,1345,1456,,3456,,56,,13/14
7,PG,3,1,12,1,13,,345,456,,56,,56,,10/11
7,PG,4,1,1,123,123,,234,45,,12345,,6,,5/10
7,PG,5,1,1,123,1234,,1234,12345,,123456,,3456,,15/23
8,PG,1,1,1,13,1234,,1345,135,,13456,,12456,,13/18
8,PG,2,1,1,13,124,,45,456,,56,,6,,4/4
8,PG,3,1,12,123,134,,134,1345,,3456,,456,,7/11
8,PG,4,1,12,123,1234,,12345,123456,,356,,6,,7/9
8,PG,5,1,1,123,1234,,1345,3456,,356,,6,,4/11
9,PG,1,1,1,12,134,,134,135,,356,,46,,5/12
9,PG,2,1,1,123,1234,,1234,45,,56,,0,SHRIV,2/7
9,PG,3,1,1,13,134,,1234,13456,,123456,,3456,,18/25
9,PG,4,1,1,123,123,,1234,1345,,1345,,13456,,18/24
9,PG,5,1,1,123,1234,,1234,1245,,3456,,56,,14/19
10,PG,1,1,13,13,1,EATEN,3,0,"DRY,WORM?",1,REST SHRIV,0,SHRIV,0/7
10,PG,2,1,1,12,1234,,145,1245,,35,,456,,7/9
10,PG,3,1,1,123,1234,,145,13456,,1456,,1456,,13/17
10,PG,4,1,12,123,134,,134,3456,,0, EATEN,0,,5/5
10,PG,5,1,1,123,1234,,134,12345,,3456,,56,,13/18
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,12/31/90,12/31/90,12/31/90,12/31/90,12/31/90,12/31/90,12/31/90,12/31/90,12/31/90,12/31/90,12/31/90,,
,,,175,182,190,196,-33238,204,211,-33238,217,-33238,225,,
PLOT,,,06/24/91,07/01/91,07/09/91,07/15/91,COMMENTS,07/23/91,07/30/91,COMMENT,08/05/91,COMMENTS,08/13/91,,
