Site,Tag,Species,SeedOrigin,Chamber,ChSide,ChRow,ChCol,GermDate,SpringSeeder,CensInDate,DatePlanted,DeathDate,PossibleDeathDate,CensorDate,Path_Harvest,MIA,Status,Phen_04.15.10,Phen_04.21.10,Phen_04.30.10,Phen_05.17.10,Phen_05.24.10,Phen_06.16.10,Phen_07.07.10,Phen_08.02.10,Phen_04.20.11,Phen_05.05.11,Phen_05.26.11,Phen_06.13.11,Phen_07.26.11,Phen_02.27.12,Phen_03.07.12,Phen_03.15.12,Phen_03.21.12,Phen_03.26.12,Phen_04.03.12,Phen_04.12.12,Phen_04.17.12,Phen_05.04.12,Phen_05.09.12,Phen_05.31.12,Phen_07.16.12,Phen_08.13.12,Phen_05.13.14
HF,2598,nysy,NC_Durham_Planted_A,S09_5,1,15,4,4/21/2010,NA,NA,10/26/2009,NA,NA,NA,NA,5/26/2010,0,NA,1,2,5,5,5,5,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3318,piun,MA_Worcester_Natural,S09_5,1,15,4,5/17/2010,NA,NA,NA,9/1/2010,NA,NA,NA,NA,0,NA,NA,NA,4,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3346,mavi,GA_NA_Planted_A,S09_5,1,15,4,5/17/2010,NA,NA,7/9/2009,6/16/2010,NA,NA,NA,NA,0,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,8657,nysy,NC_Durham_Planted_A,S09_5,1,15,5,5/26/2011,NA,NA,10/26/2009,5/31/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1,NA,1,1,2,2,2,3,3,5,NA,NA,NA,NA
HF,9366,acru,NC_Orange_Planted_B,S09_5,1,18,3,5/5/2011,NA,NA,6/17/2010,10/3/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3204,list,GA_NA_Planted_A,S09_5,1,18,7,7/27/2009,NA,NA,6/17/2009,4/21/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3655,acru,MA_Worcester_Natural,S09_5,1,19,4,6/16/2010,NA,NA,NA,5/5/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,10208,acru,MA_Worcester_Natural,S09_5,1,19,7,8/3/2009,NA,NA,NA,4/21/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,10202,acru,MA_Worcester_Natural,S09_5,1,20,3,8/3/2009,NA,NA,NA,7/7/2010,NA,NA,NA,NA,0,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,8695,acru,MA_Worcester_Natural,S09_5,1,22,4,5/26/2011,NA,NA,NA,4/3/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,10211,acru,MA_Worcester_Natural,S09_5,1,22,5,8/3/2009,NA,NA,NA,4/30/2010,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3643,piun,MA_Worcester_Natural,S09_5,1,23,3,6/16/2010,NA,NA,NA,10/21/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3607,litu,KY_NA_Planted_A,S09_5,1,23,7,6/16/2010,NA,NA,6/17/2009,9/1/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,8693,acru,NC_Orange_Planted_A,S09_5,1,24,7,5/26/2011,NA,NA,6/17/2009,7/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3647,piun,MA_Worcester_Natural,S09_5,1,25,3,6/16/2010,NA,NA,NA,8/2/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3651,pita,GA_NA_Planted_A,S09_5,1,25,3,6/16/2010,NA,NA,3/17/2010,9/30/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9396,acru,NC_Orange_Planted_B,S09_5,1,25,5,5/5/2011,NA,NA,6/17/2010,5/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3278,list,GA_NA_Planted_A,S09_5,1,28,5,7/27/2009,NA,NA,6/17/2009,5/5/2011,NA,NA,NA,NA,0,1,1,1,1,5,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,8144,acru,NC_Orange_Planted_B,S09_5,1,28,6,5/9/2012,NA,NA,5/16/2011,7/16/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA
HF,3229,list,GA_NA_Planted_A,S09_5,1,29,7,7/27/2009,NA,NA,6/17/2009,4/30/2010,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9329,acru,MA_Worcester_Natural,S09_5,1,29,7,5/5/2011,NA,NA,NA,5/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,10239,acru,MA_Worcester_Natural,S09_5,1,30,2,8/3/2009,NA,NA,NA,8/2/2010,NA,NA,NA,NA,0,2,3,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3279,list,GA_NA_Planted_A,S09_5,1,30,5,7/27/2009,NA,NA,6/17/2009,4/15/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,8468,beun,MA_Worcester_Natural,S09_5,1,30,5,5/31/2012,NA,NA,NA,NA,NA,NA,NA,7/16/2012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
HF,8435,beun,MA_Worcester_Natural,S09_5,1,30,7,5/31/2012,NA,NA,NA,7/16/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
HF,2340,piun,MA_Worcester_Natural,S09_5,2,1,8,6/16/2010,NA,NA,NA,7/7/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,2331,piun,MA_Worcester_Natural,S09_5,2,1,10,6/16/2010,NA,NA,NA,NA,NA,NA,NA,8/2/2010,0,NA,NA,NA,NA,NA,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9433,acru,MA_Worcester_Natural,S09_5,2,1,10,5/5/2011,NA,NA,NA,5/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,8621,piun,MA_Worcester_Natural,S09_5,2,1,11,9/1/2010,NA,NA,NA,9/19/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9455,acru,unkn,S09_5,2,1,11,5/5/2011,NA,NA,NA,7/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3365,pist,MA_Worcester_Natural,S09_5,2,1,12,4/21/2010,NA,NA,NA,8/13/2012,NA,NA,NA,NA,0,NA,1,4,4,4,4,4,5,1,2,4,4,6,1,NA,1,1,2,1,2,2,4,3,4,6,NA,NA
HF,8488,unkn,unkn,S09_5,2,1,12,5/31/2012,NA,NA,NA,7/16/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
HF,9155,acru,MA_Worcester_Natural,S09_5,2,1,12,5/4/2012,-1,NA,NA,9/23/2013,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,NA,NA
HF,3392,pist,MA_Worcester_Natural,S09_5,2,2,10,4/21/2010,NA,NA,NA,7/16/2012,NA,NA,NA,NA,0,NA,1,4,3,5,4,5,5,1,2,3,4,5,1,NA,1,1,2,2,2,2,3,3,5,5,NA,NA
HF,2342,acru,MA_Worcester_Natural,S09_5,2,2,12,6/16/2010,NA,NA,NA,7/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,5,5,5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3232,acru,NC_Orange_Planted_A,S09_5,2,2,12,7/27/2009,NA,NA,6/17/2009,4/21/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3347,piun,MA_Worcester_Natural,S09_5,2,2,12,4/21/2010,NA,NA,NA,9/1/2010,NA,NA,NA,NA,0,NA,1,4,3,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9499,acsa,MA_Worcester_Natural,S09_5,2,2,12,5/5/2011,NA,NA,NA,5/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3294,list,GA_NA_Planted_A,S09_5,2,3,8,7/27/2009,NA,NA,6/17/2009,9/28/2009,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9444,acru,MA_Worcester_Planted_A,S09_5,2,3,10,5/5/2011,NA,NA,6/19/2009,9/23/2013,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,6,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA
HF,2680,piun,MA_Worcester_Natural,S09_5,2,4,8,8/2/2010,NA,NA,NA,9/1/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,8662,pist,MA_Worcester_Natural,S09_5,2,4,10,9/1/2010,NA,NA,NA,10/2/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,4,1,NA,1,1,2,1,2,3,3,3,5,6,6,NA
HF,3227,acru,NC_Orange_Planted_A,S09_5,2,4,11,7/27/2009,NA,NA,6/17/2009,4/15/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9435,acru,MA_Worcester_Natural,S09_5,2,4,11,5/5/2011,NA,NA,NA,9/23/2013,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,6,1,NA,1,1,1,1,1,4,4,5,5,6,6,NA
HF,21,acru,MA_Worcester_Natural,S09_5,2,4,12,4/15/2010,NA,NA,NA,4/21/2010,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9413,unkn,unkn,S09_5,2,4,12,5/5/2011,NA,NA,NA,5/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9412,acru,NC_Orange_Planted_B,S09_5,2,4,13,5/5/2011,NA,NA,6/17/2010,5/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9460,acru,NC_Orange_Planted_B,S09_5,2,4,13,5/5/2011,NA,NA,6/17/2010,5/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3605,piun,MA_Worcester_Natural,S09_5,2,4,14,6/16/2010,NA,NA,NA,10/21/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3389,piun,MA_Worcester_Natural,S09_5,2,5,11,5/17/2010,NA,NA,NA,8/2/2010,NA,NA,NA,NA,0,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,4065,acru,MA_Worcester_Natural,S09_5,2,6,10,NA,NA,9/23/2013,NA,5/13/2014,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3634,piun,MA_Worcester_Natural,S09_5,2,6,13,6/16/2010,NA,NA,NA,8/2/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3612,piun,MA_Worcester_Natural,S09_5,2,6,14,6/16/2010,NA,NA,NA,7/7/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3624,acru,MA_Worcester_Natural,S09_5,2,6,14,6/16/2010,NA,NA,NA,NA,NA,NA,NA,9/1/2010,0,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9416,acsa,PA_NA_Planted_A,S09_5,2,7,8,5/5/2011,NA,NA,10/14/2010,5/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9428,acsa,PA_NA_Planted_A,S09_5,2,7,8,5/5/2011,NA,NA,10/14/2010,5/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9463,acsa,PA_NA_Planted_A,S09_5,2,7,8,5/5/2011,NA,NA,10/14/2010,5/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9409,unkn,unkn,S09_5,2,7,9,5/5/2011,NA,NA,NA,5/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9483,acru,MA_Worcester_Natural,S09_5,2,7,9,5/5/2011,NA,NA,NA,5/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9487,unkn,unkn,S09_5,2,7,9,5/5/2011,NA,NA,NA,5/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,8234,unkn,MA_Worcester_Natural,S09_5,2,7,11,NA,NA,4/17/2012,NA,5/4/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
HF,9401,acru,MA_Worcester_Natural,S09_5,2,7,11,5/5/2011,NA,NA,NA,5/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3246,pist,NC_NA_Planted_B,S09_5,2,8,8,7/27/2009,NA,NA,6/29/2009,6/16/2010,NA,NA,NA,NA,0,3,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,8607,acru,MA_Worcester_Natural,S09_5,2,8,10,5/26/2011,NA,NA,NA,7/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9187,fram,KY_NA_Planted_A,S09_5,2,8,11,5/4/2012,NA,NA,10/6/2011,7/16/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA,NA,NA
HF,9425,acru,unkn,S09_5,2,9,10,5/5/2011,NA,NA,NA,3/15/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
