Site,Tag,Species,SeedOrigin,Chamber,ChSide,ChRow,ChCol,GermDate,SpringSeeder,CensInDate,DatePlanted,DeathDate,PossibleDeathDate,CensorDate,Path_Harvest,MIA,Status,Phen_04.15.10,Phen_04.21.10,Phen_04.30.10,Phen_05.17.10,Phen_05.24.10,Phen_06.16.10,Phen_07.07.10,Phen_08.02.10,Phen_04.20.11,Phen_05.05.11,Phen_05.26.11,Phen_06.13.11,Phen_07.26.11,Phen_02.27.12,Phen_03.07.12,Phen_03.15.12,Phen_03.21.12,Phen_03.26.12,Phen_04.03.12,Phen_04.12.12,Phen_04.17.12,Phen_05.04.12,Phen_05.09.12,Phen_05.31.12,Phen_07.16.12,Phen_08.13.12,Phen_05.13.14
HF,3199,qual,NC_Durham_Planted_A,G05_5,1,3,1,6/16/2010,NA,NA,10/1/2009,4/20/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,8107,pist,NC_NA_Planted_A,G05_5,1,4,6,5/31/2012,NA,NA,5/16/2011,7/16/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,NA
HF,8830,pist,NC_NA_Planted_A,G05_5,1,4,6,5/31/2012,NA,NA,5/16/2011,7/16/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,NA
HF,8879,piun,NC_NA_Planted_A,G05_5,1,4,6,5/31/2012,NA,NA,5/16/2011,7/16/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
HF,3704,piun,MA_Worcester_Natural,G05_5,1,5,5,7/7/2010,NA,NA,NA,NA,NA,NA,NA,9/1/2010,0,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,10449,pist,MA_Worcester_Natural,G05_5,1,5,6,7/27/2009,NA,NA,NA,9/28/2009,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,2551,acru,MA_Worcester_Natural,G05_5,1,6,1,4/21/2010,NA,NA,NA,7/7/2010,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3174,qual,NC_Durham_Planted_A,G05_5,1,7,1,6/16/2010,NA,NA,10/1/2009,7/7/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,2021,acru,MA_Worcester_Natural,G05_5,1,12,5,4/15/2010,NA,NA,NA,6/16/2010,NA,NA,NA,NA,0,4,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3151,bele,MA_Worcester_Natural,G05_5,1,14,3,6/16/2010,NA,NA,NA,7/7/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,2574,piun,MA_Worcester_Natural,G05_5,1,14,5,4/21/2010,NA,NA,NA,8/2/2010,NA,NA,NA,NA,0,NA,1,2,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,8856,acru,unkn,G05_5,1,16,4,5/11/2011,NA,NA,NA,7/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,2285,fagr,NC_Orange_Planted_A,G05_5,1,19,5,5/17/2010,NA,NA,6/23/2009,5/26/2011,NA,NA,NA,NA,0,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,2299,pist,MA_Worcester_Natural,G05_5,1,25,4,5/17/2010,NA,NA,NA,5/13/2014,NA,NA,NA,NA,0,NA,NA,NA,5,4,5,5,0,2,3,4,5,6,NA,1,1,2,2,2,2,2,3,3,5,6,6,NA
HF,2544,qual,NC_Durham_Planted_A,G05_5,1,27,4,4/21/2010,NA,NA,10/1/2009,NA,NA,8/13/2012,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,2,4,6,6,6,NA,1,1,1,2,2,2,4,4,5,6,6,6,NA
HF,10348,beun,MA_Worcester_Natural,G05_5,1,29,6,8/2/2010,NA,NA,NA,NA,NA,NA,NA,9/1/2010,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,10525,litu,KY_NA_Planted_A,G05_5,2,1,14,6/16/2010,NA,NA,6/17/2009,9/1/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3157,bepa,MA_Worcester_Natural,G05_5,2,2,11,6/16/2010,NA,NA,NA,NA,NA,8/19/2011,NA,NA,0,NA,NA,NA,NA,NA,4,5,0,2,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,11489,acru,MA_Worcester_Natural,G05_5,2,2,11,NA,NA,4/14/2012,NA,5/4/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
HF,10471,pist,MA_Worcester_Natural,G05_5,2,2,12,7/27/2009,NA,NA,NA,4/30/2010,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,10471,pire,MA_Worcester_Natural,G05_5,2,2,12,7/7/2010,NA,NA,NA,8/13/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,0,2,3,3,5,6,NA,1,1,1,2,2,2,2,3,5,5,5,NA,NA
HF,10501,beal,MA_Worcester_Natural,G05_5,2,2,12,6/16/2010,NA,NA,NA,NA,NA,8/13/2012,NA,NA,0,NA,NA,NA,NA,NA,3,5,0,2,5,5,6,6,NA,2,2,2,2,2,3,4,5,3,6,6,6,NA
