site,species
fargo,Robinia.pseudoacacia
fargo,Rorippa.islandica
fargo,Rorippa.sinuata
fargo,Rosa.arkansana
fargo,Rosa.blanda
fargo,Rosa.hugonis
fargo,Rubus.occidentalis
fargo,Rubus.pubescens
fargo,Rubus.strigosus
fargo,Rudbeckia.hirta
fargo,Rudbeckia.laciniata
fargo,Rumex.acetosella
fargo,Rumex.crispus
fargo,Rumex.maritimus
fargo,Rumex.mexicanus
fargo,Rumex.occidentalis
fargo,Sagittaria.cuneata
fargo,Salix.amygdaloides
fargo,Salix.cordata
fargo,Salix.discolor
fargo,Salix.interior
fargo,Salix.petiolaris
fargo,Salix.vitellina
fargo,Salsola.kali
fargo,Sambucus.pubens
fargo,Sanguinaria.canadensis
fargo,Sanicula.marylandica
fargo,Schizachne.purpurascens
fargo,Schoenoplectus.fluviatilis
fargo,Schoenoplectus.heterochaetus
fargo,Schoenoplectus.tabernaemontani
fargo,Scirpus.acutus
fargo,Scirpus.atrovirens
fargo,Scirpus.paludosus
fargo,Scolochloa.festucacea
fargo,Scrophularia.leporella
fargo,Secale.cereale
fargo,Senecio.aureus
fargo,Senecio.congestus
fargo,Senecio.integerrimus
fargo,Senecio.pauperculus
fargo,Setaria.glauca
fargo,Setaria.verticillata
fargo,Setaria.viridis
fargo,Shepherdia.argentea
fargo,Silene.antirrhina
fargo,Silene.csereii
fargo,Silene.noctiflora
fargo,Sisymbrium.altissimum
fargo,Sisymbrium.loeselii
fargo,Sisyrinchium.angustifolium
fargo,Sium.suave
fargo,Smilacina.racemosa
fargo,Smilacina.stellata
fargo,Smilax.herbacea
fargo,Solanum.nigrum
fargo,Solanum.triflorum
fargo,Solidago.canadensis
fargo,Solidago.gigantea
fargo,Solidago.graminifolia
fargo,Solidago.missouriensis
fargo,Solidago.riddellii
fargo,Solidago.rigida
fargo,Sonchus.arvensis
fargo,Sonchus.asper
fargo,Sonchus.oleraceus
fargo,Sorghastrum.nutans
fargo,Sparganium.eurycarpum
fargo,Spartina.gracilis
fargo,Spartina.pectinata
fargo,Sphaeralcea.coccinea
fargo,Spiraea.alba
fargo,Spiraea.arguta
fargo,Spiraea.thunbergii
fargo,Sporobolus.cryptandrus
fargo,Sporobolus.heterolepis
fargo,Sporobolus.neglectus
fargo,Stachys.palustris
fargo,Stellaria.longifolia
fargo,Stellaria.media
fargo,Stipa.comata
fargo,Stipa.spartea
fargo,Stipa.viridula
fargo,Symphoricarpos.occidentalis
fargo,Symphyotrichum.ciliatum
fargo,Symphyotrichum.novae-angliae
fargo,Symphyotrichum.puniceum
fargo,Syringa.amurensis
fargo,Syringa.persica
fargo,Syringa.villosa
fargo,Syringa.vulgaris
fargo,Tamarix.chinensis
fargo,Tanacetum.vulgare
fargo,Taraxacum.officinale
fargo,Tetraneuris.acaulis
fargo,Teucrium.occidentale
fargo,Thalictrum.dasycarpum
fargo,Thalictrum.venulosum
fargo,Thelypodium.integrifolium
fargo,Thermopsis.rhombifolia
fargo,Thlaspi.arvense
fargo,Tilia.americana
fargo,Townsendia.exscapa
fargo,Tradescantia.bracteata
fargo,Tradescantia.occidentalis
fargo,Tragopogon.dubius
fargo,Trifolium.hybridum
fargo,Trifolium.pratense
fargo,Trifolium.repens
fargo,Triglochin.maritima
fargo,Triglochin.palustris
fargo,Trillium.cernuum
fargo,Trillium.grandiflorum
fargo,Typha.latifolia
fargo,Ulmus.americana
fargo,Ulmus.fulva
fargo,Ulmus.pumila
fargo,Urtica.dioica
fargo,Utricularia.vulgaris
fargo,Uvularia.grandiflora
fargo,Uvularia.sessilifolia
fargo,Vaccaria.hispanica
fargo,Verbena.bracteata
fargo,Verbena.hastata
fargo,Verbena.stricta
fargo,Verbena.urticifolia
fargo,Vernonia.fasciculata
fargo,Veronica.peregrina
fargo,Viburnum.affine
fargo,Viburnum.lentago
fargo,Viburnum.opulus
fargo,Vicia.americana
fargo,Vicia.angustifolia
fargo,Vicia.sparsifolia
fargo,Viola.canadensis
fargo,Viola.conspersa
fargo,Viola.eriocarpa
fargo,Viola.nuttallii
fargo,Viola.papilionacea
fargo,Viola.pedatifida
fargo,Viola.sororia
fargo,Vitis.riparia
fargo,Xanthium.echinatum
fargo,Xanthium.italicum
fargo,Zanthoxylum.americanum
fargo,Zephyranthes.sp.
fargo,Zigadenus.elegans
fargo,Zizania.aquatica
fargo,Zizia.aptera
fargo,Zizia.aurea
washdc,Abutilon.theophrasti
washdc,Acer.negundo
washdc,Acer.palmatum
washdc,Acer.pensylvanicum
washdc,Acer.platanoides
washdc,Acer.rubrum
washdc,Acer.saccharinum
washdc,Acer.saccharum
washdc,Achillea.millefolium
washdc,Acorus.calamus
washdc,Actaea.pachypoda
washdc,Adlumia.fungosa
washdc,Aegopodium.podagraria
washdc,Aesculus.flava
washdc,Agropyron.repens
washdc,Agrostis.gigantea
washdc,Ailanthus.altissima
washdc,Aira.caryophyllea
washdc,Ajuga.reptans
washdc,Akebia.quinata
washdc,Alcea.rosea
washdc,Alliaria.petiolata
washdc,Allium.canadense
washdc,Allium.cepa
washdc,Allium.tricoccum
washdc,Allium.vineale
washdc,Alnus.serrulata
washdc,Alopecurus.bonariensis
washdc,Alopecurus.carolinianus
washdc,Amelanchier.arborea
washdc,Amelanchier.canadensis
washdc,Amelanchier.laevis
washdc,Amorpha.fruticosa
washdc,Anagallis.arvensis
washdc,Anchusa.azurea
washdc,Anemone.blanda
washdc,Anemone.canadensis
washdc,Anemone.quinquefolia
washdc,Anemone.virginiana
washdc,Anethum.graveolens
washdc,Angelica.atropurpurea
washdc,Antennaria.neglecta
washdc,Antennaria.plantaginifolia
washdc,Antennaria.solitaria
washdc,Antennaria.virginica
washdc,Anthemis.arvensis
washdc,Anthemis.cotula
washdc,Anthemis.tinctoria
washdc,Anthoxanthum.odoratum
washdc,Aplectrum.hyemale
washdc,Apocynum.cannabinum
washdc,Aquilegia.canadensis
washdc,Arabidopsis.thaliana
washdc,Arabis.laevigata
washdc,Arabis.lyrata
washdc,Aralia.nudicaulis
washdc,Arisaema.dracontium
washdc,Arisaema.triphyllum
washdc,Aristolochia.serpentaria
washdc,Arnica.acaulis
washdc,Aronia.arbutifolia
washdc,Aronia.melanocarpa
washdc,Artemisia.ludoviciana
washdc,Aruncus.dioicus
washdc,Asarum.canadense
washdc,Asclepias.incarnata
washdc,Asclepias.syriaca
washdc,Asclepias.tuberosa
washdc,Asimina.triloba
washdc,Asparagus.officinalis
washdc,Aster.tataricus
washdc,Avena.sativa
washdc,Ballota.nigra
washdc,Baptisia.australis
washdc,Baptisia.tinctoria
washdc,Barbarea.verna
washdc,Barbarea.vulgaris
washdc,Bellis.perennis
washdc,Berberis.thunbergii
washdc,Betula.alleghaniensis
washdc,Betula.lenta
washdc,Betula.nigra
washdc,Betula.pendula
washdc,Betula.populifolia
washdc,Bignonia.capreolata
washdc,Borago.officinalis
washdc,Botrychium.virginianum
washdc,Brassica.juncea
washdc,Brassica.nigra
washdc,Brassica.oleracea
washdc,Brassica.rapa
washdc,Briza.media
washdc,Bromus.commutatus
washdc,Bromus.inermis
washdc,Bromus.tectorum
washdc,Broussonetia.papyrifera
washdc,Bupleurum.rotundifolium
washdc,Caltha.palustris
washdc,Calystegia.sepium
washdc,Calystegia.spithamea
washdc,Camassia.leichtlinii
washdc,Camassia.scilloides
washdc,Campanula.rotundifolia
washdc,Capsella.bursa-pastoris
washdc,Cardamine.angustata
washdc,Cardamine.bulbosa
washdc,Cardamine.douglassii
washdc,Cardamine.hirsuta
washdc,Cardamine.pensylvanica
washdc,Carduus.nutans
washdc,Carex.annectens
washdc,Carex.blanda
washdc,Carex.bromoides
washdc,Carex.careyana
washdc,Carex.grayii
washdc,Carex.pensylvanica
washdc,Carex.plantaginea
washdc,Carex.rosea
washdc,Carex.stricta
washdc,Carpinus.caroliniana
washdc,Carum.carvi
washdc,Carya.glabra
washdc,Carya.ovata
washdc,Carya.tomentosa
washdc,Catalpa.bignonioides
washdc,Catalpa.speciosa
washdc,Caulophyllum.thalictroides
washdc,Ceanothus.americanus
washdc,Celastrus.orbiculatus
washdc,Celastrus.scandens
washdc,Celosia.argentea
washdc,Celtis.laevigata
washdc,Celtis.occidentalis
washdc,Centaurea.cyanus
washdc,Centaurea.jacea
washdc,Centaurea.maculosa
washdc,Cerastium.arvense
washdc,Cerastium.semidecandrum
washdc,Cerastium.viscosum
washdc,Cerastium.vulgatum
washdc,Cercis.canadensis
washdc,Chaenomeles.speciosa
washdc,Chamaecyparis.thyoides
washdc,Chamaelirium.luteum
washdc,Chelidonium.majus
washdc,Chenopodium.bonus-henricus
washdc,Chimaphila.maculata
washdc,Chionanthus.virginicus
washdc,Chloris.verticillata
washdc,Chrysogonum.virginianum
washdc,Cichorium.intybus
washdc,Cicuta.maculata
washdc,Cirsium.arvense
washdc,Cirsium.vulgare
washdc,Claytonia.virginica
washdc,Clematis.ochroleuca
washdc,Cleome.hassleriana
washdc,Comandra.umbellata
washdc,Commelina.communis
washdc,Comptonia.peregrina
washdc,Conium.maculatum
washdc,Conopholis.americana
washdc,Consolida.ajacis
washdc,Convallaria.majalis
washdc,Convolvulus.arvensis
washdc,Coreopsis.auriculata
washdc,Coreopsis.lanceolata
washdc,Coreopsis.verticillata
washdc,Cornus.alternifolia
washdc,Cornus.amomum
washdc,Cornus.florida
washdc,Cornus.racemosa
washdc,Cornus.sericea
washdc,Coronilla.varia
washdc,Coronopus.didymus
washdc,Corydalis.flavula
washdc,Corylus.americana
washdc,Crataegus.crus-galli
washdc,Crataegus.monogyna
washdc,Crataegus.phaenopyrum
washdc,Crataegus.punctata
washdc,Crataegus.viridis
washdc,Cryptotaenia.canadensis
washdc,Cymbalaria.muralis
washdc,Cynodon.dactylon
washdc,Cynoglossum.virginianum
washdc,Cypripedium.acaule
washdc,Cypripedium.calceolus
washdc,Cypripedium.pubescens
washdc,Cytisus.scoparius
washdc,Dactylis.glomerata
washdc,Danthonia.compressa
washdc,Danthonia.spicata
washdc,Datura.stramonium
washdc,Daucus.carota
washdc,Delphinium.tricorne
washdc,Dentaria.laciniata
washdc,Descurainia.sophia
washdc,Dianthus.armeria
washdc,Dianthus.barbatus
washdc,Dianthus.deltoides
washdc,Dianthus.plumarius
washdc,Dicentra.canadensis
washdc,Dicentra.cucullaria
washdc,Dicentra.eximia
washdc,Dioscorea.quaternata
washdc,Diospyros.virginiana
washdc,Dirca.palustris
washdc,Dodecatheon.meadia
washdc,Draba.verna
washdc,Dryopteris.celsa
washdc,Dryopteris.cristata
washdc,Dryopteris.goldiana
washdc,Duchesnea.indica
washdc,Echinacea.pallida
washdc,Echinacea.purpurea
washdc,Echium.vulgare
washdc,Elaeagnus.multiflora
washdc,Elaeagnus.umbellata
washdc,Eleocharis.palustris
washdc,Ellisia.nyctelea
washdc,Enemion.biternatum
washdc,Epigaea.repens
washdc,Epilobium.angustifolium
washdc,Equisetum.hyemale
washdc,Eranthis.hyemalis
washdc,Erechtites.hieraciifolia
washdc,Erigenia.bulbosa
washdc,Erigeron.philadelphicus
washdc,Erigeron.pulchellus
washdc,Eriocaulon.compressum
washdc,Erodium.cicutarium
washdc,Eruca.vesicaria
washdc,Erythronium.albidum
washdc,Erythronium.americanum
washdc,Euonymus.alatus
washdc,Euonymus.americanus
washdc,Euonymus.europaeus
washdc,Euonymus.fortunei
washdc,Euphorbia.commutata
washdc,Euphorbia.cyparissias
washdc,Euphorbia.lathyris
washdc,Euphorbia.maculata
washdc,Euphorbia.peplus
washdc,Euphorbia.prostrata
washdc,Fagopyrum.esculentum
washdc,Fagus.grandifolia
washdc,Festuca.arundinacea
washdc,Festuca.elatior
washdc,Festuca.obtusa
washdc,Festuca.ovina
washdc,Festuca.subverticillata
washdc,Floerkea.proserpinacoides
washdc,Foeniculum.vulgare
washdc,Forsythia.viridissima
washdc,Fragaria.vesca
washdc,Fragaria.virginiana
washdc,Fraxinus.americana
washdc,Fraxinus.pennsylvanica
washdc,Fraxinus.profunda
washdc,Galearis.spectabilis
washdc,Galinsoga.parviflora
washdc,Galium.aparine
washdc,Galium.circaezans
washdc,Galium.mollugo
washdc,Galium.tinctorium
washdc,Gaylussacia.baccata
washdc,Gaylussacia.brachycera
washdc,Gelsemium.sempervirens
washdc,Genista.tinctoria
washdc,Geranium.bicknellii
washdc,Geranium.carolinianum
washdc,Geranium.maculatum
washdc,Geranium.molle
washdc,Geranium.pusillum
washdc,Geum.laciniatum
washdc,Glaucium.flavum
washdc,Glechoma.hederacea
washdc,Gleditsia.triacanthos
washdc,Glyceria.striata
washdc,Gnaphalium.purpureum
washdc,Habenaria.flava
washdc,Helianthus.annuus
washdc,Hepatica.americana
washdc,Heracleum.maximum
washdc,Hesperis.matronalis
washdc,Heuchera.americana
washdc,Hexastylis.minor
washdc,Hexastylis.virginica
washdc,Hieracium.aurantiacum
washdc,Hieracium.caespitosum
washdc,Hieracium.paniculatum
washdc,Hieracium.pilosella
washdc,Hieracium.venosum
washdc,Hierochloe.odorata
washdc,Holcus.lanatus
washdc,Hordeum.jubatum
washdc,Hordeum.vulgare
washdc,Hosta.ventricosa
washdc,Houstonia.caerulea
washdc,Houstonia.longifolia
washdc,Houstonia.purpurea
washdc,Humulus.lupulus
washdc,Hybanthus.concolor
washdc,Hydrangea.arborescens
washdc,Hydrangea.paniculata
washdc,Hydrangea.quercifolia
washdc,Hydrastis.canadensis
washdc,Hydrophyllum.canadense
washdc,Hydrophyllum.virginianum
washdc,Hypericum.perforatum
washdc,Hypochaeris.radicata
washdc,Hypoxis.hirsuta
washdc,Ilex.crenata
washdc,Ilex.decidua
washdc,Ilex.glabra
washdc,Ilex.opaca
washdc,Ilex.verticillata
washdc,Ipheion.uniflorum
washdc,Iris.cristata
washdc,Iris.ensata
washdc,Iris.germanica
washdc,Iris.pseudacorus
washdc,Iris.verna
washdc,Iris.versicolor
washdc,Iris.virginica
washdc,Isatis.tinctoria
washdc,Isotria.medeoloides
washdc,Isotria.verticillata
washdc,Itea.virginica
washdc,Jeffersonia.diphylla
washdc,Juglans.nigra
washdc,Juncus.effusus
washdc,Juncus.tenuis
washdc,Juniperus.virginiana
washdc,Kalmia.angustifolia
washdc,Kalmia.latifolia
washdc,Kerria.japonica
washdc,Koelreuteria.paniculata
washdc,Krigia.biflora
washdc,Krigia.dandelion
washdc,Krigia.virginica
washdc,Lamiastrum.galeobdolon
washdc,Lamium.amplexicaule
washdc,Lamium.maculatum
washdc,Lamium.purpureum
washdc,Lathyrus.latifolius
washdc,Leonurus.cardiaca
washdc,Lepidium.campestre
washdc,Lepidium.ruderale
washdc,Lepidium.virginicum
washdc,Leucanthemum.vulgare
washdc,Leucojum.aestivum
washdc,Leucothoe.fontanesiana
washdc,Leucothoe.racemosa
washdc,Ligustrum.obtusifolium
washdc,Ligustrum.ovalifolium
washdc,Ligustrum.vulgare
washdc,Linaria.canadensis
washdc,Lindera.benzoin
washdc,Linum.usitatissimum
washdc,Liparis.liliifolia
washdc,Liquidambar.styraciflua
washdc,Liriodendron.tulipifera
washdc,Lithospermum.arvense
washdc,Lobularia.maritima
washdc,Lolium.perenne
washdc,Lonicera.fragrantissima
washdc,Lonicera.japonica
washdc,Lonicera.maackii
washdc,Lonicera.sempervirens
washdc,Lonicera.tatarica
washdc,Lunaria.annua
washdc,Lupinus.perennis
washdc,Luzula.acuminata
washdc,Luzula.campestris
washdc,Luzula.echinata
washdc,Luzula.multiflora
washdc,Lychnis.alba
washdc,Lychnis.flos-cuculi
washdc,Lycopersicon.esculentum
washdc,Lycopodium.obscurum
washdc,Lyonia.ligustrina
washdc,Lyonia.mariana
washdc,Lysimachia.nummularia
washdc,Lysimachia.quadrifolia
washdc,Lysimachia.terrestris
washdc,Lysimachia.vulgaris
washdc,Lythrum.salicaria
washdc,Maclura.pomifera
washdc,Magnolia.acuminata
washdc,Magnolia.tripetala
washdc,Magnolia.virginiana
washdc,Maianthemum.canadense
washdc,Malus.angustifolia
washdc,Malus.coronaria
washdc,Malus.floribunda
washdc,Malus.pumila
washdc,Malus.spectabilis
washdc,Malus.sylvestris
washdc,Malva.moschata
washdc,Malva.neglecta
washdc,Malva.rotundifolia
washdc,Malva.sylvestris
washdc,Marrubium.vulgare
washdc,Matricaria.discoidea
washdc,Matricaria.maritima
washdc,Matricaria.recutita
washdc,Matteuccia.struthiopteris
washdc,Mazus.pumilus
washdc,Medeola.virginiana
washdc,Medicago.lupulina
washdc,Medicago.sativa
washdc,Melilotus.alba
washdc,Melilotus.indica
washdc,Melilotus.officinalis
washdc,Menispermum.canadense
washdc,Mertensia.virginica
washdc,Mirabilis.jalapa
washdc,Mitchella.repens
washdc,Mitella.diphylla
washdc,Monarda.didyma
washdc,Monarda.fistulosa
washdc,Morella.pensylvanica
washdc,Morus.alba
washdc,Morus.rubra
washdc,Muscari.armeniacum
washdc,Muscari.botryoides
washdc,Muscari.neglectum
washdc,Myosotis.discolor
washdc,Myosotis.macrosperma
washdc,Myosotis.scorpioides
washdc,Myosotis.stricta
washdc,Myosotis.verna
washdc,Myrica.cerifera
washdc,Narcissus.poeticus
washdc,Narcissus.pseudonarcissus
washdc,Nasturtium.officinale
washdc,Nemophila.aphylla
washdc,Nepeta.cataria
washdc,Nicandra.physalodes
washdc,Nicotiana.glauca
washdc,Nuphar.lutea
washdc,Nymphaea.odorata
washdc,Nyssa.sylvatica
washdc,Obolaria.virginica
washdc,Oenothera.biennis
washdc,Oenothera.fruticosa
washdc,Oenothera.laciniata
washdc,Oenothera.speciosa
washdc,Onoclea.sensibilis
washdc,Ophioglossum.vulgatum
washdc,Opuntia.humifusa
washdc,Orchis.spectabilis
washdc,Ornithogalum.nutans
washdc,Ornithogalum.umbellatum
washdc,Orobanche.uniflora
washdc,Orontium.aquaticum
washdc,Osmorhiza.aristata
washdc,Osmorhiza.longistylis
washdc,Osmunda.cinnamomea
washdc,Osmunda.claytoniana
washdc,Osmunda.regalis
washdc,Ostrya.virginiana
washdc,Oxalis.corniculata
washdc,Oxalis.stricta
washdc,Oxalis.violacea
washdc,Panax.trifolius
washdc,Papaver.dubium
washdc,Papaver.rhoeas
washdc,Papaver.somniferum
washdc,Parthenium.integrifolium
washdc,Parthenocissus.quinquefolia
washdc,Pastinaca.sativa
washdc,Paulownia.tomentosa
washdc,Pedicularis.canadensis
washdc,Peltandra.virginica
washdc,Penstemon.canescens
washdc,Penstemon.digitalis
washdc,Penstemon.hirsutus
washdc,Penstemon.pallidus
washdc,Petunia.parviflora
washdc,Phacelia.dubia
washdc,Phacelia.purshii
washdc,Phacelia.ranunculacea
washdc,Phalaris.arundinacea
washdc,Philadelphus.coronarius
washdc,Phleum.pratense
washdc,Phlox.carolina
washdc,Phlox.divaricata
washdc,Phlox.maculata
washdc,Phlox.pilosa
washdc,Phlox.subulata
washdc,Physocarpus.opulifolius
washdc,Phytolacca.americana
washdc,Picea.abies
washdc,Pinus.strobus
washdc,Pinus.taeda
washdc,Pinus.virginiana
washdc,Plantago.lanceolata
washdc,Plantago.major
washdc,Plantago.virginica
washdc,Platanus.occidentalis
washdc,Poa.annua
washdc,Poa.cuspidata
washdc,Poa.pratensis
washdc,Poa.sylvestris
washdc,Poa.trivialis
washdc,Podophyllum.peltatum
washdc,Pogonia.ophioglossoides
washdc,Polemonium.reptans
washdc,Polygala.pauciflora
washdc,Polygonatum.biflorum
washdc,Polygonum.aviculare
washdc,Polygonum.convolvulus
washdc,Polygonum.orientale
washdc,Polygonum.persicaria
washdc,Polypodium.virginianum
washdc,Polystichum.acrostichoides
washdc,Pontederia.cordata
washdc,Populus.alba
washdc,Populus.balsamifera
washdc,Populus.canescens
washdc,Populus.deltoides
washdc,Populus.grandidentata
washdc,Populus.tremuloides
washdc,Porteranthus.trifoliatus
washdc,Portulaca.grandiflora
washdc,Portulaca.oleracea
washdc,Potentilla.argentea
washdc,Potentilla.canadensis
washdc,Potentilla.norvegica
washdc,Potentilla.recta
washdc,Potentilla.simplex
washdc,Prunella.vulgaris
washdc,Prunus.americana
washdc,Prunus.armeniaca
washdc,Prunus.avium
washdc,Prunus.pensylvanica
washdc,Prunus.persica
washdc,Prunus.serotina
washdc,Prunus.subhirtella
washdc,Prunus.virginiana
washdc,Prunus.yedoensis
washdc,Ptelea.trifoliata
washdc,Pyrus.calleryana
washdc,Pyrus.communis
washdc,Quercus.acutissima
washdc,Quercus.alba
washdc,Quercus.bicolor
washdc,Quercus.coccinea
washdc,Quercus.falcata
washdc,Quercus.imbricaria
washdc,Quercus.marilandica
washdc,Quercus.michauxii
washdc,Quercus.nigra
washdc,Quercus.palustris
washdc,Quercus.phellos
washdc,Quercus.prinus
washdc,Quercus.rubra
washdc,Quercus.stellata
washdc,Quercus.velutina
washdc,Ranunculus.abortivus
washdc,Ranunculus.acris
washdc,Ranunculus.bulbosus
washdc,Ranunculus.ficaria
washdc,Ranunculus.hispidus
washdc,Ranunculus.pusillus
washdc,Ranunculus.recurvatus
washdc,Ranunculus.sceleratus
washdc,Raphanus.raphanistrum
washdc,Reseda.luteola
washdc,Rheum.rhabarbarum
washdc,Rhododendron.atlanticum
washdc,Rhododendron.maximum
washdc,Rhododendron.periclymenoides
washdc,Rhododendron.prinophyllum
washdc,Rhodotypos.scandens
washdc,Rhus.aromatica
washdc,Rhus.typhina
washdc,Robinia.hispida
washdc,Robinia.pseudoacacia
washdc,Rorippa.palustris
washdc,Rosa.canina
washdc,Rosa.carolina
washdc,Rosa.eglanteria
washdc,Rosa.multiflora
washdc,Rosa.palustris
washdc,Rosa.rugosa
washdc,Rosa.virginiana
washdc,Rubus.flagellaris
washdc,Rubus.odoratus
washdc,Rubus.phoenicolasius
washdc,Rubus.trivialis
washdc,Rudbeckia.fulgida
washdc,Rumex.acetosella
washdc,Rumex.crispus
washdc,Sagina.decumbens
washdc,Sagina.procumbens
washdc,Salix.alba
washdc,Salix.babylonica
washdc,Salix.caprea
washdc,Salix.cinerea
washdc,Salix.humilis
washdc,Salix.matsudana
washdc,Salix.purpurea
washdc,Salix.sericea
washdc,Salvia.lyrata
washdc,Salvia.verbenaca
washdc,Sambucus.canadensis
washdc,Sambucus.racemosa
washdc,Sanguinaria.canadensis
washdc,Sanguisorba.minor
washdc,Sanicula.canadensis
washdc,Sanicula.gregaria
washdc,Sarracenia.purpurea
washdc,Sassafras.albidum
washdc,Satureja.calamintha
washdc,Saxifraga.pensylvanica
washdc,Saxifraga.virginiensis
washdc,Schoenoplectus.tabernaemontani
washdc,Scirpus.atrovirens
washdc,Scleranthus.annuus
washdc,Scrophularia.marilandica
washdc,Scutellaria.elliptica
washdc,Scutellaria.serrata
washdc,Secale.cereale
washdc,Sedum.acre
washdc,Sedum.sarmentosum
washdc,Sedum.ternatum
washdc,Senecio.anonymus
washdc,Senecio.aureus
washdc,Senecio.pauperculus
washdc,Senecio.vulgaris
washdc,Setaria.viridis
washdc,Silene.antirrhina
washdc,Silene.caroliniana
washdc,Silybum.marianum
washdc,Sisymbrium.altissimum
washdc,Sisymbrium.officinale
washdc,Sisyrinchium.angustifolium
washdc,Sisyrinchium.atlanticum
washdc,Sisyrinchium.mucronatum
washdc,Smilacina.racemosa
washdc,Smilacina.stellata
washdc,Smilax.glauca
washdc,Smilax.herbacea
washdc,Smilax.pseudochina
washdc,Smilax.rotundifolia
washdc,Solanum.carolinense
washdc,Solanum.dulcamara
washdc,Solanum.tuberosum
washdc,Sonchus.arvensis
washdc,Sonchus.asper
washdc,Sonchus.oleraceus
washdc,Sparganium.eurycarpum
washdc,Sphenopholis.intermedia
washdc,Sphenopholis.obtusata
washdc,Spigelia.marilandica
washdc,Spiraea.prunifolia
washdc,Stachys.byzantina
washdc,Staphylea.trifolia
washdc,Stellaria.graminea
washdc,Stellaria.media
washdc,Stellaria.pubera
washdc,Stylophorum.diphyllum
washdc,Symphytum.officinale
washdc,Symplocarpus.foetidus
washdc,Syringa.vulgaris
washdc,Taenidia.integerrima
washdc,Tanacetum.parthenium
washdc,Tanacetum.vulgare
washdc,Taraxacum.officinale
washdc,Taxodium.distichum
washdc,Taxus.baccata
washdc,Taxus.canadensis
washdc,Thalictrum.clavatum
washdc,Thalictrum.coriaceum
washdc,Thalictrum.dioicum
washdc,Thalictrum.pubescens
washdc,Thalictrum.thalictroides
washdc,Thermopsis.villosa
washdc,Thlaspi.arvense
washdc,Thymus.serpyllum
washdc,Tiarella.cordifolia
washdc,Tilia.americana
washdc,Toxicodendron.radicans
washdc,Tradescantia.ohiensis
washdc,Tradescantia.virginiana
washdc,Tragopogon.dubius
washdc,Tragopogon.porrifolius
washdc,Tragopogon.pratensis
washdc,Trifolium.arvense
washdc,Trifolium.campestre
washdc,Trifolium.dubium
washdc,Trifolium.hybridum
washdc,Trifolium.incarnatum
washdc,Trifolium.pratense
washdc,Trifolium.repens
washdc,Trillium.erectum
washdc,Trillium.flexipes
washdc,Trillium.grandiflorum
washdc,Trillium.sessile
washdc,Triodanis.perfoliata
washdc,Triosteum.perfoliatum
washdc,Triticum.aestivum
washdc,Tropaeolum.majus
washdc,Tsuga.canadensis
washdc,Tulipa.sylvestris
washdc,Tussilago.farfara
washdc,Typha.angustifolia
washdc,Typha.latifolia
washdc,Ulmus.americana
washdc,Ulmus.rubra
washdc,Urtica.dioica
washdc,Uvularia.perfoliata
washdc,Uvularia.sessilifolia
washdc,Vaccinium.angustifolium
washdc,Vaccinium.corymbosum
washdc,Vaccinium.pallidum
washdc,Vaccinium.stamineum
washdc,Valeriana.pauciflora
washdc,Valerianella.chenopodifolia
washdc,Valerianella.locusta
washdc,Valerianella.radiata
washdc,Veratrum.viride
washdc,Verbascum.blattaria
washdc,Verbascum.thapsus
washdc,Verbena.officinalis
washdc,Verbena.simplex
washdc,Veronica.agrestis
washdc,Veronica.arvensis
washdc,Veronica.hederifolia
washdc,Veronica.officinalis
washdc,Veronica.peregrina
washdc,Veronica.persica
washdc,Veronica.polita
washdc,Veronica.serpyllifolia
washdc,Veronicastrum.virginicum
washdc,Viburnum.acerifolium
washdc,Viburnum.dentatum
washdc,Viburnum.nudum
washdc,Viburnum.prunifolium
washdc,Viburnum.sieboldii
washdc,Vicia.caroliniana
washdc,Vicia.cracca
washdc,Vicia.sativa
washdc,Vicia.tetrasperma
washdc,Vicia.villosa
washdc,Vinca.major
washdc,Vinca.minor
washdc,Viola.affinis
washdc,Viola.arvensis
washdc,Viola.bicolor
washdc,Viola.blanda
washdc,Viola.canadensis
washdc,Viola.cucullata
washdc,Viola.emarginata
washdc,Viola.odorata
washdc,Viola.palmata
washdc,Viola.pedata
washdc,Viola.primulifolia
washdc,Viola.pubescens
washdc,Viola.sagittata
washdc,Viola.sororia
washdc,Viola.striata
washdc,Viola.tricolor
washdc,Vitis.labrusca
washdc,Vitis.vulpina
washdc,Vulpia.myuros
washdc,Wisteria.floribunda
washdc,Wisteria.sinensis
washdc,Xanthorhiza.simplicissima
washdc,Youngia.japonica
washdc,Yucca.filamentosa
washdc,Zizia.aptera
washdc,Zizia.aurea
bolmgren,Amelanchier.cg
bolmgren,Anemone.nemorosa
bolmgren,Caltha.palustris
bolmgren,Convallaria.majalis
bolmgren,Fragaria.vesca
bolmgren,Geranium.sylvaticum
bolmgren,Hepatica.nobilis
bolmgren,Iris.pseudacorus
bolmgren,Malus.domestica
bolmgren,Muscari.botryoides
bolmgren,Narcissus.poeticus
bolmgren,Paeonia.lactiflora
bolmgren,Phlox.paniculata
bolmgren,Primula.veris
bolmgren,Prunus.avium
bolmgren,Prunus.padus
bolmgren,Pulmonaria.obscura
bolmgren,Pulsatilla.vernalis
bolmgren,Ribes.cg
bolmgren,Ribes.uvacrispa
bolmgren,Syringa.vulgaris
bolmgren,Taraxacum.sp.
bolmgren,Tulipa.gesneriana
bolmgren,Tussilago.farfara
