Experiment	Year	Species	Plot	Treatment	NumSpecies	CumGDDBud	CumGDDFlwr	FlwDuration	FlwHt	FlwrDay	BudDay	EndFlwr	SeedDay
249	2010	Lupinus perennis	249	2-High	32	98	244.5	1	17	152	137	159	 
249	2010	Lupinus perennis	249	1-Low	32	76	169.5	1	35	144	130	151	 
249	2010	Lupinus perennis	249	1-Low	32	98	244.5	1	36	152	137	159	 
249	2010	Lupinus perennis	253	0-Ambient	16	58	98	1	17	137	116	144	 
249	2010	Lupinus perennis	253	0-Ambient	16	58	98	2	21	137	116	151	 
249	2010	Lupinus perennis	253	0-Ambient	16	58	169.5	3	23	144	116	165	 
249	2010	Lupinus perennis	253	2-High	16	73	169.5	1	23	144	123	151	 
249	2010	Lupinus perennis	253	1-Low	16	98	169.5	2	31	144	137	158	 
249	2010	Lupinus perennis	273	0-Ambient	16	73	169.5	1	30	144	123	151	 
249	2010	Lupinus perennis	273	2-High	16	58	98	1	25	137	116	144	 
249	2010	Lupinus perennis	273	1-Low	16	98	169.5	1	29	144	137	151	 
249	2010	Lupinus perennis	299	0-Ambient	16	58	98	2	23	137	116	151	 
249	2010	Lupinus perennis	299	0-Ambient	16	76	169.5	1	29	144	130	151	 
249	2010	Lupinus perennis	299	2-High	16	 	98	2	39	137	 	151	 
249	2010	Lupinus perennis	299	2-High	16	 	169.5	1	43	144	 	151	 
249	2010	Lupinus perennis	299	1-Low	16	58	169.5	1	26	144	116	151	 
249	2010	Lupinus perennis	299	1-Low	16	73	169.5	1	18	144	123	151	 
249	2010	Lupinus perennis	299	1-Low	16	169.5	244.5	1	42	152	144	159	 
249	2010	Lupinus perennis	301	0-Ambient	16	58	98	2	22	137	116	151	 
249	2010	Lupinus perennis	301	0-Ambient	16	73	98	2	22	137	123	151	 
249	2010	Lupinus perennis	301	0-Ambient	16	 	128	1	29	141	 	148	 
249	2010	Lupinus perennis	301	2-High	16	58	98	1	24	137	116	144	 
249	2010	Lupinus perennis	301	2-High	16	58	98	2	18	137	116	151	 
249	2010	Lupinus perennis	301	1-Low	16	58	98	2	24	137	116	151	 
249	2010	Lupinus perennis	301	1-Low	16	58	98	2	29	137	116	151	 
249	2010	Lupinus perennis	301	1-Low	16	73	169.5	1	28	144	123	151	 
249	2010	Lupinus perennis	328	2-High	16	73	98	2	25	137	123	151	 
249	2010	Lupinus perennis	328	2-High	16	73	169.5	1	25	144	123	151	 
249	2010	Lupinus perennis	328	1-Low	16	73	98	2	28	137	123	151	 
249	2010	Poa pratensis	78	0-Ambient	32	76	300	1	36	160	130	167	 
249	2010	Poa pratensis	78	2-High	32	76	169.5	3	31	144	130	165	 
249	2010	Poa pratensis	108	2-High	16	98	244.5	1	36	152	137	159	 
249	2010	Poa pratensis	108	1-Low	16	98	169.5	2	21	144	137	158	 
249	2010	Poa pratensis	202	0-Ambient	16	98	244.5	1	43	152	137	159	 
249	2010	Poa pratensis	202	2-High	16	76	169.5	2	27	144	130	158	 
249	2010	Poa pratensis	202	2-High	16	76	169.5	1	33	144	130	151	 
249	2010	Poa pratensis	202	2-High	16	76	244.5	1	51	152	130	159	 
249	2010	Poa pratensis	202	1-Low	16	76	300	1	45	160	130	167	 
249	2010	Poa pratensis	220	2-High	16	76	169.5	2	23	144	130	158	 
249	2010	Poa pratensis	249	0-Ambient	32	76	169.5	1	32	144	130	151	 
249	2010	Poa pratensis	249	0-Ambient	32	76	436	 	35	175	130	175	 
249	2010	Poa pratensis	249	2-High	32	76	169.5	2	30	144	130	158	 
249	2010	Poa pratensis	249	1-Low	32	128	244.5	1	26	152	141	159	 
249	2010	Poa pratensis	249	1-Low	32	169.5	244.5	2	38	152	144	166	 
249	2010	Poa pratensis	273	1-Low	16	98	244.5	1	44	152	137	159	 
249	2010	Poa pratensis	299	2-High	16	98	244.5	2	44	152	137	166	 
249	2010	Poa pratensis	299	1-Low	16	98	244.5	2	32	152	137	166	 
249	2010	Poa pratensis	301	2-High	16	 	244.5	1	19	152	 	159	 
249	2010	Poa pratensis	301	1-Low	16	98	244.5	2	28	152	137	166	 
249	2010	Schizachyrium scoparium	78	0-Ambient	32	 	743	1	42	201	 	208	 
249	2010	Schizachyrium scoparium	78	0-Ambient	32	743	841	1	49	209	201	216	 
249	2010	Schizachyrium scoparium	78	0-Ambient	32	841	1110	 	60	231	209	231	 
249	2010	Schizachyrium scoparium	78	2-High	32	 	841	3	55	209	 	230	 
249	2010	Schizachyrium scoparium	78	2-High	32	 	1026.5	 	71	223	 	223	 
249	2010	Schizachyrium scoparium	78	2-High	32	743	1110	1	87	231	201	238	 
249	2010	Schizachyrium scoparium	78	1-Low	32	743	841	2	74	209	201	223	 
249	2010	Schizachyrium scoparium	78	1-Low	32	743	1026.5	2	59	223	201	237	 
249	2010	Schizachyrium scoparium	78	1-Low	32	743	1026.5	1	66	223	201	230	 
249	2010	Schizachyrium scoparium	82	0-Ambient	16	743	1026.5	 	62	223	201	223	 
249	2010	Schizachyrium scoparium	82	0-Ambient	16	743	1026.5	2	46	223	201	237	 
249	2010	Schizachyrium scoparium	82	0-Ambient	16	743	1110	 	57	231	201	231	 
249	2010	Schizachyrium scoparium	82	2-High	16	519	743	2	59	201	189	215	 
249	2010	Schizachyrium scoparium	82	2-High	16	519	743	1	60	201	189	208	 
249	2010	Schizachyrium scoparium	82	2-High	16	841	1026.5	2	61	223	209	237	 
249	2010	Schizachyrium scoparium	82	1-Low	16	 	743	1	19	201	 	208	 
249	2010	Schizachyrium scoparium	82	1-Low	16	 	841	1	63	209	 	216	 
249	2010	Schizachyrium scoparium	82	1-Low	16	1026.5	1179	 	70	237	223	237	 
249	2010	Schizachyrium scoparium	108	0-Ambient	16	841	1026.5	2	55	223	209	237	 
249	2010	Schizachyrium scoparium	108	0-Ambient	16	 	1026.5	1	38	223	 	230	 
249	2010	Schizachyrium scoparium	108	0-Ambient	16	743	 	 	 	 	201	 	 
249	2010	Schizachyrium scoparium	108	2-High	16	 	743	2	70	201	 	215	 
249	2010	Schizachyrium scoparium	108	2-High	16	743	841	2	64	209	201	223	 
249	2010	Schizachyrium scoparium	108	2-High	16	743	1110	 	74	231	201	231	 
249	2010	Schizachyrium scoparium	108	1-Low	16	 	743	3	50	201	 	222	 
249	2010	Schizachyrium scoparium	108	1-Low	16	743	841	1	66	209	201	216	 
249	2010	Schizachyrium scoparium	108	1-Low	16	 	1179	 	42	237	 	237	 
249	2010	Schizachyrium scoparium	202	2-High	16	 	1179	 	46	237	 	237	 
249	2010	Schizachyrium scoparium	202	1-Low	16	743	1026.5	1	68	223	201	230	 
249	2010	Schizachyrium scoparium	220	0-Ambient	16	743	1026.5	 	66	223	201	223	 
249	2010	Schizachyrium scoparium	220	0-Ambient	16	743	1110	 	75	231	201	231	 
249	2010	Schizachyrium scoparium	220	0-Ambient	16	1026.5	1110	 	52	231	223	231	 
249	2010	Schizachyrium scoparium	220	2-High	16	743	841	2	59	209	201	223	 
249	2010	Schizachyrium scoparium	220	2-High	16	743	841	1	52	209	201	216	 
249	2010	Schizachyrium scoparium	220	2-High	16	841	1110	 	54	231	209	231	 
249	2010	Schizachyrium scoparium	220	1-Low	16	743	1026.5	1	63	223	201	230	 
249	2010	Schizachyrium scoparium	220	1-Low	16	743	1026.5	 	85	223	201	223	 
249	2010	Schizachyrium scoparium	220	1-Low	16	1026.5	1110	 	54	231	223	231	 
249	2010	Schizachyrium scoparium	249	0-Ambient	32	519	841	2	70	209	189	223	 
249	2010	Schizachyrium scoparium	249	0-Ambient	32	743	841	2	54	209	201	223	 
249	2010	Schizachyrium scoparium	249	0-Ambient	32	519	1026.5	1	63	223	189	230	 
249	2010	Schizachyrium scoparium	249	2-High	32	 	1026.5	1	11	223	 	230	 
249	2010	Schizachyrium scoparium	249	2-High	32	743	1110	 	61	231	201	231	 
249	2010	Schizachyrium scoparium	249	2-High	32	743	1110	 	58	231	201	231	 
249	2010	Schizachyrium scoparium	249	1-Low	32	519	841	1	69	209	189	216	 
249	2010	Schizachyrium scoparium	249	1-Low	32	743	841	2	53	209	201	223	 
249	2010	Schizachyrium scoparium	253	0-Ambient	16	519	841	2	55	209	189	223	 
249	2010	Schizachyrium scoparium	253	0-Ambient	16	841	1026.5	1	61	223	209	230	 
249	2010	Schizachyrium scoparium	253	2-High	16	743	841	3	65	209	201	230	 
249	2010	Schizachyrium scoparium	253	2-High	16	743	1026.5	2	71	223	201	237	 
249	2010	Schizachyrium scoparium	253	2-High	16	743	1110	1	80	231	201	238	 
249	2010	Schizachyrium scoparium	253	1-Low	16	 	1026.5	2	29	223	 	237	 
249	2010	Schizachyrium scoparium	253	1-Low	16	743	1110	 	70	231	201	231	 
249	2010	Schizachyrium scoparium	253	1-Low	16	1026.5	 	 	 	 	223	 	 
249	2010	Schizachyrium scoparium	280	0-Ambient	1	743	841	3	57	209	201	230	 
249	2010	Schizachyrium scoparium	280	0-Ambient	1	519	1110	2	50	231	189	245	 
249	2010	Schizachyrium scoparium	280	0-Ambient	1	841	1110	 	64	231	209	231	 
249	2010	Schizachyrium scoparium	280	2-High	1	743	841	2	47	209	201	223	 
249	2010	Schizachyrium scoparium	280	2-High	1	743	841	1	46	209	201	216	 
249	2010	Schizachyrium scoparium	280	2-High	1	519	1026.5	1	64	223	189	230	 
249	2010	Schizachyrium scoparium	280	1-Low	1	1026.5	1179	 	43	237	223	237	 
249	2010	Schizachyrium scoparium	280	1-Low	1	841	 	 	 	 	209	 	 
249	2010	Schizachyrium scoparium	299	0-Ambient	16	743	841	2	68	209	201	223	 
249	2010	Schizachyrium scoparium	299	0-Ambient	16	743	1026.5	2	59	223	201	237	 
249	2010	Schizachyrium scoparium	299	2-High	16	 	841	3	80	209	 	230	 
249	2010	Schizachyrium scoparium	299	2-High	16	841	1026.5	1	68	223	209	230	 
249	2010	Schizachyrium scoparium	299	2-High	16	841	1110	 	66	231	209	231	 
249	2010	Schizachyrium scoparium	299	1-Low	16	743	1026.5	1	77	223	201	230	 
249	2010	Schizachyrium scoparium	299	1-Low	16	841	1026.5	1	54	223	209	230	 
249	2010	Schizachyrium scoparium	299	1-Low	16	841	1110	1	70	231	209	238	 
249	2010	Schizachyrium scoparium	301	0-Ambient	16	743	1026.5	 	75	223	201	223	 
249	2010	Schizachyrium scoparium	301	0-Ambient	16	743	1026.5	 	77	223	201	223	 
249	2010	Schizachyrium scoparium	301	0-Ambient	16	743	1110	 	60	231	201	231	 
249	2010	Schizachyrium scoparium	301	2-High	16	743	841	1	65	209	201	216	 
249	2010	Schizachyrium scoparium	301	2-High	16	519	1026.5	 	73	223	189	223	 
249	2010	Schizachyrium scoparium	301	2-High	16	743	1026.5	 	60	223	201	223	 
249	2010	Schizachyrium scoparium	301	1-Low	16	 	841	3	43	209	 	230	 
249	2010	Schizachyrium scoparium	301	1-Low	16	519	1026.5	1	75	223	189	230	 
249	2010	Schizachyrium scoparium	301	1-Low	16	519	1026.5	1	90	223	189	230	 
249	2010	Schizachyrium scoparium	328	1-Low	16	 	841	2	63	209	 	223	 
249	2010	Schizachyrium scoparium	328	1-Low	16	1026.5	1110	1	59	231	223	238	 
249	2010	Solidago rigida	78	0-Ambient	32	743	1110	2	79	231	201	245	 
249	2010	Solidago rigida	78	0-Ambient	32	841	1110	4	68	231	209	259	 
249	2010	Solidago rigida	78	2-High	32	743	1110	3	77	231	201	252	 
249	2010	Solidago rigida	82	1-Low	16	743	1026.5	4	61	223	201	251	 
249	2010	Solidago rigida	82	1-Low	16	743	1026.5	4	71	223	201	251	 
249	2010	Solidago rigida	82	1-Low	16	841	1110	2	49	231	209	245	 
249	2010	Solidago rigida	202	1-Low	16	743	1110	2	69	231	201	245	 
249	2010	Solidago rigida	202	1-Low	16	743	 	 	 	 	201	 	 
249	2010	Solidago rigida	220	0-Ambient	16	1026.5	1110	2	62	231	223	245	 
249	2010	Solidago rigida	220	2-High	16	841	1179	2	64	237	209	251	 
249	2010	Solidago rigida	253	0-Ambient	16	743	1026.5	4	77	223	201	251	 
249	2010	Solidago rigida	290	2-High	1	841	1110	2	55	231	209	245	 
249	2010	Solidago rigida	290	1-Low	1	743	1026.5	2	63	223	201	237	 
249	2010	Solidago rigida	290	1-Low	1	743	1026.5	2	58	223	201	237	 
249	2010	Solidago rigida	299	0-Ambient	16	743	1110	3	70	231	201	252	 
249	2010	Solidago rigida	301	0-Ambient	16	743	1110	2	63	231	201	245	 
249	2011	Achillea millefolium	69	2-High	1	18.5	175	1	40	157	131	164	 
249	2011	Achillea millefolium	69	1-Low	1	73	281	2	37	171	144	185	 
249	2011	Achillea millefolium	108	0-Ambient	16	281	281	1	50	171	171	178	 
249	2011	Achillea millefolium	108	2-High	16	107.5	281	2	46	171	151	185	 
249	2011	Achillea millefolium	253	2-High	16	107.5	219	5	44	164	151	199	 
249	2011	Achillea millefolium	328	2-High	16	73	281	2	62	171	144	185	 
249	2011	Amorpha canescens	78	2-High	32	175	367.5	2	55	181	157	195	 
249	2011	Amorpha canescens	108	0-Ambient	16	219	515	1	38	192	164	199	202
249	2011	Amorpha canescens	108	2-High	16	219	515	2	53	192	164	206	202
249	2011	Amorpha canescens	108	2-High	16	281	515	1	36	192	171	199	202
249	2011	Amorpha canescens	108	2-High	16	281	515	3	43	192	171	213	 
249	2011	Amorpha canescens	108	1-Low	16	219	432.5	2	52	186	164	200	202
249	2011	Amorpha canescens	108	1-Low	16	281	 	 	 	 	171	 	 
249	2011	Amorpha canescens	108	1-Low	16	 	 	 	 	 	 	 	202
249	2011	Amorpha canescens	137	0-Ambient	1	219	515	1	48	192	164	199	202
249	2011	Amorpha canescens	137	0-Ambient	1	281	515	1	52	192	171	199	202
249	2011	Amorpha canescens	137	0-Ambient	1	281	515	1	67	192	171	199	202
249	2011	Amorpha canescens	137	2-High	1	219	515	1	57	192	164	199	192
249	2011	Amorpha canescens	137	2-High	1	281	515	1	54	192	171	199	192
249	2011	Amorpha canescens	137	2-High	1	219	 	 	 	 	164	 	 
249	2011	Amorpha canescens	137	1-Low	1	219	515	1	37	192	164	199	202
249	2011	Amorpha canescens	137	1-Low	1	219	515	1	56	192	164	199	202
249	2011	Amorpha canescens	137	1-Low	1	219	515	1	50	192	164	199	202
249	2011	Amorpha canescens	202	0-Ambient	16	281	515	1	66	202	171	209	202
249	2011	Amorpha canescens	202	0-Ambient	16	281	 	 	 	 	171	 	 
249	2011	Amorpha canescens	202	2-High	16	219	515	1	80	192	164	199	202
249	2011	Amorpha canescens	202	2-High	16	219	515	1	64	192	164	199	202
249	2011	Amorpha canescens	202	1-Low	16	432.5	515	1	56	192	186	199	202
249	2011	Amorpha canescens	202	1-Low	16	281	515	1	65	202	171	209	202
249	2011	Amorpha canescens	220	2-High	16	175	432.5	2	57	186	157	200	 
249	2011	Amorpha canescens	220	2-High	16	219	432.5	2	61	186	164	200	 
249	2011	Amorpha canescens	220	2-High	16	281	432.5	1	55	186	171	193	 
249	2011	Amorpha canescens	220	1-Low	16	219	432.5	1	70	186	164	193	 
249	2011	Amorpha canescens	220	1-Low	16	219	515	1	54	192	164	199	 
249	2011	Amorpha canescens	249	2-High	32	175	432.5	2	67	186	157	200	202
249	2011	Amorpha canescens	253	0-Ambient	16	367.5	515	1	60	202	181	209	202
249	2011	Amorpha canescens	253	1-Low	16	219	432.5	2	60	186	164	200	202
249	2011	Amorpha canescens	299	2-High	16	175	432.5	2	61	186	157	200	202
249	2011	Amorpha canescens	299	2-High	16	175	515	2	75	192	157	206	202
249	2011	Amorpha canescens	299	1-Low	16	281	515	1	61	192	171	199	202
249	2011	Amorpha canescens	301	1-Low	16	219	515	1	57	192	164	199	202
249	2011	Amorpha canescens	301	1-Low	16	281	515	1	46	192	171	199	202
249	2011	Amorpha canescens	328	0-Ambient	16	219	515	1	41	192	164	199	202
249	2011	Amorpha canescens	328	0-Ambient	16	219	515	2	48	192	164	206	202
249	2011	Amorpha canescens	328	0-Ambient	16	219	515	1	57	202	164	209	202
249	2011	Amorpha canescens	328	2-High	16	219	432.5	2	78	186	164	200	202
249	2011	Amorpha canescens	328	2-High	16	219	432.5	3	57	186	164	207	202
249	2011	Amorpha canescens	328	1-Low	16	175	432.5	2	68	186	157	200	202
249	2011	Amorpha canescens	328	1-Low	16	219	432.5	2	54	186	164	200	202
249	2011	Amorpha canescens	328	1-Low	16	219	 	 	 	 	164	 	 
249	2011	Andropogon gerardii	78	0-Ambient	32	 	817.5	3	118	214	 	235	235
249	2011	Andropogon gerardii	78	0-Ambient	32	 	817.5	3	115	214	 	235	235
249	2011	Andropogon gerardii	78	0-Ambient	32	432.5	 	 	 	 	186	 	 
249	2011	Andropogon gerardii	78	2-High	32	 	515	3	123	202	 	223	214
249	2011	Andropogon gerardii	78	1-Low	32	 	515	2	105	202	 	216	214
249	2011	Andropogon gerardii	78	1-Low	32	 	893.5	2	100	220	 	234	235
249	2011	Andropogon gerardii	82	2-High	16	 	962.5	2	102	227	 	241	244
249	2011	Andropogon gerardii	82	2-High	16	 	962.5	2	77	227	 	241	244
249	2011	Andropogon gerardii	82	1-Low	16	 	708	1	111	206	 	213	214
249	2011	Andropogon gerardii	82	1-Low	16	 	708	1	107	206	 	213	214
249	2011	Andropogon gerardii	108	0-Ambient	16	 	962.5	2	136	227	 	241	235
249	2011	Andropogon gerardii	108	2-High	16	 	817.5	2	107	214	 	228	220
249	2011	Andropogon gerardii	108	1-Low	16	 	708	1	89	206	 	213	214
249	2011	Andropogon gerardii	109	0-Ambient	1	 	708	4	100	206	 	234	235
249	2011	Andropogon gerardii	109	0-Ambient	1	 	817.5	3	100	214	 	235	235
249	2011	Andropogon gerardii	109	0-Ambient	1	 	1053	1	126	235	 	242	244
249	2011	Andropogon gerardii	109	2-High	1	 	817.5	3	106	214	 	235	235
249	2011	Andropogon gerardii	109	2-High	1	 	1053	1	86	235	 	242	244
249	2011	Andropogon gerardii	109	2-High	1	 	1053	1	80	235	 	242	244
249	2011	Andropogon gerardii	109	1-Low	1	 	893.5	3	74	220	 	241	244
249	2011	Andropogon gerardii	109	1-Low	1	 	 	 	 	 	 	 	252
249	2011	Andropogon gerardii	202	0-Ambient	16	515	515	3	115	202	192	223	220
249	2011	Andropogon gerardii	202	0-Ambient	16	 	893.5	4	73	220	 	248	244
249	2011	Andropogon gerardii	202	2-High	16	 	515	4	118	202	 	230	220
249	2011	Andropogon gerardii	202	2-High	16	515	708	3	121	206	192	227	220
249	2011	Andropogon gerardii	202	2-High	16	 	817.5	2	156	214	 	228	220
249	2011	Andropogon gerardii	202	1-Low	16	 	817.5	1	113	214	 	221	220
249	2011	Andropogon gerardii	220	0-Ambient	16	 	817.5	2	134	214	 	228	220
249	2011	Andropogon gerardii	220	2-High	16	515	515	1	101	202	192	209	206
249	2011	Andropogon gerardii	220	1-Low	16	 	817.5	3	131	214	 	235	235
249	2011	Andropogon gerardii	220	1-Low	16	 	893.5	1	110	220	 	227	227
249	2011	Andropogon gerardii	249	0-Ambient	32	 	817.5	3	71	214	 	235	227
249	2011	Andropogon gerardii	249	0-Ambient	32	 	893.5	1	124	220	 	227	227
249	2011	Andropogon gerardii	249	2-High	32	 	817.5	4	107	214	 	242	235
249	2011	Andropogon gerardii	249	1-Low	32	 	962.5	2	105	227	 	241	235
249	2011	Andropogon gerardii	253	0-Ambient	16	 	817.5	2	124	214	 	228	220
249	2011	Andropogon gerardii	253	2-High	16	 	515	3	117	202	 	223	214
249	2011	Andropogon gerardii	253	1-Low	16	 	515	4	117	202	 	230	220
249	2011	Andropogon gerardii	253	1-Low	16	 	962.5	 	105	227	 	227	 
249	2011	Andropogon gerardii	273	0-Ambient	16	 	708	4	111	206	 	234	235
249	2011	Andropogon gerardii	273	0-Ambient	16	 	817.5	3	114	214	 	235	235
249	2011	Andropogon gerardii	273	0-Ambient	16	 	962.5	2	134	227	 	241	235
249	2011	Andropogon gerardii	273	2-High	16	 	817.5	3	67	214	 	235	235
249	2011	Andropogon gerardii	273	2-High	16	 	893.5	2	97	220	 	234	235
249	2011	Andropogon gerardii	273	2-High	16	 	893.5	1	186	220	 	227	220
249	2011	Andropogon gerardii	273	1-Low	16	 	708	 	112	206	 	206	 
249	2011	Andropogon gerardii	273	1-Low	16	 	708	3	110	206	 	227	235
249	2011	Andropogon gerardii	299	0-Ambient	16	 	817.5	 	68	214	 	214	 
249	2011	Andropogon gerardii	299	0-Ambient	16	 	893.5	2	120	220	 	234	235
249	2011	Andropogon gerardii	299	2-High	16	 	515	3	93	192	 	213	214
249	2011	Andropogon gerardii	299	2-High	16	 	515	2	108	202	 	216	214
249	2011	Andropogon gerardii	299	1-Low	16	 	817.5	2	92	214	 	228	220
249	2011	Andropogon gerardii	301	0-Ambient	16	 	817.5	2	113	214	 	228	220
249	2011	Andropogon gerardii	301	2-High	16	515	708	2	138	206	192	220	220
249	2011	Andropogon gerardii	301	1-Low	16	 	708	2	119	206	 	220	220
249	2011	Andropogon gerardii	301	1-Low	16	 	1053	2	108	235	 	249	244
249	2011	Andropogon gerardii	328	2-High	16	 	515	3	103	202	 	223	214
249	2011	Andropogon gerardii	328	2-High	16	 	708	1	104	206	 	213	214
249	2011	Andropogon gerardii	328	1-Low	16	 	515	2	110	192	 	206	214
249	2011	Andropogon gerardii	328	1-Low	16	 	515	4	123	202	 	230	220
249	2011	Andropogon gerardii	328	1-Low	16	 	515	2	132	202	 	216	220
249	2011	Dalea purpurea	78	2-High	32	219	515	1	67	192	164	199	202
249	2011	Dalea purpurea	78	2-High	32	281	515	1	71	192	171	199	202
249	2011	Dalea purpurea	78	2-High	32	281	515	2	51	192	171	206	214
249	2011	Dalea purpurea	78	1-Low	32	367.5	 	 	 	 	181	 	 
249	2011	Dalea purpurea	82	0-Ambient	16	281	515	2	64	202	171	216	214
249	2011	Dalea purpurea	82	0-Ambient	16	367.5	515	2	49	202	181	216	214
249	2011	Dalea purpurea	82	2-High	16	219	515	2	73	192	164	206	206
249	2011	Dalea purpurea	82	2-High	16	281	515	2	67	192	171	206	206
249	2011	Dalea purpurea	108	0-Ambient	16	367.5	515	2	63	202	181	216	214
249	2011	Dalea purpurea	108	0-Ambient	16	367.5	515	2	73	202	181	216	214
249	2011	Dalea purpurea	108	0-Ambient	16	367.5	 	 	 	 	181	 	 
249	2011	Dalea purpurea	108	2-High	16	281	515	2	75	192	171	206	206
249	2011	Dalea purpurea	108	2-High	16	281	515	3	58	192	171	213	214
249	2011	Dalea purpurea	108	2-High	16	367.5	515	2	36	202	181	216	214
249	2011	Dalea purpurea	108	1-Low	16	367.5	515	2	46	202	181	216	214
249	2011	Dalea purpurea	108	1-Low	16	367.5	515	3	71	202	181	223	214
249	2011	Dalea purpurea	108	1-Low	16	367.5	515	2	79	202	181	216	214
249	2011	Dalea purpurea	202	0-Ambient	16	432.5	515	3	73	202	186	223	220
249	2011	Dalea purpurea	202	0-Ambient	16	367.5	708	2	72	206	181	220	220
249	2011	Dalea purpurea	202	1-Low	16	281	515	2	75	202	171	216	214
249	2011	Dalea purpurea	202	1-Low	16	367.5	708	2	76	206	181	220	214
249	2011	Dalea purpurea	220	2-High	16	281	515	3	71	192	171	213	214
249	2011	Dalea purpurea	220	2-High	16	281	515	3	77	192	171	213	214
249	2011	Dalea purpurea	220	1-Low	16	281	515	1	79	202	171	209	206
249	2011	Dalea purpurea	220	1-Low	16	367.5	515	2	79	202	181	216	214
249	2011	Dalea purpurea	249	0-Ambient	32	367.5	515	2	69	202	181	216	214
249	2011	Dalea purpurea	249	0-Ambient	32	 	708	1	83	206	 	213	214
249	2011	Dalea purpurea	249	2-High	32	281	515	2	76	202	171	216	214
249	2011	Dalea purpurea	249	2-High	32	281	515	1	68	202	171	209	206
249	2011	Dalea purpurea	249	2-High	32	367.5	515	1	60	202	181	209	206
249	2011	Dalea purpurea	249	1-Low	32	432.5	708	 	45	206	186	206	 
249	2011	Dalea purpurea	253	0-Ambient	16	367.5	515	 	59	202	181	202	 
249	2011	Dalea purpurea	253	0-Ambient	16	367.5	515	 	52	202	181	202	 
249	2011	Dalea purpurea	253	0-Ambient	16	432.5	 	 	 	 	186	 	214
249	2011	Dalea purpurea	253	2-High	16	219	515	2	70	192	164	206	206
249	2011	Dalea purpurea	253	2-High	16	281	515	2	81	192	171	206	206
249	2011	Dalea purpurea	253	2-High	16	281	515	1	86	202	171	209	206
249	2011	Dalea purpurea	253	1-Low	16	281	515	1	51	202	171	209	206
249	2011	Dalea purpurea	253	1-Low	16	281	515	2	63	202	171	216	214
249	2011	Dalea purpurea	253	1-Low	16	281	515	2	71	202	171	216	214
249	2011	Dalea purpurea	273	0-Ambient	16	367.5	515	2	86	202	181	216	214
249	2011	Dalea purpurea	273	0-Ambient	16	367.5	708	1	67	206	181	213	214
249	2011	Dalea purpurea	273	0-Ambient	16	432.5	817.5	1	74	214	186	221	220
249	2011	Dalea purpurea	273	2-High	16	281	515	2	77	202	171	216	214
249	2011	Dalea purpurea	273	2-High	16	367.5	515	2	77	202	181	216	214
249	2011	Dalea purpurea	273	2-High	16	367.5	515	2	87	202	181	216	214
249	2011	Dalea purpurea	291	0-Ambient	1	367.5	515	2	54	202	181	216	214
249	2011	Dalea purpurea	291	0-Ambient	1	 	515	2	34	202	 	216	214
249	2011	Dalea purpurea	291	2-High	1	219	515	1	60	202	164	209	206
249	2011	Dalea purpurea	291	2-High	1	219	515	1	63	202	164	209	206
249	2011	Dalea purpurea	291	2-High	1	219	515	1	41	202	164	209	206
249	2011	Dalea purpurea	291	1-Low	1	281	515	2	58	202	171	216	214
249	2011	Dalea purpurea	291	1-Low	1	281	515	1	56	202	171	209	206
249	2011	Dalea purpurea	291	1-Low	1	367.5	515	2	50	202	181	216	214
249	2011	Dalea purpurea	299	1-Low	16	367.5	515	3	71	202	181	223	220
249	2011	Dalea purpurea	299	1-Low	16	367.5	515	2	60	202	181	216	214
249	2011	Dalea purpurea	299	1-Low	16	367.5	515	3	72	202	181	223	220
249	2011	Dalea purpurea	328	0-Ambient	16	281	515	2	59	202	171	216	214
249	2011	Dalea purpurea	328	0-Ambient	16	367.5	515	1	45	202	181	209	206
249	2011	Dalea purpurea	328	0-Ambient	16	367.5	515	2	56	202	181	216	214
249	2011	Dalea purpurea	328	2-High	16	281	515	2	85	192	171	206	206
249	2011	Dalea purpurea	328	2-High	16	281	515	1	74	202	171	209	206
249	2011	Dalea purpurea	328	1-Low	16	281	515	2	58	202	171	216	214
249	2011	Dalea purpurea	328	1-Low	16	281	515	1	56	202	171	209	206
249	2011	Dalea purpurea	328	1-Low	16	367.5	515	2	60	202	181	216	214
249	2011	Koeleria cristata	78	0-Ambient	32	107.5	281	1	58	171	151	178	181
249	2011	Koeleria cristata	78	2-High	32	73	219	1	43	164	144	171	 
249	2011	Koeleria cristata	78	1-Low	32	107.5	219	2	50	164	151	178	181
249	2011	Koeleria cristata	78	1-Low	32	107.5	281	1	49	171	151	178	181
249	2011	Koeleria cristata	220	2-High	16	73	219	1	53	164	144	171	 
249	2011	Koeleria cristata	249	0-Ambient	32	73	281	1	49	171	144	178	181
249	2011	Koeleria cristata	249	1-Low	32	73	281	1	47	171	144	178	181
249	2011	Koeleria cristata	253	0-Ambient	16	175	281	1	38	171	157	178	181
249	2011	Koeleria cristata	253	2-High	16	107.5	281	1	41	171	151	178	181
249	2011	Koeleria cristata	253	1-Low	16	 	281	1	54	171	 	178	181
249	2011	Koeleria cristata	268	0-Ambient	1	 	219	2	36	164	 	178	 
249	2011	Koeleria cristata	268	0-Ambient	1	219	 	 	 	 	164	 	 
249	2011	Koeleria cristata	268	2-High	1	73	175	3	40	157	144	178	171
249	2011	Koeleria cristata	268	2-High	1	175	 	 	 	 	157	 	 
249	2011	Koeleria cristata	268	2-High	1	 	 	 	 	 	 	 	171
