year,site,plot,date,rep,stage1,stage2,average,overall
6,4,4,226,1,3,,3,3
6,4,4,233,1,3,4,3.5,3.5
6,4,4,240,1,3,4,3.5,3.75
6,4,4,247,1,4,,4,4
6,4,4,177,2,1,,1,1
6,4,4,184,2,1,,1,1
6,4,4,192,2,1,,1,1
6,4,4,198,2,1,,1,1
6,4,4,205,2,1,2,1.5,1.75
6,4,4,213,2,3,,3,3
6,4,4,219,2,3,,3,3
6,4,4,226,2,3,,3,3
6,4,4,233,2,3,4,3.5,3.25
6,4,4,240,2,3,4,3.5,3.75
6,4,4,247,2,4,,4,4
6,4,4,177,3,1,,1,1
6,4,4,184,3,1,,1,1
6,4,4,192,3,1,,1,1
6,4,4,198,3,1,,1,1
6,4,4,205,3,1,2,1.5,1.5
6,4,4,213,3,3,,3,3
6,4,4,219,3,3,,3,3
6,4,4,226,3,3,,3,3
6,4,4,233,3,3,,3,3
6,4,4,240,3,3,4,3.5,3.75
6,4,4,247,3,4,,4,4
6,4,4,177,4,1,,1,1
6,4,4,184,4,1,,1,1
6,4,4,192,4,1,,1,1
6,4,4,198,4,1,,1,1
6,4,4,205,4,1,2,1.5,1.5
6,4,4,213,4,3,,3,3
6,4,4,219,4,3,,3,3
6,4,4,226,4,3,,3,3
6,4,4,233,4,3,4,3.5,3.25
6,4,4,240,4,4, ,4,4
6,4,4,177,5,1,,1,1
6,4,4,184,5,1,,1,1
6,4,4,192,5,1,,1,1
6,4,4,198,5,1,2,1.5,1.25
6,4,4,205,5,1,2,1.5,1.75
6,4,4,213,5,3,,3,3
6,4,4,219,5,3,,3,3
6,4,4,226,5,3,,3,3
6,4,4,233,5,3,4,3.5,3.25
6,4,4,240,5,3,4,3.5,3.5
6,4,4,247,5,4,,4,4
6,4,5,177,1,1,,1,1
6,4,5,184,1,1,,1,1
6,4,5,192,1,1,,1,1
6,4,5,198,1,1,2,1.5,1.25
6,4,5,205,1,1,,1,1
6,4,5,213,1,3,,3,3
6,4,5,219,1,3,,3,3
6,4,5,226,1,3,,3,3
6,4,5,233,1,3,4,3.5,3.25
6,4,5,240,1,3,4,3.5,3.25
6,4,5,247,1,3,4,3.5,3.5
6,4,5,184,2,0,,0,0
6,4,5,192,2,1,,1,1
6,4,5,198,2,1,2,1.5,1.25
6,4,5,205,2,1,2,1.5,1.75
6,4,5,213,2,3,,3,3
6,4,5,219,2,3,,3,3
6,4,5,226,2,3,,3,3
6,4,5,233,2,3,4,3.5,3.25
6,4,5,240,2,3,4,3.5,3.5
6,4,5,247,2,3,4,3.5,3.75
6,4,5,184,3,0,,0,0
6,4,5,192,3,1,,1,1
6,4,5,198,3,1,,1,1
6,4,5,205,3,1,2,1.5,1.75
6,4,5,213,3,2,3,2.5,3
6,4,5,219,3,3,,3,3
6,4,5,226,3,3,,3,3
6,4,5,233,3,3,,3,3
6,4,5,240,3,3,4,3.5,3.25
6,4,5,247,3,3,4,3.5,3.75
6,4,5,184,4,0,,0,0
6,4,5,192,4,1,,1,1
6,4,5,198,4,1,2,1.5,1.25
6,4,5,205,4,1,2,1.5,1.75
6,4,5,213,4,3,,3,3
6,4,5,219,4,3,,3,3
6,4,5,226,4,3,,3,3
6,4,5,233,4,3,,3,3
6,4,5,240,4,3,4,3.5,3.5
6,4,5,247,4,4, ,4,4
6,4,5,184,5,0,,0,0
6,4,5,192,5,1,,1,1
6,4,5,198,5,1,2,1.5,1.25
6,4,5,205,5,1,2,1.5,1.75
6,4,5,213,5,2,3,2.5,2.75
6,4,5,219,5,3,,3,3
6,4,5,226,5,3,,3,3
6,4,5,233,5,3,,3,3
6,4,5,240,5,3,4,3.5,3.25
6,4,5,247,5,3,4,3.5,3.75
6,4,6,177,1,1,,1,1
6,4,6,184,1,1,,1,1
6,4,6,192,1,1,2,1.5,1.25
6,4,6,198,1,1,2,1.5,1.5
6,4,6,205,1,1,2,1.5,1.5
6,4,6,213,1,2,3,2.5,2.75
6,4,6,219,1,3,,3,3
6,4,6,226,1,3,,3,3
6,4,6,233,1,3,4,3.5,3.25
6,4,6,240,1,3,4,3.5,3.75
6,4,6,247,1,4,,4,4
6,4,6,184,2,0,,0,0
6,4,6,192,2,1,,1,1
6,4,6,198,2,1,2,1.5,1.25
6,4,6,205,2,1,2,1.5,1.5
6,4,6,213,2,3,,3,3
6,4,6,219,2,3,,3,3
6,4,6,226,2,3,,3,3
6,4,6,233,2,3,,3,3
6,4,6,240,2,3,4,3.5,3.75
6,4,6,247,2,4,,4,4
