year,site,plot,date,rep,stage1,stage2,stage3,stage4,stage5,average,overall
8,4,4,236,5,2,3,,,,2.5,2.5
8,4,4,244,5,2,3,,,,2.5,2.5
8,4,4,251,5,4,5,,,,4.5,4.75
8,4,4,257,5,5,6,,,,5.5,5.25
8,4,5,222,1,1,,,,,1,1
8,4,5,231,1,1,2,,,,1.5,1.25
8,4,5,236,1,1,2,,,,1.5,1.5
8,4,5,244,1,1,2,,,,1.5,1.5
8,4,5,251,1,2,3,,,,2.5,2.75
8,4,5,257,1,4,5,,,,4.5,4.25
8,4,5,222,2,1,,,,,1,1
8,4,5,231,2,1,2,,,,1.5,1.25
8,4,5,236,2,1,2,,,,1.5,1.75
8,4,5,244,2,1,2,,,,1.5,1.75
8,4,5,251,2,4,5,,,,4.5,4.25
8,4,5,257,2,4,5,,,,4.5,4.75
8,4,5,222,4,1,,,,,1,1
8,4,5,231,4,1,2,,,,1.5,1.25
8,4,5,236,4,1,2,,,,1.5,1.75
8,4,5,244,4,1,2,,,,1.5,1.75
8,4,5,251,4,3,4,5,,,4,3.75
8,4,5,257,4,4,5,,,,4.5,4.25
8,4,5,222,5,1,,,,,1,1
8,4,5,231,5,1,2,,,,1.5,1.25
8,4,5,236,5,1,2,,,,1.5,1.5
8,4,5,244,5,1,2,,,,1.5,1.5
8,4,5,251,5,4,5,,,,4.5,4.25
8,4,5,257,5,4,5,,,,4.5,4.5
8,4,6,222,1,1,,,,,1,1
8,4,6,231,1,1,2,,,,1.5,1.5
8,4,6,236,1,2,,,,,2,2
8,4,6,244,1,3,4,,,,3.5,3.25
8,4,6,251,1,4,5,,,,4.5,4.25
8,4,6,257,1,4,5,,,,4.5,4.475
8,4,6,222,2,1,,,,,1,1
8,4,6,231,2,2,,,,,2,2
8,4,6,236,2,2,3,,,,2.5,2.25
8,4,6,244,2,3,4,,,,3.5,3.5
8,4,6,251,2,4,5,,,,4.5,4.5
8,4,6,257,2,4,5,,,,4.5,4.5
8,4,6,222,3,1,,,,,1,1
8,4,6,231,3,1,2,,,,1.5,1.25
8,4,6,236,3,1,2,,,,1.5,1.75
8,4,6,244,3,3,4,,,,3.5,3.25
8,4,6,251,3,3,4,5,,,4,3.75
8,4,6,257,3,5,6,,,,5.5,5.5
8,4,6,222,4,1,,,,,1,1
8,4,6,231,4,1,2,,,,1.5,1.75
8,4,6,236,4,1,2,3,,,2,2.25
8,4,6,244,4,3,4,,,,3.5,3.5
8,4,6,251,4,4,5,,,,4.5,4.25
8,4,6,257,4,5,6,,,,5.5,5.25
8,4,6,222,5,1,,,,,1,1
8,4,6,231,5,1,2,,,,1.5,1.75
8,4,6,236,5,1,2,3,,,2,2.25
8,4,6,244,5,3,4,,,,3.5,3.25
8,4,6,251,5,4,5,,,,4.5,4.75
8,4,6,257,5,5,6,,,,5.5,5.25
8,4,7,222,1,1,,,,,1,1
8,4,7,231,1,2,,,,,2,2
8,4,7,236,1,2,,,,,2,2
8,4,7,244,1,3,4,,,,3.5,3.25
8,4,7,251,1,4,5,,,,4.5,4.25
8,4,7,257,1,5,6,,,,5.5,5.25
8,4,7,222,2,1,,,,,1,1
8,4,7,231,2,2,,,,,2,2
8,4,7,236,2,2,3,,,,2.5,2.5
8,4,7,244,2,3,4,,,,3.5,3.25
8,4,7,251,2,4,5,,,,4.5,4.5
8,4,7,257,2,4,5,,,,4.5,4.75
8,4,7,222,3,1,,,,,1,1
8,4,7,231,3,2,,,,,2,2
8,4,7,236,3,1,2,,,,1.5,1.75
8,4,7,244,3,3,4,,,,3.5,3.25
8,4,7,251,3,4,5,,,,4.5,4.75
8,4,7,257,3,4,5,,,,4.5,4.75
8,4,7,222,4,1,,,,,1,1
8,4,7,231,4,1,2,,,,1.5,1.75
8,4,7,236,4,1,2,,,,1.5,1.5
8,4,7,244,4,1,3,,,,2,2.75
8,4,7,251,4,4,5,,,,4.5,4.25
8,4,7,257,4,5,6,,,,5.5,5.25
8,4,7,222,5,1,,,,,1,1
8,4,7,231,5,2,,,,,2,2
8,4,7,236,5,2,3,,,,2.5,2.5
8,4,7,244,5,3,4,,,,3.5,3.25
8,4,7,251,5,4,5,,,,4.5,4.75
8,4,7,257,5,4,5,,,,4.5,4.75
8,4,8,222,1,1,,,,,1,1
8,4,8,231,1,2,,,,,2,2
8,4,8,236,1,3,4,,,,3.5,3.5
8,4,8,244,1,3,4,,,,3.5,3.75
8,4,8,251,1,5,6,,,,5.5,5.25
8,4,8,257,1,5,6,,,,5.5,5.25
8,4,8,218,2,1,,,,,1,1
8,4,8,222,2,1,2,,,,1.5,1.25
8,4,8,231,2,2,,,,,2,2
8,4,8,236,2,3,4,,,,3.5,3.5
8,4,8,244,2,3,4,,,,3.5,3.75
8,4,8,251,2,5,6,,,,5.5,5.5
8,4,8,257,2,5,6,,,,5.5,5.75
8,4,8,218,3,1,,,,,1,1
8,4,8,222,3,1,2,,,,1.5,1.25
8,4,8,231,3,2,3,,,,2.5,2.5
8,4,8,236,3,3,4,,,,3.5,3.5
8,4,8,244,3,3,4,,,,3.5,3.75
8,4,8,251,3,5,6,,,,5.5,5.25
8,4,8,257,3,5,6,,,,5.5,5.5
8,4,8,222,4,1,,,,,1,1
8,4,8,231,4,2,,,,,2,2
8,4,8,236,4,3,4,,,,3.5,3.5
8,4,8,244,4,3,4,,,,3.5,3.75
8,4,8,251,4,5,6,,,,5.5,5.25
8,4,8,257,4,5,6,,,,5.5,5.5
8,4,8,218,5,1,,,,,1,1
8,4,8,222,5,1,2,,,,1.5,1.25
8,4,8,231,5,2,,,,,2,2
8,4,8,236,5,3,4,,,,3.5,3.75
8,4,8,244,5,4,5,,,,4.5,4.25
8,4,8,251,5,5,6,,,,5.5,5.25
8,4,8,257,5,5,6,,,,5.5,5.75
8,4,9,222,1,1,,,,,1,1
8,4,9,231,1,1,2,,,,1.5,1.5
8,4,9,236,1,1,2,,,,1.5,1.75
8,4,9,244,1,3,4,,,,3.5,3.75
8,4,9,251,1,5,6,,,,5.5,5.25
8,4,9,257,1,5,6,,,,5.5,5.5
8,4,9,222,2,1,,,,,1,1
8,4,9,231,2,1,2,,,,1.5,1.7
8,4,9,236,2,2,3,,,,2.5,2.25
8,4,9,244,2,3,4,,,,3.5,3.75
8,4,9,251,2,5,6,,,,5.5,5.25
8,4,9,257,2,5,6,,,,5.5,5.5
8,4,9,222,3,1,,,,,1,1
8,4,9,231,3,1,2,,,,1.5,1.75
8,4,9,236,3,2,,,,,2,2
8,4,9,244,3,3,4,,,,3.5,3.5
8,4,9,251,3,4,5,6,,,5,4.75
8,4,9,257,3,5,6,,,,5.5,5.25
8,4,9,218,4,1,,,,,1,1
8,4,9,222,4,1,2,,,,1.5,1.25
8,4,9,231,4,1,2,,,,1.5,1.75
8,4,9,236,4,1,2,3,,,2,2.75
8,4,9,244,4,3,4,,,,3.5,3.5
8,4,9,251,4,5,6,,,,5.5,5.75
8,4,9,257,4,5,6,,,,5.5,5.75
8,4,9,218,5,1,,,,,1,1
8,4,9,222,5,1,2,,,,1.5,1.25
8,4,9,231,5,1,2,,,,1.5,1.7
8,4,9,236,5,3,4,,,,3.5,3.5
8,4,9,244,5,3,4,,,,3.5,3.75
8,4,9,251,5,5,6,,,,5.5,5.25
8,4,9,257,5,5,6,,,,5.5,5.5
8,4,10,222,1,1,,,,,1,1
8,4,10,231,1,1,2,,,,1.5,1.75
8,4,10,236,1,1,2,3,,,2,2.75
8,4,10,244,1,3,4,,,,3.5,3.25
8,4,10,251,1,5,6,,,,5.5,5.5
8,4,10,257,1,5,6,,,,5.5,5.75
8,4,10,218,2,1,,,,,1,1
8,4,10,222,2,1,2,,,,1.5,1.25
8,4,10,231,2,1,2,,,,1.5,1.75
8,4,10,236,2,1,2,3,,,2,2.75
8,4,10,244,2,1,2,3,4,,2.5,3.5
8,4,10,251,2,4,5,6,,,5,5.25
8,4,10,257,2,5,6,,,,5.5,5.25
8,4,10,218,3,1,,,,,1,1
8,4,10,222,3,1,2,,,,1.5,1.25
8,4,10,231,3,1,2,,,,1.5,1.75
8,4,10,236,3,3,4,,,,3.5,3.5
8,4,10,244,3,3,4,,,,3.5,3.75
8,4,10,251,3,5,6,,,,5.5,5.25
8,4,10,257,3,5,6,,,,5.5,5.5
8,4,10,222,4,1,,,,,1,1
8,4,10,231,4,2,,,,,2,2
8,4,10,236,4,3,4,,,,3.5,3.5
8,4,10,244,4,3,4,,,,3.5,3.75
8,4,10,251,4,5,6,,,,5.5,5.5
8,4,10,257,4,5,6,,,,5.5,5.5
8,4,10,222,5,1,,,,,1,1
8,4,10,231,5,1,2,,,,1.5,1.75
8,4,10,236,5,3,4,,,,3.5,3.25
8,4,10,244,5,3,4,,,,3.5,3.75
8,4,10,251,5,5,6,,,,5.5,5.25
8,4,10,257,5,5,6,,,,5.5,5.5
