year,site,plot,date,rep,stage1,stage2,stage3,average,overall
6,1,6,245,4,3,4,,3.5,3.5
6,1,6,217,5,1,,,1,1
6,1,6,224,5,1,2,,1.5,1.25
6,1,6,232,5,1,2,3,2,2.5
6,1,6,239,5,3,4,,3.5,3.5
6,1,6,245,5,3,4,,3.5,3.5
6,1,7,217,1,1,,,1,1
6,1,7,224,1,1,2,,1.5,1.25
6,1,7,232,1,1,2,3,2,2.25
6,1,7,239,1,1,3,4,2.666666667,3
6,1,7,245,1,4,,,4,4
6,1,7,217,2,1,,,1,1
6,1,7,224,2,1,2,,1.5,1.5
6,1,7,232,2,2,3,,2.5,2.25
6,1,7,239,2,3,4,,3.5,3.5
6,1,7,245,2,4,,,4,4
6,1,7,217,3,1,,,1,1
6,1,7,224,3,1,2,,1.5,1.5
6,1,7,232,3,1,3,,2,2.5
6,1,7,239,3,3,4,,3.5,3.5
6,1,7,245,3,4,,,4,4
6,1,7,217,4,1,,,1,1
6,1,7,224,4,1,2,,1.5,1.25
6,1,7,232,4,1,3,,2,2
6,1,7,239,4,1,3,4,2.666666667,2.75
6,1,7,245,4,4,,,4,4
6,1,7,217,5,1,,,1,1
6,1,7,224,5,1,2,,1.5,1.25
6,1,7,232,5,1,2,3,2,2.5
6,1,7,239,5,3,4,,3.5,3.5
6,1,7,245,5,3,4,,3.5,3.75
6,1,8,217,1,1,,,1,1
6,1,8,224,1,1,2,,1.5,1.25
6,1,8,232,1,1,12,3,5.333333333,1.75
6,1,8,239,1,1,3,4,2.666666667,3
6,1,8,245,1,4,,,4,4
6,1,8,224,2,1,,,1,1
6,1,8,232,2,2,3,,2.5,1.25
6,1,8,239,2,1,2,3,2,2.5
6,1,8,245,2,3,4,,3.5,3.5
6,1,8,232,3,1,,,1,1
6,1,8,239,3,1,2,,1.5,1.5
6,1,8,245,3,3,4,,3.5,3.5
6,1,8,224,4,1,,,1,1
6,1,8,232,4,1,2,3,2,2
6,1,8,239,4,2,3,,2.5,2.5
6,1,8,245,4,2,3,4,3,3
6,1,8,224,5,1,,,1,1
6,1,8,232,5,1,2,,1.5,1.75
6,1,8,239,5,2,3,,2.5,2.5
6,1,8,245,5,2,3,4,3,3.25
6,1,9,224,1,1,,,1,1
6,1,9,232,1,1,2,3,2,1.75
6,1,9,239,1,1,3,4,2.666666667,3.5
6,1,9,245,1,4,,,4,4
6,1,9,232,2,1,,,1,1
6,1,9,239,2,1,3,,2,2
6,1,9,245,2,4,,,4,4
6,1,9,217,3,1,,,1,1
6,1,9,224,3,1,2,,1.5,1.25
6,1,9,232,3,1,3,,2,2.25
6,1,9,239,3,1,3,4,2.666666667,3.25
6,1,9,245,3,4,,,4,4
6,1,9,224,4,1,,,1,1
6,1,9,232,4,1,2,3,2,2
6,1,9,239,4,1,3,,2,2
6,1,9,245,4,4,5,,4.5,4.25
6,1,9,217,5,1,,,1,1
6,1,9,224,5,1,2,,1.5,1.25
6,1,9,232,5,1,3,,2,2
6,1,9,239,5,1,3,4,2.666666667,3.5
6,1,9,245,5,4,,,4,4
6,1,10,217,1,1,,,1,1
6,1,10,224,1,1,2,,1.5,1.5
6,1,10,232,1,1,3,,2,2.25
6,1,10,239,1,1,3,4,2.666666667,3.25
6,1,10,245,1,4,,,4,4
6,1,10,217,2,1,,,1,1
6,1,10,224,2,1,2,,1.5,1.25
6,1,10,232,2,1,3,,2,2
6,1,10,239,2,3,4, ,3.5,3.5
6,1,10,245,2,4,,,4,4
6,1,10,224,3,1,,,1,1
6,1,10,232,3,1,3,,2,1.75
6,1,10,239,3,3,4, ,3.5,3.5
6,1,10,245,3,4,5,,4.5,4.25
6,1,10,210,4,1,,,1,1
6,1,10,217,4,1,2,,1.5,1.25
6,1,10,224,4,1,2,,1.5,1.25
6,1,10,232,4,1,3,,2,2.5
6,1,10,239,4,1,3,4,2.666666667,3.25
6,1,10,245,4,4,,,4,4
6,1,10,224,5,1,,,1,1
6,1,10,232,5,1,3,,2,2
6,1,10,239,5,1,3,4,2.666666667,3.25
6,1,10,245,5,4,5,,4.5,4.25
6,2,1,225,1,1,,,1,1
6,2,1,231,1,1,2,,1.5,1.25
6,2,1,238,1,1,2,3,2,2
6,2,1,246,1,3,4,,3.5,3.75
6,2,1,225,2,1,,,1,1
6,2,1,231,2,1,2,,1.5,1.25
6,2,1,238,2,1,2,3,2,2
6,2,1,246,2,3,4,,3.5,3.25
6,2,1,231,3,1,,,1,1
6,2,1,238,3,1,2,,1.5,1.25
6,2,1,246,3,2,3,,2.5,2.25
6,2,1,225,4,1,,,1,1
6,2,1,231,4,1,2,,1.5,1.5
6,2,1,238,4,1,2,3,2,2
6,2,1,246,4,3,4,,3.5,3.25
6,2,1,225,5,1,,,1,1
6,2,1,231,5,1,2,,1.5,1.25
6,2,1,238,5,1,2,3,2,2.5
6,2,1,246,5,3,4,,3.5,3.5
6,2,2,218,1,1,,,1,1
6,2,2,225,1,1,2,,1.5,1.75
6,2,2,231,1,3,,,3,3
6,2,2,238,1,3,4,,3.5,3.75
6,2,2,246,1,3,4,5,4,4.25
6,2,2,246,2,1,,,1,1
6,2,2,218,3,1,,,1,1
6,2,2,225,3,1,2,,1.5,1.75
6,2,2,231,3,3,,,3,3
6,2,2,238,3,3,4,,3.5,3.75
6,2,2,246,3,3,4,,3.5,3.75
6,2,2,218,4,1,,,1,1
6,2,2,225,4,1,2,,1.5,1.25
6,2,2,231,4,1,2,3,2,2
6,2,2,238,4,3,4,,3.5,3.75
6,2,2,246,4,3,4,,3.5,3.75
6,2,2,225,5,1,,,1,1
6,2,2,231,5,1,2,3,2,2.25
6,2,2,238,5,2,3,4,3,3.25
6,2,2,246,5,3,4,,3.5,3.75
6,2,3,225,1,1,,,1,1
6,2,3,231,1,1,2,,1.5,1.5
6,2,3,238,1,1,2,3,2,2
6,2,3,246,1,3,4,,3.5,3.25
6,2,3,225,2,1,,,1,1
6,2,3,231,2,1,2,,1.5,1.25
6,2,3,238,2,1,3,,2,1.5
6,2,3,246,2,3,,,3,3
6,2,3,225,3,1,,,1,1
6,2,3,231,3,1,2,,1.5,1.25
6,2,3,238,3,1,2,3,2,2
6,2,3,246,3,3,4,,3.5,3.5
6,2,3,225,4,1,,,1,1
6,2,3,231,4,1,2,,1.5,1.25
6,2,3,238,4,1,3,4,2.666666667,2.75
6,2,3,246,4,3,4,,3.5,3.5
6,2,3,225,5,1,,,1,1
6,2,3,231,5,1,2,,1.5,1.25
6,2,3,238,5,1,2,3,2,2.5
6,2,3,246,5,3,4,,3.5,3.25
6,2,4,225,1,1,,,1,1
6,2,4,231,1,1,2,,1.5,1.25
6,2,4,238,1,1,2,3,2,2
6,2,4,246,1,3,4,,3.5,3.25
6,2,4,225,2,1,,,1,1
6,2,4,231,2,1,2,,1.5,1.5
6,2,4,238,2,1,2,3,2,2.5
6,2,4,246,2,3,4,,3.5,3.25
6,2,4,225,3,1,,,1,1
6,2,4,231,3,1,2,,1.5,1.5
6,2,4,238,3,1,2,,1.5,1.75
6,2,4,246,3,3,4,,3.5,3.25
6,2,4,225,4,1,,,1,1
6,2,4,231,4,1,2,,1.5,1.25
6,2,4,238,4,1,2,3,2,2
6,2,4,246,4,3,4,,3.5,3.25
6,2,4,246,5,1,,,1,1
6,2,5,218,1,1,,,1,1
6,2,5,225,1,1,2,,1.5,1.5
6,2,5,231,1,1,2,3,2,2
6,2,5,238,1,2,3,4,3,2.75
6,2,5,246,1,4,5,6,5,4.5
6,2,5,225,2,1,,,1,1
6,2,5,231,2,1,3,,2,2
6,2,5,238,2,3,4,,3.5,3.5
6,2,5,246,2,4,,,4,4
6,2,5,218,3,1,,,1,1
6,2,5,225,3,1,2,,1.5,1.5
6,2,5,231,3,3,,,3,3
6,2,5,238,3,3,4,,3.5,3.5
6,2,5,246,3,4,5,,4.5,4.25
6,2,5,218,4,1,,,1,1
6,2,5,225,4,1,2,,1.5,1.5
6,2,5,231,4,1,2,,1.5,1.5
6,2,5,238,4,1,3,,2,2.75
6,2,5,246,4,3,4,,3.5,3.75
6,2,5,225,5,1,,,1,1
6,2,5,231,5,1,2,,1.5,1.5
6,2,5,238,5,1,3,,2,2.75
6,2,5,246,5,2,3,4,3,3
6,2,6,218,1,1,,,1,1
6,2,6,225,1,1,2,,1.5,1.5
6,2,6,231,1,2,3,,2.5,2.25
6,2,6,238,1,1,3,4,2.666666667,3.25
6,2,6,246,1,3,4,,3.5,3.75
6,2,6,211,2,1,,,1,1
6,2,6,225,2,1,2,,1.5,1.25
6,2,6,231,2,1,2,,1.5,1.75
6,2,6,238,2,2,3,,2.5,2.25
6,2,6,246,2,3,4,,3.5,3.25
6,2,6,218,3,1,,,1,1
6,2,6,225,3,1,2,,1.5,1.75
6,2,6,231,3,2,3,4,3,3
6,2,6,238,3,1,3,4,2.666666667,3.25
6,2,6,246,3,4,,,4,4
6,2,6,218,4,1,,,1,1
6,2,6,225,4,1,2,,1.5,1.25
6,2,6,231,4,1,2,,1.5,1.75
6,2,6,238,4,1,2,3,2,2
6,2,6,246,4,3,4,,3.5,3.5
6,2,6,218,5,1,,,1,1
6,2,6,225,5,1,2,,1.5,1.5
6,2,6,231,5,3,4,,3.5,3.25
6,2,6,238,5,3,4,,3.5,3.5
6,2,6,246,5,4,,,4,4
6,2,7,225,1,1,,,1,1
6,2,7,231,1,1,2,,1.5,1.25
6,2,7,238,1,1,2,,1.5,1.5
6,2,7,246,1,2,3,,2.5,2.25
6,2,7,231,2,1,,,1,1
6,2,7,238,2,1,2,,1.5,1.5
6,2,7,246,2,3,4,,3.5,3.25
6,2,7,225,3,1,,,1,1
6,2,7,231,3,1,2,,1.5,1.25
6,2,7,238,3,1,2,,1.5,1.5
6,2,7,246,3,3,4,,3.5,3.25
6,2,7,225,4,1,,,1,1
6,2,7,231,4,1,2,,1.5,1.5
6,2,7,238,4,1,2,3,2,2.5
6,2,7,246,4,4,5,,4.5,4.25
6,2,7,231,5,1,,,1,1
6,2,7,238,5,1,2,,1.5,1.25
6,2,7,246,5,3,4,,3.5,3.5
6,2,8,231,1,1,,,1,1
6,2,8,238,1,1,2,3,2,2
6,2,8,246,1,2,3,,2.5,2.75
6,2,8,218,2,1,,,1,1
6,2,8,225,2,1,2,,1.5,1.25
6,2,8,231,2,1,2,,1.5,1.75
6,2,8,238,2,1,2,3,2,2
6,2,8,246,2,3,4,5,4,4
6,2,8,218,3,1,,,1,1
6,2,8,225,3,1,2,,1.5,1.5
6,2,8,231,3,2,3,,2.5,2.5
6,2,8,238,3,3,4,,3.5,3.75
6,2,8,246,3,3,4,5,4,4
6,2,8,218,4,1,,,1,1
6,2,8,225,4,1,2,,1.5,1.25
6,2,8,231,4,1,2,,1.5,1.75
6,2,8,238,4,1,2,3,2,2.75
6,2,8,246,4,3,4,,3.5,3.5
6,2,8,231,5,1,,,1,1
6,2,8,238,5,1,3,,2,1.25
6,2,8,246,5,3,4,,3.5,3.5
6,2,9,218,1,1,,,1,1
6,2,9,225,1,1,2,,1.5,1.5
6,2,9,231,1,2,3,,2.5,2.25
6,2,9,238,1,2,3,,2.5,2.75
6,2,9,246,1,3,4,,3.5,3.5
6,2,9,225,2,1,,,1,1
6,2,9,231,2,1,2,,1.5,1.5
6,2,9,238,2,1,3,,2,3
6,2,9,246,2,3,4,,3.5,3.75
6,2,9,225,3,1,,,1,1
6,2,9,231,3,1,2,,1.5,1.5
6,2,9,238,3,1,2,3,2,2
6,2,9,246,3,3,4,,3.5,3.75
6,2,9,225,4,1,,,1,1
6,2,9,231,4,1,2,,1.5,1.5
6,2,9,238,4,1,2,3,2,2
6,2,9,246,4,3,4,,3.5,3.5
6,2,9,218,5,1,,,1,1
6,2,9,225,5,1,2,,1.5,1.25
6,2,9,231,5,1,2,,1.5,1.75
6,2,9,238,5,2,3,,2.5,2.75
6,2,9,246,5,3,4,5,4,4
6,2,10,225,1,1,,,1,1
6,2,10,231,1,1,2,,1.5,1.25
6,2,10,238,1,2,3,,2.5,2
6,2,10,238,1,2,3,,2.5,2.5
6,2,10,238,1,3,4,,3.5,3.25
6,2,10,238,1,3,4,,3.5,3
6,2,10,246,1,3,4,,3.5,3.75
6,2,10,218,2,1,,,1,1
6,2,10,225,2,1,2,,1.5,1.5
6,2,10,231,2,1,2,3,2,2
6,2,10,246,2,3,4,,3.5,3.5
6,2,10,225,3,1,,,1,1
6,2,10,231,3,1,2,,1.5,1.5
6,2,10,238,3,4,,,4,3.5
6,2,10,246,3,3,4,,3.5,3.5
6,2,10,218,4,1,,,1,1
6,2,10,225,4,1,2,,1.5,1.5
6,2,10,231,4,2,3,,2.5,2.25
6,2,10,246,4,3,4,,3.5,3.75
6,2,10,231,5,1,,,1,1
6,2,10,246,5,3,4,,3.5,3.5
6,3,1,214,1,1,,,1,1
6,3,1,220,1,1,2,,1.5,1.5
6,3,1,227,1,1,2,3,2,2.5
6,3,1,234,1,1,2,3,2,2.5
6,3,1,241,1,3,4,,3.5,3.25
6,3,1,247,1,3,4,,3.5,3.5
6,3,1,227,2,1,,,1,1
6,3,1,234,2,1,2,,1.5,1.5
6,3,1,241,2,3,4,,3.5,3.5
6,3,1,247,2,3,4,,3.5,3.75
6,3,1,220,3,1,,,1,1
6,3,1,227,3,1,2,,1.5,1.25
6,3,1,234,3,1,2,,1.5,1.75
6,3,1,241,3,2,3,4,3,3.25
6,3,1,247,3,3,4,,3.5,3.5
6,3,1,220,4,1,,,1,1
6,3,1,227,4,1,2,,1.5,1.5
6,3,1,234,4,3,4,,3.5,3.75
6,3,1,241,4,3,4,,3.5,3.75
6,3,1,247,4,3,4,,3.5,3.75
6,3,1,214,5,1,,,1,1
6,3,1,220,5,1,2,,1.5,1.5
6,3,1,227,5,1,3,,2,2.5
6,3,1,234,5,1,3,4,2.666666667,3
6,3,1,241,5,3,4,,3.5,3.5
6,3,1,247,5,4,,,4,4
6,3,2,234,1,1,,,1,1
6,3,2,220,2,1,,,1,1
6,3,2,227,2,1,2,,1.5,1.5
6,3,2,234,2,1,2,3,2,2
6,3,2,241,2,2,3,,2.5,2.75
6,3,2,247,2,3,4,,3.5,3.5
6,3,2,227,3,1,,,1,1
6,3,2,234,3,1,2,,1.5,1.25
6,3,2,241,3,1,2,,1.5,1.25
6,3,2,247,3,3,4,,3.5,3.25
6,3,2,234,4,1,,,1,1
6,3,2,241,4,1,3,,2,1.5
6,3,2,247,4,3,,,3,3
6,3,2,220,5,1,,,1,1
6,3,2,227,5,1,2,,1.5,1.25
6,3,2,234,5,1,3,,2,1.5
6,3,2,241,5,1,3, ,2,1.5
6,3,2,247,5,3,4,,3.5,3.25
6,3,3,220,1,1,,,1,1
6,3,3,227,1,1,2,,1.5,1.75
6,3,3,234,1,1,2,3,2,2.5
6,3,3,241,1,1,3,4,2.666666667,3.25
6,3,3,247,1,3,4,5,4,4
6,3,3,214,2,1,,,1,1
6,3,3,220,2,1,2,,1.5,1.25
6,3,3,227,2,1,2,,1.5,1.75
6,3,3,234,2,1,3,,2,2.75
6,3,3,241,2,3,4,,3.5,3.5
6,3,3,247,2,4,,,4,4
6,3,3,214,3,1,,,1,1
6,3,3,220,3,1,2,,1.5,1.25
6,3,3,227,3,1,2,,1.5,1.75
6,3,3,234,3,3,,,3,3
6,3,3,241,3,3,4,,3.5,3.5
6,3,3,247,3,4,5,,4.5,4.25
6,3,3,214,4,1,,,1,1
6,3,3,220,4,1,2,,1.5,1.25
6,3,3,227,4,1,2,,1.5,1.5
6,3,3,234,4,1,3,,2,2
6,3,3,241,4,3,4,,3.5,3.75
6,3,3,247,4,4,,,4,4
6,3,3,220,5,1,,,1,1
6,3,3,227,5,1,2,,1.5,1.75
6,3,3,234,5,1,2,3,2,1.75
6,3,3,241,5,3,4,,3.5,3.25
6,3,3,247,5,3,4,,3.5,4.5
6,3,4,220,1,1,,,1,1
6,3,4,227,1,1,2,,1.5,1.75
6,3,4,234,1,2,3,,2.5,2.5
6,3,4,241,1,3,4,,3.5,3.5
6,3,4,247,1,3,4, ,3.5,3.75
6,3,4,227,2,1,,,1,1
6,3,4,220,3,1,,,1,1
6,3,4,227,3,1,2,,1.5,1.75
6,3,4,234,3,1,2,3,2,2.75
6,3,4,241,3,3,4,,3.5,3.5
6,3,4,247,3,3,4,,3.5,3.75
6,3,4,220,4,1,,,1,1
6,3,4,227,4,1,2,,1.5,1.75
6,3,4,234,4,2,3,,2.5,2.5
6,3,4,241,4,3,4,,3.5,3.5
6,3,4,247,4,3,4,,3.5,3.5
6,3,4,214,5,1,,,1,1
6,3,4,220,5,1,2,,1.5,1.25
6,3,4,227,5,1,2,,1.5,1.75
6,3,4,234,5,1,3,,2,2.25
6,3,4,241,5,3,4,,3.5,3.75
6,3,4,247,5,3,4,,3.5,3.75
6,3,5,220,1,1,,,1,1
6,3,5,227,1,1,2,,1.5,1.25
6,3,5,234,1,1,2,,1.5,1.75
6,3,5,241,1,3,4,,3.5,3.75
6,3,5,247,1,3,4,,3.5,3.75
6,3,5,220,2,1,,,1,1
6,3,5,227,2,1,2,,1.5,1.5
6,3,5,234,2,1,3,,2,2.5
6,3,5,241,2,3,4,,3.5,3.5
6,3,5,247,2,3,4,5,4,4
6,3,5,220,3,1,,,1,1
6,3,5,227,3,1,2,,1.5,1.5
6,3,5,234,3,1,2,,1.5,1.5
6,3,5,241,3,2,3,,2.5,2.5
6,3,5,247,3,3,4,,3.5,3.5
6,3,5,220,4,1,,,1,1
6,3,5,227,4,1,2,,1.5,1.5
6,3,5,234,4,2,3,,2.5,2.75
6,3,5,241,4,3,5,,4,3.5
6,3,5,247,4,3,4,,3.5,3.5
6,3,5,220,5,1,,,1,1
6,3,5,227,5,1,2,,1.5,1.75
6,3,5,234,5,1,2,3,2,2.75
6,3,5,241,5,3,4,,3.5,3.5
6,3,5,247,5,3,4,,3.5,3.75
6,3,6,214,1,1,,,1,1
6,3,6,220,1,1,2,,1.5,1.5
6,3,6,227,1,2,,,2,2
6,3,6,234,1,3,4,,3.5,3.25
6,3,6,241,1,3,4,,3.5,3.5
6,3,6,247,1,3,4,,3.5,3.75
6,3,6,214,2,1,,,1,1
6,3,6,220,2,1,2,,1.5,1.25
6,3,6,227,2,2,,,2,2
6,3,6,234,2,2,3,,2.5,2.75
6,3,6,241,2,3,4,,3.5,3.5
6,3,6,247,2,3,4,,3.5,3.5
6,3,6,220,3,1,,,1,1
6,3,6,227,3,1,2,,1.5,1.25
6,3,6,234,3,1,2,,1.5,1.75
6,3,6,241,3,1,2,3,2,2
6,3,6,247,3,3,4,,3.5,3.25
6,3,6,214,4,1,,,1,1
6,3,6,220,4,1,2,,1.5,1.75
6,3,6,227,4,2,3,,2.5,2.5
6,3,6,234,4,3,4,,3.5,3.25
6,3,6,241,4,3,4,,3.5,3.5
6,3,6,247,4,3,4,,3.5,3.75
6,3,6,220,5,1,,,1,1
6,3,6,227,5,1,2,,1.5,1.5
6,3,6,234,5,2,3,,2.5,2.25
6,3,6,241,5,3,4,,3.5,3.25
6,3,6,247,5,3,4,,3.5,4
6,3,7,220,1,1,,,1,1
6,3,7,227,1,1,2,,1.5,1.25
6,3,7,234,1,1,2,3,2,2
6,3,7,241,1,2,3,4,3,3
6,3,7,247,1,3,4,,3.5,3.75
6,3,7,220,2,1,,,1,1
6,3,7,227,2,1,2,,1.5,1.75
6,3,7,234,2,2,3,4,3,3.5
6,3,7,241,2,3,4,,3.5,3.5
6,3,7,247,2,3,4,,3.5,3.5
6,3,7,220,3,1,,,1,1
6,3,7,227,3,2,3,,2.5,2.25
6,3,7,234,3,3,4,,3.5,3.5
6,3,7,241,3,3,4,,3.5,3.25
6,3,7,247,3,3,4,,3.5,3.75
6,3,7,220,4,1,,,1,1
6,3,7,227,4,1,2,,1.5,1.5
6,3,7,234,4,1,2,3,2,2
6,3,7,241,4,3,4,,3.5,3.25
6,3,7,247,4,3,4,,3.5,3.5
6,3,7,220,5,1,,,1,1
6,3,7,227,5,1,2,,1.5,1.75
6,3,7,234,5,2,3,,2.5,2.5
6,3,7,241,5,3,4,,3.5,3.5
6,3,7,247,5,4,,,4,4
6,3,8,227,1,1,,,1,1
6,3,8,234,1,1,2,,1.5,1.25
6,3,8,241,1,1,3,,2,2.25
6,3,8,247,1,3,4,,3.5,3.5
6,3,8,220,2,1,,,1,1
6,3,8,227,2,1,2,,1.5,1.5
6,3,8,234,2,1,2,3,2,1.75
6,3,8,241,2,3,4,,3.5,3.25
6,3,8,247,2,3,4,,3.5,3.5
6,3,8,214,3,1,,,1,1
6,3,8,220,3,1,2,,1.5,1.5
6,3,8,227,3,3,4,,3.5,3.5
6,3,8,234,3,3,4, ,3.5,3.5
6,3,8,241,3,3,4,,3.5,3.25
6,3,8,247,3,3,4,,3.5,3.5
6,3,8,234,4,1, ,,1,1
6,3,8,220,5,1,,,1,1
6,3,8,227,5,1,2,,1.5,1.25
6,3,8,234,5,1,2, ,1.5,1.25
6,3,8,241,5,1,3,,2,2
6,3,8,247,5,3,4,,3.5,3.5
6,3,9,220,1,1,,,1,1
6,3,9,227,1,1,2,,1.5,1.25
6,3,9,234,1,1,2, ,1.5,1.5
6,3,9,241,1,1,3,,2,2
6,3,9,247,1,3,4,,3.5,3.75
6,3,9,227,2,1,,,1,1
6,3,9,220,3,1,,,1,1
6,3,9,227,3,1,2,,1.5,1.25
6,3,9,234,3,1,2,3,2,2
6,3,9,241,3,1,2,3,2,2
6,3,9,247,3,3,4,,3.5,3.5
6,3,9,220,4,1,,,1,1
6,3,9,227,4,1,2,,1.5,1.25
6,3,9,234,4,1,2,,1.5,1.75
6,3,9,241,4,2,3,,2.5,2.25
6,3,9,247,4,3,4,,3.5,3.25
6,3,9,220,5,1,,,1,1
6,3,9,227,5,1,2,,1.5,1.5
6,3,9,234,5,1,2,3,2,2
6,3,9,241,5,1,2,3,2,2.5
6,3,9,247,5,3,4,,3.5,3.75
6,3,10,220,1,1,,,1,1
6,3,10,227,1,1,2,,1.5,1.25
6,3,10,234,1,1,2,,1.5,1.75
6,3,10,241,1,2,3,,2.5,2.25
6,3,10,247,1,3,4,,3.5,3.5
6,3,10,227,2,1,,,1,1
6,3,10,241,2,1,3,,2,2
6,3,10,247,2,4, ,,4,4
6,3,10,227,3,1,,,1,1
6,3,10,234,3,1,2,,1.5,1.25
6,3,10,241,3,1,2,3,2,2
6,3,10,247,3,3,4,,3.5,3.5
6,3,10,227,4,1,,,1,1
6,3,10,234,4,1,2,,1.5,1.5
6,3,10,241,4,1,2,3,2,2
6,3,10,247,4,3,4,,3.5,3.75
6,3,10,220,5,1,,,1,1
6,3,10,227,5,1,2,,1.5,1.25
6,3,10,234,5,1,2,,1.5,1.75
6,3,10,241,5,2,3,,2.5,2.25
6,3,10,247,5,3,4,,3.5,3.75
6,4,1,219,1,1,,,1,1
6,4,1,226,1,1,2,,1.5,2.75
