year,site,plot,date,rep,stage1,stage2,stage3,stage4,stage5,average,overall,
7,1,3,133,1,1,,,,,1,1, 
7,1,3,143,1,1,,,,,1,1,
7,1,3,148,1,1,,,,,1,1,
7,1,3,156,1,1,2,3,4,,2.5,2,
7,1,3,162,1,1,2,3,5,,2.75,2.75,
7,1,3,169,1,2,3,4,5,,3.5,3.5,
7,1,3,176,1,3,4,,,,3.5,3.5,
7,1,3,184,1,3,,,,,3,3,
7,1,3,190,1,3,6,,,,4.5,4.5,
7,1,3,197,1,6, ,,,,6,6,
7,1,3,133,2,1,,,,,1,1,
7,1,3,143,2,1,,,,,1,1,
7,1,3,148,2,1,,,,,1,1,
7,1,3,156,2,1,2,3,,,2,2,
7,1,3,162,2,1,2,3,4,,2.5,2.25,
7,1,3,169,2,2,3,4,5,,3.5,3.5,
7,1,3,176,2,3,4,,,,3.5,3.75,
7,1,3,184,2,4,5,,,,4.5,4.5,
7,1,3,190,2,5,,,,,5,5,
7,1,3,197,2,6,,,,,6,6,
7,1,3,133,3,1,,,,,1,1,
7,1,3,143,3,1,,,,,1,1,
7,1,3,148,3,1,,,,,1,1,
7,1,3,156,3,1,2,3,4,,2.5,2.25,
7,1,3,162,3,2,3,4,,,3,2.5,
7,1,3,169,3,2,3,4,5,,3.5,3.5,
7,1,3,176,3,3,4,,,,3.5,3.5,
7,1,3,184,3,3,6,,,,4.5,4.5,
7,1,3,190,3,3,6,,,,4.5,4.5,
7,1,3,197,3,6, ,,,,6,6,
7,1,3,133,4,1,,,,,1,1,
7,1,3,143,4,1,,,,,1,1,
7,1,3,148,4,1,,,,,1,1,
7,1,3,156,4,1,2,3,4,,2.5,2.5,
7,1,3,162,4,1,2,4,,,2.333333333,2.75,
7,1,3,169,4,3,4,,,,3.5,3.75,
7,1,3,176,4,4,,,,,4,4,
7,1,3,133,5,1,,,,,1,1,
7,1,3,143,5,1,,,,,1,1,
7,1,3,148,5,2,,,,,2,2,
7,1,3,156,5,3,4,,,,3.5,3.75,
7,1,3,162,5,4,5,,,,4.5,4.5,
7,1,3,169,5,2,4,,,,3,3,
7,1,3,176,5,4,5,,,,4.5,4.5,
7,1,3,184,5,6,,,,,6,6,
7,1,5,133,1,1,,,,,1,1,
7,1,5,143,1,1,2,,,,1.5,1.25,
7,1,5,148,1,1,2,,,,1.5,1.5,
7,1,5,156,1,1,2,3,4,,2.5,2.25,
7,1,5,162,1,2,4,5,,,3.666666667,3.25,
7,1,5,169,1,2,4,5,,,3.666666667,4.5,
7,1,5,176,1,4,,,,,4,4,
7,1,5,184,1,5,,,,,5,5,
