year,site,plot,date,rep,stage1,stage2,stage3,stage4,stage5,average,overall
7,1,9,232,2,3,5,6,,,4.666666667,5.25
7,1,9,239,2,3,5,6,,,4.666666667,5.5
7,1,9,246,2,3,5,6,,,4.666666667,5.75
7,1,9,253,2,6, , ,,,6,6
7,1,9,169,3,0,,,,,0,0
7,1,9,176,3,1,,,,,1,1
7,1,9,184,3,1,,,,,1,1
7,1,9,190,3,1,,,,,1,1
7,1,9,197,3,1,2,,,,1.5,1.25
7,1,9,204,3,1,2,3,,,2,2.75
7,1,9,212,3,2,3,4,5,,3.5,4
7,1,9,219,3,3,4,5,,,4,4.5
7,1,9,225,3,3,5,6,,,4.666666667,5
7,1,9,232,3,3,5,6,,,4.666666667,5.25
7,1,9,239,3,3,5,6,,,4.666666667,5.5
7,1,9,246,3,3,5,6,,,4.666666667,5.5
7,1,9,253,3,3,5,6,,,4.666666667,5.75
7,1,9,162,4,0,,,,,0,0
7,1,9,169,4,1,,,,,1,1
7,1,9,176,4,1,,,,,1,1
7,1,9,184,4,1,,,,,1,1
7,1,9,190,4,1,2,,,,1.5,1.25
7,1,9,197,4,1,2,3,,,2,2
7,1,9,204,4,1,2,3,,,2,2.75
7,1,9,212,4,3,4,5,,,4,4
7,1,9,219,4,3,4,5,,,4,4.25
7,1,9,225,4,3,5,6,,,4.666666667,5
7,1,9,232,4,3,5,6,,,4.666666667,5.5
7,1,9,239,4,3,5,6,,,4.666666667,5.5
7,1,9,246,4,3,5,6,,,4.666666667,5.5
7,1,9,253,4,3,5,6,,,4.666666667,5.75
7,1,9,169,5,0,,,,,0,0
7,1,9,176,5,1,,,,,1,1
7,1,9,184,5,1,,,,,1,1
7,1,9,190,5,1,,,,,1,1
7,1,9,197,5,1,2,,,,1.5,1.25
7,1,9,204,5,1,2,3,,,2,2.75
7,1,9,212,5,2,3,4,5,,3.5,3.75
7,1,9,219,5,2,3,4,5,,3.5,4.5
7,1,9,225,5,3,5,6,,,4.666666667,5
7,1,9,232,5,3,5,6,,,4.666666667,5..25
7,1,9,239,5,3,5,6,,,4.666666667,5.25
7,1,9,246,5,3,5,6,,,4.666666667,5.25
7,1,9,253,5,3,5,6,,,4.666666667,5.5
7,1,10,156,1,0,,,,,0,0
7,1,10,162,1,1,,,,,1,1
7,1,10,169,1,1,,,,,1,1
7,1,10,176,1,1,,,,,1,1
7,1,10,184,1,1,2,,,,1.5,1.25
7,1,10,190,1,1,2,,,,1.5,1.25
7,1,10,197,1,1,2,3,,,2,2.75
7,1,10,204,1,2,3,4,,,3,3.25
7,1,10,212,1,3,4,5,,,4,4.25
7,1,10,219,1,3,5,6,,,4.666666667,5.25
7,1,10,225,1,3,5,6,,,4.666666667,5
7,1,10,162,2,0,,,,,0,0
7,1,10,169,2,1,,,,,1,1
7,1,10,176,2,1,,,,,1,1
7,1,10,184,2,1,2,,,,1.5,1.25
7,1,10,190,2,1,2,,,,1.5,1.75
7,1,10,197,2,1,2,3,,,2,2.75
7,1,10,204,2,3,,,,,3,3
7,1,10,212,2,3,4,5,,,4,4.5
7,1,10,219,2,3,5,6,,,4.666666667,5.25
7,1,10,225,2,3,5,6,,,4.666666667,5.5
7,1,10,232,2,3,5,6,,,4.666666667,5.75
7,1,10,239,2,3,5,6,,,4.666666667,5.75
7,1,10,246,2,3,5,6,,,4.666666667,5.75
7,1,10,253,2,3,5,6,,,4.666666667,5.75
7,1,10,156,3,0,,,,,0,0
7,1,10,162,3,1,,,,,1,1
7,1,10,169,3,1,,,,,1,1
7,1,10,176,3,1,,,,,1,1
7,1,10,184,3,1,2,,,,1.5,1.25
7,1,10,190,3,1,2,,,,1.5,1.75
7,1,10,197,3,1,2,3,,,2,2.75
7,1,10,204,3,3,4,,,,3.5,3.25
7,1,10,212,3,3,4,5,,,4,4
7,1,10,219,3,3,5,,,,4,4.75
7,1,10,225,3,3,5,,,,4,4.75
7,1,10,232,3,3,5,6,,,4.666666667,5.25
7,1,10,239,3,3,5,6,,,4.666666667,5.75
7,1,10,246,3,3,5,6,,,4.666666667,5.75
7,1,10,253,3,6,,,,,6,6
7,1,10,156,4,0,,,,,0,0
7,1,10,162,4,1,,,,,1,1
7,1,10,169,4,1,,,,,1,1
7,1,10,176,4,1,,,,,1,1
7,1,10,184,4,1,2,,,,1.5,1.25
7,1,10,190,4,1,2,,,,1.5,1.75
7,1,10,197,4,1,2,3,,,2,2.75
7,1,10,204,4,2,3,4,,,3,3.25
7,1,10,212,4,3,4,,,,3.5,3.5
7,1,10,219,4,3,5,,,,4,4.75
7,1,10,225,4,3,5,,,,4,4.75
7,1,10,232,4,3,5,,,,4,4.75
7,1,10,239,4,3,5,6,,,4.666666667,5.25
7,1,10,246,4,3,5,6,,,4.666666667,5.5
7,1,10,253,4,3,5,6,,,4.666666667,5.75
7,1,10,162,5,0,,,,,0,0
7,1,10,169,5,1,,,,,1,1
7,1,10,176,5,1,,,,,1,1
7,1,10,184,5,1,,,,,1,1
7,1,10,190,5,1,2,,,,1.5,1.25
7,1,10,197,5,1,2,3,,,2,2.75
7,1,10,204,5,2,3,,,,2.5,2.75
7,1,10,212,5,3,4,5,,,4,4.5
7,1,10,219,5,3,5,,,,4,4.75
7,1,10,225,5,3,5,,,,4,4.75
7,1,10,232,5,3,5,6,,,4.666666667,5.25
7,1,10,239,5,3,5,6,,,4.666666667,5.25
7,1,10,246,5,3,5,6,,,4.666666667,5.25
7,1,10,253,5,3,5,6,,,4.666666667,5.25
