"","V1","V2","V3","V4","V5","V6"
"62256","mohonk","Thalictrum","thalictroides","ffd",1989,117
"62257","mohonk","Trillium","undulatum","ffd",1989,132
"62258","mohonk","Amelanchier","arborea","ffd",1990,113
"62259","mohonk","Aquilegia","canadensis","ffd",1990,123
"62260","mohonk","Caltha","palustris","ffd",1990,114
"62261","mohonk","Cornus","florida","ffd",1990,123
"62262","mohonk","Erythronium","americanum","ffd",1990,111
"62263","mohonk","Hedyotis","caerulea","ffd",1990,123
"62264","mohonk","Kalmia","latifolia","ffd",1990,155
"62265","mohonk","Polygala","paucifolia","ffd",1990,127
"62266","mohonk","Rhododendron","nudiflorum","ffd",1990,127
"62267","mohonk","Rhododendron","indicum","ffd",1990,194
"62268","mohonk","Sambucus","racemosa","ffd",1990,121
"62269","mohonk","Trillium","erectum","ffd",1990,127
"62270","mohonk","Trillium","undulatum","ffd",1990,139
"62271","mohonk","Amelanchier","arborea","ffd",1991,100
"62272","mohonk","Aquilegia","canadensis","ffd",1991,128
"62273","mohonk","Caltha","palustris","ffd",1991,101
"62274","mohonk","Erythronium","americanum","ffd",1991,99
"62275","mohonk","Hedyotis","caerulea","ffd",1991,107
"62276","mohonk","Hepatica","acutiloba","ffd",1991,98
"62277","mohonk","Kalmia","latifolia","ffd",1991,142
"62278","mohonk","Polygala","paucifolia","ffd",1991,122
"62279","mohonk","Rhododendron","nudiflorum","ffd",1991,128
"62280","mohonk","Rhododendron","indicum","ffd",1991,184
"62281","mohonk","Sambucus","racemosa","ffd",1991,122
"62282","mohonk","Sanguinaria","canadensis","ffd",1991,99
"62283","mohonk","Thalictrum","thalictroides","ffd",1991,102
"62284","mohonk","Trillium","erectum","ffd",1991,116
"62285","mohonk","Viburnum","acerifolium","ffd",1991,143
"62286","mohonk","Viburnum","lantanoides","ffd",1991,116
"62287","mohonk","Amelanchier","arborea","ffd",1992,125
"62288","mohonk","Aquilegia","canadensis","ffd",1992,135
"62289","mohonk","Erythronium","americanum","ffd",1992,125
"62290","mohonk","Hepatica","acutiloba","ffd",1992,112
"62291","mohonk","Kalmia","latifolia","ffd",1992,154
"62292","mohonk","Polygala","paucifolia","ffd",1992,134
"62293","mohonk","Rhododendron","indicum","ffd",1992,195
"62294","mohonk","Sambucus","racemosa","ffd",1992,134
"62295","mohonk","Sanguinaria","canadensis","ffd",1992,111
"62296","mohonk","Thalictrum","thalictroides","ffd",1992,118
"62297","mohonk","Trillium","erectum","ffd",1992,125
"62298","mohonk","Trillium","undulatum","ffd",1992,134
"62299","mohonk","Viburnum","acerifolium","ffd",1992,157
"62300","mohonk","Viburnum","lantanoides","ffd",1992,134
"62301","mohonk","Amelanchier","arborea","ffd",1993,116
"62302","mohonk","Aquilegia","canadensis","ffd",1993,126
"62303","mohonk","Caltha","palustris","ffd",1993,126
"62304","mohonk","Cornus","florida","ffd",1993,130
"62305","mohonk","Erythronium","americanum","ffd",1993,116
"62306","mohonk","Hedyotis","caerulea","ffd",1993,123
"62307","mohonk","Hepatica","acutiloba","ffd",1993,110
"62308","mohonk","Kalmia","latifolia","ffd",1993,152
"62309","mohonk","Polygala","paucifolia","ffd",1993,132
"62310","mohonk","Rhododendron","indicum","ffd",1993,190
"62311","mohonk","Sambucus","racemosa","ffd",1993,125
"62312","mohonk","Sanguinaria","canadensis","ffd",1993,116
"62313","mohonk","Thalictrum","thalictroides","ffd",1993,126
"62314","mohonk","Trillium","erectum","ffd",1993,120
"62315","mohonk","Trillium","undulatum","ffd",1993,126
"62316","mohonk","Amelanchier","arborea","ffd",1994,115
"62317","mohonk","Aquilegia","canadensis","ffd",1994,130
"62318","mohonk","Caltha","palustris","ffd",1994,115
"62319","mohonk","Erythronium","americanum","ffd",1994,110
"62320","mohonk","Hedyotis","caerulea","ffd",1994,126
"62321","mohonk","Hepatica","acutiloba","ffd",1994,108
"62322","mohonk","Kalmia","latifolia","ffd",1994,156
"62323","mohonk","Polygala","paucifolia","ffd",1994,126
"62324","mohonk","Rhododendron","nudiflorum","ffd",1994,130
"62325","mohonk","Rhododendron","indicum","ffd",1994,187
"62326","mohonk","Sambucus","racemosa","ffd",1994,125
"62327","mohonk","Sanguinaria","canadensis","ffd",1994,108
"62328","mohonk","Thalictrum","thalictroides","ffd",1994,115
"62329","mohonk","Trillium","erectum","ffd",1994,126
"62330","mohonk","Trillium","undulatum","ffd",1994,123
"62331","mohonk","Viburnum","acerifolium","ffd",1994,153
"62332","mohonk","Viburnum","lantanoides","ffd",1994,123
"62333","mohonk","Amelanchier","arborea","ffd",1995,118
"62334","mohonk","Aquilegia","canadensis","ffd",1995,129
"62335","mohonk","Caltha","palustris","ffd",1995,115
"62336","mohonk","Cornus","florida","ffd",1995,135
"62337","mohonk","Erythronium","americanum","ffd",1995,111
"62338","mohonk","Hedyotis","caerulea","ffd",1995,115
"62339","mohonk","Hepatica","acutiloba","ffd",1995,86
"62340","mohonk","Kalmia","latifolia","ffd",1995,156
"62341","mohonk","Polygala","paucifolia","ffd",1995,129
"62342","mohonk","Rhododendron","indicum","ffd",1995,178
"62343","mohonk","Sambucus","racemosa","ffd",1995,131
"62344","mohonk","Sanguinaria","canadensis","ffd",1995,97
"62345","mohonk","Thalictrum","thalictroides","ffd",1995,122
"62346","mohonk","Trillium","erectum","ffd",1995,114
"62347","mohonk","Viburnum","acerifolium","ffd",1995,153
"62348","mohonk","Amelanchier","arborea","ffd",1996,117
"62349","mohonk","Aquilegia","canadensis","ffd",1996,131
"62350","mohonk","Caltha","palustris","ffd",1996,121
"62351","mohonk","Hepatica","acutiloba","ffd",1996,109
"62352","mohonk","Kalmia","latifolia","ffd",1996,157
"62353","mohonk","Polygala","paucifolia","ffd",1996,138
"62354","mohonk","Sambucus","racemosa","ffd",1996,128
"62355","mohonk","Sanguinaria","canadensis","ffd",1996,108
"62356","mohonk","Thalictrum","thalictroides","ffd",1996,127
"62357","mohonk","Trillium","erectum","ffd",1996,121
"62358","mohonk","Trillium","undulatum","ffd",1996,138
"62359","mohonk","Viburnum","acerifolium","ffd",1996,157
"62360","mohonk","Viburnum","lantanoides","ffd",1996,129
"62361","mohonk","Amelanchier","arborea","ffd",1997,116
"62362","mohonk","Aquilegia","canadensis","ffd",1997,119
"62363","mohonk","Caltha","palustris","ffd",1997,122
"62364","mohonk","Erythronium","americanum","ffd",1997,112
"62365","mohonk","Hedyotis","caerulea","ffd",1997,128
"62366","mohonk","Hepatica","acutiloba","ffd",1997,97
"62367","mohonk","Kalmia","latifolia","ffd",1997,161
"62368","mohonk","Polygala","paucifolia","ffd",1997,128
"62369","mohonk","Rhododendron","indicum","ffd",1997,192
"62370","mohonk","Sambucus","racemosa","ffd",1997,135
"62371","mohonk","Sanguinaria","canadensis","ffd",1997,97
"62372","mohonk","Thalictrum","thalictroides","ffd",1997,112
"62373","mohonk","Trillium","erectum","ffd",1997,122
"62374","mohonk","Viburnum","acerifolium","ffd",1997,161
"62375","mohonk","Viburnum","lantanoides","ffd",1997,128
"62376","mohonk","Amelanchier","arborea","ffd",1998,105
"62377","mohonk","Aquilegia","canadensis","ffd",1998,111
"62378","mohonk","Caltha","palustris","ffd",1998,106
"62379","mohonk","Cornus","florida","ffd",1998,120
"62380","mohonk","Erythronium","americanum","ffd",1998,96
"62381","mohonk","Hedyotis","caerulea","ffd",1998,120
"62382","mohonk","Hepatica","acutiloba","ffd",1998,90
"62383","mohonk","Kalmia","latifolia","ffd",1998,141
"62384","mohonk","Rhododendron","indicum","ffd",1998,176
"62385","mohonk","Sambucus","racemosa","ffd",1998,109
"62386","mohonk","Sanguinaria","canadensis","ffd",1998,96
"62387","mohonk","Thalictrum","thalictroides","ffd",1998,125
"62388","mohonk","Trillium","erectum","ffd",1998,120
"62389","mohonk","Trillium","undulatum","ffd",1998,120
"62390","mohonk","Viburnum","acerifolium","ffd",1998,146
"62391","mohonk","Viburnum","lantanoides","ffd",1998,110
"62392","mohonk","Amelanchier","arborea","ffd",1999,106
