"Site","orig.Genus","orig.Species","clean.Genus","clean.Species"
"fitter","Sisymbrium","officinale","Sisymbrium","officinale"
"concord","Sisymbrium","altissimum","Sisymbrium","altissimum"
"concord","Sisymbrium","officinale","Sisymbrium","officinale"
"fargo","Sisymbrium","altissimum","Sisymbrium","altissimum"
"fargo","Sisymbrium","loeselii","Sisymbrium","loeselii"
"washdc","Sisymbrium","altissimum","Sisymbrium","altissimum"
"washdc","Sisymbrium","officinale","Sisymbrium","officinale"
"konza","Sisyrinchium","campestre","Sisyrinchium","campestre"
"concord","Sisyrinchium","angustifolium","Sisyrinchium","angustifolium"
"concord","Sisyrinchium","atlanticum","Sisyrinchium","atlanticum"
"concord","Sisyrinchium","montanum","Sisyrinchium","montanum"
"fargo","Sisyrinchium","angustifolium","Sisyrinchium","angustifolium"
"washdc","Sisyrinchium","angustifolium","Sisyrinchium","angustifolium"
"washdc","Sisyrinchium","atlanticum","Sisyrinchium","atlanticum"
"washdc","Sisyrinchium","mucronatum","Sisyrinchium","mucronatum"
"concord","Sium","suave","Sium","suave"
"fargo","Sium","suave","Sium","suave"
"concord","Smilacina","racemosa","Maianthemum","racemosum"
"fargo","Smilacina","racemosa","Maianthemum","racemosum"
"fargo","Smilacina","stellata","Maianthemum","stellatum"
"washdc","Smilacina","racemosa","Maianthemum","racemosum"
"washdc","Smilacina","stellata","Maianthemum","stellatum"
"konza","Smilax","tamnoides","Smilax","tamnoides"
"concord","Smilax","herbacea","Smilax","herbacea"
"concord","Smilax","rotundifolia","Smilax","rotundifolia"
"fargo","Smilax","herbacea","Smilax","herbacea"
"washdc","Smilax","glauca","Smilax","glauca"
"washdc","Smilax","herbacea","Smilax","herbacea"
"washdc","Smilax","pseudochina","Smilax","pseudochina"
"washdc","Smilax","rotundifolia","Smilax","rotundifolia"
"fitter","Solanum","dulcamara","Solanum","dulcamara"
"konza","Solanum","carolinense","Solanum","carolinense"
"konza","Solanum","rostratum","Solanum","rostratum"
"concord","Solanum","carolinense","Solanum","carolinense"
"concord","Solanum","dulcamara","Solanum","dulcamara"
"fargo","Solanum","nigrum","Solanum","nigrum"
"fargo","Solanum","triflorum","Solanum","triflorum"
"washdc","Solanum","carolinense","Solanum","carolinense"
"washdc","Solanum","dulcamara","Solanum","dulcamara"
"washdc","Solanum","tuberosum","Solanum","tuberosum"
"fitter","Solidago","canadensis","Solidago","canadensis"
"konza","Solidago","canadensis","Solidago","canadensis"
"konza","Solidago","gigantea","Solidago","gigantea"
"konza","Solidago","missouriensis","Solidago","missouriensis"
"konza","Solidago","rigida","Solidago","rigida"
"konza","Solidago","speciosa","Solidago","speciosa"
"concord","Solidago","altissima","Solidago","altissima"
"concord","Solidago","bicolor","Solidago","bicolor"
"concord","Solidago","canadensis","Solidago","canadensis"
"concord","Solidago","gigantea","Solidago","gigantea"
"concord","Solidago","juncea","Solidago","juncea"
"concord","Solidago","nemoralis","Solidago","nemoralis"
"concord","Solidago","odora","Solidago","odora"
"concord","Solidago","rugosa","Solidago","rugosa"
"concord","Solidago","ulmifolia","Solidago","ulmifolia"
"fargo","Solidago","canadensis","Solidago","canadensis"
"fargo","Solidago","gigantea","Solidago","gigantea"
"fargo","Solidago","graminifolia","Euthamia","graminifolia"
"fargo","Solidago","missouriensis","Solidago","missouriensis"
"fargo","Solidago","riddellii","Solidago","riddellii"
"fargo","Solidago","rigida","Solidago","rigida"
"gothic","Solidago","multiradiata","Solidago","multiradiata"
"fitter","Sonchus","arvensis","Sonchus","arvensis"
"fitter","Sonchus","asper","Sonchus","asper"
"fitter","Sonchus","oleraceus","Sonchus","oleraceus"
"concord","Sonchus","asper","Sonchus","asper"
"concord","Sonchus","oleraceus","Sonchus","oleraceus"
"fargo","Sonchus","arvensis","Sonchus","arvensis"
"fargo","Sonchus","asper","Sonchus","asper"
"fargo","Sonchus","oleraceus","Sonchus","oleraceus"
"washdc","Sonchus","arvensis","Sonchus","arvensis"
"washdc","Sonchus","asper","Sonchus","asper"
"washdc","Sonchus","oleraceus","Sonchus","oleraceus"
"fitter","Sorbus","aria","Sorbus","aria"
"fitter","Sorbus","aucuparia","Sorbus","aucuparia"
"marsham","Sorbus","aucuparia","Sorbus","aucuparia"
"konza","Sorghastrum","nutrans","Sorghastrum","nutans"
"fargo","Sorghastrum","nutans","Sorghastrum","nutans"
"concord","Sparganium","americanum","Sparganium","americanum"
"concord","Sparganium","androcladum","Sparganium","androcladum"
"concord","Sparganium","eurycarpum","Sparganium","eurycarpum"
"fargo","Sparganium","eurycarpum","Sparganium","eurycarpum"
"washdc","Sparganium","eurycarpum","Sparganium","eurycarpum"
"konza","Spartina","pectinata","Spartina","pectinata"
"fargo","Spartina","gracilis","Spartina","gracilis"
"fargo","Spartina","pectinata","Spartina","pectinata"
"concord","Spergula","arvensis","Spergula","arvensis"
"concord","Spergularia","marina","Spergularia","salina"
"concord","Spergularia","rubra","Spergularia","rubra"
"konza","Spermolepis","inermis","Spermolepis","inermis"
"fargo","Sphaeralcea","coccinea","Sphaeralcea","coccinea"
"washdc","Sphenopholis","intermedia","Sphenopholis","intermedia"
"washdc","Sphenopholis","obtusata","Sphenopholis","obtusata"
"washdc","Spigelia","marilandica","Spigelia","marilandica"
"concord","Spiraea","alba","Spiraea","alba"
"concord","Spiraea","tomentosa","Spiraea","tomentosa"
"fargo","Spiraea","alba","Spiraea","alba"
"fargo","Spiraea","arguta","Spiraea","arguta"
"fargo","Spiraea","thunbergii","Spiraea","thunbergii"
"washdc","Spiraea","prunifolia","Spiraea","prunifolia"
"konza","Spiranthes","cernua","Spiranthes","cernua"
"konza","Spiranthes","vernalis","Spiranthes","vernalis"
"concord","Spiranthes","gracilis","Spiranthes","lacera"
"konza","Sporobolus","compositus","Sporobolus","compositus"
"fargo","Sporobolus","cryptandrus","Sporobolus","cryptandrus"
"fargo","Sporobolus","heterolepis","Sporobolus","heterolepis"
"fargo","Sporobolus","neglectus","Sporobolus","neglectus"
"fitter","Stachys","officinalis","Stachys","officinalis"
"fitter","Stachys","palustris","Stachys","palustris"
"fitter","Stachys","sylvatica","Stachys","sylvatica"
"concord","Stachys","palustris","Stachys","palustris"
"fargo","Stachys","palustris","Stachys","palustris"
"washdc","Stachys","byzantina","Stachys","byzantina"
"washdc","Staphylea","trifolia","Staphylea","trifolia"
"fitter","Stellaria","graminea","Stellaria","graminea"
"fitter","Stellaria","holostea","Stellaria","holostea"
"concord","Stellaria","calycantha","Stellaria","calycantha"
"concord","Stellaria","graminea","Stellaria","graminea"
"concord","Stellaria","media","Stellaria","media"
"fargo","Stellaria","longifolia","Stellaria","longifolia"
"fargo","Stellaria","media","Stellaria","media"
"washdc","Stellaria","graminea","Stellaria","graminea"
"washdc","Stellaria","media","Stellaria","media"
"washdc","Stellaria","pubera","Stellaria","pubera"
"gothic","Stellaria","longifolia","Stellaria","longifolia"
"konza","Stenosiphon","linifolius","Oenothera","glaucifolia"
"fargo","Stipa","comata","Hesperostipa","comata"
"fargo","Stipa","spartea","Hesperostipa","spartea"
"fargo","Stipa","viridula","Nassella","viridula"
"washdc","Stylophorum","diphyllum","Stylophorum","diphyllum"
"gothic","Swertia","perennis","Swertia","perennis"
"fitter","Symphoricarpos","rivularis","Symphoricarpos","albus"
"konza","Symphoricarpos","orbiculatus","Symphoricarpos","orbiculatus"
"fargo","Symphoricarpos","occidentalis","Symphoricarpos","occidentalis"
"konza","Symphyotrichum","drummondii","Symphyotrichum","drummondii"
"konza","Symphyotrichum","ericoides","Symphyotrichum","ericoides"
"konza","Symphyotrichum","laeve","Symphyotrichum","laeve"
"konza","Symphyotrichum","lanceolatum","Symphyotrichum","lanceolatum"
"konza","Symphyotrichum","oblongifolium","Symphyotrichum","oblongifolium"
"konza","Symphyotrichum","pilosum","Symphyotrichum","pilosum"
"konza","Symphyotrichum","sericeum","Symphyotrichum","sericeum"
"fargo","Symphyotrichum","ciliatum","Symphyotrichum","ciliatum"
"fargo","Symphyotrichum","novae-angliae","Symphyotrichum","novae-angliae"
"fargo","Symphyotrichum","puniceum","Symphyotrichum","puniceum"
"gothic","Symphyotrichum","foliaceum","Symphyotrichum","foliaceum"
"fitter","Symphytum","officinale","Symphytum","officinale"
"fitter","Symphytum","uplandicum","Symphytum","uplandicum"
"washdc","Symphytum","officinale","Symphytum","officinale"
"concord","Symplocarpus","foetidus","Symplocarpus","foetidus"
"washdc","Symplocarpus","foetidus","Symplocarpus","foetidus"
"fargo","Syringa","amurensis","Syringa","reticulata"
"fargo","Syringa","persica","Syringa","persica"
"fargo","Syringa","villosa","Syringa","villosa"
"fargo","Syringa","vulgaris","Syringa","vulgaris"
"washdc","Syringa","vulgaris","Syringa","vulgaris"
"bolmgren","Syringa","vulgaris","Syringa","vulgaris"
"washdc","Taenidia","integerrima","Taenidia","integerrima"
"fargo","Tamarix","chinensis","Tamarix","chinensis"
"fitter","Tamus","communis","Tamus","communis"
"fitter","Tanacetum","parthenium","Tanacetum","parthenium"
"fitter","Tanacetum","vulgare","Tanacetum","vulgare"
"concord","Tanacetum","vulgare","Tanacetum","vulgare"
"fargo","Tanacetum","vulgare","Tanacetum","vulgare"
"washdc","Tanacetum","parthenium","Tanacetum","parthenium"
"washdc","Tanacetum","vulgare","Tanacetum","vulgare"
"fitter","Taraxacum","sp","Taraxacum",NA
"concord","Taraxacum","officinale","Taraxacum","officinale"
"fargo","Taraxacum","officinale","Taraxacum","officinale"
"washdc","Taraxacum","officinale","Taraxacum","officinale"
"bolmgren","Taraxacum","sp","Taraxacum",NA
"gothic","Taraxacum","officinale","Taraxacum","officinale"
"washdc","Taxodium","distichum","Taxodium","distichum"
"fitter","Taxus","baccata","Taxus","baccata"
"washdc","Taxus","baccata","Taxus","baccata"
"washdc","Taxus","canadensis","Taxus","canadensis"
"concord","Tephrosia","virginiana","Tephrosia","virginiana"
"fargo","Tetraneuris","acaulis","Tetraneuris","acaulis"
"konza","Teucrium","canadense","Teucrium","canadense"
"concord","Teucrium","canadense","Teucrium","canadense"
"fargo","Teucrium","occidentale","Teucrium","canadense"
"konza","Thalictrum","dasycarpum","Thalictrum","dasycarpum"
"concord","Thalictrum","dasycarpum","Thalictrum","dasycarpum"
"concord","Thalictrum","dioicum","Thalictrum","dioicum"
"concord","Thalictrum","polygamum","Thalictrum","pubescens"
"mohonk","Thalictrum","thalictroides","Thalictrum","thalictroides"
"fargo","Thalictrum","dasycarpum","Thalictrum","dasycarpum"
"fargo","Thalictrum","venulosum","Thalictrum","venulosum"
"washdc","Thalictrum","clavatum","Thalictrum","clavatum"
"washdc","Thalictrum","coriaceum","Thalictrum","coriaceum"
"washdc","Thalictrum","dioicum","Thalictrum","dioicum"
"washdc","Thalictrum","pubescens","Thalictrum","pubescens"
"washdc","Thalictrum","thalictroides","Thalictrum","thalictroides"
"gothic","Thalictrum","fendleri","Thalictrum","fendleri"
"fargo","Thelypodium","integrifolium","Thelypodium","integrifolium"
"fargo","Thermopsis","rhombifolia","Thermopsis","rhombifolia"
"washdc","Thermopsis","villosa","Thermopsis","villosa"
"concord","Thlaspi","arvense","Thlaspi","arvense"
"fargo","Thlaspi","arvense","Thlaspi","arvense"
"washdc","Thlaspi","arvense","Thlaspi","arvense"
"fitter","Thymus","polytrichus","Thymus","praecox"
"washdc","Thymus","serpyllum","Thymus","praecox"
"washdc","Tiarella","cordifolia","Tiarella","cordifolia"
"fitter","Tilia","vulgaris","Tilia","X europaea"
"marsham","Tilia",NA,"Tilia",NA
"fargo","Tilia","americana","Tilia","americana"
"washdc","Tilia","americana","Tilia","americana"
"uwm","Tilia","americana","Tilia","americana"
"gothic","Tolmachevia","integrifolia","Rhodiola","integrifolia"
"fitter","Torilis","japonica","Torilis","japonica"
"fargo","Townsendia","exscapa","Townsendia","exscapa"
"konza","Toxicodendron","radicans","Toxicodendron","radicans"
"concord","Toxicodendron","vernix","Toxicodendron","vernix"
"washdc","Toxicodendron","radicans","Toxicodendron","radicans"
"fitter","Trachystemon","orientale","Trachystemon","orientalis"
"konza","Tradescantia","bracteata","Tradescantia","bracteata"
"konza","Tradescantia","ohiensis","Tradescantia","ohiensis"
"concord","Tradescantia","ohiensis","Tradescantia","ohiensis"
"concord","Tradescantia","virginiana","Tradescantia","virginiana"
"fargo","Tradescantia","bracteata","Tradescantia","bracteata"
"fargo","Tradescantia","occidentalis","Tradescantia","occidentalis"
"washdc","Tradescantia","ohiensis","Tradescantia","ohiensis"
"washdc","Tradescantia","virginiana","Tradescantia","virginiana"
"fitter","Tragopogon","pratensis","Tragopogon","pratensis"
"konza","Tragopogon","dubius","Tragopogon","dubius"
"concord","Tragopogon","porrifolius","Tragopogon","porrifolius"
"concord","Tragopogon","pratensis","Tragopogon","pratensis"
"fargo","Tragopogon","dubius","Tragopogon","dubius"
"washdc","Tragopogon","dubius","Tragopogon","dubius"
"washdc","Tragopogon","porrifolius","Tragopogon","porrifolius"
"washdc","Tragopogon","pratensis","Tragopogon","pratensis"
"gothic","Tragopogon","dubius","Tragopogon","dubius"
"konza","Tribulus","terrestris","Tribulus","terrestris"
"concord","Trichostema","dichotomum","Trichostema","dichotomum"
"konza","Tridens","flavus","Tridens","flavus"
"concord","Trientalis","borealis","Trientalis","borealis"
"fitter","Trifolium","campestre","Trifolium","campestre"
"fitter","Trifolium","dubium","Trifolium","dubium"
"fitter","Trifolium","medium","Trifolium","medium"
"fitter","Trifolium","pratense","Trifolium","pratense"
"fitter","Trifolium","repens","Trifolium","repens"
"concord","Trifolium","arvense","Trifolium","arvense"
"concord","Trifolium","aureum","Trifolium","aureum"
"concord","Trifolium","campestre","Trifolium","campestre"
"concord","Trifolium","dubium","Trifolium","dubium"
"concord","Trifolium","hybridum","Trifolium","hybridum"
"concord","Trifolium","pratense","Trifolium","pratense"
"concord","Trifolium","repens","Trifolium","repens"
"fargo","Trifolium","hybridum","Trifolium","hybridum"
"fargo","Trifolium","pratense","Trifolium","pratense"
"fargo","Trifolium","repens","Trifolium","repens"
"washdc","Trifolium","arvense","Trifolium","arvense"
"washdc","Trifolium","campestre","Trifolium","campestre"
"washdc","Trifolium","dubium","Trifolium","dubium"
"washdc","Trifolium","hybridum","Trifolium","hybridum"
"washdc","Trifolium","incarnatum","Trifolium","incarnatum"
"washdc","Trifolium","pratense","Trifolium","pratense"
"washdc","Trifolium","repens","Trifolium","repens"
"gothic","Trifolium","hybridum","Trifolium","hybridum"
"gothic","Trifolium","pratense","Trifolium","pratense"
"gothic","Trifolium","repens","Trifolium","repens"
"fargo","Triglochin","maritima","Triglochin","maritima"
"fargo","Triglochin","palustris","Triglochin","palustris"
"concord","Trillium","cernuum","Trillium","cernuum"
"concord","Trillium","grandiflorum","Trillium","grandiflorum"
"concord","Trillium","undulatum","Trillium","undulatum"
"mohonk","Trillium","erectum","Trillium","erectum"
"mohonk","Trillium","undulatum","Trillium","undulatum"
"fargo","Trillium","cernuum","Trillium","cernuum"
"fargo","Trillium","grandiflorum","Trillium","grandiflorum"
"washdc","Trillium","erectum","Trillium","erectum"
"washdc","Trillium","flexipes","Trillium","flexipes"
"washdc","Trillium","grandiflorum","Trillium","grandiflorum"
"washdc","Trillium","sessile","Trillium","sessile"
"concord","Triodanis","perfoliata","Triodanis","perfoliata"
"washdc","Triodanis","perfoliata","Triodanis","perfoliata"
"konza","Triodanus","leptocarpa","Triodanis","leptocarpa"
"konza","Triodanus","perfoliata","Triodanis","perfoliata"
"konza","Triosteum","perfoliatum","Triosteum","perfoliatum"
"concord","Triosteum","aurantiacum","Triosteum","aurantiacum"
"washdc","Triosteum","perfoliatum","Triosteum","perfoliatum"
"fitter","Tripleurospermum","inodorum","Tripleurospermum","inodorum"
"konza","Tripsacum","dactyloides","Tripsacum","dactyloides"
"fitter","Trisetum","flavescens","Trisetum","flavescens"
"gothic","Trisetum","spicatum","Trisetum","spicatum"
"washdc","Triticum","aestivum","Triticum","aestivum"
"washdc","Tropaeolum","majus","Tropaeolum","majus"
"harvard","Tsuga","canadensis","Tsuga","canadensis"
"washdc","Tsuga","canadensis","Tsuga","canadensis"
"washdc","Tulipa","sylvestris","Tulipa","sylvestris"
"bolmgren","Tulipa","gesneriana","Tulipa","gesneriana"
"fitter","Tussilago","farfara","Tussilago","farfara"
"washdc","Tussilago","farfara","Tussilago","farfara"
"bolmgren","Tussilago","farfara","Tussilago","farfara"
"fitter","Typha","latifolia","Typha","latifolia"
"fargo","Typha","latifolia","Typha","latifolia"
"washdc","Typha","angustifolia","Typha","angustifolia"
"washdc","Typha","latifolia","Typha","latifolia"
"fitter","Ulmus","glabra","Ulmus","glabra"
"konza","Ulmus","americana","Ulmus","americana"
"konza","Ulmus","pumila","Ulmus","pumila"
"konza","Ulmus","rubra","Ulmus","rubra"
"mikesell","Ulmus","americana","Ulmus","americana"
"marsham","Ulmus","procera","Ulmus","procera"
"fargo","Ulmus","americana","Ulmus","americana"
"fargo","Ulmus","fulva","Ulmus","rubra"
"fargo","Ulmus","pumila","Ulmus","pumila"
"washdc","Ulmus","americana","Ulmus","americana"
"washdc","Ulmus","rubra","Ulmus","rubra"
"uwm","Ulmus","americana","Ulmus","americana"
"fitter","Urtica","dioica","Urtica","dioica"
"concord","Urtica","dioica","Urtica","dioica"
"fargo","Urtica","dioica","Urtica","dioica"
"washdc","Urtica","dioica","Urtica","dioica"
"concord","Utricularia","cornuta","Utricularia","cornuta"
"concord","Utricularia","gibba","Utricularia","gibba"
"concord","Utricularia","inflata","Utricularia","inflata"
"concord","Utricularia","purpurea","Utricularia","purpurea"
"concord","Utricularia","vulgaris","Utricularia","vulgaris"
"fargo","Utricularia","vulgaris","Utricularia","vulgaris"
"concord","Uvularia","perfoliata","Uvularia","perfoliata"
"concord","Uvularia","sessilifolia","Uvularia","sessilifolia"
"fargo","Uvularia","grandiflora","Uvularia","grandiflora"
"fargo","Uvularia","sessilifolia","Uvularia","sessilifolia"
"washdc","Uvularia","perfoliata","Uvularia","perfoliata"
"washdc","Uvularia","sessilifolia","Uvularia","sessilifolia"
"fargo","Vaccaria","hispanica","Vaccaria","hispanica"
"harvard","Vaccinium","corymbosum","Vaccinium","corymbosum"
"concord","Vaccinium","angustifolium","Vaccinium","angustifolium"
"concord","Vaccinium","corymbosum","Vaccinium","corymbosum"
"concord","Vaccinium","macrocarpon","Vaccinium","macrocarpon"
"concord","Vaccinium","oxycoccos","Vaccinium","oxycoccos"
"concord","Vaccinium","vacillans","Vaccinium","pallidum"
"washdc","Vaccinium","angustifolium","Vaccinium","angustifolium"
"washdc","Vaccinium","corymbosum","Vaccinium","corymbosum"
"washdc","Vaccinium","pallidum","Vaccinium","pallidum"
"washdc","Vaccinium","stamineum","Vaccinium","stamineum"
"bolmgren","Vaccinium","myrtillus","Vaccinium","myrtillus"
"washdc","Valeriana","pauciflora","Valeriana","pauciflora"
"gothic","Valeriana","edulis","Valeriana","edulis"
"gothic","Valeriana","occidentalis","Valeriana","occidentalis"
"fitter","Valerianella","dentata","Valerianella","dentata"
"fitter","Valerianella","locusta","Valerianella","locusta"
"washdc","Valerianella","chenopodifolia","Valerianella","chenopodiifolia"
"washdc","Valerianella","locusta","Valerianella","locusta"
"washdc","Valerianella","radiata","Valerianella","radiata"
"concord","Veratrum","viride","Veratrum","viride"
"washdc","Veratrum","viride","Veratrum","viride"
"gothic","Veratrum","tenuipetalum","Veratrum","californicum"
"fitter","Verbascum","nigrum","Verbascum","nigrum"
"fitter","Verbascum","thapsus","Verbascum","thapsus"
"konza","Verbascum","blattaria","Verbascum","blattaria"
"konza","Verbascum","thapsus","Verbascum","thapsus"
"concord","Verbascum","thapsus","Verbascum","thapsus"
"washdc","Verbascum","blattaria","Verbascum","blattaria"
"washdc","Verbascum","thapsus","Verbascum","thapsus"
"konza","Verbena","bracteata","Verbena","bracteata"
"konza","Verbena","simplex","Verbena","simplex"
"konza","Verbena","stricta","Verbena","stricta"
"konza","Verbena","urticifolia","Verbena","urticifolia"
"concord","Verbena","hastata","Verbena","hastata"
"concord","Verbena","urticifolia","Verbena","urticifolia"
"fargo","Verbena","bracteata","Verbena","bracteata"
"fargo","Verbena","hastata","Verbena","hastata"
"fargo","Verbena","stricta","Verbena","stricta"
"fargo","Verbena","urticifolia","Verbena","urticifolia"
"washdc","Verbena","officinalis","Verbena","officinalis"
"washdc","Verbena","simplex","Verbena","simplex"
"konza","Verbesina","alternifolia","Verbesina","alternifolia"
"konza","Vernonia","baldwinii","Vernonia","baldwinii"
"concord","Vernonia","noveboracensis","Vernonia","noveboracensis"
"fargo","Vernonia","fasciculata","Vernonia","fasciculata"
"fitter","Veronica","arvensis","Veronica","arvensis"
"fitter","Veronica","beccabunga","Veronica","beccabunga"
"fitter","Veronica","chamaedrys","Veronica","chamaedrys"
"fitter","Veronica","filiformis","Veronica","filiformis"
"fitter","Veronica","hederifolia","Veronica","hederifolia"
"fitter","Veronica","montana","Veronica","montana"
"fitter","Veronica","officinalis","Veronica","officinalis"
"fitter","Veronica","serpyllifolia","Veronica","serpyllifolia"
"konza","Veronica","anagallis-aquatica","Veronica","anagallis-aquatica"
"concord","Veronica","arvensis","Veronica","arvensis"
"concord","Veronica","chamaedrys","Veronica","chamaedrys"
"concord","Veronica","officinalis","Veronica","officinalis"
"concord","Veronica","peregrina","Veronica","peregrina"
"concord","Veronica","persica","Veronica","persica"
"concord","Veronica","scutellata","Veronica","scutellata"
"concord","Veronica","serpyllifolia","Veronica","serpyllifolia"
"fargo","Veronica","peregrina","Veronica","peregrina"
"washdc","Veronica","agrestis","Veronica","agrestis"
"washdc","Veronica","arvensis","Veronica","arvensis"
"washdc","Veronica","hederifolia","Veronica","hederifolia"
"washdc","Veronica","officinalis","Veronica","officinalis"
"washdc","Veronica","peregrina","Veronica","peregrina"
"washdc","Veronica","persica","Veronica","persica"
"washdc","Veronica","polita","Veronica","polita"
"washdc","Veronica","serpyllifolia","Veronica","serpyllifolia"
"gothic","Veronica","americana","Veronica","americana"
"washdc","Veronicastrum","virginicum","Veronicastrum","virginicum"
"fitter","Viburnum","lantana","Viburnum","lantana"
"fitter","Viburnum","opulus","Viburnum","opulus"
"harvard","Viburnum","cassinoides","Viburnum","nudum"
"harvard","Viburnum","lantanoides","Viburnum","lantanoides"
"concord","Viburnum","acerifolium","Viburnum","acerifolium"
"concord","Viburnum","cassinoides","Viburnum","nudum"
"concord","Viburnum","lentago","Viburnum","lentago"
"concord","Viburnum","opulus","Viburnum","opulus"
"concord","Viburnum","recognitum","Viburnum","recognitum"
"mohonk","Viburnum","acerifolium","Viburnum","acerifolium"
"mohonk","Viburnum","lantanoides","Viburnum","lantanoides"
"fargo","Viburnum","affine","Viburnum","rafinesqueanum"
"fargo","Viburnum","lentago","Viburnum","lentago"
"fargo","Viburnum","opulus","Viburnum","opulus"
"washdc","Viburnum","acerifolium","Viburnum","acerifolium"
"washdc","Viburnum","dentatum","Viburnum","dentatum"
"washdc","Viburnum","nudum","Viburnum","nudum"
"washdc","Viburnum","prunifolium","Viburnum","prunifolium"
"washdc","Viburnum","sieboldii","Viburnum","sieboldii"
"uwm","Viburnum","lentago","Viburnum","lentago"
"uwm","Viburnum",NA,"Viburnum",NA
"uwm","Viburnum","opulus","Viburnum","opulus"
"fitter","Vicia","cracca","Vicia","cracca"
"fitter","Vicia","sepium","Vicia","sepium"
"konza","Vicia","americana","Vicia","americana"
"concord","Vicia","cracca","Vicia","cracca"
"concord","Vicia","tetrasperma","Vicia","tetrasperma"
"concord","Vicia","villosa","Vicia","villosa"
"fargo","Vicia","americana","Vicia","americana"
"fargo","Vicia","angustifolia","Vicia","sativa"
"washdc","Vicia","caroliniana","Vicia","caroliniana"
"washdc","Vicia","cracca","Vicia","cracca"
"washdc","Vicia","sativa","Vicia","sativa"
"washdc","Vicia","tetrasperma","Vicia","tetrasperma"
"washdc","Vicia","villosa","Vicia","villosa"
"gothic","Vicia","americana","Vicia","americana"
"fitter","Vinca","minor","Vinca","minor"
"concord","Vinca","minor","Vinca","minor"
"washdc","Vinca","major","Vinca","major"
"washdc","Vinca","minor","Vinca","minor"
"fitter","Viola","arvensis","Viola","arvensis"
"fitter","Viola","hirta","Viola","hirta"
"fitter","Viola","odorata","Viola","odorata"
"fitter","Viola","reichenbachiana","Viola","reichenbachiana"
"fitter","Viola","riviniana","Viola","riviniana"
"konza","Viola","pedatifida","Viola","pedatifida"
"konza","Viola","pratincola","Viola","sororia"
"konza","Viola","rafinesquii","Viola","bicolor"
"concord","Viola","blanda","Viola","blanda"
"concord","Viola","brittoniana","Viola","pedatifida"
"concord","Viola","conspersa","Viola","labradorica"
"concord","Viola","cucullata","Viola","cucullata"
"concord","Viola","kitaibeliana","Viola","bicolor"
"concord","Viola","lanceolata","Viola","lanceolata"
"concord","Viola","pedata","Viola","pedata"
"concord","Viola","pubescens","Viola","pubescens"
"concord","Viola","sagittata","Viola","sagittata"
"concord","Viola","striata","Viola","striata"
"fargo","Viola","canadensis","Viola","canadensis"
"fargo","Viola","conspersa","Viola","labradorica"
"fargo","Viola","eriocarpa","Viola","pubescens"
"fargo","Viola","nuttallii","Viola","nuttallii"
"fargo","Viola","papilionacea","Viola","sororia"
"fargo","Viola","pedatifida","Viola","pedatifida"
"washdc","Viola","affinis","Viola","sororia"
"washdc","Viola","arvensis","Viola","arvensis"
"washdc","Viola","bicolor","Viola","bicolor"
"washdc","Viola","blanda","Viola","blanda"
"washdc","Viola","canadensis","Viola","canadensis"
"washdc","Viola","cucullata","Viola","cucullata"
"washdc","Viola","emarginata","Viola","sagittata"
"washdc","Viola","odorata","Viola","odorata"
"washdc","Viola","palmata","Viola","palmata"
"washdc","Viola","pedata","Viola","pedata"
"washdc","Viola","primulifolia","Viola","primulifolia"
"washdc","Viola","pubescens","Viola","pubescens"
"washdc","Viola","striata","Viola","striata"
"washdc","Viola","tricolor","Viola","tricolor"
"gothic","Viola","adunca","Viola","adunca"
"gothic","Viola","praemorsa","Viola","praemorsa"
"konza","Vitis","riparia","Vitis","riparia"
"concord","Vitis","aestivalis","Vitis","aestivalis"
"concord","Vitis","labrusca","Vitis","labrusca"
"fargo","Vitis","riparia","Vitis","riparia"
"washdc","Vitis","labrusca","Vitis","labrusca"
"washdc","Vitis","vulpina","Vitis","vulpina"
"washdc","Vulpia","myuros","Vulpia","myuros"
"washdc","Wisteria","floribunda","Wisteria","floribunda"
"washdc","Wisteria","sinensis","Wisteria","sinensis"
"fargo","Xanthium","echinatum","Xanthium","strumarium"
"concord","Xanthorhiza","simplicissima","Xanthorhiza","simplicissima"
"washdc","Xanthorhiza","simplicissima","Xanthorhiza","simplicissima"
"concord","Xyris","caroliniana","Xyris","caroliniana"
"washdc","Youngia","japonica","Youngia","japonica"
"konza","Yucca","glauca","Yucca","glauca"
"washdc","Yucca","filamentosa","Yucca","filamentosa"
"konza","Zanthoxylum","americanum","Zanthoxylum","americanum"
"fargo","Zanthoxylum","americanum","Zanthoxylum","americanum"
"fargo","Zephyranthes","sp","Zephyranthes",NA
"fargo","Zigadenus","elegans","Anticlea","elegans"
"gothic","Zigadenus","elegans","Anticlea","elegans"
"fargo","Zizania","aquatica","Zizania","aquatica"
"konza","Zizia","aurea","Zizia","aurea"
"concord","Zizia","aurea","Zizia","aurea"
"fargo","Zizia","aptera","Zizia","aptera"
"fargo","Zizia","aurea","Zizia","aurea"
"washdc","Zizia","aptera","Zizia","aptera"
"washdc","Zizia","aurea","Zizia","aurea"
"konza","Zygadenus","nuttallii","Toxicoscordion","nuttallii"
