Block,Plot,humidity treatment,temperature treatment,line,column,Species,Population,sowing,,55,65,85,91,95,death 
d,4,S,T,9,2,ad,1,26-Mar,,,,,,,
d,4,S,T,15,7,ad,1,26-Mar,,,,,,,
d,5,H,T+,1,5,ad,1,26-Mar,,,,,,,
d,5,H,T+,7,4,ad,1,26-Mar,,,,,,,
d,5,H,T+,9,2,ad,1,26-Mar,,,,,,,
d,5,H,T+,15,7,ad,1,26-Mar,,,,,,,
d,6,H,T,1,5,ad,1,26-Mar,,,,,,,
d,6,H,T,7,4,ad,1,26-Mar,,,,,,,
d,6,H,T,9,2,ad,1,26-Mar,,,,,,,
d,6,H,T,15,7,ad,1,26-Mar,,,,,,,
e,1,H,T+,1,5,ad,1,27/03/03,,,,,,,
e,1,H,T+,7,4,ad,1,27/03/03,,,,,,,
e,1,H,T+,9,2,ad,1,27/03/03,,10-May,,,,,
e,1,H,T+,15,7,ad,1,27/03/03,,,,,,,
e,2,H,T,1,5,ad,1,27/03/03,,,,,,,
e,2,H,T,7,4,ad,1,27/03/03,,,,,,,
e,2,H,T,9,2,ad,1,27/03/03,,,,,,,
e,2,H,T,15,7,ad,1,27/03/03,,,,,,,
e,3,H,T++,1,5,ad,1,27/03/03,,,,,,,
e,3,H,T++,7,4,ad,1,27/03/03,22/03?,,,,,,
e,3,H,T++,9,2,ad,1,27/03/03,25-Mar,,,,,,
e,3,H,T++,15,7,ad,1,27/03/03,,,,,,,
e,4,S,T++,1,5,ad,1,27/03/03,,,,,,,
e,4,S,T++,7,4,ad,1,27/03/03,,,,,,,
e,4,S,T++,9,2,ad,1,27/03/03,,,,,,,
e,4,S,T++,15,7,ad,1,27/03/03,,,16-May,,,,
e,5,S,T+,1,5,ad,1,27/03/03,,,,,,,
e,5,S,T+,7,4,ad,1,27/03/03,,,,,,,
e,5,S,T+,9,2,ad,1,27/03/03,,,,,,,
e,5,S,T+,15,7,ad,1,27/03/03,,,,,,,
e,6,S,T,1,5,ad,1,27/03/03,,,,,,,
e,6,S,T,7,4,ad,1,27/03/03,,,,,,,
e,6,S,T,9,2,ad,1,27/03/03,,,,,,,
e,6,S,T,15,7,ad,1,27/03/03,,,,,,,
a,1,H,T+,3,6,ad,2,20/03/03,,,,,,,
a,1,H,T+,5,3,ad,2,20/03/03,,,,,,,
a,1,H,T+,12,6,ad,2,20/03/03,,,,,,,
a,1,H,T+,13,3,ad,2,20/03/03,,,,,,,
a,2,S,T++,3,6,ad,2,20/03/03,,,,,,,
a,2,S,T++,5,3,ad,2,20/03/03,,,,,,,
a,2,S,T++,7,1,ad,2,20/03/03,,,,,,,
a,2,S,T++,12,6,ad,2,20/03/03,,,,,,,
a,2,S,T++,13,3,ad,2,20/03/03,,,,,,,
a,3,S,T,3,6,ad,2,20/03/03,,,,,,,
a,3,S,T,5,3,ad,2,20/03/03,,,,,,,
a,3,S,T,12,6,ad,2,20/03/03,,,,,,,
a,3,S,T,13,3,ad,2,20/03/03,,,,,,,
a,4,H,T++,3,6,ad,2,20/03/03,,,,,,,
a,4,H,T++,5,3,ad,2,20/03/03,,,,,,,
a,4,H,T++,12,6,ad,2,20/03/03,,,,,,,
a,4,H,T++,13,3,ad,2,20/03/03,,,,,,,
a,5,H,T,3,6,ad,2,20/03/03,,,,,,,
a,5,H,T,5,3,ad,2,20/03/03,,,,,,,
a,5,H,T,12,6,ad,2,20/03/03,,,,,,,
a,5,H,T,13,3,ad,2,20/03/03,,,,,,,
a,6,S,T+,3,6,ad,2,20/03/03,,,,,,,
a,6,S,T+,5,3,ad,2,20/03/03,,,,,,,
a,6,S,T+,12,6,ad,2,20/03/03,,,,,,,
a,6,S,T+,13,3,ad,2,20/03/03,,,,,,,
b,1,H,T,3,6,ad,2,21/03/03,,,,,,,
b,1,H,T,5,3,ad,2,21/03/03,,,,,,,
b,1,H,T,12,6,ad,2,21/03/03,,,,,,,
b,1,H,T,13,3,ad,2,21/03/03,,,,,,,
b,2,S,T+,3,6,ad,2,21/03/03,,,,,,,
b,2,S,T+,12,6,ad,2,21/03/03,,,,,,,
b,2,S,T+,13,3,ad,2,21/03/03,,,,,,,
b,3,S,T++,3,6,ad,2,21/03/03,,,,,,,
b,3,S,T++,5,3,ad,2,21/03/03,,,,,,,
b,3,S,T++,12,6,ad,2,21/03/03,,,,,,,
b,3,S,T++,13,3,ad,2,21/03/03,,,,,,,
b,4,H,T+,3,6,ad,2,21/03/03,,,,,,,
b,4,H,T+,5,3,ad,2,21/03/03,,,,,,,
b,4,H,T+,12,6,ad,2,21/03/03,,,,,,,
b,4,H,T+,13,3,ad,2,21/03/03,,,,,,,
b,5,S,T,3,6,ad,2,21/03/03,,,,,,,
b,5,S,T,5,3,ad,2,21/03/03,,,,,,,
b,5,S,T,12,6,ad,2,21/03/03,,,,,,,
b,5,S,T,13,3,ad,2,21/03/03,,,,,,,
b,6,H,T++,3,6,ad,2,21/03/03,,,,,,,
b,6,H,T++,5,3,ad,2,21/03/03,,,,,,,
b,6,H,T++,12,6,ad,2,21/03/03,,,,,,,
b,6,H,T++,13,3,ad,2,21/03/03,,,,,,,
c,1,S,T,3,6,ad,2,25-Mar-03,,,,,,,
c,1,S,T,5,3,ad,2,25-Mar-03,,,,,,,
c,1,S,T,12,6,ad,2,25-Mar-03,,,,,,,
c,1,S,T,13,3,ad,2,25-Mar-03,,,,,,,
c,2,H,T++,3,6,ad,2,25-Mar-03,,,,,,,
c,2,H,T++,5,3,ad,2,25-Mar-03,,,,,,,
c,2,H,T++,12,6,ad,2,25-Mar-03,,,,,,,
c,2,H,T++,13,3,ad,2,25-Mar-03,,22-Apr,22-Apr,,,,
c,3,H,T,3,6,ad,2,25-Mar-03,,,,,,,
c,3,H,T,5,3,ad,2,25-Mar-03,,,,,,,
c,3,H,T,12,6,ad,2,25-Mar-03,,,,,,,
c,3,H,T,13,3,ad,2,25-Mar-03,,,,,,,
c,4,S,T++,3,6,ad,2,25-Mar-03,,,,,,,
c,4,S,T++,5,3,ad,2,25-Mar-03,,,,,,,
c,4,S,T++,12,6,ad,2,25-Mar-03,,,,,,,
c,4,S,T++,13,3,ad,2,25-Mar-03,,,,,,,
c,5,H,T+,3,6,ad,2,25-Mar-03,,,,,,,
c,5,H,T+,5,3,ad,2,25-Mar-03,,,,,,,
c,5,H,T+,12,6,ad,2,25-Mar-03,,,,,,,
c,5,H,T+,13,3,ad,2,25-Mar-03,,,,,,,
c,6,S,T+,3,6,ad,2,25-Mar-03,,,,,,,
c,6,S,T+,5,3,ad,2,25-Mar-03,,,,,,,
c,6,S,T+,12,6,ad,2,25-Mar-03,,,,,,,
c,6,S,T+,13,3,ad,2,25-Mar-03,,,,,,,
d,1,S,T++,3,6,ad,2,26-Mar,,,,,,,
d,1,S,T++,5,3,ad,2,26-Mar,,,,,,,
d,1,S,T++,12,6,ad,2,26-Mar,,,,,,,
d,1,S,T++,13,3,ad,2,26-Mar,,,,,,,
d,2,S,T+,3,6,ad,2,26-Mar,,,,,,,
d,2,S,T+,5,3,ad,2,26-Mar,,,,,,,
d,2,S,T+,12,6,ad,2,26-Mar,,,,,,,
d,2,S,T+,13,3,ad,2,26-Mar,,,,,,,
d,3,H,T++,3,6,ad,2,26-Mar,,,,,,,
d,3,H,T++,5,3,ad,2,26-Mar,24/03?,,,,,,
d,3,H,T++,12,6,ad,2,26-Mar,,,,,,,
d,3,H,T++,13,3,ad,2,26-Mar,,,,,,,
d,4,S,T,3,6,ad,2,26-Mar,,,,,,,
d,4,S,T,5,3,ad,2,26-Mar,,,,,,,
d,4,S,T,5,8,ad,2,26-Mar,,,,,,,
d,4,S,T,9,6,ad,2,26-Mar,,,,,,,
d,4,S,T,12,6,ad,2,26-Mar,,,,,,,
d,4,S,T,13,3,ad,2,26-Mar,,,,,,,
d,5,H,T+,3,6,ad,2,26-Mar,,,,,,,
d,5,H,T+,5,3,ad,2,26-Mar,,,,,,,
d,5,H,T+,12,6,ad,2,26-Mar,,,,,,,
d,5,H,T+,13,3,ad,2,26-Mar,,,,,,,
d,6,H,T,3,6,ad,2,26-Mar,,,,,,,
d,6,H,T,5,3,ad,2,26-Mar,,,,,,,
d,6,H,T,12,6,ad,2,26-Mar,,,,,,,
d,6,H,T,13,3,ad,2,26-Mar,,,,,,,
e,1,H,T+,3,6,ad,2,27/03/03,,,,,,,
e,1,H,T+,5,3,ad,2,27/03/03,,,,,,,
e,1,H,T+,12,6,ad,2,27/03/03,,,,,,,
e,1,H,T+,13,3,ad,2,27/03/03,,,,,,,
e,2,H,T,3,6,ad,2,27/03/03,,,,,,,
e,2,H,T,5,3,ad,2,27/03/03,,,,,,,
e,2,H,T,12,6,ad,2,27/03/03,,,,,,,
e,2,H,T,13,3,ad,2,27/03/03,,,,,,,
e,3,H,T++,3,6,ad,2,27/03/03,,,,,,,
e,3,H,T++,5,3,ad,2,27/03/03,,,,,,,
e,3,H,T++,12,6,ad,2,27/03/03,,,,,,,
e,3,H,T++,13,3,ad,2,27/03/03,,,,,,,
e,4,S,T++,3,6,ad,2,27/03/03,,,,,,,
e,4,S,T++,5,3,ad,2,27/03/03,,,,,,,
e,4,S,T++,12,6,ad,2,27/03/03,,,,,,,
e,4,S,T++,13,3,ad,2,27/03/03,,,,,,,
e,5,S,T+,3,6,ad,2,27/03/03,,,,,,,
e,5,S,T+,5,3,ad,2,27/03/03,,,,,,,
e,5,S,T+,12,6,ad,2,27/03/03,,,,,,,
e,5,S,T+,13,3,ad,2,27/03/03,,,,,,,
e,6,S,T,3,6,ad,2,27/03/03,,,,,,,
e,6,S,T,5,3,ad,2,27/03/03,,,,,,,
e,6,S,T,12,6,ad,2,27/03/03,,,,,,,
e,6,S,T,13,3,ad,2,27/03/03,,,,,,,
a,1,H,T+,5,8,ad,3,20/03/03,,,,,,,
a,1,H,T+,7,1,ad,3,20/03/03,,,,,,,
a,1,H,T+,10,4,ad,3,20/03/03,,,,,,,
a,2,S,T++,5,8,ad,3,20/03/03,,,,,,,
a,2,S,T++,9,6,ad,3,20/03/03,,,,,,,
a,2,S,T++,10,4,ad,3,20/03/03,,,,,,,
a,3,S,T,5,8,ad,3,20/03/03,,,,,,,
a,3,S,T,7,1,ad,3,20/03/03,,,,,,,
a,3,S,T,9,6,ad,3,20/03/03,,,,,,,
a,3,S,T,10,4,ad,3,20/03/03,,,,,,,
a,4,H,T++,5,8,ad,3,20/03/03,,,,,,,
a,4,H,T++,7,1,ad,3,20/03/03,,,,,,,
a,4,H,T++,9,6,ad,3,20/03/03,18-Mar,,,,,,
a,4,H,T++,10,4,ad,3,20/03/03,,,,,,,
a,5,H,T,5,8,ad,3,20/03/03,,,,,,,
a,5,H,T,7,1,ad,3,20/03/03,,,,,,,
a,5,H,T,9,6,ad,3,20/03/03,,,,,,,
a,5,H,T,10,4,ad,3,20/03/03,,,,,,,
a,6,S,T+,5,8,ad,3,20/03/03,,,,,,,
a,6,S,T+,7,1,ad,3,20/03/03,,,,,,,
a,6,S,T+,9,6,ad,3,20/03/03,,,,,,,
a,6,S,T+,10,4,ad,3,20/03/03,,,,,,,
b,1,H,T,5,8,ad,3,21/03/03,,,,,,,
b,1,H,T,7,1,ad,3,21/03/03,,,,,,,
b,1,H,T,9,6,ad,3,21/03/03,,,,,,,
b,1,H,T,10,4,ad,3,21/03/03,,,,,,,
b,2,S,T+,5,3,ad,3,21/03/03,,,,,,,
b,2,S,T+,5,8,ad,3,21/03/03,,,,,,,
b,2,S,T+,7,1,ad,3,21/03/03,,,,,,,
b,2,S,T+,9,6,ad,3,21/03/03,,,,,,,
b,2,S,T+,10,4,ad,3,21/03/03,,,,,,,
b,3,S,T++,5,8,ad,3,21/03/03,,,,,,,
b,3,S,T++,7,1,ad,3,21/03/03,,,,,,,
b,3,S,T++,9,6,ad,3,21/03/03,,,,,,,
b,3,S,T++,10,4,ad,3,21/03/03,,,,,,,
b,4,H,T+,5,8,ad,3,21/03/03,,,,,,,
b,4,H,T+,7,1,ad,3,21/03/03,,,,,,,
b,4,H,T+,9,6,ad,3,21/03/03,,,,,,,
b,4,H,T+,10,4,ad,3,21/03/03,,,,,,,
b,5,S,T,5,8,ad,3,21/03/03,,,,,,,
b,5,S,T,7,1,ad,3,21/03/03,,,,,,,
b,5,S,T,9,6,ad,3,21/03/03,,,,,,,
b,5,S,T,10,4,ad,3,21/03/03,,,,,,,
b,6,H,T++,5,8,ad,3,21/03/03,,,,,,,
b,6,H,T++,7,1,ad,3,21/03/03,,,,,,,
b,6,H,T++,9,6,ad,3,21/03/03,,,,,,,
b,6,H,T++,10,4,ad,3,21/03/03,,,,,,,
c,1,S,T,5,8,ad,3,25-Mar-03,,,,,,,
c,1,S,T,7,1,ad,3,25-Mar-03,,,,,,,
c,1,S,T,9,6,ad,3,25-Mar-03,,,,,,,
c,1,S,T,10,4,ad,3,25-Mar-03,,,,,,,
c,2,H,T++,5,8,ad,3,25-Mar-03,,,,,,,
c,2,H,T++,7,1,ad,3,25-Mar-03,,,,,,,
c,2,H,T++,9,6,ad,3,25-Mar-03,,,,,,,
c,2,H,T++,10,4,ad,3,25-Mar-03,,,,,,,
c,3,H,T,5,8,ad,3,25-Mar-03,,,,,,,
c,3,H,T,7,1,ad,3,25-Mar-03,,,,,,,
c,3,H,T,9,6,ad,3,25-Mar-03,,,,,,,
c,3,H,T,10,4,ad,3,25-Mar-03,,,,,,,
c,4,S,T++,5,8,ad,3,25-Mar-03,,,,,,,
c,4,S,T++,7,1,ad,3,25-Mar-03,,,,,,,
c,4,S,T++,9,6,ad,3,25-Mar-03,,,,,,,
c,4,S,T++,10,4,ad,3,25-Mar-03,,,,,,,
c,5,H,T+,5,8,ad,3,25-Mar-03,,,,,,,
c,5,H,T+,7,1,ad,3,25-Mar-03,,,,,,,
c,5,H,T+,9,6,ad,3,25-Mar-03,,,,,,,
c,5,H,T+,10,4,ad,3,25-Mar-03,,,,,,,
c,6,S,T+,5,8,ad,3,25-Mar-03,,,,,,,
c,6,S,T+,7,1,ad,3,25-Mar-03,,,,,,,
c,6,S,T+,9,6,ad,3,25-Mar-03,,,,,,,
c,6,S,T+,10,4,ad,3,25-Mar-03,,,,,,,
d,1,S,T++,5,8,ad,3,26-Mar,,,,,,,
d,1,S,T++,7,1,ad,3,26-Mar,26/03?,,10-May,,,,
d,1,S,T++,9,6,ad,3,26-Mar,24/03?,,,,,,
d,1,S,T++,10,4,ad,3,26-Mar,,,,,,,
d,2,S,T+,5,8,ad,3,26-Mar,,,,,,,
d,2,S,T+,7,1,ad,3,26-Mar,,,,,,,
d,2,S,T+,9,6,ad,3,26-Mar,,,,,,,
d,2,S,T+,10,4,ad,3,26-Mar,,,,,,,
d,3,H,T++,5,8,ad,3,26-Mar,,,,,,,
d,3,H,T++,7,1,ad,3,26-Mar,,,,,,,
d,3,H,T++,9,6,ad,3,26-Mar,,,,,,,
d,3,H,T++,10,4,ad,3,26-Mar,,,,,,,
d,4,S,T,7,1,ad,3,26-Mar,,,,,,,
d,4,S,T,10,4,ad,3,26-Mar,,,,,,,
d,5,H,T+,5,8,ad,3,26-Mar,,,,,,,
d,5,H,T+,7,1,ad,3,26-Mar,,,,,,,
d,5,H,T+,9,6,ad,3,26-Mar,,,,,,,
d,5,H,T+,10,4,ad,3,26-Mar,,,,,,,
d,6,H,T,5,8,ad,3,26-Mar,,,,,,,
d,6,H,T,7,1,ad,3,26-Mar,,,,,,,
d,6,H,T,9,6,ad,3,26-Mar,,,,,,,
d,6,H,T,10,4,ad,3,26-Mar,,,,,,,
e,1,H,T+,5,8,ad,3,27/03/03,,,,,,,
e,1,H,T+,7,1,ad,3,27/03/03,,,,,,,
e,1,H,T+,9,6,ad,3,27/03/03,,,,,,,
e,1,H,T+,10,4,ad,3,27/03/03,,,,,,,
e,2,H,T,5,8,ad,3,27/03/03,,,,,,,
e,2,H,T,7,1,ad,3,27/03/03,,,,,,,
e,2,H,T,9,6,ad,3,27/03/03,,,,,,,
e,2,H,T,10,4,ad,3,27/03/03,,,,,,,
e,3,H,T++,5,8,ad,3,27/03/03,,,,,,,
e,3,H,T++,7,1,ad,3,27/03/03,,,,,,,
e,3,H,T++,9,6,ad,3,27/03/03,,,,,,,
e,3,H,T++,10,4,ad,3,27/03/03,,,,,,,
e,4,S,T++,5,8,ad,3,27/03/03,,,,,,,
e,4,S,T++,7,1,ad,3,27/03/03,,22-Apr,11-May,,,,
e,4,S,T++,9,6,ad,3,27/03/03,,,,,,,
e,4,S,T++,10,4,ad,3,27/03/03,,,,,,,
e,5,S,T+,5,8,ad,3,27/03/03,,,,,,,
e,5,S,T+,7,1,ad,3,27/03/03,,,,,,,
e,5,S,T+,9,6,ad,3,27/03/03,,,,,,,
e,5,S,T+,10,4,ad,3,27/03/03,,,,,,,
e,6,S,T,5,8,ad,3,27/03/03,,,,,,,
e,6,S,T,7,1,ad,3,27/03/03,,,,,,,
e,6,S,T,9,6,ad,3,27/03/03,,,,,,,
e,6,S,T,10,4,ad,3,27/03/03,,,,,,,
a,1,H,T+,9,6,ad,4,20/03/03,,,,,,,
a,1,H,T+,3,7,ar,1,20/03/03,,,,,,,
a,1,H,T+,5,1,ar,1,20/03/03,,,,,,,
a,1,H,T+,11,1,ar,1,20/03/03,,,,,,,
a,1,H,T+,13,7,ar,1,20/03/03,,,,,,,
a,1,H,T+,15,3,ar,1,20/03/03,,,,,,,
a,2,S,T++,3,7,ar,1,20/03/03,,,,,,,
a,2,S,T++,5,1,ar,1,20/03/03,,,,,,,
a,2,S,T++,11,1,ar,1,20/03/03,,,,,,,
a,2,S,T++,13,7,ar,1,20/03/03,,,,,,,
a,2,S,T++,15,3,ar,1,20/03/03,,,,,,,
a,3,S,T,3,7,ar,1,20/03/03,,,,,,,
a,3,S,T,5,1,ar,1,20/03/03,,,,,,,
a,3,S,T,11,1,ar,1,20/03/03,,,,,,,
a,3,S,T,13,7,ar,1,20/03/03,,,,,,,
a,3,S,T,15,3,ar,1,20/03/03,,,,,,,
a,4,H,T++,3,7,ar,1,20/03/03,,,,,,,
a,4,H,T++,5,1,ar,1,20/03/03,,,,,,,
a,4,H,T++,11,1,ar,1,20/03/03,,,,,,,
a,4,H,T++,13,7,ar,1,20/03/03,,,,,,,
a,4,H,T++,15,3,ar,1,20/03/03,,,,,,,
a,5,H,T,3,7,ar,1,20/03/03,,,,,,,
a,5,H,T,5,1,ar,1,20/03/03,,,,,,,
a,5,H,T,11,1,ar,1,20/03/03,,,,,,,
a,5,H,T,13,7,ar,1,20/03/03,,,,,,,
a,5,H,T,15,3,ar,1,20/03/03,,,,,,,
a,6,S,T+,3,7,ar,1,20/03/03,,,,,,,
a,6,S,T+,5,1,ar,1,20/03/03,,,,,,,
a,6,S,T+,11,1,ar,1,20/03/03,,,,,,,
a,6,S,T+,13,7,ar,1,20/03/03,,,,,,,
a,6,S,T+,15,3,ar,1,20/03/03,,,,,,,
b,1,H,T,3,7,ar,1,21/03/03,,,,,,,
b,1,H,T,5,1,ar,1,21/03/03,,,,,,,
b,1,H,T,11,1,ar,1,21/03/03,,,,,,,
b,1,H,T,13,7,ar,1,21/03/03,,,,,,,
b,1,H,T,15,3,ar,1,21/03/03,,,,,,,
b,2,S,T+,3,7,ar,1,21/03/03,,,,,,,
b,2,S,T+,5,1,ar,1,21/03/03,,,,,,,
b,2,S,T+,11,1,ar,1,21/03/03,,,,,,,
b,2,S,T+,13,7,ar,1,21/03/03,,,,,,,
b,2,S,T+,15,3,ar,1,21/03/03,,,,,,,
b,3,S,T++,3,7,ar,1,21/03/03,,,,,,,
b,3,S,T++,5,1,ar,1,21/03/03,,,,,,,
b,3,S,T++,11,1,ar,1,21/03/03,,,,,,,
b,3,S,T++,13,7,ar,1,21/03/03,,,,,,,
b,3,S,T++,15,3,ar,1,21/03/03,,,,,,,
b,4,H,T+,3,7,ar,1,21/03/03,,,,,,,
b,4,H,T+,5,1,ar,1,21/03/03,,,,,,,
b,4,H,T+,11,1,ar,1,21/03/03,,,,,,,
b,4,H,T+,13,7,ar,1,21/03/03,,,,,,,
b,4,H,T+,15,3,ar,1,21/03/03,,,,,,,
b,5,S,T,3,7,ar,1,21/03/03,,,,,,,
b,5,S,T,5,1,ar,1,21/03/03,,,,,,,
b,5,S,T,11,1,ar,1,21/03/03,,,,,,,
b,5,S,T,13,7,ar,1,21/03/03,,,,,,,
b,5,S,T,15,3,ar,1,21/03/03,,,,,,,
b,6,H,T++,3,7,ar,1,21/03/03,,,,,,,
b,6,H,T++,5,1,ar,1,21/03/03,,,,,,,
b,6,H,T++,11,1,ar,1,21/03/03,,,,,,,
b,6,H,T++,13,7,ar,1,21/03/03,,,,,,,
b,6,H,T++,15,3,ar,1,21/03/03,,,,,,,
c,1,S,T,3,7,ar,1,25-Mar-03,,,,,,,
c,1,S,T,5,1,ar,1,25-Mar-03,,,,,,,
c,1,S,T,11,1,ar,1,25-Mar-03,,,,,,,
c,1,S,T,13,7,ar,1,25-Mar-03,,,,,,,
c,2,H,T++,3,7,ar,1,25-Mar-03,,,,,,,
c,2,H,T++,5,1,ar,1,25-Mar-03,,,,,,,
c,2,H,T++,13,7,ar,1,25-Mar-03,,,,,,,
c,2,H,T++,15,3,ar,1,25-Mar-03,,,,,,,
c,3,H,T,3,7,ar,1,25-Mar-03,,,,,,,
c,3,H,T,5,1,ar,1,25-Mar-03,,,,,,,
c,3,H,T,11,1,ar,1,25-Mar-03,,,,,,,
c,3,H,T,13,7,ar,1,25-Mar-03,,,,,,,
c,3,H,T,15,3,ar,1,25-Mar-03,,,,,,,
c,4,S,T++,3,7,ar,1,25-Mar-03,,,,,,,
c,4,S,T++,5,1,ar,1,25-Mar-03,,,,,,,
c,4,S,T++,11,1,ar,1,25-Mar-03,,,,,,,
c,4,S,T++,13,7,ar,1,25-Mar-03,,,,,,,
c,4,S,T++,15,3,ar,1,25-Mar-03,,,,,,,
c,5,H,T+,3,7,ar,1,25-Mar-03,,,,,,,
c,5,H,T+,5,1,ar,1,25-Mar-03,,,,,,,
c,5,H,T+,11,1,ar,1,25-Mar-03,,,,,,,
c,5,H,T+,13,7,ar,1,25-Mar-03,,,,,,,
c,5,H,T+,15,3,ar,1,25-Mar-03,,,,,,,
c,6,S,T+,3,7,ar,1,25-Mar-03,,,,,,,
c,6,S,T+,5,1,ar,1,25-Mar-03,,,,,,,
c,6,S,T+,11,1,ar,1,25-Mar-03,,,,,,,
c,6,S,T+,13,7,ar,1,25-Mar-03,,,,,,,
c,6,S,T+,15,3,ar,1,25-Mar-03,,,,,,,
d,1,S,T++,3,7,ar,1,26-Mar,,,,,,,
d,1,S,T++,11,1,ar,1,26-Mar,,,,,,,
d,1,S,T++,13,7,ar,1,26-Mar,15-Nov,,,,,,
d,2,S,T+,3,7,ar,1,26-Mar,,,,,,,
d,2,S,T+,5,1,ar,1,26-Mar,,,,,,,
d,2,S,T+,13,7,ar,1,26-Mar,,,,,,,
d,2,S,T+,15,3,ar,1,26-Mar,,,,,,,
d,3,H,T++,3,7,ar,1,26-Mar,,,,,,,
d,3,H,T++,5,1,ar,1,26-Mar,,,,,,,
d,3,H,T++,13,7,ar,1,26-Mar,,,,,,,
d,3,H,T++,15,3,ar,1,26-Mar,,,,,,,
d,4,S,T,3,7,ar,1,26-Mar,,,,,,,
d,4,S,T,5,1,ar,1,26-Mar,,,,,,,
d,4,S,T,13,7,ar,1,26-Mar,,,,,,,
d,4,S,T,15,3,ar,1,26-Mar,,,,,,,
d,5,H,T+,3,7,ar,1,26-Mar,,,,,,,
d,5,H,T+,5,1,ar,1,26-Mar,,,,,,,
d,5,H,T+,13,7,ar,1,26-Mar,,,,,,,
d,5,H,T+,15,3,ar,1,26-Mar,,,,,,,
d,6,H,T,3,7,ar,1,26-Mar,,,,,,,
d,6,H,T,5,1,ar,1,26-Mar,,,,,,,
d,6,H,T,13,7,ar,1,26-Mar,,,,,,,
d,6,H,T,15,3,ar,1,26-Mar,,,,,,,
e,1,H,T+,3,7,ar,1,27/03/03,,,,,,,
e,1,H,T+,5,1,ar,1,27/03/03,,,,,,,
e,1,H,T+,13,7,ar,1,27/03/03,,,,,,,
e,1,H,T+,15,3,ar,1,27/03/03,,,,,,,
e,2,H,T,3,7,ar,1,27/03/03,,,,,,,
e,2,H,T,5,1,ar,1,27/03/03,,,,,,,
e,2,H,T,13,7,ar,1,27/03/03,,,,,,,
e,2,H,T,15,3,ar,1,27/03/03,,,,,,,
e,3,H,T++,3,7,ar,1,27/03/03,,,,,,,
e,3,H,T++,5,1,ar,1,27/03/03,,,,,,,
e,3,H,T++,11,1,ar,1,27/03/03,,,,,,,
e,3,H,T++,13,7,ar,1,27/03/03,,,,,,,
e,3,H,T++,15,3,ar,1,27/03/03,,,,,,,
e,4,S,T++,3,7,ar,1,27/03/03,,,,,,,
e,4,S,T++,5,1,ar,1,27/03/03,,,,,,,
e,4,S,T++,13,7,ar,1,27/03/03,,,,,,,
e,4,S,T++,15,3,ar,1,27/03/03,,,,,,,
e,5,S,T+,1,2,ar,1,27/03/03,,,,,,,
e,5,S,T+,3,7,ar,1,27/03/03,,,,,,,
e,5,S,T+,13,7,ar,1,27/03/03,,,,,,,
e,5,S,T+,15,3,ar,1,27/03/03,,,,,,,
e,6,S,T,3,7,ar,1,27/03/03,,,,,,,
e,6,S,T,5,1,ar,1,27/03/03,,,,,,,
e,6,S,T,11,1,ar,1,27/03/03,,,,,,,
e,6,S,T,13,7,ar,1,27/03/03,,,,,,,
e,6,S,T,15,3,ar,1,27/03/03,,,,,,,
a,1,H,T+,1,2,ar,2,20/03/03,,,,,,,
a,1,H,T+,5,5,ar,2,20/03/03,,,,,,,
a,1,H,T+,8,6,ar,2,20/03/03,,,,,,,
a,2,S,T++,1,2,ar,2,20/03/03,,,,,,,
a,2,S,T++,5,5,ar,2,20/03/03,,,,,,,
a,2,S,T++,8,6,ar,2,20/03/03,,,,,,,
a,2,S,T++,10,2,ar,2,20/03/03,,,,,,,
a,3,S,T,1,2,ar,2,20/03/03,,,,,,,
a,3,S,T,5,5,ar,2,20/03/03,,,,,,,
a,3,S,T,8,6,ar,2,20/03/03,,,,,,,
a,3,S,T,10,2,ar,2,20/03/03,,,,,,,
a,4,H,T++,1,2,ar,2,20/03/03,,,,,,,
a,4,H,T++,5,5,ar,2,20/03/03,,,,,,,
a,4,H,T++,8,6,ar,2,20/03/03,,,,,,,
a,4,H,T++,10,2,ar,2,20/03/03,,,,,,,
a,5,H,T,1,2,ar,2,20/03/03,,,,,,,
a,5,H,T,5,5,ar,2,20/03/03,,,,,,,
a,5,H,T,8,6,ar,2,20/03/03,,,,,,,
a,5,H,T,10,2,ar,2,20/03/03,,,,,,,
a,6,S,T+,1,2,ar,2,20/03/03,,,,,,,
a,6,S,T+,5,5,ar,2,20/03/03,,,,,,,
a,6,S,T+,8,6,ar,2,20/03/03,,,,,,,
a,6,S,T+,10,2,ar,2,20/03/03,,,,,,,
b,1,H,T,1,2,ar,2,21/03/03,,,,,,,
b,1,H,T,5,5,ar,2,21/03/03,,,,,,,
b,1,H,T,8,6,ar,2,21/03/03,,,,,,,
b,1,H,T,10,2,ar,2,21/03/03,,,,,,,
b,2,S,T+,4,2,ar,2,21/03/03,,,,,,,
b,2,S,T+,5,5,ar,2,21/03/03,,,,,,,
b,2,S,T+,8,6,ar,2,21/03/03,,,,,,,
b,2,S,T+,12,4,ar,2,21/03/03,,,,,,,
b,3,S,T++,1,2,ar,2,21/03/03,,,,,,,
b,3,S,T++,5,5,ar,2,21/03/03,,,,,,,
b,3,S,T++,8,6,ar,2,21/03/03,,,,,,,
b,3,S,T++,10,2,ar,2,21/03/03,,,,,,,
b,4,H,T+,1,2,ar,2,21/03/03,,,,,,,
b,4,H,T+,5,5,ar,2,21/03/03,,,,,,,
