Block,Plot,humidity treatment,temperature treatment,species,population,sowing,transplanted following germination failure,9,55,65,85,95
d,6,H,T,lr,2,24-sept.,,3-Oct,30-Apr,18-May,14-Jun,6-Jun
d,6,H,T,lr,2,24-sept.,,3-Oct,26-Apr,20-May,15-Jun,6-Jun
e,1,H,T+,lr,2,23-oct.,r,,27-Apr,16-May,10-Jun,3-Jun
e,1,H,T+,lr,2,24-sept.,,,,,,
e,1,H,T+,lr,2,23-oct.,r,6-Nov,26-Apr,13-May,10-Jun,28-May
e,1,H,T+,lr,2,24-sept.,,3-Oct,27-Apr,17-May,10-Jun,26-May
e,2,H,T,lr,2,23-oct.,r,8-Nov,2-May,28-May,15-Jun,7-Jun
e,2,H,T,lr,2,24-sept.,,,,,,
e,2,H,T,lr,2,23-oct.,r,,2-May,22-May,14-Jun,4-Jun
e,2,H,T,lr,2,24-sept.,,22-Oct,28-Apr,17-May,14-Jun,28-May
e,3,H,T++,lr,2,24-sept.,,,,,,
e,3,H,T++,lr,2,24-sept.,,,,,,
e,3,H,T++,lr,2,23-oct.,r,8-Nov,27-Apr,15-May,9-Jun,26-May
e,3,H,T++,lr,2,24-sept.,,,,,,
e,4,S,T++,lr,2,24-sept.,,14-Oct,23-Apr,14-May,7-Jun,25-May
e,4,S,T++,lr,2,24-sept.,,7-Oct,,,,
e,4,S,T++,lr,2,23-oct.,r,,2-May,14-May,7-Jun,24-May
e,4,S,T++,lr,2,23-oct.,r,,21-Apr,,,
e,5,S,T+,lr,2,24-sept.,,3-Oct,3-May,18-May,5-Jun,3-Jun
e,5,S,T+,lr,2,24-sept.,,3-Oct,,,,
e,5,S,T+,lr,2,24-sept.,,22-Oct,28-Apr,12-May,10-Jun,28-May
e,5,S,T+,lr,2,23-oct.,r,16-Nov,11-May,19-May,10-Jun,3-Jun
e,6,S,T,lr,2,24-sept.,,3-Oct,28-May,7-Jun,,
e,6,S,T,lr,2,24-sept.,,,,,,
e,6,S,T,lr,2,23-oct.,r,4-Nov,3-May,28-May,10-Jun,6-Jun
e,6,S,T,lr,2,23-oct.,r,9-Nov,7-May,28-May,10-Jun,6-Jun
a,1,H,T+,lr,3,23-sept.,,,,,,
a,1,H,T+,lr,3,23-sept.,,29-Oct,26-Apr,27-May,,
a,1,H,T+,lr,3,23-sept.,,,,,,
a,1,H,T+,lr,3,23-sept.,,31-Oct,,,,
a,2,S,T++,lr,3,23-sept.,,14-Oct,,,,
a,2,S,T++,lr,3,23-sept.,,31-Oct,,,,
a,2,S,T++,lr,3,23-sept.,,4-Nov,,,,
a,2,S,T++,lr,3,23-sept.,,14-Oct,,,,
a,3,S,T,lr,3,23-sept.,,14-Oct,,,,
a,3,S,T,lr,3,23-sept.,,,,,,
a,3,S,T,lr,3,23-sept.,,4-Nov,,,,
a,3,S,T,lr,3,23-sept.,,3-Oct,27-Apr,,,
a,4,H,T++,lr,3,23-sept.,,,,,,
a,4,H,T++,lr,3,23-sept.,,,,,,
a,4,H,T++,lr,3,23-sept.,,20-Oct,,,,
a,4,H,T++,lr,3,23-sept.,,4-Oct,,,,
a,5,H,T,lr,3,23-sept.,,6-Nov,,,,
a,5,H,T,lr,3,23-sept.,,6-Oct,,,,
a,5,H,T,lr,3,23-sept.,,14-Oct,,,,
a,5,H,T,lr,3,23-sept.,,7-Oct,,,,
a,6,S,T+,lr,3,23-sept.,,,,,,
a,6,S,T+,lr,3,23-sept.,,9-Nov,,,,
a,6,S,T+,lr,3,23-sept.,,14-Oct,,,,
a,6,S,T+,lr,3,23-sept.,,7-Oct,,,,
b,1,H,T,lr,3,23-sept.,,,,,,
b,1,H,T,lr,3,23-sept.,,17-Oct,,,,
b,1,H,T,lr,3,23-sept.,,14-Oct,,,,
b,1,H,T,lr,3,23-sept.,,29-Oct,,,,
b,2,S,T+,lr,3,23-sept.,,,,,,
b,2,S,T+,lr,3,23-sept.,,24-Nov,,,,
b,2,S,T+,lr,3,23-sept.,,,,,,
b,2,S,T+,lr,3,23-sept.,,,,,,
b,3,S,T++,lr,3,23-sept.,,,,,,
b,3,S,T++,lr,3,23-sept.,,14-Oct,,,,
b,3,S,T++,lr,3,23-sept.,,1-Nov,,,,
b,3,S,T++,lr,3,23-sept.,,14-Oct,,,,
b,4,H,T+,lr,3,23-sept.,,,,,,
b,4,H,T+,lr,3,23-sept.,,14-Oct,,,,
b,4,H,T+,lr,3,23-sept.,,21-Nov,,,,
b,4,H,T+,lr,3,23-sept.,,,,,,
b,5,S,T,lr,3,23-sept.,,,,,,
b,5,S,T,lr,3,23-sept.,,20-Oct,,,,
b,5,S,T,lr,3,23-sept.,,14-Oct,,,,
b,5,S,T,lr,3,23-sept.,,,,,,
b,6,H,T++,lr,3,23-sept.,,,,,,
b,6,H,T++,lr,3,23-sept.,,14-Oct,,,,
b,6,H,T++,lr,3,22-oct.,r,9-Nov,,,,
b,6,H,T++,lr,3,23-sept.,,17-Oct,,,,
c,1,S,T,lr,3,23-sept.,,,,,,
c,1,S,T,lr,3,23-sept.,,9-Nov,,,,
c,1,S,T,lr,3,23-sept.,,31-Oct,,,,
c,1,S,T,lr,3,23-sept.,,6-Nov,,,,
c,2,H,T++,lr,3,23-sept.,,,,,,
c,2,H,T++,lr,3,23-sept.,,8-Nov,,,,
c,2,H,T++,lr,3,23-sept.,,30-Oct,,,,
c,2,H,T++,lr,3,23-sept.,,14-Oct,,,,
c,3,H,T,lr,3,23-sept.,,17-Oct,,,,
c,3,H,T,lr,3,23-sept.,,14-Oct,,,,
c,3,H,T,lr,3,23-sept.,,14-Nov,,,,
c,3,H,T,lr,3,23-sept.,,4-Oct,,,,
c,4,S,T++,lr,3,23-sept.,,,,,,
c,4,S,T++,lr,3,23-sept.,,4-Nov,,,,
c,4,S,T++,lr,3,23-sept.,,,,,,
c,4,S,T++,lr,3,23-sept.,,3-Nov,,,,
c,5,H,T+,lr,3,23-sept.,,,,,,
c,5,H,T+,lr,3,23-sept.,,17-Oct,,,,
c,5,H,T+,lr,3,23-sept.,,14-Oct,,,,
c,5,H,T+,lr,3,23-sept.,,4-Nov,,,,
c,6,S,T+,lr,3,23-sept.,,,,,,
c,6,S,T+,lr,3,23-sept.,,14-Oct,,,,
c,6,S,T+,lr,3,23-sept.,,4-Nov,,,,
c,6,S,T+,lr,3,23-sept.,,14-Oct,,,,
d,1,S,T++,lr,3,24-sept.,,,,,,
d,1,S,T++,lr,3,24-sept.,,22-Oct,,,,
d,1,S,T++,lr,3,24-sept.,,2-Nov,,,,
d,1,S,T++,lr,3,24-sept.,,12-Nov,,,,
d,2,S,T+,lr,3,24-sept.,,,,,,
d,2,S,T+,lr,3,24-sept.,,14-Oct,,,,
d,2,S,T+,lr,3,24-sept.,,1-Nov,,,,
d,2,S,T+,lr,3,24-sept.,,,,,,
d,3,H,T++,lr,3,24-sept.,,,,,,
d,3,H,T++,lr,3,24-sept.,,7-Nov,,,,
d,3,H,T++,lr,3,24-sept.,,,,,,
d,3,H,T++,lr,3,24-sept.,,,,,,
d,4,S,T,lr,3,24-sept.,,,,,,
d,4,S,T,lr,3,24-sept.,,14-Oct,,,,
d,4,S,T,lr,3,24-sept.,,14-Oct,,,,
d,4,S,T,lr,3,24-sept.,,7-Oct,,,,
d,5,H,T+,lr,3,24-sept.,,,,,,
d,5,H,T+,lr,3,24-sept.,,8-Nov,,,,
d,5,H,T+,lr,3,22-oct.,r,2-Nov,,,,
d,5,H,T+,lr,3,24-sept.,,4-Nov,,,,
d,6,H,T,lr,3,24-sept.,,,,,,
d,6,H,T,lr,3,24-sept.,,14-Oct,,,,
d,6,H,T,lr,3,24-sept.,,14-Oct,,,,
d,6,H,T,lr,3,24-sept.,,,,,,
e,1,H,T+,lr,3,24-sept.,,,,,,
e,1,H,T+,lr,3,24-sept.,,,,,,
e,1,H,T+,lr,3,24-sept.,,14-Oct,,,,
e,1,H,T+,lr,3,24-sept.,,6-Nov,,,,
e,2,H,T,lr,3,24-sept.,,,,,,
e,2,H,T,lr,3,24-sept.,,12-Nov,,,,
e,2,H,T,lr,3,24-sept.,,8-Nov,,,,
e,2,H,T,lr,3,24-sept.,,,,,,
e,3,H,T++,lr,3,24-sept.,,,,,,
e,3,H,T++,lr,3,24-sept.,,,,,,
e,3,H,T++,lr,3,24-sept.,,14-Nov,,,,
e,3,H,T++,lr,3,24-sept.,,7-Nov,,,,
e,4,S,T++,lr,3,24-sept.,,,,,,
e,4,S,T++,lr,3,24-sept.,,6-Nov,,,,
e,4,S,T++,lr,3,24-sept.,,14-Oct,,,,
e,4,S,T++,lr,3,24-sept.,,,,,,
e,5,S,T+,lr,3,24-sept.,,,,,,
e,5,S,T+,lr,3,24-sept.,,9-Nov,,,,
e,5,S,T+,lr,3,24-sept.,,14-Oct,,,,
e,5,S,T+,lr,3,24-sept.,,14-Oct,,,,
e,6,S,T,lr,3,24-sept.,,,,,,
e,6,S,T,lr,3,24-sept.,,14-Oct,,,,
e,6,S,T,lr,3,24-sept.,,22-Oct,,,,
e,6,S,T,lr,3,24-sept.,,14-Oct,,,,
a,1,H,T+,qi,1,,,3-May,,,,1-sept.
a,2,S,T++,qi,1,,,8-Apr,,,,
a,3,S,T,qi,1,,,3-May,,,,
a,4,H,T++,qi,1,,,13-Apr,,,,
a,5,H,T,qi,1,,,22-May,,,,
a,6,S,T+,qi,1,,,,,,,13-août
b,1,H,T,qi,1,,,,,,,10-sept.
b,2,S,T+,qi,1,,,13-Apr,,,,
b,3,S,T++,qi,1,,,,,,,
b,4,H,T+,qi,1,,,,,,,1-oct.
b,5,S,T,qi,1,,,27-Apr,,,,
b,6,H,T++,qi,1,,,,,,,20-juil.
c,1,S,T,qi,1,,,12-May,,,,
c,2,H,T++,qi,1,,,,,,,20-juil.
c,3,H,T,qi,1,,,18-May,,,,25-sept.
c,4,S,T++,qi,1,,,13-Apr,,,,
c,5,H,T+,qi,1,,,28-Apr,,,,30-juil.
c,6,S,T+,qi,1,,,18-May,,,,
d,1,S,T++,qi,1,,,10-Apr,,,,
d,2,S,T+,qi,1,,,14-Apr,,,,
d,3,H,T++,qi,1,,,,,,,
d,4,S,T,qi,1,,,6-May,,,,15-sept.
d,5,H,T+,qi,1,,,,,,,10-nov.
d,6,H,T,qi,1,,,19-May,,,,
e,1,H,T+,qi,1,,,24-Apr,,,,25-sept.
e,2,H,T,qi,1,,,28-Apr,,,,25-sept.
e,3,H,T++,qi,1,,,3-May,,,,
e,4,S,T++,qi,1,,,20-Mar,,,,
e,5,S,T+,qi,1,,,,,,,20-juil.
e,6,S,T,qi,1,,,,,,,
a,1,H,T+,qi,2,,,17-Apr,,,,
a,2,S,T++,qi,2,,,30-Jun,,,,15-oct.
a,3,S,T,qi,2,,,,,,,
a,4,H,T++,qi,2,,,,,,,15-sept.
a,5,H,T,qi,2,,,5-Apr,,,,1-oct.
a,6,S,T+,qi,2,,,,,,,15-sept.
b,1,H,T,qi,2,,,6-Jun,,,,1-sept.
b,2,S,T+,qi,2,,,1-Apr,,,,1-oct.
b,3,S,T++,qi,2,,,,,,,1-oct.
b,4,H,T+,qi,2,,,,,,,15-sept.
b,5,S,T,qi,2,,,13-Apr,,,,15-oct.
b,6,H,T++,qi,2,,,,,,,15-sept.
c,1,S,T,qi,2,,,23-Apr,,,,
c,2,H,T++,qi,2,,,,,,,8-sept.
c,3,H,T,qi,2,,,29-Apr,,,,25-sept.
c,4,S,T++,qi,2,,,,,,,25-juil.
c,5,H,T+,qi,2,,,30-Apr,,,,25-sept.
c,6,S,T+,qi,2,,,25-Apr,,,,25-sept.
d,1,S,T++,qi,2,,,,,,,1-oct.
d,2,S,T+,qi,2,,,,,,,29-juil.
d,3,H,T++,qi,2,,,,,,,
d,4,S,T,qi,2,,,,,,,10-oct.
d,5,H,T+,qi,2,,,,,,,1-oct.
d,6,H,T,qi,2,,,,,,,1-oct.
e,1,H,T+,qi,2,,,,,,,10-sept.
e,2,H,T,qi,2,,,,,,,18-sept.
e,3,H,T++,qi,2,,,13-May,,,,15-sept.
e,4,S,T++,qi,2,,,,,,,15-oct.
e,5,S,T+,qi,2,,,,,,,
e,6,S,T,qi,2,,,,,,,
a,1,H,T+,qi,3,,,21-Apr,,,,1-oct.
a,2,S,T++,qi,3,,,3-May,,,,
a,3,S,T,qi,3,,,5-May,,,,
a,4,H,T++,qi,3,,,,,,,
a,5,H,T,qi,3,,,27-Apr,,,,
a,6,S,T+,qi,3,,,,,,,27-juil.
b,1,H,T,qi,3,,,14-May,,,,
b,2,S,T+,qi,3,,,14-May,,,,1-oct.
b,3,S,T++,qi,3,,,,,,,
b,4,H,T+,qi,3,,,,,,,
b,5,S,T,qi,3,,,16-Apr,,,,
b,6,H,T++,qi,3,,,,,,,
c,1,S,T,qi,3,,,17-May,,,,20-sept.
c,2,H,T++,qi,3,,,,,,,19-juil.
c,3,H,T,qi,3,,,8-May,,,,30-juil.
c,4,S,T++,qi,3,,,25-Apr,,,,
c,5,H,T+,qi,3,,,10-May,,,,20-oct.
c,6,S,T+,qi,3,,,12-May,,,,15-sept.
d,1,S,T++,qi,3,,,,,,,
d,2,S,T+,qi,3,,,,,,,27-juil.
d,3,H,T++,qi,3,,,6-May,,,,10-nov.
d,4,S,T,qi,3,,,13-May,,,,1-oct.
d,5,H,T+,qi,3,,,6-May,,,,1-août
d,6,H,T,qi,3,,,17-May,,,,25-sept.
e,1,H,T+,qi,3,,,,,,,5-août
e,2,H,T,qi,3,,,30-Apr,,,,28-août
e,3,H,T++,qi,3,,,10-Apr,,,,5-sept.
e,4,S,T++,qi,3,,,,,,,10-août
e,5,S,T+,qi,3,,,,,,,22-juil.
e,6,S,T,qi,3,,,,,,,28-juil.
a,1,H,T+,qp,1,,,23-May,,,,
a,2,S,T++,qp,1,,,,,,,
a,3,S,T,qp,1,,,20-Apr,,,,1-oct.
a,4,H,T++,qp,1,,,,,,,
a,5,H,T,qp,1,,,23-Apr,,,,15-juil.
a,6,S,T+,qp,1,,,15-Apr,,,,20-juil.
b,1,H,T,qp,1,,,27-Apr,,,,12-août
b,2,S,T+,qp,1,,,20-Apr,,,,25-oct.
b,3,S,T++,qp,1,,,20-Mar,,,,10-déc.
b,4,H,T+,qp,1,,,19-Apr,,,,20-oct.
b,5,S,T,qp,1,,,,,,,
b,6,H,T++,qp,1,,,,,,,
c,1,S,T,qp,1,,,20-Apr,,,,1-nov.
c,2,H,T++,qp,1,,,,,,,
c,3,H,T,qp,1,,,18-Apr,,,,28-juil.
c,4,S,T++,qp,1,,,18-Apr,,,,25-juil.
c,5,H,T+,qp,1,,,5-Apr,,,,5-sept.
c,6,S,T+,qp,1,,,17-Apr,,,,15-sept.
d,1,S,T++,qp,1,,,,,,,
d,2,S,T+,qp,1,,,19-Apr,,,,20-sept.
d,3,H,T++,qp,1,,,,,,,
d,4,S,T,qp,1,,,20-Apr,,,,
d,5,H,T+,qp,1,,,10-Apr,,,,28-sept.
d,6,H,T,qp,1,,,24-Apr,,,,8-sept.
e,1,H,T+,qp,1,,,21-Apr,,,,25-sept.
e,2,H,T,qp,1,,,24-Apr,,,,10-sept.
e,3,H,T++,qp,1,,,,,,,
e,4,S,T++,qp,1,,,9-Apr,,,,15-août
e,5,S,T+,qp,1,,,,,,,
e,6,S,T,qp,1,,,21-Apr,,,,3-août
a,1,H,T+,qp,2,,,1-Apr,,,,20-nov.
a,2,S,T++,qp,2,,,23-Mar,,,,
a,3,S,T,qp,2,,,14-Apr,,,,25-nov.
a,4,H,T++,qp,2,,,25-Mar,,,,10-oct.
a,5,H,T,qp,2,,,21-Apr,,,,20-nov.
a,6,S,T+,qp,2,,,9-Apr,,,,18-nov.
b,1,H,T,qp,2,,,21-Apr,,,,28-nov.
b,2,S,T+,qp,2,,,10-Apr,,,,28-oct.
b,3,S,T++,qp,2,,,23-Mar,,,,20-nov.
b,4,H,T+,qp,2,,,19-Apr,,,,2-nov.
b,5,S,T,qp,2,,,18-Apr,,,,15-déc.
b,6,H,T++,qp,2,,,5-Apr,,,,1-nov.
c,1,S,T,qp,2,,,18-May,,,,12-nov.
c,2,H,T++,qp,2,,,10-Apr,,,,1-nov.
c,3,H,T,qp,2,,,10-Apr,,,,22-nov.
c,4,S,T++,qp,2,,,29-Mar,,,,25-déc.
c,5,H,T+,qp,2,,,5-Apr,,,,25-sept.
c,6,S,T+,qp,2,,,8-Apr,,,,25-oct.
d,1,S,T++,qp,2,,,1-Apr,,,,10-janv.
d,2,S,T+,qp,2,,,5-Apr,,,,15-nov.
d,3,H,T++,qp,2,,,30-Mar,,,,15-janv.
d,4,S,T,qp,2,,,14-Apr,,,,5-sept.
d,5,H,T+,qp,2,,,10-Apr,,,,5-nov.
d,6,H,T,qp,2,,,13-Apr,,,,15-oct.
e,1,H,T+,qp,2,,,,,,,
e,2,H,T,qp,2,,,24-Apr,,,,15-nov.
e,3,H,T++,qp,2,,,,,,,
e,4,S,T++,qp,2,,,9-Apr,,,,15-nov.
e,5,S,T+,qp,2,,,6-Apr,,,,17-oct.
e,6,S,T,qp,2,,,10-Apr,,,,10-oct.
a,1,H,T+,qp,3,,,,,,,
a,2,S,T++,qp,3,,,13-Apr,,,,
a,3,S,T,qp,3,,,,,,,
a,4,H,T++,qp,3,,,,,,,
a,5,H,T,qp,3,,,,,,,
a,6,S,T+,qp,3,,,,,,,
b,1,H,T,qp,3,,,,,,,
b,2,S,T+,qp,3,,,,,,,
b,3,S,T++,qp,3,,,,,,,
b,4,H,T+,qp,3,,,,,,,
b,5,S,T,qp,3,,,,,,,
b,6,H,T++,qp,3,,,,,,,
c,1,S,T,qp,3,,,,,,,
c,2,H,T++,qp,3,,,,,,,
c,3,H,T,qp,3,,,,,,,
c,4,S,T++,qp,3,,,,,,,
c,5,H,T+,qp,3,,,,,,,
c,6,S,T+,qp,3,,,,,,,
d,1,S,T++,qp,3,,,,,,,
d,2,S,T+,qp,3,,,,,,,
d,3,H,T++,qp,3,,,,,,,
d,4,S,T,qp,3,,,6-Apr,,,,6-nov.
d,5,H,T+,qp,3,,,,,,,
d,6,H,T,qp,3,,,,,,,
e,1,H,T+,qp,3,,,,,,,
e,2,H,T,qp,3,,,,,,,
e,3,H,T++,qp,3,,,,,,,
e,4,S,T++,qp,3,,,,,,,
e,5,S,T+,qp,3,,,,,,,
e,6,S,T,qp,3,,,,,,,
a,1,H,T+,qr,1,,,,,,,
a,2,S,T++,qr,1,,,,,,,
a,3,S,T,qr,1,,,18-Apr,,,,15-sept.
a,4,H,T++,qr,1,,,,,,,
a,5,H,T,qr,1,,,13-Apr,,,,5-août
a,6,S,T+,qr,1,,,13-Apr,,,,20-juil.
b,1,H,T,qr,1,,,27-Apr,,,,28-août
b,2,S,T+,qr,1,,,,,,,
b,3,S,T++,qr,1,,,5-Apr,,,,10-sept.
b,4,H,T+,qr,1,,,8-Apr,,,,25-sept.
b,5,S,T,qr,1,,,17-Apr,,,,10-sept.
b,6,H,T++,qr,1,,,,,,,
c,1,S,T,qr,1,,,13-Apr,,,,1-oct.
c,2,H,T++,qr,1,,,30-Mar,,,,25-juil.
c,3,H,T,qr,1,,,9-Apr,,,,5-sept.
c,4,S,T++,qr,1,,,,,,,
c,5,H,T+,qr,1,,,5-Apr,,,,25-sept.
c,6,S,T+,qr,1,,,,,,,
d,1,S,T++,qr,1,,,6-Apr,,,,1-oct.
d,2,S,T+,qr,1,,,,,,,
d,3,H,T++,qr,1,,,1-Apr,,,,20-août
d,4,S,T,qr,1,,,15-Apr,,,,10-sept.
d,5,H,T+,qr,1,,,13-Apr,,,,3-août
d,6,H,T,qr,1,,,14-Apr,,,,9-juin
e,1,H,T+,qr,1,,,9-Apr,,,,5-sept.
e,2,H,T,qr,1,,,25-Apr,,,,15-sept.
e,3,H,T++,qr,1,,,6-Apr,,,,25-sept.
e,4,S,T++,qr,1,,,10-May,,,,26-juil.
e,5,S,T+,qr,1,,,,,,,
e,6,S,T,qr,1,,,20-Apr,,,,25-juil.
a,1,H,T+,qr,2,,,15-Apr,,,,16-juil.
a,2,S,T++,qr,2,,,,,,,
a,3,S,T,qr,2,,,15-Apr,,,,25-sept.
a,4,H,T++,qr,2,,,,,,,
a,5,H,T,qr,2,,,21-Apr,,,,15-juil.
a,6,S,T+,qr,2,,,13-Apr,,,,2-nov.
b,1,H,T,qr,2,,,20-Apr,,,,8-août
b,2,S,T+,qr,2,,,5-Apr,,,,15-sept.
b,3,S,T++,qr,2,,,,,,,
b,4,H,T+,qr,2,,,21-Apr,,,,15-oct.
b,5,S,T,qr,2,,,19-Apr,,,,10-sept.
b,6,H,T++,qr,2,,,13-Apr,,,,23-août
c,1,S,T,qr,2,,,13-Apr,,,,25-sept.
c,2,H,T++,qr,2,,,,,,,
c,3,H,T,qr,2,,,10-Apr,,,,20-août
c,4,S,T++,qr,2,,,30-Mar,,,,28-juil.
c,5,H,T+,qr,2,,,13-Apr,,,,2-sept.
c,6,S,T+,qr,2,,,8-Apr,,,,10-sept.
d,1,S,T++,qr,2,,,9-Apr,,,,20-juil.
d,2,S,T+,qr,2,,,15-Apr,,,,30-juil.
d,3,H,T++,qr,2,,,3-Apr,,,,20-juil.
d,4,S,T,qr,2,,,13-Apr,,,,1-sept.
d,5,H,T+,qr,2,,,6-Apr,,,,7-août
d,6,H,T,qr,2,,,15-Apr,,,,6-août
e,1,H,T+,qr,2,,,10-Apr,,,,5-sept.
e,2,H,T,qr,2,,,15-Apr,,,,10-sept.
e,3,H,T++,qr,2,,,1-Apr,,,,25-juil.
e,4,S,T++,qr,2,,,6-Apr,,,,20-juil.
e,5,S,T+,qr,2,,,,,,,
e,6,S,T,qr,2,,,18-Apr,,,,5-sept.
a,1,H,T+,qr,3,,,,,,,
a,2,S,T++,qr,3,,,8-Apr,,,,
a,3,S,T,qr,3,,,,,,,
a,4,H,T++,qr,3,,,,,,,
a,5,H,T,qr,3,,,21-Apr,,,,1-oct.
a,6,S,T+,qr,3,,,,,,,
b,1,H,T,qr,3,,,,,,,
b,2,S,T+,qr,3,,,5-Apr,,,,11-août
b,3,S,T++,qr,3,,,,,,,
b,4,H,T+,qr,3,,,12-Apr,,,,
b,5,S,T,qr,3,,,13-Apr,,,,10-sept.
b,6,H,T++,qr,3,,,,,,,
c,1,S,T,qr,3,,,,,,,
c,2,H,T++,qr,3,,,9-Apr,,,,16-juil.
c,3,H,T,qr,3,,,18-Apr,,,,5-août
c,4,S,T++,qr,3,,,,,,,
c,5,H,T+,qr,3,,,,,,,
c,6,S,T+,qr,3,,,,,,,
d,1,S,T++,qr,3,,,,,,,
d,2,S,T+,qr,3,,,,,,,
d,3,H,T++,qr,3,,,9-Apr,,,,15-juil.
d,4,S,T,qr,3,,,,,,,15-oct.
d,5,H,T+,qr,3,,,6-Apr,,,,
d,6,H,T,qr,3,,,,,,,19-août
e,1,H,T+,qr,3,,,9-Apr,,,,15-oct.
e,2,H,T,qr,3,,,15-Apr,,,,15-sept.
e,3,H,T++,qr,3,,,31-Mar,,,,25-sept.
e,4,S,T++,qr,3,,,1-Apr,,,,15-oct.
e,5,S,T+,qr,3,,,11-Apr,,,,1-oct.
e,6,S,T,qr,3,,,11-Apr,,,,1-nov.
a,1,H,T+,sp,1,,,3-Mar,9-Jun,14-Jun,28-Jun,
a,1,H,T+,sp,1,,,12-Mar,5-Jun,10-Jun,28-Jun,
a,1,H,T+,sp,1,,,1-Mar,18-May,20-May,6-Jun,
a,1,H,T+,sp,1,,,3-Mar,17-Jun,22-Jun,,
a,2,S,T++,sp,1,,,1-Mar,17-May,20-May,6-Jun,
a,2,S,T++,sp,1,,,1-Mar,6-May,13-May,6-Jun,
a,2,S,T++,sp,1,,,1-Mar,7-May,14-May,4-Jun,
a,2,S,T++,sp,1,,,1-Mar,6-May,,,
a,3,S,T,sp,1,,,23-Mar,,26-Jun,21-Jul,
a,3,S,T,sp,1,,,23-Mar,13-Jul,17-Jul,13-Aug,
a,3,S,T,sp,1,,,25-Mar,7-Jun,10-Jun,21-Jun,
a,3,S,T,sp,1,,,4-Mar,,28-Jun,14-Jul,
a,4,H,T++,sp,1,,,1-Mar,17-May,20-May,14-Jun,
a,4,H,T++,sp,1,,,3-Mar,,1-Jun,24-Jun,
a,4,H,T++,sp,1,,,1-Mar,27-May,1-Jun,16-Jun,
a,4,H,T++,sp,1,,,1-Mar,19-May,23-May,4-Jun,
a,5,H,T,sp,1,,,23-Mar,1-Jul,5-Jul,30-Jul,
a,5,H,T,sp,1,,,5-Mar,14-Jul,17-Jul,5-Aug,
a,5,H,T,sp,1,,,23-Mar,,5-Aug,,
a,5,H,T,sp,1,,,23-Mar,27-Jun,1-Jul,22-Jul,
a,6,S,T+,sp,1,,,23-Mar,9-Jun,15-Jun,,
a,6,S,T+,sp,1,,,3-Mar,,14-Jun,9-Jul,
a,6,S,T+,sp,1,,,1-Mar,7-Jun,10-Jun,21-Jun,
a,6,S,T+,sp,1,,,12-Mar,27-May,3-Jun,14-Jun,
b,1,H,T,sp,1,,,23-Mar,,28-Jun,,
b,1,H,T,sp,1,,,24-Mar,28-Jun,,7-Jul,
b,1,H,T,sp,1,,,25-Mar,9-Jun,14-Jun,5-Jul,
b,1,H,T,sp,1,,,23-Mar,23-Jun,29-Jun,20-Jul,
b,2,S,T+,sp,1,,,10-Mar,20-Jul,,,
b,2,S,T+,sp,1,,,23-Mar,,19-Aug,1-Sep,
b,2,S,T+,sp,1,,,1-Mar,,6-Jun,14-Jun,
b,2,S,T+,sp,1,,,1-Mar,24-May,28-May,14-Jun,
b,2,S,T+,sp,1,,,1-Mar,10-May,17-May,14-Jun,
b,3,S,T++,sp,1,,,1-Mar,19-May,28-May,16-Jun,
b,3,S,T++,sp,1,,,1-Mar,,1-Jun,18-Jun,
b,3,S,T++,sp,1,,,1-Mar,14-May,18-May,6-Jun,
b,3,S,T++,sp,1,,,1-Mar,6-May,13-May,6-Jun,
b,4,H,T+,sp,1,,,23-Mar,,28-Jun,,
b,4,H,T+,sp,1,,,23-Mar,,5-Aug,,
b,4,H,T+,sp,1,,,1-Mar,28-May,1-Jun,26-Jun,
b,4,H,T+,sp,1,,,1-Mar,14-May,18-May,4-Jun,
b,5,S,T,sp,1,,,23-Mar,,21-Jul,26-Aug,
b,5,S,T,sp,1,,,29-Mar,,1-Jun,,
b,5,S,T,sp,1,,,23-Mar,12-Aug,22-Aug,3-Sep,
b,5,S,T,sp,1,,,23-Mar,17-Jun,24-Jun,12-Jul,
b,6,H,T++,sp,1,,,1-Mar,20-May,26-May,22-Jun,
b,6,H,T++,sp,1,,,8-Mar,20-Jul,1-Aug,19-Aug,
b,6,H,T++,sp,1,,,1-Mar,,28-May,22-Jun,
b,6,H,T++,sp,1,,,1-Mar,5-May,7-May,6-Jun,
c,1,S,T,sp,1,,,22-Mar,,22-Jun,14-Jul,
c,1,S,T,sp,1,,,22-Mar,21-Jul,26-Jul,,
c,1,S,T,sp,1,,,20-Mar,,1-Jul,16-Jul,
c,1,S,T,sp,1,,,12-Mar,5-Aug,,,
c,2,H,T++,sp,1,,,,,,,
c,2,H,T++,sp,1,,,9-Mar,20-May,25-May,24-Jun,
c,2,H,T++,sp,1,,,27-Feb,10-May,13-May,6-Jun,
c,2,H,T++,sp,1,,,27-Feb,18-May,25-May,6-Jun,
c,3,H,T,sp,1,,,19-Mar,,1-Jul,20-Jul,
c,3,H,T,sp,1,,,21-Mar,20-Jul,28-Jul,11-Aug,
c,3,H,T,sp,1,,,10-Mar,3-Aug,,,
c,3,H,T,sp,1,,,13-Mar,10-Jul,,,
c,4,S,T++,sp,1,,,1-Mar,12-May,17-May,6-Jun,
c,4,S,T++,sp,1,,,1-Mar,25-May,31-May,17-Jun,
c,4,S,T++,sp,1,,,27-Feb,17-May,19-May,10-Jun,
