,site,genus,species,event,year,doy,GDD0,GDD5,ChillDaysOND,plt
20602,concord,Asclepias,syriaca,ffd,1851.0,183.0,,,,
20603,concord,Bartonia,virginica,ffd,1851.0,220.0,,,,
20604,concord,Cichorium,intybus,ffd,1851.0,190.0,,,,
20605,concord,Epigaea,repens,ffd,1851.0,115.0,,,,
20606,concord,Fragaria,virginiana,ffd,1851.0,134.0,,,,
20607,concord,Aureolaria,flava,ffd,1851.0,241.0,,,,
20608,concord,Gerardia,paupercula,ffd,1851.0,227.0,,,,
20609,concord,Glechoma,hederacea,ffd,1851.0,145.0,,,,
20610,concord,Hieracium,scabrum,ffd,1851.0,202.0,,,,
20611,concord,Hieracium,venosum,ffd,1851.0,166.0,,,,
20612,concord,Houstonia,caerulea,ffd,1851.0,115.0,,,,
20613,concord,Kalmia,angustifolia,ffd,1851.0,166.0,,,,
20614,concord,Kalmia,latifolia,ffd,1851.0,184.0,,,,
20615,concord,Lindera,benzoin,ffd,1851.0,121.0,,,,
20616,concord,Linnaea,borealis,ffd,1851.0,160.0,,,,
20617,concord,Lysimachia,ciliata,ffd,1851.0,197.0,,,,
20618,concord,Malus,malus,ffd,1851.0,138.0,,,,
20619,concord,Megalodonta,beckii,ffd,1851.0,244.0,,,,
20620,concord,Monotropa,uniflora,ffd,1851.0,203.0,,,,
20621,concord,Nuphar,variegata,ffd,1851.0,121.0,,,,
20622,concord,Phytolacca,americana,ffd,1851.0,187.0,,,,
20623,concord,Polygala,pauciflora,ffd,1851.0,139.0,,,,
20624,concord,Prunella,vulgaris,ffd,1851.0,166.0,,,,
20625,concord,Ranunculus,bulbosus,ffd,1851.0,148.0,,,,
20626,concord,Ranunculus,fascicularis,ffd,1851.0,112.0,,,,
20627,concord,Rosa,carolina,ffd,1851.0,166.0,,,,
20628,concord,Saxifraga,virginiensis,ffd,1851.0,112.0,,,,
20629,concord,Senecio,aureus,ffd,1851.0,145.0,,,,
20630,concord,Silene,caroliniana,ffd,1851.0,145.0,,,,
20631,concord,Spiraea,tomentosa,ffd,1851.0,216.0,,,,
20632,concord,Symplocarpus,foetidus,ffd,1851.0,44.0,,,,
20633,concord,Triosteum,aurantiacum,ffd,1851.0,165.0,,,,
20634,concord,Utricularia,inflata,ffd,1851.0,243.0,,,,
20635,concord,Viburnum,recognitum,ffd,1851.0,165.0,,,,
20636,concord,Viola,sagittata,ffd,1851.0,115.0,,,,
20637,concord,Achillea,millefolium,ffd,1852.0,162.0,,,,
20638,concord,Actaea,rubra,ffd,1852.0,151.0,,,,
20639,concord,Aegopodium,podagraria,ffd,1852.0,188.0,,,,
20640,concord,Alisma,triviale,ffd,1852.0,202.0,,,,
20641,concord,Ambrosia,artemisiifolia,ffd,1852.0,221.0,,,,
20642,concord,Amelanchier,canadensis,ffd,1852.0,130.0,,,,
20643,concord,Anaphalis,margaritacea,ffd,1852.0,199.0,,,,
20644,concord,Anemone,quinquefolia,ffd,1852.0,127.0,,,,
20645,concord,Anemone,virginiana,ffd,1852.0,181.0,,,,
20646,concord,Anemonella,thalictroides,ffd,1852.0,126.0,,,,
20647,concord,Angelica,atropurpurea,ffd,1852.0,176.0,,,,
20648,concord,Anthemis,cotula,ffd,1852.0,177.0,,,,
20649,concord,Apios,americana,ffd,1852.0,229.0,,,,
20650,concord,Apocynum,androsaemifolium,ffd,1852.0,171.0,,,,
20651,concord,Aquilegia,canadensis,ffd,1852.0,127.0,,,,
20652,concord,Aralia,hispida,ffd,1852.0,171.0,,,,
20653,concord,Aralia,nudicaulis,ffd,1852.0,146.0,,,,
20654,concord,Arctium,minus,ffd,1852.0,199.0,,,,
20655,concord,Arctostaphylos,uva-ursi,ffd,1852.0,135.0,,,,
20656,concord,Arenaria,lateriflora,ffd,1852.0,158.0,,,,
20657,concord,Arethusa,bulbosa,ffd,1852.0,151.0,,,,
20658,concord,Arisaema,atrorubens,ffd,1852.0,137.0,,,,
20659,concord,Asclepias,incarnata,ffd,1852.0,187.0,,,,
20660,concord,Asclepias,syriaca,ffd,1852.0,187.0,,,,
20661,concord,Aster,divaricatus,ffd,1852.0,224.0,,,,
20662,concord,Aster,dumosus,ffd,1852.0,209.0,,,,
20663,concord,Aster,linariifolius,ffd,1852.0,211.0,,,,
20664,concord,Aster,macrophyllus,ffd,1852.0,204.0,,,,
20665,concord,Aster,puniceus,ffd,1852.0,265.0,,,,
20666,concord,Aster,radula,ffd,1852.0,210.0,,,,
20667,concord,Aster,simplex,ffd,1852.0,235.0,,,,
20668,concord,Aster,umbellatus,ffd,1852.0,221.0,,,,
20669,concord,Baptisia,tinctoria,ffd,1852.0,187.0,,,,
20670,concord,Bartonia,virginica,ffd,1852.0,221.0,,,,
20671,concord,Berberis,vulgaris,ffd,1852.0,150.0,,,,
20672,concord,Bidens,connata,ffd,1852.0,233.0,,,,
20673,concord,Bidens,frondosa,ffd,1852.0,234.0,,,,
20674,concord,Bidens,laevis,ffd,1852.0,241.0,,,,
20675,concord,Boehmeria,cylindrica,ffd,1852.0,202.0,,,,
20676,concord,Brasenia,schreberi,ffd,1852.0,200.0,,,,
20677,concord,Calopogon,pulchellus,ffd,1852.0,176.0,,,,
20678,concord,Caltha,palustris,ffd,1852.0,116.0,,,,
20679,concord,Campanula,aparinoides,ffd,1852.0,187.0,,,,
20680,concord,Cannabis,sativa,ffd,1852.0,224.0,,,,
20681,concord,Capsella,bursa-pastoris,ffd,1852.0,117.0,,,,
20682,concord,Cardamine,pensylvanica,ffd,1852.0,137.0,,,,
20683,concord,Ceanothus,americanus,ffd,1852.0,185.0,,,,
20684,concord,Celastrus,scandens,ffd,1852.0,167.0,,,,
20685,concord,Cephalanthus,occidentalis,ffd,1852.0,198.0,,,,
20686,concord,Cerastium,vulgatum,ffd,1852.0,148.0,,,,
20687,concord,Chamaedaphne,calyculata,ffd,1852.0,127.0,,,,
20688,concord,Chelidonium,majus,ffd,1852.0,145.0,,,,
20689,concord,Chelone,glabra,ffd,1852.0,214.0,,,,
20690,concord,Chenopodium,album,ffd,1852.0,198.0,,,,
20691,concord,Cichorium,intybus,ffd,1852.0,195.0,,,,
20692,concord,Cicuta,bulbifera,ffd,1852.0,203.0,,,,
20693,concord,Cicuta,maculata,ffd,1852.0,187.0,,,,
