,site,genus,species,event,year,doy,GDD0,GDD5,ChillDaysOND,plt
14632,konza,Ulmus,rubra,ffd,2015.0,67.0,,,,
14633,konza,Ulmus,pumila,ffd,2015.0,71.0,,,,
14634,konza,Ulmus,americana,ffd,2015.0,71.0,,,,
14635,konza,Juniperus,virginiana,ffd,2015.0,73.0,,,,
14636,konza,Lomatium,foeniculaceum,ffd,2015.0,75.0,,,,
14637,konza,Chorispora,tenella,ffd,2015.0,77.0,,,,
14638,konza,Astragalus,crassicarpus,ffd,2015.0,80.0,,,,
14639,konza,Draba,cuneifolia,ffd,2015.0,94.0,,,,
14640,konza,Draba,reptans,ffd,2015.0,94.0,,,,
14641,konza,Viola,rafinesquii,ffd,2015.0,96.0,,,,
14642,konza,Androsace,occidentalis,ffd,2015.0,94.0,,,,
14643,konza,Carex,meadii,ffd,2015.0,96.0,,,,
14644,konza,Carex,inops,ffd,2015.0,83.0,,,,
14645,konza,Cercis,canadensis,ffd,2015.0,94.0,,,,
14646,konza,Antennaria,neglecta,ffd,2015.0,87.0,,,,
14647,konza,Hedyotis,crassifolia,ffd,2015.0,97.0,,,,
14648,konza,Prunus,americana,ffd,2015.0,91.0,,,,
14649,konza,Prunus,angustifolius,ffd,2015.0,96.0,,,,
14650,konza,Zanthoxylum,americanum,ffd,2015.0,99.0,,,,
14651,konza,Viola,pratincola,ffd,2015.0,94.0,,,,
14652,konza,Corydalis,micrantha,ffd,2015.0,103.0,,,,
14653,konza,Fragaria,virginiana,ffd,2015.0,101.0,,,,
14654,konza,Packera,plattensis,ffd,2015.0,108.0,,,,
14655,konza,Acer,negundo,ffd,2015.0,97.0,,,,
14656,konza,Celtis,occidentalis,ffd,2015.0,97.0,,,,
14657,konza,Populus,deltoides,ffd,2015.0,97.0,,,,
14658,konza,Alliaria,petiolata,ffd,2015.0,104.0,,,,
14659,konza,Ribes,missouriense,ffd,2015.0,97.0,,,,
14660,konza,Quercus,muehlenbergii,ffd,2015.0,100.0,,,,
14661,konza,Phlox,divaricata,ffd,2015.0,96.0,,,,
14662,konza,Viola,pedatifida,ffd,2015.0,97.0,,,,
