,site,genus,species,event,year,doy,GDD0,GDD5,ChillDaysOND,plt
32713,washdc,Abutilon,theophrasti,ffd,1995.0,149.0,1526.3813537597673,924.4367797851578,7.0,
32714,washdc,Acer,negundo,ffd,1985.0,90.0,461.96812133789155,208.20449218749985,17.0,
32715,washdc,Acer,negundo,ffd,1986.0,92.0,511.07454833984343,236.80601806640703,21.0,
32716,washdc,Acer,negundo,ffd,1987.0,95.0,438.9867370605469,153.9338500976569,23.0,
32717,washdc,Acer,negundo,ffd,1988.0,95.0,507.7734863281244,223.14475708007672,19.0,
32718,washdc,Acer,negundo,ffd,1989.0,94.0,553.8903015136757,240.84699096679788,24.0,
32719,washdc,Acer,negundo,ffd,1990.0,91.0,746.1005676269508,363.0711791992174,38.0,
32720,washdc,Acer,negundo,ffd,1991.0,91.0,595.9858886718766,247.0863891601615,14.0,
32721,washdc,Acer,negundo,ffd,1992.0,82.0,436.58511962891066,165.5498840332059,19.0,
32722,washdc,Acer,negundo,ffd,1993.0,102.0,531.4081054687479,198.07068481445214,23.0,
32723,washdc,Acer,negundo,ffd,1994.0,86.0,373.8725158691416,128.95911865234376,26.0,
32724,washdc,Acer,negundo,ffd,1995.0,85.0,516.2954711914057,234.35089721679606,7.0,
32725,washdc,Acer,negundo,ffd,1996.0,98.0,496.1754699707035,210.3244018554699,34.0,
32726,washdc,Acer,negundo,ffd,1997.0,82.0,452.9292175292973,187.38762817382997,26.0,
32727,washdc,Acer,negundo,ffd,1998.0,88.0,591.8908447265671,240.9330078125023,24.0,
32728,washdc,Acer,negundo,ffd,1999.0,94.0,543.0677001953147,214.6366027832052,16.0,
32729,washdc,Acer,negundo,ffd,2000.0,73.0,387.21232299804603,177.95014038085765,18.0,
32730,washdc,Acer,negundo,ffd,2001.0,92.0,439.56041259765766,148.034649658205,32.0,
32731,washdc,Acer,negundo,ffd,2002.0,83.0,508.6225341796868,207.10084228515393,12.0,
32732,washdc,Acer,negundo,ffd,2003.0,91.0,369.3527770996134,160.09949340820577,30.0,
32733,washdc,Acer,negundo,ffd,2004.0,88.0,422.4358581542996,169.7052978515648,23.0,
32734,washdc,Acer,negundo,ffd,2005.0,94.0,503.15153198242376,207.88422851562513,19.0,
32735,washdc,Acer,negundo,ffd,2006.0,85.0,520.777716064458,192.53951416016014,32.0,
32736,washdc,Acer,negundo,ffd,2007.0,88.0,491.5298645019548,231.83667602539208,12.0,
32737,washdc,Acer,palmatum,ffd,1985.0,104.0,626.751239013674,305.18250122070424,17.0,
32738,washdc,Acer,palmatum,ffd,1986.0,103.0,647.9385864257827,318.6700561523464,21.0,
32739,washdc,Acer,palmatum,ffd,1988.0,108.0,648.7171020507806,299.0883728027329,19.0,
32740,washdc,Acer,palmatum,ffd,1989.0,99.0,606.5166442871127,268.473333740235,24.0,
32741,washdc,Acer,palmatum,ffd,1990.0,91.0,746.1005676269508,363.0711791992174,38.0,
32742,washdc,Acer,palmatum,ffd,1991.0,97.0,669.6517761230488,290.7522766113336,14.0,
32743,washdc,Acer,palmatum,ffd,1992.0,110.0,727.4003173828182,321.4284851074255,19.0,
32744,washdc,Acer,palmatum,ffd,1994.0,100.0,557.763146972657,242.84974975585908,26.0,
32745,washdc,Acer,palmatum,ffd,1995.0,100.0,683.610443115234,326.6658691406244,7.0,
32746,washdc,Acer,palmatum,ffd,1996.0,105.0,581.7343872070305,260.883319091797,34.0,
32747,washdc,Acer,palmatum,ffd,1998.0,95.0,695.7657409668016,309.80790405273655,24.0,
32748,washdc,Acer,palmatum,ffd,1999.0,101.0,630.8258972167989,267.39479980468934,16.0,
32749,washdc,Acer,palmatum,ffd,2000.0,93.0,589.6837890624984,284.35588378905993,18.0,
32750,washdc,Acer,palmatum,ffd,2001.0,101.0,569.988000488283,233.46223754883027,32.0,
32751,washdc,Acer,palmatum,ffd,2002.0,104.0,761.2200622558582,354.7313354492163,12.0,
32752,washdc,Acer,palmatum,ffd,2003.0,103.0,506.04798583984865,236.79470214844105,30.0,
32753,washdc,Acer,palmatum,ffd,2004.0,95.0,488.5993286132838,200.868768310549,23.0,
32754,washdc,Acer,palmatum,ffd,2005.0,114.0,776.5393798828154,381.27207641601666,19.0,
32755,washdc,Acer,pensylvanicum,ffd,1985.0,111.0,751.846533203128,395.27779541015843,17.0,
32756,washdc,Acer,pensylvanicum,ffd,1989.0,121.0,893.4941406250053,445.4508300781275,24.0,
32757,washdc,Acer,pensylvanicum,ffd,1994.0,108.0,694.3395751953141,339.42617797851636,26.0,
32758,washdc,Acer,pensylvanicum,ffd,1995.0,110.0,833.7150268554683,426.77045288085867,7.0,
32759,washdc,Acer,pensylvanicum,ffd,1996.0,126.0,930.5673889160139,504.71632080078035,34.0,
32760,washdc,Acer,pensylvanicum,ffd,1997.0,104.0,693.1764587402348,319.80282592773534,26.0,
32761,washdc,Acer,pensylvanicum,ffd,1998.0,116.0,985.0536987304747,494.09586181641,24.0,
32762,washdc,Acer,pensylvanicum,ffd,1999.0,129.0,1006.8122375488283,503.3811401367189,16.0,
32763,washdc,Acer,pensylvanicum,ffd,2000.0,121.0,944.651330566404,499.32342529296557,18.0,
32764,washdc,Acer,pensylvanicum,ffd,2001.0,119.0,823.2374633789084,396.71170043945574,32.0,
32765,washdc,Acer,pensylvanicum,ffd,2003.0,118.0,708.027752685552,363.7744689941444,30.0,
32766,washdc,Acer,platanoides,ffd,1985.0,90.0,461.96812133789155,208.20449218749985,17.0,
32767,washdc,Acer,platanoides,ffd,1986.0,93.0,523.2271606445315,243.95863037109507,21.0,
32768,washdc,Acer,platanoides,ffd,1987.0,91.0,403.2318176269528,138.17893066406282,23.0,
32769,washdc,Acer,platanoides,ffd,1988.0,92.0,457.8919128417964,188.2631835937487,19.0,
32770,washdc,Acer,platanoides,ffd,1989.0,92.0,522.7377563476596,219.6944458007818,24.0,
32771,washdc,Acer,platanoides,ffd,1990.0,78.0,628.9609985351556,309.5947082519533,38.0,
32772,washdc,Acer,platanoides,ffd,1991.0,97.0,669.6517761230488,290.7522766113336,14.0,
32773,washdc,Acer,platanoides,ffd,1992.0,102.0,614.5914672851621,248.61963500976935,19.0,
32774,washdc,Acer,platanoides,ffd,1993.0,101.0,519.3627319335919,191.02531127929615,23.0,
32775,washdc,Acer,platanoides,ffd,1994.0,97.0,519.0771911621109,219.16379394531305,26.0,
32776,washdc,Acer,platanoides,ffd,1995.0,96.0,622.1013122558589,285.1567382812493,7.0,
32777,washdc,Acer,platanoides,ffd,1996.0,97.0,488.9641723632815,208.11310424804788,34.0,
32778,washdc,Acer,platanoides,ffd,1998.0,88.0,591.8908447265671,240.9330078125023,24.0,
32779,washdc,Acer,platanoides,ffd,1999.0,108.0,706.5491210937519,308.11802368164246,16.0,
32780,washdc,Acer,platanoides,ffd,2000.0,100.0,678.6661071777335,338.33820190429515,18.0,
32781,washdc,Acer,platanoides,ffd,2002.0,102.0,724.3907287597652,327.9020019531233,12.0,
32782,washdc,Acer,platanoides,ffd,2003.0,103.0,506.04798583984865,236.79470214844105,30.0,
32783,washdc,Acer,platanoides,ffd,2004.0,107.0,617.6770141601592,270.82662353515923,23.0,
32784,washdc,Acer,platanoides,ffd,2007.0,90.0,512.2148193359388,242.5216308593761,12.0,
32785,washdc,Acer,rubrum,ffd,1985.0,63.0,197.28664550781394,67.35825195312538,17.0,
32786,washdc,Acer,rubrum,ffd,1986.0,75.0,328.498468017576,127.37379150390564,21.0,
32787,washdc,Acer,rubrum,ffd,1987.0,67.0,201.34053955078332,41.620593261720444,23.0,
32788,washdc,Acer,rubrum,ffd,1988.0,66.0,224.24879150390484,67.1880126953103,19.0,
32789,washdc,Acer,rubrum,ffd,1989.0,24.0,98.06039428711159,18.114520263672205,24.0,
32790,washdc,Acer,rubrum,ffd,1990.0,43.0,298.408184814453,113.99926147460974,38.0,
32791,washdc,Acer,rubrum,ffd,1991.0,55.0,277.31551513672105,88.06742553711393,14.0,
32792,washdc,Acer,rubrum,ffd,1992.0,62.0,289.78249511719025,90.85762939453264,19.0,
32793,washdc,Acer,rubrum,ffd,1993.0,69.0,266.5438476562503,68.26322631836064,23.0,
32794,washdc,Acer,rubrum,ffd,1994.0,74.0,270.62297973632826,80.22221069335848,26.0,
32795,washdc,Acer,rubrum,ffd,1995.0,70.0,349.77853393554733,142.8339599609377,7.0,
32796,washdc,Acer,rubrum,ffd,1996.0,68.0,256.4674804687509,103.04520874023547,34.0,
32797,washdc,Acer,rubrum,ffd,1997.0,62.0,313.8782226562489,136.55968017578164,26.0,
32798,washdc,Acer,rubrum,ffd,1998.0,40.0,222.876715087893,78.32203369140638,24.0,
32799,washdc,Acer,rubrum,ffd,1999.0,45.0,226.3944702148437,74.68851318359344,16.0,
32800,washdc,Acer,rubrum,ffd,2000.0,52.0,169.3984558105455,62.61560058593517,18.0,
32801,washdc,Acer,rubrum,ffd,2001.0,63.0,244.32861328125102,73.81735229492358,32.0,
32802,washdc,Acer,rubrum,ffd,2002.0,37.0,189.6824890136728,69.02536010742028,12.0,
32803,washdc,Acer,rubrum,ffd,2003.0,73.0,157.63459472656388,35.00526123046933,30.0,
32804,washdc,Acer,rubrum,ffd,2004.0,68.0,271.6272949218761,105.08911132812545,23.0,
32805,washdc,Acer,rubrum,ffd,2005.0,79.0,340.1500671386734,119.88276367187478,19.0,
32806,washdc,Acer,rubrum,ffd,2006.0,43.0,256.4693298339859,94.66806030273659,32.0,
32807,washdc,Acer,rubrum,ffd,2007.0,2.0,21.234423828125045,11.234423828125045,12.0,
32808,washdc,Acer,saccharinum,ffd,1985.0,56.0,151.15305175781265,50.40436401367117,17.0,
32809,washdc,Acer,saccharinum,ffd,1986.0,75.0,328.498468017576,127.37379150390564,21.0,
32810,washdc,Acer,saccharinum,ffd,1987.0,61.0,161.34707641601716,26.747442626954353,23.0,
32811,washdc,Acer,saccharinum,ffd,1988.0,52.0,160.7168762207005,48.11974487304525,19.0,
32812,washdc,Acer,saccharinum,ffd,1989.0,52.0,240.04302368164497,76.55383300781341,24.0,
32813,washdc,Acer,saccharinum,ffd,1990.0,42.0,292.898364257812,113.4894409179687,38.0,
32814,washdc,Acer,saccharinum,ffd,1991.0,97.0,669.6517761230488,290.7522766113336,14.0,
32815,washdc,Acer,saccharinum,ffd,1992.0,55.0,245.39365234375202,76.98533935546948,19.0,
32816,washdc,Acer,saccharinum,ffd,1993.0,67.0,256.78803100585924,67.3924438476576,23.0,
32817,washdc,Acer,saccharinum,ffd,1994.0,73.0,260.93936157226625,75.53859252929647,26.0,
32818,washdc,Acer,saccharinum,ffd,1995.0,58.0,254.3006042480481,96.67949218750056,7.0,
32819,washdc,Acer,saccharinum,ffd,1996.0,57.0,186.07730102539176,67.0154846191424,34.0,
32820,washdc,Acer,saccharinum,ffd,1997.0,54.0,224.84686889648265,84.9940490722654,26.0,
32821,washdc,Acer,saccharinum,ffd,1998.0,53.0,311.60710449219033,112.67683715820363,24.0,
32822,washdc,Acer,saccharinum,ffd,1999.0,45.0,226.3944702148437,74.68851318359344,16.0,
32823,washdc,Acer,saccharinum,ffd,2000.0,51.0,167.02962646484247,62.61560058593517,18.0,
32824,washdc,Acer,saccharinum,ffd,2001.0,43.0,134.88694458007865,37.95881958007931,32.0,
32825,washdc,Acer,saccharinum,ffd,2002.0,34.0,185.29816284179776,69.02536010742028,12.0,
32826,washdc,Acer,saccharinum,ffd,2003.0,73.0,157.63459472656388,35.00526123046933,30.0,
32827,washdc,Acer,saccharinum,ffd,2004.0,65.0,234.82814941406406,83.2899658203134,23.0,
32828,washdc,Acer,saccharinum,ffd,2005.0,45.0,199.2520690917978,82.14838256835952,19.0,
32829,washdc,Acer,saccharinum,ffd,2006.0,36.0,243.84653320312577,94.66806030273659,32.0,
32830,washdc,Acer,saccharum,ffd,1985.0,90.0,461.96812133789155,208.20449218749985,17.0,
32831,washdc,Acer,saccharum,ffd,1986.0,93.0,523.2271606445315,243.95863037109507,21.0,
32832,washdc,Acer,saccharum,ffd,1987.0,91.0,403.2318176269528,138.17893066406282,23.0,
32833,washdc,Acer,saccharum,ffd,1988.0,97.0,540.3185791015615,245.6898498535137,19.0,
32834,washdc,Acer,saccharum,ffd,1989.0,95.0,570.6060852050816,252.56277465820386,24.0,
32835,washdc,Acer,saccharum,ffd,1992.0,97.0,539.598974609381,198.62714233398822,19.0,
32836,washdc,Acer,saccharum,ffd,1993.0,105.0,572.087103271482,223.74968261718624,23.0,
32837,washdc,Acer,saccharum,ffd,1994.0,94.0,472.8258972167988,187.912500000001,26.0,
32838,washdc,Acer,saccharum,ffd,1995.0,92.0,584.8511230468737,267.90654907226417,7.0,
32839,washdc,Acer,saccharum,ffd,1996.0,105.0,581.7343872070305,260.883319091797,34.0,
32840,washdc,Acer,saccharum,ffd,1997.0,89.0,529.4527954101566,230.09227294922005,26.0,
32841,washdc,Acer,saccharum,ffd,1998.0,88.0,591.8908447265671,240.9330078125023,24.0,
32842,washdc,Acer,saccharum,ffd,1999.0,101.0,630.8258972167989,267.39479980468934,16.0,
32843,washdc,Acer,saccharum,ffd,2000.0,79.0,437.4037231445301,202.07581787109166,18.0,
32844,washdc,Acer,saccharum,ffd,2002.0,91.0,602.3615600585929,260.8398681640601,12.0,
32845,washdc,Acer,saccharum,ffd,2003.0,91.0,369.3527770996134,160.09949340820577,30.0,
32846,washdc,Acer,saccharum,ffd,2005.0,109.0,696.0424011230491,325.7750976562505,19.0,
32847,washdc,Achillea,millefolium,ffd,1985.0,133.0,1165.9427429199245,699.3740051269548,17.0,
32848,washdc,Achillea,millefolium,ffd,1986.0,138.0,1215.7902404785166,711.5217102050801,21.0,
32849,washdc,Achillea,millefolium,ffd,1987.0,144.0,1204.2670166015628,674.214129638673,23.0,
32850,washdc,Achillea,millefolium,ffd,1988.0,144.0,1203.8858276367184,674.2570983886706,19.0,
32851,washdc,Achillea,millefolium,ffd,1989.0,150.0,1401.637243652351,808.5939331054733,24.0,
32852,washdc,Achillea,millefolium,ffd,1990.0,134.0,1366.4392639160192,768.4098754882857,38.0,
32853,washdc,Achillea,millefolium,ffd,1991.0,132.0,1235.7170227050826,681.8175231933674,14.0,
32854,washdc,Achillea,millefolium,ffd,1992.0,153.0,1420.0332336425845,799.0614013671916,19.0,
32855,washdc,Achillea,millefolium,ffd,1993.0,151.0,1377.7357788085933,799.3983581542976,23.0,
32856,washdc,Achillea,millefolium,ffd,1994.0,142.0,1273.4308288574239,748.5174316406262,26.0,
32857,washdc,Achillea,millefolium,ffd,1995.0,22.0,148.43436279297055,68.98878173828234,7.0,
32858,washdc,Achillea,millefolium,ffd,1996.0,141.0,1194.4196228027322,693.5685546874986,34.0,
32859,washdc,Achillea,millefolium,ffd,1997.0,121.0,901.0361877441392,442.6625549316397,26.0,
32860,washdc,Achillea,millefolium,ffd,1998.0,123.0,1095.3741821289132,569.4163452148482,24.0,
32861,washdc,Achillea,millefolium,ffd,1999.0,143.0,1267.2860290527346,693.8549316406251,16.0,
32862,washdc,Achillea,millefolium,ffd,2000.0,133.0,1170.403332519527,665.0754272460888,18.0,
32863,washdc,Achillea,millefolium,ffd,2001.0,141.0,1199.494348144534,662.9685852050811,32.0,
