,site,genus,species,event,year,doy,GDD0,GDD5,ChillDaysOND,plt
205983,uwm,Acer,saccharum,bbd,2000.0,126.0,431.88945312500266,158.83064575195488,43.0,
205984,uwm,Betula,alleghaniensis,bbd,2000.0,128.0,460.8027404785177,177.74393310546992,43.0,
205985,uwm,Betula,papyrifera,bbd,2000.0,123.0,387.25275268554964,129.19394531250185,43.0,
205986,uwm,Carpinus,caroliniana,bbd,2000.0,126.0,431.88945312500266,158.83064575195488,43.0,
205987,uwm,Carya,cordiformis,bbd,2000.0,126.0,431.88945312500266,158.83064575195488,43.0,
205988,uwm,Carya,ovata,bbd,2000.0,126.0,431.88945312500266,158.83064575195488,43.0,
205989,uwm,Cornus,alternifolia,bbd,2000.0,124.0,402.96978759765864,139.91098022461085,43.0,
205990,uwm,Cornus,racemosa,bbd,2000.0,122.0,374.9670532226586,121.90824584961081,43.0,
205991,uwm,Cornus,sericea,bbd,2000.0,121.0,360.6237976074246,112.56499023437681,43.0,
205992,uwm,Crataegus,,bbd,2000.0,126.0,431.88945312500266,158.83064575195488,43.0,
205993,uwm,Dirca,palustris,bbd,2000.0,117.0,325.36878662109655,97.30997924804876,43.0,
205994,uwm,Fagus,grandifolia,bbd,2000.0,126.0,431.88945312500266,158.83064575195488,43.0,
205995,uwm,Fraxinus,americana,bbd,2000.0,129.0,478.99066162109574,190.93185424804796,43.0,
205996,uwm,Fraxinus,nigra,bbd,2000.0,131.0,506.09807128906476,208.03926391601698,43.0,
205997,uwm,Hamamelis,virginiana,bbd,2000.0,126.0,431.88945312500266,158.83064575195488,43.0,
205998,uwm,Ilex,verticillata,bbd,2000.0,130.0,493.0636230468767,200.00481567382894,43.0,
205999,uwm,Larix,laricina,bbd,2000.0,112.0,279.4189270019565,76.3601196289087,43.0,
206000,uwm,Ostrya,virginiana,bbd,2000.0,125.0,415.7553955078146,147.69658813476684,43.0,
206001,uwm,Populus,tremuloides,bbd,2000.0,126.0,431.88945312500266,158.83064575195488,43.0,
206002,uwm,Prunus,serotina,bbd,2000.0,117.0,325.36878662109655,97.30997924804876,43.0,
206003,uwm,Quercus,rubra,bbd,2000.0,126.0,431.88945312500266,158.83064575195488,43.0,
206004,uwm,Tilia,americana,bbd,2000.0,126.0,431.88945312500266,158.83064575195488,43.0,
206005,uwm,Ulmus,americana,bbd,2000.0,128.0,460.8027404785177,177.74393310546992,43.0,
206006,uwm,Viburnum,lentago,bbd,2000.0,108.0,244.51895751953435,61.46015014648657,43.0,
206007,uwm,Viburnum,,bbd,2000.0,126.0,431.88945312500266,158.83064575195488,43.0,
206008,uwm,Acer,saccharum,bbd,2001.0,124.0,373.3439941406294,177.66992187500182,56.0,
206009,uwm,Amelanchier,,bbd,2001.0,118.0,292.80515136719123,127.13107910156367,56.0,
206010,uwm,Betula,alleghaniensis,bbd,2001.0,127.0,410.38853149414444,199.7144592285169,56.0,
206011,uwm,Betula,papyrifera,bbd,2001.0,121.0,336.2631103515663,155.58903808593874,56.0,
206012,uwm,Carpinus,caroliniana,bbd,2001.0,122.0,348.5184448242223,162.84437255859473,56.0,
206013,uwm,Carya,cordiformis,bbd,2001.0,122.0,348.5184448242223,162.84437255859473,56.0,
206014,uwm,Carya,ovata,bbd,2001.0,131.0,471.62703247070647,240.9529602050789,56.0,
206015,uwm,Cornus,alternifolia,bbd,2001.0,122.0,348.5184448242223,162.84437255859473,56.0,
206016,uwm,Cornus,racemosa,bbd,2001.0,121.0,336.2631103515663,155.58903808593874,56.0,
206017,uwm,Cornus,sericea,bbd,2001.0,122.0,348.5184448242223,162.84437255859473,56.0,
206018,uwm,Crataegus,,bbd,2001.0,124.0,373.3439941406294,177.66992187500182,56.0,
206019,uwm,Dirca,palustris,bbd,2001.0,113.0,228.170050048831,87.49597778320344,56.0,
206020,uwm,Fagus,grandifolia,bbd,2001.0,123.0,362.0401977539103,171.36612548828276,56.0,
206021,uwm,Fraxinus,americana,bbd,2001.0,127.0,410.38853149414444,199.7144592285169,56.0,
206022,uwm,Fraxinus,nigra,bbd,2001.0,132.0,481.7911804199255,246.11710815429797,56.0,
206023,uwm,Hamamelis,virginiana,bbd,2001.0,129.0,439.03512573242546,218.3610534667979,56.0,
206024,uwm,Larix,laricina,bbd,2001.0,119.0,306.97348022461324,136.29940795898568,56.0,
206025,uwm,Ostrya,virginiana,bbd,2001.0,122.0,348.5184448242223,162.84437255859473,56.0,
206026,uwm,Populus,tremuloides,bbd,2001.0,119.0,306.97348022461324,136.29940795898568,56.0,
206027,uwm,Prunus,serotina,bbd,2001.0,118.0,292.80515136719123,127.13107910156367,56.0,
206028,uwm,Quercus,rubra,bbd,2001.0,122.0,348.5184448242223,162.84437255859473,56.0,
206029,uwm,Tilia,americana,bbd,2001.0,122.0,348.5184448242223,162.84437255859473,56.0,
206030,uwm,Ulmus,americana,bbd,2001.0,126.0,397.1010009765664,191.42692871093885,56.0,
206031,uwm,Viburnum,lentago,bbd,2001.0,111.0,201.83055419922198,71.15648193359442,56.0,
