times,year,month,day,JD,JD2009,dayFraction,G01Q,G02Q,G03Q,G04Q,G05Q,G06Q,G07Q,G08Q,G09Q,G10Q,G11Q,G12Q,S01Q,S02Q,S03Q,S04Q,S05Q,S06Q,S07Q,S08Q,S09Q,S10Q,S11Q,S12Q
877.917,2011,5,28,512,877,0.917,0,0,0,0,0,NA,0,0.127272727,0,0,0,0,1.258,0,0.14,1.1155,0,0.277,0,0,0,0,0,0
877.958,2011,5,28,512,877,0.958,0.127272727,0,1.042,0,0,0,0,0,0,0,0,0,0.545,0,NA,NA,0,1.677,0,0,1.677,0,0,0
878,2011,5,29,513,878,0,0.254090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.277,0,0,0.1375,0,0,0
878.0417,2011,5,29,513,878,0.0417,NA,0,1.168818182,0,0,0,0.127272727,NA,0,0,0,1.042,0,0,0,0,0,0.55,0,0.841,0.841,0,0,0
878.0833,2011,5,29,513,878,0.0833,0.127272727,0,0.254090909,0,0,0,0,NA,0,0,0,0.508181818,0,0,0,NA,0,0,0,0.1375,0.1375,0,0,0
878.125,2011,5,29,513,878,0.125,0.126818182,0,0,0,1.168818182,0,0.127272727,0,0,0,0,0.254090909,0,0,NA,0,0,0.275,0,0,0,0,0,0
878.167,2011,5,29,513,878,0.167,0,0,0,0,0,0,1.168818182,NA,0,0,0.127272727,1.042,0.981,0,NA,0,0,0.0025,0,0.2795,0.2795,0,0,0
878.208,2011,5,29,513,878,0.208,0,0,0.127272727,0,0,0,0,0,0,0,1.168818182,0.127272727,0.417,0,0.28,0.14,0,0.2795,0,0,0,0,0,0
878.25,2011,5,29,513,878,0.25,8.817727273,14.66636364,13.49409091,9.988181818,3.507,15.17090909,13.49454545,13.87727273,4.803090909,10.11545455,11.15863636,8.817727273,2.2415,2.1015,1.964,2.1015,2.1015,1.962,2.1015,1.822,1.822,2.1015,2.943,1.4005
878.292,2011,5,29,513,878,0.292,18.19545455,26.96727273,25.54181818,21.04636364,6.454909091,32.02272727,26.33090909,29.04909091,9.300909091,21.42818182,23.09818182,18.06818182,6.998,4.336,5.175,4.8955,4.7555,4.616,5.035,4.336,4.476,4.8955,6.293,4.618
878.333,2011,5,29,513,878,0.333,42.21,71.76818182,66.61090909,50.6,14.59090909,78.85454545,65.56727273,70.09363636,21.30090909,52.27454545,55.63,42.59181818,13.57,9.095,10.63,10.63,10.77,9.795,11.895,10.075,10.495,11.33,14.975,10.495
878.375,2011,5,29,513,878,0.375,48.63636364,78.58,74.11636364,54.91909091,17.76818182,87.10363636,72.06363636,77.44363636,22.39090909,57.63727273,61.37454545,45.92272727,16.495,10.485,13.14,13.56,12.58,12.305,13.975,11.32,11.6,13.98,18.03,12.58
878.417,2011,5,29,513,878,0.417,140.9727273,231.5090909,211.6181818,175.5545455,50.95181818,335.6636364,270.8,342.6636364,77.34545455,216.1818182,198.4545455,209.5727273,52.755,30.09,64.48,38.91,37.785,38.205,58.48,37.785,33.87,47.57,50.105,35.83
878.458,2011,5,29,513,878,0.458,320.6454545,442.5909091,375.0727273,344.0363636,86.91818182,681.5909091,478.7727273,667.8545455,140.4363636,458.4363636,312.8090909,348.2727273,105.5,73.32,70.515,96.65,156.65,159.05,77.09,79.045,75.15,69.945,128.15,67.995
878.5,2011,5,29,513,878,0.5,858,1206.454545,1054.136364,522.4363636,115.9636364,612.9272727,658.1636364,1259.818182,199.9,854.0909091,337.4454545,789.8636364,256,96.385,440.75,83.315,86.7,94.65,154.9,230.96,304.9,118.2,119.35,118.8
878.542,2011,5,29,513,878,0.542,1393.363636,602.2727273,1634.454545,760.1272727,134.5818182,1105.436364,1530.818182,1754,184,1262.090909,1021.5,1118.545455,293.4,123,194.17,195.3,101.65,109.6,142.05,182.8,123.95,358.75,130.25,101.4
878.583,2011,5,29,513,878,0.583,1408,914.4545455,1207.818182,586.8363636,143.8363636,1637.363636,1596.272727,542.4636364,129.5545455,1236.363636,338.3818182,560.2727273,116.4,150.5,149.05,144.05,210.9,85.51,131.55,125.55,118.95,737.2,121.15,140.25
878.625,2011,5,29,513,878,0.625,1049.272727,383.6454545,519.4636364,1120.636364,94.89090909,1197,1183.272727,333.2,93.17454545,915.4545455,875.5909091,239.5818182,92.74,106.95,74.655,71.245,77.4,56.97,128.1,60.325,85.65,268.1,77.79,65.7
878.667,2011,5,29,513,878,0.667,1055,840,455.8545455,1067.727273,106.8272727,496.2454545,305.2727273,373.5545455,164.8181818,874.7272727,205.9272727,136.4909091,64.7,108.945,63.305,67.655,59.38,120.4,166.7,147.15,219.05,124.04,86.67,73.86
878.708,2011,5,29,513,878,0.708,551.6818182,362.6909091,408.2636364,412.6454545,72.38909091,278.2909091,184.1090909,107.9545455,46.39727273,313.8272727,104.7909091,80.64,48.44,28.185,31.125,86.715,40.345,35.535,56.065,58.415,92.63,35.72,63.55,52.355
878.75,2011,5,29,513,878,0.75,113.6436364,119.5545455,106.1909091,106.6818182,36.23454545,111.4909091,82.86909091,71.29272727,27.28909091,88.73454545,68.37454545,50.31181818,23.47,15.785,18.995,27.96,20.26,14.11,21.79,21.37,19.41,21.23,30.25,19.655
878.792,2011,5,29,513,878,0.792,51.70545455,79.44,73.51,63.42,21.92727273,74.80363636,57.14727273,53.28272727,21.67272727,57.65636364,53.41,35.34727273,16.07,10.195,12.155,12.43,12.705,10.48,15.225,14.25,12.295,13.835,16.62,11.035
878.833,2011,5,29,513,878,0.833,13.84909091,21.01272727,19.87181818,17.04636364,5.765818182,22.56545455,18.21727273,17.96272727,6.274909091,15.37636364,16.16,12.45363636,6.132,3.9015,6.1395,5.0195,4.1785,4.742,5.0135,4.4555,4.458,5.0135,5.5735,4.041
878.875,2011,5,29,513,878,0.875,0.381363636,0.508181818,0.635454545,0.635454545,0.127272727,0.762272727,1.398,1.398,0.381363636,0.508181818,0.635454545,0.254090909,1.2555,NA,1.6725,0,0.277,0,0.277,0.277,0.27,0.277,0.277,0.1375
878.917,2011,5,29,513,878,0.917,0,0,0,0,0,0,0,0,1.296090909,0,0,0,0.829,0,1.3975,0.841,0,3.354,0,0,1.677,0,0.275,0.14
878.958,2011,5,29,513,878,0.958,1.042,0,0.254090909,0,0,0,1.042,0,0.28,0,NA,0,0,0,0.1375,1.118,0,0,0,0,0.277,0,0,0.14
879,2011,5,30,514,879,0,0,0,0.127272727,0,0,1.042,0,1.296090909,0,0,0,0,NA,0,0.554,0.55,0,0.841,0,0.841,0.14,0,0,0
879.0417,2011,5,30,514,879,0.0417,1.042,0,1.168818182,0,0,0,1.168818182,0,0.127272727,0,0,0,0.142,0,0,0,0,0,0,0.1375,0,0,0,0
879.0833,2011,5,30,514,879,0.0833,1.042,0,0,0,0,0.127272727,0,0,0,0,0,0,1.677,0,0,0,0,0,0,0.14,NA,0,0,0
879.125,2011,5,30,514,879,0.125,0,0,0,0,0,NA,0,0.127272727,1.677,0,0.127272727,0.254090909,0.1375,0,0,0,0,0,0,0.14,0.142,0,0,0
879.167,2011,5,30,514,879,0.167,0,0,NA,0,0,0.127272727,0,0,1.041545455,0,0,0,0.9805,NA,0,NA,0,0,0,0,0,0,0,0
879.208,2011,5,30,514,879,0.208,0.914727273,1.042,0.127272727,0,0,0,1.168818182,0,0,0,0,0,0.8385,0,0.14,0.142,0,0.2795,0,0.2795,0,0,0,0
879.25,2011,5,30,514,879,0.25,16.18909091,29.27727273,26.68090909,18.90727273,5.438090909,36.54181818,30.97727273,33.56909091,9.453181818,18.90727273,30.46818182,23.32636364,6.4395,3.5015,4.482,5.185,4.482,4.342,4.482,2.9425,2.9425,4.482,5.6045,3.5015
879.292,2011,5,30,514,879,0.292,32.78090909,53.16090909,49.93272727,36.26363636,11.23090909,64.36636364,52.62636364,57.78363636,15.85363636,39.99545455,45.26,35.32181818,10.62,6.572,8.39,8.53,8.53,7.9715,8.67,7.9735,7.9735,9.37,11.885,8.395
879.333,2011,5,30,514,879,0.333,28.23545455,46.27818182,44.59818182,31.84,9.276363636,55.57454545,45.38727273,48.48727273,14.05636364,35.32181818,38.42272727,28.10818182,9.225,6.4305,7.405,7.969,7.127,5.5845,7.405,6.8475,6.8475,7.685,10.76,7.127
879.375,2011,5,30,514,879,0.375,36.08454545,64.92454545,60.78545455,43.85818182,10.09,72.57272727,60.27636364,62.71545455,20.30272727,44.87636364,53.41909091,39.05727273,11.19,8.115,9.5115,8.672,9.5115,9.3765,9.5115,8.3945,9.5115,9.6515,13.85,9.5115
879.417,2011,5,30,514,879,0.417,143.8727273,242.9636364,224.0363636,185.3909091,34.45454545,295.6545455,238.3545455,262.7818182,74.97727273,182.2636364,195.2727273,160.7818182,38.355,26.175,31.355,31.635,29.955,28.695,31.075,26.315,27.57,31.215,45.215,28.975
879.458,2011,5,30,514,879,0.458,354.0090909,487.1636364,448.3181818,372.2818182,77.83181818,679.1,507.9454545,647.3818182,149.2636364,456.0363636,372.2181818,371.5818182,94.85,83.93,72.035,77.205,118.7,95.15,78.315,88.565,77.65,74.27,117.05,71.49
879.5,2011,5,30,514,879,0.5,574.6636364,698.4636364,682.2090909,422.3454545,118.6363636,733.8272727,551.8818182,755.1181818,163.3272727,571.8636364,390.8727273,436.8818182,152.2,79.405,160.7,81.055,93.3,96.7,162.9,90.4,176.95,107.1,131.1,166.4
879.542,2011,5,30,514,879,0.542,812.0909091,585.4454545,970,379.6090909,98.71818182,1020.818182,985.6363636,1077.545455,150.8,789.7454545,494.2727273,666.0545455,248.5,84.265,100.23,137.85,99.8,93.16,121.095,75.965,89.715,135.35,108.8,98.435
879.583,2011,5,30,514,879,0.583,1273.545455,764.8909091,1414.636364,447.8454545,105,1475.181818,1457.272727,485.5,115.0454545,1110.181818,252.3454545,414.4545455,95.75,90.415,111.85,92.575,167.55,72.525,84.3,108.35,119.595,697.15,88.455,113.55
879.625,2011,5,30,514,879,0.625,1153.636364,362.1636364,574.2363636,1043.090909,101.0090909,1243.909091,1272.909091,395.3,139.0454545,967.6363636,722.3181818,203.7727273,107.4,198.405,75.655,59.53,68.98,45.795,200.45,58.765,93.07,325.85,67.215,129.305
879.667,2011,5,30,514,879,0.667,1022.181818,784.5,375.2545455,1030.363636,76.8,364.0363636,225.6090909,231.0454545,186.4,838.5272727,151.9363636,190.8363636,52.035,89.915,50.29,48.9,45.805,87.36,100.575,99.7,50.725,52.745,57.705,55.48
879.708,2011,5,30,514,879,0.708,561.7,369.0090909,402.4545455,421.7909091,53.63636364,246.1636364,171.1818182,106.3363636,45.14909091,290.1181818,106.3090909,72.70909091,48.05,53.075,28.635,61.8,43.305,29.88,41.185,43.5,46.36,30.86,43.44,42.195
879.75,2011,5,30,514,879,0.75,120.5,123.5181818,113.4272727,105.8090909,28.96909091,117.3818182,90.40909091,78.25636364,28.10272727,92.97272727,74.24363636,58.16090909,22.625,15.925,18.855,24.38,19.705,14.53,20.53,19.135,18.72,19.695,28.895,19.67
879.792,2011,5,30,514,879,0.792,42.58818182,66.54727273,64.23545455,50.69363636,15.45181818,69.26545455,53.31,50.74363636,17.24909091,49.04363636,47.77090909,34.50818182,13.4,9.775,10.615,12.285,11.165,9.36,12.705,10.89,10.75,12.425,15.22,11.73
879.833,2011,5,30,514,879,0.833,12.04527273,19.08272727,18.44636364,13.69527273,4.878545455,21.01272727,16.13545455,16.66909091,4.601090909,14.61272727,14.20436364,10.62145455,6.142,4.465,4.3255,4.742,3.624,3.3445,4.181,3.624,2.7835,4.041,5.997,3.9015
879.875,2011,5,30,514,879,0.875,0.381363636,0.635454545,0.762272727,0.381363636,0,0.762272727,0.635454545,0.839,0.914727273,0.508181818,0.381363636,1.296090909,0,0.4145,0.4145,0.4145,0.277,0.277,0.1375,0.277,0.9805,0.277,0.5545,0.5565
879.917,2011,5,30,514,879,0.917,0,0,0,0,0,0,1.042,0.254090909,NA,0,0,0,0.275,0,0.9805,0.9805,0,0,0,0,0,0,0,0
879.958,2011,5,30,514,879,0.958,0,0,1.042,0.127272727,0,0,0,0,0,0,0,0.127272727,0,0,0,0.1375,0,0.2795,0,NA,0,0,0,0.9805
880,2011,5,31,515,880,0,0,0,0,0,0,0,0,1.042,0.28,0,0,0,NA,0,0,0,0,0,0,0,0.14,0,0,0.9785
880.0417,2011,5,31,515,880,0.0417,1.422909091,0,0,0,0,0,0.559,0,1.168818182,0,0,0,1.677,0,0,0,0,0,0,0,0,0,0,0.277
880.0833,2011,5,31,515,880,0.0833,0,0,0,0,0,0,0,0,NA,0,0,0,0.277,0,0,0,0,NA,0,0,0,0,0,0
880.125,2011,5,31,515,880,0.125,NA,0,0,0,0,0,0,0,NA,0,0,0,0.2795,0,0,0,0,1.677,0,0,0,0,0,NA
880.167,2011,5,31,515,880,0.167,0,0,0.127272727,0,0,0,0,0,0,0,0,0,1.677,0,0.2795,0.2795,0,0.417,0,0,0,0,0,0.843
880.208,2011,5,31,515,880,0.208,1.042,0,0,0,0,0,0.914727273,0,0,1.042,0,0,NA,0,1.26,0.699,0,0.699,0,0,0,0,0.14,0
880.25,2011,5,31,515,880,0.25,12.83363636,19.31454545,19.31454545,15.17545455,4.930909091,27.62272727,22.69454545,23.99272727,6.355454545,16.46909091,22.69454545,17.88909091,4.3475,2.381,2.9405,4.343,3.3625,3.9235,3.502,3.2225,3.0825,4.203,5.185,3.2225
880.292,2011,5,31,515,880,0.292,30.24545455,50.80272727,49.37727273,35.81,12.02,86.93181818,70.21363636,72.83181818,20.30272727,41.63363636,80.95454545,60.79090909,11.75,8.957,12.175,12.595,12.035,10.915,13.58,12.315,11.9,11.195,14.97,9.654
880.333,2011,5,31,515,880,0.333,53.75545455,88.52727273,79.81818182,79.38909091,20.15545455,179.9181818,428.1727273,344.3545455,33.72272727,87.38181818,376.7636364,366.8181818,23.785,15.945,34.02,32.035,75.99,32.46,23.08,19.3,26.445,18.6,28.255,17.485
880.375,2011,5,31,515,880,0.375,91.01818182,151,115.8727273,118.1818182,38.80818182,956.0909091,563.1727273,869.7272727,377.6,243.2636364,395.1818182,645.9727273,71,32.44,34.375,149.85,78.305,62.755,40.425,30.77,36.92,34.405,48.27,118.935
880.417,2011,5,31,515,880,0.417,330.8545455,290.9545455,198.1454545,433.9181818,680.8636364,1336.454545,829,1379.909091,154.8454545,958,167.2727273,887.6363636,147.35,31.89,292.625,52.98,66.225,65.455,201.6,528.75,44.185,46.01,64.88,49.005
880.458,2011,5,31,515,880,0.458,918.8636364,313.3363636,250.3363636,308.3,217.9636364,1607.272727,714.5272727,1686.909091,127.1181818,1196.636364,259.3818182,876.9090909,119.58,500.75,61.64,184,567.95,245.9,142.4,509.9,125.82,72.875,197.3,59.295
880.5,2011,5,31,515,880,0.5,1455.727273,1618.090909,1411.454545,433.2545455,99.17272727,926.6363636,1183.636364,1911.090909,151.1454545,1360.818182,250.9363636,1218.727273,165.35,223.05,700.25,59.515,243.78,136.91,408.1,227.15,883.95,153.1,83.555,286.95
880.542,2011,5,31,515,880,0.542,1528.181818,501.6454545,1758,692.5090909,100.1090909,1068.218182,1628.636364,1918.636364,142.6363636,1369.727273,649.0454545,1224.818182,307.2,156.55,254.875,165.25,100.155,82.605,152.285,62.865,166.115,131.765,71.11,81.595
880.583,2011,5,31,515,880,0.583,1561.363636,756.9454545,1732.454545,448.2090909,109.4454545,1699.545455,1784.454545,467.6272727,138.1272727,1353.454545,230.4272727,490.8363636,69.115,94.23,93.25,114.505,219.05,50.675,72.545,111.75,60.825,1021.45,68.03,164.2
880.625,2011,5,31,515,880,0.625,1406.090909,244.0090909,450.9181818,1402.181818,105.3181818,1526.909091,1547.818182,524.3181818,119.7509091,1190.363636,844.2272727,124.4,85.385,117.74,60.83,42.465,56.28,28.605,217.9,43.775,53.215,280.105,44.7,117.78
880.667,2011,5,31,515,880,0.667,1174.545455,817.5909091,278.0727273,1173.363636,76.95818182,325.9818182,215.8727273,163.8727273,134.7272727,957.8181818,109.7454545,96.24545455,33.245,61.03,48.34,35.08,36.04,185.065,163.8,69.105,29.185,48.74,63.535,34.23
880.708,2011,5,31,515,880,0.708,584.4454545,340.4636364,402.4,417.3545455,81.71090909,215.2454545,136.7454545,77.19636364,33.81636364,284.8727273,85.77090909,55.29,32.13,48.585,23.2,56.23,59.125,43.565,56.78,44.08,37.585,24.555,33.19,30.605
880.75,2011,5,31,515,880,0.75,128.9545455,115.6818182,113.8181818,103.6545455,32.06909091,114.8363636,90.56363636,74.29909091,23.95909091,95.49090909,66.24090909,53.25818182,20.82,13.27,20.115,24.805,18.865,12.855,19.555,17.465,18.725,18.72,23.46,16.755
880.792,2011,5,31,515,880,0.792,42.46090909,57.78,66.95454545,49.14090909,15.70636364,63.85363636,48.02545455,44.16090909,16.49,47.74545455,39.79272727,28.84181818,12.7,7.2555,9.069,9.899,10.6,7.679,11.305,9.214,9.204,10.465,13.26,9.77
880.833,2011,5,31,515,880,0.833,14.76,20.91545455,24.39272727,16.54181818,5.515818182,24.01090909,19.00636364,17.07636364,6.557818182,17.33090909,15.39636364,13.49181818,3.48,2.93,4.4675,5.1685,3.624,2.6485,4.0435,3.0675,3.9085,3.9035,5.5805,4.3255
880.875,2011,5,31,515,880,0.875,0.381363636,0.762272727,0.762272727,0.635454545,0.127272727,0.889545455,0.762272727,0.508181818,0.254090909,0.635454545,0.762272727,0.254090909,0.55,0.277,0.135,0.4125,0.277,0.1375,0.277,0.277,0.4145,0.277,0.4145,0.275
880.917,2011,5,31,515,880,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,NA,0,0,NA
880.958,2011,5,31,515,880,0.958,0,0,0,0,0,0,0.127272727,0,0,0,0,0,1.677,0,0,0.14,0,0,0,NA,NA,0,0,1.677
881,2011,6,1,516,881,0,0,0,0,0,0,0,0,NA,0,0,0,0,0.417,0,1.677,0,0,1.677,0,0.0025,0.843,0,0,0
881.0417,2011,6,1,516,881,0.0417,0,0,0,0,0,0,0,0,NA,0,0,0,0.2795,0.14,NA,NA,0,0.27,0,0,1.118,0,0,0.9805
881.0833,2011,6,1,516,881,0.0833,0,0,0,0,0,0,0,NA,1.042,0,0,0,0.834,0.14,0,0,0,1.677,0,0.841,1.118,0,0,0.9785
881.125,2011,6,1,516,881,0.125,0,0.127272727,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0.14,0.2795,0,1.9595,0,0.1375,0.1375,0,0,0.1375
881.167,2011,6,1,516,881,0.167,0,0,0.914727273,0,0,0,0,0,0,0,0,0,1.678,NA,1.678,0,0,0.275,0,NA,0,0.8415,0,0
881.208,2011,6,1,516,881,0.208,0,0,0,0,0,0,0.254090909,0,0.254090909,0,0,0,0.417,0,0.2775,0.2795,0,0.14,0,0,0,NA,0.2795,0
881.25,2011,6,1,516,881,0.25,14.13181818,20.48545455,21.65636364,16.34636364,4.930909091,31.26272727,26.20727273,28.41636364,8.818181818,18.01636364,25.03636364,21.27454545,4.4825,3.0825,4.343,4.7625,3.2225,3.2225,4.203,3.0825,3.0825,3.786,5.325,3.2225
881.292,2011,6,1,516,881,0.292,37.94363636,57.41181818,60.26272727,44.11909091,14.18363636,93.96363636,76.52363636,83.5,21.93727273,55.50727273,72.51181818,63.23090909,14.975,9.375,12.45,13.01,13.435,11.05,13.855,10.77,10.77,12.45,16.65,11.475
881.333,2011,6,1,516,881,0.333,82.38181818,130.7454545,136.5727273,95.55454545,29.20181818,193.3272727,166.8909091,179.4909091,47.42272727,117.7363636,148.9,140.0181818,27.98,18.045,22.52,23.225,25.6,22.385,25.6,20.145,21.825,24.345,32.18,21.405
881.375,2011,6,1,516,881,0.375,128.0818182,193.9,198.0363636,146.3818182,51.73909091,780.7727273,518.1272727,744.3181818,300.4818182,295.2363636,278.3909091,525.5272727,73.77,35.115,45.195,115.05,64.09,50.5,48.685,36.52,37.635,37.91,69.575,155.68
881.417,2011,6,1,516,881,0.417,305.5,367.2818182,354.3454545,336.4636364,86.78181818,941.9545455,651.0454545,930.5454545,158.7727273,634.8363636,309.3545455,546.2454545,133.85,56.1,126.7,70.93,75.645,73.86,323.05,250.245,68.565,64.63,95.2,79.97
881.458,2011,6,1,516,881,0.458,613.2909091,348.1272727,319.4090909,386.9454545,95.38181818,1117.909091,548.6909091,1155.090909,133.0727273,801.6818182,274.9545455,636.4090909,118.15,298.4,71.975,88.65,363.95,175.15,173.7,235,125.38,68.35,143,71.01
881.5,2011,6,1,516,881,0.5,1161.272727,1211.636364,1186.272727,396.2818182,108.9727273,866.4,830.7454545,1634.545455,160.0909091,1168.818182,315.4454545,1020.909091,144.8,249.7,524.5,73.79,195.755,111.77,247.15,294.25,430.15,92.25,131.2,185.55
881.542,2011,6,1,516,881,0.542,1352.181818,557.8454545,1585,556.6727273,112.0181818,1204.454545,1543.181818,1745.727273,149.1,1275.909091,632.4545455,1093,397.35,109.735,196.91,134.4,74.345,86.37,152.7,92.75,107.025,134.65,100.35,96.215
881.583,2011,6,1,516,881,0.583,996.2,622.2454545,1102.454545,463.7545455,127.8,1203.090909,1155.909091,516.6818182,107.9363636,931.5090909,332.5363636,513,134.75,71.41,91.145,84.33,152.6,58.805,102.15,97.25,94.5,482.25,84.25,121.9
881.625,2011,6,1,516,881,0.625,236.6636364,244.1454545,291.6818182,212.3818182,67.98363636,377.4545455,320.4,283.4727273,73.11454545,272.8090909,193.3909091,167.2636364,64.42,36.98,47.87,44.385,46.035,40.345,59.005,38.66,52.73,97.73,60.845,49.945
881.667,2011,6,1,516,881,0.667,12.65327273,17.38163636,21.47181818,12.39872727,3.963818182,25.68727273,21.09454545,24.29181818,5.360181818,17.25436364,15.47254545,14.18054545,6.6635,4.025,5.555,5.8385,5.6985,4.3,6.1135,4.02,5.2785,5.6985,8.617,5.8385
881.708,2011,6,1,516,881,0.708,7.647272727,10.75045455,11.78818182,10.49636364,3.760545455,13.33818182,10.75045455,13.44,2.845818182,9.706818182,9.452727273,7.901363636,2.2385,1.4,2.2405,2.378,2.378,1.26,2.378,0.9805,1.258,2.2385,2.795,1.5375
881.75,2011,6,1,516,881,0.75,95.42272727,125.9909091,132.8545455,122.9227273,29.29727273,152.9636364,120.0272727,120.5181818,32.39818182,108.8545455,99.51363636,77.35909091,23.665,14.841,18.2,20.025,20.025,16.24,21.28,17.225,18.34,19.32,26.04,17.225
881.792,2011,6,1,516,881,0.792,54.57636364,67.03,71.30090909,69.39181818,19.23363636,82.07636364,64.56545455,65.1,16.87181818,61.26090909,50.23454545,39.28363636,16.88,10.185,12.135,12.69,12.83,11.72,15.07,11.855,13.255,14.375,17.855,12.56
881.833,2011,6,1,516,881,0.833,21.37272727,28.18,28.56181818,26.75454545,7.472545455,35.52636364,27.92545455,31.56,7.849818182,25.35909091,23.55181818,18.92909091,7.5305,4.1855,5.8625,6.282,5.1615,4.183,5.717,4.742,4.74,5.576,7.5305,4.8795
881.875,2011,6,1,516,881,0.875,1.397727273,1.778636364,1.778636364,1.778636364,0.381363636,2.414090909,2.032727273,2.16,1.677,1.778636364,1.524545455,1.524545455,1.111,0.694,0.9715,0.9715,0.694,0.5545,0.694,0.694,0.5545,0.5545,0.9715,0.694
881.917,2011,6,1,516,881,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0.4195,0,0.841,0.14,0,0,0,0,0,0,0,0
881.958,2011,6,1,516,881,0.958,0,0,0,0,0,0,0,NA,1.677,0,0,0,0.55,0,0.8385,0,0,1.677,0,0,1.677,0,0,0
882,2011,6,2,517,882,0,0,0,0,0,0,0,0,1.829454545,0.28,0,0,0,0.0045,0.14,0.27,0.275,0,0.27,0,0,0,0,0,0.14
882.0417,2011,6,2,517,882,0.0417,0,0,0,0,0,0,0,0.254090909,0,0,0,0.127272727,0,0,0,0,0,0,0,0,0.2795,0,0,0.4195
882.0833,2011,6,2,517,882,0.0833,0,0,0,0,0,0,0,0,1.677,0,0,0.127272727,NA,NA,0,0,0,0,0,0.14,1.678,0.275,NA,0.275
882.125,2011,6,2,517,882,0.125,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0.981,0.14,0,0,0,0.14,0.2775,0,0.0025,1.678
882.167,2011,6,2,517,882,0.167,0,0,0,0,0,0,0,NA,0,0,0.127272727,0,NA,0.14,0.2775,0.14,0,0.2795,0,0,0.14,0,0,0.417
882.208,2011,6,2,517,882,0.208,0,0,0.127272727,0,0,0,0.915272727,1.678,0.254090909,1.169363636,0,0,0.009,0.14,0.555,1.393,0,0.699,0,0,3.355,0,0,NA
882.25,2011,6,2,517,882,0.25,11.66772727,14.51363636,16.85090909,12.05,3.888909091,21.37636364,18.27636364,18.27636364,5.439090909,14.64090909,17.10545455,15.80727273,5.033,1.68,2.2435,3.926,3.2225,2.521,3.3625,2.381,2.3765,3.3625,4.343,2.945
882.292,2011,6,2,517,882,0.292,22.09,30.5,33.86,24.80818182,8.924090909,66.15,47.19818182,44.98909091,13.57272727,29.32909091,61.43727273,39.29727273,8.397,6.7205,8.3995,9.095,8.397,7.8405,10.215,22.545,9.6595,8.397,11.195,8.2575
882.333,2011,6,2,517,882,0.333,47.89,76.41818182,78.55909091,88.33636364,18.37818182,171.4454545,523.6818182,337.6181818,28.08636364,128.7,485.0818182,459.0727273,21.415,14.13,42.995,28.26,149.1,36.52,22.95,19,21.27,15.25,26.305,14.69
882.375,2011,6,2,517,882,0.375,60.03454545,73.55545455,73.27545455,93.56181818,33.07090909,1163.636364,753.1454545,1014.090909,479.9454545,223.5909091,472.4909091,772.2727273,68.57,20.83,31.825,231.2,104.05,57.305,37.19,26.43,25.855,25.45,32.865,219.885
882.417,2011,6,2,517,882,0.417,134.4727273,252.4545455,237.3545455,357.3181818,235.6090909,1428.636364,906.4545455,1478.727273,139.4454545,1086,73.73454545,1006.909091,553.9,20.555,327.385,43.26,64.085,38.745,999.75,278.69,54.445,112.75,333.775,77.5
882.458,2011,6,2,517,882,0.458,1045.090909,356.2363636,140.8454545,836.8181818,90.45454545,1836.363636,659.9636364,1891.454545,113.8272727,1379.272727,129.5363636,1120.454545,216.22,499.55,65.515,210.25,658.35,141.345,215.05,786.05,169.26,59.665,484.3,55.48
882.5,2011,6,2,517,882,0.5,456.7636364,357.5909091,443.9909091,259.9909091,71.43272727,660.4545455,486.5909091,631.6727273,104.7363636,493.5818182,256.4,432.9818182,78.675,123.42,133.715,70.615,243.915,175.975,100.865,198.88,94.085,153.805,127.84,95.935
882.542,2011,6,2,517,882,0.542,284.4090909,325.0454545,383.6363636,224.9818182,68.72454545,448.3636364,394.3090909,440.7454545,94.99090909,352.0909091,260.1090909,279.4818182,78.705,48.095,57.74,63.765,64.75,56.485,64.885,53.14,55.785,79.045,78.87,55.925
882.583,2011,6,2,517,882,0.583,126.0454545,186.7454545,197.9636364,121.4,34.46090909,266.9181818,217.9,253.6636364,61.17363636,175.7909091,168.8727273,170.2454545,41.33,29.62,34.08,34.065,38.405,36.045,38.685,31.145,35.07,36.97,47.635,33.525
882.625,2011,6,2,517,882,0.625,81.95272727,97.66181818,108.0490909,77.27090909,27.83454545,139.6363636,114.1090909,111.6090909,28.29181818,101.6981818,83.81090909,70.60545455,26.67,16.33,20.665,20.67,21.075,18.42,24.71,17.31,19.96,21.645,25.96,18.42
882.667,2011,6,2,517,882,0.667,73.05818182,111.9818182,122.3090909,82.83636364,23.87181818,147.5363636,119.9272727,125.3818182,33.75909091,100.2363636,101.7090909,86.40181818,24.33,16.085,20.275,19.715,20.135,18.88,20.835,16.92,17.895,21.4,26.29,18.325
882.708,2011,6,2,517,882,0.708,82.21363636,127.6,137.4272727,86.46363636,26.10636364,150.8636364,123.4,119.4545455,37.21454545,103.3363636,109.3272727,84.46363636,24.05,15.52,19.155,18.455,18.875,16.215,19.155,16.78,17.34,19.99,25.585,16.635
